Date,IBCP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.157183768303885,-0.777651699357,-0.007240503593234992,-0.3823958502188361,-0.3772086237639812,0.0
2018-09-25,1.0,-0.15721928023343779,-0.7776396844266725,-0.007267913109261861,-0.3824435318275154,-0.37728304333729595,0.0
2018-09-26,1.0,-0.15688765168508959,-0.7775195264992838,-0.006189021918326531,-0.38298964892840737,-0.3790708359233534,0.0
2018-09-27,1.0,-0.15664638269100742,-0.7792832995267072,-0.005868830290736984,-0.3833130493576741,-0.3794455713319811,0.0
2018-09-28,1.0,-0.158860793762521,-0.7784124749580379,-0.005820564188640425,-0.3841030916671179,-0.38004223293085715,0.0
2018-10-01,1.0,-0.16120374135827573,-0.777551850345669,-0.005395147078758303,-0.386146129863088,-0.38083231665988887,0.0
2018-10-02,1.0,-0.16658038852409884,-0.7540800479524834,-0.01452197368062556,-0.39721548647249544,-0.392175026564586,0.0
2018-10-03,1.0,-0.1669165144866309,-0.7552945024394233,-0.014909100820409388,-0.3969309602333125,-0.3915615034479,0.0
2018-10-04,1.0,-0.16585072340891063,-0.7622186363263408,-0.014769028799606159,-0.39564587150944946,-0.3964937231627601,0.0
2018-10-05,1.0,-0.15725103508389626,-0.7602691218130312,-0.007136631074308128,-0.39869797341468727,-0.40055022880801916,0.0
2018-10-08,1.0,-0.15812455651984061,-0.7629223295671633,-0.007641504284700616,-0.39877735931444785,-0.4016429234212106,0.0
2018-10-09,1.0,-0.15101043748612036,-0.7773428825227626,-0.0,-0.42016433488785254,-0.4274095047745947,0.0
2018-10-10,1.0,-0.1548724220356885,-0.7771693812885653,-0.0,-0.4233698371226861,-0.4240925009728167,0.0
2018-10-11,1.0,-0.08729254799869836,-0.7790975159995661,-0.0,-0.4057110315652457,-0.4396897711248509,0.0
2018-10-12,1.0,-0.08444730767165942,-0.777285660600204,-0.0,-0.39450797229827667,-0.42800773071348047,0.0
2018-10-15,1.0,-0.04766145791164007,-0.8230642593042399,-0.0,-0.39300461501093026,-0.4351064691118128,0.0
2018-10-16,1.0,-0.042970965563808236,-0.8317353139770425,-0.0,-0.3920864280891289,-0.43411208642808913,0.0
2018-10-17,1.0,-0.02460129396416305,-0.8011661652333663,-0.0,-0.391197848718017,-0.44553901861071915,0.0
2018-10-18,1.0,-0.023755625982050124,-0.7997017230818397,-0.0,-0.39361900450078563,-0.44611041572345467,0.0
2018-10-19,1.0,-0.013612288135593219,-0.7978019067796611,-0.0,-0.39231991525423726,-0.44459745762711866,0.0
2018-10-22,1.0,-0.014301604957889718,-0.7968377562370889,-0.0,-0.392552571640447,-0.4447534297367445,0.0
2018-10-23,1.0,-0.009870959159239058,-0.8004257017427164,-0.0,-0.40018624451243845,-0.45015298656378877,0.0
2018-10-24,1.0,-0.007626488095238096,-0.7989211309523809,-0.0,-0.399952168367347,-0.45078656462585037,0.0
2018-10-25,1.0,-0.0,-0.7871531238524891,-0.0,-0.3957666684152547,-0.43998845931909986,0.0
2018-10-26,1.0,-0.0,-0.7859296745942261,-0.0,-0.3962293835382961,-0.43996643679366493,0.0
2018-10-29,1.0,-0.01456960737050726,-0.7951684610852215,-0.0,-0.4216615780170336,-0.44683700251754244,0.0
2018-10-30,1.0,-0.0,-0.7997841920690586,-0.0,-0.42519557593741575,-0.472619368761802,0.0
2018-10-31,1.0,-0.0,-0.7970858358695359,-0.0,-0.42454685017102534,-0.47167981900939965,0.0
2018-11-01,1.0,-0.0,-0.8180219661310394,-0.0,-0.41770816425904883,-0.4694584212519613,0.0
2018-11-02,1.0,-0.0,-0.8039690874330183,-0.0,-0.4218703718663328,-0.46691978350432184,0.0
2018-11-05,1.0,-0.0,-0.8241520846835171,-0.0,-0.4239306545690214,-0.4522845106934543,0.0
2018-11-06,1.0,-0.0,-0.8261432967982291,-0.0,-0.4231682954484099,-0.45032665622806545,0.0
2018-11-07,1.0,-0.0,-0.8259497086121304,-0.0,-0.4221886466652277,-0.4498974746384632,0.0
2018-11-08,1.0,-0.0,-0.8231869281747204,-0.0,-0.41246545571624055,-0.44737195138311286,0.0
2018-11-09,1.0,-0.0,-0.8231520747222073,-0.0,-0.413656127543078,-0.44717912931450965,0.0
2018-11-12,1.0,-0.0,-0.8134895164741122,-0.0,-0.41618528027385543,-0.44469405220367997,0.0
2018-11-13,1.0,-0.0,-0.8088832285282178,-0.0,-0.4082888906577516,-0.4361219453952081,0.0
2018-11-14,1.0,-0.0,-0.8085320881861353,-0.0,-0.4085373942111267,-0.43596954341654953,0.0
2018-11-15,1.0,-0.0,-0.8119266055045871,-0.0,-0.4096703648389161,-0.4453541711115852,0.0
2018-11-16,1.0,-0.0,-0.8123215667440433,-0.0,-0.41033645508151234,-0.44550281490968274,0.0
2018-11-19,1.0,-0.0,-0.8121815222901048,-0.0,-0.4101059146813222,-0.4456153456233493,0.0
2018-11-20,1.0,-0.0,-0.8002175874329991,-0.0,-0.40009552619009714,-0.45319216685241204,0.0
2018-11-21,1.0,-0.0,-0.7986467630255641,-0.0,-0.39936287286417604,-0.4347207961456441,0.0
2018-11-23,1.0,-0.0,-0.7870543349559268,-0.0,-0.4067359557952901,-0.43744244178397584,0.0
2018-11-26,1.0,-0.0,-0.7908555193096917,-0.0,-0.4046090708197411,-0.43528359465431965,0.0
2018-11-27,1.0,-0.0,-0.7930618875438873,-0.0,-0.39765760100613107,-0.42941361421160196,0.0
2018-11-28,1.0,-0.0,-0.7935958913083353,-0.0,-0.39742682703141785,-0.4293163535361476,0.0
2018-11-29,1.0,-0.0,-0.7822934802380271,-0.0,-0.3889249798612374,-0.42735753449575137,0.0
2018-11-30,1.0,-0.0,-0.782951382566397,-0.0,-0.3886273183674531,-0.4296751033998387,0.0
2018-12-03,1.0,-0.0,-0.7833342010725257,-0.0,-0.3894673816837611,-0.4304159941687926,0.0
2018-12-04,1.0,-0.0,-0.7902108825826608,-0.0,-0.38419682374381675,-0.4291070033845353,0.0
2018-12-06,1.0,-0.0,-0.8041185729275971,-0.0,-0.3853095487932844,-0.4338667366211963,0.0
2018-12-07,1.0,-0.0,-0.8065363598150483,-0.0,-0.3895018915510719,-0.4311422866750736,0.0
2018-12-10,1.0,-0.0,-0.8100052110474205,-0.0,-0.38282959874934863,-0.4126889004689943,0.0
2018-12-11,1.0,-0.0,-0.8098129136484444,-0.0,-0.38297983219552867,-0.41286674657355776,0.0
2018-12-12,1.0,-0.0,-0.8097086872687478,-0.0,-0.38311011517014953,-0.41286674657355776,0.0
2018-12-13,1.0,-0.0,-0.8075771383934383,-0.0,-0.3844291107928655,-0.41182137742481445,0.0
2018-12-14,1.0,-0.0,-0.8178163020207821,-0.0,-0.38005848258576574,-0.4129549370790037,0.0
2018-12-17,1.0,-0.0,-0.815691579303348,-0.0,-0.36487084102910955,-0.42085273536068263,0.0
2018-12-18,1.0,-0.0,-0.8078504382902799,-0.0,-0.3578724174488661,-0.42006050733069583,0.0
2018-12-19,1.0,-0.0,-0.8090673575129534,-0.0,-0.3595336787564766,-0.4220984455958549,0.0
2018-12-20,1.0,-0.0,-0.803404453169396,-0.0,-0.3601539494756419,-0.41951232112414116,0.0
2018-12-21,1.0,-0.0,-0.80611142548485,-0.0,-0.36220999022583467,-0.4038273573743505,0.0
2018-12-24,1.0,-0.0,-0.7843282817939792,-0.0,-0.3525240630759779,-0.42302375588777397,0.0
2018-12-26,1.0,-0.0,-0.7893573225585118,-0.0,-0.33745012833218974,-0.4144240298848822,0.0
2018-12-27,1.0,-0.0,-0.7653748946925021,-0.0,-0.29932107636651967,-0.41312750879627336,0.0
2018-12-28,1.0,-0.0,-0.777636657950442,-0.0,-0.30100859170713484,-0.41170464450255256,0.0
2018-12-31,1.0,-0.0,-0.7851076584902833,-0.0,-0.3013438577209372,-0.41140030973672387,0.0
2019-01-02,1.0,-0.0,-0.7844076763744353,-0.0,-0.29906915225474784,-0.41209353397719045,0.0
2019-01-03,1.0,-0.0,-0.7851539076554067,-0.0,-0.29597241655006995,-0.4173745752548471,0.0
2019-01-04,1.0,-0.0,-0.7900141731108734,-0.0,-0.2756297088295994,-0.42086679762289575,0.0
2019-01-07,1.0,-0.0,-0.7750956726523404,-0.0,-0.2688892159748798,-0.40918457462466884,0.0
2019-01-08,1.0,-0.0,-0.7649622881770987,-0.0,-0.27637378783426386,-0.40750808110490744,0.0
2019-01-09,1.0,-0.0,-0.7629105683097557,-0.0,-0.2761760242792109,-0.4083900337755152,0.0
2019-01-10,1.0,-0.0,-0.7624617643460174,-0.0,-0.27644683714670254,-0.40817325339532606,0.0
2019-01-11,1.0,-0.0,-0.7476072748635352,-0.0,-0.27968570239639684,-0.42050767385504123,0.0
