Date,DOYU,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-16,1.0,-0.6586246989452703,-0.5742048002657586,-1.1703762146001162,-0.7492317913794535,-0.0,0.0
2020-03-17,1.0,-0.6496794404779251,-0.4048521054932246,-0.7763733061343435,-0.81181698965467,-0.0,0.0
2020-03-18,1.0,-0.628086583767315,-0.42168845431678886,-0.6933078258405073,-0.7918305168810004,-0.007793956141283169,0.0
2020-03-19,1.0,-0.6567309025370859,-0.291903507555802,-0.6720158047968945,-0.801920144184112,-0.04332455289061417,0.0
2020-03-20,1.0,-0.6596203323830054,-0.33193102009596,-0.6598289409637716,-0.8014393992072874,-0.02395521869132884,0.0
2020-03-23,1.0,-0.656063756063756,-0.3398821898821898,-0.6474705474705474,-0.7931046431046431,-0.028447678447678447,0.0
2020-03-24,1.0,-0.6590673575129534,-0.34835924006908464,-0.6275647668393783,-0.7794818652849741,-0.03979274611398964,0.0
2020-03-25,1.0,-0.7012626937466595,-0.3652124532335649,-0.463054516301443,-0.8109633885622661,-0.0,0.0
2020-03-26,1.0,-0.7136851938346567,-0.36588376593047306,-0.4483886034563288,-0.8082671648762261,-0.0,0.0
2020-03-27,1.0,-0.7078106161816937,-0.3419140408615465,-0.40594349767017496,-0.8028283749877806,-0.0,0.0
2020-03-30,1.0,-0.697736999092206,-0.32829723771235897,-0.4133705096615225,-0.8027168979380107,-0.0,0.0
2020-03-31,1.0,-0.6818582194238736,-0.36821844517665475,-0.41558738133298534,-0.7966920040452811,-0.0,0.0
2020-04-01,1.0,-0.6913673062465271,-0.39714967476220053,-0.37750465792828425,-0.8027326512600922,-0.0,0.0
2020-04-02,1.0,-0.7117157779353923,-0.33032432780965887,-0.3642078792958927,-0.8176865046102264,-0.0,0.0
2020-04-03,1.0,-0.7128294461111649,-0.3288493177199265,-0.36359237394754673,-0.8206393754637247,-0.0,0.0
2020-04-06,1.0,-0.747953795379538,-0.2978547854785479,-0.3802640264026403,-0.8742574257425744,-0.0,0.0
2020-04-07,1.0,-0.7172079899964731,-0.2586168200327038,-0.35932540318702105,-0.8711084036038347,-0.0,0.0
2020-04-08,1.0,-0.7184612422997946,-0.25606391170431214,-0.3641876283367556,-0.8697061088295687,-0.0,0.0
2020-04-09,1.0,-0.7393345121363125,-0.20716926539141617,-0.39289503295290146,-0.875518405401061,-0.0,0.0
2020-04-13,1.0,-0.7348594610257897,-0.22012943108277797,-0.389838694098329,-0.8748832866479926,-0.0,0.0
2020-04-14,1.0,-0.735432361084283,-0.2176292576138046,-0.3926018929882171,-0.8736720108170756,-0.0,0.0
2020-04-15,1.0,-0.7144548625556018,-0.23475951230439374,-0.37249191974143175,-0.8783641076514449,-0.0,0.0
2020-04-16,1.0,-0.7250926044194661,-0.21136160429173587,-0.3775386383957083,-0.8792629965512837,-0.0,0.0
2020-04-17,1.0,-0.724535410945782,-0.21236988313429975,-0.3770994316367584,-0.8790152627881729,-0.0,0.0
2020-04-20,1.0,-0.7307361513713249,-0.19771923677252892,-0.38199598636638743,-0.874972127544357,-0.0,0.0
2020-04-21,1.0,-0.7322190385227635,-0.19894937917860553,-0.3847182425978988,-0.8678127984718242,-0.0,0.0
2020-04-22,1.0,-0.7365099601593627,-0.1935617529880478,-0.3835537848605578,-0.873593625498008,-0.0,0.0
2020-04-23,1.0,-0.7322792059048104,-0.19683761771443117,-0.3798358360906083,-0.8725502672435734,-0.0,0.0
2020-04-24,1.0,-0.7353353289599388,-0.19062480096809117,-0.3835742946309152,-0.8749442710655372,-0.0,0.0
2020-04-27,1.0,-0.7352220276937769,-0.18946363202291902,-0.38287442304631547,-0.8756326595575362,-0.0,0.0
2020-04-28,1.0,-0.7337666475498631,-0.19473650672274265,-0.38125278786720196,-0.876409864270694,-0.0,0.0
2020-04-29,1.0,-0.7438942630016282,-0.1815918015515755,-0.3885323883408358,-0.8784918430546245,-0.0,0.0
2020-04-30,1.0,-0.7426917326716926,-0.16137035976715336,-0.39205394916817765,-0.8848172535547286,-0.0,0.0
2020-05-01,1.0,-0.7622199592668024,-0.13384674134419552,-0.3926616598778004,-0.893552698574338,-0.0,0.0
2020-05-04,1.0,-0.7667283871791597,-0.13542331758396117,-0.3890626995275188,-0.901193972672711,-0.0,0.0
2020-05-05,1.0,-0.7660464077112126,-0.13609524113497815,-0.3854967923143213,-0.9040566850722926,-0.0,0.0
2020-05-06,1.0,-0.7647527910685805,-0.13706539074960128,-0.3826475279106858,-0.9053269537480064,-0.0,0.0
2020-05-07,1.0,-0.769731592889286,-0.13525675805061757,-0.38553601634059936,-0.9009989467973064,-0.0,0.0
2020-05-08,1.0,-0.7672334045743087,-0.13308239497272642,-0.39002839006028905,-0.8995821238317011,-0.0,0.0
2020-05-11,1.0,-0.7665559742001404,-0.1378121208250846,-0.3875087808927773,-0.9011111820678205,-0.0,0.0
2020-05-12,1.0,-0.7659078573481051,-0.13907601928418634,-0.3858752913380799,-0.9018869129338144,-0.0,0.0
2020-05-13,1.0,-0.7733056265984654,-0.10744884910485933,-0.39629156010230177,-0.9198529411764704,-0.0,0.0
2020-05-14,1.0,-0.7762264634302549,-0.10932496477520173,-0.38936211092609196,-0.9273088254130908,-0.0,0.0
2020-05-15,1.0,-0.7748647523928422,-0.11344793367265277,-0.39072953679695255,-0.9221165850379333,-0.0,0.0
2020-05-18,1.0,-0.7749799261281516,-0.12172795888871046,-0.3983940902521278,-0.9166854022803917,-0.0,0.0
2020-05-19,1.0,-0.7891106262833675,-0.06140913757700205,-0.44699691991786444,-0.9109342915811088,-0.0,0.0
2020-05-20,1.0,-0.7991635837220524,-0.04700016084928422,-0.4574875341804729,-0.9133022358050505,-0.0,0.0
2020-05-21,1.0,-0.8016888516453411,-0.05166467915041738,-0.4534115447835756,-0.9162020175975764,-0.0,0.0
2020-05-22,1.0,-0.8090405006647428,-0.04085735594539382,-0.4639255488180551,-0.9288238918252861,-0.0,0.0
2020-05-26,1.0,-0.8241164652020684,-0.03662593458713481,-0.47234939560620537,-0.9606073581239091,-0.0,0.0
2020-05-27,1.0,-0.8380227605948475,-0.14078754450883194,-0.4270753333798785,-1.0850031417999022,-0.0,0.0
2020-05-28,1.0,-0.8482457671495899,-0.1243847093733636,-0.43487519636934896,-1.0835398847966486,-0.0,0.0
2020-05-29,1.0,-0.8917070390424621,-0.06974921630094043,-0.47331860929039604,-1.1274935879167853,-0.0,0.0
2020-06-01,1.0,-0.8911007442754888,-0.07453438267867954,-0.46729105088850115,-1.12816495139062,-0.0,0.0
2020-06-02,1.0,-0.8907206950576841,-0.07342258937473295,-0.4674547785215782,-1.1291482694772825,-0.0,0.0
2020-06-03,1.0,-0.8903450977598918,-0.0724740909576552,-0.47266640549877137,-1.1258591830193385,-0.0,0.0
2020-06-04,1.0,-0.8928673527730132,-0.08333333333333334,-0.46047741566609496,-1.136792452830189,-0.0,0.0
2020-06-05,1.0,-0.8937021945814569,-0.08331546214883123,-0.4616126956894703,-1.1356065480020017,-0.0,0.0
2020-06-08,1.0,-0.893721877008785,-0.05946003856867367,-0.48910792086279553,-1.12891936290265,-0.0,0.0
2020-06-09,1.0,-0.897629079482968,-0.05388131114761123,-0.49200171391844605,-1.1271513247161324,-0.0,0.0
2020-06-10,1.0,-0.8972216270266411,-0.05435326048139418,-0.4896435968859368,-1.1299550032140562,-0.0,0.0
2020-06-11,1.0,-0.8956220539922867,-0.058098843022425364,-0.4868947293243822,-1.1303028138837308,-0.0,0.0
