Date,IWF,IWM,MTUM,SPY,TRNO,VLUE,VXX
2018-09-24,-0.25238748285749907,-0.5152973444707643,-0.0,-0.40603416032913603,1.0,-0.31973569380376515,0.0
2018-09-25,-0.24887128912654172,-0.527177340025727,-0.0,-0.41513859812848386,1.0,-0.33107170782152495,0.0
2018-09-26,-0.2526039033269289,-0.5316766103751643,-0.0,-0.4165234098493275,1.0,-0.32725755890383257,0.0
2018-09-27,-0.2519991902014374,-0.5341127644498431,-0.0,-0.4168438101022371,1.0,-0.3276647433950805,0.0
2018-09-28,-0.25498199888443795,-0.5335682774707164,-0.0,-0.4181076010344303,1.0,-0.32873586532123117,0.0
2018-10-01,-0.2549189519828729,-0.5410082577224997,-0.0,-0.42037924355184014,1.0,-0.33237333061474156,0.0
2018-10-02,-0.25328315797557793,-0.5590712438880783,-0.0,-0.4179402503647953,1.0,-0.32969817986329775,0.0
2018-10-03,-0.2526679462571977,-0.5526295585412668,-0.0,-0.42011516314779274,1.0,-0.3337683941138836,0.0
2018-10-04,-0.2557127869188055,-0.5480948847206939,-0.0,-0.4240128969523273,1.0,-0.3310985439750249,0.0
2018-10-05,-0.2486807556020088,-0.544599383077982,-0.0,-0.42463099395824305,1.0,-0.33135340454278944,0.0
2018-10-08,-0.24642475444042952,-0.5418087434475037,-0.0,-0.42617944933584406,1.0,-0.3302712606239503,0.0
2018-10-09,-0.23947227122804324,-0.5448083659328578,-0.0,-0.4327938431643272,1.0,-0.33977653345606096,0.0
2018-10-10,-0.2434121232297882,-0.5447002484058491,-0.0,-0.4360931137801224,1.0,-0.336653947604292,0.0
2018-10-11,-0.20392587234679369,-0.534731748684309,-0.0,-0.42024792357768187,1.0,-0.3352954381064026,0.0
2018-10-12,-0.19781390276685856,-0.5501508965027517,-0.0,-0.4373716111688773,1.0,-0.35073926605969924,0.0
2018-10-15,-0.17288144186164414,-0.5758574361834268,-0.0,-0.43385130168065095,1.0,-0.3523536718294507,0.0
2018-10-16,-0.1664761033615367,-0.5892217394618493,-0.0,-0.43336636430622255,1.0,-0.35177986126991384,0.0
2018-10-17,-0.16148002322000957,-0.5799197395320663,-0.0,-0.43085737361500215,1.0,-0.3516569495974357,0.0
2018-10-18,-0.16145885916203936,-0.5801615345784957,-0.0,-0.4307420494699647,1.0,-0.35161534578495707,0.0
2018-10-19,-0.1487495614694532,-0.5717937152307924,-0.0,-0.43394477020999345,1.0,-0.35140079186087303,0.0
2018-10-22,-0.14867708959711365,-0.5657947484465825,-0.0,-0.43686109440769694,1.0,-0.3541791942273001,0.0
2018-10-23,-0.14689506420545745,-0.5664877608346709,-0.0,-0.4390549759229534,1.0,-0.3556129614767255,0.0
2018-10-24,-0.1455972319727209,-0.5626567044428844,-0.0,-0.44062782067997197,1.0,-0.3583893290542574,0.0
2018-10-25,-0.11773760078182262,-0.5309552895186905,-0.0,-0.45670657219643296,1.0,-0.33779623747862203,0.0
2018-10-26,-0.109476490547746,-0.5233155598642752,-0.0,-0.45814348036839553,1.0,-0.33271934076587495,0.0
2018-10-29,-0.09806996381182147,-0.5272376357056695,-0.0,-0.453124246079614,1.0,-0.33408926417370327,0.0
2018-10-30,-0.08010260877982672,-0.5307826339480181,-0.0,-0.45704467353951894,1.0,-0.35208847587241665,0.0
2018-10-31,-0.0799030890369473,-0.5324772864930345,-0.0,-0.45761356753482735,1.0,-0.3527801332525742,0.0
2018-11-01,-0.06161528020166764,-0.5487444250533257,-0.0,-0.458745394609269,1.0,-0.35480899747915456,0.0
2018-11-02,-0.06612168125587789,-0.5280812172948467,-0.0,-0.46564903904121147,1.0,-0.3515638187561793,0.0
2018-11-05,-0.0649889113875229,-0.5309757978979848,-0.0,-0.46572172403818346,1.0,-0.3488814964805708,0.0
2018-11-06,-0.06389907371671169,-0.5300800849093015,-0.0,-0.46717001157854116,1.0,-0.35104689309147047,0.0
2018-11-07,-0.06485021536078982,-0.5317717659584765,-0.0,-0.4701882592072787,1.0,-0.35297391472680634,0.0
2018-11-08,-0.055856376194257935,-0.5310085914374414,-0.0,-0.46644044954636243,1.0,-0.3532356267898828,0.0
2018-11-09,-0.05648248465149874,-0.5312146382568917,-0.0,-0.46628144938004096,1.0,-0.3536294691224269,0.0
2018-11-12,-0.05614203454894434,-0.5187140115163148,-0.0,-0.4725047984644914,1.0,-0.35184740882917465,0.0
2018-11-13,-0.03869309663755562,-0.5165266639697309,-0.0,-0.4755966970468553,1.0,-0.3488327820479261,0.0
2018-11-14,-0.0388797677683394,-0.516334737192757,-0.0,-0.4755514312227854,1.0,-0.34868061008399365,0.0
2018-11-15,-0.038231240792662644,-0.5170127833483819,-0.0,-0.4777123033787958,1.0,-0.3431544931806301,0.0
2018-11-16,-0.03512641715288649,-0.5099141406954129,-0.0,-0.4777050424552915,1.0,-0.3490583938143352,0.0
2018-11-19,-0.03335469933290602,-0.5111696697766066,-0.0,-0.4794530304109394,1.0,-0.35002255299954893,0.0
2018-11-20,-0.0,-0.506120327047592,-0.0,-0.48657781558674795,1.0,-0.3703624935015833,0.0
2018-11-21,-0.0,-0.5030628769920436,-0.0,-0.48569483887624104,1.0,-0.35827446194287327,0.0
2018-11-23,-0.00046892218236383674,-0.4955569623221026,-0.0,-0.489249958969309,1.0,-0.35933506834540807,0.0
2018-11-26,-0.0,-0.4965310331895743,-0.0,-0.4885149071816988,1.0,-0.35861616351021935,0.0
2018-11-27,-0.0,-0.4983074588537411,-0.0,-0.48287615267888406,1.0,-0.35335590054861676,0.0
2018-11-28,-0.0,-0.49548182221495785,-0.0,-0.48481098372522013,1.0,-0.35468279356480725,0.0
2018-11-29,-0.0,-0.4845181893918356,-0.0,-0.47623345367027675,1.0,-0.3534434879200222,0.0
2018-11-30,-0.0,-0.4845189059101217,-0.0,-0.47623455361688344,1.0,-0.3533345675012727,0.0
2018-12-03,-0.0,-0.4846879770550955,-0.0,-0.4755979090530601,1.0,-0.3527085164453902,0.0
2018-12-04,-0.0,-0.48493030554786304,-0.0,-0.47230684021046804,1.0,-0.3505261700360011,0.0
2018-12-06,-0.0,-0.44983307768654696,-0.0,-0.4727961743210322,1.0,-0.33307768654696385,0.0
2018-12-07,-0.0,-0.45173823668933116,-0.0,-0.47651855700377244,1.0,-0.33063769229031603,0.0
2018-12-10,-0.0,-0.44974090939680117,-0.0,-0.4723748850355548,1.0,-0.32109289127167495,0.0
2018-12-11,-0.0,-0.450698217412779,-0.0,-0.469377217008666,1.0,-0.3249966323918998,0.0
2018-12-12,-0.0,-0.450751027189654,-0.0,-0.46985787736590406,1.0,-0.3246143829003794,0.0
2018-12-13,-0.0,-0.44753162986851897,-0.0,-0.4828939356351909,1.0,-0.32480097426760784,0.0
2018-12-14,-0.0,-0.44242560865644726,-0.0,-0.4865870153291253,1.0,-0.3252705139765555,0.0
2018-12-17,-0.0,-0.43963793994115397,-0.0,-0.4741145026166251,1.0,-0.33230015946814007,0.0
2018-12-18,-0.0,-0.4358842357365087,-0.0,-0.47162969760726997,1.0,-0.33077422387358146,0.0
2018-12-19,-0.0,-0.4365518632218164,-0.0,-0.4723149662760212,1.0,-0.33190669325744504,0.0
2018-12-20,-0.0,-0.4360439068100358,-0.0,-0.47222222222222215,1.0,-0.33187724014336917,0.0
2018-12-21,-0.0,-0.43591001315466765,-0.0,-0.47343426010568324,1.0,-0.3202604178279191,0.0
2018-12-24,-0.0,-0.43334075228132657,-0.0,-0.4720899176496773,1.0,-0.3202537280213666,0.0
2018-12-26,-0.0,-0.4350084697910785,-0.0,-0.4915415019762846,1.0,-0.33206098249576516,0.0
2018-12-27,-0.0,-0.4171632896305125,-0.0,-0.45874718580320484,1.0,-0.33132476934622346,0.0
2018-12-28,-0.0,-0.41868672386792244,-0.0,-0.45757328451375257,1.0,-0.32944394203410016,0.0
2018-12-31,-0.0,-0.4179644416993868,-0.0,-0.45795650063969645,1.0,-0.32992897163277013,0.0
