Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WMS
2018-09-24,-0.5420439844760673,-1.2750144979256814,-0.07338180844894499,-0.8245527947539814,-0.7459071240576348,0.0,1.0
2018-09-25,-0.5416238437821171,-1.2782966173644936,-0.0713168595558336,-0.8275168684927834,-0.7497207203181555,0.0,1.0
2018-09-26,-0.5422289748860488,-1.2791134149611225,-0.07257127535972831,-0.8271963535615336,-0.7476539458396638,0.0,1.0
2018-09-27,-0.5420748892766072,-1.2823334675435065,-0.0724734934908066,-0.8280767682190309,-0.7487138191741601,0.0,1.0
2018-09-28,-0.543822739480752,-1.2816472694717995,-0.07291853178155774,-0.828692927484333,-0.7492390331244405,0.0,1.0
2018-10-01,-0.5510011248593926,-1.2844544431946006,-0.07275590551181102,-0.8367154105736783,-0.7545106861642294,0.0,1.0
2018-10-02,-0.5525411466811359,-1.3104991861096038,-0.06759811900886237,-0.8368601917164044,-0.7540694519804666,0.0,1.0
2018-10-03,-0.5547488315106411,-1.2966828515678177,-0.0648454871352725,-0.8496165539774017,-0.771974406679675,0.0,1.0
2018-10-04,-0.5551220397423101,-1.2950730423736503,-0.06560203248344071,-0.8496960348425733,-0.7712548770528991,0.0,1.0
2018-10-05,-0.5453067124401482,-1.2926190261089532,-0.0527147890505014,-0.8524708645767459,-0.7740536633842263,0.0,1.0
2018-10-08,-0.5427180966113915,-1.2885273972602738,-0.04898161499639509,-0.8537310742609949,-0.772170151405912,0.0,1.0
2018-10-09,-0.543975116079881,-1.2893206509489248,-0.051075147635576794,-0.8529955371230221,-0.7705900915115179,0.0,1.0
2018-10-10,-0.5438453896866252,-1.2931906439086065,-0.04908335591077395,-0.8545561275173846,-0.7748577621240856,0.0,1.0
2018-10-11,-0.4603791717630613,-1.2916739472304735,-0.0,-0.8288485060283067,-0.7874803424777215,0.0,1.0
2018-10-12,-0.4577219329575283,-1.2816386247256766,-0.0,-0.8041654115925814,-0.759542148973708,0.0,1.0
2018-10-15,-0.43244402504932666,-1.302436304366475,-0.0,-0.7970747190529296,-0.7572703096851678,0.0,1.0
2018-10-16,-0.4296067584373258,-1.3065740383378361,-0.0,-0.7959603756593335,-0.756207384536215,0.0,1.0
2018-10-17,-0.40502018163471243,-1.2614783047426843,-0.0,-0.7827531113353515,-0.7552556340396906,0.0,1.0
2018-10-18,-0.4055190980986034,-1.263208817095743,-0.0,-0.7823069156991419,-0.7555948174322733,0.0,1.0
2018-10-19,-0.39361613119143235,-1.2595381526104419,-0.0,-0.7792419678714859,-0.751004016064257,0.0,1.0
2018-10-22,-0.3941865328314513,-1.2569636135508153,-0.0,-0.7796737766624843,-0.7515265579255541,0.0,1.0
2018-10-23,-0.40096294745656264,-1.2589491312539252,-0.0,-0.7764705882352941,-0.750387272346661,0.0,1.0
2018-10-24,-0.3984188731333919,-1.2549462500522859,-0.0,-0.7770109173045552,-0.752499267996821,0.0,1.0
2018-10-25,-0.3569065676940455,-1.1985638212038083,-0.0,-0.769686945296111,-0.7090931095691464,0.0,1.0
2018-10-26,-0.33705357142857145,-1.1805245535714286,-0.0,-0.7715640943877551,-0.6967873086734694,0.0,1.0
2018-10-29,-0.3113746331403189,-1.1931466645514397,-0.0,-0.7595383517093679,-0.7019512968985485,0.0,1.0
2018-10-30,-0.3061523824625386,-1.1928169349084279,-0.0,-0.7593752477602475,-0.7058193926900818,0.0,1.0
2018-10-31,-0.3072770970410938,-1.17844056577755,-0.0,-0.7545013986840551,-0.6997360230093378,0.0,1.0
2018-11-01,-0.2943327958469344,-1.1870059385692373,-0.0,-0.7526251622291266,-0.6988634129075393,0.0,1.0
2018-11-02,-0.29709550056682693,-1.164809819788124,-0.0,-0.7546225714397404,-0.6926234314530316,0.0,1.0
2018-11-05,-0.29731420305719536,-1.1644317604284764,-0.0,-0.75468157472927,-0.6930685327807967,0.0,1.0
2018-11-06,-0.30332772846361394,-1.1693583075900362,-0.0,-0.7508309545223477,-0.686857232237125,0.0,1.0
2018-11-07,-0.30267271022194436,-1.1690762738355738,-0.0,-0.7495701781806815,-0.6861519224757737,0.0,1.0
2018-11-08,-0.2755098092326742,-1.1685562821653832,-0.0,-0.7375304724683667,-0.6879232287273149,0.0,1.0
2018-11-09,-0.2824812382739212,-1.1801907442151343,-0.0,-0.7462085678549093,-0.699812382739212,0.0,1.0
2018-11-12,-0.2822222222222222,-1.1588304093567252,-0.0,-0.7591812865497075,-0.698401559454191,0.0,1.0
2018-11-13,-0.2647571124443584,-1.157886587962067,-0.0,-0.7561834720340622,-0.6918908457518869,0.0,1.0
2018-11-14,-0.26433799326182084,-1.158850637029005,-0.0,-0.7566897726832668,-0.6926383456608449,0.0,1.0
2018-11-15,-0.26359379232942454,-1.1621966794380587,-0.0,-0.7621811989628081,-0.6821471419172568,0.0,1.0
2018-11-16,-0.26401299756295693,-1.16045800936134,-0.0,-0.7615566128969865,-0.6822946887934702,0.0,1.0
2018-11-19,-0.26978654166505245,-1.1605780033316546,-0.0,-0.7606244915352728,-0.6829891914926587,0.0,1.0
2018-11-20,-0.2287979067261813,-1.1536478374634447,-0.0,-0.7637371094351239,-0.7017854394335847,0.0,1.0
2018-11-21,-0.22970085470085472,-1.1479319291819292,-0.0,-0.7577457264957265,-0.6802503052503053,0.0,1.0
2018-11-23,-0.23047902137875845,-1.1398574749437902,-0.0,-0.7600320109751916,-0.6804618726420487,0.0,1.0
2018-11-26,-0.23048780487804876,-1.1397865853658535,-0.0,-0.7601371951219511,-0.6805640243902438,0.0,1.0
2018-11-27,-0.21944560312464448,-1.1439839217322059,-0.0,-0.7543134503811005,-0.6742633953964582,0.0,1.0
2018-11-28,-0.2222180051616821,-1.135759829968119,-0.0,-0.7595642933049948,-0.6778123576742068,0.0,1.0
2018-11-29,-0.20323707236471514,-1.1224604754215328,-0.0,-0.7525629952307633,-0.6770062713582935,0.0,1.0
2018-11-30,-0.20274126924521219,-1.1228313931656029,-0.0,-0.7526473901614721,-0.676943297033421,0.0,1.0
2018-12-03,-0.20087057675710157,-1.1230440166610378,-0.0,-0.7522608728282487,-0.6763105557431799,0.0,1.0
2018-12-04,-0.1930185573181682,-1.126384316073032,-0.0,-0.7481667165519306,-0.6738252020353188,0.0,1.0
2018-12-06,-0.1829330608073582,-1.0820132856412876,-0.0,-0.7390320461347544,-0.6459230600773779,0.0,1.0
2018-12-07,-0.17984954718083554,-1.0834063686824424,-0.0,-0.7401037101957347,-0.6484078293894245,0.0,1.0
2018-12-10,-0.14580014482259232,-1.0962708182476466,-0.0,-0.7464880521361332,-0.6320419985517741,0.0,1.0
2018-12-11,-0.1354234704985848,-1.102257057841643,-0.0,-0.7460265621598084,-0.6450032658393207,0.0,1.0
2018-12-12,-0.13374014747012458,-1.1036649595001997,-0.0,-0.7465402637027351,-0.6483237078202754,0.0,1.0
2018-12-13,-0.13349056603773585,-1.0993831640058054,-0.0,-0.7493831640058054,-0.6461901306240928,0.0,1.0
2018-12-14,-0.13388741697818748,-1.1004972235328276,-0.0,-0.7485210321925018,-0.6464631800529888,0.0,1.0
2018-12-17,-0.11460292203095618,-1.1022349197164762,-0.0,-0.735498336467525,-0.664002603789961,0.0,1.0
2018-12-18,-0.10399080426739465,-1.0939688925607958,-0.0,-0.7307015338194618,-0.6633858974819498,0.0,1.0
2018-12-19,-0.11537075736830726,-1.0939324061396554,-0.0,-0.7293723427253729,-0.6643727030337969,0.0,1.0
2018-12-20,-0.11383512544802865,-1.0798207885304658,-0.0,-0.7323655913978494,-0.6582078853046595,0.0,1.0
2018-12-21,-0.10768736387331738,-1.0853358089049168,-0.0,-0.739457992644696,-0.6380547720212805,0.0,1.0
2018-12-24,-0.0903482022551592,-1.0689312814693994,-0.0,-0.7346996666903056,-0.6518686617970357,0.0,1.0
2018-12-26,-0.08934719977513879,-1.0757149884055934,-0.0,-0.7115452181856511,-0.6368491321762351,0.0,1.0
2018-12-27,-0.049671342413769734,-1.0412685505183978,-0.0,-0.6540285965982245,-0.643287931151318,0.0,1.0
2018-12-28,-0.04625021161334011,-1.044794311833418,-0.0,-0.6534958523785339,-0.6412730658540715,0.0,1.0
2018-12-31,-0.047988350040639394,-1.042366567325928,-0.0,-0.6540910322405853,-0.6422040097534544,0.0,1.0
2019-01-02,-0.045266932810068335,-1.0420867447053253,-0.0,-0.6525475336626294,-0.6432776236551864,0.0,1.0
2019-01-03,-0.05295549844447451,-1.0392262951440552,-0.0,-0.6580211010415259,-0.6313404571892332,0.0,1.0
2019-01-04,-0.017232094776521274,-1.0544897684437264,-0.0,-0.6496701669359182,-0.6442514808831449,0.0,1.0
2019-01-07,-0.0,-1.0295226130653266,-0.0,-0.6489024067706956,-0.6276117429251521,0.0,1.0
2019-01-08,-0.0,-1.0273574307804136,-0.0,-0.649705940659486,-0.6269741624264852,0.0,1.0
2019-01-09,-0.0,-1.0242654341366788,-0.0,-0.6491251238032354,-0.6280290524925718,0.0,1.0
2019-01-10,-0.0,-1.021546177450754,-0.0,-0.6513016794799882,-0.6267198996931401,0.0,1.0
2019-01-11,-0.0015182520298369529,-1.004026668426959,-0.0,-0.6544986467753646,-0.6405043237177371,0.0,1.0
2019-01-14,-0.016121023536032307,-1.0065212353934256,-0.0,-0.6608626568241253,-0.6267668575590055,0.0,1.0
2019-01-15,-0.011960375045555445,-1.0008282808203295,-0.0,-0.6591458768180763,-0.6411887486333367,0.0,1.0
2019-01-16,-0.0006287435057414209,-1.0055263244978325,-0.0,-0.6518415566365531,-0.6511797213673517,0.0,1.0
2019-01-17,-0.0,-1.0037657318402535,-0.0,-0.6514716083638886,-0.6477389092590757,0.0,1.0
2019-01-18,-0.008103620059780804,-0.9943540352042511,-0.0,-0.6554633012288277,-0.6632348057123879,0.0,1.0
2019-01-22,-0.0,-1.1069667594673465,-0.0,-0.6379767215644182,-0.609331499681347,0.0,1.0
2019-01-23,-0.0,-1.083344549125168,-0.0,-0.6435060565275909,-0.6378869448183041,0.0,1.0
2019-01-24,-0.0,-1.084662494111313,-0.0,-0.6408573928258968,-0.6394104583080961,0.0,1.0
2019-01-25,-0.0,-0.9975612928399559,-0.0,-0.6448592053066268,-0.6091890485790467,0.0,1.0
2019-01-28,-0.0,-0.9896406604078991,-0.0,-0.6431531239883458,-0.6044674651990936,0.0,1.0
2019-01-29,-0.0,-1.001817717966707,-0.0,-0.6118374896358185,-0.5753236813572293,0.0,1.0
2019-01-30,-0.0,-0.9987512007684918,-0.0,-0.6162023695164905,-0.5870957412744157,0.0,1.0
2019-01-31,-0.0,-1.0213181396242117,-0.0,-0.5534393905444768,-0.6261963445472295,0.0,1.0
2019-02-01,-0.0,-1.0229833402882547,-0.0,-0.5632844348858859,-0.6237280518730139,0.0,1.0
2019-02-04,-0.0,-1.0302290468694786,-0.0,-0.5703363423174531,-0.6118731729255678,0.0,1.0
2019-02-05,-0.0,-1.0231938064184523,-0.0,-0.5628192360821099,-0.6264255196119374,0.0,1.0
2019-02-06,-0.0,-1.0258145605723679,-0.0,-0.5779109864965033,-0.6190660349995166,0.0,1.0
2019-02-07,-0.0,-1.0277366149088332,-0.0,-0.5758005283164745,-0.6179047741769217,0.0,1.0
2019-02-08,-0.0,-1.0088858730774204,-0.0,-0.5787126793330749,-0.6435957089311103,0.0,1.0
2019-02-11,-0.0,-1.0017866424116424,-0.0,-0.5723102910602911,-0.6743438149688149,0.0,1.0
2019-02-12,-0.0,-0.9920645245219202,-0.0,-0.5826069988291922,-0.6776050474827632,0.0,1.0
2019-02-13,-0.0,-0.9955412354357873,-0.0,-0.5826661459350387,-0.676365293236998,0.0,1.0
2019-02-14,-0.0,-0.9588037040672753,-0.0,-0.6078662347436274,-0.7054415758646642,0.0,1.0
2019-02-15,-0.0,-0.9735695804539352,-0.0,-0.6016113713031802,-0.6999312219565716,0.0,1.0
2019-02-19,-0.0,-0.9623530952303008,-0.0,-0.6124660359446099,-0.6988247618424067,0.0,1.0
2019-02-20,-0.0,-0.9633631273941656,-0.0,-0.6152309858232656,-0.6954457649870674,0.0,1.0
2019-02-21,-0.0,-0.967232969982651,-0.0,-0.6143899963992275,-0.691773871485155,0.0,1.0
2019-02-22,-0.0,-0.9635435415780346,-0.0,-0.6220505939719213,-0.6870111594724613,0.0,1.0
2019-02-25,-0.0,-0.9605401153644468,-0.0,-0.6258193497640273,-0.6910723649711589,0.0,1.0
2019-02-26,-0.0,-0.9664546169989506,-0.0,-0.6255246589716684,-0.687139296956978,0.0,1.0
2019-02-27,-0.0,-0.9611930514585383,-0.0,-0.625925925925926,-0.6904949196984596,0.0,1.0
2019-02-28,-0.0,-0.9576887781856319,-0.0,-0.6226402726796015,-0.6970700052438384,0.0,1.0
2019-03-01,-0.0,-0.9490905528524312,-0.0,-0.6254449270156418,-0.6909839009894524,0.0,1.0
2019-03-04,-0.0,-0.9444154658668579,-0.0,-0.6307296081371846,-0.6849449044793636,0.0,1.0
2019-03-05,-0.0,-0.9233755219206681,-0.0,-0.6546842379958246,-0.6839444154488518,0.0,1.0
2019-03-06,-0.0,-0.925906549390184,-0.0,-0.6510479678252624,-0.6928031913154368,0.0,1.0
2019-03-07,-0.0,-0.9058950254602428,-0.0,-0.6692779736257997,-0.688960699830265,0.0,1.0
2019-03-08,-0.0,-0.9060252832047283,-0.0,-0.6847151535051715,-0.6927926448858973,0.0,1.0
2019-03-11,-0.0,-0.9044516470432596,-0.0,-0.6886823653922476,-0.7142148432332319,0.0,1.0
2019-03-12,-0.0,-0.8914325702289313,-0.0,-0.7020227265153787,-0.7388450131627178,0.0,1.0
2019-03-13,-0.0,-0.8923786294229676,-0.0,-0.7081091917538174,-0.7407531157071736,0.0,1.0
2019-03-14,-0.0,-0.8910907632669429,-0.0,-0.7105333511562625,-0.7401751102793743,0.0,1.0
2019-03-15,-0.0,-0.8899929740038143,-0.0,-0.7117668707551273,-0.743986081836127,0.0,1.0
2019-03-18,-0.0,-0.8944681422765592,-0.0,-0.7168239680247204,-0.7474557484969603,0.0,1.0
2019-03-19,-0.0,-0.8978298962124275,-0.0,-0.7166397088556409,-0.7552904704138024,0.0,1.0
2019-03-20,-0.0,-0.9078320780843662,-0.0,-0.7106960721402276,-0.7588233307440304,0.0,1.0
2019-03-21,-0.0,-0.9049142780154267,-0.0,-0.717100609653407,-0.746269662164438,0.0,1.0
2019-03-22,-0.0,-0.9012103590506458,-0.0,-0.7415308675366827,-0.7381499763337616,0.0,1.0
2019-03-25,-0.0,-0.8400535385644972,-0.0,-0.768679939769115,-0.7374268027438514,0.0,1.0
2019-03-26,-0.0,-0.8638166296968475,-0.0,-0.7576460307857766,-0.7394299926060361,0.0,1.0
2019-03-27,-0.0,-0.8614542768900229,-0.0,-0.7588290586813482,-0.7367731972606419,0.0,1.0
2019-03-28,-0.0,-0.8586934605820282,-0.0,-0.7541501444989582,-0.747597284763761,0.0,1.0
2019-03-29,-0.0,-0.8476376100544392,-0.0,-0.7572753545265138,-0.7555279252637946,0.0,1.0
