Date,IWF,IWM,MTUM,SCCO,SPY,VLUE,VXX
2018-09-24,-0.35612871871420143,-0.6038810011455549,-0.12719130766827508,1.0,-0.6617141666955949,-0.7224980039573715,0.0
2018-09-25,-0.3550306150848873,-0.6080573337044253,-0.12371277483996662,1.0,-0.6652518786529363,-0.7269343167269692,0.0
2018-09-26,-0.35695382686816635,-0.6108364092206978,-0.12713280869141305,1.0,-0.6650532766905773,-0.7221603175708615,0.0
2018-09-27,-0.3581544243014719,-0.6068408782490693,-0.1282577681895682,1.0,-0.6646717004767042,-0.7217022165002263,0.0
2018-09-28,-0.35588736904388985,-0.6093070202916709,-0.128885176290418,1.0,-0.6646479412481291,-0.7217987539591382,0.0
2018-10-01,-0.35692404093852254,-0.6084035368655574,-0.1288379864930725,1.0,-0.6652509921325628,-0.7217155190419828,0.0
2018-10-02,-0.3575803981623277,-0.6028818042600584,-0.13107336767367395,1.0,-0.6661562021439509,-0.7227481553668383,0.0
2018-10-03,-0.35766779283201566,-0.5911323186235242,-0.12894012747727351,1.0,-0.6725296924523703,-0.7327156838842256,0.0
2018-10-04,-0.3593260460906496,-0.5876557822181995,-0.1295342198705006,1.0,-0.6743368377079997,-0.7303140012532201,0.0
2018-10-05,-0.356273473362081,-0.5866949506190012,-0.12432188065099457,1.0,-0.6768326610098763,-0.7333773821115593,0.0
2018-10-08,-0.3546729620885988,-0.5838425218719622,-0.12175392306624078,1.0,-0.6786557422580196,-0.7328148868212747,0.0
2018-10-09,-0.35288601792040014,-0.5846704174480795,-0.11672570674446067,1.0,-0.6817045217753699,-0.7369938181565605,0.0
2018-10-10,-0.3531351989445177,-0.5839177834872579,-0.11707520311089507,1.0,-0.6819318102909521,-0.7359211165891258,0.0
2018-10-11,-0.308276282789941,-0.5808988002440182,-0.05670033213583678,1.0,-0.6790144377414763,-0.7642852301226869,0.0
2018-10-12,-0.3468012316113582,-0.6012316113581937,-0.051625042764283265,1.0,-0.6715360930550803,-0.7499486828600752,0.0
2018-10-15,-0.31992826101952127,-0.670104159481272,-0.003414499551631372,1.0,-0.6847623646271643,-0.7707801614127062,0.0
2018-10-16,-0.31399847992814206,-0.6853796724936089,-0.0,1.0,-0.6848614661784012,-0.7704346023630209,0.0
2018-10-17,-0.2882802895779265,-0.642979101215681,-0.0,1.0,-0.6894891408277558,-0.7940513591039475,0.0
2018-10-18,-0.2877287626331604,-0.6419011199125922,-0.0,1.0,-0.690521715378312,-0.7942160611854686,0.0
2018-10-19,-0.2847466903841549,-0.6453665378168508,-0.0,1.0,-0.6927787089932611,-0.797899633975302,0.0
2018-10-22,-0.29177792419461107,-0.682179144848632,-0.0,1.0,-0.6943163297152963,-0.7994590283316572,0.0
2018-10-23,-0.294674433118369,-0.6822342417308093,-0.0,1.0,-0.6920463213369391,-0.7982109423757021,0.0
2018-10-24,-0.2943018159048215,-0.6897307451471509,-0.0,1.0,-0.6948097126556738,-0.7999025951436722,0.0
2018-10-25,-0.2632415075207031,-0.6457664356937637,-0.0,1.0,-0.6981578502619571,-0.7729254689876627,0.0
2018-10-26,-0.2545119087554512,-0.6364307279436431,-0.0,1.0,-0.6979872525997988,-0.7656826568265683,0.0
2018-10-29,-0.22363081463594595,-0.6576785055505249,-0.0,1.0,-0.6895059865177583,-0.782942616628098,0.0
2018-10-30,-0.2527189564628155,-0.6678637980687785,-0.0,1.0,-0.6981534812807046,-0.7694053870913093,0.0
2018-10-31,-0.25436703311526265,-0.6569434140419504,-0.0,1.0,-0.6953193498347608,-0.7655965468402239,0.0
2018-11-01,-0.2752243676910525,-0.649612455806364,-0.0,1.0,-0.7032567310307316,-0.7714509110688061,0.0
2018-11-02,-0.2753273252848155,-0.6506716544805305,-0.0,1.0,-0.7031457235164088,-0.7717054922632206,0.0
2018-11-05,-0.2662952455822538,-0.6856820589944287,-0.0,1.0,-0.7120005468776703,-0.7540075879276754,0.0
2018-11-06,-0.28071440838055983,-0.7026962047054782,-0.0,1.0,-0.7078825347758887,-0.7433625279065773,0.0
2018-11-07,-0.28067042176123097,-0.7026720703393323,-0.0,1.0,-0.7078238769061684,-0.7433713422173376,0.0
2018-11-08,-0.24737308951965067,-0.7084470524017468,-0.0,1.0,-0.7003616266375546,-0.7553902838427948,0.0
2018-11-09,-0.24895811983329919,-0.7097765935642549,-0.0,1.0,-0.7005192320830771,-0.7567466010794562,0.0
2018-11-12,-0.24820082540332208,-0.7057880555271325,-0.0,1.0,-0.7010812101367714,-0.7556874381800198,0.0
2018-11-13,-0.2307874682472481,-0.7010330228619813,-0.0,1.0,-0.7012023708721422,-0.7539034716342083,0.0
2018-11-14,-0.23057380936250935,-0.7013413725357361,-0.0,1.0,-0.7013074994919044,-0.7541155748255538,0.0
2018-11-15,-0.23054481308094174,-0.7075106859352738,-0.0,1.0,-0.7117850600447793,-0.7425537689124093,0.0
2018-11-16,-0.22972698326671637,-0.7038141047354516,-0.0,1.0,-0.7104193482826368,-0.7433439468870673,0.0
2018-11-19,-0.23042270695027772,-0.7035293320688254,-0.0,1.0,-0.7099647744208102,-0.7431581086573634,0.0
2018-11-20,-0.19551379205819944,-0.6958674345761341,-0.0,1.0,-0.7143915664679532,-0.7622848674682564,0.0
2018-11-21,-0.19322307382008874,-0.6946349334409035,-0.0,1.0,-0.7141656581955089,-0.7595132445878714,0.0
2018-11-23,-0.1940358654039895,-0.6879911343945194,-0.0,1.0,-0.7164013701390288,-0.7597891060514474,0.0
2018-11-26,-0.20744642729162188,-0.7258295707016413,-0.0,1.0,-0.8099333476671684,-0.8402135741417618,0.0
2018-11-27,-0.19457644074457822,-0.7344313837579048,-0.0,1.0,-0.8072099753474579,-0.8366501125442137,0.0
2018-11-28,-0.20195041203353845,-0.7166144877469502,-0.0,1.0,-0.8286012450969807,-0.8514160279247184,0.0
2018-11-29,-0.17959038290293855,-0.7047907390917186,-0.0,1.0,-0.8239358860195903,-0.8535707925200355,0.0
2018-11-30,-0.1791209574013392,-0.704836871349195,-0.0,1.0,-0.8242270978771905,-0.8535760079783444,0.0
2018-12-03,-0.17664649341402636,-0.7058027767888928,-0.0,1.0,-0.8243147027411891,-0.8532217871128516,0.0
2018-12-04,-0.16858400795341572,-0.7092032381763954,-0.0,1.0,-0.8209061212895895,-0.851938645078824,0.0
2018-12-06,-0.16134168714735714,-0.6448475198172315,-0.0,1.0,-0.8261622070684344,-0.8291737339471772,0.0
2018-12-07,-0.15843058489455275,-0.6456349343768396,-0.0,1.0,-0.8272327457838418,-0.831665339197285,0.0
