Date,IWF,IWM,MTUM,SPH,SPY,VLUE,VXX
2018-09-24,-0.13422311760261899,-0.5096723976099449,-0.0,1.0,-0.3433529452164557,-0.30207641766443083,0.0
2018-09-25,-0.1398362422880209,-0.5098048209903443,-0.0,1.0,-0.3436159721107314,-0.3002454072154308,0.0
2018-09-26,-0.13887549647588218,-0.5095851413090892,-0.0,1.0,-0.3443304176137016,-0.30305117432330053,0.0
2018-09-27,-0.14237186990750303,-0.5038215244784136,-0.0,1.0,-0.3453602331933255,-0.3036562693658335,0.0
2018-09-28,-0.1415421343800932,-0.5047632164910589,-0.0,1.0,-0.3453848449372174,-0.3038128687188669,0.0
2018-10-01,-0.1413770130257989,-0.5060304624503205,-0.0,1.0,-0.3455167819155046,-0.30437179811160375,0.0
2018-10-02,-0.1415866158018109,-0.5068483706393344,-0.0,1.0,-0.3453830950958312,-0.3042928712598244,0.0
2018-10-03,-0.14109837609389714,-0.5020327537496841,-0.0,1.0,-0.34676252383030526,-0.30700323862461815,0.0
2018-10-04,-0.14153153566998944,-0.501492948688502,-0.0,1.0,-0.34700721209058755,-0.3067894712664799,0.0
2018-10-05,-0.1320470373330289,-0.4961525288274917,-0.0,1.0,-0.3472999200822012,-0.3078890284279027,0.0
2018-10-08,-0.1302604297204311,-0.49385950921643235,-0.0,1.0,-0.34762696803299237,-0.30672833739661415,0.0
2018-10-09,-0.12621780099933833,-0.4944671336329827,-0.0,1.0,-0.3501562892149033,-0.3107759702480093,0.0
2018-10-10,-0.12630282573494195,-0.49412730631514123,-0.0,1.0,-0.3501949962369147,-0.3100554199831231,0.0
2018-10-11,-0.0752991471826175,-0.4836378060336279,-0.0,1.0,-0.3309460323056921,-0.3137795015315454,0.0
2018-10-12,-0.07877499674662733,-0.4772263913590422,-0.0,1.0,-0.31605430963432085,-0.29685941092265644,0.0
2018-10-15,-0.0685778527262507,-0.4844553984520258,-0.0,1.0,-0.3131404851472305,-0.29580144419942056,0.0
2018-10-16,-0.06259763929873285,-0.49806891164728345,-0.0,1.0,-0.3133353584447145,-0.2957819822947405,0.0
2018-10-17,-0.04901709948403053,-0.4725171634471878,-0.0,1.0,-0.30970960726621466,-0.30081872841243446,0.0
2018-10-18,-0.049722459436379166,-0.4748078565328779,-0.0,1.0,-0.3090520922288642,-0.30134500426985483,0.0
2018-10-19,-0.040661758483540665,-0.4680968096809681,-0.0,1.0,-0.3078827113480579,-0.29895489548954896,0.0
2018-10-22,-0.04111821221483895,-0.4681508443729631,-0.0,1.0,-0.3079104414441105,-0.29904346721970626,0.0
2018-10-23,-0.04340005924922764,-0.46830166321046174,-0.0,1.0,-0.30619154428879763,-0.2981505776799695,0.0
2018-10-24,-0.042099473227696804,-0.4648501131820009,-0.0,1.0,-0.30760117624658867,-0.3010218113351245,0.0
2018-10-25,-0.01876906072824774,-0.43422641586671307,-0.0,1.0,-0.3136091041201875,-0.2802054976768938,0.0
2018-10-26,-0.005962037637897469,-0.4263668072680078,-0.0,1.0,-0.32028715120051915,-0.27528796236210257,0.0
2018-10-29,-0.0,-0.42731455323270645,-0.0,1.0,-0.3158043425619501,-0.27478004681572366,0.0
2018-10-30,-0.0,-0.42713882163034705,-0.0,1.0,-0.3155770782889427,-0.27506053268765135,0.0
2018-10-31,-0.0024457720219718537,-0.4129144781684776,-0.0,1.0,-0.3163465779239004,-0.2730243374363498,0.0
2018-11-01,-0.0,-0.42955547946585027,-0.0,1.0,-0.3123527160667889,-0.2722310620556305,0.0
2018-11-02,-0.0,-0.41243469383669956,-0.0,1.0,-0.3192545589206717,-0.27003222771583557,0.0
2018-11-05,-0.0,-0.41499089581207355,-0.0,1.0,-0.31884666946795526,-0.26706284891049886,0.0
2018-11-06,-0.0,-0.4132899833423646,-0.0,1.0,-0.321953960704036,-0.2717000822847051,0.0
2018-11-07,-0.0,-0.4142111601766359,-0.0,1.0,-0.32111601766358894,-0.2718988358089121,0.0
2018-11-08,-0.0,-0.41041372029559986,-0.0,1.0,-0.31217257932792863,-0.26932653427086034,0.0
2018-11-09,-0.0,-0.41039840637450203,-0.0,1.0,-0.31225099601593626,-0.269402390438247,0.0
2018-11-12,-0.0,-0.397322671758762,-0.0,1.0,-0.3223733938019652,-0.2693837769025739,0.0
2018-11-13,-0.0,-0.3907179143858544,-0.0,1.0,-0.31630764383885324,-0.262021029417556,0.0
2018-11-14,-0.0,-0.3909875132942057,-0.0,1.0,-0.31634301020207195,-0.26218143144128886,0.0
2018-11-15,-0.0,-0.39279598464718035,-0.0,1.0,-0.3200866056490503,-0.2554472984942427,0.0
2018-11-16,-0.0,-0.39557642602055915,-0.0,1.0,-0.3217449637945662,-0.2557267722905116,0.0
2018-11-19,-0.0,-0.3980594059405941,-0.0,1.0,-0.32465346534653466,-0.25750495049504946,0.0
2018-11-20,-0.0,-0.39001692047377323,-0.0,1.0,-0.3184393814189588,-0.2590406484869948,0.0
2018-11-21,-0.0,-0.3865687057860582,-0.0,1.0,-0.31717108724884535,-0.24508409175062854,0.0
2018-11-23,-0.0,-0.3851443487746912,-0.0,1.0,-0.3176647056531733,-0.2452175945766938,0.0
2018-11-26,-0.0,-0.3842973594913998,-0.0,1.0,-0.3192207184367565,-0.24663598424275518,0.0
2018-11-27,-0.0,-0.38352675881106507,-0.0,1.0,-0.31640131412686373,-0.24406601737913336,0.0
2018-11-28,-0.0,-0.3870679090396249,-0.0,1.0,-0.31485984399011807,-0.2433131674674655,0.0
2018-11-29,-0.0,-0.37557581481410096,-0.0,1.0,-0.3070755353391284,-0.2447622535319854,0.0
2018-11-30,-0.0,-0.3772798332464825,-0.0,1.0,-0.31005732152162585,-0.24268040839171637,0.0
2018-12-03,-0.0,-0.37723869075189137,-0.0,1.0,-0.3100007719623283,-0.24264705882352944,0.0
2018-12-04,-0.0,-0.3970169757629281,-0.0,1.0,-0.31480718280836034,-0.2506917868707683,0.0
2018-12-06,-0.0,-0.37006487665779947,-0.0,1.0,-0.3089966126346812,-0.23472336516563638,0.0
2018-12-07,-0.0,-0.3712881739831468,-0.0,1.0,-0.3093844175288404,-0.2388429276157936,0.0
2018-12-10,-0.0,-0.36940270043481577,-0.0,1.0,-0.3053245861621786,-0.23235944770768174,0.0
2018-12-11,-0.0,-0.3704509871310192,-0.0,1.0,-0.3026310764883339,-0.2362622675373277,0.0
2018-12-12,-0.0,-0.37349351347201964,-0.0,1.0,-0.30383050587241883,-0.2417479081906809,0.0
2018-12-13,-0.0,-0.37193426527833706,-0.0,1.0,-0.30474218105812195,-0.24090586588429305,0.0
2018-12-14,-0.0,-0.3587711367177731,-0.0,1.0,-0.3202777831214051,-0.24463767000750244,0.0
2018-12-17,-0.0,-0.3560279613137987,-0.0,1.0,-0.3082256056688691,-0.25090491238149953,0.0
2018-12-18,-0.0,-0.34904727494009813,-0.0,1.0,-0.30310348762027917,-0.24949606359106988,0.0
2018-12-19,-0.0,-0.3562919769836229,-0.0,1.0,-0.3125300694725092,-0.25562419413813675,0.0
2018-12-20,-0.0,-0.35467999231212766,-0.0,1.0,-0.31243513357678265,-0.2548529694407073,0.0
2018-12-21,-0.0,-0.35566473988439307,-0.0,1.0,-0.3132369942196532,-0.25788053949903655,0.0
2018-12-24,-0.0,-0.3663427905169064,-0.0,1.0,-0.3210260396424408,-0.25590750097162845,0.0
2018-12-26,-0.0,-0.36646846671215516,-0.0,1.0,-0.3250609221171654,-0.2579978555414758,0.0
2018-12-27,-0.0,-0.34400875157962235,-0.0,1.0,-0.2835210019049775,-0.25858654444633056,0.0
2018-12-28,-0.0,-0.3483561695542219,-0.0,1.0,-0.2826029517230967,-0.256331861246367,0.0
2018-12-31,-0.0,-0.3560822982838722,-0.0,1.0,-0.28349293638001327,-0.25667962453778326,0.0
2019-01-02,-0.0,-0.35549998105414726,-0.0,1.0,-0.28155431775984235,-0.2575309764692509,0.0
2019-01-03,-0.0,-0.35600644733099457,-0.0,1.0,-0.27975727695079167,-0.26051009765810185,0.0
2019-01-04,-0.0,-0.3600800135872129,-0.0,1.0,-0.2627616010265894,-0.26427129135136157,0.0
2019-01-07,-0.0,-0.35900141309467726,-0.0,1.0,-0.2619312293923693,-0.26319359397079606,0.0
2019-01-08,-0.0,-0.36734152762258293,-0.0,1.0,-0.259919319709854,-0.26662373818677676,0.0
2019-01-09,-0.0,-0.38537868028098726,-0.0,1.0,-0.2680511304748378,-0.2658823077808913,0.0
2019-01-10,-0.0,-0.38628637280322675,-0.0,1.0,-0.26783827907423413,-0.2665514261019879,0.0
2019-01-11,-0.0,-0.38420152566147225,-0.0,1.0,-0.26870088196299213,-0.2686048075629768,0.0
2019-01-14,-0.0,-0.3844008463165993,-0.0,1.0,-0.27066743604539334,-0.2683592998653587,0.0
