Date,BILI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-26,1.0,-0.19388379204892964,-3.215045871559633,-0.0,-4.270581039755351,-3.552905198776758,0.0
2018-11-27,1.0,-0.13150517976843387,-3.2756855575868373,-0.0,-4.2527726995734305,-3.5276051188299813,0.0
2018-11-28,1.0,-0.13796465569774527,-3.2680073126142597,-0.0,-4.2527726995734305,-3.5289457647775744,0.0
2018-11-29,1.0,-0.0,-3.163818503241014,-0.0,-4.139540365350619,-3.482144961697113,0.0
2018-11-30,1.0,-0.0,-3.174955489614243,-0.0,-4.1700890207715124,-3.524391691394659,0.0
2018-12-03,1.0,-0.0,-3.170517833866572,-0.0,-4.163407986728285,-3.5158194098826874,0.0
2018-12-04,1.0,-0.0,-3.2146497570226384,-0.0,-4.127770534550196,-3.5101339338627477,0.0
2018-12-06,1.0,-0.019822812846068658,-2.804097452934662,-0.0,-4.0138427464008855,-3.2364341085271318,0.0
2018-12-07,1.0,-0.05057114339580791,-2.8041477209714984,-0.0,-4.019185982033936,-3.216147277364977,0.0
2018-12-10,1.0,-0.0,-2.8625711782742003,-0.0,-4.011169513797635,-3.0767630310994307,0.0
2018-12-11,1.0,-0.0,-2.86160078834994,-0.0,-4.024416949523705,-3.0632869812766894,0.0
2018-12-12,1.0,-0.0,-2.8650515237886434,-0.0,-4.037053277789958,-3.060403420302565,0.0
2018-12-13,1.0,-0.0,-2.8414834263209716,-0.0,-4.054370418991358,-3.0439776829668523,0.0
2018-12-14,1.0,-0.0,-2.8053097345132745,-0.0,-4.076586911395172,-3.0434830110346334,0.0
2018-12-17,1.0,-0.0,-2.8024246395806025,-0.0,-3.9384010484927914,-3.180974224552206,0.0
2018-12-18,1.0,-0.0,-2.714896802481018,-0.0,-3.8400171104694687,-3.139022564431612,0.0
2018-12-19,1.0,-0.0,-2.719245606515216,-0.0,-3.8480497213887697,-3.14852121731676,0.0
2018-12-20,1.0,-0.0,-2.641377111890341,-0.0,-3.8799277441292106,-3.1045584953777494,0.0
2018-12-21,1.0,-0.0,-2.670717531438233,-0.0,-3.9206382753883546,-2.976117510303286,0.0
2018-12-24,1.0,-0.0,-2.556614523982182,-0.0,-3.8127007148036878,-2.990054905210815,0.0
2018-12-26,1.0,-0.0,-2.717582531304978,-0.0,-3.6850874469626413,-2.946082996998862,0.0
2018-12-27,1.0,-0.0,-2.5829631823117167,-0.0,-3.1810285263053992,-3.1068009081038395,0.0
2018-12-28,1.0,-0.0,-2.5945839487936975,-0.0,-3.1662235352043324,-3.086459871984244,0.0
2018-12-31,1.0,-0.0,-2.6027977539158704,-0.0,-3.1642202738646437,-3.084326667323416,0.0
2019-01-02,1.0,-0.0,-2.596756756756757,-0.0,-3.144963144963145,-3.0862899262899264,0.0
2019-01-03,1.0,-0.0,-2.6005715975165073,-0.0,-3.2344535330639594,-3.020005913077757,0.0
2019-01-04,1.0,-0.0,-2.592219856783433,-0.0,-3.1033481710857362,-2.9811302496613123,0.0
2019-01-07,1.0,-0.0,-2.4419252926965247,-0.0,-3.028247537632411,-2.8217803382270956,0.0
2019-01-08,1.0,-0.0,-2.3874606990937677,-0.0,-3.0579803957832437,-2.8019234325873867,0.0
2019-01-09,1.0,-0.0,-2.345498110773201,-0.0,-3.0496728412127916,-2.8205695327619575,0.0
2019-01-10,1.0,-0.0,-2.3486204669188893,-0.0,-3.052597582356741,-2.8265202546830306,0.0
2019-01-11,1.0,-0.0,-2.3478501568555084,-0.0,-3.0525004613397306,-2.826443993356708,0.0
2019-01-14,1.0,-0.0,-2.3828204889839175,-0.0,-3.124291159245143,-2.7891605466208054,0.0
2019-01-15,1.0,-0.0,-2.3670533642691414,-0.0,-3.1228770301624134,-2.790812064965197,0.0
2019-01-16,1.0,-0.0,-2.3588888888888886,-0.0,-3.0844444444444448,-2.8160185185185185,0.0
2019-01-17,1.0,-0.0,-2.3579298213128417,-0.0,-3.0845292102583097,-2.815942968243681,0.0
2019-01-18,1.0,-0.0,-2.3488500969797723,-0.0,-3.0794310519996304,-2.80788768818694,0.0
2019-01-22,1.0,-0.0,-2.378505102509883,-0.0,-3.066102785694585,-2.74910361312862,0.0
2019-01-23,1.0,-0.0,-2.3562243502051983,-0.0,-3.0560875512995898,-2.707615139078887,0.0
2019-01-24,1.0,-0.0,-2.356133150934793,-0.0,-3.056269949840401,-2.707432740538076,0.0
2019-01-25,1.0,-0.0,-2.3627639155470255,-0.0,-3.048624440179143,-2.7284526094506902,0.0
2019-01-28,1.0,-0.0,-2.33861710849959,-0.0,-3.0552063405301992,-2.7161337341714495,0.0
2019-01-29,1.0,-0.0,-2.349410797478761,-0.0,-3.0383666758015897,-2.7471453366219056,0.0
2019-01-30,1.0,-0.0,-2.3500822218161885,-0.0,-3.0385528960350814,-2.7471222364334005,0.0
2019-01-31,1.0,-0.0,-2.3578207702135425,-0.0,-2.9475269209709802,-2.8203139258988865,0.0
2019-02-01,1.0,-0.0,-2.3517574212347476,-0.0,-2.9351666363139683,-2.818885448916409,0.0
2019-02-04,1.0,-0.0,-2.360083995252442,-0.0,-2.9588240664658083,-2.81101068200493,0.0
2019-02-05,1.0,-0.0,-2.3185225818248307,-0.0,-2.957761930883159,-2.866154690071311,0.0
2019-02-06,1.0,-0.0,-2.3179365224549526,-0.0,-2.9631391200951254,-2.865544681240282,0.0
2019-02-07,1.0,-0.0,-2.3189426506905697,-0.0,-2.964419646940456,-2.863258026159334,0.0
2019-02-08,1.0,-0.0,-2.32124305112549,-0.0,-2.9596281782557186,-2.8324068167319787,0.0
2019-02-11,1.0,-0.0,-2.326374327650652,-0.0,-2.9682742273680374,-2.8220439420184156,0.0
2019-02-12,1.0,-0.0,-2.3030303030303028,-0.0,-2.990233661920409,-2.834063526834611,0.0
2019-02-13,1.0,-0.0,-2.298538622129436,-0.0,-2.9724062812017786,-2.8058455114822545,0.0
2019-02-14,1.0,-0.0,-2.3004354136429606,-0.0,-2.9736030478955007,-2.797169811320755,0.0
2019-02-15,1.0,-0.0,-2.323815586068928,-0.0,-2.9728107665727017,-2.7967627534782213,0.0
2019-02-19,1.0,-0.0,-2.282160362526588,-0.0,-3.1051512068806066,-2.860815684823823,0.0
2019-02-20,1.0,-0.0,-2.28231921583133,-0.0,-3.1095801738487148,-2.8552801923432587,0.0
2019-02-21,1.0,-0.0,-2.2835738068812432,-0.0,-3.1097854236034035,-2.8556233814280434,0.0
2019-02-22,1.0,-0.0,-2.2845393216893077,-0.0,-3.1114499584141946,-2.845300803992237,0.0
2019-02-25,1.0,-0.0,-2.2917631798387843,-0.0,-3.1227647549337534,-2.8506439358843694,0.0
2019-02-26,1.0,-0.0,-2.2897716725450157,-0.0,-3.1278076851679972,-2.864117319472805,0.0
2019-02-27,1.0,-0.0,-2.291867805421463,-0.0,-3.1274600816932794,-2.8640920906052734,0.0
2019-02-28,1.0,-0.0,-2.2981527893808593,-0.0,-3.1307899378074815,-2.853615520282187,0.0
2019-03-01,1.0,-0.0,-2.298726647457942,-0.0,-3.131238962728878,-2.8646714378659723,0.0
2019-03-04,1.0,-0.0,-2.2709271771771773,-0.0,-3.1645082582582584,-2.948948948948949,0.0
2019-03-05,1.0,-0.0,-2.246645246645247,-0.0,-3.243148743148743,-2.9601209601209604,0.0
2019-03-06,1.0,-0.0,-2.240802042939563,-0.0,-3.2632176298117845,-2.9540338598316467,0.0
2019-03-07,1.0,-0.0,-2.1647812971342386,-0.0,-3.3294683257918556,-2.932503770739065,0.0
2019-03-08,1.0,-0.0,-2.158295711060948,-0.0,-3.3227990970654626,-2.9245673438675697,0.0
2019-03-11,1.0,-0.0,-2.160364936042137,-0.0,-3.319319036869827,-2.9258841234010537,0.0
