Date,BAC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21587526576895816,-0.3528561304039688,-0.26959603118355774,-0.47177888022678954,-0.5247625797306874,0.0
2018-09-25,1.0,-0.21527856575513446,-0.35410756836491547,-0.26818336548280947,-0.47285260410756835,-0.5262680131623737,0.0
2018-09-26,1.0,-0.21516509701577216,-0.35405083399523435,-0.268013162373766,-0.4729377056620901,-0.5265516850107795,0.0
2018-09-27,1.0,-0.21403987826037488,-0.36166339562533784,-0.2662627641721421,-0.4743863242028615,-0.5280314019967575,0.0
2018-09-28,1.0,-0.2116917122040073,-0.3647256375227686,-0.2666495901639344,-0.47464139344262296,-0.5283754553734062,0.0
2018-10-01,1.0,-0.21560065074064558,-0.3645289265633473,-0.2656620144418757,-0.47835145703113846,-0.5299825898336045,0.0
2018-10-02,1.0,-0.2167013898798482,-0.3563172464967608,-0.2685293530066497,-0.4803219269956335,-0.5320928108678901,0.0
2018-10-03,1.0,-0.2165763195435093,-0.3533808844507846,-0.2681312410841655,-0.4811982881597718,-0.5337517831669044,0.0
2018-10-04,1.0,-0.21553497942386832,-0.35808184727937814,-0.2679183813443073,-0.47965249199817095,-0.5366083676268861,0.0
2018-10-05,1.0,-0.2002002288329519,-0.3511441647597254,-0.25389016018306637,-0.49731121281464524,-0.5578661327231121,0.0
2018-10-08,1.0,-0.19893164224297996,-0.34901591110349356,-0.2521495700859828,-0.49884308852515213,-0.5576313308766818,0.0
2018-10-09,1.0,-0.1976059878870986,-0.34933150497086046,-0.2490858187635699,-0.5006284996000457,-0.5601645526225574,0.0
2018-10-10,1.0,-0.19699871373445763,-0.35037873374303274,-0.24810633128483636,-0.5008718022009433,-0.5620122909818493,0.0
2018-10-11,1.0,-0.1646778711484594,-0.34411764705882353,-0.21521008403361344,-0.497703081232493,-0.5794117647058824,0.0
2018-10-12,1.0,-0.1619294432369169,-0.33899013542885803,-0.21442902524661428,-0.4942874658641253,-0.5769659477233462,0.0
2018-10-15,1.0,-0.14860689731956467,-0.3601747988977649,-0.19689926796003007,-0.49572744732373986,-0.5820135274306233,0.0
2018-10-16,1.0,-0.15143996208425103,-0.3534528422872118,-0.20293289470015888,-0.49672419080543084,-0.5833449496779949,0.0
2018-10-17,1.0,-0.1436776848093226,-0.33576339988401954,-0.19691823378344792,-0.49620302101455277,-0.5888769226520862,0.0
2018-10-18,1.0,-0.14194833213475688,-0.3336283675388616,-0.19859489959617196,-0.5012446755545721,-0.5905017425457765,0.0
2018-10-19,1.0,-0.13587495865034732,-0.3286194729297607,-0.19613518579777264,-0.5031150071672731,-0.5928988863160215,0.0
2018-10-22,1.0,-0.13842633436259374,-0.3235829289810322,-0.18987097485663873,-0.5081329951477724,-0.596934274371416,0.0
2018-10-23,1.0,-0.13696912272879277,-0.3354977148589901,-0.17422806821981943,-0.5283970571842604,-0.6116374986066214,0.0
2018-10-24,1.0,-0.13569855912599982,-0.33574872495192437,-0.17415902566818092,-0.5290265042780301,-0.6123575151194225,0.0
2018-10-25,1.0,-0.11668260691351279,-0.30965978958874163,-0.1729744500614838,-0.5343079655690668,-0.599016259051783,0.0
2018-10-26,1.0,-0.11088485243409084,-0.3045803806575982,-0.16410089326925686,-0.5399799082294806,-0.5955580896527382,0.0
2018-10-29,1.0,-0.09916930486781936,-0.31082068349703706,-0.1561544497659442,-0.5366777606407446,-0.6029980788483913,0.0
2018-10-30,1.0,-0.08810859140047143,-0.31425939472757325,-0.14757918122951041,-0.5411688206128586,-0.618250291256875,0.0
2018-10-31,1.0,-0.09102425876010782,-0.30026954177897575,-0.14897574123989218,-0.5399999999999999,-0.6151482479784367,0.0
2018-11-01,1.0,-0.098,-0.2939459459459459,-0.15521621621621623,-0.5403243243243243,-0.6152162162162162,0.0
2018-11-02,1.0,-0.10174238547922333,-0.2808283736837853,-0.1528020897853661,-0.5445829854846094,-0.6130396143591954,0.0
2018-11-05,1.0,-0.09776400862068967,-0.29361530172413797,-0.1522898706896552,-0.5464170258620691,-0.6038793103448277,0.0
2018-11-06,1.0,-0.09877973224146755,-0.29421113595345205,-0.15200818899334645,-0.545807181531665,-0.6029415726099723,0.0
2018-11-07,1.0,-0.09798325210694957,-0.29392283044777723,-0.15331592126874713,-0.5448719674735454,-0.6024664099733434,0.0
2018-11-08,1.0,-0.08594607620016599,-0.2964202522155881,-0.14201183431952663,-0.5433077190821709,-0.6097619748855391,0.0
2018-11-09,1.0,-0.08421137295906057,-0.2977559720099735,-0.14284565269846378,-0.5461808627577147,-0.6100699750663557,0.0
2018-11-12,1.0,-0.08357626166724612,-0.29063143537214836,-0.14278837153325666,-0.5485009761707362,-0.6089700730122222,0.0
2018-11-13,1.0,-0.07599829397025111,-0.28733272911446395,-0.1389881111051874,-0.5517406834781682,-0.6116116649784081,0.0
2018-11-14,1.0,-0.07655196311005677,-0.28685662499666814,-0.13900365167790601,-0.5517498733907295,-0.6112962123837193,0.0
2018-11-15,1.0,-0.07587642068192733,-0.28696440958326663,-0.1386798996851822,-0.5520516514593672,-0.614374899951977,0.0
2018-11-16,1.0,-0.07762679221057137,-0.2915685854911192,-0.13952493045153005,-0.553231328910764,-0.612962764819174,0.0
2018-11-19,1.0,-0.07812458209633849,-0.290192302548878,-0.14399957206665062,-0.5506699831501244,-0.6115969937682206,0.0
2018-11-20,1.0,-0.05382912320947478,-0.28864466910293685,-0.11784790205126837,-0.5665128437675052,-0.6406145802768812,0.0
2018-11-21,1.0,-0.05427465945831346,-0.282556845285419,-0.12296602533524141,-0.5647426723909472,-0.6255896538930408,0.0
2018-11-23,1.0,-0.05406550345521459,-0.2722073658291191,-0.1262410971961132,-0.5687468558871032,-0.6264131960073075,0.0
2018-11-26,1.0,-0.054046181548564776,-0.271793242241288,-0.126284291918229,-0.569113441372736,-0.6267609363414893,0.0
2018-11-27,1.0,-0.05262322826316903,-0.2717897186376137,-0.12447112333403851,-0.5689390734080813,-0.6265601861645864,0.0
2018-11-28,1.0,-0.053448640643182055,-0.2677721358298953,-0.12551570929863537,-0.5705067174441976,-0.6274198667089813,0.0
2018-11-29,1.0,-0.04705263157894737,-0.2645789473684211,-0.11973684210526316,-0.5705526315789474,-0.6296578947368421,0.0
2018-11-30,1.0,-0.0461226425034243,-0.2649088610262354,-0.11995574755031083,-0.570593193551786,-0.632467600885049,0.0
2018-12-03,1.0,-0.046245059288537546,-0.26484848484848483,-0.12079051383399209,-0.570566534914361,-0.6325691699604743,0.0
2018-12-04,1.0,-0.03983487589398402,-0.2666701724863273,-0.12318573832562053,-0.567995372318048,-0.6316785864535128,0.0
2018-12-06,1.0,-0.032440647764792205,-0.2594989780409832,-0.12454797966563598,-0.5704889680834337,-0.6334573659661443,0.0
2018-12-07,1.0,-0.02742139026185719,-0.26409191292459777,-0.117625407508676,-0.5764538857924073,-0.6434956357135346,0.0
2018-12-10,1.0,-0.019911968140850972,-0.26291657933347307,-0.11635401383357785,-0.5782592747851603,-0.6425277719555649,0.0
2018-12-11,1.0,-0.008721313203172345,-0.27576212684109297,-0.10347008141648882,-0.5816667984085581,-0.6652175058625143,0.0
2018-12-12,1.0,-0.008249868212967843,-0.276462836056932,-0.10274117026884555,-0.5817079599367422,-0.6666051660516605,0.0
2018-12-13,1.0,-0.00697974556852003,-0.2730002370479627,-0.10469618352780045,-0.584770985329365,-0.6644454394605842,0.0
2018-12-14,1.0,-0.007530873950022382,-0.2705321642046502,-0.1061695236590568,-0.5852226347526135,-0.6637438449587909,0.0
2018-12-17,1.0,-0.0,-0.27283720196629946,-0.09405641281774926,-0.5778502142425277,-0.6839725559265002,0.0
2018-12-18,1.0,-0.0,-0.2643455497382199,-0.0824869109947644,-0.5794502617801047,-0.6915183246073299,0.0
2018-12-19,1.0,-0.0,-0.2643193717277487,-0.08285340314136125,-0.579240837696335,-0.6914136125654451,0.0
2018-12-20,1.0,-0.0,-0.25528141463669085,-0.09024046737259403,-0.5771216942256534,-0.6854363361327004,0.0
2018-12-21,1.0,-0.0,-0.2561657007718496,-0.08680059253099093,-0.582265651394267,-0.6736141791626601,0.0
2018-12-24,1.0,-0.0,-0.2548326751195178,-0.08509145707753066,-0.5831427977551444,-0.6751454998960715,0.0
2018-12-26,1.0,-0.0,-0.25587291731346373,-0.08325571768601885,-0.5760892062506469,-0.6719445306840527,0.0
2018-12-27,1.0,-0.0,-0.24888592941658558,-0.08451569943143986,-0.5589561030579318,-0.6687240690467654,0.0
2018-12-28,1.0,-0.0,-0.24896924377064714,-0.084381162129632,-0.5589131603882301,-0.6686214755819611,0.0
2018-12-31,1.0,-0.0,-0.24969908059518017,-0.08448792480856404,-0.5586088559940585,-0.6682203498348145,0.0
2019-01-02,1.0,-0.0,-0.2495903318312167,-0.08367472347398607,-0.5585313396149119,-0.6686296599754198,0.0
2019-01-03,1.0,-0.0,-0.25149270942777335,-0.07954283371345104,-0.5581323834661609,-0.6734233657074034,0.0
2019-01-04,1.0,-0.0,-0.25352436408213297,-0.07258146899581162,-0.5504903463070794,-0.6773163755235468,0.0
2019-01-07,1.0,-0.0,-0.24411906514071105,-0.07686451645646714,-0.5453599614281727,-0.6712766767325602,0.0
2019-01-08,1.0,-0.0,-0.23294993919740575,-0.08015808674503445,-0.5516315362788812,-0.6686765301986218,0.0
2019-01-09,1.0,-0.0,-0.22507656095770795,-0.0785604009010149,-0.5525549846878084,-0.6747741135380021,0.0
2019-01-10,1.0,-0.0,-0.22529614255340694,-0.07856636630555837,-0.5524703857446593,-0.674800040498127,0.0
2019-01-11,1.0,-0.0,-0.21506002735423738,-0.08302517602958309,-0.5528848589230536,-0.6818550225419179,0.0
2019-01-14,1.0,-0.0,-0.2152001419626334,-0.08502547722260248,-0.5515248307856111,-0.6832712246812178,0.0
2019-01-15,1.0,-0.0,-0.2102522417253029,-0.08392816318236086,-0.5548047857342444,-0.6912134528920162,0.0
2019-01-16,1.0,-0.0,-0.21266761479073545,-0.0777377082486794,-0.5525446972775295,-0.6966680211296221,0.0
2019-01-17,1.0,-0.0,-0.2639387664158956,-0.03635744056200687,-0.5925974468531285,-0.7284070355710504,0.0
2019-01-18,1.0,-0.0,-0.2662183544303798,-0.040137130801687765,-0.5928270042194093,-0.737948312236287,0.0
2019-01-22,1.0,-0.0,-0.14724425996952661,-0.0,-0.623706194504282,-0.8560920506488731,0.0
2019-01-23,1.0,-0.0,-0.13773931287699975,-0.0,-0.6271177550485183,-0.8577498033044848,0.0
2019-01-24,1.0,-0.0,-0.1379925494517026,-0.0,-0.6288892386798887,-0.8565507109502073,0.0
2019-01-25,1.0,-0.0,-0.05540217191238726,-0.0,-0.6357971128815966,-0.9382608924298599,0.0
2019-01-28,1.0,-0.0,-0.056099357962319754,-0.0,-0.6369592674455321,-0.9382433428060204,0.0
2019-01-29,1.0,-0.0,-0.057147363440407974,-0.0,-0.6288575784659062,-0.9426686294096,0.0
2019-01-30,1.0,-0.0,-0.05846922672277749,-0.0,-0.6301157285639137,-0.9416096791162546,0.0
2019-01-31,1.0,-0.0,-0.058885328570678144,-0.0,-0.5906918106844565,-0.9768871145663707,0.0
2019-02-01,1.0,-0.0,-0.05783990505077147,-0.0,-0.5931689305024397,-0.9864961097191085,0.0
2019-02-04,1.0,-0.0,-0.06194293549918253,-0.0,-0.5949844417488529,-0.9800643425979643,0.0
2019-02-05,1.0,-0.0,-0.07367947972294189,-0.0,-0.5976048220800508,-0.9723999365515783,0.0
2019-02-06,1.0,-0.0,-0.06999867777337036,-0.0,-0.5957159857199524,-0.9787385957953193,0.0
2019-02-07,1.0,-0.0,-0.06834465801232055,-0.0,-0.5987626576421754,-0.9768130502604235,0.0
2019-02-08,1.0,-0.0,-0.0644691168287448,-0.0,-0.6040435623625428,-0.9812660642836323,0.0
2019-02-11,1.0,-0.0,-0.06145029053570007,-0.0,-0.6096473772188171,-0.9822229297673062,0.0
2019-02-12,1.0,-0.0,-0.07194703677115738,-0.0,-0.6130919145994522,-0.9737576772752652,0.0
2019-02-13,1.0,-0.0,-0.08127358741295912,-0.0,-0.6104821134322012,-0.9659809706054324,0.0
2019-02-14,1.0,-0.0,-0.07719737087202959,-0.0,-0.621357673168525,-0.962505654753985,0.0
2019-02-15,1.0,-0.0,-0.0791359241403191,-0.0,-0.6216072237168048,-0.9628426071438085,0.0
2019-02-19,1.0,-0.0,-0.08235042963121096,-0.0,-0.6213908309761434,-0.9647755777338953,0.0
2019-02-20,1.0,-0.0,-0.08801708033093142,-0.0,-0.6188417400587137,-0.9619428876434482,0.0
2019-02-21,1.0,-0.0,-0.0842077159257776,-0.0,-0.6192230676812175,-0.9664130289680951,0.0
2019-02-22,1.0,-0.0,-0.08162938444290213,-0.0,-0.6232181944370295,-0.9644973573220863,0.0
2019-02-25,1.0,-0.0,-0.07540351722476513,-0.0,-0.6292994994512702,-0.9720281592119705,0.0
2019-02-26,1.0,-0.0,-0.07412662294204256,-0.0,-0.6307857047249364,-0.9720787043233837,0.0
2019-02-27,1.0,-0.0,-0.07201690110712948,-0.0,-0.6267850457292614,-0.9754238647911431,0.0
2019-02-28,1.0,-0.0,-0.07862822263272028,-0.0,-0.6329344363237224,-0.9655984793724735,0.0
2019-03-01,1.0,-0.0,-0.07937443093567566,-0.0,-0.6306839483691287,-0.9679181618552836,0.0
2019-03-04,1.0,-0.0,-0.08007927580481011,-0.0,-0.6283946649525952,-0.9697627082328996,0.0
2019-03-05,1.0,-0.0,-0.07571121846484165,-0.0,-0.6378421900161031,-0.9702898550724639,0.0
2019-03-06,1.0,-0.0,-0.07340114328654625,-0.0,-0.6421996189044846,-0.9681704731488688,0.0
2019-03-07,1.0,-0.0,-0.06095534230418699,-0.0,-0.6541843135152522,-0.965394306545864,0.0
2019-03-08,1.0,-0.0,-0.04724177618372099,-0.0,-0.6508123444233291,-0.978533765156179,0.0
2019-03-11,1.0,-0.0,-0.05097819414418021,-0.0,-0.6477967277871194,-0.9702404782875598,0.0
2019-03-12,1.0,-0.0,-0.041235463565560654,-0.0,-0.6496052491198122,-0.976394964259042,0.0
2019-03-13,1.0,-0.0,-0.04549452306708243,-0.0,-0.6473974574238426,-0.9722821886410278,0.0
2019-03-14,1.0,-0.0,-0.04542788589709411,-0.0,-0.6479872034124233,-0.9725406558251134,0.0
2019-03-15,1.0,-0.0,-0.04252821429524292,-0.0,-0.6530775592967104,-0.9724393692804355,0.0
2019-03-18,1.0,-0.0,-0.05567181798669243,-0.0,-0.6582957716248122,-0.9690384202618588,0.0
2019-03-19,1.0,-0.0,-0.06114090161946592,-0.0,-0.6544690253563634,-0.9790089191883807,0.0
2019-03-20,1.0,-0.0,-0.06711481871439756,-0.0,-0.6526281687859399,-0.9799681434086551,0.0
2019-03-21,1.0,-0.0,-0.06921636220515186,-0.0,-0.6313889416682501,-1.0137618414266714,0.0
2019-03-22,1.0,-0.0,-0.06955072146917358,-0.0,-0.6689167031045037,-0.9943703541757761,0.0
2019-03-25,1.0,-0.0,-0.0765167893598971,-0.0,-0.6660463588845407,-0.99406146520347,0.0
2019-03-26,1.0,-0.0,-0.07724391515517384,-0.0,-0.665175753917076,-1.0015640863814725,0.0
2019-03-27,1.0,-0.0,-0.08480981460689542,-0.0,-0.6569269107538954,-0.996713859298409,0.0
2019-03-28,1.0,-0.0,-0.08734363904517398,-0.0,-0.6551865406675041,-0.988638225815262,0.0
2019-03-29,1.0,-0.0,-0.08591392294934885,-0.0,-0.6510970337946221,-0.9817840732987139,0.0
2019-04-01,1.0,-0.0,-0.08855937967623453,-0.0,-0.6497075227860155,-0.9824513671609304,0.0
2019-04-02,1.0,-0.0,-0.08935600262409796,-0.0,-0.6546577738902252,-0.9893942707194402,0.0
2019-04-03,1.0,-0.0,-0.09141047343417245,-0.0,-0.657483754709769,-0.9814066510129417,0.0
2019-04-04,1.0,-0.0,-0.08566846954583753,-0.0,-0.6377300029896992,-0.9944826461555187,0.0
2019-04-05,1.0,-0.0,-0.07859572730983808,-0.0,-0.6388080010885835,-1.0040821880527964,0.0
2019-04-08,1.0,-0.0,-0.07319130411122901,-0.0,-0.6431855902919489,-1.0044894294343318,0.0
2019-04-09,1.0,-0.0,-0.06512731039747016,-0.0,-0.6625047707322393,-0.9984733656834415,0.0
2019-04-10,1.0,-0.0,-0.05751260046315216,-0.0,-0.6646233483176679,-1.0022885165508786,0.0
2019-04-11,1.0,-0.0,-0.05168465816159634,-0.0,-0.6814415003816378,-0.9928306618689346,0.0
2019-04-12,1.0,-0.0,-0.05225284160601848,-0.0,-0.6807315942977077,-0.9928039905143512,0.0
