Date,IWF,IWM,MTUM,SPY,TCDA,VLUE,VXX
2019-04-23,-1.8601003764115434,-2.4340025094102886,-1.8805520702634884,-2.718946047678796,1.0,-2.6534504391468006,0.0
2019-04-24,-1.8491250000000001,-2.4175,-1.874125,-2.711125,1.0,-2.6481250000000003,0.0
2019-04-25,-1.848625,-2.419,-1.8752499999999999,-2.7105,1.0,-2.646625,0.0
2019-04-26,-1.8515507753876936,-2.4155827913956975,-1.882816408204102,-2.713856928464232,1.0,-2.6424462231115555,0.0
2019-04-29,-1.8484507746126937,-2.410044977511244,-1.8781859070464766,-2.712893553223388,1.0,-2.6441779110444776,0.0
2019-04-30,-1.8485946283572767,-2.4089943785134293,-1.8787008119925048,-2.7125546533416616,1.0,-2.643347907557777,0.0
2019-05-01,-1.848469706433479,-2.408744534665834,-1.8792004996876954,-2.712429731417864,1.0,-2.643472829481574,0.0
2019-05-02,-1.8419608332293873,-2.404889609579643,-1.8725208931021577,-2.71136335287514,1.0,-2.6428838717724834,0.0
2019-05-03,-1.841855824395111,-2.4045896732352205,-1.8724120728361189,-2.7109004739336493,1.0,-2.6424295335495134,0.0
2019-05-06,-1.8308914824931712,-2.3806804072510555,-1.8677675689098585,-2.7036255276881054,1.0,-2.6332257263471566,0.0
2019-05-07,-1.8319860713841563,-2.3887576172117897,-1.8730257430667827,-2.706379803507027,1.0,-2.6361149110807114,0.0
2019-05-08,-1.8204683434518647,-2.37046214843266,-1.8763474166769916,-2.6938421509106676,1.0,-2.628918349646884,0.0
2019-05-09,-1.8227126208777586,-2.3703198611455494,-1.8788742871311679,-2.696999752045624,1.0,-2.628812298537069,0.0
2019-05-10,-1.8229605752541533,-2.3703198611455494,-1.8803620133895365,-2.696999752045624,1.0,-2.6270766179023064,0.0
2019-05-13,-1.8276888723483438,-2.3729065872720505,-1.8774345614688004,-2.697556134474631,1.0,-2.6298226026547575,0.0
2019-05-14,-1.7767572863090866,-2.314229733039432,-1.9046044575067353,-2.6649522409992654,1.0,-2.5853539064413424,0.0
2019-05-15,-1.7682539682539682,-2.302686202686203,-1.9053724053724053,-2.6598290598290597,1.0,-2.5738705738705736,0.0
2019-05-16,-1.762230084177138,-2.3020617299011836,-1.9036232768085886,-2.6584116140051237,1.0,-2.573258509210687,0.0
2019-05-17,-1.7590287945339187,-2.3046608101512933,-1.899097120546608,-2.6567837969741337,1.0,-2.5815031722791604,0.0
2019-05-20,-1.7559103095296125,-2.292712649281014,-1.9040945649524739,-2.654886668291494,1.0,-2.578722885693395,0.0
2019-05-21,-1.7487210718635808,-2.291961023142509,-1.9081607795371496,-2.65347137637028,1.0,-2.5779537149817293,0.0
2019-05-22,-1.740529383195726,-2.278897523069451,-1.9065080135988342,-2.648008742107819,1.0,-2.5679941719281203,0.0
2019-05-23,-1.7421078193297717,-2.2750121418164158,-1.915250121418164,-2.64934434191355,1.0,-2.560101991257892,0.0
2019-05-24,-1.7362930616205725,-2.252668607472101,-1.9301310043668123,-2.6493207180980107,1.0,-2.561620572537603,0.0
2019-05-28,-1.739864044671037,-2.2481184753580967,-1.9337217771303716,-2.652585579024035,1.0,-2.564578781257587,0.0
2019-05-29,-1.7381096454072371,-2.2437371414740412,-1.9276291903666951,-2.6434708943483,1.0,-2.549195207551737,0.0
2019-05-30,-1.7351945854483928,-2.2391829828378054,-1.92482475223592,-2.639593908629442,1.0,-2.547256466038192,0.0
2019-05-31,-1.734647001934236,-2.242021276595745,-1.9227514506769825,-2.6397485493230173,1.0,-2.549806576402321,0.0
2019-06-03,-1.733840763561677,-2.241391808626314,-1.9394708227618704,-2.6385163706657004,1.0,-2.528452337803552,0.0
2019-06-04,-1.728272694306781,-2.245376526048592,-1.9383536806478907,-2.639671219630122,1.0,-2.5358394778194127,0.0
2019-06-05,-1.7318137730358876,-2.2416343355965083,-1.9719932104752667,-2.6646459747817652,1.0,-2.5140640155189136,0.0
2019-06-06,-1.7274269785480547,-2.249181917343352,-1.9584292812992365,-2.661131984001939,1.0,-2.5235729002545146,0.0
2019-06-07,-1.7287518212724624,-2.2627489072365226,-1.958596406022341,-2.6639145216124334,1.0,-2.5278047595920348,0.0
2019-06-10,-1.7167959282598158,-2.2633301017935046,-1.9503150751333012,-2.658628211342705,1.0,-2.529205041202133,0.0
2019-06-11,-1.7256529167683672,-2.2776421772028312,-1.9722968025384429,-2.683060776177691,1.0,-2.545521113009519,0.0
2019-06-12,-1.7262515262515263,-2.2780219780219784,-1.9716727716727718,-2.6852258852258855,1.0,-2.5488400488400487,0.0
2019-06-13,-1.7264727450501098,-2.282449278904913,-1.9762894157907602,-2.68821803959912,1.0,-2.5485211439745785,0.0
2019-06-14,-1.727916921197312,-2.2753817959682343,-1.98094074526573,-2.689676237018937,1.0,-2.543677458766035,0.0
2019-06-17,-1.6919616431869302,-2.2033858174499823,-1.9212738250266366,-2.574286729016219,1.0,-2.447614537705694,0.0
2019-06-18,-1.6997140133460438,-2.226525262154433,-1.9294566253574836,-2.59556720686368,1.0,-2.464847473784557,0.0
2019-06-19,-1.6821315881734256,-2.1604534299404,-1.9096646020801684,-2.53207899964941,1.0,-2.401893186864555,0.0
2019-06-20,-1.6893522314630431,-2.1684432470422865,-1.9110928897739252,-2.536605364882277,1.0,-2.4082230291671545,0.0
2019-06-21,-1.6728430804863925,-2.151476548928778,-1.8829183555298208,-2.496815286624204,1.0,-2.3766068326577883,0.0
2019-06-24,-1.677846118138563,-2.149123824997099,-1.8889404665196705,-2.500522223511663,1.0,-2.388534292677266,0.0
2019-06-25,-1.675653783846332,-2.1387410321684794,-1.888220319370516,-2.490742883591761,1.0,-2.3781532052765564,0.0
2019-06-26,-1.6704900938477583,-2.146101262889584,-1.8871509674429383,-2.489166956320241,1.0,-2.3932336925037654,0.0
2019-06-27,-1.6760922470738209,-2.138834163866033,-1.895236991540155,-2.488005562637617,1.0,-2.3906594043342215,0.0
2019-06-28,-1.6680550734698598,-2.134791160476686,-1.886844845539743,-2.4898762003933816,1.0,-2.390489413398125,0.0
2019-07-01,-1.6683608640406609,-2.1276423703361442,-1.8837934619383159,-2.48804435716761,1.0,-2.3835046782950213,0.0
2019-07-02,-1.659552376557453,-2.126442085832949,-1.8777111213659436,-2.4900784494693124,1.0,-2.3829026303645597,0.0
2019-07-03,-1.6675587619269256,-2.1549918547824065,-1.8867814754479868,-2.514079590411915,1.0,-2.4126134512450546,0.0
2019-07-05,-1.6757798808271995,-2.1552751489660005,-1.8960158897067416,-2.5278654048370135,1.0,-2.428554737703003,0.0
2019-07-08,-1.6795877737439981,-2.1580981379552644,-1.9022133739313738,-2.535894132802436,1.0,-2.435179763438342,0.0
2019-07-09,-1.674269005847953,-2.154269005847953,-1.898830409356725,-2.534502923976608,1.0,-2.4340350877192978,0.0
2019-07-10,-1.6679832713754648,-2.1275557620817844,-1.8845260223048326,-2.52021375464684,1.0,-2.4169377323420074,0.0
2019-07-11,-1.6735215522249334,-2.121877541535959,-1.8907865690716859,-2.5203903799233185,1.0,-2.4119902405019173,0.0
2019-07-12,-1.6715532286212913,-2.132518906340896,-1.8926119837114603,-2.522745782431646,1.0,-2.415241419429901,0.0
2019-07-15,-1.685660906118636,-2.1439747781410556,-1.9097384399813173,-2.526856609061187,1.0,-2.4106725829051845,0.0
2019-07-16,-1.694782405240992,-2.146817969115583,-1.919981282171268,-2.528310715956949,1.0,-2.4086335985025737,0.0
2019-07-17,-1.6973530100726164,-2.1549543218552354,-1.9198875614898103,-2.529749355821035,1.0,-2.410517685640665,0.0
2019-07-18,-1.698561235232191,-2.1513627324833315,-1.9203415604164231,-2.523920926424143,1.0,-2.403088080477249,0.0
2019-07-19,-1.7025575148896415,-2.1476118182879835,-1.9189536377437815,-2.5147728599789794,1.0,-2.3942543501109426,0.0
2019-07-22,-1.6990562740300592,-2.1444716299662123,-1.9132005126412674,-2.505068157986718,1.0,-2.389257835255738,0.0
2019-07-23,-1.6998484671873175,-2.146870264599604,-1.9142091152815013,-2.505653339550064,1.0,-2.3896724559972022,0.0
2019-07-24,-1.709718969555035,-2.1550351288056206,-1.9326697892271663,-2.5169789227166275,1.0,-2.3951990632318503,0.0
2019-07-25,-1.7144362486828242,-2.1407329352534834,-1.9413417632595715,-2.5234750029270576,1.0,-2.3882449361901417,0.0
2019-07-26,-1.7095944840481478,-2.1329905340656774,-1.939231038915508,-2.520626387752717,1.0,-2.38389622531261,0.0
2019-07-29,-1.706610604998832,-2.1234524643774817,-1.93833216538192,-2.521373510861948,1.0,-2.3896285914505957,0.0
2019-07-30,-1.7068381063705436,-2.126241963763881,-1.9406195207481005,-2.5233196960841613,1.0,-2.3920514319111628,0.0
2019-07-31,-1.7084749736256006,-2.142890634157778,-1.9449068104559843,-2.528074082757004,1.0,-2.3976087211346853,0.0
2019-08-01,-1.7029714553111839,-2.148806738418344,-1.9394010294805804,-2.5196537201684603,1.0,-2.387810014038372,0.0
2019-08-02,-1.7096925604318234,-2.1462098099037785,-1.958577798638817,-2.5271063130720486,1.0,-2.392865524524759,0.0
2019-08-05,-1.6992164659104199,-2.138931119167349,-1.9479593030054962,-2.5213425330370716,1.0,-2.3872061747164075,0.0
2019-08-06,-1.6431359044995408,-2.102502295684114,-1.9044995408631773,-2.474173553719008,1.0,-2.354224058769513,0.0
2019-08-07,-1.6237295877583648,-2.104487838300788,-1.8827223935137605,-2.4602032659586617,1.0,-2.34829279433596,0.0
2019-08-08,-1.622861054072553,-2.1015286333561485,-1.8797627195984485,-2.4569929272187996,1.0,-2.3465662788044717,0.0
2019-08-09,-1.5908118455128926,-2.0686859587884245,-1.8477648913410651,-2.4242765454340724,1.0,-2.3285666028600382,0.0
2019-08-12,-1.5980613165013526,-2.0643597835888188,-1.8618124436429215,-2.42741208295762,1.0,-2.31965734896303,0.0
2019-08-13,-1.5825611253768002,-2.03382829072234,-1.8428045104387631,-2.404934687953556,1.0,-2.300435413642961,0.0
2019-08-14,-1.5595488222934866,-2.0222271370120537,-1.8240628110140442,-2.37786132920491,1.0,-2.274577020900144,0.0
2019-08-15,-1.519103799112458,-1.9916657646931486,-1.788505249485875,-2.3248187033228707,1.0,-2.1996969368979324,0.0
2019-08-16,-1.5108625510862552,-1.9734351473435148,-1.7798451279845129,-2.308130780813078,1.0,-2.182835018283502,0.0
2019-08-19,-1.4937113621829032,-1.9470262204220847,-1.764868897889576,-2.2935408228522705,1.0,-2.15956086122362,0.0
2019-08-20,-1.481308906067987,-1.939531928412581,-1.7514561050513608,-2.277665995975855,1.0,-2.1398919834798265,0.0
2019-08-21,-1.4354333097380927,-1.8387096774193545,-1.7096774193548385,-2.1339872585701283,1.0,-1.9944382647385983,0.0
2019-08-22,-1.4299263444657453,-1.8353344768439108,-1.7050751690041368,-2.1308646957925537,1.0,-1.9885985268893147,0.0
2019-08-23,-1.431340872374798,-1.836126817447496,-1.7068861066235865,-2.1326736672051694,1.0,-1.989903069466882,0.0
2019-08-26,-1.3962096535386437,-1.7841279241930708,-1.6671602013621558,-2.0858750370151022,1.0,-1.9374198006119832,0.0
2019-08-27,-1.368172623061362,-1.7364415759560736,-1.6239283306039882,-2.0246604373374435,1.0,-1.8797803679799634,0.0
2019-08-28,-1.3682286154142211,-1.7294332723948813,-1.625902049456365,-2.0235735591263353,1.0,-1.8747233715000484,0.0
2019-08-29,-1.3692455550216243,-1.7217683805862565,-1.6262373858721768,-2.022681403171552,1.0,-1.870735223450264,0.0
2019-08-30,-1.3626184323858743,-1.7084888506077138,-1.6229304239640159,-2.0172265288544358,1.0,-1.8589338692697865,0.0
2019-09-03,-1.3688398849472676,-1.713039309683605,-1.6292425695110258,-2.0181208053691275,1.0,-1.8584851390220518,0.0
2019-09-04,-1.3669733563350586,-1.707398888249952,-1.6316848763657275,-2.0184013801035077,1.0,-1.859593636189381,0.0
2019-09-05,-1.3652889399158055,-1.7101990049751243,-1.6281094527363182,-2.0158821278224264,1.0,-1.848163030998852,0.0
2019-09-06,-1.3574354577498333,-1.6981042202534058,-1.6277031532818902,-2.0114318376679052,1.0,-1.8318567209678955,0.0
2019-09-09,-1.3609467455621302,-1.7040465737736208,-1.631036457339187,-2.0148883374689825,1.0,-1.83288795571674,0.0
2019-09-10,-1.3607552898756998,-1.6885852547680047,-1.6312743144510864,-1.9977227440933676,1.0,-1.810228674447291,0.0
2019-09-11,-1.3682409959137127,-1.6826000190059869,-1.6470588235294117,-2.002280718426304,1.0,-1.802907915993538,0.0
2019-09-12,-1.3662652887076896,-1.6689105906892958,-1.647198255428084,-2.0004740684554854,1.0,-1.798520906418887,0.0
2019-09-13,-1.365675880348353,-1.664710336993563,-1.6425596365013253,-1.9968761832639152,1.0,-1.7962892843619842,0.0
2019-09-16,-1.3619191537589723,-1.6621647147714393,-1.6399697771061579,-1.9898942198715526,1.0,-1.7906120136003023,0.0
2019-09-17,-1.3619614512471654,-1.6628873771730912,-1.640684051398337,-1.9916855631141344,1.0,-1.7909108087679515,0.0
2019-09-18,-1.3614287064159503,-1.6668241519417935,-1.6399886610601908,-1.9909288481526979,1.0,-1.7901351223660589,0.0
2019-09-19,-1.3520278535805024,-1.6662275336407264,-1.6322574574197797,-1.975816316928578,1.0,-1.783758351369154,0.0
2019-09-20,-1.3646502835538752,-1.6781663516068053,-1.6445179584120984,-1.9782608695652175,1.0,-1.7861058601134214,0.0
2019-09-23,-1.3626737260092654,-1.6810059563203177,-1.648198922189657,-1.9755129053606881,1.0,-1.7871797296019665,0.0
2019-09-24,-1.3634988179669032,-1.681229314420804,-1.6497399527186762,-1.9752245862884161,1.0,-1.7866666666666666,0.0
2019-09-25,-1.3575471698113208,-1.6722641509433962,-1.6483018867924528,-1.9737735849056603,1.0,-1.7819811320754717,0.0
2019-09-26,-1.4026393240292416,-1.6509066742618437,-1.7221114592233933,-1.9684800151903543,1.0,-1.7498338555017565,0.0
2019-09-27,-1.3865984266894134,-1.6460051179982937,-1.7154772059520422,-1.9721353426215522,1.0,-1.7575585252582693,0.0
2019-09-30,-1.3989774663889414,-1.6118159439500095,-1.734614656315092,-1.9694186707063055,1.0,-1.7529823896989207,0.0
2019-10-01,-1.3990161763314728,-1.6017406111058556,-1.7401381137073124,-1.967836533913537,1.0,-1.7511115315485763,0.0
2019-10-02,-1.4306883365200767,-1.6219885277246655,-1.777342256214149,-1.9807839388145316,1.0,-1.7493307839388146,0.0
2019-10-03,-1.428325193909796,-1.6523987359954035,-1.7759264579143927,-1.9803696255865173,1.0,-1.738868141338696,0.0
2019-10-04,-1.4387264332435554,-1.6660253943824548,-1.7886687187379762,-1.9822046941131206,1.0,-1.743459022701039,0.0
2019-10-07,-1.4347198151357599,-1.678316965145388,-1.7893317927979975,-1.979876757173118,1.0,-1.746100519930676,0.0
2019-10-08,-1.4332595515349822,-1.6782792801462803,-1.786642286594168,-1.9795977288037725,1.0,-1.7458377442017128,0.0
2019-10-09,-1.4185691087974017,-1.6692138695195338,-1.7735218263444454,-1.9656127614862926,1.0,-1.725093132104308,0.0
2019-10-10,-1.4973707709098123,-1.7477924397261633,-1.8506796309157654,-2.0234150213314814,1.0,-1.8023613453715643,0.0
2019-10-11,-1.527984699013489,-1.7731024763438694,-1.8941010670424803,-2.0428830279846992,1.0,-1.8283672236762636,0.0
2019-10-14,-1.5404400683211095,-1.7458052848387422,-1.9104792524866876,-2.044107304330353,1.0,-1.8063900331558327,0.0
2019-10-15,-1.5495921860839794,-1.747558151243581,-1.9190413855603665,-2.0476286375994364,1.0,-1.8056590474272483,0.0
2019-10-16,-1.5327252681166683,-1.751628746116067,-1.9124987471183723,-2.034078380274632,1.0,-1.7921218803247467,0.0
2019-10-17,-1.5492801771871538,-1.7476089801671195,-1.931541326890164,-2.041477901943018,1.0,-1.797543541729588,0.0
2019-10-18,-1.5563216060022307,-1.773902463753422,-1.9501165973841632,-2.0478556220216975,1.0,-1.8108080705667648,0.0
2019-10-21,-1.5580379811109983,-1.7683558444196201,-1.953589925865746,-2.0518939778612775,1.0,-1.8233979892352998,0.0
2019-10-22,-1.5521646557842443,-1.760721889891514,-1.9533610463347866,-2.050593125823786,1.0,-1.8220622528642403,0.0
2019-10-23,-1.5468797410741377,-1.7581672903813088,-1.9410336805906747,-2.0464245979569133,1.0,-1.8217861838778193,0.0
2019-10-24,-1.5767740619902122,-1.7583605220228384,-1.9798123980424143,-2.0574021207177813,1.0,-1.8234094616639478,0.0
2019-10-25,-1.5713850218473733,-1.7544964942587136,-1.9675845950614774,-2.049080378010365,1.0,-1.8189208413779088,0.0
2019-10-28,-1.5576942456918272,-1.7547112768316033,-1.953239947596493,-2.0202559709765193,1.0,-1.7915952836843696,0.0
2019-10-29,-1.5914702581369249,-1.7711458014488317,-1.992653810835629,-2.0375471890623404,1.0,-1.8101214161820223,0.0
2019-10-30,-1.5875407166123778,-1.7676099348534202,-1.9868688925081435,-2.031555374592834,1.0,-1.8055781758957656,0.0
2019-10-31,-1.573202746365105,-1.7510096930533117,-1.9692043618739903,-2.0071688206785137,1.0,-1.7963449111470113,0.0
2019-11-01,-1.5734597156398107,-1.7531511545830392,-1.9712614702026823,-2.001915901986488,1.0,-1.7839064233135022,0.0
2019-11-04,-1.5670713354068426,-1.7374335306511488,-1.9704023276813487,-1.9908698705728907,1.0,-1.7673321962476172,0.0
2019-11-05,-1.6167957602935181,-1.7618222584590297,-2.029351814105177,-2.009580105992662,1.0,-1.7740521810028538,0.0
2019-11-06,-1.625359342915811,-1.7747433264887065,-2.03911704312115,-2.023305954825462,1.0,-1.8044147843942504,0.0
2019-11-07,-1.6275295326142782,-1.7779147406266052,-2.0389316897791474,-2.022598870056497,1.0,-1.8052388289676424,0.0
2019-11-08,-1.6298200514138816,-1.7760411311053985,-2.0432904884318766,-2.025809768637532,1.0,-1.8078149100257068,0.0
2019-11-11,-1.6306602320566794,-1.7634254030187904,-2.0517506930896396,-2.019406509908615,1.0,-1.8027518225690522,0.0
2019-11-12,-1.6261768317642242,-1.7509209987720016,-2.045742939009415,-2.0134056487924683,1.0,-1.7969709373720835,0.0
2019-11-13,-1.6860257888667576,-1.792955236397945,-2.112904916657931,-2.0545130516825663,1.0,-1.8367753433273928,0.0
2019-11-14,-1.6984680401479133,-1.810565240359218,-2.1239302694136293,-2.073322768092974,1.0,-1.8590596936080297,0.0
2019-11-15,-1.7023822128110109,-1.8133403917416622,-2.132556908417152,-2.0763366860772896,1.0,-1.8628904182106933,0.0
2019-11-18,-1.731851374570447,-1.8385953608247423,-2.1713917525773194,-2.109536082474227,1.0,-1.8874570446735397,0.0
2019-11-19,-1.8170065752813995,-1.9420483673241946,-2.231917976150674,-2.179427170400089,1.0,-1.9741446561907945,0.0
2019-11-20,-1.832020702070207,-1.9646714671467147,-2.2630513051305132,-2.2042079207920793,1.0,-1.9870612061206119,0.0
2019-11-21,-1.8886084662154412,-1.9846277389009979,-2.330274176895721,-2.241826316393255,1.0,-2.026499942640817,0.0
2019-11-22,-1.8762557077625572,-1.977397260273973,-2.308219178082192,-2.229109589041096,1.0,-2.024543378995434,0.0
2019-11-25,-1.8748145612233253,-1.9768344174369508,-2.3070866141732282,-2.228460572863175,1.0,-2.024420860435924,0.0
2019-11-26,-1.884892910319551,-1.9650670026342916,-2.3240178673691445,-2.242240293208109,1.0,-2.0371091512999655,0.0
2019-11-27,-1.8856913551937629,-1.9717954597569363,-2.3227470763586333,-2.24340747534969,1.0,-2.0416188947489107,0.0
2019-11-29,-1.8943694209201192,-1.9589150835431448,-2.3334859235523004,-2.240901808194095,1.0,-2.016479743648432,0.0
2019-12-02,-1.9337594421847761,-1.9908192911098197,-2.3828006972690297,-2.2722835560720513,1.0,-2.041603718768158,0.0
2019-12-03,-1.926071842410197,-1.9834298957126302,-2.3723059096176127,-2.266164542294322,1.0,-2.039513325608343,0.0
2019-12-04,-1.9367294719702257,-2.0024424284717375,-2.3771807397069082,-2.269946499185857,1.0,-2.0443126308443826,0.0
2019-12-05,-1.9730782855118667,-2.0301098122564647,-2.417168496870941,-2.301334277954894,1.0,-2.0860786397449522,0.0
2019-12-06,-2.0359382537385433,-2.0868306801736614,-2.4616497829232995,-2.3474433188615533,1.0,-2.1279546550892428,0.0
2019-12-09,-2.0463817387081105,-2.0783147158814956,-2.494900437105391,-2.374939290917921,1.0,-2.147401651287032,0.0
2019-12-10,-2.1734526660784064,-2.13727467540653,-2.6427580990797934,-2.4729610487835623,1.0,-2.1791251733266104,0.0
2019-12-11,-2.170397384305835,-2.126760563380282,-2.6388329979879277,-2.46579476861167,1.0,-2.1736670020120727,0.0
2019-12-12,-2.171069182389937,-2.1272955974842764,-2.639622641509434,-2.4665408805031444,1.0,-2.1740880503144653,0.0
2019-12-13,-2.232165851146021,-2.173190831831058,-2.7340973474117947,-2.52884367756889,1.0,-2.2084728302858614,0.0
2019-12-16,-2.228869162485527,-2.172648912903641,-2.7280329345169174,-2.5260517174835972,1.0,-2.209571593979159,0.0
2019-12-17,-2.3324482209240576,-2.2290228359001594,-2.828332448220924,-2.6119224641529475,1.0,-2.274827403080191,0.0
2019-12-18,-2.499018232819074,-2.372931276297335,-2.977559607293127,-2.7549789621318372,1.0,-2.420757363253857,0.0
2019-12-19,-2.5014048890137683,-2.3881708345040744,-2.9807530205113797,-2.753441978083732,1.0,-2.4251194155661704,0.0
2019-12-20,-2.5072484166080224,-2.4011259676284307,-2.9878958479943702,-2.7558057705840957,1.0,-2.4225193525686137,0.0
2019-12-23,-2.5130447045550697,-2.4117895924411226,-2.991679593851361,-2.7611056268509375,1.0,-2.4246227612466504,0.0
2019-12-24,-2.515237020316027,-2.4140801354401806,-2.990829571106095,-2.7628386004514676,1.0,-2.4253668171557563,0.0
2019-12-26,-2.515874135741498,-2.4149851841399745,-2.991392690842387,-2.7630873430224354,1.0,-2.4251446310145335,0.0
2019-12-27,-2.5293700340522136,-2.4338819523269013,-3.0085130533484676,-2.7763904653802496,1.0,-2.4401248581157775,0.0
2019-12-30,-2.54858934169279,-2.4415787973781704,-3.0284981476204047,-2.789541179823311,1.0,-2.441008834425762,0.0
2019-12-31,-2.5410325700469354,-2.4393400654245485,-3.0233252737875125,-2.78424121746551,1.0,-2.4347887924903997,0.0
2020-01-02,-2.508148356279854,-2.4124754144422593,-2.980893509412757,-2.7454341107052547,1.0,-2.401938746839,0.0
2020-01-03,-2.523087818696884,-2.4368271954674223,-3.007648725212465,-2.7672804532577904,1.0,-2.429461756373938,0.0
2020-01-06,-2.520259776930679,-2.434702809543978,-2.9902583650995336,-2.7526471833968658,1.0,-2.4205844980940276,0.0
2020-01-07,-2.5017529098303184,-2.4171925396157623,-2.968026924694994,-2.732295610713785,1.0,-2.4040106576917686,0.0
2020-01-08,-2.499649712764467,-2.415580776236514,-2.963570127504554,-2.7287375648031387,1.0,-2.4038111251226004,0.0
2020-01-09,-2.4976913390233664,-2.4177976773471386,-2.9535469427731913,-2.721841332027424,1.0,-2.4010074156988943,0.0
2020-01-10,-2.5084936122420327,-2.428892320651411,-2.9599887687772006,-2.7293275305348867,1.0,-2.4123262670223222,0.0
