Date,IWF,IWM,MTUM,OMF,SPY,VLUE,VXX
2018-09-24,-0.3204311611954925,-0.715400947248081,-0.17530622243998042,1.0,-0.4985138004246285,-0.5566552343622407,0.0
2018-09-25,-0.3190031152647975,-0.7221183800623052,-0.16989670437776686,1.0,-0.5043449745859977,-0.5638629283489096,0.0
2018-09-26,-0.3203740157480315,-0.7239501312335958,-0.17253937007874015,1.0,-0.504002624671916,-0.56000656167979,0.0
2018-09-27,-0.3191594642739328,-0.7383717094411822,-0.16962459589628553,1.0,-0.5078511578808471,-0.5637659167381407,0.0
2018-09-28,-0.31725503134279115,-0.7401517650940285,-0.1701418673705048,1.0,-0.5078521939953812,-0.5638403167271527,0.0
2018-10-01,-0.3210860506647265,-0.7396322508102388,-0.16935643891791785,1.0,-0.5115748396057941,-0.5654474502281897,0.0
2018-10-02,-0.3210195299569679,-0.7474015226746111,-0.16729559748427675,1.0,-0.5104270109235353,-0.5640185369083086,0.0
2018-10-03,-0.3211944646758922,-0.7479970866715222,-0.1675825994835463,1.0,-0.5102628616831093,-0.5636297424352779,0.0
2018-10-04,-0.32090219587321567,-0.7492133938330077,-0.16778723545192595,1.0,-0.5096545556917166,-0.5645017056933727,0.0
2018-10-05,-0.3265550637334842,-0.7604419742403568,-0.16810330482244482,1.0,-0.5097347488934003,-0.5632509069125037,0.0
2018-10-08,-0.3252996005326232,-0.7585885486018642,-0.16221704394141145,1.0,-0.517809587217044,-0.5649800266311585,0.0
2018-10-09,-0.3268942547876769,-0.7591007493755204,-0.16549542048293087,1.0,-0.5164029975020815,-0.5626644462947543,0.0
2018-10-10,-0.326627140097262,-0.7596429285190861,-0.16497901538871493,1.0,-0.5164545999600293,-0.5631869962027847,0.0
2018-10-11,-0.28614703104133415,-0.7639816292628905,-0.11211361193446467,1.0,-0.5100811048500048,-0.5848995146737891,0.0
2018-10-12,-0.2856588018254199,-0.7628896009321293,-0.10826293814933488,1.0,-0.502217043725928,-0.5775317992038062,0.0
2018-10-15,-0.2702169625246549,-0.7903773401881851,-0.08613832573479484,1.0,-0.503572929802438,-0.5831150774404242,0.0
2018-10-16,-0.26909396624199705,-0.7948974972515036,-0.08274590959063573,1.0,-0.5037508892194271,-0.5830045916057686,0.0
2018-10-17,-0.2574649506594705,-0.7682751572829176,-0.0718232044198895,1.0,-0.5034969501485006,-0.5925015169418452,0.0
2018-10-18,-0.25645856618234075,-0.7667571451381128,-0.07258502315184417,1.0,-0.5049337378253234,-0.592623343445633,0.0
2018-10-19,-0.2492609897968914,-0.7632942373096849,-0.06605003019611583,1.0,-0.5061822573980483,-0.5937192079082039,0.0
2018-10-22,-0.254648497198166,-0.7539798777381558,-0.0526299032093734,1.0,-0.5185303107488538,-0.6040817626082526,0.0
2018-10-23,-0.253232448999138,-0.7575583437090956,-0.04603645883216806,1.0,-0.5262586597707755,-0.6094243846374868,0.0
2018-10-24,-0.2521266389510713,-0.7623920690757916,-0.04678605692356892,1.0,-0.5270227054685002,-0.6096258394627438,0.0
2018-10-25,-0.2379932604793248,-0.7439926936037541,-0.044499732308758234,1.0,-0.526249488237332,-0.5966050451925803,0.0
2018-10-26,-0.23100256426293078,-0.7366627056101069,-0.03552442304084058,1.0,-0.5317405716430046,-0.5922196510100693,0.0
2018-10-29,-0.21978809598005605,-0.7451542536615767,-0.025864755375506386,1.0,-0.5270800872545964,-0.5983483951386724,0.0
2018-10-30,-0.21409653195400866,-0.7460505406163338,-0.021936247779889697,1.0,-0.5285887888324557,-0.605241018290593,0.0
2018-10-31,-0.22026540989706067,-0.7252573483814958,-0.02300632518913556,1.0,-0.5296105667865559,-0.6024122535036587,0.0
2018-11-01,-0.2356817188183124,-0.7140715757916433,-0.03541315345699831,1.0,-0.5328836424957841,-0.6048029479732684,0.0
2018-11-02,-0.2326775850373098,-0.7838937881577672,-0.0347255871046936,1.0,-0.5447879316471234,-0.6342022805827437,0.0
2018-11-05,-0.2495820083270498,-0.767367144215323,-0.02898075599121398,1.0,-0.5586007933645871,-0.6738353604563485,0.0
2018-11-06,-0.24892619430145252,-0.7666480868225188,-0.029705891996458903,1.0,-0.5590347224499165,-0.6744811305288698,0.0
2018-11-07,-0.24908184679958026,-0.76675629590766,-0.029446484784889822,1.0,-0.5592536726128017,-0.6746130640083945,0.0
2018-11-08,-0.23720414683445265,-0.76915302862359,-0.01783269218230423,1.0,-0.5557149377322814,-0.6801851731107778,0.0
2018-11-09,-0.23748043818466355,-0.7690401669274909,-0.017996870109546165,1.0,-0.5556207616066771,-0.6801643192488263,0.0
2018-11-12,-0.23691997528696385,-0.7610314440867557,-0.01759177966377264,1.0,-0.5577342047930283,-0.6784053588267811,0.0
2018-11-13,-0.22506708046422916,-0.7615168266899428,-0.004784534316102544,1.0,-0.5613745837778424,-0.6800504315779264,0.0
2018-11-14,-0.22744628527051516,-0.7610665286047114,-0.0043360082837173184,1.0,-0.5628721201139011,-0.6801384933989127,0.0
2018-11-15,-0.22705079703818673,-0.761502893911469,-0.003298089048404307,1.0,-0.5636498852135675,-0.6779189704788696,0.0
2018-11-16,-0.2270670373004073,-0.7603594285344883,-0.003652466222768117,1.0,-0.563255543344754,-0.6779365181976857,0.0
2018-11-19,-0.2275797433991533,-0.7584591022202114,-0.009178166305788063,1.0,-0.560191319522994,-0.6763080502860098,0.0
2018-11-20,-0.2092656385821448,-0.7560928495541033,-0.0,1.0,-0.5643411351856026,-0.6898039341940053,0.0
2018-11-21,-0.20657699980693736,-0.7570306969560461,-0.0,1.0,-0.5641933200334641,-0.6899092605701782,0.0
2018-11-23,-0.2073300112522103,-0.7506831699083749,-0.0,1.0,-0.5665648609548304,-0.6903070245941167,0.0
2018-11-26,-0.2071681131468981,-0.7513018322082932,-0.0,1.0,-0.5660880745740919,-0.6898424943747992,0.0
2018-11-27,-0.20895570539084424,-0.7529438332741877,-0.0,1.0,-0.5703455173081265,-0.6939058618575991,0.0
2018-11-28,-0.20839652780018716,-0.7569137435864338,-0.0,1.0,-0.5687502016844687,-0.6928910258478815,0.0
2018-11-29,-0.1784925588094095,-0.7485037606016962,-0.0,1.0,-0.5710353656585053,-0.7024803968634982,0.0
2018-11-30,-0.17932780109576751,-0.7506968696933773,-0.0,1.0,-0.5749895870045817,-0.6989843324468937,0.0
2018-12-03,-0.1774105741825984,-0.7513049604508919,-0.0,1.0,-0.5750152111954399,-0.698626188875012,0.0
2018-12-04,-0.1737378904626403,-0.7525977555392142,-0.0,1.0,-0.5730408926687343,-0.6978610480544809,0.0
2018-12-06,-0.16787328886219216,-0.733710600360406,-0.0,1.0,-0.570042047358604,-0.6897979829913693,0.0
2018-12-07,-0.16984889675665424,-0.733482961370677,-0.0,1.0,-0.569829929822343,-0.6879939305810204,0.0
2018-12-10,-0.15296481150139687,-0.7366669805694196,-0.0,1.0,-0.5697648868380576,-0.6796308503625577,0.0
