Date,A,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.38681554905356186,-0.48752015286319933,-0.19373619155669672,-0.5188690511733445,-0.39866841822415955,0.0
2018-09-25,1.0,-0.38599689218264405,-0.4892421706908917,-0.19187783887162324,-0.5203801099689218,-0.400759024623476,0.0
2018-09-26,1.0,-0.38703891911281163,-0.49061397740180546,-0.19402762001554372,-0.5199677168649489,-0.397560829796138,0.0
2018-09-27,1.0,-0.3888158680845979,-0.4856613693392281,-0.1954534591946469,-0.519924722189031,-0.3973593021866412,0.0
2018-09-28,1.0,-0.3896259113182742,-0.4852396318871758,-0.19553005856340386,-0.5200191227441138,-0.3975439225528864,0.0
2018-10-01,1.0,-0.39040133879209876,-0.4844753907300601,-0.19540985566147687,-0.5205151958879958,-0.39757343932104117,0.0
2018-10-02,1.0,-0.3927140037087994,-0.46778728240713047,-0.20144164622839023,-0.525662499252258,-0.4033319375486032,0.0
2018-10-03,1.0,-0.39247360076580223,-0.4587932633342308,-0.19988632624368066,-0.5298991893266326,-0.410362260312902,0.0
2018-10-04,1.0,-0.3927556605748811,-0.45811025035144914,-0.20013160649657522,-0.5301049860915862,-0.40995423683187265,0.0
2018-10-05,1.0,-0.39098620154112657,-0.4565438145869422,-0.196672839137447,-0.5321366704497938,-0.4103697509109372,0.0
2018-10-08,1.0,-0.3898001789442291,-0.4541306292872055,-0.1942439606322696,-0.5343871160155086,-0.4098717566358485,0.0
2018-10-09,1.0,-0.3916922801468174,-0.454447793261914,-0.19796484736355224,-0.5328399629972248,-0.4071498910805407,0.0
2018-10-10,1.0,-0.39224343675417667,-0.45363961813842485,-0.19862768496420047,-0.5331145584725537,-0.40566825775656323,0.0
2018-10-11,1.0,-0.3721114369501466,-0.4481231671554252,-0.1710263929618768,-0.5299120234604106,-0.41137829912023455,0.0
2018-10-12,1.0,-0.3749417385224889,-0.443078536471685,-0.1689874155208576,-0.5241202516895829,-0.4018876718713587,0.0
2018-10-15,1.0,-0.3727442077075329,-0.44609384095936666,-0.16524042379788104,-0.5246245197345443,-0.4019967400163,0.0
2018-10-16,1.0,-0.3728132731771212,-0.4459321787221656,-0.16541988065783728,-0.5245815747343908,-0.40203754911948764,0.0
2018-10-17,1.0,-0.3661041396220972,-0.4289917784508871,-0.15958459541324102,-0.5238424924275206,-0.40623106880138465,0.0
2018-10-18,1.0,-0.3660935787226677,-0.42900825015865685,-0.15949345179714994,-0.5238850747129752,-0.40621935037212253,0.0
2018-10-19,1.0,-0.36232008963199175,-0.42348243270418573,-0.15498865236002182,-0.5265017667844523,-0.4055273061564538,0.0
2018-10-22,1.0,-0.3607312508996689,-0.4314668202101627,-0.1618540377141212,-0.5223549733697999,-0.4025334676838923,0.0
2018-10-23,1.0,-0.36100636172601397,-0.4313019948760759,-0.162555053398198,-0.5216327470566223,-0.40211289904718045,0.0
2018-10-24,1.0,-0.36045840309450955,-0.43689740777091396,-0.1649731539749437,-0.5229201547254777,-0.40142024132555854,0.0
2018-10-25,1.0,-0.3409135851295234,-0.40727139184722727,-0.16209497443430604,-0.5323031724060001,-0.3823271843837396,0.0
2018-10-26,1.0,-0.33609643700123637,-0.402579521186917,-0.1563729346970889,-0.5353770934022705,-0.3795099471732045,0.0
2018-10-29,1.0,-0.3215908453469456,-0.417512761541482,-0.14228417568856228,-0.5320581140965951,-0.3912884949795254,0.0
2018-10-30,1.0,-0.3205822138710491,-0.4176178590459096,-0.14162716998064898,-0.5322657542698488,-0.39243346327509326,0.0
2018-10-31,1.0,-0.32097763095271425,-0.41400935076569895,-0.14213723788459923,-0.5313698591785884,-0.3911363699991601,0.0
2018-11-01,1.0,-0.32049379951291884,-0.414578842762366,-0.14164543851300282,-0.5313943397810934,-0.3912045460907539,0.0
2018-11-02,1.0,-0.32649362959658756,-0.3959407845214531,-0.13758398617190332,-0.5389890992221695,-0.3889430984973096,0.0
2018-11-05,1.0,-0.32086009494554596,-0.4160011170064228,-0.13635855906171462,-0.5428651214744485,-0.37640323931862607,0.0
2018-11-06,1.0,-0.3240632155023175,-0.4183001061037583,-0.1349193052996035,-0.541185011448037,-0.37373652761489917,0.0
2018-11-07,1.0,-0.3222188119088144,-0.41792460727140823,-0.13795027763051423,-0.5392728591757583,-0.3728898685789224,0.0
2018-11-08,1.0,-0.3201838696197242,-0.41782978130658865,-0.13564563309653155,-0.5391001532246831,-0.3731717509402424,0.0
2018-11-09,1.0,-0.320543899244894,-0.4179832260581237,-0.1355289921703029,-0.5389116442363956,-0.37340132073894505,0.0
2018-11-12,1.0,-0.32067451939104347,-0.407378597621958,-0.1351261251250139,-0.543449272141349,-0.37145793977108565,0.0
2018-11-13,1.0,-0.3219471488178025,-0.40856745479833106,-0.1326564673157163,-0.5470097357440891,-0.3714603616133519,0.0
2018-11-14,1.0,-0.32214279754123437,-0.4083386643673685,-0.1326732122493255,-0.5469640920090117,-0.37129029566378324,0.0
2018-11-15,1.0,-0.3221097703386532,-0.4083022854918535,-0.13215258855585832,-0.5476283156314297,-0.37021075460156816,0.0
2018-11-16,1.0,-0.32204614956908534,-0.4080066722268557,-0.1323603002502085,-0.5472616068946344,-0.37041979427300525,0.0
2018-11-19,1.0,-0.3220244716351502,-0.40867630700778645,-0.13083982202447164,-0.5482758620689656,-0.37102335928809793,0.0
2018-11-20,1.0,-0.3222478658621361,-0.4088368601062203,-0.12938297694853043,-0.5500097322247866,-0.37018602452520644,0.0
2018-11-21,1.0,-0.36005737033134294,-0.4671291417866761,-0.11617492096944153,-0.625951293759513,-0.3577742653085119,0.0
2018-11-23,1.0,-0.35960936814713024,-0.45878775474401334,-0.11900236835180258,-0.6283442004619748,-0.35811818367883985,0.0
2018-11-26,1.0,-0.3596149907843539,-0.46648722974752055,-0.11658523741259763,-0.6268394722214096,-0.35607501243380824,0.0
2018-11-27,1.0,-0.3579073226210959,-0.4687818961243475,-0.10999970837829168,-0.6259076725671459,-0.3535913213379604,0.0
2018-11-28,1.0,-0.3580239713044239,-0.4676737336327317,-0.11049546528243563,-0.626053483421306,-0.3539412673879444,0.0
2018-11-29,1.0,-0.34899426120224913,-0.4629876528896875,-0.1032693756883659,-0.6258477769404672,-0.357283635731262,0.0
2018-11-30,1.0,-0.34974641356325165,-0.46338211853354583,-0.10227503260397043,-0.6271265034053035,-0.35560063758875526,0.0
2018-12-03,1.0,-0.34972471747319617,-0.46345986670530276,-0.10179658070124602,-0.6271515502752826,-0.35557809330628803,0.0
2018-12-04,1.0,-0.35313598466141827,-0.4641373500275978,-0.09880022078261627,-0.6313511315109084,-0.35763878801963805,0.0
2018-12-06,1.0,-0.3388472032742156,-0.4151318781264211,-0.13025807185084132,-0.6272453387903593,-0.330718508412915,0.0
2018-12-07,1.0,-0.33542159068257543,-0.41825896289546377,-0.1252384884813623,-0.6313751174644759,-0.33730102229689324,0.0
2018-12-10,1.0,-0.3242089189265617,-0.41993043576619626,-0.12187879987557616,-0.6344484348047394,-0.3273477928908746,0.0
2018-12-11,1.0,-0.32590623762936155,-0.41882033591585144,-0.12345190295764294,-0.6344228920432055,-0.32497313804218747,0.0
2018-12-12,1.0,-0.32678167420814475,-0.4185803167420814,-0.1242364253393665,-0.6347285067873303,-0.32369909502262445,0.0
2018-12-13,1.0,-0.3263419735986658,-0.4173050286909575,-0.12510953444328238,-0.6349605676004184,-0.3230064731322611,0.0
2018-12-14,1.0,-0.32631251590285826,-0.41836532752820105,-0.12484803935427326,-0.6343049390743829,-0.32337225410647136,0.0
2018-12-17,1.0,-0.3240267622730994,-0.4180052508257347,-0.12232165542161873,-0.6329221127516022,-0.3257770375179968,0.0
2018-12-18,1.0,-0.32088041828301567,-0.412464159217406,-0.11840107944004047,-0.6330747174903019,-0.3262213976499691,0.0
2018-12-19,1.0,-0.32158317872603587,-0.4122954967110811,-0.11840107944004047,-0.6326530612244898,-0.3261370663968067,0.0
2018-12-20,1.0,-0.3168258592196297,-0.40449847343211676,-0.12697123329878715,-0.6310187389708972,-0.32172768269796365,0.0
2018-12-21,1.0,-0.31629116117850953,-0.4039246380052552,-0.12584558617990718,-0.6327779951920389,-0.3164868340135294,0.0
2018-12-24,1.0,-0.31019589266308134,-0.39713545294953606,-0.1282915819098838,-0.6314821523114219,-0.3194471535653579,0.0
2018-12-26,1.0,-0.3154821211114801,-0.40543008967120564,-0.1224676187313185,-0.6152994575445588,-0.30895051477914315,0.0
2018-12-27,1.0,-0.2907061589600843,-0.38840094046428664,-0.1261249087911791,-0.5803042996513796,-0.316920249709483,0.0
2018-12-28,1.0,-0.29090761662792586,-0.38821017352289316,-0.12616898210714092,-0.5804097518784799,-0.31715227850154065,0.0
2018-12-31,1.0,-0.2922174465439408,-0.3866136836698835,-0.12569945665396157,-0.5807585218825183,-0.3178979806990512,0.0
2019-01-02,1.0,-0.29237597769899054,-0.3871823324041246,-0.1274188746650789,-0.5819643292105334,-0.3174916777179355,0.0
2019-01-03,1.0,-0.2961316381577164,-0.3814416221637887,-0.15104773780801864,-0.5914500257529345,-0.2907370760931443,0.0
2019-01-04,1.0,-0.29395991332611054,-0.3819068255687974,-0.1504062838569881,-0.5917659804983749,-0.29052004333694476,0.0
2019-01-07,1.0,-0.2797215901485745,-0.3664569669388302,-0.16594833355641816,-0.5863472092089412,-0.2785704724936421,0.0
2019-01-08,1.0,-0.2796153949165707,-0.36810670380587623,-0.16549267482657953,-0.5858799582183893,-0.279240431743311,0.0
2019-01-09,1.0,-0.2791295270216012,-0.3657217805615782,-0.1655022886051554,-0.5857223159078134,-0.2806284964800985,0.0
2019-01-10,1.0,-0.27827835880933227,-0.3694556181281845,-0.1644945025475999,-0.5859479753285063,-0.28350764279967816,0.0
2019-01-11,1.0,-0.2788662837511407,-0.36703526759353694,-0.16455526329915723,-0.5870953889097643,-0.2864351280261957,0.0
2019-01-14,1.0,-0.2775330396475771,-0.36679381110991727,-0.16624583646717525,-0.5853121306543462,-0.2902922531427957,0.0
2019-01-15,1.0,-0.2786233926605997,-0.3659230624681216,-0.16576736195001476,-0.5845480658237363,-0.28965665351265735,0.0
2019-01-16,1.0,-0.2758380075682349,-0.3691258957086498,-0.16019430503743862,-0.5828614368911195,-0.29577842784681035,0.0
2019-01-17,1.0,-0.2749490288657581,-0.36565082090353046,-0.16520012876918125,-0.5823317952570018,-0.29450584826698145,0.0
2019-01-18,1.0,-0.27221054900059266,-0.36482409352944345,-0.1683368352998222,-0.580545229244114,-0.3079036689833522,0.0
2019-01-22,1.0,-0.2181309274708552,-0.3744123481616349,-0.0841598956493383,-0.8127123019647273,-0.22804967526291475,0.0
2019-01-23,1.0,-0.20687217963355622,-0.34140705703256674,-0.10813896591094438,-0.8140053281139563,-0.24797477301147172,0.0
