Date,IWF,IWM,JPS,MTUM,SPY,VLUE,VXX
2018-09-24,-0.10967460778617084,-0.30512783265543286,1.0,-0.0,-0.20867228355607204,-0.19233004067402673,0.0
2018-09-25,-0.10931681531670631,-0.3054803727452725,1.0,-0.0,-0.20893353435904885,-0.19276670723510925,0.0
2018-09-26,-0.10824526620223003,-0.30516397766338654,1.0,-0.0,-0.2096876875784419,-0.19584553540571512,0.0
2018-09-27,-0.11506979463567929,-0.2991485785281005,1.0,-0.0,-0.21386026456186508,-0.1990060659212161,0.0
2018-09-28,-0.11974793775605815,-0.2995903069941761,1.0,-0.0,-0.2166228803439217,-0.20122724182910476,0.0
2018-10-01,-0.12067507445674157,-0.29898518218921205,1.0,-0.0,-0.2173769165716807,-0.2014008898040225,0.0
2018-10-02,-0.11926181811464358,-0.31343173295402066,1.0,-0.0,-0.21545083405685997,-0.1991391572608206,0.0
2018-10-03,-0.11977144125152556,-0.3158770664595584,1.0,-0.0,-0.21522615481341764,-0.19832464218351267,0.0
2018-10-04,-0.1194750869919301,-0.3172799289257422,1.0,-0.0,-0.21481454060857333,-0.19932257348041757,0.0
2018-10-05,-0.12061241113744077,-0.31975710900473936,1.0,-0.0,-0.21362188981042657,-0.19733042061611375,0.0
2018-10-08,-0.11871048837295278,-0.3175163591999704,1.0,-0.0,-0.21553477023180154,-0.19673555399460238,0.0
2018-10-09,-0.12293214279098201,-0.3194272058687316,1.0,-0.0,-0.21529797521350105,-0.19484633482151126,0.0
2018-10-10,-0.12183259388516586,-0.3214835991015241,1.0,-0.0,-0.21548571534648872,-0.19755332380404314,0.0
2018-10-11,-0.1008447538249583,-0.3135015589877456,1.0,-0.0,-0.20375607280110217,-0.19467406279457616,0.0
2018-10-12,-0.10664592052079981,-0.309099688807812,1.0,-0.0,-0.19166934935794258,-0.1810458919054262,0.0
2018-10-15,-0.10080450953459746,-0.31317005297989614,1.0,-0.0,-0.18967516366685097,-0.180203000410282,0.0
2018-10-16,-0.09816202712348324,-0.31768379728765167,1.0,-0.0,-0.1890613847251963,-0.17955032119914346,0.0
2018-10-17,-0.09098922797552936,-0.303626522804605,1.0,-0.0,-0.18663281676980306,-0.1817668940956612,0.0
2018-10-18,-0.0912505952275974,-0.3044390751485864,1.0,-0.0,-0.18613428334597273,-0.18181337189820285,0.0
2018-10-19,-0.08265995032707175,-0.29721551754293907,1.0,-0.0,-0.18749781369153812,-0.18167348794906776,0.0
2018-10-22,-0.08247747353687342,-0.2921879100691103,1.0,-0.0,-0.1905520076983641,-0.18442830898434084,0.0
2018-10-23,-0.08642797085201794,-0.29323150224215244,1.0,-0.0,-0.18839335762331838,-0.183628783632287,0.0
2018-10-24,-0.08569280005596264,-0.2914954268026092,1.0,-0.0,-0.18796453367377275,-0.18364491701789057,0.0
2018-10-25,-0.07429928091960304,-0.2742412079184245,1.0,-0.0,-0.18820776470186343,-0.17128119288776536,0.0
2018-10-26,-0.0661830754368422,-0.2688846329847635,1.0,-0.0,-0.1919224446214599,-0.1678389234445706,0.0
2018-10-29,-0.06223197703866283,-0.26940739490123244,1.0,-0.0,-0.18921154820192468,-0.16748269458044907,0.0
2018-10-30,-0.06686955786626088,-0.26998055626003886,1.0,-0.0,-0.1896187336207625,-0.1642911488714177,0.0
2018-10-31,-0.06719227457667179,-0.2682457413941553,1.0,-0.0,-0.1891513176776459,-0.16365877129302922,0.0
2018-11-01,-0.06698855387108756,-0.2683931525812878,1.0,-0.0,-0.1891481243880204,-0.1636728905696053,0.0
2018-11-02,-0.06881883144178226,-0.259302227826818,1.0,-0.0,-0.19140815468684322,-0.16183270281630938,0.0
2018-11-05,-0.06572216987481491,-0.2687441109166779,1.0,-0.0,-0.19292636963252122,-0.1552025844662808,0.0
2018-11-06,-0.06701213049110823,-0.26966367750727666,1.0,-0.0,-0.19198479061863824,-0.1538099163820516,0.0
2018-11-07,-0.06694701429772919,-0.26962153069806555,1.0,-0.0,-0.19177460050462572,-0.15372582001682084,0.0
2018-11-08,-0.061303707669656,-0.2690235577566591,1.0,-0.0,-0.18886360594297952,-0.15396198634720923,0.0
2018-11-09,-0.0609888730862545,-0.26902032962436206,1.0,-0.0,-0.1892913912825232,-0.1539195181126077,0.0
2018-11-12,-0.06078067845868618,-0.2667401580063804,1.0,-0.0,-0.18962435903859967,-0.15311252526264804,0.0
2018-11-13,-0.05236581570146684,-0.2642131055263071,1.0,-0.0,-0.18891758551041357,-0.15007781199298034,0.0
2018-11-14,-0.05307257944327609,-0.2638228816506317,1.0,-0.0,-0.18915696567255624,-0.14987828909238435,0.0
2018-11-15,-0.052845730164243536,-0.2637324467821168,1.0,-0.0,-0.18933492118625847,-0.14810036553697548,0.0
2018-11-16,-0.05070920229190404,-0.2591271610442364,1.0,-0.0,-0.189412328065917,-0.15197899638381138,0.0
2018-11-19,-0.052590720644830946,-0.25874172076045127,1.0,-0.0,-0.18857671407099086,-0.15180945774077928,0.0
2018-11-20,-0.04173101567377518,-0.2558078401734959,1.0,-0.0,-0.18892320835934676,-0.15649130877665693,0.0
2018-11-21,-0.03971885699236239,-0.2572754806426126,1.0,-0.0,-0.18973860942849619,-0.15930339741901503,0.0
2018-11-23,-0.04044607464184088,-0.2509005378554863,1.0,-0.0,-0.19308518512426598,-0.16038620326660855,0.0
2018-11-26,-0.04015258640534052,-0.2525568088394883,1.0,-0.0,-0.19214706172514714,-0.15941004307935147,0.0
2018-11-27,-0.03827806101539319,-0.252717168571007,1.0,-0.0,-0.19053786003508139,-0.15778429861805543,0.0
2018-11-28,-0.03889353468772033,-0.2506763736534015,1.0,-0.0,-0.19161460639152605,-0.15849279354616555,0.0
2018-11-29,-0.02844774273345702,-0.24660677668196465,1.0,-0.0,-0.19125736418969502,-0.16113335286267616,0.0
2018-11-30,-0.02897321282912983,-0.24870305719599337,1.0,-0.0,-0.19478612679043364,-0.15891219941923065,0.0
2018-12-03,-0.029841965059079243,-0.24912974554249945,1.0,-0.0,-0.19557436794195032,-0.1597345928189707,0.0
2018-12-04,-0.029621278959579125,-0.2490932261542986,1.0,-0.0,-0.19553638532170045,-0.1595758585759566,0.0
2018-12-06,-0.028588388173198784,-0.2320119358927053,1.0,-0.0,-0.1934609275985433,-0.15022540227487846,0.0
2018-12-07,-0.02153225806451613,-0.23574193548387098,1.0,-0.0,-0.19751612903225807,-0.15811290322580646,0.0
2018-12-10,-0.01584478836233138,-0.23594155532058064,1.0,-0.0,-0.19677016245313853,-0.1535454516325419,0.0
2018-12-11,-0.01512723543362605,-0.23628293058137298,1.0,-0.0,-0.1966059867957182,-0.1544452278700083,0.0
2018-12-12,-0.012667588335530335,-0.23851396971353248,1.0,-0.0,-0.1977944249750828,-0.1585859884898563,0.0
2018-12-13,-0.012712545401947864,-0.23793834977982062,1.0,-0.0,-0.19817749349104818,-0.15830413680048858,0.0
2018-12-14,-0.013705893694967542,-0.23533003406388586,1.0,-0.0,-0.19951475030528953,-0.1582524583842149,0.0
2018-12-17,-0.014523288728769944,-0.23579837879567678,1.0,-0.0,-0.20136387030365416,-0.15665208440555842,0.0
2018-12-18,-0.01673204316476505,-0.24438874330636892,1.0,-0.0,-0.20786471133970277,-0.1586288839336578,0.0
2018-12-19,-0.014461127577109729,-0.24526919193564145,1.0,-0.0,-0.20939321890369017,-0.15939810441976351,0.0
2018-12-20,-0.01367862532249428,-0.23974103100812927,1.0,-0.0,-0.21192944879845527,-0.15726362589040874,0.0
2018-12-21,-0.012590075671771637,-0.24361057763332838,1.0,-0.0,-0.21611595344790793,-0.16913707916810294,0.0
2018-12-24,-0.0052067181353746715,-0.23542853412114187,1.0,-0.0,-0.21440579757455072,-0.1771589926061338,0.0
2018-12-26,-0.005050167224080268,-0.2747157190635452,1.0,-0.0,-0.2103511705685619,-0.18212374581939803,0.0
2018-12-27,-0.004597624560643667,-0.27217604237810467,1.0,-0.0,-0.20650996984891137,-0.18252236344555312,0.0
2018-12-28,-0.004664723032069971,-0.27203665139525196,1.0,-0.0,-0.20661391087047065,-0.18265722615576846,0.0
2018-12-31,-0.0,-0.2881716436806834,1.0,-0.0,-0.2130184506828272,-0.18690389777005015,0.0
2019-01-02,-0.0,-0.28777221125786484,1.0,-0.0,-0.21203380395728963,-0.18701820083329115,0.0
2019-01-03,-0.0,-0.2883972301976018,1.0,-0.0,-0.20954230704272928,-0.19096436412768114,0.0
2019-01-04,-0.0,-0.2889875098761074,1.0,-0.0,-0.20093465799250257,-0.19113419738766452,0.0
2019-01-07,-0.0,-0.2743428789108435,1.0,-0.0,-0.1997946237805787,-0.1821223313513424,0.0
2019-01-08,-0.0,-0.2818839976699675,1.0,-0.0,-0.1974369643005742,-0.18498793376050596,0.0
2019-01-09,-0.0,-0.2802514928228073,1.0,-0.0,-0.197252208047105,-0.18580861928444303,0.0
2019-01-10,-0.0,-0.27902839662166656,1.0,-0.0,-0.1983607102480548,-0.18517656447429673,0.0
2019-01-11,-0.0,-0.26996457026896653,1.0,-0.0,-0.20045243600192952,-0.1929506478817013,0.0
2019-01-14,-0.0,-0.2654693581370803,1.0,-0.0,-0.19181674252919056,-0.1919156936473382,0.0
2019-01-15,-0.0,-0.26254533465215957,1.0,-0.0,-0.1934882954170788,-0.1925156610616551,0.0
2019-01-16,-0.0,-0.2668785403767619,1.0,-0.0,-0.19007706494533,-0.18973126070346463,0.0
