Date,IWF,IWM,MTUM,SPY,VLUE,VXX,YELP
2018-09-24,-0.9664906447617184,-1.765760479822674,-0.5156789882000131,-1.1949279614055677,-1.0764717387052611,0.0,1.0
2018-09-25,-0.9667579194368401,-1.7648285751531743,-0.5164906791813323,-1.1942380393690522,-1.0756746186937818,0.0,1.0
2018-09-26,-0.9699758501403302,-1.769336205208537,-0.5210495398472684,-1.1952222439788525,-1.0714705306442138,0.0,1.0
2018-09-27,-0.9706553635474406,-1.763873492011738,-0.5221388979458755,-1.1940658624062603,-1.070231496576459,0.0,1.0
2018-09-28,-0.9698135350110836,-1.7637240839744426,-0.5224931542574,-1.193636719259356,-1.0700221671665144,0.0,1.0
2018-10-01,-0.9731052940792481,-1.763300476532411,-0.5228148051439389,-1.1968144134734644,-1.0718062536719108,0.0,1.0
2018-10-02,-0.9732271124461278,-1.766553480475382,-0.5226590048321798,-1.1961603761264203,-1.0714378999608203,0.0,1.0
2018-10-03,-0.9725902238465052,-1.762318083926124,-0.5224825425830452,-1.1963062063564576,-1.072440122691379,0.0,1.0
2018-10-04,-0.9743740219092333,-1.7561293688054251,-0.5230829420970267,-1.1982916014606155,-1.0688575899843507,0.0,1.0
2018-10-05,-0.9551502563769715,-1.7483611345492307,-0.5016550918413708,-1.2065294995781137,-1.078925163886545,0.0,1.0
2018-10-08,-0.9513237102725095,-1.7426370638876305,-0.49679590912033145,-1.2065505857984338,-1.0756035989384427,0.0,1.0
2018-10-09,-0.9533000842023448,-1.7440896431116006,-0.4997085303452296,-1.2060366604054666,-1.073968521277285,0.0,1.0
2018-10-10,-0.953226224410469,-1.7452060119201867,-0.49902824565949727,-1.2064006219227779,-1.0745011661052086,0.0,1.0
2018-10-11,-0.8708250249252244,-1.732240777666999,-0.3945039880358923,-1.1672482552342969,-1.0665503489531405,0.0,1.0
2018-10-12,-0.8890536199654064,-1.7339387200395355,-0.3855324932048431,-1.139300716580183,-1.0295898196194713,0.0,1.0
2018-10-15,-0.8701834297673273,-1.7611104271820754,-0.3579342607411055,-1.1362796996183675,-1.0297919487873939,0.0,1.0
2018-10-16,-0.8671961581086073,-1.773365349094939,-0.3491565078192341,-1.136928949636744,-1.0302302672084718,0.0,1.0
2018-10-17,-0.8370576156540644,-1.7138543302331197,-0.3170672786568426,-1.13026935620244,-1.0411281555743446,0.0,1.0
2018-10-18,-0.8366545893719808,-1.7132850241545896,-0.31714975845410626,-1.1306159420289856,-1.0409420289855074,0.0,1.0
2018-10-19,-0.8184374252213448,-1.7004067958841826,-0.29737975592246946,-1.1303541517109357,-1.0356544627901412,0.0,1.0
2018-10-22,-0.8216293815049648,-1.6908122981217848,-0.28837181481038404,-1.1380547912429717,-1.042648642182079,0.0,1.0
2018-10-23,-0.8250852731733589,-1.6908024654419245,-0.29513494105678895,-1.1332056729100592,-1.0398539883908802,0.0,1.0
2018-10-24,-0.8266148325358852,-1.6880980861244022,-0.28462918660287084,-1.1369617224880384,-1.0446172248803829,0.0,1.0
2018-10-25,-0.7693148478398434,-1.609791175286199,-0.26238278778116547,-1.1277685094632686,-0.9834320888224126,0.0,1.0
2018-10-26,-0.7483379737485085,-1.590431274504233,-0.23501335303142223,-1.1367123131996135,-0.9716461162566056,0.0,1.0
2018-10-29,-0.7262860373092143,-1.607914075749011,-0.21243640474844547,-1.1268513284341435,-0.979366873940079,0.0,1.0
2018-10-30,-0.718813559322034,-1.6084745762711865,-0.20711864406779662,-1.1280225988700565,-0.9873446327683616,0.0,1.0
2018-10-31,-0.7207192068559907,-1.5766537836778134,-0.20741612053996528,-1.1207640172520024,-0.975690360163558,0.0,1.0
2018-11-01,-0.713414975116032,-1.5835709892076275,-0.1995190963484874,-1.120169993848907,-0.9752837890734218,0.0,1.0
2018-11-02,-0.721370654226369,-1.5440408752638008,-0.190880817505276,-1.12990114406309,-0.9674552926802177,0.0,1.0
2018-11-05,-0.7199400466303986,-1.5467414233374042,-0.19085155989785724,-1.1293993560564006,-0.9642500277561896,0.0,1.0
2018-11-06,-0.7215161773683334,-1.547366668516566,-0.19046561962373054,-1.127920528331206,-0.9623730506687387,0.0,1.0
2018-11-07,-0.7210231371025911,-1.5476890639738115,-0.19014592465183378,-1.1277256838484158,-0.9619930089330301,0.0,1.0
2018-11-08,-0.6897635191003804,-1.5642467339176453,-0.14993660768425116,-1.126509012733587,-0.9819194090733698,0.0,1.0
2018-11-09,-0.6933149171270718,-1.5676243093922653,-0.149060773480663,-1.1289502762430939,-0.9859668508287294,0.0,1.0
2018-11-12,-0.8480987719183031,-1.8645169764234584,-0.22873842516582388,-1.3583108951205098,-1.2676167334340318,0.0,1.0
2018-11-13,-0.8380020249746878,-1.942963212959838,-0.16922038474519066,-1.4553493081336482,-1.344313196085049,0.0,1.0
2018-11-14,-0.8380129589632831,-1.9428320734341253,-0.1691414686825054,-1.4553185745140391,-1.344154967602592,0.0,1.0
2018-11-15,-0.8365585597734475,-1.9437664351695771,-0.1658013620120019,-1.4555323309284607,-1.3409749848290742,0.0,1.0
2018-11-16,-0.8311505138021358,-1.9286050104103702,-0.1605211901403721,-1.451541406407415,-1.3445496675397945,0.0,1.0
2018-11-19,-0.831945190757657,-1.9269210102095649,-0.16603976356797417,-1.4489521762493283,-1.3429607737775389,0.0,1.0
2018-11-20,-0.7940217029492044,-1.9207110045935687,-0.12136342453897875,-1.4555622129019372,-1.3657546102123692,0.0,1.0
2018-11-21,-0.8005686702373868,-1.9139059710374924,-0.12669443893407392,-1.4518283409376447,-1.319513324075911,0.0,1.0
2018-11-23,-0.8029279279279279,-1.8903020667726549,-0.13467143614202437,-1.46853471118177,-1.3278351881293056,0.0,1.0
2018-11-26,-0.8024241621406808,-1.8974036296198171,-0.13246787653993908,-1.4660219896675057,-1.3250761690290103,0.0,1.0
2018-11-27,-0.7927904223128537,-1.898171293250888,-0.11498487041178793,-1.4573082489146165,-1.3148269964478358,0.0,1.0
2018-11-28,-0.7925360363325216,-1.9053511485552557,-0.11393404857500163,-1.4557361943000064,-1.314421114987165,0.0,1.0
2018-11-29,-0.7544110015568242,-1.8848598858329009,-0.07660871821484172,-1.4509600415153088,-1.3199922158796058,0.0,1.0
2018-11-30,-0.7635841170323928,-1.9007314524555905,-0.07053291536050157,-1.4704153605015673,-1.3256269592476488,0.0,1.0
2018-12-03,-0.7631613324624428,-1.9051600261267143,-0.061463096015676025,-1.4739386022207706,-1.3280209013716524,0.0,1.0
2018-12-04,-0.7559927045336113,-1.9062662845231895,-0.058103178738926536,-1.469645648775404,-1.3237363210005213,0.0,1.0
2018-12-06,-0.7095250094494141,-1.7952626937129899,-0.09543908277686784,-1.4436814917475118,-1.2556381504346732,0.0,1.0
2018-12-07,-0.715988647114475,-1.7955849889624724,-0.10059918006937874,-1.4444023967202775,-1.2505834121728163,0.0,1.0
2018-12-10,-0.6756807629564563,-1.824570209562053,-0.0723428284602836,-1.4646128748901996,-1.2371062868615887,0.0,1.0
2018-12-11,-0.6886317907444669,-1.8209255533199198,-0.08205482897384307,-1.4707620724346078,-1.225414989939638,0.0,1.0
2018-12-12,-0.6896616777763803,-1.8203999496918628,-0.08325996729971073,-1.471009935857125,-1.2241856370267892,0.0,1.0
2018-12-13,-0.6873232354974546,-1.812645339702093,-0.08710954685437748,-1.4769656212683049,-1.2209163471811952,0.0,1.0
2018-12-14,-0.6896356783919597,-1.7922738693467335,-0.0975502512562814,-1.483040201005025,-1.2189070351758793,0.0,1.0
2018-12-17,-0.6708559994997811,-1.795097855311699,-0.07690864753329582,-1.469893078221722,-1.2400425186018884,0.0,1.0
2018-12-18,-0.6557641082822276,-1.7787276218794525,-0.05934460756984452,-1.4629251068574616,-1.2378740011150344,0.0,1.0
2018-12-19,-0.6545037789617147,-1.7790856151654069,-0.05965803493990831,-1.4635113368851442,-1.2383223887994053,0.0,1.0
2018-12-20,-0.6381863047501543,-1.7504009870450339,-0.0876002467612585,-1.4670573719925972,-1.2257865515114126,0.0,1.0
2018-12-21,-0.6316821971554685,-1.7515326140264837,-0.07871505640019619,-1.468734673859735,-1.1997915644923982,0.0,1.0
2018-12-24,-0.5988220292671079,-1.7189871880502763,-0.08349019369724937,-1.4562511385026413,-1.2144635375554071,0.0,1.0
2018-12-26,-0.6046371211206377,-1.747554643159039,-0.06134524815843498,-1.4273034657650043,-1.1970776476270981,0.0,1.0
