Date,ANAT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.16541296445880452,-0.5060834006462035,-0.015650242326332792,-0.4069820274636511,-0.4300535137318255,0.0
2018-09-25,1.0,-0.1652865438020702,-0.5063367836404948,-0.015374905326937641,-0.4072203988891694,-0.43039636455440544,0.0
2018-09-26,1.0,-0.16478206976803017,-0.5067162480078925,-0.012041182869140675,-0.40960259037211305,-0.4365181756090157,0.0
2018-09-27,1.0,-0.1643204375126595,-0.5091654851124164,-0.011545472959287017,-0.4099655661332794,-0.43690500303828234,0.0
2018-09-28,1.0,-0.16443420352973945,-0.5091028789912136,-0.011799559415592636,-0.40989542450560856,-0.43683690780644674,0.0
2018-10-01,1.0,-0.1641208805127036,-0.5100438229855359,-0.012108316234769613,-0.40975758036324944,-0.43708995111077337,0.0
2018-10-02,1.0,-0.16406547392462884,-0.5206445882502221,-0.009288161400837457,-0.40839994924501966,-0.43535084380154804,0.0
2018-10-03,1.0,-0.16418781725888323,-0.5209644670050761,-0.009517766497461928,-0.4082741116751269,-0.43512690355329947,0.0
2018-10-04,1.0,-0.16610427502219968,-0.5175440822022073,-0.009970823290625397,-0.41055435747811747,-0.432956996067487,0.0
2018-10-05,1.0,-0.1577350859453994,-0.5135237613751263,-0.0020980788675429725,-0.4152932254802831,-0.43915571284125376,0.0
2018-10-08,1.0,-0.15677859126483212,-0.512168644281747,-0.0006311537490532694,-0.416208028275688,-0.4388285786417571,0.0
2018-10-09,1.0,-0.1532826432919898,-0.512365170384217,-0.0,-0.41821810190213965,-0.4422158789501604,0.0
2018-10-10,1.0,-0.1562397310482546,-0.511716084022143,-0.0,-0.4204645989737367,-0.439321554055762,0.0
2018-10-11,1.0,-0.10471204188481675,-0.5069890348710856,-0.0,-0.40687049293687644,-0.4510767559024005,0.0
2018-10-12,1.0,-0.09814540059347182,-0.5101384767556875,-0.0,-0.40984174085064295,-0.4546983184965381,0.0
2018-10-15,1.0,-0.0634865395610132,-0.5526361579954759,-0.0,-0.40828755375475406,-0.4613835790101668,0.0
2018-10-16,1.0,-0.06236174284791092,-0.5543707901473914,-0.0,-0.4078741331742599,-0.460940024358114,0.0
2018-10-17,1.0,-0.06680030067652218,-0.5658481583563016,-0.0,-0.411425707842646,-0.4615635179153095,0.0
2018-10-18,1.0,-0.06585984382454113,-0.5643156652522159,-0.0,-0.4170035403118487,-0.46368041780701535,0.0
2018-10-19,1.0,-0.06039258943568402,-0.5651934117175161,-0.0,-0.4172328210784928,-0.46413798290255454,0.0
2018-10-22,1.0,-0.06067973331996591,-0.5620833124467391,-0.0,-0.41844202716928164,-0.4651862248734272,0.0
2018-10-23,1.0,-0.06117334536250408,-0.5620379420093727,-0.0,-0.4179635616369697,-0.46492744906398015,0.0
2018-10-24,1.0,-0.059927254483883106,-0.5649567289602409,-0.0,-0.4185626489401731,-0.4650194406120657,0.0
2018-10-25,1.0,-0.04247731018028876,-0.5449000172172074,-0.0,-0.4206655680448631,-0.45153356125636424,0.0
2018-10-26,1.0,-0.03955009924281409,-0.5411061285500747,-0.0,-0.4209365581121811,-0.4488715724472543,0.0
2018-10-29,1.0,-0.01819649277276396,-0.5546750800988088,-0.0,-0.41404358353510895,-0.45885000122288255,0.0
2018-10-30,1.0,-0.021632732967893503,-0.5549383320281911,-0.0,-0.41420321064996085,-0.45636746280344553,0.0
2018-10-31,1.0,-0.024466841951504528,-0.5432369266725094,-0.0,-0.41318531502580585,-0.4536468984321745,0.0
2018-11-01,1.0,-0.02119066734788215,-0.545483298056103,-0.0,-0.41279225360679267,-0.45347054959492006,0.0
2018-11-02,1.0,-0.02444282945736434,-0.5298934108527131,-0.0,-0.4174176356589147,-0.45070251937984496,0.0
2018-11-05,1.0,-0.020551597111143426,-0.5418302554408414,-0.0,-0.41907808637487276,-0.44210169162910185,0.0
2018-11-06,1.0,-0.023943388910430397,-0.5443728189220628,-0.0,-0.4166828227995347,-0.43839666537417604,0.0
2018-11-07,1.0,-0.024044404585888454,-0.544440943355067,-0.0,-0.416874712170056,-0.438495285648496,0.0
2018-11-08,1.0,-0.007777884800616451,-0.5458004238104411,-0.0,-0.41186669235214796,-0.4425688691966866,0.0
2018-11-09,1.0,-0.006489590118453114,-0.5473209331499843,-0.0,-0.4152613929700128,-0.44341511664374805,0.0
2018-11-12,1.0,-0.005775756263085697,-0.5417418718263423,-0.0,-0.4169133395904026,-0.44213414193921013,0.0
2018-11-13,1.0,-0.0,-0.5382059006359681,-0.0,-0.4141921292975661,-0.4384354229426672,0.0
2018-11-14,1.0,-0.0,-0.537904324750771,-0.0,-0.4144493055057496,-0.43833225752468385,0.0
2018-11-15,1.0,-0.0,-0.53786430960344,-0.0,-0.4145007166746297,-0.4365504061156235,0.0
2018-11-16,1.0,-0.0,-0.5304316718340091,-0.0,-0.41335559265442406,-0.44113999523014547,0.0
2018-11-19,1.0,-0.0,-0.5340615119287151,-0.0,-0.4176247963974322,-0.4436380185877168,0.0
2018-11-20,1.0,-0.0,-0.5204763495775858,-0.0,-0.4097417784353969,-0.4563028017755716,0.0
2018-11-21,1.0,-0.0,-0.5181889371396028,-0.0,-0.4085569872570655,-0.4462400037967775,0.0
2018-11-23,1.0,-0.0,-0.5076262542401024,-0.0,-0.41558934459283153,-0.44886970135446075,0.0
2018-11-26,1.0,-0.0,-0.5096867515591283,-0.0,-0.41414716274216884,-0.4474638969908231,0.0
2018-11-27,1.0,-0.0,-0.5104417670682732,-0.0,-0.40888258918025044,-0.4430900070871722,0.0
2018-11-28,1.0,-0.0,-0.5159696446724509,-0.0,-0.4064398685548122,-0.4417125700371168,0.0
2018-11-29,1.0,-0.0,-0.5094756642370092,-0.0,-0.4013637432400658,-0.4404185280978133,0.0
2018-11-30,1.0,-0.0,-0.5102650330409426,-0.0,-0.40302894903934344,-0.43837452672671257,0.0
2018-12-03,1.0,-0.0,-0.5105197583394062,-0.0,-0.40250123416159295,-0.43776299395848517,0.0
2018-12-04,1.0,-0.0,-0.5124451638632792,-0.0,-0.3978698946676989,-0.4356159241795106,0.0
2018-12-06,1.0,-0.0,-0.47393942179528425,-0.0,-0.4026060578204716,-0.4215424920715172,0.0
2018-12-07,1.0,-0.0,-0.47423629002576373,-0.0,-0.4021439087228561,-0.42395104895104896,0.0
2018-12-10,1.0,-0.0,-0.47373345504335923,-0.0,-0.3967366499315381,-0.411592879963487,0.0
2018-12-11,1.0,-0.0,-0.4741359631100762,-0.0,-0.39503720951467836,-0.41361913893074004,0.0
2018-12-12,1.0,-0.0,-0.47422374429223746,-0.0,-0.3947488584474886,-0.41413242009132417,0.0
2018-12-13,1.0,-0.0,-0.47268744580842426,-0.0,-0.39579245196915075,-0.413270661251312,0.0
2018-12-14,1.0,-0.0,-0.4718109014579388,-0.0,-0.39644983914759635,-0.41333363754591707,0.0
2018-12-17,1.0,-0.0,-0.4695697677064137,-0.0,-0.38152117034104616,-0.4240666166132005,0.0
2018-12-18,1.0,-0.0,-0.4669662513333787,-0.0,-0.379088082431175,-0.423503778852046,0.0
2018-12-19,1.0,-0.0,-0.4675693482063748,-0.0,-0.3797623645409728,-0.42454051843605883,0.0
2018-12-20,1.0,-0.0,-0.459712099950206,-0.0,-0.3825087139559097,-0.4211217237789145,0.0
2018-12-21,1.0,-0.0,-0.4593826798638198,-0.0,-0.3822514824250896,-0.41300475728812036,0.0
2018-12-24,1.0,-0.0,-0.45367706553987236,-0.0,-0.3784275824867392,-0.4154679492942551,0.0
2018-12-26,1.0,-0.0,-0.45392935685112873,-0.0,-0.3759929985189175,-0.4141420941609443,0.0
2018-12-27,1.0,-0.0,-0.45061700795850845,-0.0,-0.3712554770633998,-0.4136859518912635,0.0
2018-12-28,1.0,-0.0,-0.44999775371759737,-0.0,-0.3765218563277775,-0.4197627925782829,0.0
2018-12-31,1.0,-0.0,-0.4508795183429559,-0.0,-0.3762496349381079,-0.4194055669130366,0.0
2019-01-02,1.0,-0.0,-0.45206003465268557,-0.0,-0.37838932517270085,-0.41972502868972345,0.0
2019-01-03,1.0,-0.0,-0.45286760563380285,-0.0,-0.3941633802816902,-0.40649014084507046,0.0
2019-01-04,1.0,-0.0,-0.4532018597965005,-0.0,-0.3863794613777768,-0.40654971811055457,0.0
2019-01-07,1.0,-0.0,-0.4415359317363673,-0.0,-0.3823830051997689,-0.398204524243367,0.0
2019-01-08,1.0,-0.0,-0.4295766831672179,-0.0,-0.39312748340695686,-0.39710093453794754,0.0
2019-01-09,1.0,-0.0,-0.4278804552816667,-0.0,-0.39293559051274657,-0.39792771405116373,0.0
2019-01-10,1.0,-0.0,-0.4290091250194268,-0.0,-0.39253124930618777,-0.3986812015719012,0.0
2019-01-11,1.0,-0.0,-0.4332248998650114,-0.0,-0.38863440217752104,-0.3910907521742017,0.0
2019-01-14,1.0,-0.0,-0.4325877464415171,-0.0,-0.3869684378039077,-0.3906816373441782,0.0
2019-01-15,1.0,-0.0,-0.42964763061968403,-0.0,-0.3880039765823484,-0.3915387164475864,0.0
2019-01-16,1.0,-0.0,-0.42842319070958623,-0.0,-0.3811542367642513,-0.39822051485848015,0.0
2019-01-17,1.0,-0.0,-0.42935082720385215,-0.0,-0.38095553641243124,-0.3985156715923398,0.0
2019-01-18,1.0,-0.0,-0.4208774382531123,-0.0,-0.38077802188047843,-0.41746000044382314,0.0
2019-01-22,1.0,-0.0,-0.41336877760150925,-0.0,-0.32122797238777173,-0.40920979290828796,0.0
2019-01-23,1.0,-0.0,-0.39896528776592316,-0.0,-0.32887534078955843,-0.4188652512719232,0.0
2019-01-24,1.0,-0.0,-0.4032863547632838,-0.0,-0.32050539502756503,-0.4213484351202352,0.0
2019-01-25,1.0,-0.0,-0.3974056097246682,-0.0,-0.3044542760190714,-0.44583565998024144,0.0
2019-01-28,1.0,-0.0,-0.387249317541861,-0.0,-0.31908948262149905,-0.44313565333276017,0.0
2019-01-29,1.0,-0.0,-0.3900479126828954,-0.0,-0.30874675031691123,-0.44975613948391807,0.0
2019-01-30,1.0,-0.0,-0.3876933639425862,-0.0,-0.30393271685725937,-0.45388229741037134,0.0
2019-01-31,1.0,-0.0,-0.390665866312224,-0.0,-0.28338978690562966,-0.46975088967971534,0.0
2019-02-01,1.0,-0.0,-0.3912865924429351,-0.0,-0.2927180501225122,-0.4653312126552895,0.0
2019-02-04,1.0,-0.0,-0.389057554421549,-0.0,-0.2893223951941089,-0.4747970630665547,0.0
2019-02-05,1.0,-0.0,-0.3711275932494894,-0.0,-0.2858647748038267,-0.4928302698054391,0.0
2019-02-06,1.0,-0.0,-0.369259586195018,-0.0,-0.2933451030206472,-0.49036536267143194,0.0
2019-02-07,1.0,-0.0,-0.36623113847213556,-0.0,-0.2919473922121532,-0.49437113890264117,0.0
2019-02-08,1.0,-0.0,-0.3645554884884022,-0.0,-0.30007760627748553,-0.49109683538846255,0.0
2019-02-11,1.0,-0.0,-0.3584661225547351,-0.0,-0.30349354406874807,-0.4972146651120612,0.0
2019-02-12,1.0,-0.0,-0.3659607605615523,-0.0,-0.30733954876808933,-0.48984403729260856,0.0
2019-02-13,1.0,-0.0,-0.36540288453234304,-0.0,-0.3070645133431212,-0.48659210639951633,0.0
2019-02-14,1.0,-0.0,-0.3671561217879507,-0.0,-0.305160872381775,-0.4870438350248326,0.0
2019-02-15,1.0,-0.0,-0.37155636222207816,-0.0,-0.3035803029320888,-0.48557723471835096,0.0
2019-02-19,1.0,-0.0,-0.35802761681135686,-0.0,-0.314512828245837,-0.4816785506559531,0.0
2019-02-20,1.0,-0.0,-0.36378060336278895,-0.0,-0.3212278807377862,-0.5186540029529078,0.0
2019-02-21,1.0,-0.0,-0.3493047892297506,-0.0,-0.32871330832045903,-0.5290222908850143,0.0
2019-02-22,1.0,-0.0,-0.34558612624936563,-0.0,-0.33484102994064824,-0.5259581228074046,0.0
2019-02-25,1.0,-0.0,-0.34009961261759825,-0.0,-0.3417819590481461,-0.531732152739347,0.0
2019-02-26,1.0,-0.0,-0.34384892962298824,-0.0,-0.3411259436364039,-0.5288127338336543,0.0
2019-02-27,1.0,-0.0,-0.36172108146630444,-0.0,-0.33401630216916844,-0.5313571778539932,0.0
2019-02-28,1.0,-0.0,-0.35901548056576454,-0.0,-0.33204143000334113,-0.5363626239002116,0.0
2019-03-01,1.0,-0.0,-0.35890526878368145,-0.0,-0.3348995679864606,-0.5330690776288246,0.0
2019-03-04,1.0,-0.0,-0.35074131445009954,-0.0,-0.34609426864350523,-0.5160433724275282,0.0
2019-03-05,1.0,-0.0,-0.35942816739581956,-0.0,-0.33324495116885416,-0.5168809934155287,0.0
2019-03-06,1.0,-0.0,-0.3615117845861589,-0.0,-0.33034392878443153,-0.5170639040445318,0.0
2019-03-07,1.0,-0.0,-0.3512696626734617,-0.0,-0.3311271427625918,-0.5237717033997397,0.0
2019-03-08,1.0,-0.0,-0.34603350715632974,-0.0,-0.34159547320537004,-0.5313658049484079,0.0
2019-03-11,1.0,-0.0,-0.34339479101405174,-0.0,-0.3528819475521346,-0.5412601807929831,0.0
2019-03-12,1.0,-0.0,-0.3275071890726096,-0.0,-0.36044212796549246,-0.558635873472322,0.0
2019-03-13,1.0,-0.0,-0.3380354922572623,-0.0,-0.36170453260992425,-0.5609133039448401,0.0
2019-03-14,1.0,-0.0,-0.33716077511335696,-0.0,-0.3634866565904938,-0.5552347221908908,0.0
2019-03-15,1.0,-0.0,-0.33568568908190266,-0.0,-0.3631901562959444,-0.5630046820926918,0.0
2019-03-18,1.0,-0.0,-0.3430633738877792,-0.0,-0.3677365171599782,-0.5590384964590521,0.0
2019-03-19,1.0,-0.0,-0.3421058591715172,-0.0,-0.3681290059565601,-0.5546169003238738,0.0
2019-03-20,1.0,-0.0,-0.3592934472934473,-0.0,-0.3659031339031339,-0.5540056980056981,0.0
2019-03-21,1.0,-0.0,-0.3640120991018034,-0.0,-0.3424692327229906,-0.6025306518275648,0.0
2019-03-22,1.0,-0.0,-0.3611730804982339,-0.0,-0.3745584681167503,-0.5881204684885667,0.0
2019-03-25,1.0,-0.0,-0.3705924737930874,-0.0,-0.3669432629058876,-0.5868256513957651,0.0
2019-03-26,1.0,-0.0,-0.37465044742729303,-0.0,-0.36626118568232663,-0.5894388516032811,0.0
2019-03-27,1.0,-0.0,-0.37177573580857315,-0.0,-0.36820747236344975,-0.5921917999906712,0.0
2019-03-28,1.0,-0.0,-0.3703894040972693,-0.0,-0.3708332360017753,-0.5947347520381228,0.0
2019-03-29,1.0,-0.0,-0.3641249737106536,-0.0,-0.3711120977730003,-0.6015937185988363,0.0
2019-04-01,1.0,-0.0,-0.37787575338289436,-0.0,-0.3792124950165334,-0.5880959639783306,0.0
2019-04-02,1.0,-0.0,-0.3801254787696501,-0.0,-0.3852010245083065,-0.5844396926475081,0.0
2019-04-03,1.0,-0.0,-0.3817766473552824,-0.0,-0.3773962601855777,-0.5958739578917621,0.0
2019-04-04,1.0,-0.0,-0.3770150313646585,-0.0,-0.3988400994200497,-0.5913125813705764,0.0
2019-04-05,1.0,-0.0,-0.3725880623903664,-0.0,-0.4014127909733086,-0.5964775043853411,0.0
2019-04-08,1.0,-0.0,-0.3662723156072927,-0.0,-0.406908651224543,-0.5976670855164892,0.0
2019-04-09,1.0,-0.0,-0.36064989667213,-0.0,-0.4222903156844581,-0.592413121451816,0.0
2019-04-10,1.0,-0.0,-0.3559571588021563,-0.0,-0.4225699969127739,-0.5962620817402455,0.0
2019-04-11,1.0,-0.0,-0.3563904410890501,-0.0,-0.4345262156699561,-0.5869218880038045,0.0
2019-04-12,1.0,-0.0,-0.3550284584791979,-0.0,-0.4346407563525517,-0.5917934795551427,0.0
2019-04-15,1.0,-0.0,-0.3561030235162374,-0.0,-0.43144075671296844,-0.5950299015987228,0.0
2019-04-16,1.0,-0.0,-0.3561860109080471,-0.0,-0.43156157305521,-0.6043919242177782,0.0
2019-04-17,1.0,-0.0,-0.35918894361819137,-0.0,-0.42628281765577924,-0.6056142700014346,0.0
2019-04-18,1.0,-0.0,-0.3608286520182986,-0.0,-0.4292351086776174,-0.580198629974638,0.0
2019-04-22,1.0,-0.0,-0.35874662498223675,-0.0,-0.42953910283738334,-0.5801477902515276,0.0
2019-04-23,1.0,-0.0,-0.3656319711424368,-0.0,-0.4243912857753097,-0.583131615169206,0.0
2019-04-24,1.0,-0.0,-0.3600369633210122,-0.0,-0.4199838877831485,-0.5894228035257322,0.0
2019-04-25,1.0,-0.0,-0.35153429602888087,-0.0,-0.42437773133193996,-0.5991592247767432,0.0
2019-04-26,1.0,-0.0,-0.3428917897139596,-0.0,-0.4379056994079464,-0.596951755950258,0.0
2019-04-29,1.0,-0.0,-0.3397451138903419,-0.0,-0.4373246469161634,-0.6005991725712112,0.0
2019-04-30,1.0,-0.0,-0.33260258304341617,-0.0,-0.4477434113329839,-0.6025353857884954,0.0
2019-05-01,1.0,-0.0,-0.33833635582704974,-0.0,-0.4532547484967071,-0.5945881454614871,0.0
2019-05-02,1.0,-0.0,-0.3348749612606384,-0.0,-0.4500917824874246,-0.5989939685793978,0.0
2019-05-03,1.0,-0.0,-0.3361064098591213,-0.0,-0.44938142118185503,-0.5982455722152035,0.0
2019-05-06,1.0,-0.0,-0.31763977816390165,-0.0,-0.45171732558969846,-0.6108585437840668,0.0
2019-05-07,1.0,-0.0,-0.31757673898030625,-0.0,-0.45128950063105755,-0.6124830328864334,0.0
2019-05-08,1.0,-0.0,-0.31199392111699475,-0.0,-0.4496711229311614,-0.6128986298767601,0.0
2019-05-09,1.0,-0.0,-0.3117169703872437,-0.0,-0.45577069096431283,-0.6053056188306758,0.0
2019-05-10,1.0,-0.0,-0.3132432496842306,-0.0,-0.469531231381521,-0.6003908391125092,0.0
2019-05-13,1.0,-0.0,-0.31300367173716087,-0.0,-0.47234275904820944,-0.5988746364026513,0.0
2019-05-14,1.0,-0.0,-0.31327131194228214,-0.0,-0.46959844313651034,-0.590397759635466,0.0
2019-05-15,1.0,-0.0,-0.3079141452344931,-0.0,-0.4708065431164902,-0.5851219742813918,0.0
2019-05-16,1.0,-0.0,-0.3104548893512389,-0.0,-0.4684840174011727,-0.5853745034991489,0.0
2019-05-17,1.0,-0.0,-0.3093763298501111,-0.0,-0.46021088467539834,-0.5946144025722256,0.0
2019-05-20,1.0,-0.0,-0.29467878615726933,-0.0,-0.4710031718979311,-0.601382379396866,0.0
