Date,IWF,IWM,MTUM,NBTB,SPY,VLUE,VXX
2018-09-24,-0.11787778695293147,-0.7098730388109001,-0.05395850536746491,1.0,-0.3397244013212221,-0.3591040462427746,0.0
2018-09-25,-0.11669789714761605,-0.7204611701020196,-0.046299188007495315,1.0,-0.3489745992088278,-0.3700551738496773,0.0
2018-09-26,-0.11652481715728377,-0.7203872882017648,-0.04580828192915333,1.0,-0.34918403997813696,-0.37083886416282763,0.0
2018-09-27,-0.11631298008071866,-0.721520635333941,-0.04556698346569458,1.0,-0.34935555266241375,-0.37104543679208435,0.0
2018-09-28,-0.1149509101799526,-0.7227531966978307,-0.04601682335477487,1.0,-0.34935805619938015,-0.37118154118596836,0.0
2018-10-01,-0.11461698801459094,-0.7237623762376239,-0.04632621156852528,1.0,-0.3492965085982283,-0.3715476810838979,0.0
2018-10-02,-0.11529590606489491,-0.7488074644860303,-0.039419195890339154,1.0,-0.3481155317922105,-0.3693190753263092,0.0
2018-10-03,-0.1151226158038147,-0.7440002095996646,-0.0388283378746594,1.0,-0.3497694403688954,-0.372275204359673,0.0
2018-10-04,-0.11369441006872219,-0.7536796650780694,-0.03844229705890097,1.0,-0.3481134311066642,-0.3791042418178467,0.0
2018-10-05,-0.10351249967209675,-0.7514493323889719,-0.030140867238529944,1.0,-0.3526927415335379,-0.3854306025550222,0.0
2018-10-08,-0.10235250969296866,-0.7501571832756995,-0.02855496175206958,1.0,-0.3537147647490307,-0.38496803940060775,0.0
2018-10-09,-0.09998163549072592,-0.752157829839704,-0.021276595744680847,1.0,-0.3586326311094787,-0.39142639767033083,0.0
2018-10-10,-0.1036041956938931,-0.7517284891821551,-0.024343436998869577,1.0,-0.36189174268513896,-0.3873130208470254,0.0
2018-10-11,-0.06307324718033039,-0.7560311384014592,-0.0,1.0,-0.351694370937492,-0.39835058962567116,0.0
2018-10-12,-0.058491625816993464,-0.7577103758169935,-0.0,1.0,-0.3450520833333333,-0.3918504901960785,0.0
2018-10-15,-0.015935740482462938,-0.8167777261222171,-0.0,1.0,-0.3465313290975774,-0.403533240353324,0.0
2018-10-16,-0.012838064732777103,-0.8219719474078475,-0.0,1.0,-0.3456719964869682,-0.40262960762534555,0.0
2018-10-17,-0.0,-0.7993775192611868,-0.0,1.0,-0.34305321700086744,-0.40871983264452266,0.0
2018-10-18,-0.0,-0.7977132356694401,-0.0,1.0,-0.34533714460721765,-0.4091419529375734,0.0
2018-10-19,-0.0,-0.7909194673430564,-0.0,1.0,-0.3403931515535828,-0.40514901712111606,0.0
2018-10-22,-0.0,-0.7821684178468099,-0.0,1.0,-0.34579462971422775,-0.40997918887366125,0.0
2018-10-23,-0.0,-0.7828132550036875,-0.0,1.0,-0.34859235523002974,-0.4117647058823529,0.0
2018-10-24,-0.0,-0.7789972244149628,-0.0,1.0,-0.3508186702655904,-0.41661786050775385,0.0
2018-10-25,-0.0,-0.7794326962179747,-0.0,1.0,-0.34805815372102483,-0.4141927612850752,0.0
2018-10-26,-0.0,-0.7740220281048235,-0.0,1.0,-0.34736042537030004,-0.41060893784023295,0.0
2018-10-29,-0.0,-0.7783186621938609,-0.0,1.0,-0.3337200797033824,-0.41022019320503444,0.0
2018-10-30,-0.0,-0.7771529888551165,-0.0,1.0,-0.3299898682877407,-0.4257852077001013,0.0
2018-10-31,-0.0,-0.7718434343434343,-0.0,1.0,-0.3291666666666666,-0.42426767676767674,0.0
2018-11-01,-0.0,-0.7849720628018102,-0.0,1.0,-0.32232700427274796,-0.420954162768943,0.0
2018-11-02,-0.0,-0.768926809624484,-0.0,1.0,-0.3289288231148696,-0.41900734923990735,0.0
2018-11-05,-0.0,-0.7835433467741936,-0.0,1.0,-0.3296118951612903,-0.4070060483870968,0.0
2018-11-06,-0.0,-0.784846805079621,-0.0,1.0,-0.32916750655109855,-0.40563898407579113,0.0
2018-11-07,-0.0,-0.785480046415418,-0.0,1.0,-0.33063417587407296,-0.40648806821048383,0.0
2018-11-08,-0.0,-0.7834203131272581,-0.0,1.0,-0.32090525893215577,-0.4047069450020072,0.0
2018-11-09,-0.0,-0.7831923916589295,-0.0,1.0,-0.32172341973852603,-0.40443150736493444,0.0
2018-11-12,-0.0,-0.7839289299337482,-0.0,1.0,-0.32127082915077293,-0.40433647861875127,0.0
2018-11-13,-0.0,-0.7808536615752621,-0.0,1.0,-0.3136570901751675,-0.3972042957167418,0.0
2018-11-14,-0.0,-0.780597238147465,-0.0,1.0,-0.3147215713644748,-0.3973278827458996,0.0
2018-11-15,-0.0,-0.7810095375650572,-0.0,1.0,-0.3147147446273377,-0.39450158129342333,0.0
2018-11-16,-0.0,-0.7823615923423983,-0.0,1.0,-0.3158511354288705,-0.39449609891068627,0.0
2018-11-19,-0.0,-0.7822088183245681,-0.0,1.0,-0.31574487176291716,-0.3945066174821166,0.0
2018-11-20,-0.0,-0.7734150213314812,-0.0,1.0,-0.3070245063994444,-0.3999652743327711,0.0
2018-11-21,-0.0,-0.7727608631392255,-0.0,1.0,-0.3061385358163366,-0.3843728446152331,0.0
2018-11-23,-0.0,-0.7609595113781893,-0.0,1.0,-0.3142793813417397,-0.3875480248251404,0.0
2018-11-26,-0.0,-0.7651520748676272,-0.0,1.0,-0.3121783031646349,-0.3853958872060091,0.0
2018-11-27,-0.0,-0.7662111435511176,-0.0,1.0,-0.306484457420447,-0.3807502637454304,0.0
2018-11-28,-0.0,-0.7665374423397783,-0.0,1.0,-0.30638433604867993,-0.3807046815192855,0.0
2018-11-29,-0.0,-0.7577751779272692,-0.0,1.0,-0.3001364921517013,-0.3794481817295506,0.0
2018-11-30,-0.0,-0.7579937609670501,-0.0,1.0,-0.29996100604406317,-0.3791918502632092,0.0
2018-12-03,-0.0,-0.7597418471617856,-0.0,1.0,-0.30303622940399944,-0.3818510731921968,0.0
2018-12-04,-0.0,-0.763442434892973,-0.0,1.0,-0.29764955700373436,-0.37965878304166356,0.0
2018-12-06,-0.0,-0.7753704975954462,-0.0,1.0,-0.2959809598586711,-0.38227500245362644,0.0
2018-12-07,-0.0,-0.7758641839012782,-0.0,1.0,-0.29643531807364887,-0.3810259807168617,0.0
2018-12-10,-0.0,-0.78016706037065,-0.0,1.0,-0.29067530380147577,-0.36441565399508075,0.0
2018-12-11,-0.0,-0.7831407704145192,-0.0,1.0,-0.28466743203302475,-0.3748503871613865,0.0
2018-12-12,-0.0,-0.7830377644242513,-0.0,1.0,-0.2847965215692022,-0.37488397088279835,0.0
2018-12-13,-0.0,-0.7896958837534671,-0.0,1.0,-0.28489727792641323,-0.3799366731302619,0.0
2018-12-14,-0.0,-0.7922734975563033,-0.0,1.0,-0.2835670604415846,-0.38013606110469833,0.0
2018-12-17,-0.0,-0.792913057348286,-0.0,1.0,-0.28087654290692254,-0.380162450001227,0.0
2018-12-18,-0.0,-0.7889450920020527,-0.0,1.0,-0.27561517972778143,-0.3790533440852333,0.0
2018-12-19,-0.0,-0.7890646004937306,-0.0,1.0,-0.27602473541417155,-0.3791215506073864,0.0
2018-12-20,-0.0,-0.8165464020845862,-0.0,1.0,-0.28921126478252157,-0.3997294046903187,0.0
2018-12-21,-0.0,-0.8198996530291305,-0.0,1.0,-0.29163026384763235,-0.3846384263997404,0.0
2018-12-24,-0.0,-0.7932751864492479,-0.0,1.0,-0.29659967134369863,-0.4382505372266464,0.0
2018-12-26,-0.0,-0.7956222765169643,-0.0,1.0,-0.2889851641016599,-0.434220800483615,0.0
2018-12-27,-0.0,-0.7738924868871432,-0.0,1.0,-0.25496811051737295,-0.4336230884779236,0.0
2018-12-28,-0.0,-0.7773046153846154,-0.0,1.0,-0.25321846153846156,-0.43099076923076923,0.0
2018-12-31,-0.0,-0.7802739186126711,-0.0,1.0,-0.2528081584392551,-0.43021479948763425,0.0
