Date,ENV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4721665168383929,-0.9646635778991772,-0.20043565451905127,-0.49553972754304687,-0.32473549547057606,0.0
2018-09-25,1.0,-0.4716485037190798,-0.9658190624459436,-0.19920428991523959,-0.4966614772530704,-0.3263103269330566,0.0
2018-09-26,1.0,-0.47482837528604116,-0.9705984328409958,-0.20397337216559183,-0.4972609389085361,-0.32050481936065456,0.0
2018-09-27,1.0,-0.47433806433702336,-0.973349064788146,-0.20345629316028735,-0.4978311413401812,-0.32123399382309054,0.0
2018-09-28,1.0,-0.4724622592399792,-0.9746659725837237,-0.20392156862745098,-0.4977962866562554,-0.3215686274509804,0.0
2018-10-01,1.0,-0.4726010758285615,-0.9742148186708312,-0.20406038521603329,-0.49786569495054656,-0.3216727398924171,0.0
2018-10-02,1.0,-0.4724425887265136,-0.9907446068197634,-0.19958246346555325,-0.4965553235908142,-0.3201809324982603,0.0
2018-10-03,1.0,-0.474722737291397,-0.9755798901444915,-0.19546583633628384,-0.5116677745513067,-0.34114683553160974,0.0
2018-10-04,1.0,-0.47537772803581424,-0.973489087856743,-0.19585898153329603,-0.5124510352546167,-0.34027000559597087,0.0
2018-10-05,1.0,-0.46087746262400453,-0.9694355176750036,-0.1797191560709795,-0.5272111219784826,-0.35584043593684506,0.0
2018-10-08,1.0,-0.4593416556245206,-0.9668735616151756,-0.17682544110467954,-0.5292558755840715,-0.35473185019875864,0.0
2018-10-09,1.0,-0.46408472858191474,-0.9693103568807019,-0.1848369394246566,-0.5271068544863504,-0.35006466496557026,0.0
2018-10-10,1.0,-0.46392112991190043,-0.970178995944623,-0.18417004614739196,-0.5271989931478114,-0.3505453782687736,0.0
2018-10-11,1.0,-0.4251772566130351,-0.9764453231524406,-0.13007908371966184,-0.516873466048541,-0.3601718025634033,0.0
2018-10-12,1.0,-0.4258681497558329,-0.9794492674986437,-0.12537303309820946,-0.510851871947911,-0.3496676614215952,0.0
2018-10-15,1.0,-0.4128381352202322,-1.003080881606121,-0.10623963164844093,-0.51118935572333,-0.3522023225107492,0.0
2018-10-16,1.0,-0.4128381352202322,-1.00301316992247,-0.10630734333209194,-0.5111554998815045,-0.3522361783525747,0.0
2018-10-17,1.0,-0.4017576689166611,-0.9770099578961436,-0.09703936376395107,-0.5084207712357147,-0.35734812537592725,0.0
2018-10-18,1.0,-0.4006349206349206,-0.9753383458646616,-0.0979782790309106,-0.5102422723475355,-0.3574937343358396,0.0
2018-10-19,1.0,-0.39321887556869123,-0.9713744894231726,-0.09006077109554013,-0.5119051572410587,-0.3542655995749344,0.0
2018-10-22,1.0,-0.39238107901472596,-0.9749027690057508,-0.09447196090815412,-0.509556892597148,-0.3528570953694778,0.0
2018-10-23,1.0,-0.3961805902119307,-0.9751472202814653,-0.10170675716139335,-0.5038759689922481,-0.3500349336261104,0.0
2018-10-24,1.0,-0.3962490023942538,-0.976024208566108,-0.09936153232242619,-0.5041899441340782,-0.34956105347166805,0.0
2018-10-25,1.0,-0.38337696335078536,-0.9578861256544503,-0.0980693717277487,-0.5011125654450262,-0.3318062827225131,0.0
2018-10-26,1.0,-0.3729836746616468,-0.9493038200642628,-0.0826652818798481,-0.5123819415143942,-0.3282269319398916,0.0
2018-10-29,1.0,-0.3686937374522376,-0.9545690045981479,-0.07745612330807591,-0.5100058286380416,-0.32740755132439614,0.0
2018-10-30,1.0,-0.3692681347150259,-0.9545012953367875,-0.07784974093264248,-0.5099093264248704,-0.32681347150259066,0.0
2018-10-31,1.0,-0.3777992900935786,-0.9313326879638593,-0.07808970635688932,-0.5139399806389158,-0.32565343659244916,0.0
2018-11-01,1.0,-0.38543689320388347,-0.9247249190938511,-0.08482200647249191,-0.5148867313915857,-0.3263754045307443,0.0
2018-11-02,1.0,-0.39384179335222885,-0.898673022416903,-0.07884565833548055,-0.5259275959804174,-0.3234990981705746,0.0
2018-11-05,1.0,-0.3935461015748285,-0.8993913239509195,-0.07887024572477537,-0.5259089884383755,-0.3227915365044604,0.0
2018-11-06,1.0,-0.40481336903571313,-0.9091202374423331,-0.0728134980804594,-0.5232441849211213,-0.31612736716456424,0.0
2018-11-07,1.0,-0.40295283839979373,-0.9085458237967828,-0.07585184230037717,-0.5211953192998291,-0.3150768834015667,0.0
2018-11-08,1.0,-0.392637447135717,-0.9108676150198641,-0.06542355504293221,-0.5172369601435345,-0.317762399077278,0.0
2018-11-09,1.0,-0.4021136876667351,-0.9842328476639991,-0.04264997605855394,-0.60623161638963,-0.3850126547643478,0.0
2018-11-12,1.0,-0.40479894893337487,-1.0076064032085192,-0.03858520900321544,-0.6106904539639734,-0.395774988763268,0.0
2018-11-13,1.0,-0.4032670258322973,-1.0136068517751071,-0.03139245752175716,-0.6128954275452411,-0.39235391628677996,0.0
2018-11-14,1.0,-0.4077976087333218,-1.015248657078496,-0.02956160110899324,-0.618021140183677,-0.39497487437185935,0.0
2018-11-15,1.0,-0.40775521519162794,-1.0162519925150737,-0.0285536073185945,-0.6184420264744611,-0.39427541756185464,0.0
2018-11-16,1.0,-0.4084648742411101,-1.0178664353859497,-0.02959236773633998,-0.6190459670424978,-0.39424111014744145,0.0
2018-11-19,1.0,-0.40886545732024554,-1.0158856786098296,-0.03499705178453748,-0.6160036072283306,-0.39273698449585515,0.0
2018-11-20,1.0,-0.4078080576936412,-1.0193467859371748,-0.030511060259344015,-0.617606268636017,-0.3918590943762568,0.0
2018-11-21,1.0,-0.4105078447563997,-1.0145884943572803,-0.03533581062482796,-0.6123038810900082,-0.3679466006055601,0.0
2018-11-23,1.0,-0.41044339719995865,-1.0130370472291974,-0.03601527295242681,-0.6123972343572632,-0.3679611984451859,0.0
2018-11-26,1.0,-0.41026787249406826,-1.0153020872734775,-0.03541831436333001,-0.6111206629758261,-0.36656236030397854,0.0
2018-11-27,1.0,-0.40884925398730926,-1.017046818727491,-0.030972388955582235,-0.609432344366318,-0.36364259989710174,0.0
2018-11-28,1.0,-0.4235041833649722,-0.9964845672502285,-0.027560992758208537,-0.6636082401743655,-0.4043099205512199,0.0
2018-11-29,1.0,-0.403380379857118,-0.9895103676598712,-0.007283498867398501,-0.668897020386827,-0.4158912702561422,0.0
2018-11-30,1.0,-0.40233307643802985,-0.9948504168710153,-0.005990331394941498,-0.6727387374763539,-0.42720521263924893,0.0
2018-12-03,1.0,-0.4023117338003503,-0.9969877408056043,-0.0,-0.6747460595446586,-0.42826619964973733,0.0
2018-12-04,1.0,-0.3959890992942492,-0.9990566696946405,-0.002445671162043184,-0.6708825379079031,-0.4254070295576829,0.0
2018-12-06,1.0,-0.3785848252344416,-0.9475191815856777,-0.03601023017902813,-0.6582779198635975,-0.38966751918158565,0.0
2018-12-07,1.0,-0.38053187862257076,-0.9470508012274123,-0.03764064098192976,-0.6575860893283328,-0.38663484486873506,0.0
2018-12-10,1.0,-0.3630801473819424,-0.9539938478180038,-0.03126795794882196,-0.6604130750769023,-0.37156475002535244,0.0
2018-12-11,1.0,-0.3587548638132296,-0.9574352901370328,-0.02740653019793605,-0.660565048215192,-0.37936051429538153,0.0
2018-12-12,1.0,-0.3617627118644068,-0.9581016949152543,-0.02867796610169492,-0.6640338983050849,-0.3772203389830509,0.0
2018-12-13,1.0,-0.35925850616781885,-0.9522841263386201,-0.031787989697709094,-0.6707333604446252,-0.37484749898332653,0.0
2018-12-14,1.0,-0.36009617012630796,-0.9390132403237276,-0.038637364125833865,-0.6749178829027124,-0.3736412583386949,0.0
2018-12-17,1.0,-0.35141612935894406,-0.9410930695743172,-0.029740404415487965,-0.667083009823448,-0.3863889545285758,0.0
2018-12-18,1.0,-0.3472973426949306,-0.9361373332885411,-0.024624584271172777,-0.6655692545436221,-0.385796351664595,0.0
2018-12-19,1.0,-0.3512986794798562,-0.9352508316252813,-0.024125533416215855,-0.6640233863109438,-0.3854037162729747,0.0
2018-12-20,1.0,-0.3384939477028021,-0.9168059921086069,-0.04507456697652645,-0.6664214538888518,-0.3770146458904568,0.0
2018-12-21,1.0,-0.33820871544280073,-0.919740277126983,-0.04233884463484838,-0.6688533369034072,-0.37780306580092377,0.0
2018-12-24,1.0,-0.3169044530912235,-0.9007948385380291,-0.051248794439455916,-0.6632079550367488,-0.3934949615883468,0.0
2018-12-26,1.0,-0.3217727032734953,-0.9101438753959874,-0.04510955649419219,-0.6429514255543823,-0.37994984160506867,0.0
2018-12-27,1.0,-0.2823834196891192,-0.882108360519414,-0.04864709268854347,-0.5917610183586004,-0.393462547175846,0.0
2018-12-28,1.0,-0.2829488369116565,-0.8815793683806354,-0.048731321793107865,-0.5921671519534125,-0.394234153521262,0.0
2018-12-31,1.0,-0.28661563590942574,-0.877750376325145,-0.046952567017903464,-0.5944015629503892,-0.3970470486500336,0.0
2019-01-02,1.0,-0.28626296248879785,-0.8784086544616567,-0.04215209320189476,-0.5944821405709896,-0.39934067340929463,0.0
2019-01-03,1.0,-0.28788847678731294,-0.8738329709681545,-0.05339557488169843,-0.5960161145926589,-0.3862066760455301,0.0
2019-01-04,1.0,-0.2809469116896376,-0.8767866258295048,-0.05232261357835631,-0.5935745278203165,-0.3867725880551302,0.0
2019-01-07,1.0,-0.26219454665534486,-0.8564958958392302,-0.07271126206874863,-0.5839230116048685,-0.36962606535207726,0.0
2019-01-08,1.0,-0.26258088835835897,-0.8514481372117861,-0.07426022491675567,-0.5851291072438273,-0.36787711252120375,0.0
2019-01-09,1.0,-0.2612324297188755,-0.8451305220883534,-0.07407756024096385,-0.5852472389558233,-0.3718624497991968,0.0
2019-01-10,1.0,-0.2617912694430507,-0.8432325639739088,-0.07444806823883593,-0.5857375815353738,-0.3707664325137983,0.0
2019-01-11,1.0,-0.26227402324779897,-0.847228749569195,-0.0724378857662061,-0.5845474198702886,-0.36663846852774384,0.0
2019-01-14,1.0,-0.26240556722359804,-0.8444562866367825,-0.07542083320272092,-0.5837121093382652,-0.36870317544904546,0.0
2019-01-15,1.0,-0.24791384576628772,-0.8460496898321629,-0.09216865572944548,-0.5771011115659539,-0.38567874799256857,0.0
2019-01-16,1.0,-0.25187769083309763,-0.8360202382074731,-0.10565349926149398,-0.5778888155620502,-0.37116998208730084,0.0
2019-01-17,1.0,-0.2497640767536961,-0.8419628814092481,-0.10251651462724126,-0.5796791443850267,-0.37172066687637617,0.0
2019-01-18,1.0,-0.24497928460735632,-0.8316202283437174,-0.10930136942977323,-0.5819918403491571,-0.3947626427148233,0.0
2019-01-22,1.0,-0.11746841986237198,-1.0063321810486865,-0.0,-0.8029270183827092,-0.3039769973831292,0.0
2019-01-23,1.0,-0.11328693963424503,-0.979802557048066,-0.006797216378054701,-0.8100663537789285,-0.3268166369962777,0.0
2019-01-24,1.0,-0.11221186221186223,-0.975977725977726,-0.010457135457135457,-0.8125161875161876,-0.32634032634032634,0.0
2019-01-25,1.0,-0.0,-1.028700408593647,-0.0,-1.0018123105311718,-0.26453143534994067,0.0
2019-01-28,1.0,-0.0014178784581396116,-1.018432419955815,-0.0,-1.0142777063342896,-0.2632637583671316,0.0
2019-01-29,1.0,-0.0,-1.0144640380424015,-0.0,-1.0185588798626246,-0.26926887259758275,0.0
2019-01-30,1.0,-0.005557944883713237,-1.0180633208720682,-0.0,-1.020908459324445,-0.26377080093955735,0.0
2019-01-31,1.0,-0.0,-1.0174449281097482,-0.0,-1.0134217121751747,-0.26681836169370793,0.0
2019-02-01,1.0,-0.0,-1.0175548589341692,-0.0,-1.0168619039762417,-0.2654017488863224,0.0
2019-02-04,1.0,-0.0,-1.0096686906019008,-0.0,-1.0128365892291447,-0.27738912354804646,0.0
2019-02-05,1.0,-0.0,-0.9972605452505114,-0.0,-1.0000990164367285,-0.30318832926265754,0.0
2019-02-06,1.0,-0.0,-0.9866996699669968,-0.0,-0.9990099009900991,-0.31462046204620464,0.0
2019-02-07,1.0,-0.0,-0.9795797378301825,-0.0,-1.0008563335748633,-0.31315460114616955,0.0
2019-02-08,1.0,-0.0,-0.9786974443528441,-0.0,-1.0045177246496289,-0.31439406430338,0.0
2019-02-11,1.0,-0.0,-0.9617899603698811,-0.0,-1.0100396301188903,-0.3306803170409511,0.0
2019-02-12,1.0,-0.0,-0.9696117051209904,-0.0,-1.0077791386672845,-0.3328478268065808,0.0
2019-02-13,1.0,-0.0,-0.980192116594899,-0.0,-1.002086783703213,-0.3300761841669427,0.0
2019-02-14,1.0,-0.0,-0.96172995220393,-0.0,-1.0150358470525758,-0.34243892724375996,0.0
2019-02-15,1.0,-0.0,-0.9415485494767519,-0.0,-1.021890316598225,-0.3482580474234998,0.0
2019-02-19,1.0,-0.0,-0.9302871889888829,-0.004003440974060349,-1.028288777130757,-0.34604949708840654,0.0
2019-02-20,1.0,-0.0,-0.9577357992944977,-0.003956087429532192,-1.002571456829196,-0.3324432136616886,0.0
2019-02-21,1.0,-0.0012194318106914506,-0.940083053193593,-0.007909827961241843,-1.0044492782281984,-0.34213301694021486,0.0
2019-02-22,1.0,-0.0019456536077034692,-0.9459174251418018,-0.000593589236248516,-1.0034626038781163,-0.34579870729455214,0.0
2019-02-25,1.0,-0.0,-1.004982805810934,-0.0,-1.0941469576812406,-0.4098533230402133,0.0
2019-02-26,1.0,-0.0,-1.0137996418413568,-0.0,-1.0920327258681837,-0.40556199304750873,0.0
2019-02-27,1.0,-0.0,-1.0057959814528592,-0.0,-1.0977237600112408,-0.40916116341154984,0.0
2019-02-28,1.0,-0.0,-1.0040683197138147,-0.0,-1.0925893452109563,-0.4105145021569109,0.0
2019-03-01,1.0,-0.0,-1.001331837936352,-0.0,-1.0956820412168793,-0.40785784382447776,0.0
2019-03-04,1.0,-0.0,-1.0030798306093165,-0.0,-1.078360690162041,-0.41833199174045427,0.0
2019-03-05,1.0,-0.0,-0.9820340407648664,-0.0,-1.1012817818869511,-0.4188204804931008,0.0
2019-03-06,1.0,-0.0,-0.9833799860041988,-0.0,-1.1004198740377886,-0.41511546536039184,0.0
2019-03-07,1.0,-0.0,-0.9341719077568134,-0.0,-1.1520964360587003,-0.4077917540181691,0.0
2019-03-08,1.0,-0.0,-0.9291346898542562,-0.0,-1.194853200028163,-0.3963951277899036,0.0
2019-03-11,1.0,-0.0,-0.9280261335795192,-0.0,-1.190001065227426,-0.4327308880445976,0.0
2019-03-12,1.0,-0.0,-0.9009273514984426,-0.0,-1.2087794049196177,-0.4708009595760679,0.0
2019-03-13,1.0,-0.0,-0.9055959145508163,-0.016075667122203843,-1.2020427245918148,-0.47259584262389415,0.0
2019-03-14,1.0,-0.0,-0.9067601582164688,-0.014491190219345557,-1.2008629989212511,-0.4737144911902193,0.0
2019-03-15,1.0,-0.0,-0.8890849508444668,-0.029997479203428285,-1.193273074291476,-0.48878245525586084,0.0
2019-03-18,1.0,-0.0,-0.886974575653821,-0.05864354920958694,-1.1819771253733518,-0.5148612224083923,0.0
2019-03-19,1.0,-0.0,-0.8859358502930789,-0.057669203043652376,-1.1677285469836531,-0.5293989150617104,0.0
2019-03-20,1.0,-0.0,-0.8868158297500182,-0.060199693899861524,-1.1576780118067196,-0.5393192915968223,0.0
2019-03-21,1.0,-0.0,-0.8902269907306036,-0.058499379607327935,-1.1593679293482226,-0.5413108532223925,0.0
2019-03-22,1.0,-0.0,-0.8784834262246992,-0.0799721325902024,-1.1720079202112057,-0.5363376356702846,0.0
2019-03-25,1.0,-0.0,-0.8015576888244883,-0.13685926462597356,-1.1583771055968122,-0.525738090925557,0.0
2019-03-26,1.0,-0.0,-0.804712213213104,-0.15761916881794713,-1.132967312656801,-0.5407046504017744,0.0
2019-03-27,1.0,-0.0,-0.8004720406681192,-0.16063907044299203,-1.134168482207698,-0.535838779956427,0.0
2019-03-28,1.0,-0.0,-0.8000726216412491,-0.16230936819172112,-1.1319898329702254,-0.5367465504720408,0.0
2019-03-29,1.0,-0.0,-0.7975965727563171,-0.16613418530351437,-1.129429276793494,-0.5374310194597735,0.0
2019-04-01,1.0,-0.0,-0.8008646998982706,-0.16385699752942887,-1.1301046359540765,-0.5383665164946956,0.0
2019-04-02,1.0,-0.0,-0.803584359160029,-0.20293265749456915,-1.1133960897900073,-0.5006154960173788,0.0
2019-04-03,1.0,-0.0,-0.8026858756244117,-0.20154926518497068,-1.119959458481141,-0.49562006805183517,0.0
2019-04-04,1.0,-0.0,-0.799913037176607,-0.1951590694977897,-1.12645843901732,-0.5019204290165954,0.0
2019-04-05,1.0,-0.0,-0.7902499273467015,-0.21076721883173494,-1.1340816623074688,-0.4975661145015984,0.0
2019-04-08,1.0,-0.0,-0.7882045322486927,-0.21103282975014528,-1.13462376525276,-0.49774840209180704,0.0
2019-04-09,1.0,-0.0,-0.7724127885805842,-0.2239822299905324,-1.153084261889156,-0.4919525162042095,0.0
2019-04-10,1.0,-0.0,-0.7623067127524105,-0.22870656721848281,-1.152046570856831,-0.4952519556121521,0.0
2019-04-11,1.0,-0.0,-0.7470352855583848,-0.24761731538741363,-1.1609676245907603,-0.4821025827573664,0.0
2019-04-12,1.0,-0.0,-0.7446147094320301,-0.2342464250448012,-1.1797535018103353,-0.4986651062429141,0.0
2019-04-15,1.0,-0.0,-0.7479240589676994,-0.23550499323261517,-1.168855397446684,-0.505798002706954,0.0
2019-04-16,1.0,-0.0,-0.7389036799299756,-0.2285276632991721,-1.1700280827163645,-0.5096465954265291,0.0
2019-04-17,1.0,-0.0,-0.7075234309470843,-0.2358046752488968,-1.1790963130447467,-0.5244155938878962,0.0
2019-04-18,1.0,-0.0,-0.7021105967265702,-0.23770641198556483,-1.175810155651952,-0.5295811613749862,0.0
2019-04-22,1.0,-0.0,-0.7004935112410894,-0.2341071102175105,-1.183439956132334,-0.5375616889051361,0.0
2019-04-23,1.0,-0.0,-0.7022412343241564,-0.23633505173485433,-1.187086395378597,-0.5305107674308069,0.0
2019-04-24,1.0,-0.0,-0.6887688038557032,-0.2385716372133781,-1.1867606250912808,-0.5371330509712282,0.0
2019-04-25,1.0,-0.0,-0.6748995250274022,-0.2503105590062112,-1.1900255754475704,-0.5383997077091706,0.0
2019-04-26,1.0,-0.0,-0.6415572198704729,-0.2546401823510257,-1.1894424545026954,-0.5324722312674119,0.0
2019-04-29,1.0,-0.0,-0.6325599913134751,-0.25013572695356334,-1.1921531723913281,-0.5445365376958993,0.0
2019-04-30,1.0,-0.0,-0.6155900396968603,-0.2553590761457957,-1.1831107903284013,-0.5547094911584266,0.0
2019-05-01,1.0,-0.0,-0.6157317161215797,-0.2562269872211393,-1.1837051476427694,-0.5541838134430727,0.0
2019-05-02,1.0,-0.0,-0.6204094897627559,-0.25212147474090923,-1.1782760986530891,-0.5602137724334669,0.0
2019-05-03,1.0,-0.0,-0.6316645581059099,-0.2535333453822519,-1.1723477317910718,-0.557129947587204,0.0
2019-05-06,1.0,-0.0,-0.6042711301901085,-0.26045236463331045,-1.1690775946033691,-0.5735723819487031,0.0
2019-05-07,1.0,-0.0,-0.6030185145162453,-0.27170232692169155,-1.1547799149917153,-0.5725812261364455,0.0
2019-05-08,1.0,-0.0,-0.5728210399461242,-0.301846666430369,-1.0827278205082764,-0.5870697905220997,0.0
2019-05-09,1.0,-0.0,-0.569000035123459,-0.30009483333918724,-1.054722349056935,-0.5885286783042393,0.0
2019-05-10,1.0,-0.0,-0.5708575711073837,-0.281574533385675,-1.08689911138075,-0.6294207915491952,0.0
2019-05-13,1.0,-0.0,-0.5688332084091803,-0.281935967448335,-1.087518292465289,-0.6309383588535533,0.0
2019-05-14,1.0,-0.0,-0.511526105835422,-0.35273767077346696,-1.044798249020369,-0.6211388428001553,0.0
