Date,IIM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10869601150432238,-0.22602026479776524,-0.0,-0.17393675928527744,-0.14428337658473694,0.0
2018-09-25,1.0,-0.10879698502429834,-0.22599094184931737,-0.0,-0.17392310489602963,-0.14425270256867997,0.0
2018-09-26,1.0,-0.10892201910680639,-0.22609169944795213,-0.0,-0.17387854946943904,-0.1439456546891012,0.0
2018-09-27,1.0,-0.10914078897354113,-0.22566890875737494,-0.0,-0.17389148721677766,-0.14394552876431604,0.0
2018-09-28,1.0,-0.10873266442964115,-0.2261930343653404,-0.0,-0.17397556903648115,-0.144073259831066,0.0
2018-10-01,1.0,-0.10845825474039511,-0.22748932790628412,-0.0,-0.1740792216817234,-0.14457791455706673,0.0
2018-10-02,1.0,-0.10795228628230615,-0.23179257786613652,-0.0,-0.17326043737574554,-0.14372100728959575,0.0
2018-10-03,1.0,-0.1075480761267454,-0.22781707054477995,-0.0,-0.17468073476554088,-0.14630712404551705,0.0
2018-10-04,1.0,-0.11031922299201113,-0.22438426094739286,-0.0,-0.17848974044485696,-0.14423045049225977,0.0
2018-10-05,1.0,-0.11198581325201366,-0.22624216911399117,-0.0,-0.17720176339951604,-0.14191719977460307,0.0
2018-10-08,1.0,-0.11231259121666445,-0.2269636460130025,-0.0,-0.1770598381318827,-0.14213214806952368,0.0
2018-10-09,1.0,-0.11947345590443456,-0.23110547565818013,-0.0,-0.17771697420668023,-0.14009476459007641,0.0
2018-10-10,1.0,-0.12028282221888704,-0.23046008638084275,-0.0,-0.17808127803625326,-0.13874297530308335,0.0
2018-10-11,1.0,-0.10211416490486258,-0.2216457960644007,-0.0,-0.16719791836070905,-0.13532281671816557,0.0
2018-10-12,1.0,-0.10336021073596968,-0.21663079443605637,-0.0,-0.1595778855729384,-0.1266503903112853,0.0
2018-10-15,1.0,-0.09672356916375749,-0.22145533741152354,-0.0,-0.15743202126637412,-0.1257886814207475,0.0
2018-10-16,1.0,-0.0941234900189048,-0.22594443910410458,-0.0,-0.1568618026851229,-0.12517222596046015,0.0
2018-10-17,1.0,-0.08800798200880555,-0.21370878337714994,-0.0,-0.15485730575528175,-0.12714199740267967,0.0
2018-10-18,1.0,-0.08764845605700713,-0.2129532858273951,-0.0,-0.15569279493269994,-0.12723673792557405,0.0
2018-10-19,1.0,-0.08232228901480075,-0.20688085634015038,-0.0,-0.15500761226123397,-0.12532764114074052,0.0
2018-10-22,1.0,-0.08227028733817493,-0.1989737922323966,-0.0,-0.16397221345121565,-0.13354910009472687,0.0
2018-10-23,1.0,-0.08156173989954828,-0.1991502669235872,-0.0,-0.1647187036042581,-0.13399879963357234,0.0
2018-10-24,1.0,-0.08095666020274637,-0.19659777073578333,-0.0,-0.16457771681722871,-0.13441801068911696,0.0
2018-10-25,1.0,-0.0688749251025519,-0.17821751755288914,-0.0,-0.16734010355052314,-0.12192536373273519,0.0
2018-10-26,1.0,-0.06241991579718103,-0.17388187198730853,-0.0,-0.17002257611812802,-0.11908902312526694,0.0
2018-10-29,1.0,-0.05932847158918262,-0.17373138863567303,-0.0,-0.1677757520510483,-0.11845943482224247,0.0
2018-10-30,1.0,-0.05171784737002128,-0.17446032228640923,-0.0,-0.16872909698996655,-0.12531164487686228,0.0
2018-10-31,1.0,-0.05340371148988944,-0.167606890606331,-0.0,-0.1678640027828612,-0.12353483869991984,0.0
2018-11-01,1.0,-0.04744277404245674,-0.17218402961396087,-0.0,-0.16765128050162423,-0.12363828662083552,0.0
2018-11-02,1.0,-0.04833240396063479,-0.1676035748195259,-0.0,-0.16855304206290597,-0.122601841665034,0.0
2018-11-05,1.0,-0.04948777139063656,-0.1650447351348089,-0.0,-0.16874123025392657,-0.1254997812278399,0.0
2018-11-06,1.0,-0.04802695189751027,-0.1642645636934977,-0.0,-0.1705342035291274,-0.12793086777858353,0.0
2018-11-07,1.0,-0.048119209901917814,-0.16435188683522495,-0.0,-0.1707597213196512,-0.12805089996826308,0.0
2018-11-08,1.0,-0.04325145073513936,-0.16356474939114224,-0.0,-0.16827024264108964,-0.12826603325415675,0.0
2018-11-09,1.0,-0.043318097071029044,-0.16361941420580983,-0.0,-0.1683105791784447,-0.1283304264148674,0.0
2018-11-12,1.0,-0.043241137514608494,-0.1576668364747835,-0.0,-0.1703425129603548,-0.12705642623835067,0.0
2018-11-13,1.0,-0.033682023889012536,-0.1545218488018399,-0.0,-0.1709177238667557,-0.12466800207730543,0.0
2018-11-14,1.0,-0.03337044459288949,-0.15497661990647965,-0.0,-0.17109775105767092,-0.12499072218511097,0.0
2018-11-15,1.0,-0.03319895660422101,-0.15489388190656866,-0.0,-0.17173049561299503,-0.12225812188759781,0.0
2018-11-16,1.0,-0.03259759292978638,-0.15314355079865583,-0.0,-0.17138162277390415,-0.12322541487172653,0.0
2018-11-19,1.0,-0.033143364665827846,-0.15297165272740731,-0.0,-0.17106061727481311,-0.12311449929686921,0.0
2018-11-20,1.0,-0.025851021520423043,-0.15027471313467572,-0.0,-0.17107336976535226,-0.12579357480593323,0.0
2018-11-21,1.0,-0.027713997396785473,-0.14747649063281512,-0.0,-0.16953069014434677,-0.11775889553504833,0.0
2018-11-23,1.0,-0.028525894084276398,-0.1404509167470831,-0.0,-0.1738164166447349,-0.1193233324560634,0.0
2018-11-26,1.0,-0.028154190238126563,-0.14258357818415707,-0.0,-0.1728135186890614,-0.11824467540820653,0.0
2018-11-27,1.0,-0.025375980898860048,-0.14328766724416556,-0.0,-0.17096393786306,-0.11625198363591364,0.0
2018-11-28,1.0,-0.025108136842258565,-0.14488152279976116,-0.0,-0.17039744840743926,-0.11601590376185136,0.0
2018-11-29,1.0,-0.01765301692953263,-0.14178845319056574,-0.0,-0.16981623498770076,-0.11771089567356388,0.0
2018-11-30,1.0,-0.01823602123173126,-0.14511742892459828,-0.0,-0.1750163600668945,-0.11584381589471388,0.0
2018-12-03,1.0,-0.0184611355998778,-0.14517231848004775,-0.0,-0.17514074979269412,-0.11600401518788463,0.0
2018-12-04,1.0,-0.015905495813197498,-0.14625509745018647,-0.0,-0.17378495653562048,-0.11527130770458735,0.0
2018-12-06,1.0,-0.015774392146849378,-0.12401055408970976,-0.0,-0.17388713933100688,-0.10488835929298948,0.0
2018-12-07,1.0,-0.016860943305255394,-0.12372727530559573,-0.0,-0.17371451260671034,-0.10378910349130718,0.0
