Date,IWF,IWM,MTUM,SPY,TCX,VLUE,VXX
2018-09-24,-0.3937788412237225,-0.8082720902409846,-0.031755255511878314,-0.6223893351563835,1.0,-0.5620577679029226,0.0
2018-09-25,-0.394772804919713,-0.8067646053980184,-0.033720532968910144,-0.6210454390160574,1.0,-0.560129825760164,0.0
2018-09-26,-0.39495080623121076,-0.8069827821809239,-0.03419650177644165,-0.6208663569281225,1.0,-0.5592716589232031,0.0
2018-09-27,-0.3972083816804313,-0.800013650945328,-0.03614087775578459,-0.6205719746092417,1.0,-0.5587673196368848,0.0
2018-09-28,-0.3972083816804313,-0.7998088867654085,-0.03655040611562351,-0.6204013377926422,1.0,-0.558733192273565,0.0
2018-10-01,-0.3977338657383707,-0.7991194839766561,-0.036688167639329715,-0.6206272823453125,1.0,-0.5586840039589093,0.0
2018-10-02,-0.39817121020846835,-0.7937152410522365,-0.03886178307004674,-0.6214132177829335,1.0,-0.5597598007437988,0.0
2018-10-03,-0.39826662572081756,-0.7937011635445457,-0.03920565052717781,-0.6212850172313782,1.0,-0.5596956358549152,0.0
2018-10-04,-0.4010025917337335,-0.7881939708088938,-0.03993316055108444,-0.6247101350429682,1.0,-0.5563020051834675,0.0
2018-10-05,-0.3883004006247029,-0.7810484144768113,-0.026074556936239557,-0.6333944455761527,1.0,-0.5662728322129421,0.0
2018-10-08,-0.38643297850701736,-0.7778493457183537,-0.02135738016136687,-0.6381788595837006,1.0,-0.5662078785002372,0.0
2018-10-09,-0.38560629173870303,-0.7781619715922574,-0.01905149327095834,-0.6393776060205432,1.0,-0.5677480592562459,0.0
2018-10-10,-0.38628354567633505,-0.777073732718894,-0.019856329628625644,-0.6396719978313906,1.0,-0.5655665492003253,0.0
2018-10-11,-0.3427501478220879,-0.7605282175941134,-0.0,-0.6187504106169108,1.0,-0.5629065107417384,0.0
2018-10-12,-0.35330350774816827,-0.7535823121312325,-0.0,-0.5976787914154185,1.0,-0.5373468196848862,0.0
2018-10-15,-0.34962430366627806,-0.7557002202357819,-0.0,-0.5968713563933152,1.0,-0.5365656173079415,0.0
2018-10-16,-0.34952714082134995,-0.7559593211555902,-0.0,-0.5967741935483871,1.0,-0.5365008420779894,0.0
2018-10-17,-0.32925356052899285,-0.7170651068158698,-0.0,-0.5903166327568667,1.0,-0.5424402339776195,0.0
2018-10-18,-0.3292004450802734,-0.7172786520426006,-0.0,-0.5902400254331585,1.0,-0.5424256874900651,0.0
2018-10-19,-0.31445767946051556,-0.7046700699565135,-0.0,-0.5914476586626332,1.0,-0.5406188945610386,0.0
2018-10-22,-0.3144351003181203,-0.6998330656083657,-0.0,-0.5931525402374878,1.0,-0.5422847963715393,0.0
2018-10-23,-0.31665459583713823,-0.6997827250684888,-0.0,-0.5912712157949428,1.0,-0.5412350033063577,0.0
2018-10-24,-0.31548630783758264,-0.6997167138810199,-0.0,-0.591375511488826,1.0,-0.5410450110166823,0.0
2018-10-25,-0.2796049623555949,-0.6528789587588015,-0.0,-0.6051452433931783,1.0,-0.5105008077544426,0.0
2018-10-26,-0.2581824775605186,-0.6421167155247967,-0.0,-0.6177883888905678,1.0,-0.5040647949469612,0.0
2018-10-29,-0.24336589030803907,-0.6461307287753569,-0.0,-0.6100375657400451,1.0,-0.5057250187828701,0.0
2018-10-30,-0.2424351693260014,-0.6460530664983924,-0.0,-0.609994290693831,1.0,-0.5064154571952283,0.0
2018-10-31,-0.2538144391946794,-0.6246952962773481,-0.0,-0.6206626741701526,1.0,-0.5102470733395529,0.0
2018-11-01,-0.23523397088896908,-0.6399915794538674,-0.0,-0.6207746902441958,1.0,-0.5113376638999158,0.0
2018-11-02,-0.2412299049781868,-0.6110081874140919,-0.0,-0.6295344528775474,1.0,-0.5063646686188967,0.0
2018-11-05,-0.2382986349652021,-0.6189551659249082,-0.0,-0.6300666089190239,1.0,-0.49965650109023574,0.0
2018-11-06,-0.2413999044433827,-0.6211777353081701,-0.0,-0.6275083612040133,1.0,-0.49605828953655035,0.0
2018-11-07,-0.24077333890264638,-0.6211176417937165,-0.0,-0.6261598591759405,1.0,-0.4955395769311095,0.0
2018-11-08,-0.22873301157729548,-0.6181565155597668,-0.0,-0.6193112841619046,1.0,-0.49474432238770616,0.0
2018-11-09,-0.25571010248901904,-0.8514641288433382,-0.0,-0.859809663250366,1.0,-0.6933748169838946,0.0
2018-11-12,-0.2556076821580413,-0.8544201729951619,-0.0,-0.8604676733616771,1.0,-0.6946562087670429,0.0
2018-11-13,-0.23454327881930592,-0.8463212097037385,-0.0,-0.858795372955724,1.0,-0.6865141240889145,0.0
2018-11-14,-0.23535170413343,-0.8456127628716462,-0.0,-0.8588107324147933,1.0,-0.6860406091370558,0.0
2018-11-15,-0.23434672457473762,-0.8462540716612378,-0.0,-0.8619254433586682,1.0,-0.6766920014477018,0.0
2018-11-16,-0.2292584302115676,-0.8345006859701062,-0.0,-0.8613257274893494,1.0,-0.6852841360387032,0.0
2018-11-19,-0.23293361265621615,-0.8339594018637579,-0.0,-0.8599292060969443,1.0,-0.6851116087553276,0.0
2018-11-20,-0.19687578374117728,-0.8236537565834259,-0.0,-0.8621690372971229,1.0,-0.700118232954749,0.0
2018-11-21,-0.20389863547758283,-0.8147084883926988,-0.0,-0.8588693957115009,1.0,-0.6667021088073719,0.0
2018-11-23,-0.20467173951513004,-0.8076800566271456,-0.0,-0.8603079101044062,1.0,-0.6665368961245797,0.0
