Date,ATEX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9763374485596708,-2.2445394112060777,-0.026669832225387782,-1.8889680278569168,-1.7773820829376386,0.0
2018-09-25,1.0,-0.9799873437747192,-2.24031007751938,-0.03314348995412118,-1.8852238569846542,-1.7714760322733745,0.0
2018-09-26,1.0,-1.0021619024741772,-2.2772039394667307,-0.05036432060212987,-1.9051965729842262,-1.7721194651293137,0.0
2018-09-27,1.0,-1.0202670098118063,-2.2634711275534825,-0.05943381051954318,-1.9174038925526782,-1.7818883705967508,0.0
2018-09-28,1.0,-1.0258579023682939,-2.264137264378927,-0.06033510552601901,-1.920412437570485,-1.7846785886901884,0.0
2018-10-01,1.0,-1.0346806790622474,-2.2679062247372674,-0.06079223928860145,-1.9298302344381566,-1.7908649959579628,0.0
2018-10-02,1.0,-1.039236307742092,-2.2418898147399076,-0.07159614917886903,-1.9377073052342044,-1.7994498826955747,0.0
2018-10-03,1.0,-1.0457059206245933,-2.2238126219908914,-0.06807091737150293,-1.9625894599869877,-1.8325471698113207,0.0
2018-10-04,1.0,-1.047038752132586,-2.2165894873669676,-0.06954261109757089,-1.9630351775123893,-1.827930782354375,0.0
2018-10-05,1.0,-1.0167793434878227,-2.213651543536695,-0.027123890201189216,-2.0089598436100022,-1.878797751893785,0.0
2018-10-08,1.0,-1.0101477512583212,-2.202955025166423,-0.01753531417437896,-2.0125832115603184,-1.8748173404773503,0.0
2018-10-09,1.0,-1.009253997889439,-2.203506778147577,-0.0151798035554834,-2.01363747057391,-1.8759639581134833,0.0
2018-10-10,1.0,-1.0224343286017294,-2.210393212595856,-0.023494860499265788,-2.028063305596345,-1.8734703866862457,0.0
2018-10-11,1.0,-0.8194729367208459,-2.1877071169323026,-0.0,-1.9756193782546947,-1.9072905160170428,0.0
2018-10-12,1.0,-0.8311031585498678,-2.170919558114206,-0.0,-1.9284269488097092,-1.8492298117317567,0.0
2018-10-15,1.0,-0.7684423047056996,-2.228606926541388,-0.0,-1.9170678676813169,-1.8509861779779468,0.0
2018-10-16,1.0,-0.7762424242424243,-2.3993535353535353,-0.0,-1.9869090909090907,-1.9183838383838383,0.0
2018-10-17,1.0,-0.7152348940827016,-2.2798405377941062,-0.0,-1.933713749706871,-1.8879856171343705,0.0
2018-10-18,1.0,-0.714095744680851,-2.277456195244055,-0.0,-1.940237797246558,-1.890488110137672,0.0
2018-10-19,1.0,-0.6800061924297546,-2.2535799984518925,-0.0,-1.9300255437727378,-1.8769254586268287,0.0
2018-10-22,1.0,-0.6822342901474012,-2.2341349883630723,-0.0,-1.947944142746315,-1.8936384794414276,0.0
2018-10-23,1.0,-0.7001557632398754,-2.245015576323988,-0.0,-1.946495327102804,-1.896495327102804,0.0
2018-10-24,1.0,-0.6972935028468918,-2.2383589423601906,-0.0,-1.9549957101630138,-1.9090554558926762,0.0
2018-10-25,1.0,-0.5895979343415714,-2.079970490593877,-0.0,-1.9145702692733306,-1.7932128365916635,0.0
2018-10-26,1.0,-0.5422962962962963,-2.082962962962963,-0.0,-1.9784444444444442,-1.8037037037037036,0.0
2018-10-29,1.0,-0.49294843543411193,-2.0918907007492287,-0.0,-1.954238284119289,-1.8063023358307622,0.0
2018-10-30,1.0,-0.4679209230543103,-2.0945836701697655,-0.0,-1.9573748805761741,-1.8292790475490557,0.0
2018-10-31,1.0,-0.47741841491841486,-2.039554195804196,-0.0,-1.9519230769230766,-1.8154137529137526,0.0
2018-11-01,1.0,-0.4745886122032911,-2.0403378476772978,-0.0,-1.9514343963885252,-1.8148390854812875,0.0
2018-11-02,1.0,-0.483338141950375,-1.9695614541257933,-0.0,-1.962492787074437,-1.7976053087132138,0.0
2018-11-05,1.0,-0.47470227354745576,-1.9984121255864309,-0.0,-1.9660050523276795,-1.778563695416817,0.0
2018-11-06,1.0,-0.4731175025292672,-1.997904321433733,-0.0,-1.9706605000722648,-1.7847232258996963,0.0
2018-11-07,1.0,-0.4720514860076651,-2.002386289681105,-0.0,-1.9699905994648927,-1.7867524766794418,0.0
2018-11-08,1.0,-0.40038615560640733,-2.0045051487414187,-0.0,-1.946796338672769,-1.799342105263158,0.0
2018-11-09,1.0,-0.3997568997568997,-2.0040040040040035,-0.0,-1.9475904475904475,-1.7986557986557985,0.0
2018-11-12,1.0,-0.39379745937122984,-1.9695550351288056,-0.0,-1.9476261443474558,-1.7857497693563267,0.0
2018-11-13,1.0,-0.3331701175153889,-1.949776161163962,-0.0,-1.9427112479015107,-1.76923614997202,0.0
2018-11-14,1.0,-0.333799566403245,-1.948807608923701,-0.0,-1.94237359255892,-1.7685152807888662,0.0
2018-11-15,1.0,-0.32944952208190886,-1.946835972929603,-0.0,-1.9427893671945857,-1.757761808414149,0.0
2018-11-16,1.0,-0.3216666666666667,-1.9247222222222224,-0.0,-1.9354166666666668,-1.7627083333333335,0.0
2018-11-19,1.0,-0.3243299541730315,-1.9235522844049435,-0.0,-1.9336897653103735,-1.7619080683238437,0.0
2018-11-20,1.0,-0.2208796520057999,-1.908444383069806,-0.0,-1.953600773320445,-1.8217220189187326,0.0
2018-11-21,1.0,-0.2364572605561277,-1.9048403707518025,-0.0,-1.9628561620322689,-1.7616203226913834,0.0
2018-11-23,1.0,-0.23778858669589642,-1.8849078577789957,-0.0,-1.9670480235664864,-1.7609782832088787,0.0
2018-11-26,1.0,-0.23776894614225028,-1.8847471563656302,-0.0,-1.9679320268603537,-1.7617514046868579,0.0
2018-11-27,1.0,-0.21583418280665984,-1.8822290180088344,-0.0,-1.9521576622494055,-1.745497791369351,0.0
2018-11-28,1.0,-0.22417792331832448,-1.8661481784690956,-0.0,-1.9719607040523945,-1.7599945422294994,0.0
2018-11-29,1.0,-0.1878560418202533,-1.8274914549963137,-0.0,-1.9425641713021915,-1.7440520072381207,0.0
2018-11-30,1.0,-0.18654516215491823,-1.827593138568748,-0.0,-1.9433127847761993,-1.7430983650495844,0.0
2018-12-03,1.0,-0.18082376772451048,-1.8498987170830519,-0.0,-1.962525320729237,-1.7589466576637407,0.0
2018-12-04,1.0,-0.1592901878914405,-1.9504523312456505,-0.0,-2.024704244954767,-1.8244954766875436,0.0
2018-12-06,1.0,-0.1276839972991222,-1.80236326806212,-0.0,-2.0506414584740043,-1.7715057393652935,0.0
2018-12-07,1.0,-0.11619241192411922,-1.8113821138211381,-0.0,-2.060840108401084,-1.7866531165311652,0.0
2018-12-10,1.0,-0.03750253395499696,-1.852490033110345,-0.0,-2.098317453882019,-1.768903304277316,0.0
2018-12-11,1.0,-0.035417370733355866,-1.8540723217303143,-0.0,-2.0969246367015884,-1.7726934775261913,0.0
2018-12-12,1.0,-0.0377230935640887,-1.8539075175770685,-0.0,-2.0974851270957275,-1.7712276906435913,0.0
2018-12-13,1.0,-0.03785680545245969,-1.8466833119643704,-0.0,-2.097172548754977,-1.7663809973682436,0.0
2018-12-14,1.0,-0.0463218933315353,-1.8248263771829276,-0.0,-2.106196480345223,-1.7652214955161485,0.0
2018-12-17,1.0,-0.013860060261131568,-1.817609641781051,-0.0,-2.081553398058252,-1.7825912286575158,0.0
2018-12-18,1.0,-0.0,-1.7829252150893444,-0.0,-2.060886829913964,-1.774321641297154,0.0
2018-12-19,1.0,-0.0,-1.7858846918489066,-0.0,-2.06441351888668,-1.7766070245195493,0.0
2018-12-20,1.0,-0.0,-1.7512987439994738,-0.0,-2.065693430656934,-1.7588610508318536,0.0
2018-12-21,1.0,-0.0,-1.7402546523016649,-0.0,-2.055958210904342,-1.7333333333333332,0.0
2018-12-24,1.0,-0.0,-1.6832891932045733,-0.0,-2.025644338221045,-1.750597506621019,0.0
2018-12-26,1.0,-0.0,-1.693337583678674,-0.0,-1.9690787376474341,-1.713101689512273,0.0
2018-12-27,1.0,-0.0,-1.5748135674765453,-0.0,-1.7880081789752225,-1.6510704835217704,0.0
