Date,IWF,IWM,MTUM,SPY,TNDM,VLUE,VXX
2018-12-04,-1.4754663940710453,-4.095323281369793,-0.0,-3.29657551750575,1.0,-2.910426782519806,0.0
2018-12-06,-1.4099806669888835,-3.7775495408409863,-0.0,-3.182455292411793,1.0,-2.713146447559207,0.0
2018-12-07,-1.4094973417109715,-3.7782745287578545,-0.0,-3.182938617689705,1.0,-2.7124214596423393,0.0
2018-12-10,-1.3081106644596832,-3.755734216126744,-0.0,-3.137266493260818,1.0,-2.6220146606762826,0.0
2018-12-11,-1.3305295581092287,-3.755597678000237,-0.0,-3.151522331477313,1.0,-2.6091695296765787,0.0
2018-12-12,-1.334558387670421,-3.7572021339656194,-0.0,-3.1555423829282754,1.0,-2.6081802015411975,0.0
2018-12-13,-1.3326228537596212,-3.7416222616933097,-0.0,-3.166015393724097,1.0,-2.601065719360568,0.0
2018-12-14,-1.336407709589689,-3.7231878916873593,-0.0,-3.1679082416932713,1.0,-2.597020219936147,0.0
2018-12-17,-1.2788077915982163,-3.7113353672846747,-0.0,-3.1181647500586718,1.0,-2.626026754283032,0.0
2018-12-18,-1.2279080512879752,-3.6509183319856766,-0.0,-3.074159639598013,1.0,-2.598359708906088,0.0
2018-12-19,-1.2298717800623773,-3.6501097377844522,-0.0,-3.073235531939471,1.0,-2.5980131685341346,0.0
2018-12-20,-1.2142775556824672,-3.5885779554540265,-0.0,-3.059508852084523,1.0,-2.559565962307253,0.0
2018-12-21,-1.1926118391323994,-3.5719611387257117,-0.0,-3.0407817442385903,1.0,-2.4915273384545866,0.0
2018-12-24,-1.1201750448833034,-3.5017953321364454,-0.0,-3.03512118491921,1.0,-2.5637342908438057,0.0
2018-12-26,-1.1181848589586352,-3.549894079607537,-0.0,-2.9617571635633846,1.0,-2.5197903891180733,0.0
2018-12-27,-0.9271091811414393,-3.3310587262200166,-0.0,-2.6594292803970223,1.0,-2.421526054590571,0.0
2018-12-28,-0.9120787973043029,-3.3601866251944013,-0.0,-2.6702954898911355,1.0,-2.425505443234837,0.0
2018-12-31,-0.9087890422330601,-3.368475666701256,-0.0,-2.6724084258586696,1.0,-2.426896337034347,0.0
2019-01-02,-0.8989427860696518,-3.367226368159204,-0.0,-2.6672885572139307,1.0,-2.4313847429519075,0.0
2019-01-03,-0.9591944886062532,-3.4234234234234235,-0.0,-2.7914149443561205,1.0,-2.4248012718600953,0.0
2019-01-04,-0.8712581117856395,-3.4312329914172075,-0.0,-2.7427255599748794,1.0,-2.421708185053381,0.0
2019-01-07,-0.7942190669371197,-3.31551724137931,-0.0,-2.6993914807302235,1.0,-2.3327586206896553,0.0
2019-01-08,-0.7960028262844453,-3.2778843242152007,-0.0,-2.703946704350459,1.0,-2.316039164227314,0.0
2019-01-09,-0.7864116758933066,-3.2633115249119276,-0.0,-2.699748364368395,1.0,-2.316054353296427,0.0
2019-01-10,-0.7902625490393321,-3.253294437179358,-0.0,-2.7044562921235284,1.0,-2.3112362941353988,0.0
2019-01-11,-0.7956447222502269,-3.227543099102732,-0.0,-2.717612662566791,1.0,-2.3408609738884967,0.0
2019-01-14,-0.8128466270041343,-3.2234546737924776,-0.0,-2.716446505999799,1.0,-2.330946858929112,0.0
2019-01-15,-0.812872587652824,-3.2185510760836618,-0.0,-2.7207234515509753,1.0,-2.351823784985349,0.0
2019-01-16,-0.7856782652546646,-3.2232980332829047,-0.0,-2.7049924357034794,1.0,-2.3717599596570853,0.0
2019-01-17,-0.7828669216831086,-3.2197503523253475,-0.0,-2.700221461646869,1.0,-2.3635997584054764,0.0
2019-01-18,-0.7842817876412501,-3.20889748549323,-0.0,-2.733075435203095,1.0,-2.453934643184363,0.0
2019-01-22,-0.20657880638594234,-3.6436301296474873,-0.0,-3.2757955641272902,1.0,-2.588663880852888,0.0
2019-01-23,-0.20605930382466695,-3.5619896862913625,-0.0,-3.3117748173614094,1.0,-2.6636226901590034,0.0
2019-01-24,-0.20663374838986687,-3.5661227994847575,-0.0,-3.296693860025762,1.0,-2.6646629454701585,0.0
2019-01-25,-0.03297048356709232,-3.3743981578396482,-0.0,-3.4540506594096714,1.0,-2.6054008792128953,0.0
2019-01-28,-0.023267086766844396,-3.0943286476005816,-0.0,-3.3219583131362094,1.0,-2.2550654386815316,0.0
2019-01-29,-0.028535255161667317,-3.063985196727698,-0.0,-3.3576158940397356,1.0,-2.2889559797428904,0.0
2019-01-30,-0.035481041037138124,-3.0650160834389317,-0.0,-3.3573447704454624,1.0,-2.2897943269324497,0.0
2019-01-31,-0.0,-3.1152419984387194,-0.0,-3.3011319281811082,1.0,-2.3416276346604215,0.0
2019-02-01,-0.0,-3.0914462849946722,-0.0,-3.298266007943427,1.0,-2.2973941683619103,0.0
2019-02-04,-0.0,-3.103649068322981,-0.0,-3.3134704968944098,1.0,-2.2877523291925463,0.0
2019-02-05,-0.0,-3.0370370370370368,-0.0,-3.1962962962962957,1.0,-2.26343779677113,0.0
2019-02-06,-0.0,-2.9613109212132596,-0.0,-3.165555451216077,1.0,-2.2636867311484647,0.0
2019-02-07,-0.0,-2.976671996989935,-0.0,-3.18295550747813,1.0,-2.2468253221710093,0.0
2019-02-08,-0.0,-2.899880481750482,-0.0,-3.1299071435138366,1.0,-2.164015813183782,0.0
2019-02-11,-0.0,-2.896888234211011,-0.0,-3.1334008469895047,1.0,-2.17602651445406,0.0
2019-02-12,-0.0,-2.919501237737233,-0.0,-3.1188227743650865,1.0,-2.1300999358210326,0.0
2019-02-13,-0.0,-2.9468815825625057,-0.0,-3.1029398296547304,1.0,-2.108618005311842,0.0
2019-02-14,-0.03437613677700982,-2.811204074208803,-0.0,-3.141051291378683,1.0,-2.107584576209531,0.0
2019-02-15,-0.0668229777256741,-2.7544413382631436,-0.0,-3.1074939128866443,1.0,-2.0891874830913517,0.0
2019-02-19,-0.10308630898977211,-2.698097972366768,-0.0,-3.1074825049345054,1.0,-2.063251390633411,0.0
2019-02-20,-0.10489384670744872,-2.724901043540842,-0.0,-3.1126304426052536,1.0,-2.0536164087801367,0.0
2019-02-21,-0.1153880825745966,-2.732443883530154,-0.0,-3.1169205805462905,1.0,-2.0499414044893176,0.0
2019-02-22,-0.11685737453824668,-2.7306063609334172,-0.0,-3.1200108117848453,1.0,-2.0423461573114694,0.0
2019-02-25,-0.0896905361640878,-2.7035804246131705,-0.0,-3.1509535804246136,1.0,-2.05181720043181,0.0
2019-02-26,-0.09682924638462229,-2.707356507679871,-0.0,-3.13464474984281,1.0,-2.0435641785682206,0.0
2019-02-27,-0.10973419540229885,-2.688128591954023,-0.0,-3.132094109195402,1.0,-2.0499281609195403,0.0
2019-02-28,-0.17018609584418087,-2.8700221772249543,-0.0,-3.3575354353485682,1.0,-2.2445280107993444,0.0
2019-03-01,-0.16385822196397443,-2.885144295951966,-0.0,-3.399961262831687,1.0,-2.235425140422235,0.0
2019-03-04,-0.1611186375072576,-2.8794271337333073,-0.0,-3.400522546932456,1.0,-2.235629959357461,0.0
2019-03-05,-0.16109540980411263,-2.890166650423935,-0.0,-3.4288081083715034,1.0,-2.2655686580255336,0.0
2019-03-06,-0.17657956318252732,-2.8753900156006242,-0.0,-3.4412051482059285,1.0,-2.2572152886115444,0.0
2019-03-07,-0.1688160574032774,-2.8610491612527875,-0.0,-3.4444875399980606,1.0,-2.222146805003394,0.0
2019-03-08,-0.162795218194188,-2.829235105452425,-0.0,-3.521625036446691,1.0,-2.2054621440373214,0.0
2019-03-11,-0.13889427740058197,-2.8102812803103783,-0.0,-3.4811833171677984,1.0,-2.2689621726479148,0.0
2019-03-12,-0.15849464478726538,-2.700894173135502,-0.0,-3.5527169106809473,1.0,-2.4140709442861357,0.0
2019-03-13,-0.2660894660894661,-2.6595478595478594,-0.050793650793650794,-3.3897065897065897,1.0,-2.253872053872054,0.0
2019-03-14,-0.2810914313068454,-2.6372426998563903,-0.07237912876974628,-3.359693633317377,1.0,-2.2234561991383437,0.0
2019-03-15,-0.29486933128362797,-2.613470407378939,-0.09108378170637971,-3.3591468101460413,1.0,-2.2494235203689468,0.0
2019-03-18,-0.25837042771434104,-2.6362492742403716,-0.22092123088832977,-3.315753822334043,1.0,-2.2455002903038515,0.0
2019-03-19,-0.23633346349082388,-2.643498633346349,-0.2397500976181179,-3.3511323701679028,1.0,-2.2910972276454507,0.0
2019-03-20,-0.24992652101498974,-2.650435975311061,-0.23630841579308318,-3.349955912608994,1.0,-2.31057117664348,0.0
2019-03-21,-0.2707171509637022,-2.6439683005576753,-0.24430094902651403,-3.365619802367674,1.0,-2.2591722923393016,0.0
2019-03-22,-0.24249781489754296,-2.5786151306205687,-0.3546664076915606,-3.358745265611343,1.0,-2.176944741186753,0.0
2019-03-25,-0.20827375845963209,-2.355352206653322,-0.517109903727004,-3.3260890286912588,1.0,-2.125154894671623,0.0
2019-03-26,-0.17528574105302605,-2.3348323027918307,-0.4584972831178564,-3.352819936293798,1.0,-2.047030166760352,0.0
2019-03-27,-0.20971219649385958,-2.2996156370113434,-0.46526671041529954,-3.3577388206618544,1.0,-2.0423736758226303,0.0
2019-03-28,-0.15615275813295612,-2.2803394625176803,-0.5282413955681282,-3.376331918906176,1.0,-2.0885431400282886,0.0
2019-03-29,-0.1308604782526831,-2.263886273771418,-0.5755978158538881,-3.3554886085482964,1.0,-2.088495575221239,0.0
2019-04-01,-0.12061486231610713,-2.29045643153527,-0.5818559034326669,-3.360618634477556,1.0,-2.0768577895133915,0.0
2019-04-02,-0.1035171102661597,-2.319106463878327,-0.7493346007604562,-3.3809885931558936,1.0,-1.9526615969581749,0.0
2019-04-03,-0.12320289441112063,-2.320194230219937,-0.7375035704084547,-3.3993144815766927,1.0,-1.940778825097591,0.0
2019-04-04,-0.12350863796888423,-2.314975660971652,-0.7465877636728071,-3.421876491362031,1.0,-1.9378638923355922,0.0
2019-04-05,-0.16367456073338427,-2.2842818945760124,-0.7377769289533995,-3.420263559969442,1.0,-1.9432773109243697,0.0
2019-04-08,-0.16668256845720827,-2.265241866234138,-0.7408644213338421,-3.4233374677988744,1.0,-1.944948001144929,0.0
2019-04-09,-0.19553554320751101,-2.2477486108449893,-0.755317110557578,-3.4457750526920865,1.0,-1.9360030657214027,0.0
2019-04-10,-0.19583573210516217,-2.205814622913069,-0.7988869698714259,-3.479562464018423,1.0,-1.915083477259643,0.0
2019-04-11,-0.20844881965019593,-2.165917996750454,-0.8064608620854439,-3.4574213896587978,1.0,-1.91914364904903,0.0
2019-04-12,-0.210229983777078,-2.15955720965741,-0.8080923752266439,-3.452714953716958,1.0,-1.9123007920603112,0.0
2019-04-15,-0.1948176583493282,-2.1770633397312857,-0.8238003838771593,-3.4524952015355086,1.0,-1.9487523992322455,0.0
2019-04-16,-0.19638912897339864,-2.1823681936041486,-0.8215691923557092,-3.452895419187554,1.0,-1.9500624219725342,0.0
2019-04-17,-0.18912166058043436,-2.1545262348645013,-0.852296751873919,-3.473765135498751,1.0,-1.9401306938304823,0.0
2019-04-18,-0.13902912621359223,-2.219902912621359,-0.8664077669902913,-3.531844660194175,1.0,-1.951747572815534,0.0
2019-04-22,-0.16259132976132487,-2.234193862640039,-0.8337067705796395,-3.5478811495372624,1.0,-1.9634680954700439,0.0
2019-04-23,-0.1796897863623061,-2.2252463174324455,-0.8286996390596039,-3.56199395180958,1.0,-1.95941859330797,0.0
2019-04-24,-0.17046339563862928,-2.1856503115264796,-0.8414135514018691,-3.560845015576324,1.0,-1.9768302180685355,0.0
2019-04-25,-0.1524746687451286,-2.177221356196415,-0.8813328137178488,-3.566445830085737,1.0,-1.9653156664068592,0.0
2019-04-26,-0.16054554310764735,-2.14145153433999,-0.8893326838772527,-3.588991719434973,1.0,-1.961422308816366,0.0
2019-04-29,-0.15112540192926044,-2.1427457858326027,-0.883269999025626,-3.603624671148787,1.0,-1.9630712267368218,0.0
2019-04-30,-0.06285203397407241,-2.1562807331247207,-0.8453285650424676,-3.4023245417970496,1.0,-1.473759499329459,0.0
2019-05-01,-0.14153709462461128,-2.1171035095513107,-0.8046201688138606,-3.4156374944469126,1.0,-1.4060417592181254,0.0
2019-05-02,-0.12848667316036483,-2.140352430709289,-0.7908438855928451,-3.374745417515275,1.0,-1.4205259895510494,0.0
2019-05-03,-0.11139712409018286,-2.176903958814131,-0.7907864370672821,-3.3780401207172024,1.0,-1.4191372270548552,0.0
2019-05-06,-0.0980495058164961,-2.0914020816933436,-0.8077494970698854,-3.3159275780635005,1.0,-1.4334820257150356,0.0
2019-05-07,-0.07821859536418092,-2.0794339786439795,-0.8420869867175971,-3.269901901206702,1.0,-1.4116676794860665,0.0
2019-05-08,-0.12489329008024587,-2.0572818849240226,-0.8806556257469695,-3.117807751408571,1.0,-1.3562403961072222,0.0
2019-05-09,-0.12079679918277006,-2.053460457989274,-0.8814165318804801,-3.0987486166680855,1.0,-1.3584745041287136,0.0
2019-05-10,-0.12033018466513487,-2.052506169687686,-0.8834141775168071,-3.0991404986809634,1.0,-1.3545230193175049,0.0
2019-05-13,-0.13595782671541534,-2.0503358557945752,-0.8676132981889295,-3.0857069977042766,1.0,-1.3630643652750616,0.0
2019-05-14,-0.042009816155061976,-1.9734631062307628,-1.0604774977123368,-2.9707179103236,1.0,-1.2721071458281341,0.0
2019-05-15,-0.03709248170326015,-1.972222222222222,-1.0736027944111777,-2.9693113772455093,1.0,-1.2644710578842315,0.0
2019-05-16,-0.021478521478521476,-1.9775224775224776,-1.0882450882450883,-2.9716949716949714,1.0,-1.266067266067266,0.0
2019-05-17,-0.0140939037611542,-1.9592194145609207,-1.1084980401968143,-2.952130764740222,1.0,-1.3056459010924861,0.0
2019-05-20,-0.00924306769922558,-1.9512865350986761,-1.1137480223165959,-2.951369805978849,1.0,-1.3014405862269964,0.0
2019-05-21,-0.0,-1.956583215503618,-1.1269233968227563,-2.937952258171837,1.0,-1.2958496215586792,0.0
2019-05-22,-0.0,-1.9291593913694187,-1.1570632742994928,-2.9402178431861645,1.0,-1.2882680635237382,0.0
2019-05-23,-0.0,-1.919538321016358,-1.1681474715602425,-2.941459769160508,1.0,-1.2744332807440009,0.0
2019-05-24,-0.0,-1.884672619047619,-1.1901455026455028,-2.932208994708995,1.0,-1.260168650793651,0.0
2019-05-28,-0.0,-1.8738656987295825,-1.1994720343177694,-2.924022438541495,1.0,-1.2521036132651377,0.0
2019-05-29,-0.0,-1.8663560568906326,-1.2024685303253229,-2.892676148438777,1.0,-1.2123589995095636,0.0
2019-05-30,-0.0,-1.8612631750960047,-1.1985456328131383,-2.8913309910940437,1.0,-1.2194623743769915,0.0
2019-05-31,-0.0,-1.836739699149771,-1.218525179856115,-2.900016350555919,1.0,-1.2199967298888164,0.0
2019-06-03,-0.0,-1.8310007280964324,-1.2724698648976622,-2.8616616778577786,1.0,-1.124908987945959,0.0
2019-06-04,-0.002100331206074804,-1.8407787381856369,-1.27918248646902,-2.853865417238872,1.0,-1.10226997334195,0.0
2019-06-05,-0.0,-1.8092162959419593,-1.3314199154907118,-2.859284062823886,1.0,-0.9726540699992026,0.0
2019-06-06,-0.0,-1.8244159157961886,-1.2805198947452359,-2.8442707918028867,1.0,-1.02471892193605,0.0
2019-06-07,-0.0,-1.857268300470983,-1.278039434820787,-2.8239802027620344,1.0,-1.0234693062983955,0.0
2019-06-10,-0.0,-1.8697158697158696,-1.3446523446523446,-2.5689535689535687,1.0,-0.9167629167629167,0.0
2019-06-11,-0.0,-1.8693018560223655,-1.450803758639435,-2.57226061970956,1.0,-0.8734953793585463,0.0
2019-06-12,-0.0,-1.8728148551006139,-1.4472845932716962,-2.571905834822469,1.0,-0.8773988035117707,0.0
2019-06-13,-0.0,-1.8987933047878551,-1.4711560918645386,-2.555936161930712,1.0,-0.8593226936551187,0.0
2019-06-14,-0.0,-1.8671127363261495,-1.5215902902046214,-2.574029409476387,1.0,-0.8176301252625846,0.0
2019-06-17,-0.0,-1.8954253485821715,-1.5189566034779884,-2.5875763747454177,1.0,-0.8313488955036817,0.0
2019-06-18,-0.0,-1.9089348419820524,-1.524853687085447,-2.5531798673429575,1.0,-0.816387046429965,0.0
2019-06-19,-0.0,-1.8719085394307045,-1.5653289780681288,-2.544097060195987,1.0,-0.7959247161300358,0.0
2019-06-20,-0.0,-1.8760317707522192,-1.5665005450864349,-2.54345117582931,1.0,-0.8009655816850957,0.0
2019-06-21,-0.0,-1.8912992768836017,-1.5608428582536351,-2.5251535650415984,1.0,-0.7981494440556722,0.0
2019-06-24,-0.0,-1.8668171557562077,-1.5740639838094497,-2.5075893204639215,1.0,-0.835447964505332,0.0
2019-06-25,-0.0,-1.856620222620067,-1.5756207674943565,-2.5136607768350587,1.0,-0.8380166575854285,0.0
2019-06-26,-0.0,-1.8408248378127896,-1.5387704664813098,-2.4514210688909484,1.0,-0.8922613531047264,0.0
2019-06-27,-0.0,-1.8401021118589,-1.5565869884737373,-2.4567184961708053,1.0,-0.8823392898584358,0.0
2019-06-28,-0.0,-1.8203939745075317,-1.5650830436461953,-2.4623406720741596,1.0,-0.8771726535341831,0.0
2019-07-01,-0.0,-1.8188182797353438,-1.5640867825819356,-2.4605323895983995,1.0,-0.8500538544391445,0.0
2019-07-02,-0.0,-1.834332257568772,-1.5568618410942063,-2.4458275703088983,1.0,-0.8470109113262639,0.0
2019-07-03,-0.0,-1.8552570990023025,-1.5390636991557942,-2.423407521105142,1.0,-0.8567920184190331,0.0
2019-07-05,-0.0,-1.8338452088452089,-1.5381603194103195,-2.431050368550369,1.0,-0.8751535626535627,0.0
2019-07-08,-0.0,-1.8441917639827905,-1.527043638598648,-2.43000921942225,1.0,-0.8816072526121697,0.0
2019-07-09,-0.0,-1.8427706689142596,-1.52639644471688,-2.4231859627614742,1.0,-0.8698950272009809,0.0
2019-07-10,-0.0,-1.7889347394161699,-1.5180345407305516,-2.4617912272657803,1.0,-0.8730704569769219,0.0
2019-07-11,-0.0,-1.7838623326959846,-1.5278776290630975,-2.465697896749522,1.0,-0.8706692160611854,0.0
2019-07-12,-0.0,-1.7887173215104726,-1.521938541507415,-2.4516893441369825,1.0,-0.8817459104112522,0.0
2019-07-15,-0.0,-1.8027583018722553,-1.5614454118190926,-2.49965328607751,1.0,-0.8408968333461747,0.0
2019-07-16,-0.0,-1.79918285538082,-1.5845667591736048,-2.495297563983965,1.0,-0.8297872340425532,0.0
2019-07-17,-0.0,-1.756105006105006,-1.5972222222222225,-2.4538308913308917,1.0,-0.8240995115995117,0.0
2019-07-18,-0.0,-1.7559564588566645,-1.5973966659054581,-2.451549059907133,1.0,-0.8071096901880187,0.0
2019-07-19,-0.0,-1.7503398278205708,-1.5765745355686451,-2.436187887026129,1.0,-0.7886270956048934,0.0
2019-07-22,-0.0,-1.76914397472544,-1.5725139160523545,-2.403415074469686,1.0,-0.7771174966150143,0.0
2019-07-23,-0.0,-1.7816790456898493,-1.573261309925726,-2.388101132868182,1.0,-0.7594718283442119,0.0
2019-07-24,-0.0,-1.7782835820895522,-1.6092537313432835,-2.35544776119403,1.0,-0.719776119402985,0.0
2019-07-25,-0.0,-1.7392471114424153,-1.633395452851286,-2.381289601192695,1.0,-0.7003354453969438,0.0
2019-07-26,-0.0,-1.7303195054740448,-1.6290310568257989,-2.3878751768824014,1.0,-0.7003798316824309,0.0
2019-07-29,-0.0,-1.713178872085227,-1.6292185055501751,-2.389033748044402,1.0,-0.7184683006779409,0.0
2019-07-30,-0.0,-1.7146575444337027,-1.630475198929129,-2.375548449468283,1.0,-0.7159217669368632,0.0
2019-07-31,-0.0,-1.7384775498067202,-1.6271186440677965,-2.360912875408861,1.0,-0.7072554267023491,0.0
2019-08-01,-0.0,-1.7722213978335062,-1.6239056239798189,-2.341593708265321,1.0,-0.6818519068110995,0.0
2019-08-02,-0.0,-1.7711398424728784,-1.6224550453261999,-2.3455193936691927,1.0,-0.6914103135681379,0.0
2019-08-05,-0.0,-1.7575321725965178,-1.6011355034065102,-2.4658591975775925,1.0,-0.7454958364875095,0.0
2019-08-06,-0.0,-1.7483541682077075,-1.5711960943856793,-2.3622309342406984,1.0,-0.7152156224572823,0.0
2019-08-07,-0.0,-1.7914485809067455,-1.534242535938076,-2.325543678584593,1.0,-0.7206782159970513,0.0
2019-08-08,-0.0,-1.7768259360460823,-1.5072003544789896,-2.344066169411417,1.0,-0.7568864928734953,0.0
2019-08-09,-0.0,-1.7558633831720902,-1.4900322486074464,-2.3174289064790385,1.0,-0.7658311345646438,0.0
2019-08-12,-0.0,-1.742961608775137,-1.5355758683729432,-2.3175137111517365,1.0,-0.716489945155393,0.0
2019-08-13,-0.0,-1.761701202724243,-1.526807709027677,-2.2849587016374437,1.0,-0.6718591508477033,0.0
2019-08-14,-0.0,-1.7796829971181554,-1.5232708933717578,-2.246974063400576,1.0,-0.6547550432276656,0.0
2019-08-15,-0.0,-1.8093354989054444,-1.5440293764564648,-2.1773886024998235,1.0,-0.5308947108255067,0.0
2019-08-16,-0.0,-1.7956762827261878,-1.539411805994244,-2.144451463465993,1.0,-0.5394819962097283,0.0
2019-08-19,-0.0,-1.750523377529658,-1.5510118632240055,-2.1558967201674806,1.0,-0.5210048848569435,0.0
2019-08-20,-0.0,-1.765201057464867,-1.5516905523862528,-2.145888409628496,1.0,-0.49422568526506194,0.0
2019-08-21,-0.0,-1.7810452961672474,-1.558745644599303,-2.1513588850174217,1.0,-0.4774912891986063,0.0
2019-08-22,-0.0,-1.7836709125078305,-1.553421034314749,-2.151388598872416,1.0,-0.47191480476091047,0.0
2019-08-23,-0.0,-1.7640946429825175,-1.5555009478340236,-2.178684265955206,1.0,-0.5227129116057011,0.0
2019-08-26,-0.0,-1.721808695652174,-1.5647304347826088,-2.1782956521739134,1.0,-0.49161739130434784,0.0
