Date,IWF,IWM,MTUM,PGNY,SPY,VLUE,VXX
2020-06-24,-0.9499669385056204,-0.2984350892660348,-1.0316949526118582,1.0,-1.1281022702226142,-0.0,0.0
2020-06-25,-0.9484963400652615,-0.28119763647587964,-1.051194990739924,1.0,-1.1286268630390688,-0.0,0.0
2020-06-26,-0.9506945975744212,-0.2773098125689085,-1.050981256890849,1.0,-1.1311576626240352,-0.0,0.0
2020-06-29,-0.9461362436190811,-0.2720471747931702,-1.0528956169688435,1.0,-1.1295546558704455,-0.0,0.0
2020-06-30,-0.9567591369440775,-0.24980184940554823,-1.0653456627036548,1.0,-1.131439894319683,-0.0,0.0
2020-07-01,-0.9566308559351885,-0.24889926030292356,-1.065207819654808,1.0,-1.1322208524128214,-0.0,0.0
2020-07-02,-0.9554499031519634,-0.2509244585314316,-1.0642718788519105,1.0,-1.1315372424722663,-0.0,0.0
2020-07-06,-0.9581204861722741,-0.25184956843403206,-1.0623568786330808,1.0,-1.131407433503611,-0.0,0.0
2020-07-07,-0.9504837291116974,-0.2602022867194371,-1.0563324538258576,1.0,-1.1304749340369395,-0.0,0.0
2020-07-08,-0.9508182298082,-0.26024986802745026,-1.0556924159774768,1.0,-1.1323244765088862,-0.0,0.0
2020-07-09,-0.9460279757191872,-0.26203043899005896,-1.0546758159584764,1.0,-1.1359637547286003,-0.0,0.0
2020-07-10,-0.9478731359697357,-0.2591386970483438,-1.0567896889983723,1.0,-1.1350899573307527,-0.0,0.0
2020-07-13,-0.9478291470549421,-0.2593146527075177,-1.056745700083579,1.0,-1.1350019795011659,-0.0,0.0
2020-07-14,-0.9489131391357917,-0.2550822846079381,-1.0585232773035291,1.0,-1.1377277127519143,-0.0,0.0
2020-07-15,-0.9570138735961242,-0.2494604712618366,-1.0582691037216472,1.0,-1.1395727813256993,-0.0,0.0
2020-07-16,-0.9539044597214877,-0.25890181561783887,-1.0553939714436806,1.0,-1.1385950995945706,-0.0,0.0
2020-07-17,-0.9539925965097832,-0.25934249955931604,-1.055305834655385,1.0,-1.1381984840472412,-0.0,0.0
2020-07-20,-0.953960134062445,-0.25961368848121363,-1.0577703298641736,1.0,-1.1386046921855706,-0.0,0.0
2020-07-21,-0.9286847672778561,-0.2836741889985896,-1.0414756699576868,1.0,-1.1538258110014106,-0.0,0.0
2020-07-22,-0.9282030940103134,-0.2844550222574816,-1.041033099739962,1.0,-1.1537308828066464,-0.0,0.0
2020-07-23,-0.9275323988362867,-0.2867407211496077,-1.0416997267036938,1.0,-1.1520320902759411,-0.0,0.0
2020-07-24,-0.8980277704077121,-0.32347218537189354,-1.0324577695233041,1.0,-1.168081719288936,-0.0,0.0
2020-07-27,-0.8992529065912205,-0.321603819459794,-1.030281596746386,1.0,-1.169488528358605,-0.0,0.0
2020-07-28,-0.8952532484752055,-0.3217537346415628,-1.0249270750464068,1.0,-1.1778042959427208,-0.0,0.0
2020-07-29,-0.8946973044631021,-0.3217852408307556,-1.0245249668581529,1.0,-1.1779054352629255,-0.0,0.0
2020-07-30,-0.8968352192362093,-0.31214639321074966,-1.0281559405940595,1.0,-1.1829915134370579,-0.0,0.0
2020-07-31,-0.8987269030147643,-0.31159932808770224,-1.0283352488727786,1.0,-1.1818141632039607,-0.0,0.0
2020-08-03,-0.8942460668198692,-0.31584762241470743,-1.0296093335690295,1.0,-1.1796004949619938,-0.0,0.0
2020-08-04,-0.8926835733851727,-0.3118317575329151,-1.0279667756472561,1.0,-1.1856940885393654,-0.0,0.0
2020-08-05,-0.8926393920650348,-0.31214102677388,-1.0279225943271184,1.0,-1.1854290006185384,-0.0,0.0
2020-08-06,-0.8926883145571018,-0.3100066269052352,-1.0287607687210074,1.0,-1.1850231941683236,-0.0014579191517561298,0.0
2020-08-07,-0.8875977554897716,-0.31096186983608004,-1.0310166570936243,1.0,-1.1803119339018247,-0.00843900499270976,0.0
2020-08-10,-0.8900035354428142,-0.30948382534912494,-1.0322167226445111,1.0,-1.1799540392434154,-0.007601202050556832,0.0
2020-08-11,-0.8767031792679669,-0.3138747884940778,-1.0171431115860718,1.0,-1.1956986374565857,-0.04933653931783774,0.0
2020-08-12,-0.8692923898531375,-0.3144192256341789,-1.0020471740097907,1.0,-1.20173564753004,-0.06288384512683579,0.0
2020-08-13,-0.8614050689195198,-0.3254335260115607,-0.9799911071587373,1.0,-1.2037794575366831,-0.075811471765229,0.0
2020-08-14,-0.8587821909887471,-0.3243339412000178,-0.9777609749588578,1.0,-1.2054885913801539,-0.08139483165058044,0.0
2020-08-17,-0.8573525487056313,-0.32332532692820926,-0.977582065652522,1.0,-1.2050084512054087,-0.08477893425851793,0.0
2020-08-18,-0.8565138104345505,-0.3214873459947516,-0.966063247787217,1.0,-1.2109149134901926,-0.09282569052172752,0.0
2020-08-19,-0.8527711057735078,-0.3255493283515702,-0.9645049372831599,1.0,-1.2096343741659996,-0.09554310114758473,0.0
2020-08-20,-0.8606962936308025,-0.3348776538323138,-0.9742713206189276,1.0,-1.2250359841669665,-0.10313961856783016,0.0
2020-08-21,-0.8509064670334626,-0.34044376296563544,-0.9662217010913683,1.0,-1.2311716424641472,-0.12108776044015514,0.0
2020-08-24,-0.851295735154448,-0.35335353443987155,-0.9672561168649089,1.0,-1.2321468952105288,-0.11858351046990186,0.0
2020-08-25,-0.8552929457574935,-0.35529294575749343,-0.9815267590328715,1.0,-1.2287874671737753,-0.10685502128044914,0.0
2020-08-26,-0.8556486302920535,-0.3553543128820466,-0.9817070409780394,1.0,-1.228526148969889,-0.10672402082861672,0.0
2020-08-27,-0.8334164136493406,-0.3734535732088639,-0.9727647618616032,1.0,-1.2273530611320072,-0.12471110708297457,0.0
2020-08-28,-0.8325478111121183,-0.37365177195685667,-0.9723103417021662,1.0,-1.228269736245808,-0.1250793075319496,0.0
2020-08-31,-0.8342851962650711,-0.3735382104976883,-0.9739824131991659,1.0,-1.2284924304233522,-0.12238237693772096,0.0
2020-09-01,-0.8336506209772458,-0.3747167074607923,-0.9705375759224005,1.0,-1.2308947511558337,-0.12292629861299971,0.0
2020-09-02,-0.8333408874586412,-0.3745637492634728,-0.9704029370439198,1.0,-1.2304310383900647,-0.12369124779041835,0.0
2020-09-03,-0.8400580946761675,-0.3867380747061226,-0.9811646167112967,1.0,-1.226433077656243,-0.104207325375573,0.0
2020-09-04,-0.7982902137232846,-0.38771653543307083,-0.9481664791901012,1.0,-1.236355455568054,-0.12890888638920134,0.0
2020-09-08,-0.7923298264544555,-0.38679075622695797,-0.9450139375955399,1.0,-1.2331175254023918,-0.138746515601115,0.0
2020-09-09,-0.7634070816317372,-0.40456850513844633,-0.9012251492168918,1.0,-1.2427859803437598,-0.17573935286990083,0.0
2020-09-10,-0.752395021935715,-0.40513922463962754,-0.8868743844569792,1.0,-1.2428149341928552,-0.18945295012982363,0.0
2020-09-11,-0.7537965327240962,-0.4042019441831295,-0.8876495094745329,1.0,-1.2457554988128836,-0.1883259418536935,0.0
2020-09-14,-0.757328552218736,-0.4087404751232631,-0.8891080233079337,1.0,-1.2441506051098161,-0.18296727924697448,0.0
2020-09-15,-0.7573377614217756,-0.41270981060946055,-0.8931424468180594,1.0,-1.2440983753702541,-0.18059420159770218,0.0
2020-09-16,-0.7551075389520003,-0.4135422747070181,-0.8830317453190247,1.0,-1.248304970589556,-0.19011270261775404,0.0
2020-09-17,-0.7373018731988472,-0.4284041786743516,-0.873153818443804,1.0,-1.2507654899135447,-0.2132564841498559,0.0
2020-09-18,-0.743572395128552,-0.4294993234100135,-0.8752368064952638,1.0,-1.253721244925575,-0.2085701398285972,0.0
