Date,IWF,IWM,MTUM,PGNY,SPY,VLUE,VXX
2020-09-21,-0.7453068592057762,-0.42802346570397115,-0.874187725631769,1.0,-1.2562725631768954,-0.2088898916967509,0.0
2020-09-22,-0.7435793274655834,-0.43042202663055745,-0.8726698262243286,1.0,-1.2584066802076281,-0.20853080568720378,0.0
2020-09-23,-0.7481140172561774,-0.43131408953336037,-0.8717983466594389,1.0,-1.2607399376609296,-0.20535754618963725,0.0
2020-09-24,-0.7376014427412083,-0.4144724977457169,-0.8633002705139766,1.0,-1.2675834084761046,-0.22560865644724978,0.0
2020-09-25,-0.7381403318903319,-0.41400613275613274,-0.863095238095238,1.0,-1.2677669552669553,-0.22637085137085136,0.0
2020-09-28,-0.7350808449308651,-0.41210647209836504,-0.8585326307255776,1.0,-1.2671260640453992,-0.23109489708597938,0.0
2020-09-29,-0.7372262773722628,-0.40263134180409116,-0.8655943047670541,1.0,-1.2719203388303144,-0.2283500045057223,0.0
2020-09-30,-0.7386127897537658,-0.4040317488951024,-0.8702985478488321,1.0,-1.2704067827184993,-0.22639126905384685,0.0
2020-10-01,-0.7386717164885703,-0.4054736462419406,-0.86902024437531,1.0,-1.2692637179313766,-0.22634023175075524,0.0
2020-10-02,-0.735709451838484,-0.39431536205729756,-0.8664110083464921,1.0,-1.278096097450936,-0.23713061132415972,0.0
2020-10-05,-0.7243228626797061,-0.40290233899680017,-0.8548379827842624,1.0,-1.2786515841182569,-0.24606787146784442,0.0
2020-10-06,-0.7245398496917331,-0.3947617118941542,-0.8502767652220873,1.0,-1.2809504522748751,-0.24967373205526305,0.0
2020-10-07,-0.7230319388214126,-0.39595141700404857,-0.8494376968061178,1.0,-1.2802519118308593,-0.24970760233918127,0.0
2020-10-08,-0.7288028518568656,-0.38969360588421104,-0.8536167140472001,1.0,-1.2921799557781688,-0.248093497585849,0.0
2020-10-09,-0.7289833491268445,-0.38969360588421104,-0.8537520869996842,1.0,-1.2922702044131584,-0.24768737872839675,0.0
2020-10-12,-0.7198849334771664,-0.38812477526069755,-0.8536497662711254,1.0,-1.2885652642934196,-0.24456130888169722,0.0
2020-10-13,-0.7034232458105565,-0.3958688054485169,-0.8529438121695493,1.0,-1.2810735729007976,-0.24742360426561522,0.0
2020-10-14,-0.7039956996953951,-0.39370184554739296,-0.8554022576599175,1.0,-1.2818491309801112,-0.24457982440422865,0.0
2020-10-15,-0.7024763781290583,-0.39362321436568,-0.8560297344498679,1.0,-1.2793873986834445,-0.24656307375397427,0.0
2020-10-16,-0.6966077613000622,-0.3826924784655004,-0.8607583695941746,1.0,-1.2646301394192345,-0.23545866264097326,0.0
2020-10-19,-0.6972884214263525,-0.3848133848133848,-0.8674832467935917,1.0,-1.2625926419029867,-0.22575777748191542,0.0
2020-10-20,-0.6940619049727671,-0.3834742948235398,-0.8699464198733561,1.0,-1.2563875481556923,-0.22428375326573086,0.0
2020-10-21,-0.6940863787375415,-0.38449612403100775,-0.873001107419712,1.0,-1.2549280177187154,-0.2232115171650055,0.0
2020-10-22,-0.6929913774043777,-0.38368339597612205,-0.8722971479106788,1.0,-1.2521335396860491,-0.220738447932788,0.0
2020-10-23,-0.6945438480229732,-0.38232825270598636,-0.8701126573889993,1.0,-1.2517340402032253,-0.2192180251822399,0.0
2020-10-26,-0.6953121548181859,-0.3839968188044007,-0.8693058807935315,1.0,-1.2531701497812928,-0.21654221711659966,0.0
2020-10-27,-0.6902382105587601,-0.38021223195808196,-0.8687420192858086,1.0,-1.2531372462683281,-0.21082294923164985,0.0
2020-10-28,-0.6897781299524564,-0.3794682162352527,-0.8723807008276105,1.0,-1.2528614192639551,-0.20765099489346714,0.0
