Date,BZUN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.487696577243293,-2.428029602220166,-0.8054579093432007,-1.8340425531914892,-1.6953746530989824,0.0
2018-09-25,1.0,-1.4882750950041708,-2.435165446287886,-0.802762072481231,-1.8400222448790435,-1.7023820557975715,0.0
2018-09-26,1.0,-1.4898943074355648,-2.4371407379936953,-0.8055813091043945,-1.8397923233821623,-1.6988689041349898,0.0
2018-09-27,1.0,-1.4988403376936636,-2.4223953984599684,-0.8114852954819557,-1.843399202152333,-1.701178216903238,0.0
2018-09-28,1.0,-1.4953583364277758,-2.427682881544746,-0.8131266245822503,-1.844411437059042,-1.702747864834757,0.0
2018-10-01,1.0,-1.4951699795652982,-2.430614898755341,-0.8136726732305405,-1.8449749210477429,-1.7040683633661526,0.0
2018-10-02,1.0,-1.4961853368068478,-2.448641607740975,-0.8110346110904354,-1.8445292147376255,-1.703572757722367,0.0
2018-10-03,1.0,-1.4982766651141128,-2.455891942244993,-0.8126688402421984,-1.8453656264555194,-1.703120633442012,0.0
2018-10-04,1.0,-1.5066169617893754,-2.4444547996272137,-0.8150978564771667,-1.8560111835973903,-1.6974836905871387,0.0
2018-10-05,1.0,-1.4846182357301705,-2.432820607857672,-0.7891957005189029,-1.8585063009636766,-1.700982209043736,0.0
2018-10-08,1.0,-1.478292998337336,-2.423240347312027,-0.7811749491963792,-1.8585811934232404,-1.6957324958433402,0.0
2018-10-09,1.0,-1.4853254328302934,-2.4296824368114063,-0.7897416905842052,-1.8597352097028053,-1.6939172298861218,0.0
2018-10-10,1.0,-1.4859337405145288,-2.42772533777531,-0.7906718489727929,-1.8595224875069405,-1.6903572089579861,0.0
2018-10-11,1.0,-1.3603875900080007,-2.4019912881144987,-0.6285892079295936,-1.8061160992088183,-1.6925948973242066,0.0
2018-10-12,1.0,-1.3992196506162988,-2.413762525494369,-0.6230380420324555,-1.7785758623747452,-1.6530105524518932,0.0
2018-10-15,1.0,-1.397870452528838,-2.428305235137534,-0.6079858030168589,-1.7838509316770186,-1.6551020408163266,0.0
2018-10-16,1.0,-1.394251242015614,-2.440028388928318,-0.5989176721078779,-1.7836231369765791,-1.6547196593328601,0.0
2018-10-17,1.0,-1.3504831548707232,-2.353617132410551,-0.5482719596065116,-1.7777487594672239,-1.6753721598328546,0.0
2018-10-18,1.0,-1.3503960999390616,-2.353617132410551,-0.548097849743188,-1.7779228693305476,-1.6753721598328546,0.0
2018-10-19,1.0,-1.3234178306604587,-2.3291946887394377,-0.5186239006725297,-1.7800482841869287,-1.6709777547853077,0.0
2018-10-22,1.0,-1.3292788129744653,-2.3157349896480333,-0.5032781228433403,-1.7943409247757074,-1.6840062111801242,0.0
2018-10-23,1.0,-1.344785701891376,-2.329429116779455,-0.5207357279194863,-1.793336803748048,-1.6877494360576089,0.0
2018-10-24,1.0,-1.3461905174655457,-2.3240010401317504,-0.5080176822397504,-1.796827598162434,-1.6928144231602669,0.0
2018-10-25,1.0,-1.2610401536021372,-2.208948994072961,-0.46856999749561734,-1.7983971950914102,-1.6109858919776276,0.0
2018-10-26,1.0,-1.228230452674897,-2.1784362139917697,-0.42666666666666664,-1.8068312757201648,-1.5903703703703704,0.0
2018-10-29,1.0,-1.1970217640320735,-2.1983308787432496,-0.39518900343642616,-1.7916053019145803,-1.5998199967272133,0.0
2018-10-30,1.0,-1.1980360065466449,-2.198772504091653,-0.395417348608838,-1.79189852700491,-1.5990998363338789,0.0
2018-10-31,1.0,-1.2094803713959927,-2.152630721615898,-0.3955856002606288,-1.7942661671281968,-1.5926046587392082,0.0
2018-11-01,1.0,-1.1957581667479278,-2.1656102714123193,-0.37924589631074274,-1.793596619535186,-1.5918251259548188,0.0
2018-11-02,1.0,-1.1965247185511503,-2.185022026431718,-0.3742861804535813,-1.8013542176537773,-1.6007505302659488,0.0
2018-11-05,1.0,-1.1894427673982215,-2.208207554866607,-0.373174512523456,-1.8030513176144245,-1.5847270947213836,0.0
