Date,IWF,IWM,MTUM,NX,SPY,VLUE,VXX
2018-10-17,-0.4495489943414197,-1.814611462827049,-0.0,1.0,-1.1373746428371336,-1.2010196649672251,0.0
2018-10-18,-0.4486332063634326,-1.8131861976249157,-0.0,1.0,-1.1386959444319962,-1.2010979161998654,0.0
2018-10-19,-0.4143674013212679,-1.795703103314273,-0.0,1.0,-1.141064786543052,-1.2004108144118137,0.0
2018-10-22,-0.4148222111277528,-1.7868752426915182,-0.0,1.0,-1.1432850723914127,-1.202307649636656,0.0
2018-10-23,-0.41921348937822395,-1.7870652837095788,-0.0,1.0,-1.1399412058350435,-1.2004548227855123,0.0
2018-10-24,-0.4157745853902047,-1.7897831271839815,-0.0,1.0,-1.1402185368018192,-1.200787619945643,0.0
2018-10-25,-0.3451957295373666,-1.7001115419344557,-0.0,1.0,-1.1317257130716525,-1.1344877038296064,0.0
2018-10-26,-0.3146596858638743,-1.6724083769633507,-0.0,1.0,-1.1335602094240838,-1.1149214659685864,0.0
2018-10-29,-0.27697354717767136,-1.6899604249114768,-0.0,1.0,-1.1170589460529057,-1.1233076442407832,0.0
2018-10-30,-0.28057104152555623,-1.6905642682227895,-0.0,1.0,-1.1176470588235294,-1.121398426509665,0.0
2018-10-31,-0.282906952754281,-1.6579843201980609,-0.0,1.0,-1.1082628429956676,-1.1086754693624923,0.0
2018-11-01,-0.24272096155838774,-1.702776914309398,-0.0,1.0,-1.1163091907574345,-1.1190032121023727,0.0
2018-11-02,-0.24609535552815454,-1.6659473900534318,-0.0,1.0,-1.1179613645704891,-1.1076859843814222,0.0
2018-11-05,-0.24057330730504467,-1.6820610294873113,-0.0,1.0,-1.119182163772732,-1.0953457310181856,0.0
2018-11-06,-0.24205228288223513,-1.6820913152894046,-0.0,1.0,-1.1179189563966925,-1.0938318524985877,0.0
2018-11-07,-0.24052126622543737,-1.6818018572674567,-0.0,1.0,-1.1155918116053563,-1.0926581499153456,0.0
2018-11-08,-0.19466287859570797,-1.6828167013342803,-0.0,1.0,-1.0978641367764193,-1.0979656029628126,0.0
2018-11-09,-0.19493760779141725,-1.6821040884650502,-0.0,1.0,-1.0978492441919447,-1.0975956173277872,0.0
2018-11-12,-0.19295234248788365,-1.6551898222940225,-0.0,1.0,-1.1077342487883683,-1.092639337641357,0.0
2018-11-13,-0.14442998698828946,-1.6565909318386547,-0.0,1.0,-1.1141527374637172,-1.0893804423981583,0.0
2018-11-14,-0.14595325091345912,-1.6557385254517243,-0.0,1.0,-1.1145702988137545,-1.088993443115271,0.0
2018-11-15,-0.1442716407461119,-1.659548932339851,-0.0,1.0,-1.1209681452217832,-1.0760114017102564,0.0
2018-11-16,-0.13919888401753686,-1.6448784376245515,-0.0,1.0,-1.1172279792746114,-1.0808090872857712,0.0
2018-11-19,-0.14359766734785426,-1.6443203907690775,-0.0,1.0,-1.1157354333848377,-1.0806459652095899,0.0
2018-11-20,-0.07548757548757548,-1.6348876348876349,-0.0,1.0,-1.1241461241461241,-1.1154836154836154,0.0
2018-11-21,-0.07960832313341494,-1.6258506731946145,-0.0,1.0,-1.1174541003671972,-1.0730966952264382,0.0
2018-11-23,-0.0800235075175082,-1.6268671335520837,-0.0,1.0,-1.1172437435721632,-1.0732650962338999,0.0
2018-11-26,-0.07960052871199882,-1.6279434082341997,-0.0,1.0,-1.1159739560385764,-1.0719635776178587,0.0
2018-11-27,-0.060322896281800396,-1.6459882583170256,-0.0,1.0,-1.1159980430528376,-1.0700587084148727,0.0
2018-11-28,-0.06139921722113503,-1.6445205479452054,-0.0,1.0,-1.1161937377690803,-1.0702544031311154,0.0
2018-11-29,-0.026017827029631416,-1.620669718140207,-0.0,1.0,-1.1032522283787038,-1.0681763430498674,0.0
2018-11-30,-0.025102384967477714,-1.6212478920741988,-0.0,1.0,-1.1034931341845338,-1.0683690676945314,0.0
2018-12-03,-0.024420788979336257,-1.6211646837820914,-0.0,1.0,-1.1031742208949473,-1.067963970906989,0.0
2018-12-04,-0.008893803182539302,-1.6317484736310754,-0.0,1.0,-1.0994182971972501,-1.067448680351906,0.0
2018-12-06,-0.014056990374535405,-1.6088344610692842,-0.0,1.0,-1.0879157533593826,-1.0542266272753265,0.0
2018-12-07,-0.040453777455949795,-1.6238957277335266,-0.0,1.0,-1.108520395848419,-1.0545498431088582,0.0
2018-12-10,-0.0,-1.634653937947494,-0.0,1.0,-1.1086396181384248,-1.0299761336515514,0.0
2018-12-11,-0.0,-1.6341463414634148,-0.0,1.0,-1.1097799627702734,-1.0291155553434204,0.0
2018-12-12,-0.0,-1.7172497349689535,-0.0,1.0,-1.2006158816699481,-1.1303447927709627,0.0
2018-12-13,-0.01630860906382311,-1.7804087606502537,-0.0,1.0,-1.2431655428362345,-1.1872353771365844,0.0
2018-12-14,-0.025730871816327598,-1.756811882223733,-0.0,1.0,-1.2584592856022176,-1.1888499555462582,0.0
2018-12-17,-0.0027046707583480703,-1.7552793092686987,-0.0,1.0,-1.2409757619889734,-1.2023301778841153,0.0
2018-12-18,-0.0,-1.747069290349592,-0.0,1.0,-1.2548147372828136,-1.2315783964831484,0.0
2018-12-19,-0.0,-1.7469122880468912,-0.0,1.0,-1.2548147372828136,-1.2316307305840486,0.0
2018-12-20,-0.0,-1.7223925583329005,-0.0,1.0,-1.255157719690277,-1.219144624019124,0.0
2018-12-21,-0.0,-1.7204645161290324,-0.0,1.0,-1.2509935483870969,-1.1898322580645162,0.0
2018-12-24,-0.0,-1.6780312740322993,-0.0,1.0,-1.2319405280697258,-1.2169700076903358,0.0
2018-12-26,-0.0,-1.6908685291284289,-0.0,1.0,-1.1892207067890281,-1.190133346853927,0.0
2018-12-27,-0.0,-1.610526825958416,-0.0,1.0,-1.0537003828817912,-1.1823777443900547,0.0
2018-12-28,-0.0,-1.6145278450363196,-0.0,1.0,-1.0503147699757869,-1.17772397094431,0.0
2018-12-31,-0.0,-1.6221014844280588,-0.0,1.0,-1.0510332783545164,-1.1778888134277676,0.0
2019-01-02,-0.0,-1.6201433969576593,-0.0,1.0,-1.0461680069760682,-1.1782288537932373,0.0
2019-01-03,-0.0,-1.6210490595307352,-0.0,1.0,-1.044599573395385,-1.1821310839635448,0.0
2019-01-04,-0.0,-1.6288386443619534,-0.0,1.0,-1.0055922479872728,-1.1864725449549245,0.0
2019-01-07,-0.0,-1.5789325182224312,-0.0,1.0,-0.9775217493533975,-1.1461086292029155,0.0
2019-01-08,-0.0,-1.5646424384525206,-0.0,1.0,-0.9829308323563892,-1.141805392731536,0.0
2019-01-09,-0.0,-1.553465300201226,-0.0,1.0,-0.9807197341943938,-1.1454911320136647,0.0
2019-01-10,-0.0,-1.5502197699429534,-0.0,1.0,-0.9821846067520807,-1.1435518563546245,0.0
2019-01-11,-0.0,-1.524190155658393,-0.0,1.0,-0.9868181180760061,-1.163371196185668,0.0
2019-01-14,-0.0,-1.522867564534231,-0.0,1.0,-0.9913019079685746,-1.1621773288439954,0.0
2019-01-15,-0.0,-1.5137348495484113,-0.0,1.0,-0.9862885488324209,-1.1796527680284525,0.0
2019-01-16,-0.0,-1.516290609493493,-0.0,1.0,-0.9618949536560247,-1.2030240614174703,0.0
2019-01-17,-0.0,-1.510069314349944,-0.0,1.0,-0.9665605095541402,-1.2067721993255902,0.0
2019-01-18,-0.0,-1.500259666682404,-0.0,1.0,-0.9827675747131864,-1.238185165950616,0.0
2019-01-22,-0.0,-1.6394149271080547,-0.0,1.0,-0.942800406838766,-1.261054874800213,0.0
2019-01-23,-0.0,-1.6022920409848005,-0.0,1.0,-0.9531879764968678,-1.300587578303307,0.0
2019-01-24,-0.0,-1.6002914035939777,-0.0,1.0,-0.9565322972316658,-1.2999028654686742,0.0
2019-01-25,-0.0,-1.6005985037406483,-0.0,1.0,-1.0078304239401497,-1.3791022443890273,0.0
2019-01-28,-0.0,-1.5731481943958845,-0.0,1.0,-1.0446531142300584,-1.3769541980920033,0.0
2019-01-29,-0.0,-1.5335356751915614,-0.0,1.0,-1.0455766742959498,-1.3964573589411884,0.0
2019-01-30,-0.0,-1.5281514698555057,-0.0,1.0,-1.0431489785749875,-1.4112605879422022,0.0
2019-01-31,-0.0,-1.5516673322683705,-0.0,1.0,-0.9888678115015974,-1.4514776357827477,0.0
2019-02-01,-0.0,-1.5545869031514605,-0.0,1.0,-1.0083170499524026,-1.4473671025602488,0.0
2019-02-04,-0.0,-1.5568535044620475,-0.0,1.0,-1.0149403389150708,-1.4416925699388348,0.0
2019-02-05,-0.0,-1.5510265398097147,-0.0,1.0,-1.0031547320981473,-1.4533299949924887,0.0
2019-02-06,-0.0,-1.5545213431416705,-0.0,1.0,-1.0025521693439423,-1.4471801030876243,0.0
2019-02-07,-0.0,-1.5533829295264905,-0.0,1.0,-0.997939077108676,-1.4752689253041116,0.0
2019-02-08,-0.0,-1.552102744900529,-0.0,1.0,-1.0218584739360361,-1.4625535129690252,0.0
2019-02-11,-0.0,-1.5340748230535894,-0.0,1.0,-1.027906976744186,-1.4936299292214357,0.0
2019-02-12,-0.0,-1.5210372313590959,-0.0,1.0,-1.0320855614973263,-1.4917768136414087,0.0
2019-02-13,-0.0,-1.5282105581606413,-0.0,1.0,-1.0297483991327585,-1.4841425906317753,0.0
2019-02-14,-0.0,-1.4973949112246447,-0.0,1.0,-1.066973544438262,-1.4940563508523446,0.0
2019-02-15,-0.0,-1.5179520939889604,-0.0,1.0,-1.0594520686686586,-1.486656200941915,0.0
2019-02-19,-0.0,-1.4952627045650302,-0.0,1.0,-1.0834979986826774,-1.4879160966712266,0.0
2019-02-20,-0.0,-1.4636340789143,-0.0,1.0,-1.0840412163860267,-1.4787132445338025,0.0
2019-02-21,-0.0,-1.5198291940708746,-0.0,1.0,-1.0089820359281436,-1.3794051241778738,0.0
2019-02-22,-0.0,-1.5238258989978386,-0.0,1.0,-1.015818431911967,-1.3729121634898802,0.0
2019-02-25,-0.0,-1.518739815317762,-0.0,1.0,-1.0328378845489112,-1.3864500518492915,0.0
2019-02-26,-0.0,-1.5040172447579856,-0.0,1.0,-1.0281697040956301,-1.3669410150891632,0.0
2019-02-27,-0.0,-1.5022721720009773,-0.0,1.0,-1.0158319081358416,-1.368287319814317,0.0
2019-02-28,-0.0,-1.499780090895763,-0.0,1.0,-1.0142696574304844,-1.3728192347163173,0.0
2019-03-01,-0.0,-1.4953891192973896,-0.0,1.0,-1.017418882654306,-1.366430836789461,0.0
2019-03-04,-0.0,-1.484078293894245,-0.0,1.0,-1.0178693154153278,-1.3670756646216768,0.0
2019-03-05,-0.0,-1.4703584334407658,-0.0,1.0,-1.043461275515187,-1.3694696747729271,0.0
2019-03-06,-0.0,-1.4698530488697943,-0.0,1.0,-1.0443294439291118,-1.367914856222233,0.0
2019-03-07,-0.0,-1.4516930572472595,-0.0,1.0,-1.053154689403167,-1.3673081607795372,0.0
2019-03-08,-0.0,-1.4712428549749608,-0.0,1.0,-1.1539784511103242,-1.4332035004299661,0.0
2019-03-11,-0.0,-1.471875,-0.0,1.0,-1.171311475409836,-1.4798155737704917,0.0
2019-03-12,-0.0,-1.4432096833098553,-0.0,1.0,-1.2185527208222464,-1.5555381645536601,0.0
2019-03-13,-0.0,-1.4650428744279025,-0.0,1.0,-1.2362565100741754,-1.559366615813562,0.0
2019-03-14,-0.0,-1.4669295478443742,-0.0,1.0,-1.2352260778128286,-1.5555205047318612,0.0
2019-03-15,-0.0,-1.4527287107830211,-0.0,1.0,-1.2429211705773793,-1.5772211969417347,0.0
2019-03-18,-0.0,-1.475274578087329,-0.0,1.0,-1.2720600053576212,-1.6102866327350656,0.0
2019-03-19,-0.0,-1.4781041532171293,-0.0,1.0,-1.2788896061975468,-1.6227673768022381,0.0
2019-03-20,-0.0,-1.4843707822706906,-0.0,1.0,-1.2817578146088646,-1.632564919289532,0.0
2019-03-21,-0.0,-1.4869480624763551,-0.0,1.0,-1.3245960114576014,-1.5929849213641032,0.0
2019-03-22,-0.0,-1.476413297785516,-0.0,1.0,-1.3847869851460906,-1.5797921540889057,0.0
2019-03-25,-0.0,-1.3705708925221123,-0.0,1.0,-1.4137228625033504,-1.576199410345752,0.0
2019-03-26,-0.0,-1.4027088279732354,-0.0,1.0,-1.407619253183682,-1.5857435786747247,0.0
2019-03-27,-0.0,-1.393394040627189,-0.0,1.0,-1.4118217576378036,-1.58305943208147,0.0
2019-03-28,-0.0,-1.3858127760422279,-0.0,1.0,-1.399816869546483,-1.6006140256382635,0.0
2019-03-29,-0.0,-1.3834760596757687,-0.0,1.0,-1.3988797328593743,-1.603543922012172,0.0
2019-04-01,-0.0,-1.3955581909331034,-0.0,1.0,-1.401811223114657,-1.593175570050132,0.0
2019-04-02,-0.0,-1.4126122251491855,-0.0,1.0,-1.4193322939626902,-1.5441105316918444,0.0
2019-04-03,-0.0,-1.4118026443082878,-0.0,1.0,-1.4217456734386755,-1.5411157691067396,0.0
2019-04-04,-0.0,-1.4102798216875234,-0.0,1.0,-1.4264998120199797,-1.534024383694076,0.0
2019-04-05,-0.0,-1.4044544867656554,-0.0,1.0,-1.436195394878416,-1.5391650527221865,0.0
2019-04-08,-0.0,-1.3996452375833155,-0.0,1.0,-1.4378628251988819,-1.537680068802408,0.0
2019-04-09,-0.0,-1.3895060396893875,-0.0,1.0,-1.4686691113028472,-1.5344046591889562,0.0
2019-04-10,-0.0,-1.371425494103075,-0.0,1.0,-1.4838709677419355,-1.5300231568743603,0.0
2019-04-11,-0.0,-1.3573660954844273,-0.0,1.0,-1.5076516866041598,-1.5234400258648564,0.0
2019-04-12,-0.0,-1.3585698131495345,-0.0,1.0,-1.5036346992622907,-1.5225351354262022,0.0
2019-04-15,-0.0,-1.361842105263158,-0.0,1.0,-1.5007549611734254,-1.5300366695427092,0.0
2019-04-16,-0.0,-1.3593876340898066,-0.0,1.0,-1.501051156271899,-1.5301600991860276,0.0
2019-04-17,-0.0,-1.3533250633730651,-0.0,1.0,-1.5130791219459578,-1.5269942290059868,0.0
2019-04-18,-0.0,-1.3451642483413344,-0.0,1.0,-1.505313123685204,-1.5436107664922594,0.0
2019-04-22,-0.0,-1.348231215125413,-0.0,1.0,-1.5161709735088575,-1.553009372122,0.0
2019-04-23,-0.0,-1.3552010418362364,-0.0,1.0,-1.5142438547940744,-1.556785501112377,0.0
2019-04-24,-0.0,-1.3348303663221686,-0.0,1.0,-1.5136085709647744,-1.56252367296142,0.0
2019-04-25,-0.0,-1.3282648549552463,-0.0,1.0,-1.5179553542542865,-1.5457241453682733,0.0
2019-04-26,-0.0,-1.3151187904967603,-0.0,1.0,-1.537473002159827,-1.5469762419006479,0.0
2019-04-29,-0.0,-1.3017646106524203,-0.0,1.0,-1.5355350493767201,-1.5590631914089903,0.0
2019-04-30,-0.0,-1.2953773126921624,-0.0,1.0,-1.5359512379308484,-1.5626517072118238,0.0
2019-05-01,-0.0,-1.2976877054923732,-0.0,1.0,-1.5305341454212256,-1.5616881366894841,0.0
2019-05-02,-0.0,-1.3012171477811287,-0.0,1.0,-1.505331753554502,-1.5790607496768634,0.0
2019-05-03,-0.0,-1.293374206733355,-0.0,1.0,-1.5070990642142625,-1.5776056792513713,0.0
2019-05-06,-0.0,-1.2535429702123109,-0.0,1.0,-1.4987432483020484,-1.5955933472378203,0.0
2019-05-07,-0.0,-1.2561921574921093,-0.0,1.0,-1.495212111485583,-1.598191836516343,0.0
2019-05-08,-0.0,-1.245383145828911,-0.0,1.0,-1.4736786244958608,-1.5876671619613671,0.0
2019-05-09,-0.0,-1.246536072623029,-0.0,1.0,-1.4747571269310398,-1.5874077613208049,0.0
2019-05-10,-0.0,-1.2492427060636657,-0.0,1.0,-1.4820109475474306,-1.5830366158261144,0.0
2019-05-13,-0.0,-1.2489243027888446,-0.0,1.0,-1.4824435590969454,-1.5806640106241698,0.0
2019-05-14,-0.0,-1.1810825013137152,-0.0,1.0,-1.5066736731476615,-1.5670520231213871,0.0
2019-05-15,-0.0,-1.1835914785642543,-0.0,1.0,-1.5488713855262461,-1.553787598456415,0.0
2019-05-16,-0.0,-1.1864523293321347,-0.0,1.0,-1.5458198931838611,-1.5556554386335995,0.0
2019-05-17,-0.0,-1.173758865248227,-0.0,1.0,-1.5368370911400446,-1.582089552238806,0.0
2019-05-20,-0.0,-1.1748969017658877,-0.0,1.0,-1.531511050015861,-1.5806809770540342,0.0
2019-05-21,-0.0,-1.0801351677528361,-0.0,1.0,-1.3371469949312094,-1.4101375814627082,0.0
2019-05-22,-0.0,-1.0705990072767577,-0.0,1.0,-1.3440798033829695,-1.4043660546479688,0.0
2019-05-23,-0.0,-1.0837010744435918,-0.0,1.0,-1.3557175748273216,-1.3572045280122793,0.0
2019-05-24,-0.0,-1.051552678487663,-0.0,1.0,-1.3156487475372924,-1.3237170466272632,0.0
2019-05-28,-0.0,-1.0444496487119437,-0.0,1.0,-1.3176580796252928,-1.3216861826697892,0.0
2019-05-29,-0.0,-1.0466993235362725,-0.0,1.0,-1.3139258222533239,-1.304641940751108,0.0
2019-05-30,-0.0,-1.0449224193997955,-0.0,1.0,-1.3032611725355385,-1.2974077859332898,0.0
2019-05-31,-0.0,-1.0468401486988848,-0.0,1.0,-1.308410780669145,-1.291589219330855,0.0
2019-06-03,-0.0,-1.0548242575400675,-0.0,1.0,-1.3095007159022678,-1.2543993349036995,0.0
2019-06-04,-0.0,-1.0631812303713282,-0.0,1.0,-1.2925364862368374,-1.2627932754479956,0.0
2019-06-05,-0.0,-1.053168709280605,-0.0,1.0,-1.2969611371816483,-1.2058863729554878,0.0
2019-06-06,-0.0,-1.0515289821999088,-0.0,1.0,-1.3129164764947514,-1.1996805111821085,0.0
2019-06-07,-0.0,-1.0595379417404802,-0.0,1.0,-1.3081453748516116,-1.1981097616656013,0.0
2019-06-10,-0.0,-1.057200292397661,-0.0,1.0,-1.2991136695906433,-1.2124451754385965,0.0
2019-06-11,-0.0,-1.0640678743407477,-0.0,1.0,-1.3107085530841551,-1.211327677138271,0.0
2019-06-12,-0.0,-1.0526122486456708,-0.0,1.0,-1.3136075658800843,-1.2247268386741346,0.0
2019-06-13,-0.0,-1.062589035430357,-0.0,1.0,-1.313358761086347,-1.2194292541703047,0.0
2019-06-14,-0.0,-1.0714615242664698,-0.0,1.0,-1.318555083963831,-1.223334563572615,0.0
2019-06-17,-0.0,-1.0597773363514575,-0.0,1.0,-1.3354737377003743,-1.2243266965399362,0.0
2019-06-18,-0.0,-1.0389048991354466,-0.0,1.0,-1.3579529608626941,-1.251278237426792,0.0
2019-06-19,-0.0,-1.0344028189910979,-0.0,1.0,-1.3665615727002967,-1.23553412462908,0.0
2019-06-20,-0.0,-1.0352864704243663,-0.0,1.0,-1.3688829046336708,-1.2387872597269942,0.0
2019-06-21,-0.0,-1.0385258853053256,-0.0,1.0,-1.371270564178827,-1.2374756018217306,0.0
2019-06-24,-0.0,-1.0222975797835276,-0.0,1.0,-1.3558786640033447,-1.2671993310726064,0.0
2019-06-25,-0.0,-0.9844272963927111,-0.0,1.0,-1.3847619933060615,-1.2794254369654146,0.0
2019-06-26,-0.0,-0.980063350102478,-0.0,1.0,-1.3542016023849448,-1.3238308179616172,0.0
2019-06-27,-0.0,-0.9667287110283852,-0.0,1.0,-1.358771521637971,-1.3278268962308049,0.0
2019-06-28,-0.0,-0.9560567309927924,-0.0,1.0,-1.3661474075796327,-1.3278772378516623,0.0
2019-07-01,-0.0,-0.9517926806613413,-0.0,1.0,-1.3727010960430985,-1.3198030837822774,0.0
2019-07-02,-0.0,-0.95531037040471,-0.0,1.0,-1.3604376245885679,-1.320105697464188,0.0
2019-07-03,-0.0,-0.9618164967562558,-0.0,1.0,-1.3518072289156626,-1.320250231696015,0.0
2019-07-05,-0.0,-0.9502685682533802,-0.0,1.0,-1.3535839970364882,-1.3266345619559177,0.0
2019-07-08,-0.0,-0.9458873460349679,-0.0,1.0,-1.3511556027125524,-1.3161415324998846,0.0
2019-07-09,-0.0,-0.9403692959432703,-0.0,1.0,-1.3461343647833495,-1.3181839112216238,0.0
2019-07-10,-0.0,-0.924975820936766,-0.0,1.0,-1.3571593054851931,-1.3234007276746649,0.0
2019-07-11,-0.0,-0.914057478652098,-0.0,1.0,-1.369525296116059,-1.3073638784317327,0.0
2019-07-12,-0.0,-0.9262988505747127,-0.0,1.0,-1.3810114942528737,-1.2903908045977013,0.0
2019-07-15,-0.0,-0.94981139019229,-0.0,1.0,-1.3754255221271505,-1.2750023001196065,0.0
2019-07-16,-0.0,-0.9599926423250253,-0.0,1.0,-1.38246114227904,-1.2561390600570221,0.0
2019-07-17,-0.0,-0.9604779411764706,-0.0,1.0,-1.378125,-1.2569852941176471,0.0
2019-07-18,-0.0,-0.961974073231749,-0.0,1.0,-1.3458267000227426,-1.240755060268365,0.0
2019-07-19,-0.0,-0.9660708600536679,-0.0,1.0,-1.3440669486514758,-1.2380497566743984,0.0
2019-07-22,-0.0,-0.9568918426802623,-0.0,1.0,-1.3482793153678079,-1.2469045884923526,0.0
2019-07-23,-0.0,-0.9623594738518957,-0.0,1.0,-1.3453188293659826,-1.2437303718538073,0.0
2019-07-24,-0.0,-0.9644593919011044,-0.0,1.0,-1.3454528927873473,-1.234922510566741,0.0
2019-07-25,-0.0,-0.9554799183117768,-0.0,1.0,-1.3528931245745406,-1.2298615838438849,0.0
2019-07-26,-0.0,-0.9478193852570497,-0.0,1.0,-1.3568773234200744,-1.2288058754193492,0.0
2019-07-29,-0.0,-0.9310047629848038,-0.0,1.0,-1.3594465865275573,-1.2456792923565434,0.0
2019-07-30,-0.0,-0.9355570683004312,-0.0,1.0,-1.3588382119355573,-1.243884728840481,0.0
2019-07-31,-0.0,-0.9631918567663365,-0.0,1.0,-1.3491320548941197,-1.2318913023720803,0.0
2019-08-01,-0.0,-0.9860688841493851,-0.0,1.0,-1.3368425829287107,-1.2149112855651858,0.0
2019-08-02,-0.0,-0.9752234877705676,-0.0,1.0,-1.3484594091754774,-1.21409447746971,0.0
2019-08-05,-0.0,-0.9704150054367524,-0.0,1.0,-1.3429231605654224,-1.217243566509605,0.0
2019-08-06,-0.0,-0.9633787757284148,-0.0,1.0,-1.2817874008732069,-1.2099705960973002,0.0
2019-08-07,-0.0,-0.9650026647717179,-0.0,1.0,-1.2602149582519098,-1.2160685734588736,0.0
2019-08-08,-0.0,-0.9722086786933204,-0.0,1.0,-1.2549975621647977,-1.205265724037055,0.0
2019-08-09,-0.0,-0.9443290770114434,-0.0,1.0,-1.2354526576238236,-1.2385896699509567,0.0
2019-08-12,-0.0,-0.9423440869680032,-0.0,1.0,-1.2454117336384842,-1.2134589146604464,0.0
2019-08-13,-0.0,-0.9287472527472528,-0.0,1.0,-1.2468131868131869,-1.22,0.0
2019-08-14,-0.0,-0.9431460084033614,-0.0,1.0,-1.220719537815126,-1.2128851540616246,0.0
2019-08-15,-0.0,-0.966303228021978,-0.0,1.0,-1.1891741071428572,-1.1371050824175826,0.0
2019-08-16,-0.0,-0.9678000257256786,-0.0,1.0,-1.188654975774986,-1.1311580842944733,0.0
2019-08-19,-0.0,-0.9411438326931285,-0.0,1.0,-1.2045241143832695,-1.1223218096457535,0.0
2019-08-20,-0.0,-0.9476820910135797,-0.0,1.0,-1.2019496828572644,-1.1073176961389468,0.0
2019-08-21,-0.0,-0.9517534537725824,-0.0,1.0,-1.2023804463336876,-1.096663124335813,0.0
2019-08-22,-0.0,-0.9540747028862478,-0.0,1.0,-1.19320882852292,-1.0971561969439727,0.0
2019-08-23,-0.0,-0.9011155091759625,-0.0,1.0,-0.7787693414897445,-0.918567830154732,0.0
2019-08-26,-0.0,-0.8922518159806297,-0.0,1.0,-0.766949152542373,-0.9015453639082753,0.0
2019-08-27,-0.0,-0.89029550869457,-0.0,1.0,-0.7636641655702143,-0.9021016322321397,0.0
2019-08-28,-0.0,-0.8853426215524595,-0.0,1.0,-0.7682328689223771,-0.9005899914700028,0.0
2019-08-29,-0.0,-0.881885010121098,-0.0,1.0,-0.7732518910472672,-0.896125572641074,0.0
2019-08-30,-0.0,-0.8752346212416333,-0.0,1.0,-0.7769238941813932,-0.8892941884761129,0.0
2019-09-03,-0.0,-0.8748271828139955,-0.0,1.0,-0.7746463894501754,-0.8954943457761707,0.0
2019-09-04,-0.0,-0.8720650636492221,-0.0,1.0,-0.768033946251768,-0.896004243281471,0.0
2019-09-05,-0.0,-0.883615061580266,-0.0,1.0,-0.7712531319476302,-0.874086882873981,0.0
2019-09-06,-0.0,-0.8829300886200592,-0.0,1.0,-0.7768673512449008,-0.8568715712477141,0.0
2019-09-09,-0.0,-0.8571580854919518,-0.0,1.0,-0.8004477134633834,-0.8956756564687489,0.0
2019-09-10,-0.0,-0.8482349177005938,-0.0,1.0,-0.8472039532155426,-0.8596110775356394,0.0
2019-09-11,-0.0,-0.8329180607958995,-0.0,1.0,-0.8904748344842315,-0.8360504022211148,0.0
2019-09-12,-0.0,-0.8182464370757365,-0.0,1.0,-0.896186515975406,-0.8396062124604613,0.0
2019-09-13,-0.0,-0.8198644140751103,-0.0,1.0,-0.9439721654291762,-0.8230926503820081,0.0
2019-09-16,-0.0,-0.8197703623968425,-0.0,1.0,-0.9457122353785433,-0.822604951560818,0.0
2019-09-17,-0.0,-0.7825246195165622,-0.0,1.0,-0.9583527305282006,-0.8401074306177261,0.0
2019-09-18,-0.0,-0.784931604955955,-0.0,1.0,-0.9566712024636539,-0.8392895509560983,0.0
2019-09-19,-0.0,-0.7897715063390873,-0.0,1.0,-0.9489291598023063,-0.842740491368813,0.0
2019-09-20,-0.0,-0.7962080212178775,-0.0,1.0,-0.9477796494749293,-0.8401490985986166,0.0
2019-09-23,-0.0,-0.7956165168499088,-0.0,1.0,-0.9460301543530424,-0.8396304122049923,0.0
