Date,GOOS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.3825108225108222,-2.146147186147186,-0.825108225108225,-1.6972294372294372,-1.607012987012987,0.0
2018-09-25,1.0,-1.3867475097444781,-2.1445647466435687,-0.8309224772628844,-1.6958856647899523,-1.6036379385015158,0.0
2018-09-26,1.0,-1.3867475097444781,-2.1445647466435687,-0.8306626245127761,-1.6959722823733219,-1.6038111736682545,0.0
2018-09-27,1.0,-1.4591680891204744,-2.200431228101698,-0.8691941424849519,-1.7764801006198903,-1.6786452250471653,0.0
2018-09-28,1.0,-1.4571094942962364,-2.201473097996946,-0.869576933441121,-1.775891493757298,-1.6783436629839217,0.0
2018-10-01,1.0,-1.4571582539967667,-2.200736482845339,-0.8697682773486618,-1.7757319920962817,-1.6781031075983475,0.0
2018-10-02,1.0,-1.463066642586238,-2.234784179158389,-0.8678887484197219,-1.7811992053458552,-1.6831316597435433,0.0
2018-10-03,1.0,-1.4654127859661816,-2.2410706212134914,-0.8700605841396148,-1.7824396419206077,-1.6835156885794378,0.0
2018-10-04,1.0,-1.4729839804507194,-2.2330527649561045,-0.8725676531812833,-1.7919268712100642,-1.680061544031134,0.0
2018-10-05,1.0,-1.4512534818941503,-2.2191571569772663,-0.8476053553778417,-1.7891095336508223,-1.678407763500764,0.0
2018-10-08,1.0,-1.4515432376495996,-2.2199226131557634,-0.8398272293710068,-1.8030234860073786,-1.6840637091694413,0.0
2018-10-09,1.0,-1.4625259922249345,-2.2312629961124673,-0.8514600849832745,-1.8088780399602207,-1.6866467769641083,0.0
2018-10-10,1.0,-1.4627419063121723,-2.2326822210164585,-0.850696328449991,-1.8095496473141617,-1.6874660879001626,0.0
2018-10-11,1.0,-1.3337613422359187,-2.164697825714775,-0.7015921931176169,-1.7230782400273927,-1.6370484506077727,0.0
2018-10-12,1.0,-1.3369601889338734,-2.147098515519568,-0.6821862348178137,-1.6815114709851553,-1.5867914979757085,0.0
2018-10-15,1.0,-1.3232747751533998,-2.161469277969236,-0.6586534420442128,-1.6781541565100444,-1.583928721526435,0.0
2018-10-16,1.0,-1.3197141656158051,-2.1758722152164776,-0.648255569567045,-1.678688524590164,-1.5843631778058007,0.0
2018-10-17,1.0,-1.2713806367133154,-2.0904329323185205,-0.6031590146493166,-1.6483345609296998,-1.5706686308208528,0.0
2018-10-18,1.0,-1.2730772381030389,-2.094110901793759,-0.602178720615939,-1.648947497747563,-1.5722827422393315,0.0
2018-10-19,1.0,-1.2498373983739839,-2.076991869918699,-0.5730081300813008,-1.656178861788618,-1.5740650406504066,0.0
2018-10-22,1.0,-1.2504475183075672,-2.079739625711961,-0.5778681855166803,-1.655085435313263,-1.5735557363710335,0.0
2018-10-23,1.0,-1.2550089591138622,-2.0811207036976707,-0.5855188141391106,-1.6513275777813978,-1.5715914644078839,0.0
2018-10-24,1.0,-1.2552376294122443,-2.0871443710768727,-0.5816418032118692,-1.6542756990299177,-1.5735713703431973,0.0
2018-10-25,1.0,-1.1787511796162315,-1.9902485058194403,-0.5374331550802139,-1.6534287511796162,-1.5042466184334697,0.0
2018-10-26,1.0,-1.1489559885119927,-1.9651478692851045,-0.4970115656291237,-1.6626562136148413,-1.4883179383683924,0.0
2018-10-29,1.0,-1.1202746489739237,-1.9825644190711307,-0.4669032556704212,-1.6491282209535565,-1.4959111248264154,0.0
2018-10-30,1.0,-1.1036481681867367,-1.9913433297263874,-0.4520791466996445,-1.6588344411810172,-1.523264801360334,0.0
2018-10-31,1.0,-1.096599159342759,-1.954910202521972,-0.4470768055024838,-1.6414978983568973,-1.5022544898739014,0.0
2018-11-01,1.0,-1.0969567212111944,-1.9574858541061324,-0.44448692460620887,-1.643829331702095,-1.503593821685273,0.0
2018-11-02,1.0,-1.1060145808019441,-1.906212029161604,-0.43134872417982995,-1.6564398541919807,-1.494152490886999,0.0
2018-11-05,1.0,-1.1038921238124426,-1.9645265093472268,-0.42935948513637756,-1.6777505363162735,-1.4861323935029116,0.0
2018-11-06,1.0,-1.1100896345667661,-1.9695089251513058,-0.4267218264000613,-1.674327740749253,-1.4804259557189916,0.0
2018-11-07,1.0,-1.1065115923176982,-1.9677863646797766,-0.4292600811079654,-1.6705945366898767,-1.4774657586655444,0.0
2018-11-08,1.0,-1.0668429003021147,-1.9673716012084592,-0.3851963746223565,-1.6537764350453172,-1.4796827794561935,0.0
2018-11-09,1.0,-1.0683999697679691,-1.9684075277756783,-0.38553397324465266,-1.6544478875368451,-1.4811427707656262,0.0
2018-11-12,1.0,-1.0673040728751035,-1.9381916735677183,-0.3811638936987126,-1.665361740570654,-1.4763231197771587,0.0
2018-11-13,1.0,-1.0360353666691435,-1.9279292666617134,-0.3434876290957724,-1.6608960546845977,-1.4616241919904898,0.0
2018-11-14,1.0,-1.0404228392764088,-1.9303208516340353,-0.34355691208218564,-1.665525199136455,-1.464527655773096,0.0
2018-11-15,1.0,-1.0810352796179326,-2.0191033739023267,-0.33407795409027885,-1.7607456478200587,-1.5079340625481437,0.0
2018-11-16,1.0,-1.0758959404496968,-2.0075972680531042,-0.33059627043204665,-1.7545852198603331,-1.5053334356534418,0.0
2018-11-19,1.0,-1.0760543904125375,-2.0125989091188443,-0.3244987324268264,-1.7599293231927478,-1.5091034800645309,0.0
2018-11-20,1.0,-1.0300403072476996,-2.001368925393566,-0.2706669708723097,-1.7676629401475399,-1.5354779831165868,0.0
2018-11-21,1.0,-1.0226675673647079,-1.9784583051865197,-0.268708248892892,-1.7465285596337163,-1.4894543271035054,0.0
2018-11-23,1.0,-1.020903573836817,-1.9667340975500112,-0.2704727654154492,-1.746909417846707,-1.4872255937663894,0.0
2018-11-26,1.0,-1.0254671488848703,-1.9960819770946352,-0.26431585292344784,-1.7550482218203736,-1.4936708860759493,0.0
2018-11-27,1.0,-1.0240872595061354,-2.037039842448114,-0.22542039084987125,-1.7767762460233298,-1.5112861687623087,0.0
2018-11-28,1.0,-1.0279261406989164,-2.077445444834427,-0.21951777811689302,-1.7836868609797039,-1.5215168625057225,0.0
2018-11-29,1.0,-0.9827560353876144,-2.04775828460039,-0.17761283550757234,-1.7702804018593492,-1.5190433348328087,0.0
2018-11-30,1.0,-0.9826047836844869,-2.0485866386743647,-0.17650146209792308,-1.771012971432856,-1.519232211141936,0.0
2018-12-03,1.0,-0.9814911952041964,-2.0491569876358184,-0.17309853877856873,-1.7711502435369049,-1.5185462720119893,0.0
