Date,IWF,IWM,MTUM,PJT,SPY,VLUE,VXX
2018-09-24,-0.3881046219992834,-0.9194195628806879,-0.07724829810103905,1.0,-0.6148333930490864,-0.5833751343604442,0.0
2018-09-25,-0.38995737975000894,-0.9175172808996813,-0.08033379893270297,1.0,-0.61308692382078,-0.5806382292897818,0.0
2018-09-26,-0.39159886742410666,-0.919751980215763,-0.08325866456399413,1.0,-0.6128812587362461,-0.576574316332748,0.0
2018-09-27,-0.39141658599548246,-0.9208705317127389,-0.08314510057007636,1.0,-0.6131010003226848,-0.5768168943386756,0.0
2018-09-28,-0.3882606354334948,-0.9256147908813498,-0.08397056183809011,1.0,-0.6140728774008257,-0.5780649793573864,0.0
2018-10-01,-0.3891282493178228,-0.9246732730145052,-0.08401551055579493,1.0,-0.6145339652448658,-0.5780913399396811,0.0
2018-10-02,-0.3890906475854877,-0.9352054942289021,-0.08147855165222394,1.0,-0.6133184711085541,-0.5766423357664233,0.0
2018-10-03,-0.3930690204022573,-0.9536246563449573,-0.08367095934018232,1.0,-0.6138402546664737,-0.5732166111995369,0.0
2018-10-04,-0.3943743446979283,-0.9502512744495463,-0.08427636573990382,1.0,-0.6152789327162949,-0.5712787880979067,0.0
2018-10-05,-0.3825986747335062,-0.9456928838951312,-0.0717012388360703,1.0,-0.6220109478536445,-0.5792639008931144,0.0
2018-10-08,-0.38069550832524185,-0.9426763045276368,-0.06703348077822131,1.0,-0.626640773905851,-0.5791707124105442,0.0
2018-10-09,-0.38658342956120095,-0.9462687644341803,-0.07628464203233257,1.0,-0.6248917436489607,-0.574516454965358,0.0
2018-10-10,-0.3871293557463386,-0.9454584806291032,-0.07694250054108649,1.0,-0.6251352716254238,-0.5725777360940769,0.0
2018-10-11,-0.35159383576103026,-0.9433537400605166,-0.03191189923298853,1.0,-0.613292519878967,-0.5782492435437337,0.0
2018-10-12,-0.3508771929824561,-0.9433494093800238,-0.025581882994338435,1.0,-0.6061019081568463,-0.5688474173481513,0.0
2018-10-15,-0.3437532707671912,-0.954226703415553,-0.015141471583574644,1.0,-0.6059379688099641,-0.5697589226528975,0.0
2018-10-16,-0.3391038696537679,-0.98560292155348,-0.0,1.0,-0.6121918674064191,-0.5745838893180701,0.0
2018-10-17,-0.32291450328833504,-0.9555901696088611,-0.0,1.0,-0.6056420906888197,-0.5772585669781932,0.0
2018-10-18,-0.3223506610368935,-0.954627258254309,-0.0,1.0,-0.6066657437530284,-0.5773170900532983,0.0
2018-10-19,-0.31876579977144437,-0.960175918551096,-0.0,1.0,-0.6071267790975516,-0.5768951068324271,0.0
2018-10-22,-0.3201109570041609,-0.9652219140083218,-0.0,1.0,-0.6059986130374481,-0.5760748959778087,0.0
2018-10-23,-0.3208639578421856,-0.9651573984190821,-0.0,1.0,-0.6052558591041466,-0.5756483150741922,0.0
2018-10-24,-0.3228390527162696,-0.983384055689649,-0.0,1.0,-0.6123762549410571,-0.5794941756742575,0.0
2018-10-25,-0.29798048713925085,-0.9500238793750426,-0.0,1.0,-0.6100156921607423,-0.5533192331309272,0.0
2018-10-26,-0.29058931173540276,-0.9410010505269577,-0.0,1.0,-0.6097122911654071,-0.547493984885967,0.0
2018-10-29,-0.2638269100743746,-0.9587897227856659,-0.0,1.0,-0.599763353617309,-0.5582826233941853,0.0
2018-10-30,-0.25053258039427856,-0.9597605924322863,-0.0,1.0,-0.6011226456565111,-0.5700470023332094,0.0
2018-10-31,-0.2507602892478205,-0.9582347773197271,-0.0,1.0,-0.6006285057781983,-0.5694397513009394,0.0
2018-11-01,-0.2530258976266144,-0.9569612549868146,-0.0,1.0,-0.6011224558793699,-0.5697815944282913,0.0
2018-11-02,-0.2532805735930736,-0.9575892857142857,-0.0,1.0,-0.6010890151515151,-0.570109577922078,0.0
2018-11-05,-0.2612824178068205,-0.9454087536587026,-0.0,1.0,-0.6061193928255394,-0.590667755768838,0.0
2018-11-06,-0.26693444073796724,-0.949996596092314,-0.0,1.0,-0.6023555041187284,-0.5846551841514058,0.0
2018-11-07,-0.27480331407087655,-0.9708626331546335,-0.0,1.0,-0.6301260182413144,-0.605374921673745,0.0
2018-11-08,-0.24057158674140197,-0.978721195764999,-0.0,1.0,-0.622932669019445,-0.6177773164486886,0.0
2018-11-09,-0.2389420410427066,-0.980761231281198,-0.0,1.0,-0.6275651691625069,-0.6191763727121464,0.0
2018-11-12,-0.23839428214558323,-0.9835542294080911,-0.0,1.0,-0.6276455485393103,-0.619977794740129,0.0
2018-11-13,-0.21792576268852007,-0.9826458232904071,-0.0,1.0,-0.6271606638661249,-0.6155912127263962,0.0
2018-11-14,-0.21881348345556587,-0.9819577867300209,-0.0,1.0,-0.6272423647694797,-0.6151568364149709,0.0
2018-11-15,-0.2178085018572018,-0.9824253680011006,-0.0,1.0,-0.6279749621681111,-0.6110881826936304,0.0
2018-11-16,-0.2174316339150749,-0.9792840456231965,-0.0,1.0,-0.6270097567678988,-0.61179057303834,0.0
2018-11-19,-0.21881762907492017,-0.9787365600632064,-0.0,1.0,-0.6261550616605407,-0.6114183641922298,0.0
2018-11-20,-0.17815286841835515,-0.9731779820275397,-0.0,1.0,-0.6317695698226672,-0.6337171558410497,0.0
2018-11-21,-0.19413293216630195,-0.9799302516411377,-0.0,1.0,-0.6455484135667395,-0.599425601750547,0.0
2018-11-23,-0.1954918032786885,-0.9680669398907102,-0.0,1.0,-0.6508196721311476,-0.600922131147541,0.0
2018-11-26,-0.19507698610494692,-0.9698883616127821,-0.0,1.0,-0.6495169164589806,-0.5995698337373254,0.0
2018-11-27,-0.18955137580354411,-0.9708173191388049,-0.0,1.0,-0.6454542362504677,-0.5954219244243393,0.0
2018-11-28,-0.18658295229645808,-0.9893878386678496,-0.0,1.0,-0.6419163311267317,-0.5943492800109192,0.0
2018-11-29,-0.16416044334808905,-0.9784070557226371,-0.0,1.0,-0.6387659243740074,-0.5978102929746899,0.0
2018-11-30,-0.16350054083288265,-0.9789413196322336,-0.0,1.0,-0.6387574364521363,-0.5990062195781504,0.0
2018-12-03,-0.1605151084972622,-0.9806327316974244,-0.0,1.0,-0.6396268505374163,-0.5992361251943487,0.0
2018-12-04,-0.15329894474225414,-0.9842891338795051,-0.0,1.0,-0.6362563635750649,-0.5975523414584809,0.0
2018-12-06,-0.14679816085826614,-0.9677150663023921,-0.0,1.0,-0.6319384287332578,-0.5853601652562138,0.0
2018-12-07,-0.14912046908315565,-0.9676505863539445,-0.0,1.0,-0.6317630597014926,-0.5830223880597015,0.0
2018-12-10,-0.12355951791315833,-0.975499422156183,-0.0,1.0,-0.6341753343239227,-0.5687303945847779,0.0
2018-12-11,-0.12825254259675076,-0.973715493329811,-0.0,1.0,-0.6353850217936865,-0.5646876238277638,0.0
2018-12-12,-0.1267759201744532,-0.9746249917399062,-0.0,1.0,-0.6354655388885219,-0.5672041234388423,0.0
2018-12-13,-0.1269731193448253,-0.9728221385641637,-0.0,1.0,-0.6361534905224226,-0.5663100191532925,0.0
2018-12-14,-0.12459048942718158,-0.9836526688507231,-0.0,1.0,-0.63274760912009,-0.568185578609484,0.0
2018-12-17,-0.13079255088783023,-0.9902388646433687,-0.0,1.0,-0.6469667188593131,-0.563414065362961,0.0
2018-12-18,-0.12594291031136812,-0.9889343036586582,-0.0,1.0,-0.6455986442029709,-0.5625893064832354,0.0
2018-12-19,-0.13359946773120426,-0.9877578176979376,-0.0,1.0,-0.6431803060545577,-0.5621423819028609,0.0
2018-12-20,-0.13258039943033156,-0.976418375120061,-0.0,1.0,-0.6457788229059716,-0.5572483688272117,0.0
2018-12-21,-0.12910363960631482,-0.977640531078671,-0.0,1.0,-0.6458484708369113,-0.5501354118501882,0.0
2018-12-24,-0.11888870623047838,-0.9690613184284071,-0.0,1.0,-0.6427420680585237,-0.5571592963998028,0.0
2018-12-26,-0.11982513946432648,-0.9808501614850095,-0.0,1.0,-0.6186017681792972,-0.543046357615894,0.0
2018-12-27,-0.10117115396855705,-0.9559544268347018,-0.0,1.0,-0.5801985869772771,-0.5451594424288715,0.0
2018-12-28,-0.1037287486842525,-0.9544193167682051,-0.0,1.0,-0.5826927370737776,-0.5488501164237185,0.0
2018-12-31,-0.10446570972886762,-0.9533971291866028,-0.0,1.0,-0.5827751196172248,-0.5491228070175439,0.0
2019-01-02,-0.09925344563552833,-0.9547600816743237,-0.0,1.0,-0.5824081163859112,-0.5539816232771823,0.0
2019-01-03,-0.09251974799322012,-0.9587770635453644,-0.0,1.0,-0.5796795548306629,-0.5670792158367712,0.0
2019-01-04,-0.06452947917993124,-0.9702661403285369,-0.0,1.0,-0.5721062014516746,-0.5765949318731695,0.0
2019-01-07,-0.051002164298484996,-0.9515385339230263,-0.0,1.0,-0.5707161004987297,-0.563376305636586,0.0
2019-01-08,-0.05525052552317008,-0.9301603237850218,-0.0,1.0,-0.5899036802309164,-0.5621686066576727,0.0
2019-01-09,-0.055784021346727365,-0.9318788259299953,-0.0,1.0,-0.5901114424737091,-0.5614503217705227,0.0
2019-01-10,-0.05617624905849862,-0.9309565654029627,-0.0,1.0,-0.5903213658046699,-0.5608837559628421,0.0
2019-01-11,-0.05838337472883327,-0.922344138082812,-0.0,1.0,-0.5931398748703115,-0.5701260728770396,0.0
2019-01-14,-0.06288478452066842,-0.9192423671315493,-0.0,1.0,-0.5905578590275161,-0.5684445282070612,0.0
2019-01-15,-0.06188904604746189,-0.9137199434229138,-0.0,1.0,-0.5927078422127927,-0.5748546283199749,0.0
2019-01-16,-0.06043007377177837,-0.9109088055250353,-0.0,1.0,-0.5918066237639303,-0.5760791084602104,0.0
2019-01-17,-0.065299852659958,-0.9035706448478008,-0.0,1.0,-0.5896423085363178,-0.576381704755635,0.0
2019-01-18,-0.07381960784313725,-0.8959372549019609,-0.0,1.0,-0.588486274509804,-0.5790117647058824,0.0
2019-01-22,-0.0,-1.0190479208924947,-0.0,1.0,-0.6191049695740365,-0.5312183062880325,0.0
2019-01-23,-0.0,-1.0074444055610345,-0.0,1.0,-0.6231031081983902,-0.5508541978175803,0.0
2019-01-24,-0.0,-0.9669496286124462,-0.0,1.0,-0.6439048748517571,-0.5100493102802571,0.0
2019-01-25,-0.0,-0.9738032714272155,-0.0,1.0,-0.6971556933590659,-0.49289714303793464,0.0
2019-01-28,-0.0,-0.9485656514596233,-0.0,1.0,-0.7276633388095538,-0.48312902818147346,0.0
2019-01-29,-0.0,-0.9567279007693515,-0.0,1.0,-0.7115088710943633,-0.4719736222326895,0.0
2019-01-30,-0.0,-0.9571213168310612,-0.0,1.0,-0.7112207074197399,-0.4729534460011309,0.0
2019-01-31,-0.0,-0.9679896761197317,-0.0,1.0,-0.6979006011771742,-0.48166566995058385,0.0
2019-02-01,-0.0,-0.9664575517795783,-0.0,1.0,-0.6997572585984049,-0.48630244948141615,0.0
2019-02-04,-0.0,-0.9698717342661751,-0.0,1.0,-0.6958179698087045,-0.4858025274967698,0.0
2019-02-05,-0.0,-0.9620500535838113,-0.0,1.0,-0.6877324591817437,-0.5022379121225494,0.0
2019-02-06,-0.0,-0.9656791679798298,-0.0,1.0,-0.6812165143397415,-0.5046643554995272,0.0
2019-02-07,-0.0,-0.9629337788003909,-0.0,1.0,-0.6790115674346772,-0.509944211554827,0.0
2019-02-08,-0.0,-0.9550561797752809,-0.0,1.0,-0.6848868491849976,-0.5251147333438835,0.0
2019-02-11,-0.0,-0.9541322314049587,-0.0,1.0,-0.706198347107438,-0.518340750158932,0.0
2019-02-12,-0.0,-0.9520790186394774,-0.0,1.0,-0.7174765015134618,-0.5166480802931336,0.0
2019-02-13,-0.0,-0.9645234228209292,-0.0,1.0,-0.7126206171777969,-0.5074997611541033,0.0
2019-02-14,-0.0,-0.9296426292278238,-0.0,1.0,-0.7375558391831525,-0.5236439055520102,0.0
2019-02-15,-0.0,-0.9535299374441467,-0.0,1.0,-0.7252649048895697,-0.5128303332056683,0.0
2019-02-19,-0.0,-0.9518322931669067,-0.0,1.0,-0.7329492718835013,-0.5157305168827012,0.0
2019-02-20,-0.0,-0.9597680899452257,-0.0,1.0,-0.7343925173772382,-0.5090489765847721,0.0
2019-02-21,-0.0,-0.9632334101972841,-0.0,1.0,-0.7342749167307199,-0.5051562900333078,0.0
2019-02-22,-0.0,-0.9671265324413431,-0.0,1.0,-0.7294580839281712,-0.5043692583464037,0.0
2019-02-25,-0.0,-0.9687690775310863,-0.0,1.0,-0.7370754747292998,-0.5072133149118015,0.0
2019-02-26,-0.0,-0.9696687337338945,-0.0,1.0,-0.7371397358866434,-0.5062172669729782,0.0
2019-02-27,-0.0,-0.9653576708014654,-0.0,1.0,-0.741435824924481,-0.5067806414293978,0.0
2019-02-28,-0.0,-0.9725352566166526,-0.0,1.0,-0.7492111533260352,-0.4980359327709447,0.0
2019-03-01,-0.0,-0.9754008629016677,-0.0,1.0,-0.753686650782407,-0.4906948290295576,0.0
2019-03-04,-0.0,-0.9743779573180544,-0.0,1.0,-0.7559146361090546,-0.4885891782277014,0.0
2019-03-05,-0.0,-0.9873070773648318,-0.0,1.0,-0.7585408033412732,-0.5171468659248866,0.0
2019-03-06,-0.0,-0.9894200626959248,-0.0,1.0,-0.7556818181818181,-0.520310867293626,0.0
2019-03-07,-0.0,-0.986582658657613,-0.0,1.0,-0.7583899190389136,-0.5195873596239227,0.0
2019-03-08,-0.0,-0.9849093904448106,-0.0,1.0,-0.7914003294892916,-0.5185831960461286,0.0
2019-03-11,-0.0,-0.9800305688463583,-0.0,1.0,-0.7993088782562466,-0.54339447102605,0.0
2019-03-12,-0.0,-0.9564273064456845,-0.0,1.0,-0.813479466702309,-0.5715574564774285,0.0
2019-03-13,-0.0,-0.9668669643156871,-0.0,1.0,-0.8200678102655343,-0.5699754943099802,0.0
2019-03-14,-0.0,-0.9688601053655918,-0.0,1.0,-0.8183282440186571,-0.5684037448407772,0.0
2019-03-15,-0.0,-0.9694923226825252,-0.0,1.0,-0.8173907200215031,-0.5729933138460505,0.0
2019-03-18,-0.0,-0.9852024922118379,-0.0,1.0,-0.8205675199783284,-0.5804212379791412,0.0
2019-03-19,-0.0,-0.9900078170139007,-0.0,1.0,-0.8192910308262243,-0.5894368351289807,0.0
2019-03-20,-0.0,-0.9877475038077509,-0.0,1.0,-0.8164494838382129,-0.5804704687764428,0.0
2019-03-21,-0.0,-0.9868100649350648,-0.0,1.0,-0.8332318722943723,-0.5619926948051949,0.0
2019-03-22,-0.0,-0.9785242665577564,-0.0,1.0,-0.8736641481178952,-0.5512558709413926,0.0
2019-03-25,-0.0,-0.8909914171791581,-0.0,1.0,-0.9258971413124282,-0.562174765155099,0.0
2019-03-26,-0.0,-0.9245115755736644,-0.0,1.0,-0.9302055985543319,-0.5548774250741587,0.0
2019-03-27,-0.0,-0.911881964084915,-0.0,1.0,-0.9390056905305482,-0.5566156677002759,0.0
2019-03-28,-0.0,-0.905993389894034,-0.0,1.0,-0.9287880336638387,-0.5724556202937068,0.0
2019-03-29,-0.0,-0.9039653880220752,-0.0,1.0,-0.9276759555767526,-0.5750493970157389,0.0
2019-04-01,-0.0,-0.9163312640698547,-0.0,1.0,-0.9315096527730405,-0.5630329490415444,0.0
2019-04-02,-0.0,-0.9279852906125506,-0.0,1.0,-0.9474616091797473,-0.5295038986686642,0.0
2019-04-03,-0.0,-0.927618139724908,-0.0,1.0,-0.9495778292251124,-0.5274411003676972,0.0
2019-04-04,-0.0,-0.9218429333698182,-0.0,1.0,-0.9747913531262827,-0.5238404706526201,0.0
2019-04-05,-0.0,-0.9133593803550621,-0.0,1.0,-0.9753924189457812,-0.538487901843855,0.0
2019-04-08,-0.0,-0.9086050972869278,-0.0,1.0,-0.9794121677171828,-0.5375787887092354,0.0
2019-04-09,-0.0,-0.899192023379749,-0.0,1.0,-1.0149561629706034,-0.524050197696407,0.0
2019-04-10,-0.0,-0.8966893798609678,-0.0,1.0,-1.011046871773694,-0.5336912382132287,0.0
2019-04-11,-0.0,-0.8877603718368051,-0.0,1.0,-1.0251334136684456,-0.5300395937338613,0.0
2019-04-12,-0.0,-0.8911037664394409,-0.0,1.0,-1.0237898505818357,-0.5279212283963368,0.0
2019-04-15,-0.0,-0.8924475668974067,-0.0,1.0,-1.0213520680511072,-0.5301167475978924,0.0
