Date,CVM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-19,1.0,-3.524722025076887,-6.2084220487343265,-1.2590489709013486,-5.863496569671161,-5.801987224982256,0.0
2018-11-20,1.0,-3.356562137049942,-6.1156794425087115,-1.0919860627177702,-5.8290360046457605,-5.835772357723577,0.0
2018-11-21,1.0,-3.363447799032035,-6.068218483521549,-1.1120073749711916,-5.794883613735884,-5.708227702235539,0.0
2018-11-23,1.0,-3.3462597521798987,-6.019504359798073,-1.1034878384580082,-5.785681505277649,-5.691372189077558,0.0
2018-11-26,1.0,-3.3618739903069463,-6.086314331871683,-1.093007154396492,-5.817678282944843,-5.720055388876067,0.0
2018-11-27,1.0,-3.344009216589862,-6.127188940092165,-1.0285714285714285,-5.82073732718894,-5.72073732718894,0.0
2018-11-28,1.0,-3.3443189675040332,-6.133901820696013,-1.0290389490666052,-5.8193132058077905,-5.720212030421757,0.0
2018-11-29,1.0,-3.1978295274700432,-6.044765995930364,-0.8794935564096766,-5.77617002034818,-5.710603662672395,0.0
2018-11-30,1.0,-3.1986440677966104,-6.043163841807909,-0.8775141242937854,-5.776271186440678,-5.703276836158192,0.0
2018-12-03,1.0,-3.1975141242937855,-6.051977401129943,-0.8596610169491525,-5.781920903954803,-5.707570621468927,0.0
2018-12-04,1.0,-3.140425531914894,-6.023068309070548,-0.8465845464725643,-5.726315789473684,-5.660022396416573,0.0
2018-12-06,1.0,-2.951458377687886,-5.5503512880562065,-0.9316585054289973,-5.505641899084522,-5.351075154353843,0.0
2018-12-07,1.0,-2.950159744408946,-5.555058572949947,-0.9267305644302449,-5.510543130990416,-5.3567625133120345,0.0
2018-12-10,1.0,-2.846575342465753,-5.568809272918862,-0.8665964172813487,-5.500948366701791,-5.291886195995785,0.0
2018-12-11,1.0,-2.852234401349073,-5.566399662731872,-0.8716273187183811,-5.502951096121416,-5.286045531197302,0.0
2018-12-12,1.0,-2.8532883642495785,-5.565767284991568,-0.8731028667790893,-5.502740303541315,-5.284569983136593,0.0
2018-12-13,1.0,-2.849525816649104,-5.549841938883035,-0.8815595363540569,-5.515489989462592,-5.278398314014753,0.0
2018-12-14,1.0,-2.844842105263158,-5.539368421052632,-0.8762105263157894,-5.517052631578948,-5.275368421052632,0.0
2018-12-17,1.0,-2.804512863770561,-5.578237030788697,-0.8190636862083509,-5.512652889076339,-5.373681990721215,0.0
2018-12-18,1.0,-2.7210743801652897,-5.461570247933885,-0.7471074380165289,-5.425000000000001,-5.306611570247934,0.0
2018-12-19,1.0,-2.7159702110053785,-5.471865949524204,-0.7459660736450145,-5.436491518411253,-5.3163011998345056,0.0
2018-12-20,1.0,-2.685667079719124,-5.414911193721602,-0.8029739776951673,-5.452912019826518,-5.296158612143743,0.0
2018-12-21,1.0,-2.6700226011916994,-5.4109307581672486,-0.7842613519621945,-5.451818368604891,-5.229710293815492,0.0
2018-12-24,1.0,-2.598639455782313,-5.361987219130077,-0.8074623788909504,-5.489177489177489,-5.357039785611215,0.0
2018-12-26,1.0,-2.6281282316442605,-5.468459152016547,-0.7623578076525336,-5.464736297828336,-5.358634953464323,0.0
2018-12-27,1.0,-2.32991318074191,-5.275453827940015,-0.6041831097079716,-5.189226519337017,-5.332872928176796,0.0
2018-12-28,1.0,-2.33273631840796,-5.353034825870647,-0.5876616915422885,-5.245373134328357,-5.381890547263682,0.0
2018-12-31,1.0,-2.3329353233830843,-5.352835820895522,-0.5886567164179104,-5.244776119402985,-5.381293532338308,0.0
2019-01-02,1.0,-2.330877961377663,-5.362134182759308,-0.5663945849094167,-5.250647023691021,-5.398168425243878,0.0
2019-01-03,1.0,-2.338241146040589,-5.346597692001592,-0.5968961400716275,-5.250895344210107,-5.363708714683645,0.0
2019-01-04,1.0,-2.1961051606621225,-5.299707887049659,-0.5337877312560857,-5.137682570593963,-5.307108081791625,0.0
2019-01-07,1.0,-2.0629316960859554,-5.174213353798925,-0.6022640061396777,-5.11415963161934,-5.2331158864159635,0.0
2019-01-08,1.0,-2.064078041315991,-5.109793420045906,-0.6140015302218821,-5.127199693955624,-5.212700841622035,0.0
2019-01-09,1.0,-2.0635804840568572,-5.094122166730695,-0.6081444487130234,-5.167114867460622,-5.275643488282751,0.0
2019-01-10,1.0,-2.062895493767977,-5.077277085330777,-0.6078619367209971,-5.163950143815915,-5.26366251198466,0.0
2019-01-11,1.0,-2.077664289843901,-5.065523222200809,-0.6349971092696088,-5.189246482944691,-5.304104837155521,0.0
2019-01-14,1.0,-2.0918564260903127,-5.068506368197607,-0.6482053261289078,-5.193168660748746,-5.296024700887688,0.0
2019-01-15,1.0,-2.0604893084184166,-5.035445964168754,-0.6717395492198035,-5.175303409747641,-5.321325370834136,0.0
2019-01-16,1.0,-2.030320475916331,-5.028209556706966,-0.6376895029744771,-5.166378814047208,-5.3275762809441565,0.0
2019-01-17,1.0,-2.0279961649089167,-5.016682646212848,-0.6462128475551294,-5.16241610738255,-5.322147651006712,0.0
2019-01-18,1.0,-2.041349717183538,-5.05831870489565,-0.6836356543787789,-5.251219036473572,-5.4702555100448595,0.0
2019-01-22,1.0,-1.918430244503801,-5.451612903225807,-0.4966098212451202,-5.810766385863983,-5.869118553523732,0.0
2019-01-23,1.0,-1.9061535295328256,-5.332578719901214,-0.59209713932908,-5.821774027577691,-5.927762914179873,0.0
2019-01-24,1.0,-1.9090160559901195,-5.328530259365994,-0.5998353231782627,-5.821943186496501,-5.92507204610951,0.0
2019-01-25,1.0,-1.9888912625507371,-5.342448194830165,-0.6658833582567828,-6.154667806024355,-6.210852381969665,0.0
2019-01-28,1.0,-1.9862778730703259,-5.2924528301886795,-0.7467838765008576,-6.199399656946826,-6.215909090909091,0.0
2019-01-29,1.0,-1.9756097560975612,-5.232349165596919,-0.7687205819426615,-6.186777920410783,-6.231493367565255,0.0
2019-01-30,1.0,-1.9711600085451828,-5.219824823755608,-0.770989104892117,-6.173680837427901,-6.227301858577227,0.0
2019-01-31,1.0,-1.8912438450010705,-5.298223078569899,-0.7512309997859131,-6.156925711839007,-6.311068293727253,0.0
2019-02-01,1.0,-1.8869936034115138,-5.26908315565032,-0.7486140724946696,-6.142217484008529,-6.275053304904052,0.0
2019-02-04,1.0,-1.8907849829351535,-5.27495733788396,-0.7457337883959044,-6.147184300341297,-6.272397610921502,0.0
2019-02-05,1.0,-1.8621870318852984,-5.27006205863471,-0.7658891504386904,-6.1688422854697205,-6.3325486839289535,0.0
2019-02-06,1.0,-1.8520419072054737,-5.250160359204618,-0.7742142398973701,-6.164635450074835,-6.340175326063717,0.0
2019-02-07,1.0,-1.850727117194183,-5.250427715996578,-0.7748075278015397,-6.16573994867408,-6.34409751924722,0.0
2019-02-08,1.0,-1.8317338451695455,-5.217317125186606,-0.8059287694604392,-6.159095756024739,-6.312646619748347,0.0
2019-02-11,1.0,-1.8347231131066923,-5.193500106906137,-0.8148385717340175,-6.183023305537738,-6.355142185161428,0.0
2019-02-12,1.0,-1.853925353925354,-5.222865722865723,-0.7878592878592878,-6.217503217503217,-6.367867867867868,0.0
2019-02-13,1.0,-1.8301724137931035,-5.295689655172414,-0.8079741379310346,-6.239655172413793,-6.3782327586206895,0.0
2019-02-14,1.0,-1.8352358388972647,-5.194917079474478,-0.8632349773853112,-6.26168425586905,-6.382511307344389,0.0
2019-02-15,1.0,-1.8321467098166127,-5.26084142394822,-0.8405609492988134,-6.26084142394822,-6.380582524271844,0.0
2019-02-19,1.0,-1.8917805248319237,-5.2205595315549775,-0.8590327477770549,-6.312296681847755,-6.403600086749078,0.0
2019-02-20,1.0,-1.89030999349664,-5.245393453284197,-0.8530240624322568,-6.298504227184045,-6.39041838283113,0.0
2019-02-21,1.0,-1.8937784522003034,-5.245827010622155,-0.8597442011706049,-6.294602211142425,-6.3839150227617605,0.0
2019-02-22,1.0,-1.8910590277777775,-5.246527777777778,-0.8873697916666666,-6.299262152777777,-6.377170138888888,0.0
2019-02-25,1.0,-1.85063673645586,-5.1923159939564,-0.9102093675804014,-6.279084826246492,-6.3520397150874155,0.0
2019-02-26,1.0,-1.848596112311015,-5.198056155507559,-0.9146868250539957,-6.283801295896327,-6.353131749460044,0.0
2019-02-27,1.0,-1.8607266435986158,-5.194204152249134,-0.9273356401384083,-6.291955017301037,-6.351859861591696,0.0
2019-02-28,1.0,-1.852012115967114,-5.194937256598875,-0.9283859800951969,-6.296192124621376,-6.3639117265253144,0.0
2019-03-01,1.0,-1.845572354211663,-5.193736501079913,-0.9269978401727862,-6.284233261339093,-6.347948164146868,0.0
2019-03-04,1.0,-1.8353474320241692,-5.178895123003884,-0.9339663357790245,-6.27362969356927,-6.357790246007768,0.0
2019-03-05,1.0,-1.882608695652174,-5.183913043478261,-0.9241304347826087,-6.344130434782608,-6.404565217391304,0.0
2019-03-06,1.0,-1.8913987836663773,-5.154865334491747,-0.9528670721112077,-6.336663770634232,-6.384448305821025,0.0
2019-03-07,1.0,-1.9179120641108944,-5.058696123023608,-0.9904700021659085,-6.353043101581114,-6.338748104829976,0.0
2019-03-08,1.0,-1.911395195062817,-5.078025126735729,-1.1423848357945778,-6.480052898391007,-6.429358607009037,0.0
2019-03-11,1.0,-1.8866162738995111,-5.098488216985327,-1.1996442863494887,-6.512894619831036,-6.534015117830147,0.0
2019-03-12,1.0,-1.8500551267916208,-4.861742006615215,-1.3622932745314222,-6.433517089305402,-6.543109151047409,0.0
2019-03-13,1.0,-1.9180841539838855,-4.926812891674127,-1.4711280214861235,-6.479409131602506,-6.586168307967771,0.0
2019-03-14,1.0,-1.9153072625698324,-4.918882681564246,-1.474413407821229,-6.466368715083799,-6.571173184357542,0.0
2019-03-15,1.0,-1.941255605381166,-4.890807174887892,-1.5085201793721974,-6.476233183856502,-6.604708520179372,0.0
2019-03-18,1.0,-1.9614767255216694,-5.013070396698005,-1.6746159137812426,-6.5689062141710615,-6.712680577849117,0.0
2019-03-19,1.0,-1.931287219422813,-5.018094365551993,-1.6610169491525424,-6.560696289509848,-6.7331653687585895,0.0
2019-03-20,1.0,-1.9555811277330264,-5.042577675489067,-1.6646720368239356,-6.579286536248562,-6.773072497123129,0.0
2019-03-21,1.0,-1.9878076834598573,-5.028755463538071,-1.6809293765815503,-6.6017943409247755,-6.7050839659535315,0.0
2019-03-22,1.0,-1.96484375,-4.964613970588235,-1.787454044117647,-6.6217830882352935,-6.63924632352941,0.0
2019-03-25,1.0,-1.9085598741855763,-4.571107616266008,-1.975960458323972,-6.521231184003595,-6.489777578072343,0.0
2019-03-26,1.0,-1.9928653624856156,-4.688607594936709,-2.0998849252013807,-6.616570771001151,-6.617031070195626,0.0
2019-03-27,1.0,-2.015818431911967,-4.6182943603851445,-2.115772581384686,-6.593305823016966,-6.582301696469509,0.0
2019-03-28,1.0,-1.9887640449438202,-4.601008942903004,-2.1646411373538177,-6.577619811969731,-6.598486585645494,0.0
2019-03-29,1.0,-1.9568493150684931,-4.577853881278539,-2.184246575342466,-6.542465753424658,-6.569634703196347,0.0
2019-04-01,1.0,-1.9256386861313868,-4.586450729927008,-2.1512317518248176,-6.5577098540145995,-6.5891879562043805,0.0
2019-04-02,1.0,-1.9113233287858118,-4.5679854479308775,-2.189631650750341,-6.545702592087313,-6.522964984083675,0.0
2019-04-03,1.0,-1.924812030075188,-4.575757575757576,-2.1856915014809752,-6.568694463431306,-6.529277739804056,0.0
2019-04-04,1.0,-1.9351240610061464,-4.569770088777601,-2.1479626678807193,-6.562713407694059,-6.547917140905987,0.0
2019-04-05,1.0,-1.979844251030692,-4.568712780577187,-2.1678882272102613,-6.603756298671554,-6.584058634906093,0.0
2019-04-08,1.0,-1.945256321039202,-4.640918580375782,-2.1454418928322894,-6.748318255625144,-6.716539086058918,0.0
2019-04-09,1.0,-2.019924988279419,-4.604078762306611,-2.196671354899203,-6.86193155180497,-6.7585560243788105,0.0
2019-04-10,1.0,-2.0281491907107667,-4.564156697161623,-2.237391508327469,-6.8859957776213925,-6.742200328407225,0.0
2019-04-11,1.0,-2.1048252911813643,-4.527691942001426,-2.3232707392441165,-7.011409555502733,-6.802709769431899,0.0
2019-04-12,1.0,-2.106725829051845,-4.461233068659506,-2.314105558150397,-6.8283512377393745,-6.643157403082672,0.0
2019-04-15,1.0,-2.1111893033075297,-4.48956134177809,-2.333098756744077,-6.845648604269293,-6.67816091954023,0.0
2019-04-16,1.0,-2.1109807602064756,-4.499061473486626,-2.3315344908493665,-6.845612388549977,-6.675973721257626,0.0
2019-04-17,1.0,-2.093984962406015,-4.452537593984962,-2.327537593984962,-6.892622180451128,-6.729558270676692,0.0
2019-04-18,1.0,-2.0934930702372565,-4.444209537232793,-2.3098426121681936,-6.897110641296688,-6.74606530420484,0.0
2019-04-22,1.0,-2.129642772651999,-4.473858528507216,-2.300686065767684,-6.9522119706647745,-6.801040927371658,0.0
2019-04-23,1.0,-2.160215810462116,-4.422941590429275,-2.3051841426225663,-6.85362420830401,-6.715927750410509,0.0
2019-04-24,1.0,-2.1206615420451898,-4.364779874213836,-2.300256231073841,-6.814116002795248,-6.69392033542977,0.0
2019-04-25,1.0,-2.1237137511693174,-4.369971936389149,-2.346585594013096,-6.840505144995323,-6.705799812909261,0.0
2019-04-26,1.0,-2.1496118560338746,-4.3505057633498,-2.3895553987297107,-6.905669254293107,-6.728769701246766,0.0
2019-04-29,1.0,-2.1687485269856235,-4.332312043365543,-2.392411029931652,-6.9116191374027816,-6.7631392882394525,0.0
2019-04-30,1.0,-2.168197879858657,-4.322497055359245,-2.395053003533569,-6.910011778563015,-6.761366313309776,0.0
2019-05-01,1.0,-2.199290780141844,-4.349172576832151,-2.388179669030733,-6.932151300236407,-6.7718676122931445,0.0
2019-05-02,1.0,-2.1981960598148587,-4.376453833372893,-2.3783527177783053,-6.940897222881557,-6.842155233800143,0.0
2019-05-03,1.0,-2.1947343453510437,-4.380218216318785,-2.3733396584440225,-6.934060721062618,-6.8370493358633775,0.0
2019-05-06,1.0,-2.190250828206342,-4.276147657359205,-2.413393279697113,-6.936346426881212,-6.84690014197823,0.0
2019-05-07,1.0,-2.185378590078329,-4.29717540944695,-2.4448136719677187,-6.945169712793734,-6.8635176833610245,0.0
2019-05-08,1.0,-2.1999999999999997,-4.287961859356376,-2.530631704410012,-6.9373063170441,-6.882240762812873,0.0
2019-05-09,1.0,-2.218269230769231,-4.310817307692307,-2.559375,-7.0144230769230775,-6.935817307692308,0.0
2019-05-10,1.0,-2.2199279711884756,-4.307082833133253,-2.5644657863145257,-7.000720288115247,-6.917406962785114,0.0
2019-05-13,1.0,-2.222248746717594,-4.284316065886847,-2.5473860109811413,-6.9431845309143,-6.875149200286464,0.0
2019-05-14,1.0,-2.0566829951014696,-4.032656869605785,-2.759972008397481,-6.788196874271052,-6.688593421973408,0.0
2019-05-15,1.0,-2.040744229863401,-4.0796043334903445,-2.8509185115402733,-6.87329251059821,-6.707018370230806,0.0
2019-05-16,1.0,-2.0134879318504497,-4.113819214387128,-2.8939895882631332,-6.899668717463323,-6.7420728821580695,0.0
2019-05-17,1.0,-2.035846724351051,-4.260321384425216,-3.0175525339925833,-7.234363411619283,-7.174042027194067,0.0
2019-05-20,1.0,-2.016248153618907,-4.213441654357459,-3.0219103889709498,-7.212949286065976,-7.153865091088134,0.0
2019-05-21,1.0,-1.9775116108530921,-4.200684429234906,-3.023955023221706,-7.142507944267905,-7.099242239061354,0.0
2019-05-22,1.0,-1.9791000737644457,-4.172608802557168,-3.1032702237521512,-7.202114580772069,-7.130808950086059,0.0
2019-05-23,1.0,-1.9806134969325153,-4.1550920245398775,-3.13840490797546,-7.188466257668712,-7.077300613496932,0.0
2019-05-24,1.0,-1.9345930232558142,-4.0331879844961245,-3.155765503875969,-7.10077519379845,-7.0,0.0
2019-05-28,1.0,-1.9361238809581418,-4.015001209774982,-3.1500120977498187,-7.096298088555529,-6.998064360029034,0.0
2019-05-29,1.0,-1.93993272465161,-4.001922152811149,-3.1259010091302257,-7.043969245555021,-6.915425276309468,0.0
2019-05-30,1.0,-1.9414306289006238,-3.9911185789726353,-3.115218434949592,-7.035765722515602,-6.919827172347575,0.0
2019-05-31,1.0,-1.9483793517406962,-4.005762304921968,-3.1078031212484993,-7.023289315726291,-6.92436974789916,0.0
2019-06-03,1.0,-1.909732016925247,-3.9219558062999527,-3.110484250117536,-6.862012223789375,-6.702867889045604,0.0
2019-06-04,1.0,-1.953088165959453,-3.9059405940594063,-3.126355492692126,-6.895803866100896,-6.6925978312116925,0.0
2019-06-05,1.0,-1.8130904183535763,-3.676563202878992,-3.013945119208277,-6.63697705802969,-6.351327035537563,0.0
2019-06-06,1.0,-1.7911020776874436,-3.7619692863595304,-2.957542908762421,-6.640018066847335,-6.432926829268292,0.0
2019-06-07,1.0,-1.7841628959276017,-3.8002262443438912,-2.963348416289593,-6.639140271493212,-6.437556561085973,0.0
2019-06-10,1.0,-1.7389639639639638,-3.801126126126126,-2.943018018018018,-6.606981981981981,-6.432657657657657,0.0
2019-06-11,1.0,-1.711755233494364,-3.8541522889348974,-3.048999309868875,-6.783298826777088,-6.606165171382562,0.0
2019-06-12,1.0,-1.6986859990937926,-3.8318985047575898,-3.0199365654734938,-6.638196647032171,-6.466470321703671,0.0
2019-06-13,1.0,-1.2956919060052219,-3.5589643167972147,-2.733899042645779,-6.694952132288946,-6.47432550043516,0.0
2019-06-14,1.0,-1.024570515381542,-3.190771074710348,-2.4872153415900917,-6.280463443867359,-5.993008389932082,0.0
2019-06-17,1.0,-1.0309500489715966,-3.122820763956905,-2.4474045053868756,-6.14769833496572,-5.839764936336925,0.0
2019-06-18,1.0,-1.0303267462336136,-3.1408726276658188,-2.436705145764038,-6.1334376834279,-5.824300528272353,0.0
2019-06-19,1.0,-1.0212268743914314,-3.108081791626095,-2.4578383641674777,-6.116650438169425,-5.770204479065239,0.0
2019-06-20,1.0,-1.0264591439688715,-3.1276264591439684,-2.4247081712062255,-6.107392996108949,-5.769260700389105,0.0
2019-06-21,1.0,-0.9955443626501356,-3.1034482758620694,-2.392096086788067,-6.119721038357226,-5.761332816737698,0.0
2019-06-24,1.0,-0.05839282445542743,-2.7104155226066267,-1.8982244188174997,-6.729269632070292,-5.908658246384771,0.0
2019-06-25,1.0,-0.05955829109341058,-2.5496017378711078,-1.9112961622013034,-6.709268645908762,-5.873099203475743,0.0
2019-06-26,1.0,-0.01971522453450164,-2.546184738955823,-1.9110989412194233,-6.7970062066447605,-5.980832420591456,0.0
2019-06-27,1.0,-0.05200945626477542,-2.4811783960720133,-1.9419894526277506,-6.7559556282960544,-5.95417348608838,0.0
2019-06-28,1.0,-0.05857816467174465,-2.406782734856728,-1.9466811751904245,-6.778200943054045,-5.945593035908597,0.0
2019-07-01,1.0,-0.0849005910800645,-2.3397814794913128,-1.938026150814974,-6.69657890023285,-5.852229983879635,0.0
2019-07-02,1.0,-0.06320299946438136,-2.3563649348330653,-1.9242992322799501,-6.671308694875915,-5.838778789501875,0.0
2019-07-03,1.0,-0.03461883408071749,-2.4028699551569503,-1.9103139013452914,-6.701345291479821,-5.888071748878923,0.0
2019-07-05,1.0,-0.022182468694096603,-2.3763864042933815,-1.8985688729874777,-6.701073345259392,-5.891055456171736,0.0
2019-07-08,1.0,-0.031831187410586555,-2.367489270386266,-1.9084406294706724,-6.694206008583691,-5.880722460658083,0.0
2019-07-09,1.0,-0.02255639097744361,-2.343358395989975,-1.9197994987468672,-6.709273182957394,-5.906910132474041,0.0
2019-07-10,1.0,-0.0059256599030346555,-2.337583049021368,-1.9209912012928712,-6.748787933201652,-5.943257317292153,0.0
2019-07-11,1.0,-0.029713668287412207,-2.325049522780479,-1.9549792904736178,-6.761210156672069,-5.937331172339276,0.0
2019-07-12,1.0,-0.007427536231884058,-2.3807971014492755,-1.9652173913043478,-6.806340579710144,-5.956159420289856,0.0
2019-07-15,1.0,-0.02205177372962608,-2.5572387344199425,-2.2143815915627996,-7.256567593480344,-6.125215723873442,0.0
2019-07-16,1.0,-0.011295034079844207,-2.5259980525803307,-2.305550146056475,-7.425900681596884,-6.205452775073028,0.0
2019-07-17,1.0,-0.01574956251215244,-2.5584289325296523,-2.2792144662648264,-7.4116274547929235,-6.178883919891114,0.0
2019-07-18,1.0,-0.025193798449612403,-2.54922480620155,-2.2815891472868217,-7.381976744186047,-6.141860465116278,0.0
2019-07-19,1.0,-0.07659491952685671,-2.5520651541593953,-2.282916424277681,-7.360093077370565,-6.119449292224163,0.0
2019-07-22,1.0,-0.05775193798449613,-2.493798449612403,-2.2391472868217055,-7.374224806201551,-6.214922480620155,0.0
2019-07-23,1.0,-0.031560490940970194,-2.529320085719852,-2.2456653029417493,-7.420222092343659,-6.254821741671537,0.0
2019-07-24,1.0,-0.04290429042904291,-2.518345952242283,-2.291788002329645,-7.371772471364784,-6.188895360124248,0.0
2019-07-25,1.0,-0.061410306082913604,-2.4347152266563343,-2.3271987601704764,-7.407012785741961,-6.141999225106548,0.0
2019-07-26,1.0,-0.050387596899224806,-2.3881782945736436,-2.3531007751937985,-7.433720930232558,-6.154457364341086,0.0
2019-07-29,1.0,-0.017080745341614908,-2.3443322981366457,-2.345302795031056,-7.494759316770185,-6.208462732919254,0.0
2019-07-30,1.0,-0.0,-2.23667536339918,-2.24058889303019,-7.172940737979873,-5.985650391352963,0.0
2019-07-31,1.0,-0.0,-2.273676360924683,-2.232848620432513,-7.157158836689037,-5.979120059656973,0.0
2019-08-01,1.0,-0.0,-2.316991643454039,-2.211884865366759,-7.114763231197772,-5.926462395543175,0.0
2019-08-02,1.0,-0.0,-2.258880416589176,-2.3022131299981403,-7.105263157894737,-5.931374372326577,0.0
2019-08-05,1.0,-0.0,-2.232393084622384,-2.291173794358508,-6.923202911737944,-5.751592356687898,0.0
2019-08-06,1.0,-0.0,-2.196735852403761,-2.2213943587014366,-6.660457690260777,-5.66134468689019,0.0
2019-08-07,1.0,-0.0,-1.4211730109459237,-1.4884822741382127,-6.896258781244894,-5.531122365626532,0.0
2019-08-08,1.0,-0.0,-1.4292714799085267,-1.5091473374714146,-6.891048676902973,-5.505063704671676,0.0
2019-08-09,1.0,-0.0,-1.3477002251527823,-1.490511418462528,-6.73641042135735,-5.5075587005468,0.0
2019-08-12,1.0,-0.0,-1.3387071029529132,-1.5307262569832403,-6.677893056664007,-5.414205905826018,0.0
2019-08-13,1.0,-0.0,-1.3669144393484107,-1.5364542147714695,-6.575992408666773,-5.335758342558913,0.0
2019-08-14,1.0,-0.0,-1.2126112759643917,-1.3065281899109793,-6.309050445103857,-5.008753709198813,0.0
2019-08-15,1.0,-0.0,-1.3259248637797534,-1.343418411241755,-6.025523372526528,-4.6441066819615715,0.0
2019-08-16,1.0,-0.0,-1.263687150837989,-1.3337988826815643,-5.841061452513967,-4.527932960893855,0.0
