Date,IWF,IWM,LEGH,MTUM,SPY,VLUE,VXX
2019-08-14,-0.0,-0.13342113928218635,1.0,-1.8630227197892655,-1.9195917023378335,-1.669344748106684,0.0
2019-08-15,-0.0,-0.22032276583530014,1.0,-1.836129361484978,-1.8536071952541942,-1.468712126044524,0.0
2019-08-16,-0.0,-0.23755772190867108,1.0,-1.8356849666495636,-1.850307850179579,-1.4899948691636737,0.0
2019-08-19,-0.0,-0.1932523104190404,1.0,-1.827066717305988,-1.8500443094062538,-1.4596151411571083,0.0
2019-08-20,-0.0,-0.20384420839656045,1.0,-1.848191704602934,-1.8397192716236723,-1.4309559939301972,0.0
2019-08-21,-0.0,-0.20585457979225685,1.0,-1.8449480642115204,-1.8305949008498583,-1.4138495435945861,0.0
2019-08-22,-0.0,-0.20718630463410045,1.0,-1.834639744152505,-1.832570389414937,-1.3963127861039695,0.0
2019-08-23,-0.0,-0.2044271649840095,1.0,-1.8344516209945445,-1.8333855897661002,-1.3984448485608578,0.0
2019-08-26,-0.0,-0.1424402699252234,1.0,-1.7801082132652442,-1.8159158611465744,-1.3409325794881148,0.0
2019-08-27,-0.0,-0.16368560272074567,1.0,-1.8729059075450307,-1.881345257589117,-1.3801486333291346,0.0
2019-08-28,-0.0,-0.13800919221809482,1.0,-1.894289491909589,-1.8921488383806586,-1.371529308065227,0.0
2019-08-29,-0.0,-0.12519660270525323,1.0,-1.9121736395092794,-1.9007234979553318,-1.3531928279333123,0.0
2019-08-30,-0.0,-0.1171655314628507,1.0,-1.901643441854652,-1.892395175904518,-1.3376241954633505,0.0
2019-09-03,-0.0,-0.11002628614344723,1.0,-1.901114031793716,-1.8916635373638755,-1.3558643134309676,0.0
2019-09-04,-0.0,-0.06973980485364023,1.0,-1.907180385288967,-1.9024268201150862,-1.3754065549161874,0.0
2019-09-05,-0.0,-0.1254370907241401,1.0,-1.9464683069489475,-1.9586750588085702,-1.3270392269057154,0.0
2019-09-06,-0.0,-0.10377716018191006,1.0,-1.9710080848913594,-1.969176351692774,-1.2723597776654878,0.0
2019-09-09,-0.0,-0.09876777251184835,1.0,-1.9708056872037913,-1.9706161137440759,-1.2789257503949447,0.0
2019-09-10,-0.0,-0.13771388588512182,1.0,-1.8686470326315119,-1.9772915208956177,-1.3772024680363846,0.0
2019-09-11,-0.0,-0.1562082777036048,1.0,-1.8287240129696738,-1.9716447326594189,-1.4011698137198805,0.0
2019-09-12,-0.0,-0.1187603200812905,1.0,-1.8408484694525595,-1.981455607773403,-1.4098183665692874,0.0
2019-09-13,-0.0,-0.1178607853136155,1.0,-1.8626976032636409,-1.9890999490056094,-1.40464048954615,0.0
2019-09-16,-0.0,-0.12223708516466017,1.0,-1.8536212497611313,-1.9894260780941462,-1.404484362061278,0.0
2019-09-17,-0.0,-0.15037258773326537,1.0,-1.8454875485637858,-1.9884720718425575,-1.3846888733201705,0.0
2019-09-18,-0.0,-0.1302923056757111,1.0,-1.9678856993052827,-2.0492856206580154,-1.406475291650282,0.0
2019-09-19,-0.0,-0.14013408702510843,1.0,-1.9708820822926252,-2.045155777573288,-1.4167871697121073,0.0
2019-09-20,-0.0,-0.14488655047681684,1.0,-1.9705360078921408,-2.044459059519895,-1.4169023347583032,0.0
2019-09-23,-0.0,-0.13141260230221571,1.0,-2.0003326901324106,-2.0886286512742034,-1.4333621664781422,0.0
2019-09-24,-0.0,-0.13202022890604206,1.0,-2.001131221719457,-2.0878360393931326,-1.4331913760979504,0.0
2019-09-25,-0.0,-0.10539913878767804,1.0,-1.9985425637628353,-2.095925803246108,-1.4249089102351773,0.0
2019-09-26,-0.0,-0.10252846174212339,1.0,-2.000132380195923,-2.094056129203071,-1.4223590150913423,0.0
2019-09-27,-0.0,-0.061502504173622706,1.0,-2.050016694490818,-2.1224040066777965,-1.443873121869783,0.0
2019-09-30,-0.0,-0.049067909454061254,1.0,-2.023501997336884,-2.1341544607190412,-1.4509986684420773,0.0
2019-10-01,-0.0,-0.05639047745710865,1.0,-2.0168905439553133,-2.131466950392339,-1.4450724830429578,0.0
2019-10-02,-0.0,-0.011302795954788815,1.0,-2.020887038138674,-2.1569171789278867,-1.4206490845396258,0.0
2019-10-03,-0.0,-0.13887619917770672,1.0,-1.9773543039874697,-2.1126411277165045,-1.29726554852183,0.0
2019-10-04,-0.0,-0.1597204076299974,1.0,-1.9583224457799844,-2.1105304415991637,-1.3039587143977007,0.0
2019-10-07,-0.0,-0.17771710868434737,1.0,-1.9192667706708268,-2.094448777951118,-1.3088923556942278,0.0
2019-10-08,-0.0,-0.18204828660436137,1.0,-1.9123831775700935,-2.089498961578401,-1.3062045690550363,0.0
2019-10-09,-0.0,-0.18000770910959785,1.0,-1.8588590517795196,-2.1147372478478736,-1.270589746884235,0.0
2019-10-10,-0.0,-0.20182958034800413,1.0,-1.8384723643807575,-2.1031857727737977,-1.253582395087001,0.0
2019-10-11,-0.0,-0.21001213204776198,1.0,-1.8411978800842859,-2.0963540003831174,-1.237660430368431,0.0
2019-10-14,-0.0,-0.1713915857605178,1.0,-1.9130097087378641,-2.1750809061488674,-1.213009708737864,0.0
2019-10-15,-0.0,-0.16382163951450637,1.0,-1.9181540858051533,-2.184851041734276,-1.2237294736158888,0.0
2019-10-16,-0.0,-0.16299616708893652,1.0,-1.9537452088611706,-2.182290651594881,-1.19749236666017,0.0
2019-10-17,-0.0,-0.1659524737047137,1.0,-1.9502661991949097,-2.1814050123360604,-1.1951045318789768,0.0
2019-10-18,-0.0,-0.16430797195533625,1.0,-1.950142820046741,-2.180667359127499,-1.1967021552843418,0.0
2019-10-21,-0.0,-0.15485256785784027,1.0,-1.9492937577296103,-2.180628783440734,-1.2243051487339713,0.0
2019-10-22,-0.0,-0.14728077023158992,1.0,-1.956088992974239,-2.180848295602394,-1.2211163153786104,0.0
2019-10-23,-0.0,-0.14733012862154085,1.0,-1.9304274392620502,-2.1782512667272966,-1.2400285825646356,0.0
2019-10-24,-0.0,-0.14804469273743018,1.0,-1.9304274392620502,-2.177536702611407,-1.2400285825646356,0.0
2019-10-25,-0.0,-0.15336625942292698,1.0,-1.9011567455159866,-2.1914478814660776,-1.2525994281258124,0.0
2019-10-28,-0.0,-0.1582738481505516,1.0,-1.9001946787800132,-2.1950681375730046,-1.235756002595717,0.0
2019-10-29,-0.0,-0.1577481212749417,1.0,-1.8986784140969164,-2.194869137082146,-1.227131381186836,0.0
2019-10-30,-0.0,-0.14726361684128328,1.0,-1.9077243443743084,-2.212728574217479,-1.2397344959979177,0.0
2019-10-31,-0.0,-0.15189955763726257,1.0,-1.9007285974499089,-2.208495966692688,-1.2442102524069738,0.0
2019-11-01,-0.0,-0.14944769330734242,1.0,-1.896166341780377,-2.213775178687459,-1.2383365821962313,0.0
2019-11-04,-0.0,-0.12409090909090909,1.0,-1.92987012987013,-2.2274675324675326,-1.212077922077922,0.0
2019-11-05,-0.0,-0.12784884098435165,1.0,-1.9419518213103044,-2.224141289526654,-1.1991429127978703,0.0
2019-11-06,-0.0,-0.12748279890951578,1.0,-1.9338569388549913,-2.225496559781903,-1.2040763338958846,0.0
2019-11-07,-0.0,-0.1543610947036818,1.0,-1.9401456979720417,-2.253921375598871,-1.2146091750344556,0.0
2019-11-08,-0.0,-0.16269498838367075,1.0,-1.982077663458347,-2.277397942250249,-1.2157318287421175,0.0
2019-11-11,-0.0,-0.16391794046661304,1.0,-1.9809600429069458,-2.32857334406007,-1.2307589165996247,0.0
2019-11-12,-0.0,-0.16442120785575443,1.0,-1.9820363295127021,-2.326295328105101,-1.2301092566525906,0.0
2019-11-13,-0.0,-0.16442030443237443,1.0,-1.9840407697981624,-2.326963052370415,-1.230201837323141,0.0
2019-11-14,-0.0,-0.15616308255884945,1.0,-2.052642290210976,-2.3517400447730816,-1.2232548673767043,0.0
2019-11-15,-0.0,-0.15705563093622796,1.0,-2.053392130257802,-2.3502035278154683,-1.223609226594301,0.0
2019-11-18,-0.0,-0.16753678215472234,1.0,-2.0630551223811784,-2.3438199199945755,-1.2057088616177367,0.0
2019-11-19,-0.0,-0.1530261348005502,1.0,-2.1087345254470424,-2.384181568088033,-1.2315680880330124,0.0
2019-11-20,-0.0,-0.2057419626561842,1.0,-2.207918012073564,-2.418012073564509,-1.1878422013196688,0.0
2019-11-21,-0.0,-0.20894371626831149,1.0,-2.2059998598163597,-2.417326697974347,-1.1768416625779772,0.0
2019-11-22,-0.0,-0.219665419637185,1.0,-2.23808851556434,-2.4260605632808643,-1.1748429448718856,0.0
2019-11-25,-0.0,-0.22045406322936562,1.0,-2.247612985359644,-2.4337647641275906,-1.1707334323502372,0.0
2019-11-26,-0.0,-0.13814901626535975,1.0,-2.273598977200085,-2.484125292989559,-1.206903899424675,0.0
2019-11-27,-0.0,-0.14101375917872672,1.0,-2.2966421900620233,-2.492264917658801,-1.1991159905895772,0.0
2019-11-29,-0.0,-0.1392946205913787,1.0,-2.2959030993943714,-2.489918061987887,-1.1999287495546846,0.0
2019-12-02,-0.0,-0.17525179856115106,1.0,-2.4042446043165464,-2.447482014388489,-1.1672661870503596,0.0
2019-12-03,-0.0,-0.1653176706539646,1.0,-2.388224339230714,-2.4443807750161164,-1.1648879020127496,0.0
2019-12-04,-0.0,-0.2357428260079913,1.0,-2.4471485652015983,-2.445622956774428,-1.1362876861605522,0.0
2019-12-05,-0.0,-0.20545027177905095,1.0,-2.51762891141472,-2.3983399441751136,-1.223960628764507,0.0
2019-12-06,-0.0,-0.2914311553244404,1.0,-2.589946491823046,-2.474414047780541,-1.1805712563117041,0.0
2019-12-09,-0.0,-0.18560516576108357,1.0,-2.7668320340184267,-2.630522088353414,-1.2916765099614145,0.0
2019-12-10,-0.0,-0.16847223406977735,1.0,-3.270664505672609,-2.9384969717649065,-1.152605988228269,0.0
2019-12-11,-0.0,-0.1471420001713943,1.0,-3.300796983460451,-2.948667409375268,-1.173108235495758,0.0
2019-12-12,-0.0,-0.14247772446881424,1.0,-3.2987491432488003,-2.950993831391364,-1.1752912954078134,0.0
2019-12-13,-0.0,-0.15018504174197436,1.0,-3.361649023151734,-2.955159652293657,-1.1395989327825113,0.0
2019-12-16,-0.0,-0.14861027450305483,1.0,-3.377850443163239,-2.957318647276482,-1.1214181223646846,0.0
2019-12-17,-0.0,-0.08074027034382655,1.0,-3.676131724575887,-3.1800780186881976,-1.1348997550576068,0.0
2019-12-18,-0.0,-0.15706703361509733,1.0,-4.003046982504423,-3.4153725181836054,-1.2536858659327699,0.0
2019-12-19,-0.0,-0.19300505300703458,1.0,-4.0424056276627365,-3.4084018626771027,-1.2640443871990488,0.0
2019-12-20,-0.0,-0.25432247687977483,1.0,-4.133896260554885,-3.4288299155609168,-1.2353236831523924,0.0
2019-12-23,-0.0,-0.27613806903451726,1.0,-4.112656328164082,-3.3935967983991997,-1.2226113056528265,0.0
2019-12-24,-0.0,-0.2756126958617919,1.0,-4.1383085576536764,-3.402069104057855,-1.228204098031338,0.0
2019-12-26,-0.0,-0.28304539975893933,1.0,-4.140116512655685,-3.4028726396143028,-1.2182603455202892,0.0
2019-12-27,-0.0,-0.31252521177894316,1.0,-4.1746672045179505,-3.3890681726502625,-1.2084509883017347,0.0
2019-12-30,-0.0,-0.31716455696202533,1.0,-4.25326582278481,-3.4316962025316458,-1.1245569620253164,0.0
2019-12-31,-0.0,-0.3338745687030647,1.0,-4.269535214126243,-3.4295717475136995,-1.115181652120966,0.0
2020-01-02,-0.0,-0.34320254072328654,1.0,-4.315438991906567,-3.4657309701874803,-1.1204794590718163,0.0
2020-01-03,-0.0,-0.3499427858108812,1.0,-4.397690627275565,-3.481743472381151,-1.1733069801310727,0.0
2020-01-06,-0.0,-0.37326847837580623,1.0,-4.437347996193296,-3.541820873427091,-1.2217405096753728,0.0
2020-01-07,-0.0,-0.3668325743937308,1.0,-4.452186805040771,-3.536058455999153,-1.2347770835539553,0.0
2020-01-08,-0.0,-0.36009732360097324,1.0,-4.450650587115201,-3.5282978948481962,-1.2396064741351953,0.0
2020-01-09,-0.0,-0.38553191489361704,1.0,-4.462234042553192,-3.5317021276595746,-1.2588297872340426,0.0
2020-01-10,-0.0,-0.3997657830299159,1.0,-4.470243798573406,-3.515809645480677,-1.2604066858298733,0.0
2020-01-13,-0.0,-0.4049840933191941,1.0,-4.47253446447508,-3.4890774125132555,-1.2380699893955462,0.0
2020-01-14,-0.0014903129657228018,-0.37747498403236107,1.0,-4.57451564828614,-3.5341707472855015,-1.1573344688098786,0.0
2020-01-15,-0.019854045932603565,-0.38194891607641124,1.0,-4.609036273878515,-3.5583816269585746,-1.162695857480146,0.0
2020-01-16,-0.02402660087954521,-0.3625442454145661,1.0,-4.582108763273625,-3.5650541671135905,-1.1923200686474311,0.0
2020-01-17,-0.07191854233654878,-0.35680600214362274,1.0,-4.536441586280815,-3.5876741693461955,-1.1652733118971061,0.0
2020-01-21,-0.08274459430528794,-0.36084350246199953,1.0,-4.517448083922072,-3.5855277242560475,-1.1578891029758083,0.0
2020-01-22,-0.07640449438202246,-0.3616907437132156,1.0,-4.516104868913858,-3.5851257356875332,-1.1616907437132156,0.0
2020-01-23,-0.1299096942661299,-0.3552388205853552,1.0,-4.5296485692525295,-3.668153628549668,-1.1971493852681971,0.0
2020-01-24,-0.131403604587657,-0.35172037138175855,1.0,-4.551174221736756,-3.683888585472419,-1.2046968869470234,0.0
2020-01-27,-0.07540805223068553,-0.31980413492927096,1.0,-4.591838955386289,-3.6686615886833516,-1.2255712731229598,0.0
2020-01-28,-0.0,-0.44787817713581907,1.0,-4.86921957227634,-3.745829134475423,-1.1340275445078938,0.0
2020-01-29,-0.0,-0.45411974579105807,1.0,-4.8573977031999105,-3.7125655034006018,-1.1254320437060987,0.0
2020-01-30,-0.0,-0.4343154630039876,1.0,-4.814576871953921,-3.731834293309703,-1.0959237926451042,0.0
2020-01-31,-0.0,-0.5285698057480405,1.0,-4.8824264455299335,-3.802680904237192,-1.1459729637623537,0.0
2020-02-03,-0.0,-0.4724944320712695,1.0,-4.809799554565702,-3.736971046770601,-1.1165924276169263,0.0
2020-02-04,-0.0,-0.4374169251218431,1.0,-4.769494904740806,-3.727403633141338,-1.1422241914045193,0.0
2020-02-05,-0.0,-0.43628185907046474,1.0,-4.593810237738274,-3.616406082672949,-1.0625401584921825,0.0
2020-02-06,-0.0,-0.4530380830124091,1.0,-4.670410783055199,-3.5897518185708175,-0.9842747111681643,0.0
2020-02-07,-0.0,-0.45290281193200044,1.0,-4.663423500481129,-3.5875120282262376,-0.9878113974125948,0.0
2020-02-10,-0.0,-0.41482430844814694,1.0,-4.673608886040799,-3.6020506247997437,-0.9897468760012816,0.0
2020-02-11,-0.0,-0.3856492750555614,1.0,-4.615832363213038,-3.5448195576251456,-1.0368292941051962,0.0
2020-02-12,-0.0,-0.3813658020116464,1.0,-4.6202223398623605,-3.5563790365272627,-1.0297511911064055,0.0
2020-02-13,-0.0,-0.40574944308899963,1.0,-4.643046568367454,-3.563912167179378,-0.9951203988543544,0.0
2020-02-14,-0.0,-0.4301918795717163,1.0,-4.666171949538853,-3.5015371567899924,-1.0032863352061911,0.0
2020-02-18,-0.0,-0.4365298745481607,1.0,-4.657240059536466,-3.5009568360620875,-1.0367850308313842,0.0
