Date,CSTL,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-13,1.0,-1.2825056665979806,-0.020039151040593447,-1.489851638161962,-1.3590562538635895,-0.0,0.0
2020-07-14,1.0,-1.2595063375583724,-0.02827526043003028,-1.475291219787551,-1.3685533945707395,-0.0,0.0
2020-07-15,1.0,-1.2382924981055823,-0.03531194746148017,-1.4404142460217226,-1.337762061126547,-0.0,0.0
2020-07-16,1.0,-1.2068707991038088,-0.0674134926562111,-1.3917849141150112,-1.312720936021907,-0.0,0.0
2020-07-17,1.0,-1.2147205588822356,-0.06911177644710578,-1.3952594810379244,-1.3109780439121757,-0.0,0.0
2020-07-20,1.0,-1.2329531179337723,-0.07718205115320839,-1.3992764182704387,-1.315411285865032,-0.0,0.0
2020-07-21,1.0,-1.2043167639364059,-0.10213322600120749,-1.3866472127188572,-1.3380458844837997,-0.0,0.0
2020-07-22,1.0,-1.2076141878032918,-0.09350142578418129,-1.3835109310120566,-1.3181749962479363,-0.0,0.0
2020-07-23,1.0,-1.210731804985484,-0.10036039643607968,-1.3841725898488335,-1.310241265391931,-0.0,0.0
2020-07-24,1.0,-1.1757010268562402,-0.13230647709320698,-1.3431575829383886,-1.2856437598736177,-0.0,0.0
2020-07-27,1.0,-1.1766681483676593,-0.1350323504716748,-1.3422729293228626,-1.2850792710031114,-0.0,0.0
2020-07-28,1.0,-1.1776218246515766,-0.1338835623208461,-1.338390827320352,-1.292230898487694,-0.0,0.0
2020-07-29,1.0,-1.1860707376357955,-0.13879656729004416,-1.3348380376010716,-1.3008581774889627,-0.0,0.0
2020-07-30,1.0,-1.1852897473997028,-0.12035661218424963,-1.339722634967806,-1.3075780089153046,-0.0,0.0
2020-07-31,1.0,-1.183974644678849,-0.12875749021938296,-1.3372951022631605,-1.3021839251225673,-0.0,0.0
2020-08-03,1.0,-1.165810276679842,-0.14308300395256918,-1.3360177865612648,-1.295800395256917,-0.0,0.0
2020-08-04,1.0,-1.1651521137890162,-0.14396483603318846,-1.3352429869616753,-1.294399446858949,-0.0,0.0
2020-08-05,1.0,-1.1627436466814705,-0.14527510486059708,-1.3339748334566988,-1.292622748581298,-0.0,0.0
2020-08-06,1.0,-1.1387227474435655,-0.1447520740883658,-1.3006463438163225,-1.2392919158788347,-0.0,0.0
2020-08-07,1.0,-1.1353136905048946,-0.16487437912909292,-1.2977769204803011,-1.2243815402420795,-0.0,0.0
2020-08-10,1.0,-1.1295599305153445,-0.17274657402045937,-1.2965161165798107,-1.2265006755452617,-0.0,0.0
2020-08-11,1.0,-1.123935530430599,-0.18513350974260284,-1.2836179937454895,-1.2185229732980514,-0.0,0.0
2020-08-12,1.0,-1.1167307692307693,-0.19278846153846152,-1.2688942307692308,-1.229278846153846,-0.0,0.0
2020-08-13,1.0,-1.1112018838002786,-0.21077418424720074,-1.2476332356192033,-1.2360036522658464,-0.0,0.0
2020-08-14,1.0,-1.1019026274378905,-0.2114348385866196,-1.2346096991082922,-1.2204949692432407,-0.0,0.0
2020-08-17,1.0,-1.1028857619842596,-0.21631290245647508,-1.2329119961841164,-1.217696160267112,-0.0,0.0
2020-08-18,1.0,-1.0899312959014453,-0.2094290452499408,-1.2340203743188818,-1.2048329779673064,-0.0,0.0
2020-08-19,1.0,-1.090473933649289,-0.2190521327014218,-1.2270142180094787,-1.202748815165877,-0.0,0.0
2020-08-20,1.0,-1.0911121673003803,-0.22347908745247147,-1.2295627376425855,-1.208745247148289,-0.0,0.0
2020-08-21,1.0,-1.0592484871229535,-0.25360041281606227,-1.1772294412909885,-1.2010132757892762,-0.0,0.0
2020-08-24,1.0,-1.0585862376284065,-0.25512453679816127,-1.1764154040996295,-1.2004784464562128,-0.0,0.0
2020-08-25,1.0,-1.0556336707911511,-0.26368578927634045,-1.1765560554930632,-1.1910386201724785,-0.0,0.0
2020-08-26,1.0,-1.054498594189316,-0.26462043111527644,-1.1754451733833178,-1.1914714151827552,-0.0,0.0
2020-08-27,1.0,-1.0392919027771275,-0.28197442982250737,-1.1692970542780874,-1.192619304079052,-0.0,0.0
2020-08-28,1.0,-1.0374321542204754,-0.284250421111735,-1.1672281489799738,-1.1901085532472395,-0.0,0.0
2020-08-31,1.0,-1.0372638862913783,-0.2846455956611184,-1.1647185337572472,-1.1889377220871518,-0.0,0.0
2020-09-01,1.0,-1.0366509279603573,-0.2869431069141228,-1.16067505025478,-1.190594175120378,-0.0,0.0
2020-09-02,1.0,-1.0300312923263744,-0.2877959927140255,-1.160384848909439,-1.1922843398253236,-0.0,0.0
2020-09-03,1.0,-1.0341445186603766,-0.2900182166378626,-1.163809612779672,-1.1829137278714559,-0.0,0.0
2020-09-04,1.0,-0.9803421577263666,-0.3153600074180537,-1.118642496175066,-1.2219388937827438,-0.0,0.0
2020-09-08,1.0,-0.9396358990737784,-0.3115389880001825,-1.1024319021763926,-1.2090614591413058,-0.0,0.0
2020-09-09,1.0,-0.9147170837867248,-0.34580159593761334,-1.0537268770402612,-1.2196227783822997,-0.0,0.0
2020-09-10,1.0,-0.9044177432469058,-0.35513596530851926,-1.036136959074894,-1.221429216731412,-0.0,0.0
2020-09-11,1.0,-0.8886397273175763,-0.3575368883706328,-1.0256985244651746,-1.213033143472216,-0.0,0.0
2020-09-14,1.0,-0.8898248129396479,-0.35503382768045166,-1.0250011201218692,-1.210627716295533,-0.0,0.0
2020-09-15,1.0,-0.892530897367007,-0.350394053376321,-1.0168816048719327,-1.2180727207594484,-0.0,0.0
2020-09-16,1.0,-0.8970476233143676,-0.3417857622866359,-1.008422561713185,-1.2328300703373505,-0.0,0.0
2020-09-17,1.0,-0.8953545670384804,-0.3440845764458182,-1.0071674954083232,-1.2330779913094119,-0.0,0.0
2020-09-18,1.0,-0.8906172950195007,-0.3460348769444569,-1.0098623750392255,-1.2363831980992515,-0.0,0.0
2020-09-21,1.0,-0.8845427569463178,-0.3574768456074094,-1.024862872043881,-1.2291160866828523,-0.0,0.0
2020-09-22,1.0,-0.8960219849529216,-0.34175789521106453,-1.0407712753975762,-1.226562148038023,-0.0,0.0
2020-09-23,1.0,-0.8879469720881995,-0.34346394913649275,-1.0486991026739414,-1.2290210578527305,-0.0,0.0
2020-09-24,1.0,-0.8771969153515065,-0.33590387374461983,-1.0409791965566715,-1.2294207317073171,-0.0,0.0
2020-09-25,1.0,-0.8752353626826862,-0.3429122209271048,-1.038240832063122,-1.2267551331480318,-0.0,0.0
2020-09-28,1.0,-0.8708796130419205,-0.3450376209243998,-1.0287531350770331,-1.2340111071300608,-0.0,0.0
2020-09-29,1.0,-0.8719299812449763,-0.3395105831919264,-1.0217915513083862,-1.2322497097436813,-0.0,0.0
2020-09-30,1.0,-0.8720317800392787,-0.33743974290305306,-1.0254865202642387,-1.2285306195322263,-0.0,0.0
2020-10-01,1.0,-0.8714859437751005,-0.3394912985274431,-1.0242302543507364,-1.2270861222668452,-0.0,0.0
2020-10-02,1.0,-0.862059765208111,-0.3354233368907862,-1.0192102454642475,-1.2301672002845963,-0.0,0.0
2020-10-05,1.0,-0.8504685348847537,-0.3496025225385264,-1.006794866101168,-1.2342230314873206,-0.0,0.0
2020-10-06,1.0,-0.8232882686436982,-0.3516354121238552,-0.9698648059310946,-1.2163105102485825,-0.0,0.0
2020-10-07,1.0,-0.812760055478502,-0.35835644937586686,-0.9569608183079056,-1.2061806518723994,-0.0,0.0
2020-10-08,1.0,-0.8033845756362228,-0.3577057227748353,-0.9415234896438877,-1.2034620850019377,-0.0,0.0
2020-10-09,1.0,-0.8016114515921656,-0.3530621866026657,-0.9398705695795654,-1.191188445549222,-0.0,0.0
2020-10-12,1.0,-0.799965740225258,-0.355659286540191,-0.9369620144747549,-1.1898848015074301,-0.0,0.0
2020-10-13,1.0,-0.7879273279096236,-0.3532858407452683,-0.9146398010369684,-1.1594233444336721,-0.0,0.0
2020-10-14,1.0,-0.7785355648535566,-0.35878661087866115,-0.9023012552301256,-1.1444769874476988,-0.0,0.0
2020-10-15,1.0,-0.767612646253423,-0.36109036594473487,-0.8970624844411252,-1.1232677786075844,-0.0,0.0
2020-10-16,1.0,-0.7702164717591441,-0.3629426888944182,-0.8913494235713694,-1.1224599817533385,-0.0,0.0
2020-10-19,1.0,-0.7715197480210535,-0.36429193087156536,-0.8847859422271955,-1.1237929462472545,-0.0,0.0
2020-10-20,1.0,-0.768444573178301,-0.3659949517937684,-0.8822774858277816,-1.12119832829892,-0.0,0.0
2020-10-21,1.0,-0.7679731799180497,-0.3654236165721617,-0.8854352054964613,-1.120069533545797,-0.0,0.0
2020-10-22,1.0,-0.7670621305444174,-0.36521846967880617,-0.8821462527386219,-1.1193005663263198,-0.0,0.0
2020-10-23,1.0,-0.762815734989648,-0.375527950310559,-0.8775155279503106,-1.1249275362318842,-0.0,0.0
2020-10-26,1.0,-0.7623561553108701,-0.37527941054723074,-0.8777630598559484,-1.1240168888152993,-0.0,0.0
2020-10-27,1.0,-0.7046187740970965,-0.3628924384294594,-0.8302777559210008,-1.0364308757573373,-0.0,0.0
2020-10-28,1.0,-0.7055120588582445,-0.36188377857339576,-0.8311366408309399,-1.0358028091434865,-0.0,0.0
