Date,CSTL,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-23,1.0,-1.17200716182009,-1.0023461134778044,-1.5971476199296164,-1.4024819411002036,-0.0,0.0
2020-03-24,1.0,-1.1770411295273173,-1.0128913443830572,-1.5630448127685699,-1.3857581338244322,-0.0,0.0
2020-03-25,1.0,-1.1253521126760564,-0.947943661971831,-1.2616901408450705,-1.2988169014084507,-0.0,0.0
2020-03-26,1.0,-1.1638306292045906,-0.9550002826615411,-1.2314432698287072,-1.3029566397195997,-0.0,0.0
2020-03-27,1.0,-1.1328385089777875,-0.9030180647273918,-1.1521039131146646,-1.26971565791628,-0.0,0.0
2020-03-30,1.0,-1.0994024986420423,-0.872895165670831,-1.19516567083107,-1.2643671917436174,-0.0,0.0
2020-03-31,1.0,-1.0720521664151756,-0.8934576417331321,-1.1830135805130415,-1.240569088165553,-0.0,0.0
2020-04-01,1.0,-1.0846835169583062,-0.9324908187513503,-1.1339382155973214,-1.2496219485850075,-0.0,0.0
2020-04-02,1.0,-1.104794701986755,-0.8181721854304637,-1.1154966887417217,-1.2594966887417218,-0.0,0.0
2020-04-03,1.0,-1.10464807436919,-0.8462682602921647,-1.1264276228419654,-1.2347410358565738,-0.0,0.0
2020-04-06,1.0,-1.1068362480127185,-0.8289878113407526,-1.1238473767885533,-1.239745627980922,-0.0,0.0
2020-04-07,1.0,-1.03824499112351,-0.755262490489475,-1.075932031448136,-1.202840476794319,-0.0,0.0
2020-04-08,1.0,-1.038049819897519,-0.757546547613008,-1.0729541880168434,-1.204708031048653,-0.0,0.0
2020-04-09,1.0,-1.0737943352896147,-0.6901250318958917,-1.1180913498341414,-1.2213319724419494,-0.0,0.0
2020-04-13,1.0,-1.1185920392919269,-0.601862273610969,-1.1544561547119616,-1.2412258262560114,-0.0,0.0
2020-04-14,1.0,-1.1255373592630502,-0.5824974411463665,-1.1704708290685772,-1.2392016376663255,-0.0,0.0
2020-04-15,1.0,-1.0921312972451929,-0.6030135457358835,-1.1415453300187712,-1.2366191466693723,-0.0,0.0
2020-04-16,1.0,-1.1083447193967917,-0.5612064166793178,-1.1568746520925055,-1.2340468599767218,-0.0,0.0
2020-04-17,1.0,-1.1031412818048458,-0.5716525873842885,-1.147908341342506,-1.2356720117355455,-0.0,0.0
2020-04-20,1.0,-1.135438241980298,-0.5112907299823187,-1.1781763071482698,-1.2268249557969186,-0.0,0.0
2020-04-21,1.0,-1.13795195954488,-0.5152970922882427,-1.1885714285714286,-1.2151201011378001,-0.0,0.0
2020-04-22,1.0,-1.1152129207002057,-0.5268094497667654,-1.1644680744344686,-1.2092591663740784,-0.0,0.0
2020-04-23,1.0,-1.0980342741935483,-0.5683971774193548,-1.1530241935483871,-1.2209173387096774,-0.0,0.0
2020-04-24,1.0,-1.0969859140707832,-0.5792901499469885,-1.1506538092593528,-1.2217902761649921,-0.0,0.0
2020-04-27,1.0,-1.0938004032258066,-0.5738407258064516,-1.1503024193548388,-1.2223790322580645,-0.0,0.0
2020-04-28,1.0,-1.1222368022610274,-0.5175128696880993,-1.164933885131725,-1.242252952457858,-0.0,0.0
2020-04-29,1.0,-1.1121820750908358,-0.5348708114654824,-1.157498990714574,-1.2418752523213565,-0.0,0.0
2020-04-30,1.0,-1.106849177697553,-0.49398315282791816,-1.1652627356598475,-1.2479943842759726,-0.0,0.0
2020-05-01,1.0,-1.1306484778574653,-0.45804704348262193,-1.1681127438687997,-1.258438236621696,-0.0,0.0
2020-05-04,1.0,-1.12845,-0.44389999999999996,-1.1686,-1.2590000000000001,-0.0,0.0
2020-05-05,1.0,-1.131293881644935,-0.44849548645937815,-1.1558174523570712,-1.2794383149448345,-0.0,0.0
2020-05-06,1.0,-1.129855159625119,-0.4488046910239062,-1.1534105147095675,-1.2797073121836315,-0.0,0.0
2020-05-07,1.0,-1.1339482654902748,-0.4470623621415681,-1.1559554842590736,-1.2760677762181674,-0.0,0.0
2020-05-08,1.0,-1.1442031541290874,-0.4515543910918527,-1.154935254698443,-1.2879024537713508,-0.0,0.0
2020-05-11,1.0,-1.1563821220052346,-0.41498892691765654,-1.1680088584658748,-1.2937890074491645,-0.0,0.0
2020-05-12,1.0,-1.1571687474828836,-0.4139146194120016,-1.170308095046315,-1.2928413209826821,-0.0,0.0
2020-05-13,1.0,-1.2117963854797784,-0.3533737248200507,-1.234943814406297,-1.37828180829579,-0.0,0.0
2020-05-14,1.0,-1.2136380123322452,-0.34794548940359604,-1.2355562464376393,-1.3844758795792527,-0.0,0.0
2020-05-15,1.0,-1.2122106571384184,-0.3491792242763192,-1.235513437936927,-1.3814406296929211,-0.0,0.0
2020-05-18,1.0,-1.2126192451265034,-0.35332849440066366,-1.2391124014931563,-1.3795624222314393,-0.0,0.0
2020-05-19,1.0,-1.249960943602562,-0.2353798885590793,-1.34083216164141,-1.3813987397802427,-0.0,0.0
2020-05-20,1.0,-1.2558599854151473,-0.22288780081258464,-1.3484217105948535,-1.3817064277528908,-0.0,0.0
2020-05-21,1.0,-1.2537049555405335,-0.2099214809422287,-1.3556237325152096,-1.3806874317508189,-0.0,0.0
2020-05-22,1.0,-1.2524559488538904,-0.21394043349446437,-1.3526170798898072,-1.3787099121575965,-0.0,0.0
2020-05-26,1.0,-1.2523388773388775,-0.2142931392931393,-1.3524428274428275,-1.3784823284823287,-0.0,0.0
2020-05-27,1.0,-1.262369283596067,-0.1949430310597784,-1.3740700275740076,-1.3712085739555695,-0.0,0.0
2020-05-28,1.0,-1.2648297374577593,-0.1887704704964908,-1.3758773069924617,-1.369378736677931,-0.0,0.0
2020-05-29,1.0,-1.2646355412290735,-0.18878028491213475,-1.3758448580638452,-1.3698138712696266,-0.0,0.0
2020-06-01,1.0,-1.2636174636174637,-0.19719334719334722,-1.3653326403326402,-1.3713097713097715,-0.0,0.0
2020-06-02,1.0,-1.2632782455046252,-0.19545785261407336,-1.365346637563663,-1.3729342064234489,-0.0,0.0
2020-06-03,1.0,-1.2628624883068287,-0.19436648996985761,-1.3701798149880469,-1.3696081488410767,-0.0,0.0
2020-06-04,1.0,-1.2740992167101828,-0.1691906005221932,-1.4102872062663183,-1.368355091383812,-0.0,0.0
2020-06-05,1.0,-1.2656380753138075,-0.17714435146443513,-1.403713389121339,-1.3836297071129706,-0.0,0.0
2020-06-08,1.0,-1.263828010853684,-0.14835107493216448,-1.4327906491337925,-1.3731475683573366,-0.0,0.0
2020-06-09,1.0,-1.2688856427378965,-0.1408075959933222,-1.435987061769616,-1.3713480801335558,-0.0,0.0
2020-06-10,1.0,-1.2738753783529904,-0.1322930800542741,-1.4429078384302265,-1.3695856382423546,-0.0,0.0
2020-06-11,1.0,-1.271057300908047,-0.14012107295689383,-1.4362279511533242,-1.3713077966809308,-0.0,0.0
2020-06-12,1.0,-1.2445693841042678,-0.08750319447993866,-1.4570917454638386,-1.3221058011755686,-0.0,0.0
2020-06-15,1.0,-1.2457843638221766,-0.07680122636688809,-1.4650996423096574,-1.3221768012263666,-0.0,0.0
2020-06-16,1.0,-1.2459895780116481,-0.0757637682640237,-1.4644426279758864,-1.3226218453049965,-0.0,0.0
2020-06-17,1.0,-1.242515428163411,-0.06880195848421483,-1.4657010251440814,-1.3232008976385985,-0.0,0.0
2020-06-18,1.0,-1.2423747832296235,-0.06941752524737325,-1.4654697541568908,-1.323166377639498,-0.0,0.0
2020-06-19,1.0,-1.2636818486614743,-0.06917006241295715,-1.4800639603858254,-1.3451797596327437,-0.0,0.0
2020-06-22,1.0,-1.2654798761609907,-0.0695562435500516,-1.4761609907120743,-1.348761609907121,-0.0,0.0
2020-06-23,1.0,-1.2624677336086731,-0.06768198244708311,-1.4770779556014453,-1.3553949406298398,-0.0,0.0
2020-06-24,1.0,-1.2634514096870806,-0.06805742022100589,-1.476453578436435,-1.3557265310337705,-0.0,0.0
2020-06-25,1.0,-1.2622240561171858,-0.061068702290076333,-1.478388694037549,-1.3561997111615434,-0.0,0.0
2020-06-26,1.0,-1.2764366921040335,-0.052484036754399624,-1.486476665109277,-1.3759019882676635,-0.0,0.0
2020-06-29,1.0,-1.2701541964193315,-0.04574148815067785,-1.4874780088999278,-1.3709510503984272,-0.0,0.0
2020-06-30,1.0,-1.2717070900346485,-0.039613176811294414,-1.489579562496768,-1.370584889072762,-0.0,0.0
2020-07-01,1.0,-1.2678230344329153,-0.03923390635486036,-1.4825770481647824,-1.3726704868101804,-0.0,0.0
2020-07-02,1.0,-1.2647438212682525,-0.04334141685155564,-1.4803157731799184,-1.3712914710283266,-0.0,0.0
2020-07-06,1.0,-1.2686012288945112,-0.04440543192027676,-1.4781329064904218,-1.3722827490060412,-0.0,0.0
2020-07-07,1.0,-1.2582290217895225,-0.05367537217328595,-1.4699428218204296,-1.3693916447741206,-0.0,0.0
2020-07-08,1.0,-1.2614861032331255,-0.04377868302995926,-1.4812561233434747,-1.3699788583509516,-0.0,0.0
2020-07-09,1.0,-1.2580645161290323,-0.04462537359579511,-1.4797485313820469,-1.3706070287539935,-0.0,0.0
2020-07-10,1.0,-1.2605564984827444,-0.029007869155994445,-1.4877333744792471,-1.3659414699377668,-0.0,0.0
