Date,CWST,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.39896593243147527,-0.8556200864083858,-0.0,-0.6923648983639067,-0.59434095899143,0.0
2018-09-25,1.0,-0.3977232427831761,-0.8578267962266827,-0.0,-0.6940563160507837,-0.5967799134690404,0.0
2018-09-26,1.0,-0.3980282988758467,-0.8581509982623498,-0.0,-0.693996241001454,-0.5960495053016064,0.0
2018-09-27,1.0,-0.39902909181106266,-0.8550724637681159,-0.0,-0.6937032706140817,-0.5956911519790227,0.0
2018-09-28,1.0,-0.39739863907003115,-0.8569605897363197,-0.0,-0.6937553161326906,-0.5960093563935355,0.0
2018-10-01,1.0,-0.39732000425396147,-0.8576695380906803,-0.0,-0.6937147718813145,-0.5962990534935658,0.0
2018-10-02,1.0,-0.3965319985698963,-0.8917053986414014,-0.0,-0.6925277082588488,-0.5944583482302467,0.0
2018-10-03,1.0,-0.3982804943578721,-0.8986208131828767,-0.0,-0.692459251298585,-0.5929428622604335,0.0
2018-10-04,1.0,-0.4005870981599485,-0.8940359418629628,-0.0,-0.6949595475048329,-0.5902484427579294,0.0
2018-10-05,1.0,-0.37894361170592433,-0.8842969307637402,-0.0,-0.7040328336902213,-0.6015703069236259,0.0
2018-10-08,1.0,-0.37559638253934347,-0.880011393576871,-0.0,-0.7052624083173111,-0.5996225877661469,0.0
2018-10-09,1.0,-0.3730684326710817,-0.879904578793705,-0.0,-0.706188136438083,-0.6013316242968028,0.0
2018-10-10,1.0,-0.3727703207889771,-0.8800868729305372,-0.0,-0.7062698045359063,-0.6012746110300139,0.0
2018-10-11,1.0,-0.3146551724137931,-0.8603793103448277,-0.0,-0.6790344827586208,-0.5941724137931035,0.0
2018-10-12,1.0,-0.3249446620126,-0.8549633917929508,-0.0,-0.6579942107951643,-0.5675463987740507,0.0
2018-10-15,1.0,-0.3112137471982612,-0.8647694084086123,-0.0,-0.6542824152686273,-0.5658153908850099,0.0
2018-10-16,1.0,-0.3072481489029278,-0.8714081923782352,-0.0,-0.6531485632769513,-0.5647034848176075,0.0
2018-10-17,1.0,-0.30241350210970463,-0.860759493670886,-0.0,-0.649181434599156,-0.5631729957805907,0.0
2018-10-18,1.0,-0.30283105645078867,-0.8644431574285423,-0.0,-0.6663714100773345,-0.5731611760297073,0.0
2018-10-19,1.0,-0.28189628824668045,-0.8548239209427106,-0.0,-0.6790165381872516,-0.5801609671613407,0.0
2018-10-22,1.0,-0.28206781847187806,-0.850480295984522,-0.0,-0.6802552527069686,-0.5815145446522522,0.0
2018-10-23,1.0,-0.27970221300608494,-0.8519563517693851,-0.0,-0.683788285685148,-0.5839480572458102,0.0
2018-10-24,1.0,-0.2783010847757337,-0.8539123337980753,-0.0,-0.6845648995137212,-0.5837725711565274,0.0
2018-10-25,1.0,-0.2417362160741276,-0.8046921206545311,-0.0,-0.6902806072156141,-0.5490898337385819,0.0
2018-10-26,1.0,-0.2267485300328103,-0.7905987070785824,-0.0,-0.6918104148393595,-0.5393886235909431,0.0
2018-10-29,1.0,-0.19565500195134644,-0.8151099258488358,-0.0,-0.6851177312345519,-0.5563939117991414,0.0
2018-10-30,1.0,-0.16510208100833715,-0.8269218144817173,-0.0,-0.6972362633755662,-0.593054552616031,0.0
2018-10-31,1.0,-0.1667917142391127,-0.8140270755178601,-0.0,-0.6932637416408416,-0.5879954330451802,0.0
2018-11-01,1.0,-0.13880714145575831,-0.8414426786998889,-0.0,-0.6968151200052319,-0.592832385063109,0.0
2018-11-02,1.0,-0.15041500555519247,-0.8032481537154434,-0.0,-0.7209659499379125,-0.5931311678975231,0.0
2018-11-05,1.0,-0.17484839245180744,-0.7969305823762578,-0.0,-0.7548531354812481,-0.6612460615916251,0.0
2018-11-06,1.0,-0.1899174568524456,-0.8158810287195579,-0.0,-0.7526093185074016,-0.6524660618050344,0.0
2018-11-07,1.0,-0.19780948062367018,-0.8377341379190065,-0.0,-0.7793784226865255,-0.6731661376399595,0.0
2018-11-08,1.0,-0.17069465543433227,-0.8366593012014915,-0.0,-0.7685402568705979,-0.6766330617318049,0.0
2018-11-09,1.0,-0.1692456814484024,-0.8397549070516148,-0.0,-0.7739467580572575,-0.6787828434936131,0.0
2018-11-12,1.0,-0.16856837533179356,-0.8200558447378399,-0.0,-0.7828260195111861,-0.6757902719845564,0.0
2018-11-13,1.0,-0.1428132678132678,-0.8144621894621894,-0.0,-0.7846369096369096,-0.6705910455910455,0.0
2018-11-14,1.0,-0.14333970247031527,-0.8139074655384195,-0.0,-0.7845639415859151,-0.6702265593012147,0.0
2018-11-15,1.0,-0.14371893744644387,-0.8244044558697515,-0.0,-0.7999999999999999,-0.6594687232219365,0.0
2018-11-16,1.0,-0.13639346527130175,-0.8180154042758954,-0.0,-0.8132835975546575,-0.6862155907850654,0.0
2018-11-19,1.0,-0.13895893060688752,-0.8173465510690477,-0.0,-0.8119581361610998,-0.685813961521191,0.0
2018-11-20,1.0,-0.08359984868805667,-0.8104130128271262,-0.0,-0.8248220365212009,-0.7200385157673923,0.0
2018-11-21,1.0,-0.08146500085572479,-0.8069142563751497,-0.0,-0.8229334246106451,-0.7115865137771692,0.0
2018-11-23,1.0,-0.08228778503299033,-0.8004170797579571,-0.0,-0.8244504461385936,-0.7114970428361423,0.0
2018-11-26,1.0,-0.0810255708075172,-0.8104268647519939,-0.0,-0.8225789888063534,-0.7090678807380275,0.0
2018-11-27,1.0,-0.0704388383889967,-0.813604330507609,-0.0,-0.8172811765907466,-0.7031627685289211,0.0
2018-11-28,1.0,-0.07122187042522045,-0.8123106254042829,-0.0,-0.8175535355598679,-0.7034351274980425,0.0
2018-11-29,1.0,-0.07369209299159263,-0.8111576295993737,-0.0,-0.8158889002348616,-0.7030191633479697,0.0
2018-11-30,1.0,-0.07500427131385613,-0.816948573381172,-0.0,-0.8244660857679822,-0.7005979839398598,0.0
2018-12-03,1.0,-0.06807349589003245,-0.83356358361539,-0.0,-0.839711266146301,-0.7124058851972094,0.0
2018-12-04,1.0,-0.05422873535409394,-0.846576573462828,-0.0,-0.8401479279715205,-0.7152732174333806,0.0
2018-12-06,1.0,-0.04547606167162564,-0.7744454963483905,-0.0,-0.8670543684068163,-0.694177711658101,0.0
2018-12-07,1.0,-0.045943204868154154,-0.7743069641649762,-0.0,-0.8672751859364435,-0.6931372549019608,0.0
2018-12-10,1.0,-0.03644010767160161,-0.7734185733512786,-0.0,-0.8671265141318977,-0.68778600269179,0.0
