Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WMT
2018-09-24,-0.2396296662383447,-0.6970445784323416,-0.0,-0.6389245823860829,-0.7191855293071069,0.0,1.0
2018-09-25,-0.2394714295129506,-0.6972582877479734,-0.0,-0.6390957622091874,-0.7194687932511699,0.0,1.0
2018-09-26,-0.2406894733372882,-0.6984707665941599,-0.0,-0.6391800145013512,-0.7174213960846352,0.0,1.0
2018-09-27,-0.24246715184246057,-0.6942733888760826,-0.0,-0.6391148285968321,-0.7171600750815029,0.0,1.0
2018-09-28,-0.24079320113314445,-0.6965873904736807,-0.0,-0.6392713617497858,-0.7174056261940839,0.0,1.0
2018-10-01,-0.24153379891948873,-0.6958756094347082,-0.0,-0.639577019370141,-0.7172552378442483,0.0,1.0
2018-10-02,-0.2449174602128571,-0.6845695080562787,-0.0,-0.6439421397739629,-0.7215723747075686,0.0,1.0
2018-10-03,-0.24437924441221073,-0.6738972769829235,-0.0,-0.6487769499571439,-0.7295773719258918,0.0,1.0
2018-10-04,-0.25149423769111384,-0.6670739358716111,-0.0,-0.6581250206386422,-0.7254565267641911,0.0,1.0
2018-10-05,-0.23205474044345026,-0.656852424501612,-0.0,-0.6647805776695836,-0.7360023685768802,0.0,1.0
2018-10-08,-0.2296653860046629,-0.6539257216037828,-0.0,-0.6652546547138212,-0.7349029652251009,0.0,1.0
2018-10-09,-0.22320987654320987,-0.6557695473251028,-0.0,-0.6704526748971192,-0.7427818930041151,0.0,1.0
2018-10-10,-0.23513585331827544,-0.6620939347638345,-0.0,-0.6832192918355146,-0.7411147279612038,0.0,1.0
2018-10-11,-0.1628836729429972,-0.6461503740005159,-0.0,-0.6615940159917462,-0.7535465566159402,0.0,1.0
2018-10-12,-0.16184474362646806,-0.636175562557688,-0.0,-0.6464241382602883,-0.7383430408351633,0.0,1.0
2018-10-15,-0.1476601688996127,-0.645374309479967,-0.0,-0.6433106863927869,-0.7383960886405487,0.0,1.0
2018-10-16,-0.1496363116602611,-0.6432677953181082,-0.0,-0.6441889273576216,-0.7392243432963822,0.0,1.0
2018-10-17,-0.13380678263045928,-0.613815542485296,-0.0,-0.638280565636341,-0.7425854085846577,0.0,1.0
2018-10-18,-0.13286997902382516,-0.6120346889577658,-0.0,-0.6420587959049497,-0.7438088976550514,0.0,1.0
2018-10-19,-0.11499145564704054,-0.5992543110144477,-0.0,-0.645953083734659,-0.7468385894050023,0.0,1.0
2018-10-22,-0.11523030510372283,-0.5889963611482599,-0.0,-0.6529095263272479,-0.7529623985320189,0.0,1.0
2018-10-23,-0.11772754127926863,-0.5890419478217606,-0.0,-0.6508908859106316,-0.75188905127647,0.0,1.0
2018-10-24,-0.11562616589976372,-0.5839447829871907,-0.0,-0.6530904116403433,-0.7564357666956846,0.0,1.0
2018-10-25,-0.07813208402599366,-0.5403657246486323,-0.0,-0.6713011938945141,-0.732718754722684,0.0,1.0
2018-10-26,-0.0669939531820631,-0.5296653295815122,-0.0,-0.6723043764593186,-0.7245105669640184,0.0,1.0
2018-10-29,-0.046681363203050524,-0.536463298379409,-0.0,-0.6646210676835081,-0.7312619161105816,0.0,1.0
2018-10-30,-0.033621460506706405,-0.5377645305514157,-0.0,-0.6661997019374067,-0.7430402384500745,0.0,1.0
2018-10-31,-0.03445612784411572,-0.5311887364106219,-0.0,-0.6641715677538168,-0.7405394166221113,0.0,1.0
2018-11-01,-0.003821123649173085,-0.56397396859514,-0.0,-0.6700997074452206,-0.747358051226939,0.0,1.0
2018-11-02,-0.009319996438217923,-0.5377103677539996,-0.0,-0.6782226707429284,-0.742928378498709,0.0,1.0
2018-11-05,-0.004307783719548425,-0.5537730243612596,-0.0,-0.6807486631016043,-0.7320558526440879,0.0,1.0
2018-11-06,-0.0024689154619549052,-0.5526503658754239,-0.0,-0.6835921232672972,-0.7358557915402463,0.0,1.0
2018-11-07,-0.001961775109235205,-0.5525072080373331,-0.0,-0.6824896709568112,-0.7354278750408703,0.0,1.0
2018-11-08,-0.0,-0.5469017157007251,-0.0,-0.6667649313130122,-0.7342727433523966,0.0,1.0
2018-11-09,-0.0,-0.5470629865534324,-0.0,-0.6678461901391838,-0.7338995046001415,0.0,1.0
2018-11-12,-0.0,-0.529290671685684,-0.0,-0.6785672273850135,-0.7329725914598282,0.0,1.0
2018-11-13,-0.0,-0.5184666549973744,-0.0,-0.6719470214131513,-0.7269093879456212,0.0,1.0
2018-11-14,-0.0,-0.519220104491988,-0.0,-0.6721344969498847,-0.7274160123755873,0.0,1.0
2018-11-15,-0.0,-0.5186233046521802,-0.0,-0.6721890039375821,-0.725915123231734,0.0,1.0
2018-11-16,-0.0,-0.5089520800421274,-0.0,-0.675852788017085,-0.7407114855772045,0.0,1.0
2018-11-19,-0.0,-0.5126112106174943,-0.0,-0.679008720674164,-0.744663358487242,0.0,1.0
2018-11-20,-0.0,-0.497723292469352,-0.0,-0.6699649737302977,-0.7511675423234092,0.0,1.0
2018-11-21,-0.0,-0.4924273196773632,-0.0,-0.667585446527012,-0.7413683049962282,0.0,1.0
2018-11-23,-0.0,-0.4832063059669053,-0.0,-0.6721534761062973,-0.7426319297533833,0.0,1.0
2018-11-26,-0.0,-0.4918175487465181,-0.0,-0.6698293871866295,-0.7399315227483751,0.0,1.0
2018-11-27,-0.0,-0.492893459671828,-0.0,-0.6622371157846082,-0.7337069563207764,0.0,1.0
2018-11-28,-0.0,-0.4936730802565436,-0.0,-0.6618998093257064,-0.7334315594846016,0.0,1.0
2018-11-29,-0.0,-0.4833051503252988,-0.0,-0.652890430196899,-0.7298730331604139,0.0,1.0
2018-11-30,-0.0,-0.4832803232184303,-0.0,-0.6534284649989971,-0.7287314822774291,0.0,1.0
2018-12-03,-0.0,-0.48306176799060735,-0.0,-0.6525872684058303,-0.7279287534721227,0.0,1.0
2018-12-04,-0.0,-0.48261676903299533,-0.0,-0.6483930867018998,-0.7256963290958435,0.0,1.0
2018-12-06,-0.0,-0.4387820602271776,-0.0,-0.6434093382824928,-0.7086600987971309,0.0,1.0
2018-12-07,-0.0,-0.43854655056932346,-0.0,-0.6433634739897298,-0.7088635856217905,0.0,1.0
2018-12-10,-0.0,-0.43394713558947134,-0.0,-0.6357830126078301,-0.6951725282017253,0.0,1.0
2018-12-11,-0.0,-0.4340860036526648,-0.0,-0.6432564059992252,-0.6898278820078588,0.0,1.0
2018-12-12,-0.0,-0.4341810332899798,-0.0,-0.6433572238979439,-0.6897086089050003,0.0,1.0
2018-12-13,-0.0,-0.42991947311619666,-0.0,-0.6496665467526358,-0.6876608462240916,0.0,1.0
2018-12-14,-0.0,-0.423841792283225,-0.0,-0.6541004010510303,-0.6878993223620523,0.0,1.0
2018-12-17,-0.0,-0.41985006339231573,-0.0,-0.6434595667273029,-0.6928780111349981,0.0,1.0
2018-12-18,-0.0,-0.40869755723518464,-0.0,-0.637035819914558,-0.6927922006791544,0.0,1.0
2018-12-19,-0.0,-0.40883569335268827,-0.0,-0.6370408917860371,-0.6930240201583084,0.0,1.0
2018-12-20,-0.0,-0.3983861734318349,-0.0,-0.6398059046424774,-0.6878935746803697,0.0,1.0
2018-12-21,-0.0,-0.3983337885823545,-0.0,-0.6410270417918602,-0.6921606118546846,0.0,1.0
2018-12-24,-0.0,-0.3759296455132729,-0.0,-0.6313446609847456,-0.7070191629118939,0.0,1.0
2018-12-26,-0.0,-0.3792500067300186,-0.0,-0.6147198966269146,-0.6980644466578727,0.0,1.0
2018-12-27,-0.0,-0.36235858758998973,-0.0,-0.5827377969990243,-0.6919385037314417,0.0,1.0
2018-12-28,-0.0,-0.3621953792594156,-0.0,-0.5829728874353834,-0.692267116784471,0.0,1.0
2018-12-31,-0.0,-0.3643607197509366,-0.0,-0.5824494749617435,-0.6915730040631102,0.0,1.0
2019-01-02,-0.0,-0.3639720427271529,-0.0,-0.581880522220757,-0.6916260055387051,0.0,1.0
2019-01-03,-0.0,-0.36365074343562165,-0.0,-0.5869450595803016,-0.6857007276178425,0.0,1.0
2019-01-04,-0.0,-0.3651334766874705,-0.0,-0.5688624324749567,-0.6883358682540515,0.0,1.0
2019-01-07,-0.0,-0.3410386728928562,-0.0,-0.5647945099455638,-0.6740796161089755,0.0,1.0
2019-01-08,-0.0,-0.3366658077814996,-0.0,-0.5671476423602164,-0.6728678175727905,0.0,1.0
2019-01-09,-0.0,-0.3318663784228948,-0.0,-0.5665791640930615,-0.675159563516574,0.0,1.0
