Date,IWF,IWM,LOVE,MTUM,SPY,VLUE,VXX
2019-03-22,-0.0,-1.3651923659497123,1.0,-0.0,-2.6952438654953044,-2.5130263556498034,0.0
2019-03-25,-0.0,-1.2343761501656239,1.0,-0.0,-2.6665439823334562,-2.4602134707397867,0.0
2019-03-26,-0.0,-1.2680130196774673,1.0,-0.0,-2.6831631898209793,-2.4463678058884453,0.0
2019-03-27,-0.0,-1.2540735825407359,1.0,-0.0,-2.68296099682961,-2.435965494359655,0.0
2019-03-28,-0.0,-1.2723686169420874,1.0,-0.0,-2.708054190859015,-2.4633765073693614,0.0
2019-03-29,-0.0,-1.2485238059645714,1.0,-0.0,-2.730772105538531,-2.495104267882503,0.0
2019-04-01,-0.0,-1.2716382150344412,1.0,-0.0,-2.742737346510931,-2.4729709493860432,0.0
2019-04-02,-0.0,-1.2839121401009204,1.0,-0.0,-2.735900860789552,-2.4007123775601067,0.0
2019-04-03,-0.0,-1.295726882206647,1.0,-0.0,-2.8231215615344034,-2.417514507498681,0.0
2019-04-04,-0.0,-1.2926553672316383,1.0,-0.0,-2.833220338983051,-2.407080979284369,0.0
2019-04-05,-0.0,-1.293550331525015,1.0,-0.0,-2.8329566003616633,-2.408152501506932,0.0
2019-04-08,-0.0,-1.2728855909744834,1.0,-0.0,-2.8694631634739154,-2.4294692208677215,0.0
2019-04-09,-0.0,-1.272396819386596,1.0,-0.0,-2.869897765997728,-2.4305944717909886,0.0
2019-04-10,-0.0,-1.2496222423692958,1.0,-0.0,-2.8928679359323057,-2.4126624357812028,0.0
2019-04-11,-0.0,-1.2101915650791248,1.0,-0.0,-2.9360944953433785,-2.4254561974710382,0.0
2019-04-12,-0.0,-1.211737978038622,1.0,-0.0,-2.936463460810299,-2.4246876183263915,0.0
2019-04-15,-0.0,-1.2130428203964292,1.0,-0.0,-2.925026479043728,-2.427371765773945,0.0
2019-04-16,-0.0,-1.214593899023541,1.0,-0.0,-2.9253652259480734,-2.429490576035122,0.0
2019-04-17,-0.0,-1.2152751494966316,1.0,-0.0,-2.9241541139959124,-2.4300961320112027,0.0
2019-04-18,-0.0,-1.2042082954889495,1.0,-0.0,-2.9246139872842876,-2.4400544959128068,0.0
2019-04-22,-0.0,-1.217905918057663,1.0,-0.0,-2.92845220030349,-2.440895295902883,0.0
2019-04-23,-0.0,-1.2253015727591996,1.0,-0.0,-2.9393800580241254,-2.4700717666819356,0.0
2019-04-24,-0.0,-1.1998022512929722,1.0,-0.0,-2.9298752662001823,-2.4761180407666563,0.0
2019-04-25,-0.0,-1.250230627306273,1.0,-0.0,-2.966559040590406,-2.4707872078720787,0.0
2019-04-26,-0.0,-1.2481925857560374,1.0,-0.0,-2.969466235963698,-2.4733887094293183,0.0
2019-04-29,-0.0,-1.2363161131611315,1.0,-0.0,-2.968019680196802,-2.4831642066420665,0.0
2019-04-30,-0.0,-1.2457358956548585,1.0,-0.0,-2.9754572817781897,-2.4966427413753185,0.0
2019-05-01,-0.0,-1.6507499525346496,1.0,-0.38456426808429844,-3.3621606227453955,-3.0955952154926902,0.0
2019-05-02,-0.0,-1.6484307515116614,1.0,-0.38180247624532104,-3.407332757462328,-3.160284096362415,0.0
2019-05-03,-0.0,-1.6738019477388872,1.0,-0.380098351171536,-3.4179924790280594,-3.1703789412785652,0.0
2019-05-06,-0.0,-1.6170722360605478,1.0,-0.3915501053841732,-3.4098486300057482,-3.161908411573098,0.0
2019-05-07,-0.0,-1.617638609594944,1.0,-0.3853298860480705,-3.4115675572153594,-3.1611605860384953,0.0
2019-05-08,-0.0,-1.583714721586575,1.0,-0.42848970251716245,-3.367372234935164,-3.155034324942792,0.0
2019-05-09,-0.0,-1.5803034640709992,1.0,-0.4362057448229793,-3.3764672201545953,-3.1499188853898272,0.0
2019-05-10,-0.0,-1.5825920612147297,1.0,-0.4337637494021999,-3.3870875179340025,-3.161358201817312,0.0
2019-05-13,-0.0,-1.5819155037277768,1.0,-0.42133435289619575,-3.3900783788950486,-3.164978015675779,0.0
2019-05-14,-0.0,-1.4465472673559823,1.0,-0.5249261447562777,-3.240121861152142,-3.0203101920236337,0.0
2019-05-15,-0.0,-1.4333927064779226,1.0,-0.5835755132652105,-3.3147089153463956,-3.043217399456267,0.0
2019-05-16,-0.0,-1.4420180722891567,1.0,-0.5882906626506024,-3.321347891566265,-3.06089984939759,0.0
2019-05-17,-0.0,-1.4527122976427151,1.0,-0.570765880905046,-3.329546530341759,-3.1138880999715988,0.0
2019-05-20,-0.0,-1.416837983357807,1.0,-0.6456191874694076,-3.481840430739109,-3.2452276064610865,0.0
2019-05-21,-0.0,-1.4132668036395657,1.0,-0.6415223559338618,-3.4834164954505433,-3.2455728402308974,0.0
2019-05-22,-0.0,-1.3968859869412356,1.0,-0.7141135107985936,-3.611551983927675,-3.322752385735811,0.0
2019-05-23,-0.0,-1.3852253337348188,1.0,-0.7491719361638061,-3.6167820937468633,-3.286058416139717,0.0
2019-05-24,-0.0,-1.3040865384615385,1.0,-0.7892628205128205,-3.6192908653846154,-3.3033854166666665,0.0
2019-05-28,-0.0,-1.2890491934675885,1.0,-0.7958120428814749,-3.6250876665664764,-3.30908726580503,0.0
2019-05-29,-0.0,-1.3044304430443043,1.0,-0.7994799479947995,-3.626862686268627,-3.2701270127012703,0.0
2019-05-30,-0.0,-1.2957901037509978,1.0,-0.7950917797286512,-3.617517956903432,-3.2676576217079014,0.0
2019-05-31,-0.0,-1.2966583541147132,1.0,-0.7945137157107232,-3.616159600997506,-3.267730673316708,0.0
2019-06-03,-0.0,-1.2986793764273656,1.0,-0.8485751166716314,-3.6065931883626257,-3.1756528646609077,0.0
2019-06-04,-0.0,-1.2969029184038117,1.0,-0.8543776057176891,-3.60939051022434,-3.1658725431804644,0.0
2019-06-05,-0.0,-1.247441769808011,1.0,-0.8965987720495078,-3.5995517006139752,-3.002046584153591,0.0
2019-06-06,-0.0,-1.2509002433090026,1.0,-0.8829197080291971,-3.591630170316302,-3.0070072992700734,0.0
2019-06-07,-0.0,-1.3105822187254128,1.0,-0.8726396538158929,-3.6200826121164433,-3.03147128245476,0.0
2019-06-10,-0.0,-1.3082426737234145,1.0,-0.8622954033127512,-3.6048221111437817,-3.025678721944526,0.0
2019-06-11,-0.0,-1.3045009784735813,1.0,-0.8651663405088063,-3.5998043052837576,-3.0152641878669275,0.0
2019-06-12,-0.0,-1.582160140783106,1.0,-1.1820281566212054,-3.9272987241531014,-3.3070831500219975,0.0
2019-06-13,-0.0,-1.5785114840989398,1.0,-1.1765680212014136,-3.9516342756183747,-3.335689045936396,0.0
2019-06-14,-0.0,-1.518159548407711,1.0,-1.191607199914794,-3.784535094259239,-3.156459686867611,0.0
2019-06-17,-0.0,-1.5068522256453838,1.0,-1.1944119834271751,-3.78295973653458,-3.1393817061510676,0.0
2019-06-18,-0.0,-1.5443105470832887,1.0,-1.191532473072411,-3.7923642956169346,-3.136184280686787,0.0
2019-06-19,-0.0,-1.5081498729889926,1.0,-1.2116850127011007,-3.7656646909398814,-3.098856900931414,0.0
2019-06-20,-0.0,-1.5308774567715606,1.0,-1.2103963054451723,-3.8398668241864464,-3.1588443776178714,0.0
2019-06-21,-0.0,-1.5472020504058095,1.0,-1.1962836394703118,-3.794639043143955,-3.141072191371209,0.0
2019-06-24,-0.0,-1.5200688690412139,1.0,-1.208328849671796,-3.82492198428925,-3.2074679866566234,0.0
2019-06-25,-0.0,-1.479788724803277,1.0,-1.2250727605907081,-3.8524307426969924,-3.2220545434946644,0.0
2019-06-26,-0.0,-1.4632756210345197,1.0,-1.1947521238842886,-3.8361114098290137,-3.2598128831057105,0.0
2019-06-27,-0.0,-1.4370108287766699,1.0,-1.2415567706658088,-3.8207354990886673,-3.2221507451484936,0.0
2019-06-28,-0.0,-1.3806970509383378,1.0,-1.2635924932975873,-3.8528686327077746,-3.2267024128686326,0.0
2019-07-01,-0.0,-1.3760986066452305,1.0,-1.2561629153269025,-3.8604501607717046,-3.2255091103965703,0.0
2019-07-02,-0.0,-1.3868901462581402,1.0,-1.2409522792783174,-3.8360200704601257,-3.2119141667556317,0.0
2019-07-03,-0.0,-1.4098992929076493,1.0,-1.2262695521748446,-3.84347546603814,-3.233983286908078,0.0
2019-07-05,-0.0,-1.3932428097936491,1.0,-1.2238853843686517,-3.837592216401155,-3.2371431626216185,0.0
2019-07-08,-0.0,-1.3890081580077285,1.0,-1.2316444826105624,-3.8603477887505364,-3.253220266208673,0.0
2019-07-09,-0.0,-1.3747052518756702,1.0,-1.229903536977492,-3.8580921757770636,-3.2555198285101827,0.0
2019-07-10,-0.0,-1.3610871440897327,1.0,-1.2260569456427957,-3.9037963761863677,-3.2942191544434856,0.0
2019-07-11,-0.0,-1.3469541778975742,1.0,-1.2521832884097035,-3.903935309973046,-3.2785983827493266,0.0
2019-07-12,-0.0,-1.3660531697341514,1.0,-1.242815628027123,-3.882251641373372,-3.271983640081799,0.0
2019-07-15,-0.0,-1.4249839021249195,1.0,-1.295127709808972,-3.8374114616870574,-3.1743936467053016,0.0
2019-07-16,-0.0,-1.4348994731749274,1.0,-1.3148048596925062,-3.8386195032792174,-3.163208257176648,0.0
2019-07-17,-0.0,-1.4564212788823214,1.0,-1.3040300913487373,-3.8328855454056963,-3.153573347662547,0.0
2019-07-18,-0.0,-1.4516129032258063,1.0,-1.304147465437788,-3.825313471224949,-3.1358911156360514,0.0
2019-07-19,-0.0,-1.4700216450216452,1.0,-1.3222943722943723,-3.8730519480519483,-3.157142857142857,0.0
2019-07-22,-0.0,-1.448205017301038,1.0,-1.3063365051903113,-3.875216262975778,-3.1834991349480966,0.0
2019-07-23,-0.0,-1.4702102167519877,1.0,-1.3043241476963292,-3.906001524888356,-3.2115237991504193,0.0
2019-07-24,-0.0,-1.467798085291558,1.0,-1.3246301131418623,-3.8962140992167105,-3.190491731940818,0.0
2019-07-25,-0.0,-1.4335066060212256,1.0,-1.3331167424734676,-3.9014511587611005,-3.1614684860298894,0.0
2019-07-26,-0.0,-1.4340071343638527,1.0,-1.3254783266673875,-3.897200302669982,-3.1529564371419307,0.0
2019-07-29,-0.0,-1.3800064426071081,1.0,-1.3160098786642327,-3.8720068721142487,-3.1695479437345644,0.0
2019-07-30,-0.0,-1.3845740681061338,1.0,-1.323343001396498,-3.864432269846385,-3.1699430658502523,0.0
2019-07-31,-0.0,-1.376535229476406,1.0,-1.328485240249946,-3.8783667313079073,-3.190152984270631,0.0
2019-08-01,-0.0,-1.4352001726556598,1.0,-1.3208157979928778,-3.869752886586813,-3.1652098845365275,0.0
2019-08-02,-0.0,-1.407108239095315,1.0,-1.3360258481421647,-3.860850834679591,-3.166074313408724,0.0
2019-08-05,-0.0,-1.3941793280547827,1.0,-1.304729295955489,-3.842285469719666,-3.158463513802696,0.0
2019-08-06,-0.0,-1.3674565560821486,1.0,-1.2584518167456555,-3.753449183780937,-3.1525013164823585,0.0
2019-08-07,-0.0,-1.4201716283504608,1.0,-1.2092382667655472,-3.7602500264858567,-3.2046826994384996,0.0
2019-08-08,-0.0,-1.4183803264786943,1.0,-1.2040491838032648,-3.765210939156244,-3.2123171507313972,0.0
2019-08-09,-0.0,-1.3719447396386821,1.0,-1.1832093517534537,-3.7739638682252923,-3.297874601487779,0.0
2019-08-12,-0.0,-1.3496711224273288,1.0,-1.226182898366221,-3.7813494589433487,-3.2516443878633567,0.0
2019-08-13,-0.0,-1.3223909324208725,1.0,-1.2331052181351583,-3.835757057313943,-3.3015397775876814,0.0
2019-08-14,-0.0,-1.322481767255047,1.0,-1.20653207906141,-3.7790931191206005,-3.2616002536729733,0.0
2019-08-15,-0.0,-1.3178223844282237,1.0,-1.1843065693430657,-3.613442822384428,-3.0222019464720193,0.0
2019-08-16,-0.0,-1.3321802828365041,1.0,-1.1824193712483468,-3.6167463628039473,-3.0426289551327703,0.0
2019-08-19,-0.0,-1.2593115978600988,1.0,-1.1973352175229635,-3.6250126173412736,-3.012213586353084,0.0
2019-08-20,-0.0,-1.271505104619428,1.0,-1.2129788739512786,-3.6315576670372987,-2.9921156373193165,0.0
2019-08-21,-0.0,-1.28874821319175,1.0,-1.2936491729630386,-3.6548907494384317,-2.9729426179293443,0.0
2019-08-22,-0.0,-1.2981398201144727,1.0,-1.2820932134096483,-3.6675183973834833,-2.9730171708912514,0.0
2019-08-23,-0.0,-1.2909555442003064,1.0,-1.283495145631068,-3.6657128257537046,-2.979560551865099,0.0
2019-08-26,-0.0,-1.2179057385131138,1.0,-1.2410767107079472,-3.545848944981266,-2.8551567738118715,0.0
2019-08-27,-0.0,-1.2091554853985793,1.0,-1.2314522494080504,-3.5482438831886345,-2.87697316495659,0.0
2019-08-28,-0.0,-1.1946414499605988,1.0,-1.2367021276595744,-3.5512214342001576,-2.867612293144208,0.0
2019-08-29,-0.0,-1.1392306190197228,1.0,-1.2497559070494044,-3.533196641281,-2.8415348564733454,0.0
2019-08-30,-0.0,-1.1057513914656771,1.0,-1.2725319792988965,-3.559222732155063,-2.8271653158871204,0.0
2019-09-03,-0.0,-1.1130177514792898,1.0,-1.296646942800789,-3.579980276134122,-2.8722879684418148,0.0
2019-09-04,-0.0,-1.0917069322552018,1.0,-1.3082536239029683,-3.5822897150182427,-2.8787101863721527,0.0
2019-09-05,-0.0,-1.1276930644367928,1.0,-1.3091982292179045,-3.5816035415641907,-2.8190850959173632,0.0
2019-09-06,-0.0,-1.1024542267238022,1.0,-1.3199259836384887,-3.5574600701207637,-2.7591546552395796,0.0
2019-09-09,-0.0,-1.1151728066843904,1.0,-1.2812381314090393,-3.435719711355868,-2.6627421192556024,0.0
2019-09-10,-0.0,-1.099060631938514,1.0,-1.3164436853591424,-3.443305816491128,-2.6296612581838885,0.0
2019-09-11,-0.0,-1.0840194610778444,1.0,-1.2412050898203593,-3.3854790419161676,-2.6455838323353293,0.0
2019-09-12,-0.0,-1.1887711257519336,1.0,-1.2446290461185905,-3.432636302874057,-2.6823259810942424,0.0
2019-09-13,-0.0,-1.204547672489509,1.0,-1.228164340782668,-3.5264955596760026,-2.7997462672001556,0.0
2019-09-16,-0.0,-1.231969384751251,1.0,-1.2087135707977628,-3.5493082131292315,-2.822588558532038,0.0
2019-09-17,-0.0,-1.2013909295719463,1.0,-1.2136350279165442,-3.5518660005877165,-2.828386717602116,0.0
2019-09-18,-0.0,-1.2141807854274802,1.0,-1.2116345118009988,-3.5456860248751343,-2.8218587797473313,0.0
2019-09-19,-0.0,-1.2151960784313727,1.0,-1.218235294117647,-3.546960784313726,-2.823529411764706,0.0
2019-09-20,-0.0,-1.2276148969889065,1.0,-1.2693145800316956,-3.5716125198098263,-2.8363708399366088,0.0
2019-09-23,-0.0,-1.2283675289919715,1.0,-1.2819902864505899,-3.5649717514124295,-2.836356427792646,0.0
2019-09-24,-0.0,-1.2260071090047395,1.0,-1.2579976303317535,-3.554601105845182,-2.8350118483412325,0.0
2019-09-25,-0.0,-1.2188455846077948,1.0,-1.2411445485939814,-3.5617168228909724,-2.845091267883572,0.0
2019-09-26,-0.0,-1.166323589954714,1.0,-1.5592836558254426,-3.714182791272129,-2.8524083985179085,0.0
2019-09-27,-0.0,-1.1452596174059282,1.0,-1.6066848854319948,-3.8178473828042883,-2.941034265293252,0.0
2019-09-30,-0.0,-1.0543697568227672,1.0,-1.6970372730168843,-3.871296591271105,-2.9963895083359877,0.0
2019-10-01,-0.0,-1.0431731178222035,1.0,-1.7121437686091023,-3.876116546150574,-3.0023394300297745,0.0
2019-10-02,-0.0,-1.1061103462882558,1.0,-1.810229799851742,-3.8067351477284763,-2.866885523668326,0.0
2019-10-03,-0.0,-1.1684090673843286,1.0,-1.7370872580478212,-3.6939240244281133,-2.751475002587724,0.0
2019-10-04,-0.0,-1.23178391959799,1.0,-1.785489949748744,-3.6871859296482414,-2.7645519262981577,0.0
2019-10-07,-0.0,-1.2492723492723492,1.0,-1.762993762993763,-3.6405405405405404,-2.7420997920997925,0.0
2019-10-08,-0.0,-1.2636582053692678,1.0,-1.7604721612869532,-3.663323931891779,-2.7585918729760786,0.0
2019-10-09,-0.0,-1.2659222497932174,1.0,-1.7260132340777503,-3.6382340777502065,-2.7089536807278747,0.0
2019-10-10,-0.0,-1.3546138526222615,1.0,-1.9041823412259349,-3.898096924098252,-2.907501659659217,0.0
2019-10-11,-0.0,-1.3933205460904885,1.0,-2.069276768588514,-3.8793862123434506,-2.94076497799842,0.0
2019-10-14,-0.0,-1.275346382230042,1.0,-2.109632724873543,-3.811304156586761,-2.8000879700901695,0.0
2019-10-15,-0.0,-1.2787932173530059,1.0,-2.1490861043822944,-3.8108346179255674,-2.7720766351024,0.0
2019-10-16,-0.0,-1.3297309219232467,1.0,-2.1811865902073224,-3.7812086457873844,-2.7357741508601676,0.0
2019-10-17,-0.0,-1.283111111111111,1.0,-2.2697777777777777,-3.8043333333333336,-2.754,0.0
2019-10-18,-0.0,-1.376072184471427,1.0,-2.310571460398797,-3.715829341650885,-2.7371059373955666,0.0
2019-10-21,-0.0,-1.2938104233803756,1.0,-2.3072563618179798,-3.7010778975441716,-2.8103122569174355,0.0
2019-10-22,-0.0,-1.2546059933407325,1.0,-2.317092119866815,-3.703329633740289,-2.823862375138735,0.0
2019-10-23,-0.0,-1.2578748890860691,1.0,-2.2657497781721383,-3.7100709849157054,-2.8576974267968054,0.0
2019-10-24,-0.0,-1.2326576576576576,1.0,-2.4427927927927926,-3.7373873873873875,-2.8483108108108106,0.0
2019-10-25,-0.0,-1.2354265136169256,1.0,-2.428201665541301,-3.7367769525095658,-2.853139770425388,0.0
2019-10-28,-0.0,-1.3304696449026345,1.0,-2.5284077892325314,-3.802061855670103,-2.7938144329896906,0.0
2019-10-29,-0.0,-1.330397496813072,1.0,-2.6897670645497738,-3.777030942171746,-2.7916328659172556,0.0
2019-10-30,-0.0,-1.3290529695024076,1.0,-2.6515707406558127,-3.7229993120843843,-2.7615225865627147,0.0
2019-10-31,-0.0,-1.3417457744848345,1.0,-2.6704098170872888,-3.7347765686501506,-2.8297059504514936,0.0
2019-11-01,-0.0,-1.3739951066060816,1.0,-2.718163812186881,-3.7439123849469884,-2.814750087382034,0.0
2019-11-04,-0.0,-1.3316588785046728,1.0,-2.795443925233645,-3.7746495327102805,-2.7803738317757007,0.0
2019-11-05,-0.0,-1.390180265654649,1.0,-3.0818311195445918,-3.7170303605313086,-2.6705407969639468,0.0
2019-11-06,-0.0,-1.3946476144344877,1.0,-3.118551707435214,-3.7776701380479536,-2.8186001453136353,0.0
2019-11-07,-0.0,-1.5587293454592033,1.0,-3.291917509926989,-3.9928269501729217,-2.9655437427949276,0.0
2019-11-08,-0.0,-1.5321607395044294,1.0,-3.308126845551419,-4.012453460007703,-2.985749133393247,0.0
2019-11-11,-0.0,-1.4581062238560019,1.0,-3.358473824312334,-3.9086069210292815,-2.950690835340347,0.0
2019-11-12,-0.0,-1.4421855146124523,1.0,-3.367344345616264,-3.93138500635324,-2.965438373570521,0.0
2019-11-13,-0.0,-1.471513276617685,1.0,-3.638179943284352,-3.8659448311420475,-2.9142820314514055,0.0
2019-11-14,-0.0,-1.4778681120144534,1.0,-3.63156536327268,-3.867853916634404,-2.927603561749903,0.0
2019-11-15,-0.0,-1.4785204412719013,1.0,-3.6795587280986375,-3.877222582738482,-2.9432835820895527,0.0
2019-11-18,-0.0,-1.4844996729888815,1.0,-3.720994113799869,-3.9140614780902547,-2.960758665794637,0.0
2019-11-19,-0.010313475369792373,-1.7280499389333694,1.0,-3.768761025919392,-3.993486226082236,-3.0698873659926718,0.0
2019-11-20,-0.0,-1.708783783783784,1.0,-3.7131081081081083,-3.9891891891891897,-3.102432432432433,0.0
2019-11-21,-0.1414045553145336,-1.6039859002169197,1.0,-3.8082971800433834,-3.870390455531453,-3.133541214750542,0.0
2019-11-22,-0.1314579388693535,-1.5977819853935622,1.0,-3.774546929943197,-3.867189613199892,-3.1536380849337298,0.0
2019-11-25,-0.1310810810810811,-1.5971621621621623,1.0,-3.7695945945945946,-3.8635135135135137,-3.152027027027027,0.0
2019-11-26,-0.12441156691324814,-1.5468728984532616,1.0,-3.7661062542030934,-3.8537995965030265,-3.158843308675185,0.0
2019-11-27,-0.11548274472942126,-1.5884248690747955,1.0,-3.7492950181281057,-3.8310729152678933,-3.143950584127837,0.0
2019-11-29,-0.19,-1.5612162162162162,1.0,-3.847432432432433,-3.867972972972973,-3.0467567567567566,0.0
2019-12-02,-0.242078063375493,-1.588467292261662,1.0,-3.960288317693459,-3.8223854209166324,-2.9865361077111383,0.0
2019-12-03,-0.17022688072177256,-1.5717128831099905,1.0,-3.8326920525407986,-3.749502454557516,-2.943876874087833,0.0
2019-12-04,-0.19707446808510637,-1.6473404255319148,1.0,-3.8206117021276595,-3.715425531914893,-2.917154255319149,0.0
2019-12-05,-0.23674911660777384,-1.6312856754552867,1.0,-3.946996466431095,-3.742049469964664,-3.03370481108997,0.0
2019-12-06,-0.3781618887015177,-1.7526700393479482,1.0,-4.0642214727374935,-3.8496346261944914,-3.008150646430579,0.0
2019-12-09,-0.3170088790233074,-1.5679800221975582,1.0,-4.108213096559378,-3.861681465038845,-3.018729189789123,0.0
2019-12-10,-0.6399330391112463,-1.583016283670674,1.0,-4.792573428701871,-4.253233906559124,-2.9494749657586365,0.0
2019-12-11,-0.6547400611620795,-1.5668195718654434,1.0,-4.827828746177371,-4.271406727828746,-2.969571865443425,0.0
2019-12-12,-0.6605042016806723,-1.558594346829641,1.0,-4.820473644003056,-4.2692131398013755,-2.9699006875477467,0.0
2019-12-13,-0.8835662009314704,-1.678975382568197,1.0,-5.449268130405855,-4.587491683300066,-3.0342648037258817,0.0
2019-12-16,-0.8647465049688394,-1.6986693616304531,1.0,-5.525012632642748,-4.658918645780697,-3.096176520128011,0.0
2019-12-17,-1.1695062586926286,-1.577364394993046,1.0,-5.7769471488178015,-4.801981919332406,-3.0594575799721833,0.0
2019-12-18,-1.4892018779342722,-1.7605633802816902,1.0,-6.183661971830986,-5.096338028169014,-3.2495774647887323,0.0
2019-12-19,-1.5280898876404496,-1.8543200309957382,1.0,-6.405075552111584,-5.22917473847346,-3.355482371173964,0.0
2019-12-20,-1.5499902553108555,-1.9292535568115377,1.0,-6.4585850711362305,-5.236601052426427,-3.3151432469304227,0.0
2019-12-23,-1.5649617871840094,-1.9882422104644326,1.0,-6.479521849892221,-5.272192827748383,-3.2913972173231434,0.0
2019-12-24,-1.5910435983428683,-2.0049319392385088,1.0,-6.4963503649635035,-5.3280725981455905,-3.3073584533438547,0.0
2019-12-26,-1.597353870458136,-2.0159952606635074,1.0,-6.506911532385467,-5.333728278041074,-3.293641390205371,0.0
2019-12-27,-1.6168299020587649,-2.0767539476314214,1.0,-6.604837097741355,-5.36837897261643,-3.3210073955626624,0.0
2019-12-30,-1.7039341629867522,-2.0537936571657966,1.0,-6.705138498594942,-5.401645925331192,-3.2077478924126854,0.0
2019-12-31,-1.67547018807523,-2.0670268107242897,1.0,-6.694877951180473,-5.378951580632254,-3.1916766706682673,0.0
2020-01-02,-1.659754378900745,-2.0771089188645058,1.0,-6.760217435071472,-5.422790416750553,-3.2128045097644455,0.0
2020-01-03,-1.614843911515402,-2.1500930328716144,1.0,-7.007029150299772,-5.555923092826131,-3.34608228240645,0.0
2020-01-06,-1.6940267335004178,-2.2167919799498748,1.0,-7.064327485380117,-5.560568086883876,-3.3496240601503757,0.0
2020-01-07,-1.6908939014202173,-2.2151211361737677,1.0,-7.067251461988304,-5.561403508771931,-3.3506683375104425,0.0
2020-01-08,-1.678406708595388,-2.221383647798742,1.0,-7.10587002096436,-5.595387840670861,-3.3631027253668764,0.0
2020-01-09,-1.6976549413735345,-2.259003350083752,1.0,-7.056951423785595,-5.561557788944724,-3.362646566164154,0.0
2020-01-10,-1.724166494098157,-2.237523296748809,1.0,-6.970594325947402,-5.471526195899773,-3.30441085110789,0.0
2020-01-13,-1.7399585921325051,-2.236438923395445,1.0,-6.984057971014493,-5.457971014492753,-3.2857142857142856,0.0
2020-01-14,-1.9679723003678855,-2.2038519800908896,1.0,-7.411599220947847,-5.734256654403809,-3.322441030080069,0.0
2020-01-15,-2.017440592980161,-2.2206235011990407,1.0,-7.463701765860039,-5.770002180074123,-3.328973185088293,0.0
2020-01-16,-2.0137254901960784,-2.201525054466231,1.0,-7.4335511982570806,-5.771677559912853,-3.3660130718954244,0.0
2020-01-17,-2.005182465990067,-2.1887281364716045,1.0,-7.348952709997842,-5.7426041891600095,-3.3081407903260636,0.0
2020-01-21,-1.9991289198606272,-2.245644599303136,1.0,-7.400914634146341,-5.787456445993031,-3.3436411149825784,0.0
2020-01-22,-2.024411700021993,-2.2223444029030133,1.0,-7.53463822300418,-5.857048603474819,-3.3540796129316037,0.0
2020-01-23,-2.0588106689986883,-2.173371228683865,1.0,-7.391560996939221,-5.829908176650634,-3.4092697857455176,0.0
2020-01-24,-2.0585792349726777,-2.1713661202185794,1.0,-7.388196721311475,-5.827978142076502,-3.4118032786885246,0.0
2020-01-27,-2.00840698426385,-2.0868721707264495,1.0,-7.326363440396637,-5.732916576848459,-3.4020262987712866,0.0
2020-01-28,-1.8612210877266098,-2.1527401541987916,1.0,-7.149197749531153,-5.499062304646802,-3.175453219420713,0.0
2020-01-29,-1.7980987807398223,-2.157883860301715,1.0,-7.109320107460219,-5.448026451746228,-3.152097540814218,0.0
2020-01-30,-1.815356113627007,-2.1294771510909842,1.0,-7.071840263482915,-5.449979415397283,-3.11794977356937,0.0
2020-01-31,-1.7541425020712509,-2.2270091135045567,1.0,-7.097970173985086,-5.480323115161557,-3.1530654515327257,0.0
