Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZGNX
2018-09-24,-0.8938669500029515,-1.5691517619975208,-0.35080573755976624,-1.1069594474942448,-0.9819963402396553,0.0,1.0
2018-09-25,-0.8967368855844692,-1.5661769044668672,-0.3556971735410397,-1.1043842568006135,-0.977754174780197,0.0,1.0
2018-09-26,-0.9018517422942671,-1.5738626279358692,-0.3624208720345501,-1.1063716500029581,-0.9716026740815238,0.0,1.0
2018-09-27,-0.9020048494884381,-1.5718847950795436,-0.36306109172629963,-1.1058607841977646,-0.9711396297829559,0.0,1.0
2018-09-28,-0.8990831115054716,-1.5747412008281574,-0.3639751552795031,-1.1059449866903281,-0.971665187814256,0.0,1.0
2018-10-01,-0.8995622855790844,-1.5736424937891873,-0.36419022832130604,-1.106057021175914,-0.9715485626404827,0.0,1.0
2018-10-02,-0.9074662668665667,-1.6449775112443776,-0.351904047976012,-1.1144827586206896,-0.9781709145427286,0.0,1.0
2018-10-03,-0.9249862779776789,-1.7014087942916387,-0.3604927730682442,-1.1284991156918949,-0.9832896261511253,0.0,1.0
2018-10-04,-0.92455594213514,-1.704510773362632,-0.3610449856558628,-1.1279374961850699,-0.9858389794298967,0.0,1.0
2018-10-05,-0.9116932052996233,-1.7004375835663061,-0.34435395648474537,-1.1317004983590615,-0.9893642883189497,0.0,1.0
2018-10-08,-0.9109055501460566,-1.6997322297955209,-0.3348344693281402,-1.1462999026290166,-0.9939751703992211,0.0,1.0
2018-10-09,-0.916392242956458,-1.7034394438346143,-0.34290767166727654,-1.1452616172703989,-0.9902427125259179,0.0,1.0
2018-10-10,-0.9173913043478261,-1.7146356399265157,-0.3387630128597673,-1.1508266993263931,-1.002143294549908,0.0,1.0
2018-10-11,-0.8373593842510362,-1.7139727649496745,-0.2271758436944938,-1.124866785079929,-1.0172291296625222,0.0,1.0
2018-10-12,-0.8682211623388093,-1.722663840310899,-0.2192192192192192,-1.0980392156862744,-0.980097744803627,0.0,1.0
2018-10-15,-0.8705570291777188,-1.7269672855879754,-0.2155025051576776,-1.100854700854701,-0.9806071323312703,0.0,1.0
2018-10-16,-0.868140288829944,-1.7360447981137637,-0.2087238432066018,-1.1010904804008252,-0.9805481874447391,0.0,1.0
2018-10-17,-0.841198719813791,-1.6769275530986325,-0.16974105324410824,-1.1135874308990399,-1.0175734652313064,0.0,1.0
2018-10-18,-0.8408588385895496,-1.6764808565111136,-0.16978936343535436,-1.1140463167694634,-1.0175142557895962,0.0,1.0
2018-10-19,-0.8223828802776172,-1.664835164835165,-0.14505494505494507,-1.127646038172354,-1.023770965876229,0.0,1.0
2018-10-22,-0.8273248075921533,-1.6533765407094496,-0.13205254325559865,-1.1395752560615706,-1.034373010821133,0.0,1.0
2018-10-23,-0.8297367659820654,-1.6522996818050333,-0.13792305467168064,-1.134336129592132,-1.0311252531096327,0.0,1.0
2018-10-24,-0.83121387283237,-1.649364161849711,-0.1278034682080925,-1.1372254335260117,-1.0346820809248556,0.0,1.0
2018-10-25,-0.7779754294290956,-1.5676802490410806,-0.11540385791316916,-1.1258546889765968,-0.9720940574795709,0.0,1.0
2018-10-26,-0.7567805468449139,-1.5515761676844364,-0.08356714529350279,-1.1452935027782363,-0.9642955383176542,0.0,1.0
2018-10-29,-0.7299703264094957,-1.5856138037146938,-0.05214858775689636,-1.1404000439608748,-0.9869765908341576,0.0,1.0
2018-10-30,-0.720595506235236,-1.5869362193045105,-0.045487007636103936,-1.1426138548590892,-0.9980223040158216,0.0,1.0
2018-10-31,-0.7227092067294604,-1.5548538139053738,-0.04763978875156531,-1.1338269722872543,-0.985571949692383,0.0,1.0
2018-11-01,-0.7154741191822532,-1.5623096998695083,-0.03990865593736407,-1.1338081774684645,-0.9856459330143541,0.0,1.0
2018-11-02,-0.7169698938704786,-1.5461880008663635,-0.03844487762616418,-1.1333116742473468,-0.9798570500324886,0.0,1.0
2018-11-05,-0.7142161372368634,-1.5523026137778018,-0.03847610801450295,-1.1329076248714758,-0.9736998755343904,0.0,1.0
2018-11-06,-0.7242555495397942,-1.5604764482945315,-0.0339469409853817,-1.129182458040065,-0.9663779101245263,0.0,1.0
2018-11-07,-0.7197105706980034,-1.5698819433110276,-0.04662423154344159,-1.1317120940101193,-0.9725259779119744,0.0,1.0
2018-11-08,-0.6951088127558716,-1.5721288515406162,-0.02090066795949149,-1.1213639301874596,-0.9772678302090066,0.0,1.0
2018-11-09,-0.6955444210980012,-1.571951942244491,-0.02133505737837401,-1.1212219169225797,-0.9775335380636819,0.0,1.0
