Date,EBF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.43661028303466753,-1.2789733712945905,-0.0,-0.7807318707084241,-0.6905878412326244,0.0
2018-09-25,1.0,-0.4470380788446198,-1.2804483815441452,-0.0,-0.7823586212687349,-0.6885259666652672,0.0
2018-09-26,1.0,-0.44862635025941994,-1.2921663689716765,-0.0,-0.7974398230841202,-0.7145530322361147,0.0
2018-09-27,1.0,-0.44982154996600954,-1.2880693405846362,-0.0,-0.7969068660774983,-0.714012576478586,0.0
2018-09-28,1.0,-0.4508095703540011,-1.2874505970846968,-0.0,-0.797118694488122,-0.714291785304492,0.0
2018-10-01,1.0,-0.45137497335322957,-1.294393519505436,-0.0,-0.7996162865060754,-0.7180558516307822,0.0
2018-10-02,1.0,-0.45316816298342544,-1.3423256215469612,-0.0,-0.8017955801104972,-0.7190521408839778,0.0
2018-10-03,1.0,-0.4539487888078069,-1.3434086100436116,-0.0,-0.8018049138563841,-0.7188134202685782,0.0
2018-10-04,1.0,-0.45492945479881547,-1.3625674969517505,-0.0,-0.8040846542414214,-0.733060442431632,0.0
2018-10-05,1.0,-0.4432873383667448,-1.3612340536318666,-0.0,-0.8028291243599757,-0.7318406664931008,0.0
2018-10-08,1.0,-0.4399338641604664,-1.3607884088239133,-0.0,-0.8151242222512292,-0.7351955793412522,0.0
2018-10-09,1.0,-0.43961016359206406,-1.3611642882004875,-0.0,-0.8150887573964498,-0.7350330664810304,0.0
2018-10-10,1.0,-0.4414770997346788,-1.3600974294289068,-0.0,-0.8162324387803923,-0.7317211082597538,0.0
2018-10-11,1.0,-0.3251801610852056,-1.3679949130987707,-0.0,-0.788257736328953,-0.7576091564222127,0.0
2018-10-12,1.0,-0.3239641890485113,-1.3569852175723507,-0.0,-0.7586092025817198,-0.7244638767437018,0.0
2018-10-15,1.0,-0.2853576332542754,-1.3969541879915117,-0.0,-0.7522157034078143,-0.7263762326800649,0.0
2018-10-16,1.0,-0.2763619652406417,-1.4205798796791445,-0.0,-0.7535093582887701,-0.7273980614973262,0.0
2018-10-17,1.0,-0.24444626273370698,-1.364726097451213,-0.0,-0.7446303645215399,-0.7373072045166305,0.0
2018-10-18,1.0,-0.24336717982312478,-1.3630445463478544,-0.0,-0.7490992466426466,-0.7388224697019324,0.0
2018-10-19,1.0,-0.21998055420515314,-1.3501458434613516,-0.0,-0.7472046669907632,-0.7338761951061417,0.0
2018-10-22,1.0,-0.2202202607498583,-1.3415256296056361,-0.0,-0.7503441574216536,-0.7368207952060896,0.0
2018-10-23,1.0,-0.2311255587159691,-1.3470134091832588,-0.0,-0.7478260869565218,-0.7373831775700934,0.0
2018-10-24,1.0,-0.2280253226199172,-1.345872899926954,-0.0,-0.7470984498011526,-0.7371154938722506,0.0
2018-10-25,1.0,-0.17459882583170253,-1.284931506849315,-0.0,-0.7610176125244619,-0.6933072407045009,0.0
2018-10-26,1.0,-0.14373507652561948,-1.280620033663444,-0.0,-0.7950835714565312,-0.6949152542372882,0.0
2018-10-29,1.0,-0.1183422750952492,-1.2900241038799471,-0.0,-0.7821320270585491,-0.6971852888577871,0.0
2018-10-30,1.0,-0.07567804024496937,-1.3214427741986796,-0.0,-0.8142050425514992,-0.7654895410800922,0.0
2018-10-31,1.0,-0.08271210507632233,-1.291050368792648,-0.0,-0.8120143572752732,-0.758529562576421,0.0
2018-11-01,1.0,-0.05543937181864815,-1.315432269265675,-0.0,-0.813479067198043,-0.7615120546107407,0.0
2018-11-02,1.0,-0.05925404093773238,-1.287112050408986,-0.0,-0.8146060819537395,-0.7528081092716526,0.0
2018-11-05,1.0,-0.05577938587913163,-1.2961079601017016,-0.0,-0.8148640719734012,-0.7448464697829064,0.0
2018-11-06,1.0,-0.06579669253076259,-1.3057449643388979,-0.0,-0.8106434673563758,-0.7366172897562504,0.0
2018-11-07,1.0,-0.06518930347284758,-1.3051564151755999,-0.0,-0.8091695704944989,-0.7357581927097607,0.0
2018-11-08,1.0,-0.02615670774238549,-1.3087654033945593,-0.0,-0.7964426877470355,-0.743703014802759,0.0
2018-11-09,1.0,-0.025466103337338657,-1.3088491802007831,-0.0,-0.7980541881468274,-0.7437497577425481,0.0
2018-11-12,1.0,-0.023774660912453765,-1.2888024044389643,-0.0,-0.8024815043156598,-0.7382090012330457,0.0
2018-11-13,1.0,-0.0,-1.2852674143587397,-0.0,-0.8003738460364691,-0.7290760662241551,0.0
2018-11-14,1.0,-0.0,-1.2853598014888337,-0.0,-0.8024432143538843,-0.729719412101546,0.0
2018-11-15,1.0,-0.0,-1.2858775572402759,-0.0,-0.8040306297382757,-0.7197988494799802,0.0
2018-11-16,1.0,-0.0,-1.2738727797176257,-0.0,-0.7993775618642781,-0.7221041445270989,0.0
2018-11-19,1.0,-0.0,-1.2738348261727646,-0.0,-0.7991118870502505,-0.7224077728859876,0.0
2018-11-20,1.0,-0.0,-1.2526656870502242,-0.0,-0.7826758599902038,-0.7324140009796165,0.0
2018-11-21,1.0,-0.0,-1.245513227118391,-0.0,-0.7746352748031788,-0.7110555576284466,0.0
2018-11-23,1.0,-0.0,-1.2272947851730187,-0.0,-0.788495277912576,-0.7170853708611743,0.0
2018-11-26,1.0,-0.0,-1.2357028127451346,-0.0,-0.7857009450524821,-0.7140189010496432,0.0
2018-11-27,1.0,-0.0,-1.241457604407057,-0.0,-0.7757016303134072,-0.705017494230626,0.0
2018-11-28,1.0,-0.0,-1.236073875484063,-0.0,-0.7797512660113196,-0.7077375633005659,0.0
2018-11-29,1.0,-0.0,-1.2114283617146213,-0.0,-0.7592483852025838,-0.6992806811509101,0.0
2018-11-30,1.0,-0.0,-1.2121924348145428,-0.0,-0.7592728608152772,-0.7009548292324643,0.0
2018-12-03,1.0,-0.0,-1.211667583929554,-0.0,-0.7578059071729958,-0.69957805907173,0.0
2018-12-04,1.0,-0.0,-1.2121212121212122,-0.0,-0.7491684029681618,-0.6940819534305662,0.0
2018-12-06,1.0,-0.0,-1.141848229104135,-0.0,-0.736042939369328,-0.6533069670539214,0.0
2018-12-07,1.0,-0.0,-1.1433978281631352,-0.0,-0.7364437055640055,-0.657352056878073,0.0
2018-12-10,1.0,-0.0,-1.1392710006284477,-0.0,-0.7208295510090077,-0.6312757489002164,0.0
2018-12-11,1.0,-0.0,-1.1414183801930342,-0.0,-0.716883480207022,-0.6387256959015247,0.0
2018-12-12,1.0,-0.0,-1.1417226420375035,-0.0,-0.71651973131822,-0.6402183039462637,0.0
2018-12-13,1.0,-0.0,-1.1360568010912524,-0.0,-0.7235843447238642,-0.6379280193067749,0.0
2018-12-14,1.0,-0.0,-1.1254456483746942,-0.0,-0.7310380985669346,-0.6387976232086683,0.0
2018-12-17,1.0,-0.0,-1.1214283228343718,-0.0,-0.7068527477116905,-0.6520377266557617,0.0
2018-12-18,1.0,-0.0,-1.1056627212809276,-0.0,-0.695089547603437,-0.650022430035543,0.0
2018-12-19,1.0,-0.0,-1.107423158040314,-0.0,-0.6973343014210145,-0.6526639698509836,0.0
2018-12-20,1.0,-0.0,-1.0967153912295786,-0.0,-0.695786758383491,-0.6468787618228719,0.0
2018-12-21,1.0,-0.0,-1.1011851750359662,-0.0,-0.7010002055216826,-0.6231759950674797,0.0
2018-12-24,1.0,-0.0,-1.0795798970888841,-0.0,-0.7301402692605907,-0.71463311482343,0.0
2018-12-26,1.0,-0.0,-1.1551038124864357,-0.0,-0.7318237719742459,-0.7302322216595529,0.0
2018-12-27,1.0,-0.0,-1.103760761214318,-0.0,-0.6295353943745425,-0.7520825345927294,0.0
2018-12-28,1.0,-0.0,-1.111157615709253,-0.0,-0.6280562240591538,-0.7486310208921907,0.0
2018-12-31,1.0,-0.0,-1.1129021003419162,-0.0,-0.6278347637987579,-0.748203195869095,0.0
2019-01-02,1.0,-0.0,-1.1117772123662473,-0.0,-0.6239238785681921,-0.7497124533825938,0.0
2019-01-03,1.0,-0.0,-1.1158705161854767,-0.0,-0.6197725284339458,-0.7639195100612424,0.0
2019-01-04,1.0,-0.0,-1.115024288688411,-0.0,-0.5937543372657876,-0.7609993060374739,0.0
2019-01-07,1.0,-0.0,-1.074999153890412,-0.0,-0.5779605374488104,-0.7314786611161878,0.0
2019-01-08,1.0,-0.0,-1.0618146236123764,-0.0,-0.5844383709552249,-0.7279076829638627,0.0
2019-01-09,1.0,-0.0,-1.0502996431216753,-0.0,-0.5831257154400377,-0.7333176217089759,0.0
2019-01-10,1.0,-0.0,-1.0506482572823708,-0.0,-0.5832294999158107,-0.7336925408317899,0.0
2019-01-11,1.0,-0.0,-1.0426565874730023,-0.0,-0.5881479481641468,-0.7439254859611232,0.0
2019-01-14,1.0,-0.0,-1.044901682546118,-0.0,-0.5964930062842084,-0.7372457598486383,0.0
2019-01-15,1.0,-0.0,-1.0402057668877758,-0.0,-0.59689319074049,-0.7472248544740759,0.0
2019-01-16,1.0,-0.0,-1.0415253087257428,-0.0,-0.5806418781381463,-0.7704233953046545,0.0
2019-01-17,1.0,-0.0,-1.0393876790733905,-0.0,-0.5798760456531311,-0.7674670640430793,0.0
2019-01-18,1.0,-0.0,-1.0208666643973177,-0.0,-0.5845048847738027,-0.7986520066718862,0.0
2019-01-22,1.0,-0.0,-1.1276771288115783,-0.0,-0.5089896524459417,-0.8010588194850288,0.0
2019-01-23,1.0,-0.0,-1.091748492678725,-0.0,-0.5148320413436692,-0.8386907838070629,0.0
2019-01-24,1.0,-0.0,-1.0812245742260223,-0.0,-0.5334068813348962,-0.8329311176997863,0.0
2019-01-25,1.0,-0.0,-1.0937698664971394,-0.0,-0.5332697605424879,-0.9047820866002685,0.0
2019-01-28,1.0,-0.0,-1.0843241717531664,-0.0,-0.5423561373178563,-0.9015277140740219,0.0
2019-01-29,1.0,-0.0,-1.070743193003576,-0.0,-0.5465070991042027,-0.923485465425061,0.0
2019-01-30,1.0,-0.0,-1.0684582743988684,-0.0,-0.5411951909476662,-0.9264497878359265,0.0
2019-01-31,1.0,-0.0,-1.0840211115440475,-0.0,-0.5014700152314832,-0.9566788282384612,0.0
2019-02-01,1.0,-0.0,-1.0827350913355602,-0.0,-0.5110526689885564,-0.960089558604023,0.0
2019-02-04,1.0,-0.0,-1.0852319175404301,-0.0,-0.5144126532788342,-0.9546116936200462,0.0
2019-02-05,1.0,-0.0,-1.0761297182349814,-0.0,-0.5116073010809853,-0.9564770512138933,0.0
2019-02-06,1.0,-0.0,-1.0405016158493747,-0.0,-0.5076225937895181,-0.9645918223970775,0.0
2019-02-07,1.0,-0.0,-1.0325663095028983,-0.0,-0.5017038468294396,-0.9788160899350078,0.0
2019-02-08,1.0,-0.0,-1.0377764452752989,-0.0,-0.5240026806814575,-0.9653980459243061,0.0
2019-02-11,1.0,-0.0,-1.0270738958097396,-0.0,-0.5299405436013591,-0.982021517553794,0.0
2019-02-12,1.0,-0.0,-1.0325411204660913,-0.0,-0.5412270418132082,-0.9787559060712635,0.0
2019-02-13,1.0,-0.0,-1.0322546381532358,-0.0,-0.5401855261294434,-0.9681348250955955,0.0
2019-02-14,1.0,-0.0,-0.9928693667997718,-0.0,-0.5746220764403879,-0.9978251568739304,0.0
2019-02-15,1.0,-0.0,-1.0064612858315782,-0.0,-0.5697711776675115,-0.9935744118801986,0.0
2019-02-19,1.0,-0.0,-0.9859024233555801,-0.0,-0.5910275170420072,-0.9920411149577072,0.0
2019-02-20,1.0,-0.0,-0.9890772800285561,-0.0,-0.590219525254328,-0.990219525254328,0.0
2019-02-21,1.0,-0.0,-0.9830205540661305,-0.0,-0.5964968722073279,-0.9951027703306524,0.0
2019-02-22,1.0,-0.0,-0.9753412908298191,-0.0,-0.6117861482381531,-0.9866342648845686,0.0
2019-02-25,1.0,-0.0,-0.9679394812680114,-0.0,-0.6300072046109509,-1.0043948126801152,0.0
2019-02-26,1.0,-0.0,-0.9686622001296737,-0.0,-0.6303940638282545,-1.0030257186081695,0.0
2019-02-27,1.0,-0.0,-0.9628041088484411,-0.0,-0.6382050819967563,-1.0032438277167057,0.0
2019-02-28,1.0,-0.0,-0.9681085176232909,-0.0,-0.644359464627151,-0.9951657707709513,0.0
2019-03-01,1.0,-0.0,-0.9702816749017202,-0.0,-0.6459407797453746,-0.9904064630143903,0.0
2019-03-04,1.0,-0.0,-0.9678140205442423,-0.0,-0.6449810776716526,-0.9914579203460083,0.0
2019-03-05,1.0,-0.0,-0.9529973244630848,-0.0,-0.6693542555499313,-0.9932388459035361,0.0
2019-03-06,1.0,-0.0,-0.9493263986708564,-0.0,-0.6699172897027486,-0.9925596850507458,0.0
2019-03-07,1.0,-0.0,-0.9047859487142496,-0.0,-0.7162693403541673,-0.9855375626645507,0.0
2019-03-08,1.0,-0.0,-0.8990382857351812,-0.0,-0.7539035360368597,-1.0037664094781877,0.0
2019-03-11,1.0,-0.0,-0.8987567266654295,-0.0,-0.7675264427537576,-1.0449805158656522,0.0
2019-03-12,1.0,-0.0,-0.8640498207208906,-0.0,-0.8026797508963954,-1.1076052085299113,0.0
2019-03-13,1.0,-0.0,-0.8829604786767787,-0.0,-0.8184763138839133,-1.1096840580814817,0.0
2019-03-14,1.0,-0.0,-0.8837660854336404,-0.0,-0.8174826772253102,-1.1059544658493872,0.0
2019-03-15,1.0,-0.0,-0.8650142993326978,-0.0,-0.8210867492850334,-1.1270924690181126,0.0
2019-03-18,1.0,-0.0,-0.881755840533106,-0.0,-0.8446398822207586,-1.1479214288481654,0.0
2019-03-19,1.0,-0.0,-0.8784668120909941,-0.0,-0.8601199750701153,-1.1567076971019008,0.0
2019-03-20,1.0,-0.0,-0.8915181194906955,-0.0,-0.8629578844270324,-1.163290891283056,0.0
2019-03-21,1.0,-0.0,-0.894749207095031,-0.0,-0.8736050745918008,-1.1471866557030423,0.0
2019-03-22,1.0,-0.0,-0.8888184985745962,-0.0,-0.9292049414000634,-1.1414713335445041,0.0
2019-03-25,1.0,-0.0,-0.8103065477349745,-0.0,-0.950336929848479,-1.1344603279710201,0.0
2019-03-26,1.0,-0.0,-0.8319083849713703,-0.0,-0.9419954506235784,-1.147972389991372,0.0
2019-03-27,1.0,-0.0,-0.8139644228508738,-0.0,-0.9551759266515163,-1.1490478802601678,0.0
2019-03-28,1.0,-0.0,-0.8121657754010696,-0.0,-0.9524221453287197,-1.1674661843346965,0.0
2019-03-29,1.0,-0.0,-0.8031722292191437,-0.0,-0.95536838790932,-1.1772670025188918,0.0
2019-04-01,1.0,-0.0,-0.8119489924433251,-0.0,-0.9569033375314863,-1.1669159319899245,0.0
2019-04-02,1.0,-0.0,-0.8292319164802385,-0.0,-0.9791200596569724,-1.1164488402213586,0.0
2019-04-03,1.0,-0.0,-0.8305483643210168,-0.0,-0.9756413273711462,-1.116301874950969,0.0
2019-04-04,1.0,-0.0,-0.8263527014849351,-0.0,-0.9622693257062258,-1.1293735062492654,0.0
2019-04-05,1.0,-0.0,-0.8170999921451575,-0.0,-0.9745895844788312,-1.1357316785798444,0.0
2019-04-08,1.0,-0.0,-0.8122058362096014,-0.0,-0.9774082208973957,-1.1325698148729213,0.0
2019-04-09,1.0,-0.0,-0.797460367536872,-0.0,-1.017075479138733,-1.129032258064516,0.0
2019-04-10,1.0,-0.0,-0.6924084220683001,-0.0,-0.7146352389813571,-1.0389744650056858,0.0
2019-04-11,1.0,-0.0,-0.684091299124764,-0.0,-0.7077055088381672,-1.0405011154968251,0.0
2019-04-12,1.0,-0.0,-0.6794379712131596,-0.0,-0.7068197395476353,-1.0407813570939,0.0
2019-04-15,1.0,-0.0,-0.6841145922894385,-0.0,-0.7000378305877498,-1.054991918010799,0.0
2019-04-16,1.0,-0.0,-0.6801237964236589,-0.0,-0.7038170563961486,-1.0548830811554333,0.0
2019-04-17,1.0,-0.0,-0.6728293052399642,-0.0,-0.7206155752943607,-1.0493699648832886,0.0
2019-04-18,1.0,-0.0,-0.6668273534880518,-0.0,-0.7216445148405757,-1.054817161352524,0.0
2019-04-22,1.0,-0.0,-0.677428303915109,-0.0,-0.7312480493810035,-1.059056073794084,0.0
2019-04-23,1.0,-0.0,-0.6877441406250001,-0.0,-0.7300502232142858,-1.0699288504464286,0.0
2019-04-24,1.0,-0.0,-0.6747746807251974,-0.0,-0.7240491352611615,-1.0810105438981104,0.0
2019-04-25,1.0,-0.0,-0.6923534142162862,-0.0,-0.7353938673472955,-1.068633963847418,0.0
2019-04-26,1.0,-0.0,-0.6934544689210046,-0.0,-0.7323207520695946,-1.081976988915392,0.0
2019-04-29,1.0,-0.0,-0.7055467511885896,-0.0,-0.7427011797851735,-1.0734988554322944,0.0
2019-04-30,1.0,-0.0,-0.6966863111832586,-0.0,-0.7540671207255532,-1.0782016444930655,0.0
2019-05-01,1.0,-0.0,-0.690282043136009,-0.0,-0.7729535105369056,-1.066716085989622,0.0
2019-05-02,1.0,-0.0,-0.6880488062912157,-0.0,-0.7650315618718482,-1.073350495468491,0.0
2019-05-03,1.0,-0.0,-0.6759429297923435,-0.0,-0.7767340019776804,-1.078895324198333,0.0
2019-05-06,1.0,-0.0,-0.6652912963746651,-0.0,-0.7768726195514178,-1.0844265763859502,0.0
2019-05-07,1.0,-0.0,-0.6552188552188553,-0.0,-0.7892610313662944,-1.0997341839447103,0.0
2019-05-08,1.0,-0.0,-0.6413819658359003,-0.0,-0.769077289274713,-1.0899607952954355,0.0
2019-05-09,1.0,-0.0,-0.6405249343832021,-0.0,-0.7733333333333333,-1.0857392825896763,0.0
2019-05-10,1.0,-0.0,-0.6421918767507002,-0.0,-0.778361344537815,-1.080812324929972,0.0
2019-05-13,1.0,-0.0,-0.6427245015941978,-0.0,-0.7744297677026033,-1.08657720472303,0.0
2019-05-14,1.0,-0.0,-0.5686199986179254,-0.0,-0.8060949485177251,-1.080471287402391,0.0
2019-05-15,1.0,-0.0,-0.5714681344549452,-0.0,-0.8256655242842801,-1.0646657666078165,0.0
2019-05-16,1.0,-0.0,-0.5722423614707406,-0.0,-0.8155014672881062,-1.0646987743828757,0.0
2019-05-17,1.0,-0.0,-0.5710637122937806,-0.0,-0.8033754400496997,-1.076896527921585,0.0
2019-05-20,1.0,-0.0,-0.5715905966455871,-0.0,-0.7923769590321694,-1.0729309870772616,0.0
2019-05-21,1.0,-0.0,-0.5663920357020253,-0.0,-0.794576038448335,-1.0719189838654308,0.0
