Date,IWF,IWM,MTUM,PLAN,SPY,VLUE,VXX
2019-06-12,-0.0,-0.4331496611565014,-1.3713344733675343,1.0,-2.422636012413706,-1.1064031920957629,0.0
2019-06-13,-0.0,-0.4321191004117834,-1.3698447893569845,1.0,-2.422679759265125,-1.1104846373139057,0.0
2019-06-14,-0.0,-0.4353918336292163,-1.3667258432665483,1.0,-2.42334516865331,-1.1148871417702257,0.0
2019-06-17,-0.0,-0.4295131845841785,-1.3684077079107504,1.0,-2.42729462474645,-1.1135902636916835,0.0
2019-06-18,-0.0,-0.44412025878472666,-1.3647088671825447,1.0,-2.4270582265634912,-1.1068121273626792,0.0
2019-06-19,-0.0,-0.4450202224469161,-1.3780965621840244,1.0,-2.4198053589484325,-1.0765925176946411,0.0
2019-06-20,-0.0,-0.4447042467138524,-1.3715242669362995,1.0,-2.424165824064712,-1.0791203235591507,0.0
2019-06-21,-0.0,-0.4604166666666666,-1.3620580808080807,1.0,-2.405113636363636,-1.0854797979797979,0.0
2019-06-24,-0.0,-0.4559686888454012,-1.360078277886497,1.0,-2.4098226122088255,-1.0868632030806136,0.0
2019-06-25,-0.0,-0.4531338761598183,-1.3616739253929182,1.0,-2.4093921605756488,-1.0877359086031688,0.0
2019-06-26,-0.0,-0.4521963824289405,-1.3506018781118043,1.0,-2.3978697926514148,-1.1017205520892417,0.0
2019-06-27,-0.0,-0.45468868162339304,-1.3531635996975044,1.0,-2.3967733803882028,-1.097365767582556,0.0
2019-06-28,-0.0,-0.4188508064516129,-1.3645413306451613,1.0,-2.4167716733870965,-1.1002394153225807,0.0
2019-07-01,-0.0,-0.40875912408759124,-1.3716964510445506,1.0,-2.4248049332997734,-1.087213692423861,0.0
2019-07-02,-0.0,-0.42937142138048195,-1.3581450953249858,1.0,-2.4112502359529353,-1.093248600012584,0.0
2019-07-03,-0.0,-0.40796114055008836,-1.3771763815291447,1.0,-2.4299772899318697,-1.093237446379006,0.0
2019-07-05,-0.0,-0.40960131213726975,-1.3663260156447137,1.0,-2.429346454706031,-1.1030784759020944,0.0
2019-07-08,-0.0,-0.4151681494100574,-1.3613477190989969,1.0,-2.4277872420972932,-1.1052432330115465,0.0
2019-07-09,-0.0,-0.4005676442762535,-1.3637338379060233,1.0,-2.4304635761589406,-1.112456638284453,0.0
2019-07-10,-0.0,-0.40275583085772076,-1.3707098160672524,1.0,-2.437077302319702,-1.1101700271790658,0.0
2019-07-11,-0.0,-0.4026671722917457,-1.370307167235495,1.0,-2.4374920996081406,-1.1098470484136014,0.0
2019-07-12,-0.0,-0.40422170258484486,-1.3704733615622826,1.0,-2.435884471971181,-1.1093345130506225,0.0
2019-07-15,-0.0,-0.4026285858713509,-1.3822191330721596,1.0,-2.4508403892329076,-1.083091115885252,0.0
2019-07-16,-0.0,-0.3938282534463134,-1.387378272416846,1.0,-2.4538383710636147,-1.0884026811685847,0.0
2019-07-17,-0.0,-0.39370178323004934,-1.387378272416846,1.0,-2.4540280763880102,-1.0883394460604527,0.0
2019-07-18,-0.0,-0.39323146861977526,-1.394052279328198,1.0,-2.449804268215684,-1.076840510165425,0.0
2019-07-19,-0.0,-0.3977014397575145,-1.3887976761808536,1.0,-2.458764839605961,-1.069461985349836,0.0
2019-07-22,-0.0,-0.39386479833364896,-1.3814934040270153,1.0,-2.4555955311494038,-1.0809190178627788,0.0
2019-07-23,-0.0,-0.39558220258756704,-1.3801830230356578,1.0,-2.4539602398232883,-1.0814768065635847,0.0
2019-07-24,-0.0,-0.3984611503531786,-1.401425327951564,1.0,-2.443869828456105,-1.0630676084762865,0.0
2019-07-25,-0.0,-0.38731018839392606,-1.4068426690189655,1.0,-2.4510742864343773,-1.055636065780354,0.0
2019-07-26,-0.0,-0.35964691046658265,-1.4179066834804541,1.0,-2.4660151324085753,-1.0616015132408576,0.0
2019-07-29,-0.0,-0.3404148017398979,-1.419340603921074,1.0,-2.464161886150161,-1.0801235579650759,0.0
2019-07-30,-0.0,-0.3522791932730606,-1.4187899095909464,1.0,-2.4750584813807928,-1.076120629702219,0.0
2019-07-31,-0.0,-0.35619469026548667,-1.4177623261694057,1.0,-2.473830594184576,-1.0733249051833123,0.0
2019-08-01,-0.0,-0.37275647081050445,-1.389445179167454,1.0,-2.483846589835632,-1.0515775552616664,0.0
2019-08-02,-0.0,-0.35450433471541654,-1.411044101017716,1.0,-2.485676592536751,-1.0310340495037065,0.0
2019-08-05,-0.0,-0.3476925006270378,-1.4019312766491094,1.0,-2.4948582894406823,-1.0258339603712063,0.0
2019-08-06,-0.0,-0.35509378447958806,-1.3766703444893955,1.0,-2.3874586244942995,-1.0104817947774916,0.0
2019-08-07,-0.0,-0.3695267175572519,-1.3457709923664123,1.0,-2.3731297709923664,-1.018442748091603,0.0
2019-08-08,-0.0,-0.369617005680777,-1.3484820719565085,1.0,-2.372854437725246,-1.0174088326919555,0.0
2019-08-09,-0.0,-0.3428103782735209,-1.3339597478176528,1.0,-2.349660523763337,-1.0357056256062076,0.0
2019-08-12,-0.0,-0.3357752618514258,-1.3388629896470303,1.0,-2.3564812011866563,-1.0233093176727008,0.0
2019-08-13,-0.0,-0.3296524257784214,-1.3335143615737388,1.0,-2.3590996862177165,-1.012008206613565,0.0
2019-08-14,-0.0,-0.35197645079899076,-1.3294485161600385,1.0,-2.330830229484561,-0.9951940406103569,0.0
2019-08-15,-0.0,-0.4050349979412976,-1.344509146520793,1.0,-2.262219869419446,-0.870184106817246,0.0
2019-08-16,-0.0,-0.4088583024527969,-1.3422151638138933,1.0,-2.2576907240750543,-0.8731839303570379,0.0
2019-08-19,-0.0,-0.38735733099209835,-1.3473807433421128,1.0,-2.2619841966637404,-0.8564237635352648,0.0
2019-08-20,-0.0,-0.40167241681772997,-1.364247704812584,1.0,-2.251213379334542,-0.8304777498391908,0.0
2019-08-21,-0.0,-0.40895818733940664,-1.3711749591217006,1.0,-2.2467297360429805,-0.8128941836019621,0.0
2019-08-22,-0.0,-0.41097248134328357,-1.3682952425373134,1.0,-2.250174906716418,-0.80078125,0.0
2019-08-23,-0.0,-0.4129103737827278,-1.369117732812409,1.0,-2.2520263572219954,-0.7971310280482826,0.0
2019-08-26,-0.0,-0.3775093471383376,-1.370146678170837,1.0,-2.24106988783434,-0.7633016968651136,0.0
2019-08-27,-0.0,-0.3748277446026642,-1.3650666054203031,1.0,-2.237540192926045,-0.7644120349104272,0.0
2019-08-28,-0.0,-0.3814450767373685,-1.358107719721791,1.0,-2.2399839052710235,-0.7685233086164281,0.0
2019-08-29,-0.0,-0.34631831761466814,-1.4197176498154764,1.0,-2.3288032335539803,-0.76304844473083,0.0
2019-08-30,-0.0,-0.3293444632537505,-1.428054404296305,1.0,-2.3340143599322865,-0.7458992469791607,0.0
2019-09-03,-0.0,-0.33220477496935386,-1.4293969995913842,1.0,-2.335532076352811,-0.7402369972564358,0.0
2019-09-04,-0.0,-0.3345601121626358,-1.4274447949526814,1.0,-2.345309031428905,-0.7345484285547377,0.0
2019-09-05,-0.0,-0.36098811465858777,-1.4232696341179214,1.0,-2.34910277324633,-0.6928454905616407,0.0
2019-09-06,-0.0,-0.3455801265308492,-1.448546056068257,1.0,-2.360264670033084,-0.6497765395554007,0.0
2019-09-09,-0.0,-0.3669943575126519,-1.4536094468035599,1.0,-2.3626316095631434,-0.6337618521319295,0.0
2019-09-10,-0.038062891608596355,-0.316976049657434,-1.5764478538384963,1.0,-2.3874216782807283,-0.5368624465655559,0.0
2019-09-11,-0.04291820364189941,-0.3121377129808537,-1.5855729258153286,1.0,-2.3852099069032144,-0.5293049944376134,0.0
2019-09-12,-0.05289643066120538,-0.2728496196606202,-1.5959040374488005,1.0,-2.3919836161497954,-0.5377998829724986,0.0
2019-09-13,-0.055828651685393256,-0.27381788389513106,-1.5840941011235954,1.0,-2.389688670411985,-0.5486306179775281,0.0
2019-09-16,-0.057591930092076714,-0.26760893789220574,-1.5986159169550174,1.0,-2.390241041581139,-0.5507008386604891,0.0
2019-09-17,-0.041578077013938106,-0.3195133475076778,-1.5969761398535316,1.0,-2.4174935034254665,-0.5304157807701394,0.0
2019-09-18,-0.04318034142595546,-0.3177978616575108,-1.6002717230787407,1.0,-2.416976785397838,-0.5287376690885464,0.0
2019-09-19,-0.0462629246676514,-0.31220088626292464,-1.6019497784342687,1.0,-2.422333825701625,-0.5255539143279172,0.0
2019-09-20,-0.04944762804986117,-0.31050983635611745,-1.6015241921190997,1.0,-2.420216222602942,-0.5260825899450582,0.0
2019-09-23,-0.004098847570393252,-0.32256148271355595,-1.6265296423904005,1.0,-2.4364975644528934,-0.550671260544137,0.0
2019-09-24,-0.003692014529863634,-0.32305127136306794,-1.6263919490263798,1.0,-2.4455427856845113,-0.5561841243375216,0.0
2019-09-25,-0.0,-0.3160368937816126,-1.6276703362094613,1.0,-2.4565903005058014,-0.5503124070217198,0.0
2019-09-26,-0.0,-0.29985704074338815,-1.6471884679533,1.0,-2.462056230640934,-0.5475339528234453,0.0
2019-09-27,-0.0,-0.2792320076322223,-1.6619164033152467,1.0,-2.4689642835847594,-0.5525013416015742,0.0
2019-09-30,-0.0,-0.2813549160671463,-1.68015587529976,1.0,-2.483273381294964,-0.5504196642685851,0.0
2019-10-01,-0.0,-0.25494901019796046,-1.7037792441511699,1.0,-2.479784043191362,-0.5602879424115177,0.0
2019-10-02,-0.062320623206232065,-0.3461020324488959,-1.7822292508639372,1.0,-2.3078545071164998,-0.35857787149300063,0.0
2019-10-03,-0.11274620783337107,-0.4167421326692325,-1.722096445551279,1.0,-2.161648177496038,-0.24671722888838576,0.0
2019-10-04,-0.1290065924073653,-0.4290179586269607,-1.7386906115026142,1.0,-2.1371334394180495,-0.24926119572630145,0.0
2019-10-07,-0.11290048199603062,-0.451772044230224,-1.7599659767507796,1.0,-2.1146583498724127,-0.23124468386730931,0.0
2019-10-08,-0.1115275411697899,-0.4601930721181147,-1.7526405451448042,1.0,-2.1198750709823964,-0.23441226575809196,0.0
2019-10-09,-0.10555555555555556,-0.46309523809523806,-1.7541383219954647,1.0,-2.1240362811791385,-0.2221655328798186,0.0
2019-10-10,-0.1282733105959882,-0.503323891554425,-1.8250187872131336,1.0,-2.057228741545754,-0.26677842649864153,0.0
2019-10-11,-0.1318796641791045,-0.5248950559701492,-1.8951725746268657,1.0,-2.015566697761194,-0.26265158582089554,0.0
2019-10-14,-0.21172186578810476,-0.45084099185018206,-1.9249176348187966,1.0,-1.9947401884284144,-0.1977920351424773,0.0
2019-10-15,-0.18161963331225933,-0.45232484625553193,-1.8975803207080866,1.0,-1.992758204494511,-0.22317374561756423,0.0
2019-10-16,-0.13376383763837638,-0.49976937269372684,-1.9547393911439113,1.0,-1.9836254612546125,-0.1938422509225092,0.0
2019-10-17,-0.16389214536928487,-0.42203985932004684,-2.0486518171160606,1.0,-1.9740914419695195,-0.252989449003517,0.0
2019-10-18,-0.15084456476958388,-0.42958036607615796,-2.0750397269142487,1.0,-1.9572714966747102,-0.27279147784121005,0.0
2019-10-21,-0.16763651325457002,-0.3532004937400811,-2.070710633045318,1.0,-1.9394580614823955,-0.34685240698289543,0.0
2019-10-22,-0.12593720712277412,-0.3153116213683224,-2.091553420805998,1.0,-1.948980787253983,-0.37576148078725397,0.0
2019-10-23,-0.1282051282051282,-0.3131366350544433,-2.0714202084065096,1.0,-1.959489521133357,-0.381863950357101,0.0
2019-10-24,-0.11539588583484732,-0.31137549082810756,-2.0719685870011135,1.0,-1.9860516907929437,-0.3759010724960441,0.0
2019-10-25,-0.1242561715666058,-0.30112531667943204,-2.124845342602958,1.0,-1.9787898426913333,-0.3627526070818359,0.0
2019-10-28,-0.13345499499617355,-0.3048213339612645,-2.120150703479131,1.0,-1.974804262082769,-0.35356449049272975,0.0
2019-10-29,-0.15455409096306855,-0.3023393896211852,-2.161382258639117,1.0,-1.9546965918536992,-0.36456477852986585,0.0
2019-10-30,-0.1651512450228799,-0.29512093659000416,-2.157366137754799,1.0,-1.956795626077138,-0.3683960301895763,0.0
2019-10-31,-0.16693428486470416,-0.28135593220338984,-2.171097234611954,1.0,-1.9314897413024088,-0.3961938745168005,0.0
2019-11-01,-0.1473457418157879,-0.31144891974385064,-2.2150936620982704,1.0,-1.9259680411754145,-0.3849422466933988,0.0
2019-11-04,-0.16222630985581202,-0.298225835162879,-2.2457129294487626,1.0,-1.862991752210289,-0.364504835934255,0.0
2019-11-05,-0.23776391554702495,-0.328214971209213,-2.3835772552783108,1.0,-1.7738723608445297,-0.27465211132437617,0.0
2019-11-06,-0.2424606512074973,-0.32866754775922147,-2.379851015258921,1.0,-1.7720173014538028,-0.2844527213745044,0.0
2019-11-07,-0.24341038727108977,-0.3533473431401981,-2.3768237766436506,1.0,-1.7562894025818072,-0.27439207445211644,0.0
2019-11-08,-0.24758765358106083,-0.3202876835480971,-2.3774647887323943,1.0,-1.7595445010488464,-0.28846269103985617,0.0
2019-11-11,-0.24746376811594206,-0.3045289855072464,-2.4211352657004834,1.0,-1.7576690821256038,-0.30778985507246376,0.0
2019-11-12,-0.2485346546619131,-0.2963925312707717,-2.4281225451688924,1.0,-1.7588373919874312,-0.31077406489818116,0.0
2019-11-13,-0.24348304981030472,-0.29996328478766365,-2.4979806633215027,1.0,-1.7647166809448045,-0.3129359931464937,0.0
2019-11-14,-0.2433746656941405,-0.29181862387551666,-2.4916727449550207,1.0,-1.7265985898371017,-0.324884512521274,0.0
2019-11-15,-0.23954418717420295,-0.2986422596678386,-2.4781185598254334,1.0,-1.7212389380530975,-0.3237968238574373,0.0
2019-11-18,-0.26494482842245665,-0.2842851946162241,-2.4752637322662787,1.0,-1.722868922032254,-0.31544804171213775,0.0
2019-11-19,-0.2920874899312225,-0.4041762190965983,-2.455852283288927,1.0,-1.7155957618191957,-0.32845901233037983,0.0
2019-11-20,-0.2759836674090571,-0.4227913882702301,-2.455580301905469,1.0,-1.7188195991091315,-0.31341252165305616,0.0
2019-11-21,-0.33932173474533533,-0.3853378719112456,-2.5237644982349976,1.0,-1.689485627836611,-0.3656076651538074,0.0
2019-11-22,-0.3453900709219858,-0.34332688588007737,-2.5446163765312706,1.0,-1.784526112185687,-0.42959381044487427,0.0
2019-11-25,-0.37239715591670897,-0.34084560690705945,-2.510474860335196,1.0,-1.7396521076688676,-0.38503047232097515,0.0
2019-11-26,-0.3739765153919391,-0.30117423040304664,-2.520469692161219,1.0,-1.7490955252300857,-0.40247540463344966,0.0
2019-11-27,-0.37614505022427197,-0.3504327500157938,-2.4781097984711606,1.0,-1.712931960325984,-0.39989891970434016,0.0
2019-11-29,-0.45143212951432127,-0.33374844333748444,-2.4900996264009962,1.0,-1.682565379825654,-0.26880448318804484,0.0
2019-12-02,-0.4523391446130691,-0.3348175090931895,-2.5184372256365233,1.0,-1.6941552740499186,-0.27141602909820645,0.0
2019-12-03,-0.42109546165884193,-0.3356494522691706,-2.5250078247261345,1.0,-1.7103599374021907,-0.26760563380281693,0.0
2019-12-04,-0.4217922863624906,-0.3688555583564407,-2.552117469120242,1.0,-1.7080287370809177,-0.2511343584572725,0.0
2019-12-05,-0.4336182336182336,-0.33865147198480533,-2.5887306109528327,1.0,-1.6548274770496991,-0.31535295979740424,0.0
2019-12-06,-0.521750239540083,-0.403960396039604,-2.5707441711913126,1.0,-1.6505269881826894,-0.24075375279463432,0.0
2019-12-09,-0.4753789110778638,-0.3202367787679698,-2.6673388408248226,1.0,-1.7370714889741754,-0.3049502374292591,0.0
