Date,IWF,IWM,MTUM,PLAN,SPY,VLUE,VXX
2019-12-10,-0.5632046223224352,-0.3024943630214206,-3.012542277339346,1.0,-1.938838782412627,-0.2292136414881624,0.0
2019-12-11,-0.5658405705006001,-0.2945703593871355,-3.0228765092141496,1.0,-1.9423144813951845,-0.2349784650144743,0.0
2019-12-12,-0.5690178634470098,-0.29301701616889075,-3.020758313916543,1.0,-1.9426675139447855,-0.2352608910541552,0.0
2019-12-13,-0.5823674042852125,-0.3001756234632947,-3.079662802950474,1.0,-1.8915349490691955,-0.17119775201966983,0.0
2019-12-16,-0.584762440258645,-0.2968091087995502,-3.084621872364352,1.0,-1.8952769187517573,-0.16692437447287042,0.0
2019-12-17,-0.6860481892944742,-0.24751118164766991,-3.168518251334584,1.0,-1.9503679122781705,-0.16159284374549127,0.0
2019-12-18,-0.8515113628006177,-0.28807825255571085,-3.1602559388100318,1.0,-1.894314922409355,-0.16047657571523127,0.0
2019-12-19,-0.8536959859618337,-0.2726475104189515,-3.138846238210134,1.0,-1.8918622504935292,-0.15441982890984865,0.0
2019-12-20,-0.8539663902546415,-0.28891171938064136,-3.1494092610259043,1.0,-1.8983635429661698,-0.14772143538563146,0.0
2019-12-23,-0.861347621843805,-0.3088667058132707,-3.1371843805049915,1.0,-1.9065619495008808,-0.12602759835584265,0.0
2019-12-24,-0.866661774418434,-0.3112203713216409,-3.1292287370661187,1.0,-1.9082703456373376,-0.12306450429294782,0.0
2019-12-26,-0.8838383838383839,-0.316205533596838,-3.113160591421461,1.0,-1.905504318547797,-0.1007905138339921,0.0
2019-12-27,-0.8665115602733751,-0.32005234840773594,-3.096044786971063,1.0,-1.8875236294896032,-0.10047986040424604,0.0
2019-12-30,-0.8557574003039734,-0.3183759137294637,-3.0811319389158287,1.0,-1.877397408988927,-0.1047984367084027,0.0
2019-12-31,-0.8465596993350678,-0.32437120555073723,-3.081092801387684,1.0,-1.8776380456779416,-0.09778837814397225,0.0
2020-01-02,-0.8440214244354372,-0.3298349739432542,-3.0877967573827445,1.0,-1.878184713375796,-0.09814707585408221,0.0
2020-01-03,-0.8341214987268099,-0.32688250272826486,-3.106438704983631,1.0,-1.8910149145143689,-0.11684248817751912,0.0
2020-01-06,-0.8608727539420609,-0.35232856618995234,-3.1246057939127243,1.0,-1.8798679867986798,-0.11646497983131646,0.0
2020-01-07,-0.8641387892540809,-0.3577336944586779,-3.1135348803162284,1.0,-1.868970060756899,-0.11565771173413367,0.0
2020-01-08,-0.862222872612863,-0.35391819711714345,-3.1152410916806907,1.0,-1.8670520231213872,-0.11846052535304015,0.0
2020-01-09,-0.8549551520455042,-0.35156420914460734,-3.106541238241085,1.0,-1.85918471523372,-0.12003208634142783,0.0
2020-01-10,-0.8694539872816316,-0.3534098384621007,-3.1069366274395147,1.0,-1.8556392076602588,-0.12389445215992984,0.0
2020-01-13,-0.8646616541353384,-0.3527264763851376,-3.100153295861012,1.0,-1.8559018906489526,-0.12635958829111613,0.0
2020-01-14,-0.9540651599647783,-0.32337833871441146,-3.134282359847373,1.0,-1.8546375110067506,-0.0714705019078368,0.0
2020-01-15,-0.9621156392526113,-0.3266882448138885,-3.137045755480359,1.0,-1.8561129910254524,-0.07422392231867,0.0
2020-01-16,-0.9579992644354542,-0.3095255608679662,-3.1214417065097466,1.0,-1.8596542846634794,-0.10702464141228395,0.0
2020-01-17,-0.9822163433274544,-0.3046002351557907,-3.0972957084068193,1.0,-1.8705908289241622,-0.09391534391534391,0.0
2020-01-21,-0.965631196298744,-0.32385988103106406,-3.0935595211867515,1.0,-1.8636263494161707,-0.09715796430931922,0.0
2020-01-22,-0.9599911907208926,-0.32653061224489793,-3.0901482895316397,1.0,-1.861841139333431,-0.10270151225958009,0.0
2020-01-23,-0.9848138591964615,-0.3175082934021379,-3.0661260597124955,1.0,-1.88072244747512,-0.12281607077036492,0.0
2020-01-24,-0.9858260741178207,-0.31514838328657907,-3.0721984349623503,1.0,-1.8843939170234756,-0.1246862542447955,0.0
2020-01-27,-0.9559269392886194,-0.297641055978703,-3.1220143459291583,1.0,-1.8712563780226283,-0.14797012497226947,0.0
2020-01-28,-0.9078463123803916,-0.33762696893861327,-3.1692919181510377,1.0,-1.8550713970263504,-0.09068158398351243,0.0
2020-01-29,-0.8905093440820815,-0.3394650054965189,-3.164089410040308,1.0,-1.8458043239281787,-0.08875045804323928,0.0
2020-01-30,-0.8927786729163615,-0.32781602460817344,-3.159513695620331,1.0,-1.84964113080416,-0.0941116156437674,0.0
2020-01-31,-0.8766095210065484,-0.34956956809653444,-3.169450371569421,1.0,-1.8595394010742403,-0.10264145390331837,0.0
2020-02-03,-0.8622035858877964,-0.3246818970503181,-3.132301908617698,1.0,-1.8195488721804514,-0.09094852515905147,0.0
2020-02-04,-0.8495492246664264,-0.31929318427695635,-3.126721961774252,1.0,-1.8217814641182835,-0.09505950234403174,0.0
2020-02-05,-0.8236810079461664,-0.3237168014890114,-3.121554871501181,1.0,-1.8114396162932205,-0.07824468465888754,0.0
2020-02-06,-0.9109285246855231,-0.31593106958481787,-3.2505635134152544,1.0,-1.7937177343125135,-0.0,0.0
2020-02-07,-0.8633379888268157,-0.30195530726256986,-3.1695530726256984,1.0,-1.6483938547486034,-0.0,0.0
2020-02-10,-0.8620066703724292,-0.29787381878821567,-3.1575875486381326,1.0,-1.6307670928293496,-0.0,0.0
2020-02-11,-0.847784067375397,-0.29331768604169545,-3.140204335220213,1.0,-1.621910810437664,-0.0,0.0
2020-02-12,-0.8383492150545006,-0.2820319462535134,-3.139850551861246,1.0,-1.5951874957153631,-0.0,0.0
2020-02-13,-0.8353982300884956,-0.2701837985023826,-3.1215112321307013,1.0,-1.5801906058543227,-0.0,0.0
2020-02-14,-0.8504564654585094,-0.2657719035290912,-3.101921242676114,1.0,-1.5946995503474588,-0.0,0.0
2020-02-18,-0.8469603104363811,-0.27741847641091977,-3.089863162911022,1.0,-1.5935734222887876,-0.0,0.0
2020-02-19,-0.85239651416122,-0.28193082788671026,-3.085716230936819,1.0,-1.588235294117647,-0.0,0.0
2020-02-20,-0.8630745065901795,-0.28573379771904667,-3.0842723485624526,1.0,-1.596052721436864,-0.0,0.0
2020-02-21,-0.8529191361809387,-0.2797874514612712,-3.088221268478779,1.0,-1.5914571837318618,-0.0,0.0
2020-02-24,-0.826262212201954,-0.2954157272665164,-3.108628817380611,1.0,-1.6017626562820249,-0.0,0.0
2020-02-25,-0.7485156353080882,-0.3511017284602191,-3.055746140651801,1.0,-1.441812904077055,-0.0,0.0
2020-02-26,-0.7488470407378939,-0.2596720471432232,-3.0122341788367923,1.0,-1.3846400204970535,-0.0,0.0
2020-02-27,-0.7892259746867646,-0.2355784519493735,-2.96400178083063,1.0,-1.3713667875087452,-0.0,0.0
2020-02-28,-1.0401197223460485,-0.41304209386741386,-2.4919442144813093,1.0,-1.3330573775711647,-0.08998280583328026,0.0
2020-03-02,-1.0859935266865521,-0.37120010154217176,-2.4517357364980645,1.0,-1.3453703116075397,-0.09214952084787714,0.0
2020-03-03,-1.0217297894542998,-0.5024860352341785,-2.277392425265484,1.0,-1.270333312872138,-0.06647842366951077,0.0
2020-03-04,-0.9658775214397873,-0.5366590167894673,-2.3094576639690785,1.0,-1.224604420823771,-0.002717719531344365,0.0
2020-03-05,-0.9118634088901971,-0.6653517809832205,-2.1763320576979686,1.0,-1.1340005887547837,-0.0,0.0
2020-03-06,-0.8963372093023256,-0.7109302325581396,-2.1365697674418604,1.0,-1.0701162790697676,-0.0,0.0
2020-03-09,-0.8904676983259506,-0.6701950181211528,-2.1365702122763617,1.0,-1.0555140079387908,-0.0,0.0
2020-03-10,-1.0275257573427647,-0.3179045568711876,-1.8780562817161308,1.0,-0.9023015018709313,-0.0,0.0
2020-03-11,-0.9256005558864403,-0.3895672027000199,-1.855072463768116,1.0,-0.7930315664085766,-0.0,0.0
2020-03-12,-0.9588799313075418,-0.25487764155893716,-1.7776081667700234,1.0,-0.7788961503601584,-0.0,0.0
2020-03-13,-0.9824561403508771,-0.06763845889232886,-1.5585655314757483,1.0,-0.6913054695562436,-0.0,0.0
2020-03-16,-0.8421158568495632,-0.18240006440964537,-1.428726701823598,1.0,-0.5724004669699289,-0.0,0.0
2020-03-17,-0.7766212370825221,-0.27909240676950725,-1.037554290849184,1.0,-0.6508911187659129,-0.0,0.0
2020-03-18,-0.7624981620349949,-0.2964637553300985,-0.9750404352301132,1.0,-0.6419644169975003,-0.0,0.0
2020-03-19,-0.7616663621414216,-0.2829526767769048,-0.9716060661428833,1.0,-0.6380412936232414,-0.0,0.0
2020-03-20,-0.75369260017549,-0.342388125182802,-0.9407355952032758,1.0,-0.6192234571512139,-0.0,0.0
2020-03-23,-0.7488323255729752,-0.3791592744125421,-0.8862739418516239,1.0,-0.6064303559144067,-0.0,0.0
2020-03-24,-0.7658591183160631,-0.40600064988987977,-0.8411741343827851,1.0,-0.5974654294688955,-0.0,0.0
2020-03-25,-0.7554545769884492,-0.40112386832703184,-0.7384231156127511,1.0,-0.5737625307849735,-0.0,0.0
2020-03-26,-0.7457568047955947,-0.4037918656118217,-0.755341023943122,1.0,-0.5802809047502875,-0.0,0.0
2020-03-27,-0.7441325830359594,-0.3864603348888279,-0.7245402141092506,1.0,-0.5761048586329948,-0.0,0.0
2020-03-30,-0.7512802007079767,-0.3853318211499467,-0.7232360724473312,1.0,-0.5768979619892085,-0.0,0.0
2020-03-31,-0.7366025597152831,-0.39778249264252963,-0.7245568407364316,1.0,-0.5631715830538635,-0.0,0.0
2020-04-01,-0.7366376791668098,-0.38535042793799196,-0.7467088303028219,1.0,-0.5685560100367786,-0.0,0.0
2020-04-02,-0.7489434219495569,-0.34604635310156784,-0.7415132924335378,1.0,-0.5718473074301296,-0.0,0.0
2020-04-03,-0.7456588355464759,-0.3575076608784474,-0.7455566905005107,1.0,-0.5560776302349335,-0.0,0.0
2020-04-06,-0.7519569804642298,-0.33449050439044314,-0.7460009529643999,1.0,-0.5709958477979715,-0.0,0.0
2020-04-07,-0.74351711347159,-0.3222053616590794,-0.7386949924127466,1.0,-0.5677288821446637,-0.0,0.0
2020-04-08,-0.7433822289664476,-0.32237396729050755,-0.7380205698870342,1.0,-0.5683695835440904,-0.0,0.0
2020-04-09,-0.7434022043210085,-0.3213455121507297,-0.7355151841989955,1.0,-0.5702585189928882,-0.0,0.0
2020-04-13,-0.7568113696830903,-0.29138180715993667,-0.7448220119220017,1.0,-0.5748156131074663,-0.0,0.0
2020-04-14,-0.7630409907787574,-0.28592582620986734,-0.7443629265666015,1.0,-0.5720872316079962,-0.0,0.0
2020-04-15,-0.756298010801382,-0.28969172453121333,-0.7377142665459059,1.0,-0.5707624702291101,-0.0,0.0
2020-04-16,-0.7675929025778373,-0.26528289253431536,-0.7450954134583193,1.0,-0.5698694342149314,-0.0,0.0
2020-04-17,-0.7573227392094808,-0.2992391084775436,-0.7236886404955896,1.0,-0.5865261598545553,-0.0,0.0
2020-04-20,-0.7624171907051821,-0.2888657228368699,-0.7267713622759525,1.0,-0.5847597269395028,-0.0,0.0
2020-04-21,-0.7644781144781145,-0.29673400673400674,-0.7308080808080808,1.0,-0.574983164983165,-0.0,0.0
2020-04-22,-0.7558357928628925,-0.3054400321974779,-0.718942849476791,1.0,-0.5736852696538772,-0.0,0.0
2020-04-23,-0.7559978555153465,-0.304583835946924,-0.7171960863155074,1.0,-0.5729459857927892,-0.0,0.0
2020-04-24,-0.7531584062196307,-0.30662511309942697,-0.718474581951007,1.0,-0.5728360309641098,-0.0,0.0
2020-04-27,-0.7417393338010758,-0.3043667100998964,-0.723063045003508,1.0,-0.5718819952557548,-0.0,0.0
2020-04-28,-0.7446261682242992,-0.29442590120160217,-0.7255006675567424,1.0,-0.5732309746328439,-0.0,0.0
2020-04-29,-0.7510521744939542,-0.2867927049235086,-0.728405371100274,1.0,-0.5740196405905539,-0.0,0.0
2020-04-30,-0.7505839172505839,-0.2857857857857858,-0.7274941608274941,1.0,-0.5728395061728394,-0.0,0.0
2020-05-01,-0.7522669689291905,-0.27860381384184557,-0.7293639151886918,1.0,-0.5735764768635818,-0.0,0.0
2020-05-04,-0.7533526338557786,-0.27020731423247146,-0.7314232471465175,1.0,-0.5727263651791954,-0.0,0.0
