Date,HIX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10187686008704779,-0.22773486555763905,-0.0,-0.20406337628378263,-0.18663661855528224,0.0
2018-09-25,1.0,-0.10324722231777372,-0.22703037391214612,-0.0007223693715386467,-0.2034673729833855,-0.18544253723642115,0.0
2018-09-26,1.0,-0.10355859032352385,-0.22742986876730706,-0.00149636229167025,-0.20324727816859015,-0.18420735797457904,0.0
2018-09-27,1.0,-0.10485423542354234,-0.224164603960396,-0.0024408690869086908,-0.20331408140814078,-0.18414810231023102,0.0
2018-09-28,1.0,-0.10507221458046767,-0.22415749656121048,-0.002527510316368638,-0.2033872077028886,-0.1842331499312242,0.0
2018-10-01,1.0,-0.10643645315109053,-0.22361467352946235,-0.0022034394312371967,-0.20455836532337196,-0.18462412421889793,0.0
2018-10-02,1.0,-0.10861500767810618,-0.2108287178425384,-0.006901668478354642,-0.20937936746208394,-0.18969235812757732,0.0
2018-10-03,1.0,-0.10846574538930007,-0.20652830253782586,-0.0062108586512085295,-0.21122095129651675,-0.19281265634974035,0.0
2018-10-04,1.0,-0.11074491398201991,-0.2032854209445585,-0.006470760788915155,-0.21429434196676617,-0.19075802805721878,0.0
2018-10-05,1.0,-0.10711157670576518,-0.19984887255491252,-0.003434714661079531,-0.21511617922341103,-0.1918459873945972,0.0
2018-10-08,1.0,-0.10767669470388909,-0.20119717219670777,-0.003921770989215129,-0.21490616990900802,-0.1923903882209264,0.0
2018-10-09,1.0,-0.10867732333052291,-0.20126641086084968,-0.006073954264672988,-0.21389610613073629,-0.19077034258478587,0.0
2018-10-10,1.0,-0.10870873970105097,-0.20097356244732267,-0.006157868483065861,-0.21387412491184615,-0.19034349897655536,0.0
2018-10-11,1.0,-0.08991898887357559,-0.19340145887256718,-0.0,-0.20602373189014758,-0.19138458435577668,0.0
2018-10-12,1.0,-0.0936384910294923,-0.18804042952218147,-0.0,-0.1969528488208056,-0.18105322556553202,0.0
2018-10-15,1.0,-0.08583676779714319,-0.19390237846963604,-0.0,-0.19486237317311353,-0.18057831405068112,0.0
2018-10-16,1.0,-0.08260451865103027,-0.19967865898098455,-0.0,-0.19422911283376398,-0.1798847147684357,0.0
2018-10-17,1.0,-0.07790970751014108,-0.1904058070979291,-0.0,-0.19268857466620684,-0.18129115961307912,0.0
2018-10-18,1.0,-0.07787174644880532,-0.19039329994252402,-0.0,-0.19264307414401838,-0.18126282946054686,0.0
2018-10-19,1.0,-0.07404687295991644,-0.186153544849197,-0.0,-0.19194738216477347,-0.17991904948426687,0.0
2018-10-22,1.0,-0.07456441437023961,-0.1894021117322088,-0.0,-0.1911836814749436,-0.17930110163119872,0.0
2018-10-23,1.0,-0.07301109402100991,-0.1898910233334424,-0.0,-0.19296724154858133,-0.1804332886081749,0.0
2018-10-24,1.0,-0.07243842243760522,-0.18910481669744864,-0.0,-0.19270058676429727,-0.18018076916790612,0.0
2018-10-25,1.0,-0.0647691293936131,-0.1772552675141833,-0.0,-0.1929412899181948,-0.17222481155879849,0.0
2018-10-26,1.0,-0.06381203055787378,-0.1763336971175451,-0.0,-0.19320151505424665,-0.17158310329331708,0.0
2018-10-29,1.0,-0.058993702650001596,-0.1770130741936515,-0.0,-0.19029504842885914,-0.17201035706294152,0.0
2018-10-30,1.0,-0.05775469436675988,-0.17700359568517776,-0.0,-0.1903156212544946,-0.1729924091090691,0.0
2018-10-31,1.0,-0.05954217902422728,-0.17014778168397945,-0.0,-0.18968232505607432,-0.17138857515549688,0.0
2018-11-01,1.0,-0.053495653279509225,-0.17480650339314377,-0.0,-0.18949158468555807,-0.1715007708078384,0.0
2018-11-02,1.0,-0.05305563517085443,-0.17781280850928313,-0.0,-0.18913410400942643,-0.1723352759466259,0.0
2018-11-05,1.0,-0.05205348615090736,-0.1804839223177332,-0.0,-0.189318688315823,-0.16999363260108247,0.0
2018-11-06,1.0,-0.054317371370351496,-0.18240575649516044,-0.0,-0.18772287315333672,-0.16750509424350482,0.0
2018-11-07,1.0,-0.054455682089671095,-0.18251174643625068,-0.0,-0.18807039898064826,-0.16768336386079477,0.0
2018-11-08,1.0,-0.050452165635411717,-0.1819609709662066,-0.0,-0.18616531810249087,-0.16796763445978108,0.0
2018-11-09,1.0,-0.04896619834974036,-0.18426837427124151,-0.0,-0.19024180445378952,-0.16943833827136895,0.0
2018-11-12,1.0,-0.04874702907913417,-0.18650204973600676,-0.0,-0.18985181285990016,-0.17002440541704553,0.0
2018-11-13,1.0,-0.045791705713241954,-0.18488222494004036,-0.0,-0.18907543004177324,-0.1685859051128512,0.0
2018-11-14,1.0,-0.045791705713241954,-0.18488222494004036,-0.0,-0.18907543004177324,-0.1685859051128512,0.0
2018-11-15,1.0,-0.04561676209811728,-0.1851158659412819,-0.0,-0.19025488920963726,-0.1651307754532333,0.0
2018-11-16,1.0,-0.04453454119286687,-0.1823984035982389,-0.0,-0.18992113015108802,-0.16687783092078173,0.0
2018-11-19,1.0,-0.04963173886069707,-0.1833670044382228,-0.0,-0.1896982326646835,-0.16807979256478373,0.0
2018-11-20,1.0,-0.04209242273022512,-0.18094830727310174,-0.0,-0.18991492799771875,-0.17125295058853351,0.0
2018-11-21,1.0,-0.0404198975627547,-0.1815010386438958,-0.0,-0.19039690468261897,-0.17338217338217338,0.0
2018-11-23,1.0,-0.04071444419791436,-0.1791340454531047,-0.0,-0.1913848299470665,-0.17361881517639227,0.0
2018-11-26,1.0,-0.039695529882883884,-0.18678192884043923,-0.0,-0.19046862336919385,-0.17214638719827105,0.0
2018-11-27,1.0,-0.037448318469117815,-0.18720991018106356,-0.0,-0.18888906490091403,-0.17056093272292364,0.0
2018-11-28,1.0,-0.037050536424575696,-0.1894521655071867,-0.0,-0.1880734671885647,-0.17013454193936897,0.0
2018-11-29,1.0,-0.03603147212943467,-0.18886443871008599,-0.0,-0.18786708249560688,-0.17035794006364083,0.0
2018-11-30,1.0,-0.035857898236392995,-0.1888357660766868,-0.0,-0.18775923756451254,-0.17067726308457082,0.0
2018-12-03,1.0,-0.034737608406659494,-0.18932392226372097,-0.0,-0.18789960119009938,-0.17060201304045072,0.0
2018-12-04,1.0,-0.036505970528455285,-0.1892308180894309,-0.0,-0.19021532012195122,-0.1719385162601626,0.0
2018-12-06,1.0,-0.03604403132638921,-0.16726610304077724,-0.0,-0.19099444158998552,-0.1626574493593037,0.0
2018-12-07,1.0,-0.031827259111333,-0.16884048926610085,-0.0,-0.19266412880678982,-0.16681228157763356,0.0
2018-12-10,1.0,-0.02630966961752531,-0.16891210988976918,-0.0,-0.19235360692082293,-0.1627881738267624,0.0
2018-12-11,1.0,-0.025942006512637613,-0.16912699643355558,-0.0,-0.19226236625833462,-0.16329663513723058,0.0
2018-12-12,1.0,-0.025790142985639402,-0.16922552030023882,-0.0,-0.19220867839086878,-0.16358053410254025,0.0
2018-12-13,1.0,-0.025867684004838562,-0.16911696287336,-0.0,-0.19233274402158745,-0.16351850128718093,0.0
2018-12-14,1.0,-0.02748965068142704,-0.164503775369397,-0.0,-0.1949703086965285,-0.16348047195993612,0.0
2018-12-17,1.0,-0.027691639791614986,-0.1644443066236666,-0.0,-0.19574857355494915,-0.16258372612255023,0.0
2018-12-18,1.0,-0.02985238177235798,-0.17114635024498678,-0.0,-0.20066999577339115,-0.16374195770260327,0.0
2018-12-19,1.0,-0.03643699273144006,-0.17070911631265798,-0.0,-0.19896701675065542,-0.1637545330381953,0.0
2018-12-20,1.0,-0.03689099884863493,-0.17484977051559075,-0.0,-0.1992492468810624,-0.16622241849754743,0.0
2018-12-21,1.0,-0.03571715612994486,-0.18091655816495472,-0.0,-0.20620147562328206,-0.1846136535339409,0.0
2018-12-24,1.0,-0.03332852402250758,-0.1780887798778435,-0.0,-0.20526138604337998,-0.1864249186424919,0.0
2018-12-26,1.0,-0.03459585104519909,-0.1817834455748197,-0.0,-0.194949929152537,-0.1807485949913232,0.0
2018-12-27,1.0,-0.035930245544617635,-0.18257095904398743,-0.0,-0.19589323037158765,-0.18108716115959603,0.0
2018-12-28,1.0,-0.03500183380906061,-0.18349252922134876,-0.0,-0.19570729218159497,-0.18041491923267053,0.0
2018-12-31,1.0,-0.030648210452113175,-0.19185170944278895,-0.0,-0.19816399115639718,-0.18145406773687078,0.0
2019-01-02,1.0,-0.030399615600224236,-0.1917674381356611,-0.0,-0.19798190117722433,-0.18153279410587012,0.0
2019-01-03,1.0,-0.02634240308210932,-0.19398025523717793,-0.0,-0.1959868368247853,-0.18895577494180912,0.0
2019-01-04,1.0,-0.010601723779522522,-0.20053728192909798,-0.0,-0.19243008139181605,-0.19550026384380445,0.0
