Date,CACI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.35712243017381085,-0.7299100759429316,-0.0966921928124305,-0.5325537796701726,-0.46128181500428966,0.0
2018-09-25,1.0,-0.3613178146664122,-0.7282325255994403,-0.1021751574127075,-0.5307829294663868,-0.45751446924887107,0.0
2018-09-26,1.0,-0.3624094377123806,-0.7337629031223953,-0.0942488940180804,-0.5401359235750465,-0.4751875360646278,0.0
2018-09-27,1.0,-0.3649293654098728,-0.727039753980203,-0.09619758464938975,-0.5401864368773425,-0.4749975974629208,0.0
2018-09-28,1.0,-0.36340338288057406,-0.7282803690415172,-0.09671322398769862,-0.5400435674013326,-0.47507688364941053,0.0
2018-10-01,1.0,-0.3641111075513408,-0.7274533047127799,-0.09672251946304425,-0.5404478903021177,-0.475090507160478,0.0
2018-10-02,1.0,-0.3639571437736575,-0.736222493103227,-0.09453390646051196,-0.5392955668185025,-0.47379226278308845,0.0
2018-10-03,1.0,-0.3635576645612235,-0.7299688992914168,-0.09378306454198596,-0.5413447048638943,-0.47757222097534385,0.0
2018-10-04,1.0,-0.36557072357879894,-0.7257899121963725,-0.09434083189130296,-0.5437736332756521,-0.4750368518874576,0.0
2018-10-05,1.0,-0.3549766966736896,-0.7202962395454255,-0.08322160505650258,-0.550788482410777,-0.48295345719210886,0.0
2018-10-08,1.0,-0.354578613937416,-0.7202598067447368,-0.07618224867216997,-0.5620400588724643,-0.48652972419530305,0.0
2018-10-09,1.0,-0.3557162975291256,-0.7206183587248751,-0.07835104340033286,-0.5610997311483805,-0.4848290871847395,0.0
2018-10-10,1.0,-0.3563269876819709,-0.719756838905775,-0.07909134538473844,-0.5613821788513838,-0.4829627259638458,0.0
2018-10-11,1.0,-0.31993889893384875,-0.7182492674106864,-0.030020574848806034,-0.5538063470291166,-0.4953862460253133,0.0
2018-10-12,1.0,-0.3221814141538841,-0.7136508132465047,-0.025955989012684793,-0.5429462053640319,-0.4816209376253819,0.0
2018-10-15,1.0,-0.3108441158348737,-0.7324091189155885,-0.009488601355514478,-0.5434996919285274,-0.4844731977818854,0.0
2018-10-16,1.0,-0.3084945539819186,-0.7461507605911939,-0.0,-0.5453423431762783,-0.4855441389737419,0.0
2018-10-17,1.0,-0.2949681897050318,-0.7203738090164682,-0.0,-0.5402879668807646,-0.48838695930108666,0.0
2018-10-18,1.0,-0.2947281913922201,-0.7200949656054058,-0.0,-0.5405430084616789,-0.4883728008766056,0.0
2018-10-19,1.0,-0.2828905612476199,-0.711608788950343,-0.0,-0.5413304318916795,-0.4865354973252335,0.0
2018-10-22,1.0,-0.283094122979302,-0.7092612177066021,-0.0,-0.5420154101828071,-0.48726393715062694,0.0
2018-10-23,1.0,-0.2893272023233301,-0.7109450629235237,-0.0,-0.5387524201355276,-0.48611447241045497,0.0
2018-10-24,1.0,-0.2885908072427784,-0.713982922545873,-0.0,-0.5394840428753104,-0.48585962574940955,0.0
2018-10-25,1.0,-0.2700085867408877,-0.6872353655286768,-0.0,-0.5380037307908685,-0.46572706007757686,0.0
2018-10-26,1.0,-0.25542840375586856,-0.6767018779342723,-0.0,-0.5432805164319249,-0.45886150234741785,0.0
2018-10-29,1.0,-0.24146996961906986,-0.6822271558775415,-0.0,-0.5363694788501986,-0.4612058892264547,0.0
2018-10-30,1.0,-0.23976283661428818,-0.6821368070564869,-0.0,-0.5363338980080612,-0.4625270167649979,0.0
2018-10-31,1.0,-0.24274888946955842,-0.6680312400197427,-0.0,-0.534128850564701,-0.45846761315797113,0.0
2018-11-01,1.0,-0.247790183763666,-0.665329146313096,-0.0,-0.5352698301930682,-0.4592928588043731,0.0
2018-11-02,1.0,-0.26401080351114115,-0.6275137245691806,-0.0,-0.5757860435076183,-0.4684261515427297,0.0
2018-11-05,1.0,-0.2624134288061979,-0.6316175607465665,-0.0,-0.5759185350393239,-0.4646672144617913,0.0
2018-11-06,1.0,-0.265491139537613,-0.6338751320267575,-0.0,-0.5734655556859524,-0.46112545475883115,0.0
2018-11-07,1.0,-0.26582687338501293,-0.6343375616631431,-0.0,-0.5744655860934932,-0.46171012450082216,0.0
2018-11-08,1.0,-0.2635515663498768,-0.6343423677108999,-0.0,-0.573976299425085,-0.46136923618444214,0.0
2018-11-09,1.0,-0.26328601595495077,-0.6341506335053966,-0.0,-0.574231581417175,-0.4611977944626936,0.0
2018-11-12,1.0,-0.26296566837107377,-0.6208035062089116,-0.0,-0.5794302410518626,-0.45861212563915266,0.0
2018-11-13,1.0,-0.2432017162405056,-0.6178465820142633,-0.0,-0.5828549892734968,-0.4551516205716936,0.0
2018-11-14,1.0,-0.24360832512029684,-0.6174270972230274,-0.0,-0.5828163951533422,-0.4548669488086266,0.0
2018-11-15,1.0,-0.24313019229652005,-0.6188055539417882,-0.0,-0.5833962702608493,-0.4594492534712136,0.0
2018-11-16,1.0,-0.24334921003717472,-0.6182330390334573,-0.0,-0.5830622676579925,-0.45963057620817843,0.0
2018-11-19,1.0,-0.2453460343275346,-0.617605204309819,-0.0,-0.5819417419336101,-0.45929776667731537,0.0
2018-11-20,1.0,-0.233205013169701,-0.6148079539205186,-0.0,-0.5829691163275348,-0.46342875336478623,0.0
2018-11-21,1.0,-0.23840431948074328,-0.6099830552284672,-0.0,-0.5812918234297366,-0.4423159769091588,0.0
2018-11-23,1.0,-0.23882096320532692,-0.606538086217783,-0.0,-0.5822857470868492,-0.4424545089260088,0.0
2018-11-26,1.0,-0.23882781780086682,-0.6064406876955312,-0.0,-0.582388565196177,-0.44252461180792746,0.0
2018-11-27,1.0,-0.23287318871645374,-0.6080482437337449,-0.0,-0.5787533224727772,-0.4383949241190089,0.0
2018-11-28,1.0,-0.22675966658948832,-0.6478640889094698,-0.0,-0.5781720305626302,-0.441392683491549,0.0
2018-11-29,1.0,-0.195740772630733,-0.6402617530566558,-0.0,-0.5814821192813271,-0.4526146604672522,0.0
2018-11-30,1.0,-0.1947958596894767,-0.6416043703277745,-0.0,-0.5820874065554916,-0.45669925244393333,0.0
2018-12-03,1.0,-0.18942960288808663,-0.6490397111913357,-0.0,-0.5884187725631769,-0.4611985559566787,0.0
2018-12-04,1.0,-0.18068850190289473,-0.655258909007035,-0.0,-0.5862933917656556,-0.4609041633029639,0.0
2018-12-06,1.0,-0.17637384449611523,-0.6297567061759203,-0.0,-0.5838201100209834,-0.44564169454999153,0.0
2018-12-07,1.0,-0.18262572369167898,-0.629810421160177,-0.0,-0.5844590759450562,-0.44113974344420476,0.0
2018-12-10,1.0,-0.16357703451573885,-0.6339137528481814,-0.0,-0.5865425187768996,-0.4289853441728319,0.0
2018-12-11,1.0,-0.17401588106099003,-0.631131384805992,-0.0,-0.5906403108633215,-0.4200315368587036,0.0
2018-12-12,1.0,-0.1739644637175119,-0.6311209979444147,-0.0,-0.5904879903134064,-0.4202967927237913,0.0
2018-12-13,1.0,-0.1746125836226607,-0.6350805882518983,-0.0,-0.5897761594264261,-0.4232082874643634,0.0
2018-12-14,1.0,-0.17470355731225296,-0.635940146809712,-0.0,-0.5891586674195369,-0.42343308865047996,0.0
2018-12-17,1.0,-0.16568646762529193,-0.6355066550355967,-0.0,-0.581956833722599,-0.4308185834482371,0.0
2018-12-18,1.0,-0.16482525366403605,-0.6383878241262684,-0.0,-0.5844137542277339,-0.4308624577226607,0.0
2018-12-19,1.0,-0.16200975554741026,-0.6394676741759946,-0.0,-0.5862350917754533,-0.431809851411171,0.0
2018-12-20,1.0,-0.16030320044918583,-0.6281864121280178,-0.0,-0.5912970241437394,-0.42762492981471084,0.0
2018-12-21,1.0,-0.15820016820857863,-0.6285674236052705,-0.0,-0.592094196804037,-0.4245864872441828,0.0
2018-12-24,1.0,-0.15672144018843587,-0.6300263585889743,-0.0,-0.5935449498065167,-0.42381246144355333,0.0
2018-12-26,1.0,-0.1574522576693948,-0.6342631256611547,-0.0,-0.5783363955236346,-0.413757585880519,0.0
2018-12-27,1.0,-0.1254490937086361,-0.6127664172451984,-0.0,-0.5362111348226586,-0.4268888948918123,0.0
2018-12-28,1.0,-0.12222252220632306,-0.616377332001404,-0.0,-0.5361645832770863,-0.4251194686681606,0.0
2018-12-31,1.0,-0.12141179012178986,-0.6179957333045287,-0.0,-0.536091382895412,-0.424914261024547,0.0
2019-01-02,1.0,-0.11875337290879655,-0.6179708580679979,-0.0,-0.534943335132218,-0.42665947112790076,0.0
2019-01-03,1.0,-0.13052051538316092,-0.6154344831311958,-0.0,-0.5465546581669863,-0.4086599497582454,0.0
2019-01-04,1.0,-0.10742134982522183,-0.624388276418392,-0.0,-0.5405754235009411,-0.4165098144662544,0.0
2019-01-07,1.0,-0.0978525980911983,-0.60864262990456,-0.0,-0.5392629904559916,-0.40538176033934253,0.0
2019-01-08,1.0,-0.10127219719056453,-0.5909886032335012,-0.0,-0.554280413464087,-0.4038695997879671,0.0
2019-01-09,1.0,-0.10227936879018118,-0.5969130226874236,-0.0,-0.555443387705223,-0.40197120238031986,0.0
2019-01-10,1.0,-0.10265058961011365,-0.5961436311484117,-0.0,-0.5556145755869542,-0.40151917560820144,0.0
2019-01-11,1.0,-0.10164543524416135,-0.596656050955414,-0.0,-0.5554140127388535,-0.40021231422505305,0.0
2019-01-14,1.0,-0.10534961977690044,-0.5929095678439893,-0.0,-0.5535624387271137,-0.39779020163747647,0.0
2019-01-15,1.0,-0.10804445620534532,-0.5923260121725324,-0.0,-0.5520243450648319,-0.3938078856840434,0.0
2019-01-16,1.0,-0.10386965376782077,-0.5934879784166953,-0.0,-0.5498452667495437,-0.39780992937815746,0.0
2019-01-17,1.0,-0.1339550332141032,-0.5394225855901891,-0.0,-0.5096576392437404,-0.371895758814512,0.0
2019-01-18,1.0,-0.1360705017856684,-0.539631561367899,-0.0,-0.5110094807430436,-0.3825955139898769,0.0
2019-01-22,1.0,-0.0,-0.6050668324525956,-0.0,-0.6571598798052016,-0.32817842710599937,0.0
2019-01-23,1.0,-0.0,-0.5838414238642555,-0.0,-0.6661131723010664,-0.3445502425862024,0.0
2019-01-24,1.0,-0.0,-0.5723200414293113,-0.0,-0.6808389435525635,-0.33617296737441743,0.0
2019-01-25,1.0,-0.0,-0.5574602842262294,-0.0,-0.764401057342511,-0.29534926326258215,0.0
2019-01-28,1.0,-0.0,-0.5494931503261126,-0.0,-0.7757812295361081,-0.2941299735442806,0.0
2019-01-29,1.0,-0.0,-0.5566514000208181,-0.0,-0.764624752784428,-0.28099302591860104,0.0
