Date,CCX,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-25,1.0,-0.031962260150535354,-0.15140994381426906,-0.08182709636382911,-0.05992261210643486,-0.0,0.0
2020-03-26,1.0,-0.03691883946661016,-0.15152879484089676,-0.07652581537931856,-0.05923169617437133,-0.0,0.0
2020-03-27,1.0,-0.03571617266339092,-0.1515295609446822,-0.07560627674750357,-0.05801236329053733,-0.0,0.0
2020-03-30,1.0,-0.028518134170530823,-0.14863320503894809,-0.08158734745885166,-0.05484256571255928,-0.0,0.0
2020-03-31,1.0,-0.026318893767612556,-0.15059964611049217,-0.08092273412412347,-0.052860606854970835,-0.0,0.0
2020-04-01,1.0,-0.0269958437676181,-0.1513681477888057,-0.07944041640990677,-0.05332301923404702,-0.0,0.0
2020-04-02,1.0,-0.029712235826249708,-0.1382931711248018,-0.07728300709662325,-0.054459434869635295,-0.0,0.0
2020-04-03,1.0,-0.029084487840346937,-0.13968344651180908,-0.07761922692392588,-0.052040458600049334,-0.0,0.0
2020-04-06,1.0,-0.030012721655372953,-0.137108289846042,-0.07740737856011631,-0.05361269050029857,-0.0,0.0
2020-04-07,1.0,-0.02427010108266201,-0.13009903022217661,-0.07438811637333881,-0.054017650982605574,-0.0,0.0
2020-04-08,1.0,-0.024386802134646963,-0.12969519704433496,-0.07507183908045978,-0.0536868842364532,-0.0,0.0
2020-04-09,1.0,-0.0255895185332088,-0.1238916539785304,-0.07729314072955717,-0.052714408178410124,-0.0,0.0
2020-04-13,1.0,-0.030973451327433628,-0.11224359302266101,-0.08112946953808378,-0.0544912783262571,-0.0,0.0
2020-04-14,1.0,-0.03254070786272529,-0.10803412681154785,-0.08452397702707888,-0.05400427224702286,-0.0,0.0
2020-04-15,1.0,-0.03324975053092137,-0.10719494409333982,-0.08540797789320165,-0.053475935828877,-0.0,0.0
2020-04-16,1.0,-0.035493669593628756,-0.10117163569532366,-0.08789820298141719,-0.051740861752093116,-0.0,0.0
2020-04-17,1.0,-0.03672864732325297,-0.09912648140580302,-0.08981661217817737,-0.05140222721700041,-0.0,0.0
2020-04-20,1.0,-0.03638430200630883,-0.0996513543542393,-0.08957511206467185,-0.05146673818372221,-0.0,0.0
2020-04-21,1.0,-0.03576579911415187,-0.09929412966059507,-0.08900603755281264,-0.05237226044445579,-0.0,0.0
2020-04-22,1.0,-0.03372803666921314,-0.10045836516424751,-0.08789152024446141,-0.05115864527629234,-0.0,0.0
2020-04-23,1.0,-0.03427326914259514,-0.09982678689693822,-0.0883004737887819,-0.05122522797901065,-0.0,0.0
2020-04-24,1.0,-0.03344251430610606,-0.10301670851229242,-0.08713661216114602,-0.05087748365471623,-0.0,0.0
2020-04-27,1.0,-0.033442940531722365,-0.10318370676250925,-0.08713772271927812,-0.05072519181259719,-0.0,0.0
2020-04-28,1.0,-0.04176650522559266,-0.08609482538873311,-0.09028804486362478,-0.056385419321947496,-0.0,0.0
2020-04-29,1.0,-0.043440564077063336,-0.08371903250073313,-0.09133101276313609,-0.05654796057580742,-0.0,0.0
2020-04-30,1.0,-0.0428509631288328,-0.07752105651543297,-0.09327209343749204,-0.058652891931092396,-0.0,0.0
2020-05-01,1.0,-0.040640785840617887,-0.08056902189818173,-0.09338219388988561,-0.05781832525352776,-0.0,0.0
2020-05-04,1.0,-0.039862054975149615,-0.07455117151840958,-0.09538239172329852,-0.058081448422760924,-0.0,0.0
2020-05-05,1.0,-0.03966321769121526,-0.07482501521606817,-0.09264049502941774,-0.06086427267194157,-0.0,0.0
2020-05-06,1.0,-0.03954458433177386,-0.07493058461070327,-0.0923383160270308,-0.061047506751359774,-0.0,0.0
2020-05-07,1.0,-0.04041838351822504,-0.07459904912836768,-0.09280507131537243,-0.060006339144215534,-0.0,0.0
2020-05-08,1.0,-0.040666489139118196,-0.07476445898479603,-0.09242845005769644,-0.0601945194709679,-0.0,0.0
2020-05-11,1.0,-0.041799176433322774,-0.07090275578080456,-0.09375989863794741,-0.06056382641748496,-0.0,0.0
2020-05-12,1.0,-0.042203718489791264,-0.07030150944830994,-0.09492668212868965,-0.05994702356057438,-0.0,0.0
2020-05-13,1.0,-0.041390644753476605,-0.06651074589127685,-0.09621997471554992,-0.06011378002528445,-0.0,0.0
2020-05-14,1.0,-0.04058914846086858,-0.06528845304355509,-0.09710600381154316,-0.05910416114497747,-0.0,0.0
2020-05-15,1.0,-0.042107394098891644,-0.06288273698061643,-0.09669011589655348,-0.06356596993774989,-0.0,0.0
2020-05-18,1.0,-0.0419224586408111,-0.06388364998797515,-0.09747731098819032,-0.06247864005164361,-0.0,0.0
2020-05-19,1.0,-0.043424411697798454,-0.054874503955716206,-0.10490862674721331,-0.060599550084675075,-0.0,0.0
2020-05-20,1.0,-0.04194581998252257,-0.05890398814574653,-0.10297749464912169,-0.06265276915867729,-0.0,0.0
2020-05-21,1.0,-0.04244529526610715,-0.06158878267704556,-0.10094069322244478,-0.06280585207535688,-0.0,0.0
2020-05-22,1.0,-0.042391359464530196,-0.06143197606612241,-0.10103443030272298,-0.06281375183814208,-0.0,0.0
2020-05-26,1.0,-0.04267248487308615,-0.06192838024685094,-0.10169599025788693,-0.062220136237362535,-0.0,0.0
2020-05-27,1.0,-0.044139663528635596,-0.05899667588621888,-0.10496333324875029,-0.06064604531959705,-0.0,0.0
2020-05-28,1.0,-0.04871641942565638,-0.052155374795375804,-0.10796543278809183,-0.060162684161770494,-0.0,0.0
2020-05-29,1.0,-0.049472789331438505,-0.0499930212787555,-0.10865234548476735,-0.06072756341119895,-0.0,0.0
2020-06-01,1.0,-0.04970355605773991,-0.048637119605926336,-0.11069356456384019,-0.06053296431246588,-0.0,0.0
2020-06-02,1.0,-0.05011751254525821,-0.04953312583370386,-0.11085561837006924,-0.05989963793432001,-0.0,0.0
2020-06-03,1.0,-0.05033548518273776,-0.049687388806994366,-0.1101128450160118,-0.06064148833426524,-0.0,0.0
2020-06-04,1.0,-0.050898089414875364,-0.04505065656501456,-0.11694865699721611,-0.05827093952991724,-0.0,0.0
2020-06-05,1.0,-0.04619949318086312,-0.04762571788765934,-0.11369048377032688,-0.06589922194348584,-0.0,0.0
2020-06-08,1.0,-0.047743221996395295,-0.053099155066405904,-0.10738709718653731,-0.07003617491787144,-0.0,0.0
2020-06-09,1.0,-0.04616589423953372,-0.057283709704338,-0.10687738307678482,-0.07348542231009204,-0.0,0.0
2020-06-10,1.0,-0.04490487560656242,-0.0588846953708696,-0.10548409458522684,-0.07445634034249916,-0.0,0.0
2020-06-11,1.0,-0.04275458176540847,-0.06461348779266146,-0.0997906579505028,-0.0771354815509292,-0.0,0.0
2020-06-12,1.0,-0.046231971850954415,-0.062098031886785164,-0.10162785002642197,-0.0789049711936278,-0.0,0.0
2020-06-15,1.0,-0.046563478664312506,-0.05854909592360135,-0.10472594177309809,-0.07893753302488626,-0.0,0.0
2020-06-16,1.0,-0.048089065278457854,-0.05571734144267196,-0.10307192742829163,-0.08168182872458316,-0.0,0.0
2020-06-17,1.0,-0.049139478135127104,-0.05657624623965501,-0.10322389061753579,-0.08216595871044376,-0.0,0.0
2020-06-18,1.0,-0.04956874289846091,-0.05567606652205351,-0.10375994215473609,-0.08218417518851359,-0.0,0.0
2020-06-19,1.0,-0.05014532067428793,-0.05557062584770393,-0.10367499838532583,-0.08234838209649292,-0.0,0.0
2020-06-22,1.0,-0.04975779887618678,-0.055518956274623776,-0.10492798553251953,-0.0815216689272105,-0.0,0.0
2020-06-23,1.0,-0.049824960276963225,-0.055521825063621445,-0.10493340739688158,-0.08151296327395333,-0.0,0.0
2020-06-24,1.0,-0.048802232731219475,-0.05554694162338166,-0.10618394190764142,-0.08155670982246685,-0.0,0.0
2020-06-25,1.0,-0.04865695939224021,-0.05603431568883319,-0.10562151965787672,-0.0816935619323247,-0.0,0.0
2020-06-26,1.0,-0.048902092482562644,-0.055244122965641955,-0.10529578920175664,-0.08221389821751485,-0.0,0.0
2020-06-29,1.0,-0.0475711503991128,-0.05490863605297432,-0.10593575509046127,-0.08113789056959006,-0.0,0.0
2020-06-30,1.0,-0.04611471875443783,-0.05892149395163893,-0.10441653003524444,-0.08155282149266063,-0.0,0.0
2020-07-01,1.0,-0.04978503980984791,-0.058331493291423675,-0.11097400994921484,-0.07976256965099816,-0.0,0.0
2020-07-02,1.0,-0.04902724746097301,-0.059456089768565416,-0.11054832593054366,-0.079716356268994,-0.0,0.0
2020-07-06,1.0,-0.049274007117067975,-0.05949505181952777,-0.1102885789241279,-0.07969038156835243,-0.0,0.0
2020-07-07,1.0,-0.04486954714873832,-0.06449266892637759,-0.10780379475591227,-0.08151842183867743,-0.0,0.0
2020-07-08,1.0,-0.04471138237776768,-0.06487890396727485,-0.10739562366080124,-0.08164404908772156,-0.0,0.0
2020-07-09,1.0,-0.045243167411410164,-0.06477969448197028,-0.10752883716096853,-0.08141951574353112,-0.0,0.0
2020-07-10,1.0,-0.0464566417668074,-0.06316336472880804,-0.10874959402403378,-0.08074050016239037,-0.0,0.0
2020-07-13,1.0,-0.04118843906510851,-0.06736487896494157,-0.10993583055091821,-0.08576794657762939,-0.0,0.0
2020-07-14,1.0,-0.05442284389652811,-0.06594752647384226,-0.12034402823876508,-0.0763790105895369,-0.0,0.0
2020-07-15,1.0,-0.05557019392917369,-0.06480554384485665,-0.12050748313659358,-0.07657040472175379,-0.0,0.0
2020-07-16,1.0,-0.05379947229551451,-0.07076517150395778,-0.11869393139841687,-0.07601583113456464,-0.0,0.0
2020-07-17,1.0,-0.054158913654538975,-0.0708658300011877,-0.11890151365189965,-0.07573538144819668,-0.0,0.0
2020-07-20,1.0,-0.0583301310506579,-0.07005711105516318,-0.11855513005684604,-0.07812686339724648,-0.0,0.0
2020-07-21,1.0,-0.08376146542216963,-0.05398499072006886,-0.13429001802189525,-0.07289453156521505,-0.0,0.0
2020-07-22,1.0,-0.08191231845077998,-0.05582302313071543,-0.13302850995158685,-0.07403173749327595,-0.0,0.0
2020-07-23,1.0,-0.08242409547671004,-0.05727524987203319,-0.13402839516150758,-0.07329130633907163,-0.0,0.0
2020-07-24,1.0,-0.0861992201729651,-0.054790269701426086,-0.1349856312146683,-0.07320660019698054,-0.0,0.0
2020-07-27,1.0,-0.08543794386202232,-0.05659790328035171,-0.13789651673993913,-0.07278998985458235,-0.0,0.0
2020-07-28,1.0,-0.085856193582439,-0.05592020679108417,-0.1369990932589896,-0.07456929802005657,-0.0,0.0
2020-07-29,1.0,-0.088686885156802,-0.05549214631229959,-0.13715419316267188,-0.07743627371052775,-0.0,0.0
2020-07-30,1.0,-0.08892542220893736,-0.05240417929104224,-0.13793290852026466,-0.07941468186573551,-0.0,0.0
2020-07-31,1.0,-0.08672816828584647,-0.05365063814733175,-0.1383106103899638,-0.08197948131820285,-0.0,0.0
2020-08-03,1.0,-0.07822142302505211,-0.06078439385889629,-0.14288828040922527,-0.08037380631274946,-0.0,0.0
2020-08-04,1.0,-0.07725298440189035,-0.05624607315540744,-0.14172152866938018,-0.09062474390143962,-0.0,0.0
2020-08-05,1.0,-0.07695990588621535,-0.05716591658345075,-0.1425796478940673,-0.09121376687687237,-0.0,0.0
2020-08-06,1.0,-0.0773662100956473,-0.054761155430276,-0.14403196453250505,-0.09218538334177147,-0.0,0.0
2020-08-07,1.0,-0.08030871063870693,-0.05502684738873097,-0.14380862137628914,-0.09412378637443525,-0.0,0.0
2020-08-10,1.0,-0.07388512259182355,-0.06194909310928067,-0.14215976127941035,-0.09712462699907866,-0.0,0.0
2020-08-11,1.0,-0.0801126713889234,-0.05716416055672921,-0.14848873976499177,-0.09501125333112408,-0.0,0.0
2020-08-12,1.0,-0.07826122944487364,-0.05886491557223265,-0.14476878931685247,-0.09764374793069197,-0.0,0.0
