Date,ARTNA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.38237156800655664,-1.118205863726111,-0.025146220616175538,-0.6945944939090266,-0.5050478709533212,0.0
2018-09-25,1.0,-0.3817822225539219,-1.1212403910739608,-0.022762892753190538,-0.697290842600194,-0.5085827300544816,0.0
2018-09-26,1.0,-0.38543849146961984,-1.1268332834480694,-0.027686321460640526,-0.6983687518706974,-0.5030679437294223,0.0
2018-09-27,1.0,-0.38504518693516326,-1.1330858364270446,-0.02673716578542768,-0.7000787490156373,-0.5050061874226572,0.0
2018-09-28,1.0,-0.39425833710577946,-1.1351290176550477,-0.02629394899652935,-0.7062396257733514,-0.5105251244907199,0.0
2018-10-01,1.0,-0.393969128580594,-1.136090878212628,-0.02679548628146583,-0.7061554138204326,-0.5110012454240103,0.0
2018-10-02,1.0,-0.39425113464447803,-1.149130105900151,-0.02382753403933434,-0.7049924357034796,-0.509947049924357,0.0
2018-10-03,1.0,-0.39825028527957396,-1.1660327120578164,-0.02605553442373526,-0.705857740585774,-0.507569418029669,0.0
2018-10-04,1.0,-0.3998783639957428,-1.1616998631594952,-0.02679793218792763,-0.7075414322639502,-0.505207541432264,0.0
2018-10-05,1.0,-0.4054477383863081,-1.1764211491442542,-0.024106051344743275,-0.7108037897310514,-0.5035146699266504,0.0
2018-10-08,1.0,-0.4046337646475056,-1.1756937287682736,-0.02293980686285736,-0.7109813351654642,-0.5026909424023818,0.0
2018-10-09,1.0,-0.41838364805636336,-1.261540982263548,-0.0,-0.8082169336009504,-0.6079957399746037,0.0
2018-10-10,1.0,-0.42134371159360917,-1.2606718557968046,-0.0,-0.8103646046702171,-0.6043015157722245,0.0
2018-10-11,1.0,-0.31536495767449285,-1.2665708353298195,-0.0,-0.7864957674492893,-0.6245807379012938,0.0
2018-10-12,1.0,-0.3238155251860895,-1.2630065771336298,-0.0,-0.7607813792288606,-0.5908392737584183,0.0
2018-10-15,1.0,-0.2896578843885175,-1.2968934329532047,-0.0,-0.7547384978372,-0.5911128588281557,0.0
2018-10-16,1.0,-0.28470282814774023,-1.3054320890532194,-0.0,-0.7534122644849152,-0.5898989104354324,0.0
2018-10-17,1.0,-0.25866255540566585,-1.2578916939680092,-0.0,-0.7435343996916554,-0.5941799961456927,0.0
2018-10-18,1.0,-0.2594321425815909,-1.260628037960034,-0.0,-0.7428824936347503,-0.5947843530591775,0.0
2018-10-19,1.0,-0.23578947368421055,-1.2497224880382776,-0.0,-0.7483253588516747,-0.5939138755980862,0.0
2018-10-22,1.0,-0.23600749837407706,-1.2422433911014192,-0.0,-0.7509086040016834,-0.596579823252611,0.0
2018-10-23,1.0,-0.2380096381855733,-1.242102042377419,-0.0,-0.7490629541803717,-0.5955021800657844,0.0
2018-10-24,1.0,-0.235859165709912,-1.2380022962112516,-0.0,-0.7525066972828167,-0.6006505931879067,0.0
2018-10-25,1.0,-0.18505258447079884,-1.1896397404341017,-0.0,-0.7866786007309614,-0.5680241664801969,0.0
2018-10-26,1.0,-0.16213327436237654,-1.1722320507150228,-0.0,-0.7942282176028306,-0.5570912575556538,0.0
2018-10-29,1.0,-0.138215253864752,-1.182247783720419,-0.0,-0.7833540918748626,-0.5594182724009086,0.0
2018-10-30,1.0,-0.12080093882939709,-1.1845019803432595,-0.0,-0.7860862549508583,-0.5759131582807687,0.0
2018-10-31,1.0,-0.12224733848621844,-1.1718681639200814,-0.0,-0.781354819892081,-0.5704754265713868,0.0
2018-11-01,1.0,-0.082342547944197,-1.2201199985276252,-0.0,-0.7938307505429381,-0.5846063238487871,0.0
2018-11-02,1.0,-0.08723925035619041,-1.1899682168560262,-0.0,-0.7987432871807987,-0.5772476527965514,0.0
2018-11-05,1.0,-0.08155055768879137,-1.2088498811482904,-0.0,-0.8017187785701224,-0.5648198939477052,0.0
2018-11-06,1.0,-0.09025667313536669,-1.2167990919409761,-0.0,-0.7972977920984218,-0.5571747647468053,0.0
2018-11-07,1.0,-0.0907058564831782,-1.2175474602360186,-0.0,-0.7985780253609911,-0.5580150993183318,0.0
2018-11-08,1.0,-0.054649769417916404,-1.2222666037256253,-0.0,-0.7882639166273284,-0.5660336250408511,0.0
2018-11-09,1.0,-0.057358243198951164,-1.225135656797407,-0.0,-0.7897956954004152,-0.5695400415164427,0.0
2018-11-12,1.0,-0.055885763989562194,-1.2120904610031893,-0.0,-0.7914250507393448,-0.5648376340968396,0.0
2018-11-13,1.0,-0.016539348515422315,-1.218182473335255,-0.0,-0.8046266935716345,-0.563995387719804,0.0
2018-11-14,1.0,-0.017584318247333527,-1.2173897376765639,-0.0,-0.8048068607667916,-0.563562986451427,0.0
2018-11-15,1.0,-0.015971223021582735,-1.2177338129496402,-0.0,-0.8056474820143884,-0.5577697841726619,0.0
2018-11-16,1.0,-0.013624466673837439,-1.2085977555483849,-0.0,-0.8027320641067012,-0.5604316804704027,0.0
2018-11-19,1.0,-0.02147482014388489,-1.2101079136690647,-0.0,-0.802841726618705,-0.5626978417266187,0.0
2018-11-20,1.0,-0.0,-1.1963124419352533,-0.0,-0.7980776102336883,-0.5788251268491389,0.0
2018-11-21,1.0,-0.0,-1.1911561980841965,-0.0,-0.7955180092608958,-0.5480188045668234,0.0
2018-11-23,1.0,-0.0,-1.18419937870658,-0.0,-0.797550127082745,-0.5483267438576673,0.0
2018-11-26,1.0,-0.0,-1.1859078399548373,-0.0,-0.7958153976430739,-0.5466092724578364,0.0
2018-11-27,1.0,-0.0,-1.1896164114093017,-0.0,-0.7858999578474077,-0.5371645356189406,0.0
2018-11-28,1.0,-0.0,-1.1868830575754383,-0.0,-0.7875083429936418,-0.5384480275406611,0.0
2018-11-29,1.0,-0.0,-1.1638702073077722,-0.0,-0.7692574360396588,-0.5335575123067323,0.0
2018-11-30,1.0,-0.0,-1.164119094658764,-0.0,-0.769436068073897,-0.5324945409171259,0.0
2018-12-03,1.0,-0.0,-1.163630696772406,-0.0,-0.7681465576949715,-0.5313409059426514,0.0
2018-12-04,1.0,-0.0,-1.1766094867699144,-0.0,-0.7640113896798388,-0.5318424890617404,0.0
2018-12-06,1.0,-0.0,-1.1066431789694773,-0.0,-0.7804464920898404,-0.5005250855381279,0.0
2018-12-07,1.0,-0.0,-1.1286906732891833,-0.0,-0.8122240618101545,-0.5082781456953642,0.0
