Date,HOG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.31964398346064893,-0.6836498703483075,-0.0,-0.6849463872731095,-0.8158945966781133,0.0
2018-09-25,1.0,-0.3185915196577,-0.6850910111177358,-0.0,-0.686002875881177,-0.8174867604250693,0.0
2018-09-26,1.0,-0.32030592197586305,-0.6868509682851529,-0.0,-0.6862194779680044,-0.8149031714847038,0.0
2018-09-27,1.0,-0.32429968797111103,-0.6794166111559092,-0.0,-0.6870595659643096,-0.8152017669950566,0.0
2018-09-28,1.0,-0.3245564827150971,-0.6794404319472688,-0.0,-0.6870135334128042,-0.8150199845733119,0.0
2018-10-01,1.0,-0.324376468937454,-0.6810257129827763,-0.0,-0.6870242396604342,-0.8154488371277231,0.0
2018-10-02,1.0,-0.32797585626052783,-0.6675322852330152,-0.0011229646266142617,-0.6921322290847838,-0.820466030320045,0.0
2018-10-03,1.0,-0.32760495212709995,-0.6620138182583384,-0.0006312909900747028,-0.6936134394837443,-0.8233437379440957,0.0
2018-10-04,1.0,-0.33524264680043575,-0.6546016797273079,-0.0015461925009663704,-0.704009558280915,-0.8186737885230349,0.0
2018-10-05,1.0,-0.3330638073475128,-0.6562489013886448,-0.0,-0.7052909122868695,-0.8209175602039023,0.0
2018-10-08,1.0,-0.32934931627236613,-0.6527929131367104,-0.0,-0.7117446479417865,-0.8214222940907653,0.0
2018-10-09,1.0,-0.3299349622077694,-0.6530145895587978,-0.0,-0.7115837581297241,-0.821023026894006,0.0
2018-10-10,1.0,-0.32834659593280285,-0.6620335985853227,-0.0,-0.7149425287356321,-0.8313704686118479,0.0
2018-10-11,1.0,-0.2655536088494967,-0.6403861348723762,-0.0,-0.6907142120993507,-0.8387440310556872,0.0
2018-10-12,1.0,-0.274248854184349,-0.6315056866406383,-0.0,-0.6706840943812596,-0.818570701069428,0.0
2018-10-15,1.0,-0.24820436373492347,-0.6541197994308172,-0.0,-0.6656389754709311,-0.8200636942675159,0.0
2018-10-16,1.0,-0.24654471544715445,-0.6566056910569106,-0.0,-0.6649728997289972,-0.819410569105691,0.0
2018-10-17,1.0,-0.22589889699756738,-0.6185477690026325,-0.0,-0.6600019994001799,-0.8278849678429804,0.0
2018-10-18,1.0,-0.22487734873010043,-0.6168274204852652,-0.0,-0.6657210559690285,-0.8299903213963888,0.0
2018-10-19,1.0,-0.21557025562610116,-0.6111757470996909,-0.0,-0.665591862513712,-0.8317986902901972,0.0
2018-10-22,1.0,-0.21755356369331247,-0.6201059611475792,-0.0,-0.6641897970744061,-0.8302622371797008,0.0
2018-10-23,1.0,-0.21385854131168353,-0.6227322842537837,-0.0,-0.6700745046941298,-0.8343523437238982,0.0
2018-10-24,1.0,-0.21261001974498844,-0.6266523878049596,-0.0,-0.6715973360998627,-0.8357150028446169,0.0
2018-10-25,1.0,-0.17218241042345275,-0.5798371335504886,-0.0,-0.6942345276872964,-0.8111074918566775,0.0
2018-10-26,1.0,-0.14817813765182183,-0.5715627530364371,-0.0,-0.7130040485829959,-0.8061214574898785,0.0
2018-10-29,1.0,-0.14516233555829175,-0.5713174778044197,-0.0,-0.7155077441513835,-0.8082107446050159,0.0
2018-10-30,1.0,-0.12407004320847277,-0.5755173646080375,-0.0,-0.7199896039764792,-0.8292128260940191,0.0
2018-10-31,1.0,-0.12444026218443767,-0.5731390745668116,-0.0,-0.7191251865792718,-0.828152378480109,0.0
2018-11-01,1.0,-0.11948910788381743,-0.5762448132780084,-0.0,-0.718263744813278,-0.8276711618257262,0.0
2018-11-02,1.0,-0.12059261176166138,-0.5701300381704082,-0.0,-0.7184447176036747,-0.8256453386815036,0.0
2018-11-05,1.0,-0.11345055800674798,-0.5958992992473398,-0.0,-0.7239813132623929,-0.8108941084868934,0.0
2018-11-06,1.0,-0.12345558590193782,-0.6063532318897126,-0.0,-0.7195018858108987,-0.802054883599948,0.0
2018-11-07,1.0,-0.12316791784472395,-0.6061551460791005,-0.0,-0.7187936693640116,-0.8017289005882162,0.0
2018-11-08,1.0,-0.11697611872590001,-0.604679044749036,-0.0,-0.7164706263568906,-0.802209908946567,0.0
2018-11-09,1.0,-0.11680274753758423,-0.6045554691550026,-0.0,-0.7167897874546397,-0.8018727319854846,0.0
2018-11-12,1.0,-0.11612070356624171,-0.5873164434403744,-0.0,-0.7243504921736323,-0.7995804421494271,0.0
2018-11-13,1.0,-0.08555035579203796,-0.5841400089749343,-0.0,-0.7331239181998846,-0.8025514456054875,0.0
2018-11-14,1.0,-0.08944895068881163,-0.5862623921720097,-0.0,-0.7381228273464657,-0.8048796189004763,0.0
2018-11-15,1.0,-0.08842815814850531,-0.5871745419479267,-0.0,-0.741658630665381,-0.7971391835422693,0.0
2018-11-16,1.0,-0.08432768796510137,-0.5775596612779061,-0.0,-0.7413394919168591,-0.8043366692327432,0.0
2018-11-19,1.0,-0.08556767158434893,-0.5771007055805002,-0.0,-0.7405388069275176,-0.8039769082745349,0.0
2018-11-20,1.0,-0.07166831825592175,-0.5730588498545537,-0.0,-0.7418725825528243,-0.8100246140076081,0.0
2018-11-21,1.0,-0.07895571627965993,-0.5675675675675675,-0.0,-0.7430211902042887,-0.7826417967263037,0.0
2018-11-23,1.0,-0.08032064890212605,-0.5568264630398276,-0.0,-0.7475998859351731,-0.7837204144355375,0.0
2018-11-26,1.0,-0.07974663499604118,-0.5593349168646081,-0.0,-0.745938242280285,-0.7820427553444181,0.0
2018-11-27,1.0,-0.07998476480670348,-0.5602742334793372,-0.0,-0.7490001904399162,-0.7847394147146575,0.0
2018-11-28,1.0,-0.08168513286136068,-0.5554144576018286,-0.0,-0.7514524270611765,-0.7861836883710595,0.0
2018-11-29,1.0,-0.06779340949863091,-0.5465646932930476,-0.0,-0.7467975954426714,-0.7862021212979573,0.0
2018-11-30,1.0,-0.06731707317073171,-0.5465302911093628,-0.0,-0.7470967741935484,-0.7861841070023604,0.0
2018-12-03,1.0,-0.06469070543074697,-0.5479831351079227,-0.0,-0.7476244415077716,-0.7861368069976716,0.0
2018-12-04,1.0,-0.06376282495121798,-0.5479637439415874,-0.0,-0.7485680115817964,-0.7869012400075532,0.0
2018-12-06,1.0,-0.05582195991639002,-0.50055330136481,-0.0,-0.7480634452231648,-0.7694885036271978,0.0
2018-12-07,1.0,-0.03212321232123212,-0.5259154486877259,-0.0,-0.7765833726229766,-0.8085494263712086,0.0
