Date,BIIB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7989897064430043,-1.00853030880671,-0.12204536789935189,-0.9936618375905452,-0.8423084254670224,0.0
2018-09-25,1.0,-0.8021538168302678,-1.0061469551129325,-0.1270370723339369,-0.9914228533307919,-0.8383684361002575,0.0
2018-09-26,1.0,-0.8019948458528204,-1.0071108141643599,-0.12379497947885845,-0.9943686169705067,-0.8451369666889377,0.0
2018-09-27,1.0,-0.8135032823805646,-0.995974890986631,-0.12980976568115388,-1.0015812928266807,-0.8509272126120082,0.0
2018-09-28,1.0,-0.8164547853202208,-0.9956824178460063,-0.13019908851043416,-1.0028783881026626,-0.8520988246581914,0.0
2018-10-01,1.0,-0.8177455732040886,-0.9946254618743703,-0.13028456259897309,-1.003790968856471,-0.8522961754402802,0.0
2018-10-02,1.0,-0.8178285275632107,-0.9908842297174111,-0.13217866909753875,-1.004030130019671,-0.8529002542820132,0.0
2018-10-03,1.0,-0.8185179849205206,-0.9952936656581665,-0.13331412380540747,-1.003601786486097,-0.851654420592614,0.0
2018-10-04,1.0,-0.8178277801817395,-0.9991345737775854,-0.13394874753593922,-1.0027405163709793,-0.8542718399923073,0.0
2018-10-05,1.0,-0.8110451192642975,-0.9929590956988217,-0.12041383274259987,-1.0074240827665486,-0.8579365839639812,0.0
2018-10-08,1.0,-0.8086723717550318,-0.9882870392503704,-0.11478701534636898,-1.0119041927618684,-0.8571974948606397,0.0
2018-10-09,1.0,-0.8069051262433052,-0.9891928079571537,-0.10941086457536343,-1.0150631216526396,-0.8613714613618976,0.0
2018-10-10,1.0,-0.8091048201989288,-0.9874713083397092,-0.11151491966335118,-1.016402065799541,-0.8574502677888294,0.0
2018-10-11,1.0,-0.7495354023415722,-0.9875023229882921,-0.006736666047203122,-1.0124047574800223,-0.8898438951867683,0.0
2018-10-12,1.0,-0.7559992672650669,-0.9717439091408683,-0.0,-0.9901080784026378,-0.8617878732368565,0.0
2018-10-15,1.0,-0.7283189478010687,-0.9948394757272686,-0.0,-0.9834223866283053,-0.8603004977850847,0.0
2018-10-16,1.0,-0.7263263628892339,-0.9974431558761757,-0.0,-0.9825586704410556,-0.8594648890512282,0.0
2018-10-17,1.0,-0.6996013794956779,-0.9464325704304206,-0.0,-0.9709768441796928,-0.8618712769292785,0.0
2018-10-18,1.0,-0.6989699955217197,-0.945141065830721,-0.0,-0.9721898790864308,-0.8619793999104345,0.0
2018-10-19,1.0,-0.682710238877542,-0.9278039250510612,-0.0,-0.9719385489743363,-0.8576502974869017,0.0
2018-10-22,1.0,-0.68540877701047,-0.9415014479839607,-0.0,-0.9709957674314992,-0.8574292715526843,0.0
2018-10-23,1.0,-0.6838913906103705,-0.9423960051718757,-0.0,-0.9732489188104687,-0.8590218021311695,0.0
2018-10-24,1.0,-0.682529073653255,-0.9362384707926749,-0.0,-0.9748251125072406,-0.8621396426502695,0.0
2018-10-25,1.0,-0.6413454920853408,-0.8719029593943565,-0.0,-0.9707501720578114,-0.8174036476256022,0.0
2018-10-26,1.0,-0.6104018507411533,-0.8635078399451632,-0.0,-0.9960157655727873,-0.8141975837546055,0.0
2018-10-29,1.0,-0.5783328343526796,-0.8840939224156367,-0.0,-0.98588597579231,-0.8286215303023823,0.0
2018-10-30,1.0,-0.5626336955591682,-0.8854710361940618,-0.0,-0.9875930521091811,-0.8425601095234021,0.0
2018-10-31,1.0,-0.5661970635661546,-0.8603496562844777,-0.0,-0.9825171857761181,-0.8343376050241873,0.0
2018-11-01,1.0,-0.5377626830821481,-0.8861388240288686,-0.0,-0.9839524517087667,-0.8375291870091276,0.0
2018-11-02,1.0,-0.5391444031112613,-0.8714491038214407,-0.0,-0.9839786946229286,-0.8326851538721677,0.0
2018-11-05,1.0,-0.5366935654231273,-0.8773501204106637,-0.0,-0.9838184967679243,-0.8270733871308462,0.0
2018-11-06,1.0,-0.5358214632909252,-0.8766642715245785,-0.0,-0.9851219409104358,-0.8290713893233019,0.0
2018-11-07,1.0,-0.5350114029901174,-0.8762564405777515,-0.0,-0.98374018075851,-0.8283216487879044,0.0
2018-11-08,1.0,-0.5130147304988283,-0.871568463341145,-0.0,-0.9725895547371946,-0.8276280549045866,0.0
2018-11-09,1.0,-0.5142821243089295,-0.8726336069693417,-0.0,-0.9726503601943374,-0.8287401574803149,0.0
2018-11-12,1.0,-0.5138089278264497,-0.8503546099290781,-0.0,-0.9822695035460993,-0.8254484772632458,0.0
2018-11-13,1.0,-0.4870841082868361,-0.8419921471378384,-0.0,-0.9845835916511676,-0.8194668319900806,0.0
2018-11-14,1.0,-0.48791172459395793,-0.8412613133859569,-0.0,-0.9845848658924661,-0.8190271521262966,0.0
2018-11-15,1.0,-0.48693714144207356,-0.8406042345949069,-0.0,-0.9853068636757604,-0.8144372446242106,0.0
2018-11-16,1.0,-0.4855612770339856,-0.8356745623069002,-0.0,-0.983069001029866,-0.8151184346035015,0.0
2018-11-19,1.0,-0.4850657108721625,-0.8359082107691673,-0.0,-0.983520784410662,-0.8153091912824949,0.0
2018-11-20,1.0,-0.43968728255085754,-0.8248946011215259,-0.0,-0.989644304367402,-0.8388932094470141,0.0
2018-11-21,1.0,-0.4507986830874283,-0.8191683940982807,-0.0,-0.991748973702394,-0.8028289233020364,0.0
2018-11-23,1.0,-0.4536581398186181,-0.799707186140144,-0.0,-1.0050022367725406,-0.8085322705274716,0.0
2018-11-26,1.0,-0.4522713383581177,-0.8125076390303524,-0.0,-1.0032593196170299,-0.8061112242819312,0.0
2018-11-27,1.0,-0.4386342414031099,-0.8204295400105558,-0.0,-0.9997158052860217,-0.8011448987048841,0.0
2018-11-28,1.0,-0.4414238693161039,-0.8120606282254459,-0.0,-1.0052013490999228,-0.8049087732130521,0.0
2018-11-29,1.0,-0.4108368452739314,-0.7964278547060003,-0.0,-0.9988761790086294,-0.807505518763797,0.0
2018-11-30,1.0,-0.4101554653918772,-0.7972924115213113,-0.0,-0.9995179367693728,-0.8101876029405857,0.0
2018-12-03,1.0,-0.41057792781930713,-0.7976046941564182,-0.0,-1.0000803793907243,-0.8107065348444659,0.0
2018-12-04,1.0,-0.39806526712961104,-0.8068478304499659,-0.0,-0.998033155380725,-0.8110223578051621,0.0
2018-12-06,1.0,-0.39057501755481,-0.731879534992588,-0.0,-1.0005461496450025,-0.7780681906842474,0.0
2018-12-07,1.0,-0.3972672262346282,-0.7318758539918017,-0.0,-1.0014054265079055,-0.7734530548506734,0.0
2018-12-10,1.0,-0.37429994978950215,-0.7309103549495964,-0.0,-1.000502104978564,-0.756633579236028,0.0
2018-12-11,1.0,-0.3811326585799274,-0.7288109402765974,-0.0,-1.0024337479718768,-0.7506760411032991,0.0
2018-12-12,1.0,-0.3816734914625667,-0.7287336784362204,-0.0,-1.0023951170516883,-0.750289731901414,0.0
2018-12-13,1.0,-0.38140073316612,-0.725062704997106,-0.0,-1.0041288828863593,-0.7481767316226124,0.0
2018-12-14,1.0,-0.3835088125265147,-0.7195418257549462,-0.0,-1.0059007289135715,-0.7477341972308997,0.0
2018-12-17,1.0,-0.3690092165898617,-0.7173195084485406,-0.0,-0.9946620583717358,-0.7592549923195083,0.0
2018-12-18,1.0,-0.35312750448421937,-0.7035835591344503,-0.0,-0.9943517917795673,-0.7653703774376981,0.0
2018-12-19,1.0,-0.326645670515961,-0.7339709942066177,-0.0,-1.0339048952136554,-0.7936156149150435,0.0
2018-12-20,1.0,-0.3240242911847755,-0.7176343171005299,-0.0,-1.0394538351448577,-0.7869106099872356,0.0
2018-12-21,1.0,-0.3186351908191165,-0.7198752262487003,-0.0,-1.0471752609080756,-0.7653175183887241,0.0
2018-12-24,1.0,-0.30811949444657216,-0.7067790118728456,-0.0,-1.0437763309076982,-0.7712753734201455,0.0
2018-12-26,1.0,-0.30916131971601046,-0.718706101218725,-0.0,-1.01530050495463,-0.753521394130377,0.0
2018-12-27,1.0,-0.2724746828501444,-0.6812049866559426,-0.0,-0.9499140862062663,-0.7523123606185793,0.0
2018-12-28,1.0,-0.267587618316705,-0.6867668018857582,-0.0,-0.9501516646566532,-0.7500639549756972,0.0
2018-12-31,1.0,-0.268318532324672,-0.6858897050761978,-0.0,-0.9500785732558564,-0.7502832291780873,0.0
2019-01-02,1.0,-0.2682436384907868,-0.6862752266744662,-0.0,-0.951082187774203,-0.7504387247733255,0.0
2019-01-03,1.0,-0.2688455070556408,-0.6860788184543394,-0.0,-0.9511223221466696,-0.7497258170651458,0.0
2019-01-04,1.0,-0.21803386366953728,-0.7109910961903372,-0.0,-0.9458838125821047,-0.7741935483870968,0.0
2019-01-07,1.0,-0.20164726947179945,-0.6830080572963295,-0.0,-0.9413428827215756,-0.7549865711727842,0.0
2019-01-08,1.0,-0.2041231956552808,-0.6713948835215091,-0.0,-0.94583392882664,-0.7516078319279691,0.0
2019-01-09,1.0,-0.2015196917808219,-0.6612799657534246,-0.0,-0.9463827054794521,-0.7581692351598173,0.0
2019-01-10,1.0,-0.20241702613097573,-0.6588000427792235,-0.0,-0.9471320095540268,-0.7566218673131083,0.0
