Date,IWF,IWM,MTUM,SPY,TSCO,VLUE,VXX
2018-09-24,-0.3804003100993728,-0.8188385368947777,-0.11938825851011348,-0.590034533793784,1.0,-0.6151948692649236,0.0
2018-09-25,-0.3835852979525672,-0.8167530041935369,-0.12404412023822109,-0.5880466575043168,1.0,-0.6115516086971843,0.0
2018-09-26,-0.38345785170566676,-0.8167113053284466,-0.12369608119537637,-0.5882083450803496,1.0,-0.612031294051311,0.0
2018-09-27,-0.38864213197969544,-0.8069303440496335,-0.12686830231246476,-0.5897490129723633,1.0,-0.6129089114495206,0.0
2018-09-28,-0.38699897768533864,-0.8082631226425072,-0.12743681037825644,-0.5896287940212218,1.0,-0.6129305178552544,0.0
2018-10-01,-0.38801918059375223,-0.8072773429236303,-0.12735350116352867,-0.590261617657429,1.0,-0.6129327974049785,0.0
2018-10-02,-0.38804443660730026,-0.8091694586492681,-0.12720860518427082,-0.5898077940398518,1.0,-0.6124493034738141,0.0
2018-10-03,-0.38901052334204395,-0.8145349247828237,-0.12811639240059328,-0.5891659015467194,1.0,-0.6104950914612615,0.0
2018-10-04,-0.392057889163431,-0.8089304624073421,-0.12880338863395693,-0.593046240734204,1.0,-0.6070243558065656,0.0
2018-10-05,-0.3838117349092444,-0.8052975939214859,-0.1198114534965527,-0.5967004361896722,1.0,-0.6120374278879979,0.0
2018-10-08,-0.38199957844446003,-0.8022904517670202,-0.11529544017424295,-0.6012787184711585,1.0,-0.6120635143680179,0.0
2018-10-09,-0.3793018509395454,-0.8051235132662398,-0.10612991765782251,-0.607818987965374,1.0,-0.6205222042367514,0.0
2018-10-10,-0.3809155202139263,-0.8037366735864325,-0.10791316280215332,-0.6087752014355582,1.0,-0.6172196615178916,0.0
2018-10-11,-0.3524912135621253,-0.7989800840741507,-0.072565639859417,-0.5988560402453312,1.0,-0.6227689339122047,0.0
2018-10-12,-0.36886869790955046,-0.7979915288973903,-0.06951086213963656,-0.5796215329963109,1.0,-0.5998087170378467,0.0
2018-10-15,-0.3622753469972377,-0.8077618251884187,-0.05981652627630188,-0.5793745523991407,1.0,-0.6010640111857586,0.0
2018-10-16,-0.361239939980903,-0.8117582867275952,-0.056813531578229444,-0.5794570999863593,1.0,-0.6009071068067112,0.0
2018-10-17,-0.3488669221975657,-0.7825970008741846,-0.046466276645820724,-0.5767265146930266,1.0,-0.6075919575011768,0.0
2018-10-18,-0.34977291841883934,-0.784524810765349,-0.04548359966358284,-0.576282590412111,1.0,-0.6080740117746004,0.0
2018-10-19,-0.33863742729156915,-0.7755231664103763,-0.033596309420338304,-0.5831717590425887,1.0,-0.6120211272313966,0.0
2018-10-22,-0.33892695971920433,-0.7746949690790573,-0.033829182684272104,-0.5832525488885174,1.0,-0.6121009526993146,0.0
2018-10-23,-0.3411104054550924,-0.7741752181034195,-0.038740515426011965,-0.5789350536484273,1.0,-0.6096199485242504,0.0
2018-10-24,-0.3424868043027995,-0.7714304803901917,-0.03173648693793011,-0.5815794748446582,1.0,-0.6134161822676555,0.0
2018-10-25,-0.31859155846268994,-0.7359497543037521,-0.028474730710403854,-0.5823814637638712,1.0,-0.588889973640535,0.0
2018-10-26,-0.32324158020488986,-0.7408765096717179,-0.033253690308643995,-0.5827905606650737,1.0,-0.5928386737799889,0.0
2018-10-29,-0.3020032840722496,-0.7730377668308702,-0.007750410509031199,-0.5830213464696223,1.0,-0.6182594417077176,0.0
2018-10-30,-0.2692614240170032,-0.7886888947927737,-0.0,-0.5999601487778958,1.0,-0.6630247077577045,0.0
2018-10-31,-0.2779027456169368,-0.7648693350975851,-0.0,-0.6037049288785974,1.0,-0.6615282831624214,0.0
2018-11-01,-0.24700534227029897,-0.7956996383183462,-0.0,-0.6082556326110761,1.0,-0.6672196967183196,0.0
2018-11-02,-0.2534407076141127,-0.7657678471236675,-0.0,-0.6185352651902704,1.0,-0.6627281428429982,0.0
2018-11-05,-0.24690827326235035,-0.7880761854374709,-0.0,-0.6227432048144963,1.0,-0.6489650155413001,0.0
2018-11-06,-0.2503884425931436,-0.7905385301993455,-0.0,-0.6200535554894377,1.0,-0.6449138814506266,0.0
2018-11-07,-0.24950390263262331,-0.7926974467522159,-0.0,-0.619394099748644,1.0,-0.6457534065352559,0.0
2018-11-08,-0.23453667509772363,-0.7913149164011432,-0.0,-0.6121932792431758,1.0,-0.6468153598528398,0.0
2018-11-09,-0.2334012621614515,-0.7919734420194583,-0.0,-0.6144819879042861,1.0,-0.6470220878254009,0.0
2018-11-12,-0.23338687997901844,-0.7728747992000786,-0.0,-0.6262334852309608,1.0,-0.6459036816050879,0.0
2018-11-13,-0.21017202692595366,-0.7698936619947319,-0.0,-0.6283047705765665,1.0,-0.6435563071119638,0.0
2018-11-14,-0.21014634146341463,-0.7699512195121951,-0.0,-0.6283252032520326,1.0,-0.643609756097561,0.0
2018-11-15,-0.20923957215774247,-0.770213596020677,-0.0,-0.6285639975291786,1.0,-0.6430638187197244,0.0
2018-11-16,-0.20354356306892069,-0.7599804941482445,-0.0,-0.6315669700910274,1.0,-0.655884265279584,0.0
2018-11-19,-0.20748089120182142,-0.7593755082127176,-0.0,-0.6300861928768906,1.0,-0.6556187998048463,0.0
2018-11-20,-0.16683381320565493,-0.7525799877066417,-0.0,-0.63647245317201,1.0,-0.6792403998576558,0.0
2018-11-21,-0.16271680985573025,-0.7558761549683903,-0.0,-0.6390662992381261,1.0,-0.6843248500567353,0.0
2018-11-23,-0.1632811740693945,-0.7518709301195452,-0.0,-0.6401658729387372,1.0,-0.6843554605241844,0.0
2018-11-26,-0.16229789715840975,-0.7582542202637462,-0.0,-0.6378511486245666,1.0,-0.681754852088261,0.0
2018-11-27,-0.15051053379862997,-0.7666408168540778,-0.0,-0.6354530179656198,1.0,-0.6786222049890139,0.0
2018-11-28,-0.15519533149619064,-0.75325012157562,-0.0,-0.6471389204084941,1.0,-0.6864321608040201,0.0
2018-11-29,-0.15184514961545917,-0.7493052413882246,-0.0,-0.6447036773734892,1.0,-0.6855813352291087,0.0
2018-11-30,-0.1515347334410339,-0.7494345718901454,-0.0,-0.6449434571890146,1.0,-0.6851050080775445,0.0
2018-12-03,-0.14998869837579512,-0.7496851690400077,-0.0,-0.6447092253543866,1.0,-0.6846523943298136,0.0
2018-12-04,-0.14261788198917805,-0.7532852357639784,-0.0,-0.6414905952074209,1.0,-0.6834256634887915,0.0
2018-12-06,-0.136109189257186,-0.7043839235172024,-0.0,-0.6413925404113466,1.0,-0.6629347757720612,0.0
2018-12-07,-0.13424760946149977,-0.7049572219426271,-0.0,-0.6419539506794162,1.0,-0.6643180674383493,0.0
2018-12-10,-0.12444040947938516,-0.7053501549635288,-0.0,-0.6411733400118962,1.0,-0.6596124346492189,0.0
2018-12-11,-0.13711168928873702,-0.7022350396539293,-0.0,-0.6464687627347104,1.0,-0.6488824801730353,0.0
2018-12-12,-0.13780132284254412,-0.7020469577756182,-0.0,-0.646562803673866,1.0,-0.6482868875583837,0.0
2018-12-13,-0.13811150459118118,-0.701275502209408,-0.0,-0.6467140932025447,1.0,-0.6478109624243944,0.0
2018-12-14,-0.14260651629072682,-0.6888471177944863,-0.0,-0.6536967418546367,1.0,-0.6476817042606516,0.0
2018-12-17,-0.14048111257282467,-0.6893127858172022,-0.0,-0.6542003382822777,1.0,-0.6482803984213493,0.0
2018-12-18,-0.1333915103160257,-0.6829146668328867,-0.0,-0.6514679299382908,1.0,-0.6488499657171352,0.0
2018-12-19,-0.12850904553961323,-0.6850592638802245,-0.0,-0.6549282595134124,1.0,-0.6506550218340612,0.0
2018-12-20,-0.12638608479577573,-0.6719987575710513,-0.0,-0.6618419009162912,1.0,-0.6458456282031371,0.0
2018-12-21,-0.12364506009876697,-0.6727334844861322,-0.0,-0.663074199459577,1.0,-0.6464577445103581,0.0
2018-12-24,-0.11617615201312165,-0.6657691950608114,-0.0,-0.6610652059542599,1.0,-0.6517500696314178,0.0
2018-12-26,-0.11636977886977887,-0.6703009828009828,-0.0,-0.6433353808353808,1.0,-0.6412776412776413,0.0
2018-12-27,-0.09465881579340646,-0.6474579310757091,-0.0,-0.6028932659832024,1.0,-0.6439310159308964,0.0
2018-12-28,-0.09338870134137962,-0.6486123144026529,-0.0,-0.6025154602216711,1.0,-0.6429659725749111,0.0
2018-12-31,-0.09499193211020139,-0.6463276160879698,-0.0,-0.6029701786888185,1.0,-0.6437877248550767,0.0
2019-01-02,-0.09228518540634142,-0.6461754344061623,-0.0,-0.6016898548993849,1.0,-0.6454588881590733,0.0
2019-01-03,-0.10535911767343156,-0.6435125683713423,-0.0,-0.6144603520937323,1.0,-0.6256089906447082,0.0
2019-01-04,-0.08705098062557663,-0.6492663908812238,-0.0,-0.6086723609416387,1.0,-0.6310824082616588,0.0
2019-01-07,-0.07172995780590717,-0.6289556962025317,-0.0,-0.6104078762306611,1.0,-0.6190811064228786,0.0
2019-01-08,-0.07340335273982622,-0.621924460957842,-0.0,-0.613264679207747,1.0,-0.6170094496942746,0.0
2019-01-09,-0.07028875379939209,-0.6114683189151273,-0.0,-0.6151508066401683,1.0,-0.6257014262333411,0.0
2019-01-10,-0.0704036005494345,-0.6113627728906684,-0.0,-0.6151036034719584,1.0,-0.6256246894818366,0.0
