Date,APAM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2914103288882977,-0.5901699311629145,-0.10165940607229558,-0.6368926873067075,-0.705297462671677,0.0
2018-09-25,1.0,-0.2926334685193804,-0.5888571238614454,-0.10374975068147066,-0.6356292799680873,-0.70337743501097,0.0
2018-09-26,1.0,-0.29247697882384227,-0.5887769688507695,-0.10338752036169009,-0.6358166284365546,-0.7038994714271467,0.0
2018-09-27,1.0,-0.2932850450210984,-0.5860384755955743,-0.10419643153802703,-0.6355450709373027,-0.7035584942020798,0.0
2018-09-28,1.0,-0.29237823111170175,-0.5868496245597714,-0.10465811681839324,-0.635258156688152,-0.7033357698185925,0.0
2018-10-01,1.0,-0.29548404273020734,-0.5860760757429532,-0.10406336317348332,-0.6379580019301808,-0.7042830044261041,0.0
2018-10-02,1.0,-0.29547349811534745,-0.6025551219186764,-0.09976983888722105,-0.6361119450281865,-0.7017578971947029,0.0
2018-10-03,1.0,-0.29521205654841287,-0.5978594291811149,-0.09929314483862363,-0.6375033342224593,-0.7043878367564683,0.0
2018-10-04,1.0,-0.2956394185891452,-0.597112948393119,-0.09967995732764369,-0.6376183491132151,-0.7037271636218162,0.0
2018-10-05,1.0,-0.2822856762955822,-0.5895356181231926,-0.08679320546488051,-0.6482066283282918,-0.7173486686833095,0.0
2018-10-08,1.0,-0.28053517479499357,-0.5865675110388102,-0.08269977756382592,-0.652534776401846,-0.7175724577537267,0.0
2018-10-09,1.0,-0.27963879021280835,-0.5867999070415989,-0.0805418146807875,-0.6537299558447596,-0.7192324292022177,0.0
2018-10-10,1.0,-0.27884007848092845,-0.5900369126400852,-0.07814838216221609,-0.6547504239965416,-0.7236872734528284,0.0
2018-10-11,1.0,-0.2333268267291301,-0.5923937796863817,-0.01584358123495348,-0.6554753074370486,-0.7562626065456438,0.0
2018-10-12,1.0,-0.2296652271325129,-0.5922654804039355,-0.008734617008150144,-0.6573367535798941,-0.7590999123291229,0.0
2018-10-15,1.0,-0.18773294971555612,-0.6519649512849015,-0.0,-0.658798142941215,-0.7709409533773621,0.0
2018-10-16,1.0,-0.1795720418127601,-0.6692990792017564,-0.0,-0.6580594422780746,-0.7699642822033621,0.0
2018-10-17,1.0,-0.16007630379255713,-0.6355200620776618,-0.0,-0.6563742765689159,-0.781208574477028,0.0
2018-10-18,1.0,-0.15903349096327005,-0.6336399559499902,-0.0,-0.6627583079613915,-0.7835719375526332,0.0
2018-10-19,1.0,-0.1576582443344621,-0.6424524615785361,-0.0,-0.6666123990622558,-0.7893331596769992,0.0
2018-10-22,1.0,-0.15810032225513493,-0.6394974121936136,-0.0,-0.667523843624882,-0.7899807948959995,0.0
2018-10-23,1.0,-0.1635889920208435,-0.6405145741735874,-0.0,-0.6642240677414102,-0.7885035010584596,0.0
2018-10-24,1.0,-0.1613186670137985,-0.6387008591512626,-0.0,-0.6645404842488934,-0.7898008331163759,0.0
2018-10-25,1.0,-0.13481895921416537,-0.6050799504084942,-0.0,-0.6686270146549257,-0.7704167593858283,0.0
2018-10-26,1.0,-0.1278000695080724,-0.5978010173454235,-0.0,-0.6692047644624182,-0.7646835802976208,0.0
2018-10-29,1.0,-0.10610972961062672,-0.6071956939154521,-0.0,-0.6611791368944568,-0.7732695394881803,0.0
2018-10-30,1.0,-0.09540446962543281,-0.6077746301542336,-0.0,-0.6620081838212151,-0.7824677368586718,0.0
2018-10-31,1.0,-0.09685510927162701,-0.5987834321010881,-0.0,-0.6601448593735303,-0.7797008748001129,0.0
2018-11-01,1.0,-0.05190102595051298,-0.6546390115300321,-0.0,-0.674935679573103,-0.7948098974049488,0.0
2018-11-02,1.0,-0.06204842185321333,-0.6192800101407022,-0.0,-0.6944479655216124,-0.7931930536189632,0.0
2018-11-05,1.0,-0.06259904912836767,-0.618066561014263,-0.0,-0.6944849445324881,-0.7944532488114104,0.0
2018-11-06,1.0,-0.06229788852957961,-0.6175575423245196,-0.0,-0.6951683469659502,-0.7953522287743326,0.0
2018-11-07,1.0,-0.062086014008176725,-0.617437327670903,-0.0,-0.6946090704528889,-0.7951383386682725,0.0
2018-11-08,1.0,-0.04553757006991246,-0.616520753290924,-0.0,-0.6887636203312968,-0.7983561126157335,0.0
2018-11-09,1.0,-0.046667717031668506,-0.6170789349298881,-0.0,-0.6885457696549551,-0.7988025838979045,0.0
2018-11-12,1.0,-0.045847071753807506,-0.6021667451719266,-0.0,-0.695211179149003,-0.7969853980216675,0.0
2018-11-13,1.0,-0.02447923163278034,-0.5977610078583011,-0.0,-0.6981726331545466,-0.797960583759511,0.0
2018-11-14,1.0,-0.02463361396944185,-0.5975678203928906,-0.0,-0.6981290926099158,-0.7978484565014031,0.0
2018-11-15,1.0,-0.02367453741199925,-0.5990592486449442,-0.0,-0.7022926920441094,-0.7900442340041118,0.0
2018-11-16,1.0,-0.02235557490205833,-0.594117281263603,-0.0,-0.7009203407748273,-0.7918350848827809,0.0
2018-11-19,1.0,-0.025375501446030412,-0.5934633205833877,-0.0,-0.6995055508909412,-0.7913673539198307,0.0
2018-11-20,1.0,-0.0,-0.5829980813269791,-0.0,-0.70081079408306,-0.8108250293990222,0.0
2018-11-21,1.0,-0.0,-0.5787533409111855,-0.0,-0.7022211299192037,-0.7911277687321434,0.0
2018-11-23,1.0,-0.0,-0.5764471057884232,-0.0,-0.7031168432366037,-0.7912175648702595,0.0
2018-11-26,1.0,-0.0,-0.581728849992323,-0.0,-0.7005066789497927,-0.7885459849531706,0.0
2018-11-27,1.0,-0.0,-0.580677748186243,-0.0,-0.6956867787063397,-0.7848287262374873,0.0
2018-11-28,1.0,-0.0,-0.5748193066274654,-0.0,-0.700202131569276,-0.7875780962881295,0.0
2018-11-29,1.0,-0.0,-0.5675634502300356,-0.0,-0.6939764175375521,-0.7852899058529601,0.0
2018-11-30,1.0,-0.0,-0.5696601051473286,-0.0,-0.6947670864408851,-0.7921811957452012,0.0
2018-12-03,1.0,-0.0,-0.5703576783037052,-0.0,-0.6960193372701404,-0.7932870299544106,0.0
2018-12-04,1.0,-0.0,-0.5784253703930451,-0.0,-0.6903697808252724,-0.7923043957389494,0.0
2018-12-06,1.0,-0.0,-0.5493573885235021,-0.0,-0.6860254631026369,-0.7816026066493695,0.0
2018-12-07,1.0,-0.0,-0.5511167604866534,-0.0,-0.6865201864293929,-0.7888445009381999,0.0
2018-12-10,1.0,-0.0,-0.5494192154155536,-0.0,-0.6797730888135185,-0.7723084311312542,0.0
2018-12-11,1.0,-0.0,-0.5506697903526161,-0.0,-0.676157866282213,-0.7767165255000901,0.0
2018-12-12,1.0,-0.0,-0.5516505321387769,-0.0,-0.6755156033912573,-0.7792676327340508,0.0
2018-12-13,1.0,-0.0,-0.5546590395905464,-0.0,-0.6749661297606503,-0.7810627728435947,0.0
2018-12-14,1.0,-0.0,-0.5576807228915662,-0.0,-0.6734036144578313,-0.780933734939759,0.0
2018-12-17,1.0,-0.0,-0.5553350771173446,-0.0,-0.6674483629475962,-0.783740717356664,0.0
2018-12-18,1.0,-0.0,-0.5438428652575562,-0.0,-0.6608867230709439,-0.7848964094591766,0.0
2018-12-19,1.0,-0.0,-0.543905282985021,-0.0,-0.660866445421114,-0.7850330373426616,0.0
2018-12-20,1.0,-0.0,-0.5529970540491793,-0.0,-0.6629892382612877,-0.790085973666807,0.0
2018-12-21,1.0,-0.0,-0.5513016386567209,-0.0,-0.662262963961535,-0.78215152332165,0.0
2018-12-24,1.0,-0.0,-0.5337604290822408,-0.0,-0.6533969010727055,-0.792580452920143,0.0
2018-12-26,1.0,-0.0,-0.5343323442136498,-0.0,-0.6446290801186942,-0.7883679525222552,0.0
2018-12-27,1.0,-0.0,-0.5227312672095612,-0.0,-0.6227371257835842,-0.7837893256781299,0.0
2018-12-28,1.0,-0.0,-0.5226447152566206,-0.0,-0.6228614951956879,-0.7839817201781112,0.0
2018-12-31,1.0,-0.0,-0.5207606880182846,-0.0,-0.624227151522255,-0.7852726580127172,0.0
2019-01-02,1.0,-0.0,-0.5209872200726932,-0.0,-0.6247508500410364,-0.7854086059327002,0.0
2019-01-03,1.0,-0.0,-0.5206563140931731,-0.0,-0.6290946381482567,-0.7802226779958982,0.0
2019-01-04,1.0,-0.0,-0.5209360683960199,-0.0,-0.6153891044906772,-0.7815937673251436,0.0
2019-01-07,1.0,-0.0,-0.495872047866985,-0.0,-0.6132382130426028,-0.7675114345712395,0.0
2019-01-08,1.0,-0.0,-0.49003102735003445,-0.0,-0.6167547690186165,-0.7661169846012411,0.0
2019-01-09,1.0,-0.0,-0.48282689162434367,-0.0,-0.6163381251614014,-0.7701931078017847,0.0
2019-01-10,1.0,-0.0,-0.48051165858835004,-0.0,-0.6185504918691026,-0.7689792640605732,0.0
2019-01-11,1.0,-0.0,-0.48370359753475706,-0.0,-0.6171133725096747,-0.7657159237494626,0.0
2019-01-14,1.0,-0.0,-0.4892078071182549,-0.0,-0.6252583237657865,-0.7557979334098738,0.0
2019-01-15,1.0,-0.0,-0.48531428571428575,-0.0,-0.6256285714285714,-0.7462000000000001,0.0
2019-01-16,1.0,-0.0,-0.4853613906678865,-0.0,-0.6302035681610247,-0.7435384263494969,0.0
2019-01-17,1.0,-0.0,-0.48082031361572075,-0.0,-0.6303161863414356,-0.7451086801291023,0.0
2019-01-18,1.0,-0.0,-0.4818350721737888,-0.0,-0.6316707160211519,-0.7448620837501786,0.0
2019-01-22,1.0,-0.0,-0.4197196099924998,-0.0,-0.6532337160330006,-0.8117175330294812,0.0
2019-01-23,1.0,-0.0,-0.4046725193485041,-0.0,-0.6572426937738246,-0.8259212198221093,0.0
2019-01-24,1.0,-0.0,-0.4130372410627188,-0.0,-0.6292821483904286,-0.826791759912779,0.0
2019-01-25,1.0,-0.0,-0.36727126390525744,-0.0,-0.6195349104602029,-0.8876656414383857,0.0
2019-01-28,1.0,-0.0,-0.36412561188560966,-0.0,-0.6148913634672086,-0.8836057595969428,0.0
2019-01-29,1.0,-0.0,-0.3593176605504587,-0.0,-0.6116112385321101,-0.8960149082568807,0.0
2019-01-30,1.0,-0.0,-0.3470506769169893,-0.0,-0.5821486108363245,-0.8971764506373476,0.0
2019-01-31,1.0,-0.0,-0.3476113885831993,-0.0,-0.5589604672818081,-0.9151499760151246,0.0
2019-02-01,1.0,-0.0,-0.3425003507787288,-0.0,-0.5767644170057528,-0.8869650624386137,0.0
2019-02-04,1.0,-0.0,-0.3372615039281706,-0.0,-0.5744388327721661,-0.8941358024691358,0.0
2019-02-05,1.0,-0.0,-0.33675702980299715,-0.0,-0.5686423079081776,-0.9008811808946513,0.0
2019-02-06,1.0,-0.0,-0.30559120584788796,-0.0,-0.5713687852240388,-0.9130628871156743,0.0
2019-02-07,1.0,-0.0,-0.2935682622877694,-0.0,-0.5620173408793108,-0.9323371156151551,0.0
2019-02-08,1.0,-0.0,-0.3036094012311136,-0.0,-0.585394515948517,-0.9090095131505317,0.0
2019-02-11,1.0,-0.0,-0.3058619338222944,-0.0,-0.5918201668439617,-0.9017132299423325,0.0
2019-02-12,1.0,-0.0,-0.31905320813771515,-0.0,-0.5766543706684552,-0.8988374692600044,0.0
2019-02-13,1.0,-0.0,-0.341524643664054,-0.0,-0.5666787537307189,-0.8811190761763967,0.0
2019-02-14,1.0,-0.0,-0.353792220800178,-0.0,-0.5565633520672194,-0.8719047354070446,0.0
2019-02-15,1.0,-0.0,-0.36649593586460305,-0.0,-0.550495490479902,-0.8666629551274914,0.0
2019-02-19,1.0,-0.0,-0.3649645192709058,-0.0,-0.551662724363434,-0.8661750382635314,0.0
2019-02-20,1.0,-0.0,-0.363752748323175,-0.0,-0.5515014889649607,-0.8678856697559211,0.0
2019-02-21,1.0,-0.0,-0.3803490518543379,-0.0,-0.5510152710186272,-0.8654975667058231,0.0
2019-02-22,1.0,-0.0,-0.37619220764691075,-0.0,-0.5553380135932648,-0.8654378653539562,0.0
2019-02-25,1.0,-0.0,-0.3815645744055121,-0.0,-0.5559756883175083,-0.86334481696216,0.0
2019-02-26,1.0,-0.0,-0.3831807107451903,-0.0,-0.553921980453107,-0.863311770141981,0.0
2019-02-27,1.0,-0.0,-0.3878996584355227,-0.0,-0.546839128730612,-0.864970043115516,0.0
2019-02-28,1.0,-0.0,-0.39405485669458995,-0.0,-0.552909534082313,-0.8547054044210349,0.0
2019-03-01,1.0,-0.0,-0.3956592451348775,-0.0,-0.5645785429869329,-0.8438674219056699,0.0
2019-03-04,1.0,-0.0,-0.38689359796209727,-0.0,-0.5689051871343392,-0.843546174733365,0.0
2019-03-05,1.0,-0.0,-0.37425309282688585,-0.0,-0.5900917328246417,-0.8409403315847055,0.0
2019-03-06,1.0,-0.0,-0.3757176865985156,-0.0,-0.58868505811511,-0.8363254446156001,0.0
2019-03-07,1.0,-0.0,-0.3637508394895903,-0.0,-0.5967651667785986,-0.8377826281620774,0.0
2019-03-08,1.0,-0.0,-0.3572172639995495,-0.0,-0.6066893775162588,-0.8514597820884596,0.0
2019-03-11,1.0,-0.0,-0.35620284758069093,-0.0,-0.602813545861932,-0.8772193544727438,0.0
2019-03-12,1.0,-0.0,-0.3407841908938181,-0.0,-0.610723539964122,-0.8959537572254335,0.0
2019-03-13,1.0,-0.0,-0.3445601026664765,-0.0,-0.6138599743333808,-0.8934264936546413,0.0
2019-03-14,1.0,-0.0,-0.34334923309816917,-0.0,-0.6169489588986319,-0.8959469880894577,0.0
2019-03-15,1.0,-0.0,-0.3392356542136278,-0.0,-0.6218891240917673,-0.8994221637393442,0.0
2019-03-18,1.0,-0.0,-0.3443327318037295,-0.0,-0.6240153533270316,-0.8960785998682365,0.0
2019-03-19,1.0,-0.0,-0.3468420599132608,-0.0,-0.6219375592383032,-0.9033805324984922,0.0
2019-03-20,1.0,-0.0,-0.35243594162932323,-0.0,-0.621078938297139,-0.8990577961622429,0.0
2019-03-21,1.0,-0.0,-0.3563116002413724,-0.0,-0.620729289388236,-0.8964397574782335,0.0
2019-03-22,1.0,-0.0,-0.35431753267361016,-0.0,-0.6428839329505786,-0.8878566688785668,0.0
2019-03-25,1.0,-0.0,-0.3392800621529077,-0.0,-0.6509078352947947,-0.8872615313785861,0.0
2019-03-26,1.0,-0.0,-0.3414324830667243,-0.0,-0.6507854157659605,-0.8900417927655283,0.0
2019-03-27,1.0,-0.0,-0.3510385928368917,-0.0,-0.6470809465949199,-0.8948967193195625,0.0
2019-03-28,1.0,-0.0,-0.35267947421638013,-0.0,-0.6458182868698541,-0.8904232269247435,0.0
2019-03-29,1.0,-0.0,-0.34210070446933827,-0.0,-0.6479385610347616,-0.8971301535974131,0.0
2019-04-01,1.0,-0.0,-0.35386794634597596,-0.0,-0.6516246530989824,-0.8853781221091581,0.0
2019-04-02,1.0,-0.0,-0.3530533248598995,-0.0,-0.6481599168062857,-0.8874285054018141,0.0
2019-04-03,1.0,-0.0,-0.35406919655750013,-0.0,-0.6465661641541038,-0.8873389938196731,0.0
2019-04-04,1.0,-0.0,-0.35475667552884055,-0.0,-0.64348052248295,-0.8915732285284939,0.0
2019-04-05,1.0,-0.0,-0.35172313929916016,-0.0,-0.6587894584419345,-0.885490877497828,0.0
2019-04-08,1.0,-0.0,-0.3631415014700317,-0.0,-0.6596221581812359,-0.888219369487381,0.0
2019-04-09,1.0,-0.0,-0.35277623623565146,-0.0,-0.6816309840231328,-0.8864094400794462,0.0
2019-04-10,1.0,-0.0,-0.34173816611218116,-0.0,-0.6898383237027957,-0.8867682250627444,0.0
2019-04-11,1.0,-0.0,-0.3614167913842181,-0.0,-0.6852422455028317,-0.8879009302462071,0.0
2019-04-12,1.0,-0.0,-0.3614273975818758,-0.0,-0.6856145087451578,-0.8875748327268459,0.0
2019-04-15,1.0,-0.0,-0.36049861821602874,-0.0,-0.6908919856529664,-0.8885752925266067,0.0
2019-04-16,1.0,-0.0,-0.3619523669508968,-0.0,-0.6936489267862394,-0.8846809761834754,0.0
2019-04-17,1.0,-0.0,-0.3469013459547404,-0.0,-0.6902825025883744,-0.9209288566780062,0.0
2019-04-18,1.0,-0.0,-0.3505148538288555,-0.0,-0.6902296129719494,-0.918185584092792,0.0
2019-04-22,1.0,-0.0,-0.3542086544161233,-0.0,-0.6917901600474216,-0.9178423236514524,0.0
2019-04-23,1.0,-0.0,-0.3468262905233213,-0.0,-0.6836662122918272,-0.9327920346115096,0.0
2019-04-24,1.0,-0.0,-0.3714721814862479,-0.0,-0.6963457336964655,-0.9249992517882262,0.0
2019-04-25,1.0,-0.0,-0.3694174030253108,-0.0,-0.7002546053616894,-0.9256851879586641,0.0
2019-04-26,1.0,-0.0,-0.3624775044991002,-0.0,-0.7041091781643671,-0.9328134373125375,0.0
2019-04-29,1.0,-0.0,-0.35295352323838075,-0.0,-0.7022788605697151,-0.9432683658170915,0.0
