Date,AX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.37698225781127337,-1.1168158266603863,-0.1203485633537447,-0.6545768566493955,-0.6565394881457057,0.0
2018-09-25,1.0,-0.3770607630711258,-1.1166980687706078,-0.12046632124352331,-0.6545768566493955,-0.6565002355157796,0.0
2018-09-26,1.0,-0.37840172786177106,-1.1184763400746123,-0.12311015118790498,-0.6541920282741017,-0.6527390536029846,0.0
2018-09-27,1.0,-0.37776465958284144,-1.1253443526170799,-0.12192050373868556,-0.6559228650137742,-0.6545060999606455,0.0
2018-09-28,1.0,-0.37377776018368236,-1.1395431693123788,-0.12315426942718023,-0.661771109615613,-0.6603855746011639,0.0
2018-10-01,1.0,-0.373306394105063,-1.141510181443626,-0.1237619839949291,-0.6618334521828698,-0.6611995879882735,0.0
2018-10-02,1.0,-0.37598604669600033,-1.1234391723153765,-0.1304158243152178,-0.6671819875530186,-0.666983787212114,0.0
2018-10-03,1.0,-0.37562908658609073,-1.11392906677234,-0.12910639984148997,-0.670853972657024,-0.6732712502476719,0.0
2018-10-04,1.0,-0.3749450900523142,-1.1323429575496187,-0.12898845892735913,-0.6707399864222674,-0.6864342478335529,0.0
2018-10-05,1.0,-0.35735065556131196,-1.1275654565018134,-0.11114653489020844,-0.6850516080181724,-0.7040210417247839,0.0
2018-10-08,1.0,-0.35652554860806884,-1.1271655581663946,-0.11000039826357083,-0.6852522999721216,-0.7036520769445219,0.0
2018-10-09,1.0,-0.3534048171561175,-1.1343122349363848,-0.09470272865487717,-0.6985276466351924,-0.7199727934704329,0.0
2018-10-10,1.0,-0.35325652104336697,-1.1345815330452873,-0.09441510641702673,-0.6986317810849737,-0.719715154424708,0.0
2018-10-11,1.0,-0.2946888160973327,-1.147051941974731,-0.015637186086413974,-0.6922866947434098,-0.7498830135704259,0.0
2018-10-12,1.0,-0.29507248611967923,-1.1440468846391116,-0.00936921653300432,-0.6753932757557064,-0.7317628007402838,0.0
2018-10-15,1.0,-0.26221416727721436,-1.1845525006748159,-0.0,-0.6725022172521498,-0.7367832491420198,0.0
2018-10-16,1.0,-0.2624455327189295,-1.1842825743261483,-0.0,-0.6725407781591023,-0.7368218100489723,0.0
2018-10-17,1.0,-0.2405769595748719,-1.1463655342569747,-0.0,-0.6658189409755172,-0.7430252419814006,0.0
2018-10-18,1.0,-0.23989525219173405,-1.1452806558123647,-0.0,-0.666932331397776,-0.7431022050172682,0.0
2018-10-19,1.0,-0.21975662133142448,-1.1357796782579213,-0.0,-0.6685755189692197,-0.7433598312172701,0.0
2018-10-22,1.0,-0.2245516927626341,-1.155969215604504,-0.0,-0.6678545702695531,-0.7428441445198468,0.0
2018-10-23,1.0,-0.21883339687380862,-1.162218833396874,-0.0,-0.6797560045749143,-0.7516202821197103,0.0
2018-10-24,1.0,-0.2161935606782244,-1.1626976566965135,-0.0,-0.6794818060582968,-0.7518765479138884,0.0
2018-10-25,1.0,-0.18746053560153028,-1.127103220294915,-0.0,-0.6751847862422463,-0.7245477844222411,0.0
2018-10-26,1.0,-0.15394329009298588,-1.1565070983048253,-0.0,-0.7593081544407454,-0.7568208778173191,0.0
2018-10-29,1.0,-0.11957020495564394,-1.181362802080147,-0.0,-0.7494646680942185,-0.7734016518813093,0.0
2018-10-30,1.0,-0.10627151051625239,-1.1821414913957935,-0.0,-0.7506692160611854,-0.7850095602294455,0.0
2018-10-31,1.0,-0.10680872188490471,-1.1788291900561347,-0.0,-0.7494558368656203,-0.7835949135067019,0.0
2018-11-01,1.0,-0.11010892413529524,-1.1772214790751003,-0.0,-0.7503535257022741,-0.7842155551309001,0.0
2018-11-02,1.0,-0.11544159544159545,-1.1475783475783476,-0.0,-0.7574548907882241,-0.7781956315289649,0.0
2018-11-05,1.0,-0.11357077764277036,-1.15214914945322,-0.0,-0.7574422843256379,-0.7739216281895505,0.0
2018-11-06,1.0,-0.12879105787204823,-1.1690382634570633,-0.0,-0.7535573951855951,-0.7635142868042576,0.0
2018-11-07,1.0,-0.12808294895742003,-1.1688331490870278,-0.0,-0.7521823657225631,-0.7628940647276331,0.0
2018-11-08,1.0,-0.09282093955669869,-1.174256751645359,-0.0,-0.7426053407973372,-0.7727513427642031,0.0
2018-11-09,1.0,-0.09327835987441843,-1.1739985626205696,-0.0,-0.7425577788705224,-0.7727427469077429,0.0
2018-11-12,1.0,-0.09178907721280602,-1.1587570621468926,-0.0,-0.7468549905838041,-0.7690772128060264,0.0
2018-11-13,1.0,-0.06228296180127703,-1.1582091781486876,-0.0,-0.7481049998133005,-0.7653560359956686,0.0
2018-11-14,1.0,-0.06534749756863918,-1.1583376973142814,-0.0,-0.7506920026931997,-0.7661779008004788,0.0
2018-11-15,1.0,-0.0638655462184874,-1.159514472455649,-0.0,-0.7531279178338002,-0.7583566760037349,0.0
2018-11-16,1.0,-0.06526693316397056,-1.1593753502447042,-0.0,-0.7531288526917472,-0.7581723764336683,0.0
2018-11-19,1.0,-0.07305474425222795,-1.159776829176964,-0.0,-0.7523028532913951,-0.759342469856961,0.0
2018-11-20,1.0,-0.03453665798288054,-1.1540751767770747,-0.0,-0.7556010420543356,-0.7773725344250093,0.0
2018-11-21,1.0,-0.03766832687695997,-1.1492344585869765,-0.0,-0.7519645821804095,-0.7504888396974727,0.0
2018-11-23,1.0,-0.03872798290220355,-1.1401724519124474,-0.0,-0.7549929987471442,-0.7509764905298844,0.0
2018-11-26,1.0,-0.03780119372190701,-1.1456782845774078,-0.0,-0.7525237639083339,-0.7483236312725665,0.0
2018-11-27,1.0,-0.032615881877616985,-1.146220524498641,-0.0,-0.7491368544773378,-0.7449864100492177,0.0
2018-11-28,1.0,-0.034794429951868315,-1.1398758129110482,-0.0,-0.752434140426939,-0.7471065877943931,0.0
2018-11-29,1.0,-0.016997888913154256,-1.1281939288054161,-0.0,-0.7470335590012376,-0.7475795297372061,0.0
2018-11-30,1.0,-0.01591927434337547,-1.1292849076536375,-0.0,-0.747368037594259,-0.7503187497723216,0.0
2018-12-03,1.0,-0.01677057129315688,-1.1297167231762004,-0.0,-0.7481497684932007,-0.7511028473513436,0.0
2018-12-04,1.0,-0.0036803556462485882,-1.1409102503370623,-0.0,-0.74674780454032,-0.7525416317458004,0.0
2018-12-06,1.0,-0.0,-1.1000784369652024,-0.0,-0.7372361665715915,-0.728001996577296,0.0
2018-12-07,1.0,-0.0,-1.1029312006854939,-0.0,-0.7422614159734371,-0.7248384447856047,0.0
2018-12-10,1.0,-0.0,-1.102188748629822,-0.0,-0.7310208267034405,-0.7027332838301333,0.0
2018-12-11,1.0,-0.0,-1.1019412326296807,-0.0,-0.7313390615607652,-0.7026979244015417,0.0
2018-12-12,1.0,-0.0,-1.1020689655172413,-0.0,-0.7327320954907162,-0.7019274977895668,0.0
2018-12-13,1.0,-0.0,-1.0974842767295598,-0.0,-0.7362377217157798,-0.6995972016111937,0.0
2018-12-14,1.0,-0.0,-1.0957040910054405,-0.0,-0.7372995124708542,-0.6998516215643327,0.0
2018-12-17,1.0,-0.0,-1.0920960022522521,-0.0,-0.7185388513513513,-0.7085444819819819,0.0
2018-12-18,1.0,-0.0,-1.0962772333074808,-0.0,-0.7202636959740534,-0.7088415708947331,0.0
2018-12-19,1.0,-0.0,-1.1049639341932276,-0.0,-0.7319049141882528,-0.7164126070426038,0.0
2018-12-20,1.0,-0.0,-1.0890052356020943,-0.0,-0.738326022357436,-0.7102377246356304,0.0
2018-12-21,1.0,-0.0,-1.0955423004976528,-0.0,-0.74707937740444,-0.6868316097836444,0.0
2018-12-24,1.0,-0.0,-1.0820869320974649,-0.0,-0.7375535425883014,-0.6913489221262551,0.0
2018-12-26,1.0,-0.0,-1.0926970203285995,-0.0,-0.7120231133389029,-0.6762043998886105,0.0
2018-12-27,1.0,-0.0,-1.0488247755472613,-0.0,-0.6320992635932614,-0.6816301825885202,0.0
2018-12-28,1.0,-0.0,-1.0547111439908534,-0.0,-0.6301028986481942,-0.6779205057502187,0.0
2018-12-31,1.0,-0.0,-1.054475754926357,-0.0,-0.6302037796758356,-0.6779877597686462,0.0
2019-01-02,1.0,-0.0,-1.0537952353751554,-0.0,-0.628406303551628,-0.6779006081784887,0.0
2019-01-03,1.0,-0.0,-1.0530646515533164,-0.0,-0.6349958018471872,-0.6704282115869017,0.0
2019-01-04,1.0,-0.0,-1.057216339891112,-0.0,-0.6102742242559872,-0.6726009552757273,0.0
2019-01-07,1.0,-0.0,-1.0313300492610837,-0.0,-0.5998686371100164,-0.6528735632183909,0.0
2019-01-08,1.0,-0.0,-1.0276592952293457,-0.0,-0.6015486580484284,-0.6518472340704771,0.0
2019-01-09,1.0,-0.0,-1.0142899282226083,-0.0,-0.6021107141686606,-0.6611058306840156,0.0
