Date,IWF,IWM,MTUM,MYOV,SPY,VLUE,VXX
2018-09-24,-1.4376715570279224,-2.8265972550875533,-0.2138192143871273,1.0,-2.0895409370563183,-1.8974917179365833,0.0
2018-09-25,-1.4380376217033746,-2.8205879572738444,-0.2176954343510729,1.0,-2.0846960960393233,-1.8917667076283204,0.0
2018-09-26,-1.4391189260729818,-2.8220835696729063,-0.2198903384382681,1.0,-2.084231423709586,-1.8882586500283607,0.0
2018-09-27,-1.4394910461828465,-2.802262016965127,-0.2235626767200754,1.0,-2.0778510838831292,-1.8819981149858624,0.0
2018-09-28,-1.436142074437937,-2.814471944077083,-0.22605327791422636,1.0,-2.0825618741734364,-1.8873039863971284,0.0
2018-10-01,-1.436377387029684,-2.817262242389866,-0.22754774059368502,1.0,-2.0834751370769524,-1.8889204008319151,0.0
2018-10-02,-1.4468288030519791,-2.8733428707677633,-0.22250834525512636,1.0,-2.095374344301383,-1.8994754411063424,0.0
2018-10-03,-1.4493362620571102,-2.878903638620953,-0.2259574061694203,1.0,-2.096265877184605,-1.8997230445993698,0.0
2018-10-04,-1.4618473895582327,-2.865461847389558,-0.2289156626506024,1.0,-2.1129279020845284,-1.8929049531459168,0.0
2018-10-05,-1.4272486772486772,-2.832482993197279,-0.19841269841269843,1.0,-2.1036470143612997,-1.886432350718065,0.0
2018-10-08,-1.4197588999811641,-2.819928423431908,-0.18572235825955927,1.0,-2.1103786023733284,-1.8821812017329065,0.0
2018-10-09,-1.432790609617569,-2.833869746308217,-0.19907232109049602,1.0,-2.116527830367285,-1.883756152972359,0.0
2018-10-10,-1.4329078014184398,-2.830070921985816,-0.19990543735224586,1.0,-2.115271867612293,-1.8781087470449174,0.0
2018-10-11,-1.244965855366836,-2.6967256172299074,-0.025126947995097182,1.0,-1.973647347224654,-1.8145683768166696,0.0
2018-10-12,-1.4331535623048537,-2.957801116472703,-0.0035954205695903113,1.0,-2.128488977197464,-1.9385940013246283,0.0
2018-10-15,-1.3559514783927218,-3.051459438968916,-0.0,1.0,-2.1212092494313874,-1.9482562547384383,0.0
2018-10-16,-1.360402238876767,-3.049900388957404,-0.0,1.0,-2.124656104733896,-1.9517123612560476,0.0
2018-10-17,-1.2620514679231605,-2.853026458861906,-0.0,1.0,-2.039869517941283,-1.906306632837985,0.0
2018-10-18,-1.2641081473416804,-2.858555616040646,-0.0,1.0,-2.0410996189439303,-1.9090001814552715,0.0
2018-10-19,-1.2197050461975836,-2.7962864250177684,-0.0,1.0,-2.001776830135039,-1.8663823738450604,0.0
2018-10-22,-1.2272930648769573,-2.7829082774049216,-0.0,1.0,-2.0377628635346756,-1.9006711409395973,0.0
2018-10-23,-1.2360299488677866,-2.8377465303140976,-0.0,1.0,-2.100164353542732,-1.9568115412710005,0.0
2018-10-24,-1.238541379627078,-2.842380821162855,-0.0,1.0,-2.1214292275190596,-1.9828235510241574,0.0
2018-10-25,-1.1151585322408264,-2.713127894549341,-0.0,1.0,-2.1785714285714284,-1.8994478090488063,0.0
2018-10-26,-1.0517773661462468,-2.6791920261092,-0.0,1.0,-2.2100202875540265,-1.8796859839463704,0.0
2018-10-29,-0.9831992218586966,-2.7404721902909186,-0.0,1.0,-2.199752409585286,-1.9190909894774075,0.0
2018-10-30,-0.9652097130242826,-2.7373951434878587,-0.0,1.0,-2.197350993377483,-1.930066225165563,0.0
2018-10-31,-0.9854791868344628,-2.6788700167209365,-0.0,1.0,-2.208571680014081,-1.9275719440288657,0.0
2018-11-01,-0.9696757230499563,-2.6783523225241015,-0.0,1.0,-2.197458369851008,-1.9186678352322526,0.0
2018-11-02,-0.9721887377303255,-2.5768038574134664,-0.0,1.0,-2.183743757534011,-1.8775615636301017,0.0
2018-11-05,-0.9717189571365444,-2.719045514803358,-0.0,1.0,-2.258859920459567,-1.8882015024304022,0.0
2018-11-06,-0.9869876958484554,-2.7346198105691775,-0.0,1.0,-2.253341595113747,-1.877047003629282,0.0
2018-11-07,-0.9872979214780601,-2.7486232012790905,-0.0,1.0,-2.260170545389945,-1.886569550541837,0.0
2018-11-08,-0.9037927844588344,-2.918686401480111,-0.0,1.0,-2.3719703977798337,-2.056244218316374,0.0
2018-11-09,-0.9031065088757396,-2.916512573964497,-0.0,1.0,-2.371301775147929,-2.054641272189349,0.0
2018-11-12,-0.908052330937903,-2.898562741846324,-0.0,1.0,-2.3605122535470793,-2.0459738345310483,0.0
2018-11-13,-0.8250943735394572,-2.848103541254719,-0.0,1.0,-2.3214991910839475,-1.993169153334532,0.0
2018-11-14,-0.8299864925709141,-2.8507879333633497,-0.0,1.0,-2.3275101305718144,-1.9965781179648807,0.0
2018-11-15,-0.8260596264367817,-2.850754310344828,-0.0,1.0,-2.3316271551724137,-1.9714439655172415,0.0
2018-11-16,-0.8130399928743208,-2.8114367150619044,-0.0,1.0,-2.312550102431638,-1.9699830765119801,0.0
2018-11-19,-0.8134295128684657,-2.810935969365037,-0.0,1.0,-2.3117819930537,-1.9694540920829995,0.0
2018-11-20,-0.7093643437964501,-2.760951298417417,-0.0,1.0,-2.288624639328495,-1.9846113491300166,0.0
2018-11-21,-0.723935389133627,-2.7409518873628747,-0.0,1.0,-2.27848319944718,-1.8945322622441048,0.0
2018-11-23,-0.7262985048828969,-2.7422867513611617,-0.0,1.0,-2.278109065767868,-1.895601071644629,0.0
2018-11-26,-0.7255376111926763,-2.74246480697815,-0.0,1.0,-2.275326021245358,-1.8929959409275412,0.0
2018-11-27,-0.6932178684729488,-2.7507502357883906,-0.0,1.0,-2.2570522164108717,-1.8731029752207835,0.0
2018-11-28,-0.6927369505494505,-2.7638221153846154,-0.0,1.0,-2.2552369505494503,-1.8733688186813187,0.0
2018-11-29,-0.5889294507173783,-2.735121826980219,-0.0,1.0,-2.2604635368027846,-1.9051702181849053,0.0
2018-11-30,-0.5877460964019009,-2.734979633401222,-0.0,1.0,-2.2605227427019687,-1.9027494908350306,0.0
2018-12-03,-0.5808592088472989,-2.746575925138239,-0.0,1.0,-2.2698426201616333,-1.9098256061250531,0.0
2018-12-04,-0.5570197668525089,-2.745987497888157,-0.0,1.0,-2.249619868220983,-1.8946612603480317,0.0
2018-12-06,-0.5176167056357333,-2.534870595823591,-0.0,1.0,-2.227606224300572,-1.782391356929775,0.0
2018-12-07,-0.5238325671425115,-2.535446406968304,-0.0,1.0,-2.2288087749012013,-1.7769981450116945,0.0
2018-12-10,-0.44479520164154374,-2.5285297135190596,-0.0,1.0,-2.206771367690001,-1.7119406518822509,0.0
2018-12-11,-0.4568924680246329,-2.5250276330333175,-0.0,1.0,-2.2104847623559136,-1.702826464550766,0.0
2018-12-12,-0.45521385089730415,-2.528658391967745,-0.0,1.0,-2.2128231480749467,-1.7090679105067597,0.0
2018-12-13,-0.45604482323232326,-2.5213857323232323,-0.0,1.0,-2.20959595959596,-1.7043087121212122,0.0
2018-12-14,-0.45732574679943094,-2.529318792476687,-0.0,1.0,-2.208392603129445,-1.7076023391812862,0.0
2018-12-17,-0.41553154845780493,-2.5179270392985753,-0.0,1.0,-2.1678409268827306,-1.7271019257867546,0.0
2018-12-18,-0.3763723519406216,-2.4801298902118445,-0.0,1.0,-2.1504561620535023,-1.7246791402505024,0.0
2018-12-19,-0.3748840086606867,-2.4808227652335293,-0.0,1.0,-2.1515620167027527,-1.7254871636251161,0.0
2018-12-20,-0.3692295933965148,-2.43213084683583,-0.0,1.0,-2.1439926627942523,-1.697569550596148,0.0
2018-12-21,-0.35436636727300175,-2.4191259717714546,-0.0,1.0,-2.130349460336629,-1.6438221752585103,0.0
2018-12-24,-0.3285544495617293,-2.3686673599762296,-0.0,1.0,-2.0933739414648644,-1.637720992423117,0.0
2018-12-26,-0.3259281127758506,-2.412281349177061,-0.0,1.0,-2.0375673481437744,-1.6049154919182227,0.0
2018-12-27,-0.20137362637362635,-2.2704670329670327,-0.0,1.0,-1.8221840659340658,-1.574175824175824,0.0
2018-12-28,-0.19223114405325648,-2.279939606066845,-0.0,1.0,-1.8213574909065953,-1.569418708393384,0.0
2018-12-31,-0.18847159169074149,-2.291649470353556,-0.0,1.0,-1.8256981703122848,-1.5727060118310634,0.0
2019-01-02,-0.17891044160132066,-2.2941257394414634,-0.0,1.0,-1.8249415325354241,-1.5805475306094374,0.0
2019-01-03,-0.18156194142719648,-2.2919703011137083,-0.0,1.0,-1.8246253265502541,-1.5766533754984187,0.0
2019-01-04,-0.10135734260964464,-2.319896323579565,-0.0,1.0,-1.8008321396903348,-1.5986631198417571,0.0
2019-01-07,-0.04334818163685925,-2.2513130775879264,-0.0,1.0,-1.7994814174589457,-1.5543514393989761,0.0
2019-01-08,-0.0513484788096187,-2.213630928656835,-0.0,1.0,-1.827155573269563,-1.550617776006377,0.0
2019-01-09,-0.0488482922954726,-2.1951945988880066,-0.0,1.0,-1.821551495896214,-1.5534154090548056,0.0
2019-01-10,-0.049801587301587305,-2.1923280423280422,-0.0,1.0,-1.820436507936508,-1.5511243386243385,0.0
2019-01-11,-0.05135530162104704,-2.1697448844007443,-0.0,1.0,-1.8381610417220304,-1.5843077331916025,0.0
2019-01-14,-0.07433056325023084,-2.1500461680517082,-0.0,1.0,-1.8214615486083632,-1.5496636327661257,0.0
2019-01-15,-0.0720333377430877,-2.1469109670591346,-0.0,1.0,-1.824844556158222,-1.5708427040613837,0.0
2019-01-16,-0.05779437782583055,-2.147238057794378,-0.0,1.0,-1.7899220234584892,-1.5576960880676234,0.0
