Date,IWF,IWM,MTUM,MXIM,SPY,VLUE,VXX
2018-09-24,-0.5005820284630694,-0.7178100709699223,-0.17877661372085166,1.0,-0.6487552100935001,-0.7090984191355939,0.0
2018-09-25,-0.5029845703344971,-0.7158088373315313,-0.1825656042347111,1.0,-0.6468821563989938,-0.7059353530803019,0.0
2018-09-26,-0.5038923739702214,-0.7209583553775224,-0.17477892827450683,1.0,-0.6559594890786788,-0.7234524979215479,0.0
2018-09-27,-0.5029787879937768,-0.7330854172200509,-0.1726558646074451,1.0,-0.6592418320494821,-0.7266724851060601,0.0
2018-09-28,-0.5006831638074997,-0.7353499316836193,-0.17333383938059815,1.0,-0.6592151206922727,-0.726772430545013,0.0
2018-10-01,-0.5009867921663884,-0.7349324426901473,-0.1734856535600425,1.0,-0.659328981326856,-0.7266585699104297,0.0
2018-10-02,-0.5014798512559764,-0.7292251650603324,-0.17576079532518782,1.0,-0.6603172193974349,-0.727745313804356,0.0
2018-10-03,-0.5010242015021622,-0.7203550565207496,-0.1745315226462332,1.0,-0.6637584401790455,-0.7336317426598892,0.0
2018-10-04,-0.5022368820139521,-0.7173187746436155,-0.17508340915984227,1.0,-0.6651122232332424,-0.7316120715802245,0.0
2018-10-05,-0.4971445860595288,-0.7140804054309595,-0.1673915510003404,1.0,-0.6675995612873946,-0.7357891153889793,0.0
2018-10-08,-0.5024769453547748,-0.7253639204328939,-0.17026141300205777,1.0,-0.6706043746665651,-0.7420166145873028,0.0
2018-10-09,-0.5055511044981115,-0.7265270306359924,-0.17572774789210635,1.0,-0.6687650223188737,-0.7386211895768952,0.0
2018-10-10,-0.5077075702075703,-0.7249313186813187,-0.17792277167277168,1.0,-0.670138888888889,-0.7348901098901099,0.0
2018-10-11,-0.46914545183861844,-0.7174705969927051,-0.12449754354622601,1.0,-0.6592228673514963,-0.7515631978561859,0.0
2018-10-12,-0.49512403129519084,-0.7211242537728503,-0.1208424487374393,1.0,-0.6411806147799325,-0.7297267232748712,0.0
2018-10-15,-0.4787793496778017,-0.7502407229094142,-0.09584475224057477,1.0,-0.6425820309606696,-0.7359825198133472,0.0
2018-10-16,-0.4786875532348258,-0.7504351368366478,-0.09573010406251158,1.0,-0.6425212013479984,-0.7358811983853646,0.0
2018-10-17,-0.46634035869525514,-0.7204222522555429,-0.08554626146034992,1.0,-0.6387478540380611,-0.7416444460678672,0.0
2018-10-18,-0.46583397246265656,-0.7196230963076585,-0.08578941601840692,1.0,-0.6393119316314233,-0.7416091450275738,0.0
2018-10-19,-0.459763851044505,-0.7125885558583107,-0.07734786557674841,1.0,-0.64047229791099,-0.7429246139872843,0.0
2018-10-22,-0.4610104238550103,-0.7085679003377765,-0.07394762648458213,1.0,-0.6433007663531035,-0.7451421930047579,0.0
2018-10-23,-0.46283452558190197,-0.7079414648316932,-0.0782526598641926,1.0,-0.639420458259196,-0.7428011184138856,0.0
2018-10-24,-0.4638075541526069,-0.7052356590834874,-0.07267515692463988,1.0,-0.6409781938246072,-0.7456550923406262,0.0
2018-10-25,-0.45697222621959993,-0.6933731472154268,-0.07108936537631314,1.0,-0.6383292560080588,-0.7378759533745863,0.0
2018-10-26,-0.4476472476900575,-0.6839570475544933,-0.06036174235667654,1.0,-0.6437872355606293,-0.731725589525882,0.0
2018-10-29,-0.4296855525088138,-0.7035361988533172,-0.040774901178732954,1.0,-0.6390085823154446,-0.7481215056443858,0.0
2018-10-30,-0.4171687283875798,-0.7073188121635593,-0.031157534490748994,1.0,-0.6440412106520267,-0.7652490107304553,0.0
2018-10-31,-0.418658251187859,-0.6933550811999148,-0.03283455074108219,1.0,-0.6405219487979575,-0.7604779802850862,0.0
2018-11-01,-0.40771057014280143,-0.7085858048970625,-0.02012685588745969,1.0,-0.6435633039226109,-0.7635094433223485,0.0
2018-11-02,-0.4051875470211013,-0.7365385304338481,-0.021746139791495003,1.0,-0.6455415039587289,-0.7735463762404615,0.0
2018-11-05,-0.4082950631458094,-0.7308768656716418,-0.02134758897818599,1.0,-0.6465987370838117,-0.7807118254879448,0.0
2018-11-06,-0.4176451578153614,-0.7387338863154871,-0.01669718840891953,1.0,-0.643613774282739,-0.7740672914646846,0.0
2018-11-07,-0.4156291485773743,-0.7380790068530013,-0.019913171396792363,1.0,-0.6414193965053281,-0.7729180869003623,0.0
2018-11-08,-0.39953678959558164,-0.7420274363085694,-0.002137894174238375,1.0,-0.6374487796187422,-0.7820060573668269,0.0
2018-11-09,-0.3974962550823881,-0.7430629859476424,-0.003388258791639917,1.0,-0.6403452457379271,-0.782295456166631,0.0
2018-11-12,-0.39705568593983354,-0.7335538012943602,-0.002880307232771495,1.0,-0.6423440722565962,-0.7801009885498896,0.0
2018-11-13,-0.37587801348346334,-0.7296600896544421,-0.0,1.0,-0.6442765874836751,-0.7799230524866754,0.0
2018-11-14,-0.3768663301683668,-0.7289188521407645,-0.0,1.0,-0.6444177755815185,-0.7794994881931453,0.0
2018-11-15,-0.37660963132827663,-0.7317339918856942,-0.0,1.0,-0.650097018874581,-0.7695184335861704,0.0
2018-11-16,-0.378033701911188,-0.7345179637545484,-0.0,1.0,-0.6512523404104993,-0.768926413961211,0.0
2018-11-19,-0.3801045640808252,-0.7338561537374594,-0.0,1.0,-0.6500989119683481,-0.7684753426593189,0.0
2018-11-20,-0.35504622631560445,-0.7274580799381306,-0.0,1.0,-0.6512813301929904,-0.7815235349949028,0.0
2018-11-21,-0.36575481256332326,-0.7238584355238795,-0.0,1.0,-0.6528316388918003,-0.7512489955630088,0.0
2018-11-23,-0.3665933759117719,-0.715911073884061,-0.0,1.0,-0.6557777545108715,-0.7517537430635536,0.0
