Date,INSG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.87131498470948,-3.474495412844037,-0.5050764525993884,-2.8512538226299693,-2.5303975535168193,0.0
2018-09-25,1.0,-1.8710899315738025,-3.468597262952102,-0.5080645161290323,-2.846407624633431,-2.52480449657869,0.0
2018-09-26,1.0,-1.8711648942672046,-3.4695025058061364,-0.5065395428431733,-2.8480625840361817,-2.5281750397261953,0.0
2018-09-27,1.0,-1.8696076041920549,-3.4482086278332926,-0.508895929807458,-2.839629539361443,-2.5198635145015844,0.0
2018-09-28,1.0,-1.870201096892139,-3.447775746496039,-0.5099329677026204,-2.839609993906155,-2.520170627666057,0.0
2018-10-01,1.0,-1.8866282632675575,-3.462434121828655,-0.5120725579115087,-2.859541610491482,-2.5357274175756834,0.0
2018-10-02,1.0,-1.8978488014751074,-3.4315918869084205,-0.5288260602335587,-2.87879532882606,-2.5555009219422247,0.0
2018-10-03,1.0,-1.8929359823399556,-3.408756438557763,-0.5268579838116262,-2.8769928869266614,-2.5582536178562667,0.0
2018-10-04,1.0,-1.906223149625629,-3.3933963422118567,-0.5306247698539339,-2.893703203633239,-2.5505093899594944,0.0
2018-10-05,1.0,-1.8538452192929171,-3.3525695541246505,-0.47782772445632365,-2.9020775118454623,-2.5628720690074114,0.0
2018-10-08,1.0,-1.837293450729707,-3.3240863587022074,-0.4655650705584369,-2.890121818839706,-2.5442045591605353,0.0
2018-10-09,1.0,-1.8475314617618586,-3.3362778315585673,-0.47470958373668926,-2.8960551790900286,-2.546103581800581,0.0
2018-10-10,1.0,-1.8486277354612501,-3.3312779591343245,-0.47672590980534396,-2.8955386289445046,-2.5382662314109536,0.0
2018-10-11,1.0,-1.6006497143497254,-3.17363055897838,-0.22426347037078526,-2.7337291363279936,-2.469586647249916,0.0
2018-10-12,1.0,-1.6634151810741113,-3.2093284000448477,-0.20080726538849644,-2.7126359457338265,-2.4259446126247335,0.0
2018-10-15,1.0,-1.6201490047814968,-3.23951962637607,-0.14700322473034583,-2.697097742688758,-2.415879017013233,0.0
2018-10-16,1.0,-1.6153247330960854,-3.2590080071174374,-0.13289590747330962,-2.697620106761566,-2.4161476868327405,0.0
2018-10-17,1.0,-1.524577901260953,-3.066680914725369,-0.07159649497755931,-2.6331481085702073,-2.390040606967301,0.0
2018-10-18,1.0,-1.5228877005347592,-3.06427807486631,-0.07390374331550803,-2.6408556149732623,-2.3932620320855613,0.0
2018-10-19,1.0,-1.4708163051451326,-2.997485067588809,-0.03185581054175836,-2.618778162003563,-2.35984491250131,0.0
2018-10-22,1.0,-1.471326915027208,-2.985663457513604,-0.029300962745918792,-2.6183549602344076,-2.359878610297195,0.0
2018-10-23,1.0,-1.471867810081573,-2.9831625183016106,-0.03273373771177578,-2.6138883078853796,-2.356410792721188,0.0
2018-10-24,1.0,-1.4722280225516808,-2.9743161411568177,-0.012424305700563793,-2.619022760492796,-2.362601795782,0.0
2018-10-25,1.0,-1.3249230157941791,-2.775901460216549,-0.0,-2.610012913479686,-2.222608522896593,0.0
2018-10-26,1.0,-1.2519860492152683,-2.6941484208486726,-0.0,-2.582445262546018,-2.1593683394690952,0.0
2018-10-29,1.0,-1.188953766631569,-2.69359624772662,-0.0,-2.5401550684407006,-2.149420886378865,0.0
2018-10-30,1.0,-1.1690410173056698,-2.6912706759728464,-0.0,-2.538387991203748,-2.16253943971699,0.0
2018-10-31,1.0,-1.1781962714109966,-2.617488407305763,-0.0,-2.527207343616921,-2.1405318444213117,0.0
2018-11-01,1.0,-1.1375247431426148,-2.638137430483552,-0.0,-2.516825336978038,-2.1334715807333398,0.0
2018-11-02,1.0,-1.1319038336582197,-2.559918314304279,-0.0,-2.49568365357839,-2.0949596212754105,0.0
2018-11-05,1.0,-1.1260776861036432,-2.5698526003522764,-0.0,-2.4929081301566702,-2.081579679243534,0.0
2018-11-06,1.0,-1.1346492447409877,-2.5759429153924565,-0.0,-2.4854045037531276,-2.070985080159392,0.0
2018-11-07,1.0,-1.1308852095088335,-2.5729349736379614,-0.0,-2.4792341134030154,-2.0667838312829527,0.0
2018-11-08,1.0,-1.0428758659427073,-2.652967609061973,-0.0,-2.5117955439056354,-2.153997378768021,0.0
2018-11-09,1.0,-1.0553325688073394,-2.7152140672782874,-0.0,-2.578841743119266,-2.2071865443425076,0.0
2018-11-12,1.0,-1.0554177794734834,-2.665871804654712,-0.0,-2.610740175505532,-2.206219000381534,0.0
2018-11-13,1.0,-0.9763904441955953,-2.6169279581933558,-0.0,-2.5793206420306083,-2.1592011944755507,0.0
2018-11-14,1.0,-0.9807512614464585,-2.618295645673706,-0.0,-2.5836292281816484,-2.1613717062231355,0.0
2018-11-15,1.0,-0.9748650158257307,-2.6113386706386144,-0.0,-2.579221746415937,-2.143827964997207,0.0
2018-11-16,1.0,-0.9622921890963128,-2.583728057954862,-0.0,-2.578341227825764,-2.16318380235906,0.0
2018-11-19,1.0,-0.970530817142326,-2.584084782002417,-0.0,-2.5773914660221253,-2.1643580924049455,0.0
2018-11-20,1.0,-0.8499356735894137,-2.548428597684249,-0.0,-2.580040433743797,-2.2110825215952947,0.0
2018-11-21,1.0,-0.8510369702434626,-2.503697024346258,-0.0,-2.5460775473399457,-2.1162308385933275,0.0
2018-11-23,1.0,-0.8540185401854019,-2.4698946989469897,-0.0,-2.5576455764557644,-2.118531185311853,0.0
2018-11-26,1.0,-0.8519151231792843,-2.475364143139723,-0.0,-2.5515195108793383,-2.1123898579392195,0.0
2018-11-27,1.0,-0.8216221018033224,-2.4610464599804565,-0.0,-2.52012081371591,-2.0805720884782803,0.0
2018-11-28,1.0,-0.8225104379497202,-2.4619347961268545,-0.0,-2.5187883094963133,-2.080127920405081,0.0
2018-11-29,1.0,-0.727645110685027,-2.411016210563012,-0.0,-2.4949450932543145,-2.081662890012202,0.0
2018-11-30,1.0,-0.7280969401098422,-2.413215935838201,-0.0,-2.4989974718856245,-2.07723825298579,0.0
2018-12-03,1.0,-0.7231107205623902,-2.441388400702988,-0.0,-2.5239894551845343,-2.0987697715289984,0.0
2018-12-04,1.0,-0.7007331122359923,-2.4373363588758945,-0.0,-2.505760167568511,-2.0836969802757896,0.0
2018-12-06,1.0,-0.6578333333333334,-2.2249166666666667,-0.0,-2.4779166666666668,-1.9725833333333334,0.0
2018-12-07,1.0,-0.6794667560996059,-2.2379475140437664,-0.0,-2.494592101953551,-1.9723316844135155,0.0
2018-12-10,1.0,-0.6068908941755538,-2.21960623461854,-0.0,-2.4680885972108286,-1.908777686628384,0.0
2018-12-11,1.0,-0.6138134689525059,-2.216963333606759,-0.0,-2.468870478221639,-1.9031252563366416,0.0
2018-12-12,1.0,-0.6183162217659137,-2.219219712525667,-0.0,-2.473675564681725,-1.902340862422998,0.0
2018-12-13,1.0,-0.6190122233234225,-2.2193591014205487,-0.0,-2.5093326726131484,-1.9112983151635283,0.0
2018-12-14,1.0,-0.6288991582769434,-2.1918633437861037,-0.0,-2.5210430764152503,-1.9103812510315235,0.0
2018-12-17,1.0,-0.583688524590164,-2.185409836065574,-0.0,-2.487295081967213,-1.9403278688524592,0.0
2018-12-18,1.0,-0.5468876313662085,-2.1422797089733225,-0.0,-2.4648342764753437,-1.9301535974130961,0.0
2018-12-19,1.0,-0.5527699150828952,-2.14152850788516,-0.0,-2.46316215123332,-1.929882733522038,0.0
2018-12-20,1.0,-0.54639257718765,-2.0958246680531114,-0.0,-2.454007358822589,-1.9025755879059352,0.0
2018-12-21,1.0,-0.5349717969379533,-2.1358581788879936,-0.0,-2.509347300564061,-1.8777598710717163,0.0
2018-12-24,1.0,-0.4745939025366088,-2.0796191085860607,-0.0,-2.5090021605185244,-1.9387853084740339,0.0
2018-12-26,1.0,-0.46848126232741616,-2.0937278106508876,-0.0,-2.4381065088757397,-1.8891518737672583,0.0
2018-12-27,1.0,-0.309074505676265,-2.0056386737839262,-0.0,-2.275317645289828,-1.928200887151342,0.0
2018-12-28,1.0,-0.3055618104030624,-2.006229828116791,-0.0,-2.271185168505592,-1.9227651429858144,0.0
2018-12-31,1.0,-0.3007903650733911,-2.0216033120060217,-0.0,-2.277305231464057,-1.9275875047045539,0.0
2019-01-02,1.0,-0.29550063847367236,-2.0179523773754977,-0.0,-2.2725907008187485,-1.9254863667092317,0.0
2019-01-03,1.0,-0.30530342809991745,-2.011927087240267,-0.0,-2.2760483084539795,-1.9081089190608354,0.0
2019-01-04,1.0,-0.21886174016686533,-2.0418653158522053,-0.0,-2.2540226460071513,-1.9345202622169249,0.0
2019-01-07,1.0,-0.24468085106382978,-1.959834997828919,-0.0,-2.17158778404979,-1.8608336951802,0.0
2019-01-08,1.0,-0.2472436405563162,-1.9355768537868414,-0.0,-2.1733804136340704,-1.8500396339266412,0.0
2019-01-09,1.0,-0.2401639933827232,-1.9107386894914768,-0.0,-2.175501690282673,-1.8662878515428325,0.0
2019-01-10,1.0,-0.24519994225494443,-1.9078966363505125,-0.0,-2.1941677493864584,-1.8708676194600835,0.0
2019-01-11,1.0,-0.2409880798506391,-1.9060749676863422,-0.0,-2.1811719086600605,-1.852577911819618,0.0
2019-01-14,1.0,-0.23041274438812456,-1.9152787834902245,-0.0,-2.197538015930485,-1.8979000724112962,0.0
2019-01-15,1.0,-0.21856894553881806,-1.8959298957126305,-0.0,-2.1944524913093857,-1.9332995365005794,0.0
2019-01-16,1.0,-0.19999999999999998,-1.8956616052060737,-0.0,-2.1861894432393347,-1.9487346348517716,0.0
2019-01-17,1.0,-0.20096834802717156,-1.8924700101170688,-0.0,-2.1855759502818324,-1.9474635062870358,0.0
2019-01-18,1.0,-0.22039326679576943,-1.9293907343959482,-0.0,-2.2527186056904513,-2.0458066438254137,0.0
2019-01-22,1.0,-0.0,-2.09032,-0.0,-2.73096,-2.17872,0.0
2019-01-23,1.0,-0.0,-1.9812569787844951,-0.0,-2.7478066677301007,-2.246690062210879,0.0
2019-01-24,1.0,-0.0,-1.9801340354236474,-0.0,-2.7516355513004624,-2.246529439923408,0.0
2019-01-25,1.0,-0.0,-1.8421268902038133,-0.0,-3.0049309664694284,-2.3712195923734387,0.0
2019-01-28,1.0,-0.0,-1.7627914641179863,-0.0,-3.106533739803905,-2.369860756364835,0.0
2019-01-29,1.0,-0.0,-1.742308331947447,-0.0,-3.131714618326958,-2.4413770164643274,0.0
2019-01-30,1.0,-0.0,-1.7422225919148229,-0.0,-3.1310929961736815,-2.4448511063051077,0.0
2019-01-31,1.0,-0.0,-1.7820544863784056,-0.0,-3.0475714404732153,-2.501624593851537,0.0
2019-02-01,1.0,-0.0,-1.7843645484949833,-0.0,-3.0653846153846156,-2.5115384615384615,0.0
2019-02-04,1.0,-0.0,-1.7856066945606694,-0.0,-3.076485355648536,-2.506108786610879,0.0
2019-02-05,1.0,-0.0,-1.7630828581013083,-0.0,-3.0692720563569273,-2.5541764508554174,0.0
2019-02-06,1.0,-0.0,-1.7537338479610673,-0.0,-3.0698103708675957,-2.567125356603457,0.0
2019-02-07,1.0,-0.0,-1.7540281973816716,-0.0,-3.0748573346760657,-2.56310842564619,0.0
2019-02-08,1.0,-0.0,-1.7319846179568634,-0.0,-3.0843504430697206,-2.543470991472998,0.0
2019-02-11,1.0,-0.0,-1.6990537343697194,-0.0,-3.107806691449814,-2.6419398445420748,0.0
2019-02-12,1.0,-0.0,-1.7180698498397164,-0.0,-3.1043529610258136,-2.613548169394297,0.0
2019-02-13,1.0,-0.0,-1.7350636218083761,-0.0,-3.094884975141148,-2.5967809892980536,0.0
2019-02-14,1.0,-0.0,-1.7063613231552162,-0.0,-3.1530958439355388,-2.6223070398642916,0.0
2019-02-15,1.0,-0.0,-1.7299046321525886,-0.0,-3.157527247956403,-2.6275544959128068,0.0
2019-02-19,1.0,-0.0,-1.6977494692144375,-0.0,-3.1746921443736733,-2.620042462845011,0.0
2019-02-20,1.0,-0.0,-1.7294307836297116,-0.0,-3.156470688334893,-2.6226495362886073,0.0
2019-02-21,1.0,-0.0,-1.7163150731541341,-0.0,-3.160683906090507,-2.629295678802314,0.0
2019-02-22,1.0,-0.0,-1.751176118381661,-0.0,-3.1763749893080147,-2.6260371225729195,0.0
2019-02-25,1.0,-0.0,-1.754289162858867,-0.0,-3.2090697473920167,-2.6580739718941286,0.0
2019-02-26,1.0,-0.0,-1.7605888429752066,-0.0,-3.1976584022038566,-2.6505681818181817,0.0
2019-02-27,1.0,-0.0,-1.754581263915054,-0.0,-3.16518239424559,-2.64334646343552,0.0
2019-02-28,1.0,-0.0,-1.7665780217894829,-0.0,-3.174830573904092,-2.6370421206142236,0.0
2019-03-01,1.0,-0.0,-1.7706556388386319,-0.0,-3.1828207116395277,-2.6620143017144824,0.0
2019-03-04,1.0,-0.0,-1.7425809733762931,-0.0,-3.081736476174326,-2.654485331524504,0.0
2019-03-05,1.0,-0.0,-1.7169779286926994,-0.0,-3.1119694397283535,-2.660016977928693,0.0
2019-03-06,1.0,-0.0,-1.7126427061310783,-0.0,-3.10646934460888,-2.6375475687103593,0.0
2019-03-07,1.0,-0.0,-1.6753355704697985,-0.0,-3.1144295302013423,-2.5995805369127516,0.0
2019-03-08,1.0,-0.0,-1.6128250146308838,-0.0,-3.1703034863305746,-2.577376473539002,0.0
2019-03-11,1.0,-0.0,-1.6408456732003767,-0.0,-3.213130189163742,-2.7054694855773347,0.0
2019-03-12,1.0,-0.0,-1.5329949238578682,-0.0,-3.3267985296691758,-2.8922632592333275,0.0
2019-03-13,1.0,-0.0,-1.5769298399859328,-0.0,-3.3336557059961316,-2.8813961666959735,0.0
2019-03-14,1.0,-0.0,-1.5874814750239734,-0.0,-3.276261877778746,-2.8538924243745094,0.0
2019-03-15,1.0,-0.0,-1.5582570806100218,-0.0,-3.271721132897603,-2.8846187363834424,0.0
2019-03-18,1.0,-0.0,-1.6359910913140312,-0.0,-3.3319376391982183,-2.9407572383073495,0.0
2019-03-19,1.0,-0.0,-1.651815329448678,-0.0,-3.331869116987898,-2.9809950694755716,0.0
2019-03-20,1.0,-0.0,-1.677918804572869,-0.0,-3.3282023584481055,-2.995589161940769,0.0
2019-03-21,1.0,-0.0,-1.683522624842257,-0.0,-3.408779520461511,-2.9214890932035336,0.0
2019-03-22,1.0,-0.0,-1.659367396593674,-0.0,-3.4640893935297825,-2.8879877444354327,0.0
2019-03-25,1.0,-0.0,-1.3149122097257058,-0.0,-3.189092968686787,-2.587183429080022,0.0
2019-03-26,1.0,-0.0,-1.3170161290322582,-0.0,-3.128709677419355,-2.6187903225806455,0.0
2019-03-27,1.0,-0.0,-1.2665809148645388,-0.0,-3.153147359112469,-2.6195031754964226,0.0
2019-03-28,1.0,-0.0,-1.2631112543301377,-0.0,-3.1512929992749537,-2.64158543462499,0.0
2019-03-29,1.0,-0.0,-1.2484877812726831,-0.0,-3.158480522622792,-2.658198241793693,0.0
2019-04-01,1.0,-0.0,-1.267325142535935,-0.0,-3.1310527583714767,-2.6318156267566044,0.0
2019-04-02,1.0,-0.0,-1.3101458567078057,-0.0,-3.175669177752845,-2.5282096489822083,0.0
2019-04-03,1.0,-0.0,-1.3111574222507214,-0.0,-3.1820294966335365,-2.5222026290477717,0.0
2019-04-04,1.0,-0.0,-1.32227602905569,-0.0,-3.187409200968523,-2.5613397901533497,0.0
2019-04-05,1.0,-0.0,-1.271773935318604,-0.0,-3.1831572206211973,-2.5501120717259047,0.0
2019-04-08,1.0,-0.0,-1.2524796387388115,-0.0,-3.233852108700911,-2.577534069833078,0.0
2019-04-09,1.0,-0.0,-1.2398314697779937,-0.0,-3.2844757737805867,-2.5781883001134336,0.0
2019-04-10,1.0,-0.0,-1.209969300371627,-0.0,-3.2952819518500562,-2.5735983195992893,0.0
2019-04-11,1.0,-0.0,-1.1863981885815946,-0.0,-3.33082645964742,-2.569464661167718,0.0
2019-04-12,1.0,-0.0,-1.1893596377749032,-0.0,-3.3282664941785254,-2.5677554980595083,0.0
2019-04-15,1.0,-0.0,-1.193226930243863,-0.0,-3.327230008911934,-2.5813011423478898,0.0
2019-04-16,1.0,-0.0,-1.1907191448007775,-0.0,-3.323777129899579,-2.583981211532232,0.0
2019-04-17,1.0,-0.0,-1.1724557701671805,-0.0,-3.3669858789157607,-2.5761240058432073,0.0
2019-04-18,1.0,-0.0,-1.1947766658530632,-0.0,-3.3698641282239037,-2.5713123423643314,0.0
2019-04-22,1.0,-0.0,-1.1925050916496946,-0.0,-3.373767820773931,-2.580448065173116,0.0
2019-04-23,1.0,-0.0,-1.2120670027646772,-0.0,-3.3658318425760285,-2.5535046348999835,0.0
2019-04-24,1.0,-0.0,-1.1893337656022047,-0.0,-3.354028205543848,-2.561679364564759,0.0
2019-04-25,1.0,-0.0,-1.1423875571233866,-0.0,-3.34041529704161,-2.5345145514310916,0.0
2019-04-26,1.0,-0.0,-1.1303544161375874,-0.0,-3.360604355862734,-2.545688338825042,0.0
2019-04-29,1.0,-0.0,-1.0870957662865177,-0.0,-3.252069989064209,-2.472113732229339,0.0
2019-04-30,1.0,-0.0,-1.0606390422141025,-0.0,-3.235792583378683,-2.477804555702402,0.0
2019-05-01,1.0,-0.0,-1.0752312116266418,-0.0,-3.225149607523121,-2.471438563767778,0.0
2019-05-02,1.0,-0.0,-1.065212291813277,-0.0,-3.234576589256392,-2.519352568613652,0.0
2019-05-03,1.0,-0.0,-1.0714620797498045,-0.0,-3.230492572322126,-2.5166536356528537,0.0
2019-05-06,1.0,-0.0,-0.9926343833254974,-0.007600689547092932,-3.2748785456824945,-2.56064880112835,0.0
2019-05-07,1.0,-0.0,-0.9996079046424091,-0.023212045169385194,-3.260037641154329,-2.5590495608532,0.0
2019-05-08,1.0,-0.0,-0.9878360579530489,-0.08863407453319905,-3.1513132408770437,-2.5199504145037577,0.0
2019-05-09,1.0,-0.0,-0.9940180236171535,-0.08592293349906775,-3.156774394033561,-2.5320851460534493,0.0
2019-05-10,1.0,-0.0,-0.9934650692391475,-0.082853586432239,-3.1645402209428974,-2.538820600591256,0.0
2019-05-13,1.0,-0.0,-0.9916770379589296,-0.07327317983820783,-3.1684038581207217,-2.545115121344119,0.0
2019-05-14,1.0,-0.0,-0.8312116564417179,-0.2800613496932515,-3.073466257668712,-2.483972392638037,0.0
2019-05-15,1.0,-0.0,-0.8563748079877112,-0.2746543778801843,-3.0887096774193545,-2.4607526881720427,0.0
2019-05-16,1.0,-0.0,-0.8563386798272672,-0.279996915484269,-3.1079580505860585,-2.4669185687847013,0.0
2019-05-17,1.0,-0.0,-0.8219294190167976,-0.3098320234242564,-3.0576359993835722,-2.516027122823239,0.0
2019-05-20,1.0,-0.0,-0.7979836847775897,-0.32768970293981836,-3.053563183007542,-2.5166230567954444,0.0
2019-05-21,1.0,-0.0,-0.7858073415587402,-0.3319794620277416,-3.040539504942908,-2.5050961759521804,0.0
2019-05-22,1.0,-0.0,-0.778203849988496,-0.33660556791164964,-3.0463992637472197,-2.50809111128154,0.0
2019-05-23,1.0,-0.0,-0.7545151538640414,-0.40012402139369035,-3.1240989070614678,-2.472676536702581,0.0
2019-05-24,1.0,-0.0,-0.7185983827493262,-0.4094724682325761,-3.1128994994224106,-2.460223334616866,0.0
2019-05-28,1.0,-0.0,-0.7129116651277316,-0.4133579562942444,-3.11088027085257,-2.4575253924284395,0.0
2019-05-29,1.0,-0.0,-0.7327751747446041,-0.41923342806667174,-3.1155234657039714,-2.4135494277594285,0.0
2019-05-30,1.0,-0.0,-0.7350585335797905,-0.4094269870609981,-3.1362446087492297,-2.421056685150955,0.0
2019-05-31,1.0,-0.0,-0.7529357231149568,-0.3905284301606922,-3.140682941903585,-2.4413627935723117,0.0
2019-06-03,1.0,-0.0,-0.7562864152100582,-0.4385157927016253,-3.1211284881938055,-2.3504293161606866,0.0
2019-06-04,1.0,-0.0,-0.7480429777436685,-0.4569455103607061,-3.1501151189562546,-2.3195702225633155,0.0
2019-06-05,1.0,-0.0,-0.7052752293577982,-0.5398318042813456,-3.215902140672783,-2.184250764525994,0.0
2019-06-06,1.0,-0.0,-0.7460414594966726,-0.4978199342155587,-3.186185267344909,-2.219306968561156,0.0
2019-06-07,1.0,-0.0,-0.7876873906095427,-0.5051365953884788,-3.1271592725058976,-2.1897876873906097,0.0
2019-06-10,1.0,-0.0,-0.7867596875710928,-0.4719041480245697,-3.127170698415106,-2.1973913702889214,0.0
2019-06-11,1.0,-0.0,-0.7848970251716247,-0.5323417238749047,-3.120518688024409,-2.1899313501144166,0.0
2019-06-12,1.0,-0.0,-0.7959090215234316,-0.5406044878644483,-3.1160891466951615,-2.179819874828271,0.0
