Date,IWF,IWM,MTUM,RDUS,SPY,VLUE,VXX
2018-10-29,-0.6458650431253171,-1.4167089463893117,-0.0,1.0,-1.3237499295337956,-1.2509724336208354,0.0
2018-10-30,-0.6738945336890504,-1.427938922631549,-0.0,1.0,-1.3335982289833685,-1.2408469092353975,0.0
2018-10-31,-0.6863033041513696,-1.3880824625811916,-0.0,1.0,-1.3372493645862749,-1.2364868681163512,0.0
2018-11-01,-0.6310502283105023,-1.4610730593607306,-0.0,1.0,-1.3569634703196347,-1.258732876712329,0.0
2018-11-02,-0.6403632103104863,-1.5383128295254833,-0.0,1.0,-1.380316344463972,-1.299238429994142,0.0
2018-11-05,-0.6297365784666156,-1.5904885379220932,-0.0,1.0,-1.3946608521421415,-1.2781542813365547,0.0
2018-11-06,-0.6499437303796718,-1.6148196410590534,-0.0,1.0,-1.3915773263045668,-1.2668364627139725,0.0
2018-11-07,-0.6509647451167222,-1.6288113387327297,-0.0,1.0,-1.3987017627441638,-1.2767984754645068,0.0
2018-11-08,-0.6033315674848431,-1.6254046736123373,-0.0,1.0,-1.3776561304373418,-1.2797104008476072,0.0
2018-11-09,-0.6020023557126031,-1.6263839811542993,-0.0,1.0,-1.3808009422850411,-1.280153121319199,0.0
2018-11-12,-0.6082468074949278,-1.6642797469865138,-0.0,1.0,-1.3936030552571905,-1.301109917651271,0.0
2018-11-13,-0.5673650044260844,-1.654352316317498,-0.0,1.0,-1.3902626143405137,-1.2894659191501918,0.0
2018-11-14,-0.5713103611324546,-1.654825935338968,-0.0,1.0,-1.3936402860689165,-1.2907382232992493,0.0
2018-11-15,-0.5691172128727487,-1.654856805432536,-0.0,1.0,-1.3939179214644228,-1.2870977266017125,0.0
2018-11-16,-0.5874819624819625,-1.6985329485329483,-0.0,1.0,-1.4237012987012987,-1.3027296777296777,0.0
2018-11-19,-0.580651005495501,-1.7097650824325141,-0.0,1.0,-1.436741349115285,-1.3118545805906154,0.0
2018-11-20,-0.5513906409563284,-1.7023487715504293,-0.0,1.0,-1.4350934102240644,-1.318255541539016,0.0
2018-11-21,-0.5687317044028914,-1.6997431148814146,-0.0,1.0,-1.4411852559890077,-1.2644124499671425,0.0
2018-11-23,-0.5697244423237504,-1.6856733866157698,-0.0,1.0,-1.4447095311940832,-1.2642848622211618,0.0
2018-11-26,-0.5680257895051042,-1.6996000238791715,-0.0,1.0,-1.4415855769804788,-1.2605814578234136,0.0
2018-11-27,-0.54957254808834,-1.7055924958442175,-0.0,1.0,-1.4318451674186654,-1.2498812633578722,0.0
2018-11-28,-0.5458726555967028,-1.744295783060566,-0.0,1.0,-1.4302950663003224,-1.2524787958427903,0.0
2018-11-29,-0.494878134934652,-1.7176498292711644,-0.0,1.0,-1.4191098551748498,-1.2555634051571882,0.0
2018-11-30,-0.494526191877575,-1.7179517363154795,-0.0,1.0,-1.4198940553266628,-1.2533843437316068,0.0
2018-12-03,-0.5018713241846373,-1.7322521238044317,-0.0,1.0,-1.437236380918434,-1.2692924612368561,0.0
2018-12-04,-0.4928334517886757,-1.7333570244018004,-0.0,1.0,-1.431710495143331,-1.2648069177919925,0.0
2018-12-06,-0.47593674802337577,-1.6263320728772774,-0.0,1.0,-1.419445399335396,-1.2076314884840151,0.0
2018-12-07,-0.4862632635503297,-1.627014625752796,-0.0,1.0,-1.4211643246343562,-1.2012044737596788,0.0
2018-12-10,-0.4377728638657368,-1.6366162045699384,-0.0,1.0,-1.4232579236831662,-1.172251516697851,0.0
2018-12-11,-0.4477967447399762,-1.6333579084670788,-0.0,1.0,-1.4261895309930244,-1.1637838144388364,0.0
2018-12-12,-0.4530885946468148,-1.63556288003637,-0.0,1.0,-1.4320054554753652,-1.162129908507132,0.0
2018-12-13,-0.4544471016968455,-1.6409292791253842,-0.0,1.0,-1.4324108871426946,-1.166325019929393,0.0
2018-12-14,-0.44895737855178736,-1.6746104491292395,-0.0,1.0,-1.4291361136571952,-1.1759853345554536,0.0
2018-12-17,-0.41657628860094753,-1.6769792796392486,-0.0,1.0,-1.4080141560591357,-1.2065757177921115,0.0
2018-12-18,-0.39387420030572384,-1.6578157730849798,-0.0,1.0,-1.4011209873747381,-1.2087980524259752,0.0
2018-12-19,-0.40751248297775755,-1.657625964593736,-0.0,1.0,-1.3992283250113482,-1.2097140263277348,0.0
2018-12-20,-0.4045323862675461,-1.6332938722588646,-0.0,1.0,-1.4016009921641581,-1.1978691019786911,0.0
2018-12-21,-0.3963807496218275,-1.6318001008459857,-0.0,1.0,-1.4003025379573084,-1.1740713765477058,0.0
2018-12-24,-0.3836456938866577,-1.6211512717536816,-0.0,1.0,-1.3954149933065596,-1.1776550647032575,0.0
2018-12-26,-0.38495648799955656,-1.6516822792528132,-0.0,1.0,-1.3524194889418548,-1.153816307300039,0.0
2018-12-27,-0.3307875894988067,-1.5826571201272872,-0.0,1.0,-1.2461946433306816,-1.1439936356404137,0.0
2018-12-28,-0.32295699209842504,-1.5921938802566689,-0.0,1.0,-1.2468579307418997,-1.1410086440048788,0.0
2018-12-31,-0.3187974717161523,-1.6017952939926703,-0.0,1.0,-1.2489509746640464,-1.1419769480002124,0.0
2019-01-02,-0.3281139563964552,-1.6376882509650408,-0.0,1.0,-1.297395748382537,-1.1736530201707172,0.0
2019-01-03,-0.32827706192573264,-1.6375795139455227,-0.0,1.0,-1.2973413798727775,-1.1736530201707172,0.0
2019-01-04,-0.28558310376492196,-1.6506779020148004,-0.0,1.0,-1.2822881218603144,-1.1830605520445092,0.0
2019-01-07,-0.24522698345354266,-1.6086126431904961,-0.0,1.0,-1.2904645736105218,-1.1590475180313957,0.0
2019-01-08,-0.24376128278645,-1.6139428692789637,-0.0,1.0,-1.2904321970903685,-1.1614102155675905,0.0
2019-01-09,-0.23164354322305228,-1.5907150480256134,-0.0,1.0,-1.3113660618996796,-1.2025613660618997,0.0
2019-01-10,-0.23501442461801472,-1.584410727641842,-0.0,1.0,-1.3214552836841542,-1.2016241051394378,0.0
2019-01-11,-0.24123369681419715,-1.555805003207184,-0.0,1.0,-1.3253688261706222,-1.2228992944194998,0.0
2019-01-14,-0.26250867731083466,-1.5536391306669515,-0.0,1.0,-1.3288300315053132,-1.194905751054627,0.0
2019-01-15,-0.2588487282463186,-1.5539491298527444,-0.0,1.0,-1.3294243641231593,-1.2125301204819277,0.0
2019-01-16,-0.2601956277727297,-1.546902560265113,-0.0,1.0,-1.3298412528729489,-1.2081351221337324,0.0
2019-01-17,-0.25778537471288926,-1.548635222477432,-0.0,1.0,-1.3293627477164682,-1.2058650713102934,0.0
2019-01-18,-0.2577835134699145,-1.533473140829166,-0.0,1.0,-1.3338710544711514,-1.2520836694090445,0.0
2019-01-22,-0.0,-1.697666685141052,-0.0,1.0,-1.5897023776533834,-1.2549465166546583,0.0
2019-01-23,-0.0,-1.6776432696579298,-0.0,1.0,-1.601565970679698,-1.2738782763216348,0.0
2019-01-24,-0.0,-1.6846192245826168,-0.0,1.0,-1.5846691441566365,-1.2773309667757502,0.0
2019-01-25,-0.0,-1.6824220309025602,-0.0,1.0,-1.701351274302982,-1.317806032270939,0.0
2019-01-28,-0.0,-1.6904012363344971,-0.0,1.0,-1.7067139831721136,-1.3267128384179496,0.0
2019-01-29,-0.0,-1.6831740181964758,-0.0,1.0,-1.7356904295750317,-1.339571576644017,0.0
2019-01-30,-0.0,-1.683141036679869,-0.0,1.0,-1.7315309109695194,-1.3255266632225473,0.0
2019-01-31,-0.0,-1.7064696716107808,-0.0,1.0,-1.7311132913949328,-1.3337565648987129,0.0
2019-02-01,-0.0,-1.7030366008544047,-0.0,1.0,-1.7466805218796904,-1.3232883038910055,0.0
2019-02-04,-0.0,-1.7084945429346887,-0.0,1.0,-1.7387538257203903,-1.3274239186926142,0.0
2019-02-05,-0.0,-1.696775682067255,-0.0,1.0,-1.7201938051566015,-1.3510411259156716,0.0
2019-02-06,-0.0,-1.6949123211813568,-0.0,1.0,-1.718274111675127,-1.355214582371943,0.0
2019-02-07,-0.0,-1.7021619135234594,-0.0,1.0,-1.7079691812327507,-1.3396964121435144,0.0
2019-02-08,-0.0,-1.703360036885482,-0.0,1.0,-1.7274508673851652,-1.3325456746008875,0.0
2019-02-11,-0.0,-1.7085136241375278,-0.0,1.0,-1.8030054964331657,-1.3357502046544263,0.0
2019-02-12,-0.0,-1.6940548154234403,-0.0,1.0,-1.82639826280885,-1.3484946299665472,0.0
2019-02-13,-0.0,-1.72544080604534,-0.0,1.0,-1.8083884951086637,-1.3240583445609513,0.0
2019-02-14,-0.0,-1.6950458931513297,-0.0,1.0,-1.8542009884678747,-1.3344904683454932,0.0
2019-02-15,-0.0,-1.8066053796390875,-0.0,1.0,-1.6929406423788447,-1.1751787538304392,0.0
2019-02-19,-0.0,-1.7860544217687075,-0.0,1.0,-1.7115079365079366,-1.1713718820861678,0.0
2019-02-20,-0.0,-1.8067460317460318,-0.0,1.0,-1.695578231292517,-1.166609977324263,0.0
2019-02-21,-0.0,-1.8111709668273321,-0.0,1.0,-1.6948681599092712,-1.164445704564786,0.0
2019-02-22,-0.0,-1.8070683004311323,-0.0,1.0,-1.7000226911731338,-1.1656455638756524,0.0
2019-02-25,-0.0,-1.813649040924355,-0.0,1.0,-1.709772895440833,-1.168421651773009,0.0
2019-02-26,-0.0,-1.8123076923076924,-0.0,1.0,-1.7084900284900286,-1.1771509971509972,0.0
2019-02-27,-0.0,-1.820487971725003,-0.0,1.0,-1.720043324592407,-1.1601299737772204,0.0
2019-02-28,-0.0,-1.8343719627236865,-0.0,1.0,-1.7351780915899604,-1.1476759476302099,0.0
2019-03-01,-0.0,-1.8430318966502799,-0.0,1.0,-1.7207042414542129,-1.1525094318051903,0.0
2019-03-04,-0.0,-1.8559390048154092,-0.0,1.0,-1.731082320568677,-1.1456661316211878,0.0
2019-03-05,-0.0,-1.8318858917582104,-0.0,1.0,-1.769022833151205,-1.1505147524012194,0.0
2019-03-06,-0.0,-1.8329780492020509,-0.0,1.0,-1.7623437229936048,-1.166042518868468,0.0
2019-03-07,-0.0,-1.7772617819057448,-0.0,1.0,-1.7946336429308567,-1.1613920421969959,0.0
2019-03-08,-0.0,-1.7715845090866864,-0.0,1.0,-1.8656447773326366,-1.1689601114788366,0.0
2019-03-11,-0.0,-1.75881012214365,-0.0,1.0,-1.8486353807492255,-1.2366898486353806,0.0
2019-03-12,-0.0,-1.7036817805137918,-0.0,1.0,-1.8919142890967207,-1.3236652065822185,0.0
2019-03-13,-0.0,-1.7217453505007152,-0.0,1.0,-1.9107653791130188,-1.3283261802575108,0.0
2019-03-14,-0.0,-1.7253441392050535,-0.0,1.0,-1.9096001430188907,-1.3241165603956857,0.0
2019-03-15,-0.0,-1.7258874148440304,-0.0,1.0,-1.9112585155969883,-1.338711605115334,0.0
2019-03-18,-0.0,-1.7622369283968284,-0.0,1.0,-1.8776605258451082,-1.3220652238716986,0.0
2019-03-19,-0.0,-1.762831963796594,-0.0,1.0,-1.8508991306418958,-1.3407169227104918,0.0
2019-03-20,-0.0,-1.7684040838259,-0.0,1.0,-1.8479909248313333,-1.3541703982327304,0.0
2019-03-21,-0.0,-1.7709340495374513,-0.0,1.0,-1.8822441062369442,-1.3151894956729335,0.0
2019-03-22,-0.0,-1.7568931338979996,-0.0,1.0,-1.9341623115276023,-1.3159728479605934,0.0
2019-03-25,-0.0,-1.5721529559148124,-0.0,1.0,-2.047187257650778,-1.3461790848893396,0.0
2019-03-26,-0.0,-1.5729060188804038,-0.0,1.0,-2.043352774938368,-1.396608742709398,0.0
2019-03-27,-0.0,-1.5574322293682756,-0.0,1.0,-2.0545771473222336,-1.398749774598786,0.0
2019-03-28,-0.0,-1.5403245192307693,-0.0,1.0,-2.0423677884615383,-1.426923076923077,0.0
2019-03-29,-0.0,-1.546557003061776,-0.0,1.0,-2.042804826799544,-1.4141802245302275,0.0
2019-04-01,-0.0,-1.5425249969883146,-0.0,1.0,-2.041019154318757,-1.439826526924467,0.0
2019-04-02,-0.0,-1.5572303627191928,-0.0,1.0,-2.053867403314917,-1.3941268316118183,0.0
2019-04-03,-0.0,-1.5590928385179794,-0.0,1.0,-2.1229155296828575,-1.3819659208052877,0.0
2019-04-04,-0.0,-1.5618018455560951,-0.0,1.0,-2.1161364740165127,-1.3929698882952888,0.0
2019-04-05,-0.0,-1.5491937937328872,-0.0,1.0,-2.1366595679951326,-1.3987222391238212,0.0
2019-04-08,-0.0,-1.5391304347826087,-0.0,1.0,-2.1417452113104285,-1.4000608087564608,0.0
2019-04-09,-0.0,-1.515906454173536,-0.0,1.0,-2.196250839592111,-1.3939671490504977,0.0
2019-04-10,-0.0,-1.493415437141812,-0.0,1.0,-2.2069259846360203,-1.3964150713327643,0.0
2019-04-11,-0.0,-1.4590304066430577,-0.0,1.0,-2.248259860788863,-1.3984613505922578,0.0
2019-04-12,-0.0,-1.4531183449954366,-0.0,1.0,-2.2463036203224824,-1.38521448128993,0.0
2019-04-15,-0.0,-1.4554690351624284,-0.0,1.0,-2.2388368414648987,-1.3892200997688284,0.0
2019-04-16,-0.0,-1.4506785127487372,-0.0,1.0,-2.2453599464492178,-1.389277672975111,0.0
2019-04-17,-0.0,-1.4225205981080258,-0.0,1.0,-2.2573695453158376,-1.4233140067134575,0.0
2019-04-18,-0.0,-1.428466752152409,-0.0,1.0,-2.2490688160224703,-1.4285888746412652,0.0
2019-04-22,-0.0,-1.4470306454584536,-0.0,1.0,-2.2572007615304304,-1.4371430326106982,0.0
2019-04-23,-0.0,-1.4492904969592728,-0.0,1.0,-2.2544382333067143,-1.4392161680692919,0.0
2019-04-24,-0.0,-1.43436139554847,-0.0,1.0,-2.2476546692010544,-1.4495064075050585,0.0
2019-04-25,-0.0,-1.4133120275336488,-0.0,1.0,-2.269743715813411,-1.4628480118001352,0.0
2019-04-26,-0.0,-1.3844970778222085,-0.0,1.0,-2.3110427560750537,-1.4564134112580744,0.0
2019-04-29,-0.0,-1.3657487091222031,-0.0,1.0,-2.3049545119252524,-1.4763339070567987,0.0
2019-04-30,-0.0,-1.380292060375506,-0.0,1.0,-2.297766597128482,-1.4576635169959504,0.0
2019-05-01,-0.0,-1.3573188762937407,-0.0,1.0,-2.3157343518974867,-1.4875554460325284,0.0
2019-05-02,-0.0,-1.3879289064428537,-0.0,1.0,-2.2848679338434956,-1.4985805973833621,0.0
2019-05-03,-0.0,-1.4074873566054027,-0.0,1.0,-2.2690267669914888,-1.4909954360429258,0.0
2019-05-06,-0.0,-1.3901447489990761,-0.0,1.0,-2.2745303356944873,-1.4948567908838928,0.0
2019-05-07,-0.0,-1.391725139124123,-0.0,1.0,-2.2003992257440115,-1.4567505443987419,0.0
2019-05-08,-0.0,-1.3973696853230844,-0.0,1.0,-2.1527744415085275,-1.4551405236608215,0.0
2019-05-09,-0.0,-1.3928184770840852,-0.0,1.0,-2.1805605677853963,-1.4412366173463251,0.0
2019-05-10,-0.0,-1.3948159730574934,-0.0,1.0,-2.184628337743565,-1.434508058696175,0.0
2019-05-13,-0.0,-1.3943365598508988,-0.0,1.0,-2.1728491552936933,-1.4450189382552756,0.0
2019-05-14,-0.0,-1.3267303244172943,-0.027519126979419963,1.0,-2.1555660992823675,-1.4210307810924618,0.0
2019-05-15,-0.0,-1.3455369387633416,-0.01741100709558166,1.0,-2.17762804841691,-1.4220976685945979,0.0
2019-05-16,-0.0,-1.3467963250208808,-0.0214771506980074,1.0,-2.1755757069562107,-1.4219663524639066,0.0
2019-05-17,-0.0,-1.3293033277471868,-0.03267895618865214,1.0,-2.1437634666028247,-1.479411060569787,0.0
2019-05-20,-0.0,-1.3106344950848972,-0.05832588620792374,1.0,-2.1171879654453383,-1.4716115579386357,0.0
2019-05-21,-0.0,-1.3074986513217046,-0.03812263981298328,1.0,-2.1613618653719353,-1.4871426002517532,0.0
2019-05-22,-0.0,-1.3076460687665303,-0.03444337581149314,1.0,-2.1714354412118295,-1.4974753546525608,0.0
2019-05-23,-0.0,-1.3020295424522639,-0.04881710099675754,1.0,-2.173772066770746,-1.4800048036507747,0.0
2019-05-24,-0.0,-1.2277150408457473,-0.10463719365689574,1.0,-2.1700504565112926,-1.5043849111004326,0.0
2019-05-28,-0.0,-1.2316445083243504,-0.09318481255240149,1.0,-2.1593005150317404,-1.5045514432866214,0.0
2019-05-29,-0.0,-1.211179397131987,-0.09230318993268949,1.0,-2.099619549312262,-1.4499853672812408,0.0
2019-05-30,-0.0,-1.201607226654153,-0.08112388549976537,1.0,-2.10722665415298,-1.4758916001877054,0.0
2019-05-31,-0.0,-1.2049387060824681,-0.08540090327878468,1.0,-2.107396328230395,-1.4677107161710365,0.0
2019-06-03,-0.0,-1.2083795944603517,-0.09478174487231927,1.0,-2.1030795301817333,-1.4373283468707998,0.0
2019-06-04,-0.0,-1.2097815875998121,-0.0674025364020667,1.0,-2.0873649600751527,-1.5068107092531704,0.0
2019-06-05,-0.0,-1.17272832907274,-0.12485475249825703,1.0,-2.1154427143853125,-1.3968742737624913,0.0
2019-06-06,-0.0,-1.1719049555568466,-0.12385987335153661,1.0,-2.115784581421019,-1.3980131296113403,0.0
2019-06-07,-0.0,-1.2271267589186663,-0.11443918958369825,1.0,-2.101360425059847,-1.395866176212997,0.0
2019-06-10,-0.0,-1.2256428196606612,-0.09690397061395836,1.0,-2.1089732377120867,-1.3990437875342545,0.0
2019-06-11,-0.0,-1.2230034569637314,-0.13599343762817134,1.0,-2.1151930626354956,-1.385070604089764,0.0
2019-06-12,-0.0,-1.2426014738565916,-0.14662533629664287,1.0,-2.0972628377588025,-1.3622061059773074,0.0
2019-06-13,-0.0,-1.2599941469124962,-0.1661691542288557,1.0,-2.0796019900497513,-1.3473222124670765,0.0
2019-06-14,-0.0,-1.2578271028037384,-0.1582359813084112,1.0,-2.075876168224299,-1.3492406542056075,0.0
2019-06-17,-0.0,-1.2413249211356467,-0.1595980838883047,1.0,-2.088269657670289,-1.3526697044047202,0.0
2019-06-18,-0.0,-1.318532023760513,-0.1488560842204317,1.0,-2.092689525377875,-1.321237428689055,0.0
2019-06-19,-0.0,-1.3022190912293061,-0.1774098861101327,1.0,-2.0932840201949046,-1.2976987202066457,0.0
2019-06-20,-0.0,-1.329762949956102,-0.16575943810359967,1.0,-2.070822358794264,-1.2867427568042142,0.0
2019-06-21,-0.0,-1.3477724951575982,-0.1586546927275929,1.0,-2.053413159593825,-1.3097376298644128,0.0
2019-06-24,-0.0,-1.3136920178949847,-0.16040734636213796,1.0,-2.0565693430656933,-1.3557805509771603,0.0
2019-06-25,-0.0,-1.3146993056372838,-0.16129222078380603,1.0,-2.054254442744498,-1.354183829586913,0.0
2019-06-26,-0.0,-1.3087837042270105,-0.14223478158483457,1.0,-2.024902861179795,-1.4112798775462143,0.0
2019-06-27,-0.0,-1.318,-0.14923529411764705,1.0,-2.024647058823529,-1.3904705882352941,0.0
2019-06-28,-0.0,-1.304900926251612,-0.14292414116543556,1.0,-2.0287841482002578,-1.38574275999531,0.0
2019-07-01,-0.0,-1.29436215678239,-0.1481763362800773,1.0,-2.035946373163164,-1.3759147590890464,0.0
2019-07-02,-0.0,-1.3049885958243173,-0.14258143751096555,1.0,-2.0257909819287674,-1.374934206678753,0.0
2019-07-03,-0.0,-1.3122224818882915,-0.13881748071979433,1.0,-2.013087169899509,-1.3783594297733115,0.0
2019-07-05,-0.0,-1.3059483463830783,-0.14152156129484633,1.0,-2.0152506719644734,-1.3804487554049316,0.0
2019-07-08,-0.0,-1.2986845951476176,-0.14878690441391407,1.0,-2.0195264542531426,-1.3791873721134171,0.0
2019-07-09,-0.0,-1.3023514272344408,-0.14401029480580252,1.0,-2.0270238652316332,-1.3758773982218064,0.0
2019-07-10,-0.0,-1.2774722059684025,-0.1387946167349327,1.0,-2.055471035693388,-1.3796957284961966,0.0
2019-07-11,-0.0,-1.2534044155994668,-0.18641710610187168,1.0,-2.0242220548183347,-1.330706380019702,0.0
2019-07-12,-0.0,-1.3002384691444193,-0.17949165357994532,1.0,-2.0175652881986856,-1.3190251846681789,0.0
2019-07-15,-0.0,-1.3006410256410257,-0.20029137529137528,1.0,-2.043123543123543,-1.2834498834498833,0.0
2019-07-16,-0.0,-1.3013634774501808,-0.1985199860156159,1.0,-2.040379909101503,-1.286505069339238,0.0
2019-07-17,-0.0,-1.3268928592213234,-0.18791829133445845,1.0,-2.034045277308968,-1.2708490950357911,0.0
2019-07-18,-0.0,-1.3328685953293833,-0.217439293598234,1.0,-2.008946206576043,-1.2499709538747532,0.0
2019-07-19,-0.0,-1.340695652173913,-0.23327536231884058,1.0,-1.9853913043478262,-1.2377971014492755,0.0
2019-07-22,-0.0,-1.359152082250332,-0.23427482238780106,1.0,-1.959048114133888,-1.2235314503552244,0.0
2019-07-23,-0.0,-1.3765310838918419,-0.2288537092673908,1.0,-1.9530852784839379,-1.2192627686618904,0.0
2019-07-24,-0.0,-1.3778995960761684,-0.24114252740911712,1.0,-1.9449509521061743,-1.2062896710905944,0.0
2019-07-25,-0.0,-1.3584612730722787,-0.25403944569029957,1.0,-1.944166522914151,-1.193433385084239,0.0
2019-07-26,-0.0,-1.3757268697104035,-0.24756750532558003,1.0,-1.9452472796361333,-1.1888421901088144,0.0
2019-07-29,-0.0,-1.3445436222286207,-0.2464727900950187,1.0,-1.9493809386697378,-1.2183702850561475,0.0
2019-07-30,-0.0,-1.3341333790502314,-0.250814332247557,1.0,-1.9218241042345277,-1.207897594148237,0.0
2019-07-31,-0.0,-1.3669945105215004,-0.24822735590118936,1.0,-1.9074222323879229,-1.1956198536139067,0.0
2019-08-01,-0.0,-1.38109668934759,-0.2577048430441992,1.0,-1.8930184687517868,-1.1860598090228145,0.0
2019-08-02,-0.0,-1.3577152014652014,-0.298592032967033,1.0,-1.8890796703296706,-1.1781135531135531,0.0
2019-08-05,-0.0,-1.3607709750566894,-0.2678004535147392,1.0,-1.8459183673469388,-1.1944444444444444,0.0
2019-08-06,-0.0,-1.35567326456649,-0.2732645664901031,1.0,-1.7445776414831335,-1.2021745190967381,0.0
2019-08-07,-0.0,-1.322054856115108,-0.29361510791366907,1.0,-1.796875,-1.2080148381294964,0.0
2019-08-08,-0.0,-1.3180781944602757,-0.3099851818078194,1.0,-1.84418100991679,-1.2270602986435655,0.0
2019-08-09,-0.0,-1.274804809939021,-0.297486749871773,1.0,-1.8290875933207957,-1.2976007294694252,0.0
2019-08-12,-0.0,-1.2665949252378794,-0.34662437698232895,1.0,-1.8108291798821932,-1.2396918894426823,0.0
2019-08-13,-0.0,-1.260854816824966,-0.3418701944821348,1.0,-1.8136024423337855,-1.2372229760289462,0.0
2019-08-14,-0.0,-1.2783719882909255,-0.340520153118667,1.0,-1.7842828191848685,-1.2261877955415448,0.0
2019-08-15,-0.0,-1.3308729674232755,-0.3827626394361508,1.0,-1.7393307064764973,-1.0967867251234809,0.0
2019-08-16,-0.0,-1.3452262418409116,-0.37802854298041816,1.0,-1.7162849872773536,-1.0920455802633036,0.0
2019-08-19,-0.0,-1.2996374024832436,-0.3841885507087134,1.0,-1.7298648500164817,-1.080210965827931,0.0
2019-08-20,-0.0,-1.3041335888310976,-0.41001916233232955,1.0,-1.7058308239802902,-1.0549685190254585,0.0
2019-08-21,-0.0,-1.3101864508721088,-0.43665591339056264,1.0,-1.6892667723768386,-1.0316583738859424,0.0
2019-08-22,-0.0,-1.3079692358042874,-0.4449353624611357,1.0,-1.6847760868379424,-1.0169093983526973,0.0
2019-08-23,-0.0,-1.3131126116314529,-0.44233282509257243,1.0,-1.680352864299717,-1.0096384230015247,0.0
2019-08-26,-0.0,-1.2779847723959177,-0.45240023759382253,1.0,-1.6852421837032237,-0.9842324099573411,0.0
2019-08-27,-0.0,-1.273045822102426,-0.4484636118598383,1.0,-1.6795148247978438,-0.9897574123989219,0.0
2019-08-28,-0.0,-1.2377920466195436,-0.4783359412939082,1.0,-1.7019910430043705,-0.9777154265364485,0.0
2019-08-29,-0.0,-1.2221563022490696,-0.4857882530607842,1.0,-1.7097783291084625,-0.9757294644301817,0.0
2019-08-30,-0.0,-1.2352087699500243,-0.4851415981514321,1.0,-1.6851523456392066,-0.9681874361867913,0.0
2019-09-03,-0.0,-1.211212516297262,-0.48413733159495875,1.0,-1.6925793133420253,-1.0444915254237288,0.0
2019-09-04,-0.0,-1.168341572057146,-0.5123580857189418,1.0,-1.68319843554783,-1.0682818186756478,0.0
2019-09-05,-0.0,-1.2329026328593826,-0.5355463048061848,1.0,-1.665999891874358,-0.9718873330810402,0.0
2019-09-06,-0.0,-1.2147295617874319,-0.5665423893661857,1.0,-1.6989787647917003,-0.9231101745285567,0.0
