Date,AMBC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3294514026221343,-0.8839815425181279,-0.1097927195488171,-0.6468541712444151,-0.6921189482165091,0.0
2018-09-25,1.0,-0.32886102863008176,-0.8859562300670847,-0.10803181934821658,-0.6485941566772976,-0.6943802925327176,0.0
2018-09-26,1.0,-0.32845134529971004,-0.8863194215027713,-0.1050178027383181,-0.6508460889035715,-0.7000697426861946,0.0
2018-09-27,1.0,-0.32792852415618795,-0.8914626075446724,-0.1041253033311273,-0.6519964703287006,-0.7012280314729025,0.0
2018-09-28,1.0,-0.3268502518474944,-0.8922386852457811,-0.10467296591786462,-0.6517519026434796,-0.7011287179675724,0.0
2018-10-01,1.0,-0.32771996911424056,-0.8912747729528993,-0.10468066330845313,-0.6522042872375631,-0.7010332021914182,0.0
2018-10-02,1.0,-0.32795342324415944,-0.9059621195371803,-0.10103913331859385,-0.6508217259930724,-0.6990935219986735,0.0
2018-10-03,1.0,-0.3275506445672191,-0.8976795580110496,-0.09996316758747698,-0.6537753222836095,-0.7042725598526702,0.0
2018-10-04,1.0,-0.32864558406656114,-0.8950042337002541,-0.10054117733681847,-0.6547141331958916,-0.7026101682435666,0.0
2018-10-05,1.0,-0.32362994817510204,-0.896056162017128,-0.09398316609696035,-0.6566692395339435,-0.7051861653251003,0.0
2018-10-08,1.0,-0.3216303470540759,-0.8929121725731896,-0.09068897204490425,-0.6589625064201335,-0.7044537383520435,0.0
2018-10-09,1.0,-0.3202348192992111,-0.8935608145294441,-0.08717666483214088,-0.6609062557328931,-0.7071729957805907,0.0
2018-10-10,1.0,-0.3256558372272711,-0.8937782847051032,-0.09135729791383054,-0.6660289193862909,-0.7024908937046985,0.0
2018-10-11,1.0,-0.27683049147442323,-0.8945049434016333,-0.029875340306634187,-0.6574007737498208,-0.7235635477862158,0.0
2018-10-12,1.0,-0.2771891278925547,-0.8892590098869556,-0.02484141890215812,-0.6434671675112512,-0.7089903965413374,0.0
2018-10-15,1.0,-0.254368243841928,-0.9274499379762539,-0.0,-0.6455077086656034,-0.71692362218678,0.0
2018-10-16,1.0,-0.25338436458997804,-0.9288751860514566,-0.0,-0.6450846977106811,-0.716493018640584,0.0
2018-10-17,1.0,-0.23885974116824066,-0.902308499475341,-0.0,-0.6384749912556839,-0.7180482686253935,0.0
2018-10-18,1.0,-0.2380102843950047,-0.9006541434917968,-0.0,-0.6408507363486899,-0.7186133557211319,0.0
2018-10-19,1.0,-0.2223688780826676,-0.891594303577631,-0.0,-0.6411948593261549,-0.7182702327196944,0.0
2018-10-22,1.0,-0.22249269717624148,-0.8795381833356517,-0.0,-0.6496383363471971,-0.7258659062456532,0.0
2018-10-23,1.0,-0.23394895786055928,-0.8849282547219215,-0.0,-0.6464406661313409,-0.7259365289948678,0.0
2018-10-24,1.0,-0.23174603174603176,-0.880620966335252,-0.0,-0.6473399616256759,-0.7288330716902145,0.0
2018-10-25,1.0,-0.1988341749415393,-0.8386484562985055,-0.0,-0.6508286169383536,-0.700715084556207,0.0
2018-10-26,1.0,-0.18441811285287504,-0.8262562518881541,-0.0,-0.6539894599039978,-0.6920546473767245,0.0
2018-10-29,1.0,-0.1576569037656904,-0.8420083682008368,-0.0,-0.6443849372384937,-0.7032301255230126,0.0
2018-10-30,1.0,-0.13499177493537448,-0.8465437942726692,-0.0,-0.6494443884916239,-0.7261557055091147,0.0
2018-10-31,1.0,-0.14000800426894344,-0.825540288153682,-0.0,-0.6480456243329776,-0.7215514941302027,0.0
2018-11-01,1.0,-0.1242838107928048,-0.8376748834110593,-0.0,-0.6473351099267155,-0.7218187874750166,0.0
2018-11-02,1.0,-0.13005598436413027,-0.8094212740583694,-0.0,-0.6561433729751217,-0.7170636366647894,0.0
2018-11-05,1.0,-0.12654412982281835,-0.8192747143566815,-0.0,-0.656929955290611,-0.7090909090909091,0.0
2018-11-06,1.0,-0.1295235572625236,-0.8211435950071184,-0.0,-0.654603847299937,-0.7056914876005694,0.0
2018-11-07,1.0,-0.12916570142634942,-0.8209948042492636,-0.0,-0.6539034318430023,-0.7053645299003872,0.0
2018-11-08,1.0,-0.09284632105921876,-0.8309729266846717,-0.0,-0.6487056188656873,-0.7210658059416376,0.0
2018-11-09,1.0,-0.11943084563096538,-0.9043426196597752,-0.0,-0.711583841087592,-0.7866375515091747,0.0
2018-11-12,1.0,-0.12109968550125445,-0.8826813668327502,-0.0,-0.7379059330718399,-0.7919714477543376,0.0
2018-11-13,1.0,-0.11035090812907775,-0.8842179509786633,-0.0,-0.7391994357256215,-0.7929465702697936,0.0
2018-11-14,1.0,-0.11083292192679314,-0.8837012483249876,-0.0,-0.7391564990478877,-0.7926511037449749,0.0
2018-11-15,1.0,-0.1095098833726789,-0.8837954969874211,-0.0,-0.7396145308481026,-0.7905641097917622,0.0
2018-11-16,1.0,-0.10524835659296236,-0.8734137167363869,-0.0,-0.7390234471121735,-0.7976236510001055,0.0
2018-11-19,1.0,-0.11606701067364104,-0.8767229801371315,-0.0,-0.7403689828232133,-0.8011945995617444,0.0
2018-11-20,1.0,-0.06903581848219621,-0.8693451439417905,-0.0,-0.7480755035326373,-0.8286055748883967,0.0
2018-11-21,1.0,-0.06740551690382127,-0.8655735412369332,-0.0,-0.7451665909170366,-0.8179911198126071,0.0
2018-11-23,1.0,-0.06783629818613916,-0.8636633697969455,-0.0,-0.7455352462167547,-0.8178799846223744,0.0
2018-11-26,1.0,-0.06761242531185575,-0.8642510220482896,-0.0,-0.7449945840176108,-0.8173590971033229,0.0
2018-11-27,1.0,-0.057383320581484314,-0.8678444738123391,-0.0,-0.7400709466509007,-0.812478263893719,0.0
2018-11-28,1.0,-0.055600069674272765,-0.8803344365093188,-0.0,-0.7368751088660512,-0.81093886082564,0.0
2018-11-29,1.0,-0.027708850289495456,-0.8682795698924732,-0.0,-0.7342500689274883,-0.8161014612627517,0.0
2018-11-30,1.0,-0.02903961833644472,-0.8732282375717346,-0.0,-0.7417893936251123,-0.813040171472032,0.0
2018-12-03,1.0,-0.025191183085919926,-0.8766739333540953,-0.0,-0.744177999238728,-0.8142842312882798,0.0
2018-12-04,1.0,-0.01512222068775031,-0.8826474243888965,-0.0,-0.741092390553791,-0.8137342908438061,0.0
2018-12-06,1.0,-0.004174662492004174,-0.8321045012288321,-0.0,-0.7384775948557384,-0.7918728747937919,0.0
2018-12-07,1.0,-0.0,-0.8335972507664836,-0.0,-0.7399683299080219,-0.7953909908695799,0.0
2018-12-10,1.0,-0.0,-0.8320544471875626,-0.0,-0.7301327817441783,-0.7740374991659438,0.0
