Date,AN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2721007374963769,-0.7963672667546938,-0.0,-0.5293871372902644,-0.6226530546520241,0.0
2018-09-25,1.0,-0.27000774493352264,-0.7993416806505744,-0.0,-0.5317219568865368,-0.6260165225248483,0.0
2018-09-26,1.0,-0.2679370017499514,-0.8005379480199624,-0.0,-0.5356471579493162,-0.6365610214531077,0.0
2018-09-27,1.0,-0.27206763629296105,-0.7933335492857374,-0.0,-0.5367497003660393,-0.6371027825467267,0.0
2018-09-28,1.0,-0.26977437759336104,-0.7967777489626557,-0.0,-0.5373768153526971,-0.6378047199170125,0.0
2018-10-01,1.0,-0.27242621992792443,-0.7958832505438135,-0.0,-0.5397552027531574,-0.638615629362683,0.0
2018-10-02,1.0,-0.27502353819681175,-0.7865653712541801,-0.0,-0.543131716502711,-0.6419272101555145,0.0
2018-10-03,1.0,-0.2772135416666667,-0.7960286458333334,-0.0,-0.5427734375000001,-0.6391927083333334,0.0
2018-10-04,1.0,-0.2842331768388106,-0.7888302034428795,-0.0,-0.552197443922796,-0.6350417318727178,0.0
2018-10-05,1.0,-0.2748699609882965,-0.7861508452535761,-0.0,-0.5524707412223667,-0.637483745123537,0.0
2018-10-08,1.0,-0.2717387776299134,-0.7826609107728262,-0.0,-0.5548703300983479,-0.6365347787984031,0.0
2018-10-09,1.0,-0.26373948758067667,-0.7859052089445205,-0.0,-0.5624551796075363,-0.6475324336658191,0.0
2018-10-10,1.0,-0.26538260982922696,-0.7850019554165037,-0.0,-0.5634858558206232,-0.6451570851257985,0.0
2018-10-11,1.0,-0.18687029715597503,-0.7859966840964163,-0.0,-0.5456893253411556,-0.6697806402244613,0.0
2018-10-12,1.0,-0.18711385701676964,-0.7805446980204261,-0.0,-0.5297881729920565,-0.6547408901777834,0.0
2018-10-15,1.0,-0.14656319290465633,-0.8305669939816281,-0.0,-0.5277795375356351,-0.6626860943934115,0.0
2018-10-16,1.0,-0.1373977789798581,-0.8531835682693225,-0.0,-0.5284627867757025,-0.662901326884526,0.0
2018-10-17,1.0,-0.12689715977076643,-0.8344354178474717,-0.0,-0.5235216323446061,-0.6639586875747844,0.0
2018-10-18,1.0,-0.12637743215162772,-0.8337006485737672,-0.0,-0.5242742900321138,-0.6640639758201624,0.0
2018-10-19,1.0,-0.1165051588421614,-0.8320318625145043,-0.0,-0.5231599084266315,-0.6643773324552326,0.0
2018-10-22,1.0,-0.11667032863555041,-0.8213063812423491,-0.0,-0.5302426315954676,-0.6706111302928529,0.0
2018-10-23,1.0,-0.11865310989769662,-0.8212514906169585,-0.0,-0.5285570827841587,-0.6696792819933471,0.0
2018-10-24,1.0,-0.12462279293739968,-0.830048154093098,-0.0,-0.5547351524879615,-0.7008988764044943,0.0
2018-10-25,1.0,-0.0821256038647343,-0.8001525553012967,-0.0,-0.6064391050088991,-0.6894863971523011,0.0
2018-10-26,1.0,-0.07376816619904795,-0.7902651240503137,-0.0,-0.606191481983544,-0.6822609627691435,0.0
2018-10-29,1.0,-0.047192353643966546,-0.8059485631641828,-0.0,-0.5972143620700496,-0.6937370307489154,0.0
2018-10-30,1.0,-0.048933895213535444,-0.8061198817535694,-0.0,-0.597301717089125,-0.6925278319391157,0.0
2018-10-31,1.0,-0.06849621417846075,-0.7907095619948245,-0.0,-0.6258585987668125,-0.7097217341298999,0.0
2018-11-01,1.0,-0.05623963251244099,-0.7995406405512313,-0.0,-0.6247926502488198,-0.7094551486538216,0.0
2018-11-02,1.0,-0.062230398376046686,-0.7708069018015732,-0.0,-0.6339444303476275,-0.7047703628520681,0.0
2018-11-05,1.0,-0.058327254273843124,-0.782263947476926,-0.0,-0.6351295632592217,-0.6959941641028894,0.0
2018-11-06,1.0,-0.07511436706228607,-0.8037365238811224,-0.0,-0.6334815573114944,-0.6867462170894783,0.0
2018-11-07,1.0,-0.07436061381074167,-0.8040281329923273,-0.0,-0.632161125319693,-0.6864130434782608,0.0
2018-11-08,1.0,-0.041694452383220594,-0.8104537804452066,-0.0,-0.6252580102251436,-0.6981042202534057,0.0
2018-11-09,1.0,-0.04065221537092365,-0.811391519928803,-0.0,-0.6279003242006229,-0.6984934206344161,0.0
2018-11-12,1.0,-0.03958986043862148,-0.796797367005285,-0.0,-0.632678249311687,-0.6955916326466027,0.0
2018-11-13,1.0,-0.004918653045781309,-0.8008891411275066,-0.0,-0.646046159667045,-0.7010972379871359,0.0
2018-11-14,1.0,-0.005359394703656999,-0.8004413619167718,-0.0,-0.6459962168978564,-0.7007881462799496,0.0
2018-11-15,1.0,-0.004032893285862819,-0.8006238381801569,-0.0,-0.6463341630171082,-0.699706985097199,0.0
2018-11-16,1.0,-0.0,-0.7904038812929243,-0.0,-0.6485728687543318,-0.7114233507655473,0.0
2018-11-19,1.0,-0.007786781463661687,-0.7931754874651812,-0.0,-0.6498797163838946,-0.7145163332489238,0.0
2018-11-20,1.0,-0.0,-0.7762750426594197,-0.0,-0.6440624407508058,-0.73961954117424,0.0
2018-11-21,1.0,-0.0,-0.7710182194487127,-0.0,-0.6400953306782903,-0.7247640252124556,0.0
2018-11-23,1.0,-0.0,-0.7712547433123217,-0.0,-0.640072756922884,-0.7247467620033242,0.0
2018-11-26,1.0,-0.0,-0.7773455880046425,-0.0,-0.6374729445716616,-0.722011355437749,0.0
2018-11-27,1.0,-0.0,-0.7760989010989011,-0.0,-0.6298701298701299,-0.7159090909090909,0.0
2018-11-28,1.0,-0.0,-0.7756548343791952,-0.0,-0.6302332115762855,-0.7160563204395742,0.0
2018-11-29,1.0,-0.0,-0.7602422295000927,-0.0,-0.617685225236359,-0.7117345362417352,0.0
2018-11-30,1.0,-0.0,-0.764537773359841,-0.0,-0.6204957753479126,-0.7213282803180915,0.0
2018-12-03,1.0,-0.0,-0.7643881542186627,-0.0,-0.6195132551064755,-0.7203389830508475,0.0
2018-12-04,1.0,-0.0,-0.7657638136511375,-0.0,-0.6128153536604241,-0.7169478408915029,0.0
2018-12-06,1.0,-0.0,-0.7298157352406353,-0.0,-0.6023457388774398,-0.698478603467087,0.0
2018-12-07,1.0,-0.0,-0.7299778794581981,-0.0,-0.6027090088179146,-0.6975243174449258,0.0
2018-12-10,1.0,-0.0,-0.7269508865620593,-0.0,-0.5926314842038943,-0.6806276439350755,0.0
2018-12-11,1.0,-0.0,-0.7304012995607966,-0.0,-0.5872089525299321,-0.6906323325913002,0.0
2018-12-12,1.0,-0.0,-0.730585226417933,-0.0,-0.5883857379268843,-0.6899052204001805,0.0
2018-12-13,1.0,-0.0,-0.7281445406445407,-0.0,-0.5896765271765272,-0.6884319384319385,0.0
2018-12-14,1.0,-0.0,-0.7296565826667468,-0.0,-0.5890419197690503,-0.6884585313045047,0.0
2018-12-17,1.0,-0.0,-0.7259272574749834,-0.0,-0.5698064593444784,-0.7002516627718857,0.0
2018-12-18,1.0,-0.0,-0.7130135962946361,-0.0,-0.5665023158523831,-0.7086807111907963,0.0
2018-12-19,1.0,-0.0,-0.7145979282677685,-0.0,-0.5683791389737142,-0.7108556373869829,0.0
2018-12-20,1.0,-0.0,-0.7010370723566575,-0.0,-0.5738765049469543,-0.7052092025271187,0.0
2018-12-21,1.0,-0.0,-0.7055466381309078,-0.0,-0.5809702158016765,-0.6859580286546579,0.0
2018-12-24,1.0,-0.0,-0.6884577907697759,-0.0,-0.5704372988454838,-0.6938612808929046,0.0
2018-12-26,1.0,-0.0,-0.6952628960997161,-0.0,-0.5486438247944524,-0.6820376276443222,0.0
2018-12-27,1.0,-0.0,-0.6611986311055802,-0.0,-0.49022824334643783,-0.6768390983397913,0.0
2018-12-28,1.0,-0.0,-0.6633506669681213,-0.0,-0.4883845806014018,-0.6744008591453765,0.0
2018-12-31,1.0,-0.0,-0.674142630024983,-0.0,-0.4899500340676812,-0.6749091528503293,0.0
2019-01-02,1.0,-0.0,-0.6748394795158815,-0.0,-0.4910506278765839,-0.6751804079777259,0.0
2019-01-03,1.0,-0.0,-0.6747634875990794,-0.0,-0.4913775959544305,-0.6748487172931049,0.0
2019-01-04,1.0,-0.0,-0.6791780899352761,-0.0,-0.46810434979226134,-0.6790932986631243,0.0
2019-01-07,1.0,-0.0,-0.6582503753962516,-0.0,-0.45859518380512765,-0.6638674156053612,0.0
2019-01-08,1.0,-0.0,-0.6547959665546266,-0.0,-0.4602350065279591,-0.6628239673324259,0.0
2019-01-09,1.0,-0.0,-0.6371191913519584,-0.0,-0.47569844166783654,-0.6949880668257756,0.0
2019-01-10,1.0,-0.0,-0.640214914624884,-0.0,-0.4755970632085291,-0.6972066724802386,0.0
2019-01-11,1.0,-0.0,-0.6369216906484949,-0.0,-0.47774054571565344,-0.7012361670374229,0.0
2019-01-14,1.0,-0.0,-0.6358028169014085,-0.0,-0.4770985915492958,-0.7040281690140846,0.0
2019-01-15,1.0,-0.0,-0.6276268652506276,-0.0,-0.47589630757947593,-0.7172717271727173,0.0
2019-01-16,1.0,-0.0,-0.623774647887324,-0.0,-0.4684507042253521,-0.7246478873239436,0.0
2019-01-17,1.0,-0.0,-0.6351968614263697,-0.0,-0.45604595768530193,-0.7110270421745832,0.0
2019-01-18,1.0,-0.0,-0.6303274758130483,-0.0,-0.46388175894846695,-0.7264265365413364,0.0
2019-01-22,1.0,-0.0,-0.6417697431018078,-0.0,-0.3369340124251413,-0.8197514971735603,0.0
2019-01-23,1.0,-0.0,-0.626231717245445,-0.0,-0.3375817635664355,-0.8435473456668819,0.0
2019-01-24,1.0,-0.0,-0.6354017568970839,-0.0,-0.3229771827902669,-0.8481939883809042,0.0
2019-01-25,1.0,-0.0,-0.6054933470097159,-0.0,-0.27033649599680887,-0.9734165313274639,0.0
2019-01-28,1.0,-0.0,-0.6036985484191688,-0.0,-0.26676703690026415,-0.9701729966196062,0.0
2019-01-29,1.0,-0.0,-0.5993960458093556,-0.0,-0.26140960629023985,-0.9880348698079882,0.0
2019-01-30,1.0,-0.0,-0.5974882082173097,-0.0,-0.2542478831619026,-0.9896857418878219,0.0
2019-01-31,1.0,-0.0,-0.6146082110769931,-0.0,-0.23225861480723303,-0.9963038780848403,0.0
2019-02-01,1.0,-0.0,-0.6181188062095434,-0.0,-0.2556567566019362,-0.990404995130893,0.0
2019-02-04,1.0,-0.0,-0.6158119291011654,-0.0,-0.2616900037224752,-0.9859118632419895,0.0
2019-02-05,1.0,-0.0,-0.6110126365143805,-0.0,-0.2619360741037223,-0.9859911944650924,0.0
2019-02-06,1.0,-0.0,-0.6073976449015843,-0.0,-0.2733002893734063,-0.9843852963928602,0.0
2019-02-07,1.0,-0.0,-0.6109343195435911,-0.0,-0.28023852527163784,-0.9757174392935981,0.0
2019-02-08,1.0,-0.0,-0.6024236099031716,-0.0,-0.28686148315649096,-1.0097698150402967,0.0
2019-02-11,1.0,-0.0,-0.5850470547229,-0.0,-0.2885732543278727,-1.0310212617636807,0.0
2019-02-12,1.0,-0.0,-0.5840584754611904,-0.0,-0.28994082840236685,-1.0265692075646826,0.0
2019-02-13,1.0,-0.0,-0.5957675648963693,-0.0,-0.29016598354698997,-1.0209586930612482,0.0
2019-02-14,1.0,-0.0,-0.5984766999040669,-0.0,-0.29843890810779383,-1.0101456437687142,0.0
2019-02-15,1.0,-0.0,-0.6110302677532014,-0.0,-0.2936263096623981,-1.0057043073341094,0.0
2019-02-19,1.0,-0.0,-0.6087677449383291,-0.0,-0.2953804980218757,-1.0048580404933676,0.0
2019-02-20,1.0,-0.0,-0.60306609262276,-0.0,-0.30541656969979053,-1.0005236211310218,0.0
2019-02-21,1.0,-0.0,-0.6183510251563182,-0.0,-0.30024720081430856,-0.9896466482477825,0.0
2019-02-22,1.0,-0.0,-0.6114378894647953,-0.0,-0.3062430842699901,-0.9942053462232835,0.0
2019-02-25,1.0,-0.0,-0.600206033848418,-0.0,-0.3248859455481972,-1.0182487122884474,0.0
2019-02-26,1.0,-0.0,-0.616472199071318,-0.0,-0.34468389093939755,-1.0154185022026432,0.0
2019-02-27,1.0,-0.0,-0.6136140309084953,-0.0,-0.3535419706399071,-1.010541047553822,0.0
2019-02-28,1.0,-0.0,-0.6034699371821718,-0.0,-0.34968591085851036,-1.0381393957523184,0.0
2019-03-01,1.0,-0.0,-0.6024215542302274,-0.0,-0.37129499205802136,-1.0232565109239669,0.0
2019-03-04,1.0,-0.0,-0.5925681552349819,-0.0,-0.3680832558558018,-1.0384788411360706,0.0
2019-03-05,1.0,-0.0,-0.5834335538184005,-0.0,-0.38598917618761275,-1.0372218881539386,0.0
