Date,AER,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.164253661840657,-0.3264541529083058,-0.06929980526627719,-0.2767123867581069,-0.2799720599441199,0.0
2018-09-25,1.0,-0.16401287371898027,-0.3269247056830694,-0.06875158804099263,-0.2771449140340476,-0.28057508257813163,0.0
2018-09-26,1.0,-0.16406944738513657,-0.3269955536735126,-0.06891806055473217,-0.27706965911496934,-0.2802456066059708,0.0
2018-09-27,1.0,-0.16485028039360913,-0.32468521849539733,-0.06957993863083271,-0.27696540048672097,-0.2800973441963813,0.0
2018-09-28,1.0,-0.16460678913061882,-0.32491746381105563,-0.06975366122068907,-0.27694065859646155,-0.28009396427664435,0.0
2018-10-01,1.0,-0.16430960748613288,-0.3257187619087945,-0.06994961256721853,-0.27683448363466995,-0.28030655883473765,0.0
2018-10-02,1.0,-0.1641407709288504,-0.337748344370861,-0.06650110375275937,-0.27559857361181866,-0.27861266768551535,0.0
2018-10-03,1.0,-0.16395356240847253,-0.332173101003884,-0.0656026487255131,-0.27798883630112275,-0.282636840206295,0.0
2018-10-04,1.0,-0.1649622337265552,-0.330221505558856,-0.06585759144530255,-0.279237036408385,-0.2814011711788169,0.0
2018-10-05,1.0,-0.16074675461964566,-0.32734999365723705,-0.06218021903674573,-0.28058268848577106,-0.283373504165081,0.0
2018-10-08,1.0,-0.16106303294471128,-0.3282833626034151,-0.06246164913988279,-0.2803791709866486,-0.2837223080341085,0.0
2018-10-09,1.0,-0.16104940230614617,-0.3282767375436369,-0.06251983497302444,-0.2802708134983603,-0.283592510314186,0.0
2018-10-10,1.0,-0.1603713460231135,-0.3330217539089055,-0.05956832087015635,-0.2818235893949694,-0.2895989123045547,0.0
2018-10-11,1.0,-0.1460596690623433,-0.3295587497910747,-0.043289319739261235,-0.2771602874811967,-0.2931848570951028,0.0
2018-10-12,1.0,-0.14394587935606457,-0.33057022946985987,-0.04040256404902595,-0.27849581358444864,-0.2945941995698745,0.0
2018-10-15,1.0,-0.13390753060415841,-0.3478759567058039,-0.026255969635669747,-0.2793893766553357,-0.29803340910512816,0.0
2018-10-16,1.0,-0.13196113258802633,-0.3596280430467036,-0.01809633267161216,-0.2810573607773483,-0.2989029359523561,0.0
2018-10-17,1.0,-0.12623388448564865,-0.3459843138877967,-0.013078658195890156,-0.28075657554373695,-0.3033545102746104,0.0
2018-10-18,1.0,-0.12735634088743422,-0.3481791440526992,-0.011973318970874591,-0.2801093756473464,-0.303890292911298,0.0
2018-10-19,1.0,-0.12376002804759843,-0.34525356266369694,-0.00895048361484048,-0.2805172307121203,-0.30386273175359363,0.0
2018-10-22,1.0,-0.1252114012292208,-0.3419131295631729,-0.005238625582642413,-0.28364888833890195,-0.30643897207441323,0.0
2018-10-23,1.0,-0.12025898078529658,-0.3509607351712615,-0.0,-0.2994152046783625,-0.31789891395154557,0.0
2018-10-24,1.0,-0.11960812984354438,-0.3520564827773484,-0.0,-0.2994798738328494,-0.31771562258475555,0.0
2018-10-25,1.0,-0.11822588058329504,-0.35319433418292734,-0.0,-0.2993774286549952,-0.31836794384322903,0.0
2018-10-26,1.0,-0.11581644343533234,-0.35071968671235443,-0.0,-0.29987293519695046,-0.31659966254921157,0.0
2018-10-29,1.0,-0.10732294411819635,-0.35363449606773045,-0.0,-0.2954701085264883,-0.318648710340105,0.0
2018-10-30,1.0,-0.09899551718412751,-0.3541839614809896,-0.0,-0.2962809231280093,-0.32591731695168524,0.0
2018-10-31,1.0,-0.09952763735808404,-0.3514543797132676,-0.0,-0.29570315737134334,-0.3250807988729593,0.0
2018-11-01,1.0,-0.08766408546937761,-0.36121578533272597,-0.0,-0.2958507598658329,-0.32574847819785496,0.0
2018-11-02,1.0,-0.08594776010506348,-0.3739134060161347,-0.0,-0.29513664505638826,-0.3296158095516041,0.0
2018-11-05,1.0,-0.08742280086796862,-0.37055583375062595,-0.0,-0.2952971123351694,-0.33318728092138206,0.0
2018-11-06,1.0,-0.08970668001835858,-0.3722827220761881,-0.0,-0.2936120499019485,-0.33060040889556475,0.0
2018-11-07,1.0,-0.0899620025888346,-0.37249989561150776,-0.0,-0.29433379264269904,-0.3309741534093282,0.0
2018-11-08,1.0,-0.08470485424772686,-0.37225609121741127,-0.0,-0.2920663323692807,-0.33166184640352886,0.0
2018-11-09,1.0,-0.08503465068364863,-0.3723335622567689,-0.0,-0.2919814363905018,-0.33179330294895004,0.0
2018-11-12,1.0,-0.08515057113187954,-0.35993769470404985,-0.0,-0.3003946002076843,-0.33136033229491174,0.0
2018-11-13,1.0,-0.07728540440037186,-0.35824811486416697,-0.0,-0.300092965602727,-0.330296456977585,0.0
