Date,B,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2858131487889274,-0.8747404844290659,-0.0,-0.6395501730103806,-0.6601038062283737,0.0
2018-09-25,1.0,-0.2877797378160562,-0.8737158866867283,-0.0,-0.6388225934765315,-0.6586074504513854,0.0
2018-09-26,1.0,-0.2896885813148789,-0.8756747404844292,-0.0,-0.6390657439446367,-0.6557785467128028,0.0
2018-09-27,1.0,-0.29143904294308837,-0.8714819168798839,-0.0,-0.6390636885415947,-0.6555563239056773,0.0
2018-09-28,1.0,-0.28958290101680845,-0.8737981600608701,-0.0,-0.6392405063291139,-0.6559106315279796,0.0
2018-10-01,1.0,-0.290398450470393,-0.8729593248478141,-0.0,-0.6395960154952961,-0.6558522412838961,0.0
2018-10-02,1.0,-0.28958852867830426,-0.882862288722638,-0.0,-0.6375380991964534,-0.6536090329731228,0.0
2018-10-03,1.0,-0.28898812614670955,-0.8765880846055318,-0.0,-0.6392494893896908,-0.6569737252051095,0.0
2018-10-04,1.0,-0.2912500432481057,-0.8724699858146213,-0.0,-0.6416288966543265,-0.654499532920458,0.0
2018-10-05,1.0,-0.28165223092584285,-0.8705269332965251,-0.0,-0.6423962179509299,-0.6561993167466096,0.0
2018-10-08,1.0,-0.2807767927977648,-0.870201096892139,-0.0,-0.6424407574764582,-0.6559277017005277,0.0
2018-10-09,1.0,-0.28368769846748587,-0.8715656495927103,-0.0,-0.6420336876984676,-0.6543214137788209,0.0
2018-10-10,1.0,-0.2821833517699115,-0.8744123340707965,-0.0,-0.6424225663716815,-0.6578747234513275,0.0
2018-10-11,1.0,-0.22578904774750475,-0.864378203398975,-0.0,-0.6213919611545724,-0.6604397086592932,0.0
2018-10-12,1.0,-0.22492827116834588,-0.8595115766998066,-0.0,-0.6068926402882497,-0.6448922399412824,0.0
2018-10-15,1.0,-0.19153124895725582,-0.8947579165137308,-0.0,-0.6023557676265474,-0.6481030398078014,0.0
2018-10-16,1.0,-0.18534972276037143,-0.9066737925045094,-0.0,-0.6012759703387001,-0.6469036007749349,0.0
2018-10-17,1.0,-0.16795099782651648,-0.8760785088585918,-0.0,-0.5965224263979451,-0.6526378186129224,0.0
2018-10-18,1.0,-0.16873784487589413,-0.8788278339980883,-0.0,-0.5955433958532486,-0.6531628044961598,0.0
2018-10-19,1.0,-0.15822473164166365,-0.876604405344188,-0.0,-0.5951810392935692,-0.6526606046679578,0.0
2018-10-22,1.0,-0.15836970432842187,-0.8695894726479179,-0.0,-0.598267318609917,-0.655367046237653,0.0
2018-10-23,1.0,-0.16014304931264148,-0.8695495259030808,-0.0,-0.5967387381475769,-0.6545162242855737,0.0
2018-10-24,1.0,-0.15905128458172965,-0.8765419915128787,-0.0,-0.598671008914767,-0.6552847133129379,0.0
2018-10-25,1.0,-0.12779378802433558,-0.8396413704771053,-0.0,-0.6044828690361831,-0.6301312840217739,0.0
2018-10-26,1.0,-0.11672805791947162,-0.8291947161183792,-0.0,-0.6065349930140989,-0.622951860790042,0.0
2018-10-29,1.0,-0.10045532157085943,-0.8355783216340985,-0.0,-0.5995067349649023,-0.6264149750205528,0.0
2018-10-30,1.0,-0.11842648787772869,-0.8398207873915668,-0.0,-0.6030313622064758,-0.6162498808426806,0.0
2018-10-31,1.0,-0.12239871159250956,-0.8222755549941579,-0.0,-0.6012252502605235,-0.6119619793475858,0.0
2018-11-01,1.0,-0.10376495092624737,-0.8377252501025658,-0.0,-0.60135071164831,-0.6130589831792218,0.0
2018-11-02,1.0,-0.10621110203055259,-0.8236311058024769,-0.0,-0.6037593512290187,-0.6096686993147671,0.0
2018-11-05,1.0,-0.10472569597184692,-0.827405266134607,-0.0,-0.6038144912964244,-0.6061396342612958,0.0
2018-11-06,1.0,-0.10995192156616283,-0.831536938692141,-0.0,-0.6003205228922477,-0.6005719133959715,0.0
2018-11-07,1.0,-0.11103059327641072,-0.8333595891489965,-0.0,-0.6036422067487949,-0.6026654904061249,0.0
2018-11-08,1.0,-0.09320443026093486,-0.8334897691008073,-0.0,-0.5967711657593392,-0.6052499843564233,0.0
2018-11-09,1.0,-0.09398766861757066,-0.8336515289036336,-0.0,-0.5965697474257456,-0.6055835498106475,0.0
2018-11-12,1.0,-0.09300074925074925,-0.827047952047952,-0.0,-0.5980894105894106,-0.6037712287712288,0.0
2018-11-13,1.0,-0.07117845743856714,-0.8259737845124105,-0.0,-0.600043382603576,-0.6015617737287348,0.0
2018-11-14,1.0,-0.07243142724314272,-0.8252595691926237,-0.0,-0.6004339067100574,-0.6012087401208741,0.0
2018-11-15,1.0,-0.07220877552286974,-0.8308198349159064,-0.0,-0.6096009433376777,-0.5904549121827096,0.0
2018-11-16,1.0,-0.07295577967416603,-0.8304111714507371,-0.0,-0.6094026377036462,-0.5904111714507371,0.0
2018-11-19,1.0,-0.06968576135268703,-0.8330587759922916,-0.0,-0.6129673950206694,-0.5924843813135238,0.0
2018-11-20,1.0,-0.04572171007857452,-0.829301491059828,-0.0,-0.6152013858813339,-0.6032605333168347,0.0
2018-11-21,1.0,-0.04653307105974921,-0.8261003196459308,-0.0,-0.6129518072289157,-0.5879333661175313,0.0
2018-11-23,1.0,-0.04714807875418497,-0.822250207328685,-0.0,-0.6140922075129772,-0.5880455815953558,0.0
2018-11-26,1.0,-0.046427365124205484,-0.8260202045014893,-0.0,-0.6121534068228575,-0.5859919550465195,0.0
2018-11-27,1.0,-0.037920489296636085,-0.8298470948012232,-0.0,-0.6084097859327217,-0.5819266055045871,0.0
2018-11-28,1.0,-0.03599656883769377,-0.8420439924024263,-0.0,-0.6050793456283315,-0.5804178665522945,0.0
2018-11-29,1.0,-0.02378707224334601,-0.834555133079848,-0.0,-0.6020380228136882,-0.5814752851711027,0.0
2018-11-30,1.0,-0.022861491628614915,-0.8352815829528158,-0.0,-0.6021613394216134,-0.5838356164383561,0.0
2018-12-03,1.0,-0.025480431395313315,-0.8374018514558065,-0.0,-0.6053893862087929,-0.5869664843726132,0.0
2018-12-04,1.0,-0.016740867231810695,-0.8432030249435872,-0.0,-0.6029151674086723,-0.5865097273891565,0.0
2018-12-06,1.0,-0.008556828833187192,-0.8334593172678619,-0.0,-0.6019109243189308,-0.5796873582680736,0.0
2018-12-07,1.0,-0.00816326530612245,-0.8337112622826909,-0.0,-0.6020559334845049,-0.5795011337868481,0.0
2018-12-10,1.0,-0.0,-0.8351183511835119,-0.0,-0.5980859808598086,-0.5667956679566795,0.0
2018-12-11,1.0,-0.0017720910674596023,-0.8346548927734727,-0.0,-0.6075268817204301,-0.5595903165735567,0.0
2018-12-12,1.0,-0.0035453534837604785,-0.8344500195294894,-0.0,-0.6083886668869993,-0.5581528107442237,0.0
2018-12-13,1.0,-0.003995793901156677,-0.8340093135045817,-0.0,-0.6083220669971459,-0.5580291422562716,0.0
2018-12-14,1.0,-0.008168658778305004,-0.8226920535767914,-0.0,-0.6143912547300139,-0.5579314072917292,0.0
2018-12-17,1.0,-0.0,-0.8223160289803007,-0.0,-0.6055924794922459,-0.5659241961559188,0.0
2018-12-18,1.0,-0.0,-0.8124665118771209,-0.0,-0.5987974042983866,-0.5654581175209858,0.0
2018-12-19,1.0,-0.0,-0.8134426229508196,-0.0,-0.6,-0.5671833084947838,0.0
2018-12-20,1.0,-0.0,-0.8173749327595481,-0.0,-0.6009802163648318,-0.5701093778016856,0.0
2018-12-21,1.0,-0.0,-0.819596987826294,-0.0,-0.6041313212489211,-0.552727922135905,0.0
2018-12-24,1.0,-0.0,-0.8136166676559624,-0.0,-0.5996319819552443,-0.5546388080963969,0.0
2018-12-26,1.0,-0.0,-0.816770461320504,-0.0,-0.5877040229036923,-0.5470322599687141,0.0
2018-12-27,1.0,-0.0,-0.7905148583275743,-0.0,-0.5428184750057591,-0.5461875143976043,0.0
2018-12-28,1.0,-0.0,-0.7903346581418121,-0.0,-0.543113875928806,-0.5465986982316687,0.0
2018-12-31,1.0,-0.0,-0.79058782869157,-0.0,-0.5430431151176521,-0.5464992367731344,0.0
2019-01-02,1.0,-0.0,-0.7903434773846196,-0.0,-0.5423084674517029,-0.5464543805602741,0.0
2019-01-03,1.0,-0.0,-0.7903996774936651,-0.0,-0.5417530522920986,-0.547368117945174,0.0
2019-01-04,1.0,-0.0,-0.79085080077058,-0.0,-0.5377382903476235,-0.5467379740648093,0.0
2019-01-07,1.0,-0.0,-0.7736266855926188,-0.0,-0.5314407381121363,-0.5338254080908446,0.0
2019-01-08,1.0,-0.0,-0.7603741496598639,-0.0,-0.5420351473922903,-0.5320578231292517,0.0
2019-01-09,1.0,-0.0,-0.7595646998809725,-0.0,-0.5419713200702828,-0.5324491299665589,0.0
2019-01-10,1.0,-0.0,-0.7590672106993086,-0.0,-0.5422475348520911,-0.5321885979825456,0.0
2019-01-11,1.0,-0.0,-0.7520213339385513,-0.0,-0.5450651082300206,-0.5398734715878464,0.0
2019-01-14,1.0,-0.0,-0.751631205673759,-0.0,-0.5463262411347518,-0.5389219858156029,0.0
2019-01-15,1.0,-0.0,-0.749268819036261,-0.0,-0.5458727319192436,-0.5443961723031491,0.0
2019-01-16,1.0,-0.0,-0.7477226936065156,-0.0,-0.5367916229177899,-0.553222282130594,0.0
2019-01-17,1.0,-0.0,-0.7441636172807988,-0.0,-0.5379116670921623,-0.5545910986299037,0.0
2019-01-18,1.0,-0.0,-0.7437660485021398,-0.0,-0.5432239657631955,-0.5660770328102711,0.0
2019-01-22,1.0,-0.0,-0.8059855225887672,-0.0,-0.5207862435981803,-0.5343766988069011,0.0
2019-01-23,1.0,-0.0,-0.7802702160006885,-0.0,-0.5242821491064513,-0.5639826740483636,0.0
2019-01-24,1.0,-0.0,-0.783096570526618,-0.0,-0.5205337925096858,-0.5662505380972881,0.0
2019-01-25,1.0,-0.0,-0.7872247846140459,-0.0,-0.5309082470339106,-0.5827169088852145,0.0
2019-01-28,1.0,-0.0,-0.7806224753712476,-0.0,-0.5433436982360291,-0.5820813112086252,0.0
2019-01-29,1.0,-0.0,-0.7725006559958015,-0.0,-0.5543018746902242,-0.5887635208023557,0.0
2019-01-30,1.0,-0.0,-0.7693362509117432,-0.0,-0.5517140773158279,-0.5964989059080963,0.0
2019-01-31,1.0,-0.0,-0.7785739354234908,-0.0,-0.5435774450163781,-0.602509358914366,0.0
2019-02-01,1.0,-0.0,-0.7768260350202488,-0.0,-0.5311015936835358,-0.6055414736474085,0.0
2019-02-04,1.0,-0.0,-0.7701283207728346,-0.0,-0.5301888439491373,-0.6094800244420521,0.0
2019-02-05,1.0,-0.0,-0.7565816003225992,-0.0,-0.5251742611901608,-0.5985943890777119,0.0
2019-02-06,1.0,-0.0,-0.7264137437365783,-0.0,-0.5242376521116678,-0.612655690765927,0.0
2019-02-07,1.0,-0.0,-0.7313590541736871,-0.0,-0.5172059285489905,-0.6071622354856213,0.0
2019-02-08,1.0,-0.0,-0.7200331931210119,-0.0,-0.5223910493032305,-0.6190517068704038,0.0
2019-02-11,1.0,-0.0,-0.7063307826784742,-0.0,-0.5260653999369501,-0.6335368125411973,0.0
2019-02-12,1.0,-0.0,-0.7022679702956103,-0.0,-0.5308369412506809,-0.6341141726639332,0.0
2019-02-13,1.0,-0.0,-0.697475383558507,-0.0,-0.5311426608655828,-0.6337302495992673,0.0
