Date,HES,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41952807160292926,-0.9614320585842149,-0.052807160292921075,-0.7973962571196095,-0.8371847030105777,0.0
2018-09-25,1.0,-0.4286472365091028,-0.9613437831659727,-0.06294391378888073,-0.7966364601191934,-0.8323944811821372,0.0
2018-09-26,1.0,-0.4282622897272579,-0.9612118242691491,-0.06157112526539278,-0.7973215743916381,-0.8346398824105831,0.0
2018-09-27,1.0,-0.4279586584419298,-0.9632746435720414,-0.0612770129498754,-0.7976633032395114,-0.8349605784550022,0.0
2018-09-28,1.0,-0.430937193326791,-0.9623405299313053,-0.06149820085050703,-0.7985770363101079,-0.8356231599607459,0.0
2018-10-01,1.0,-0.43173175219791454,-0.9613984870169701,-0.06162338989981599,-0.7989368227356369,-0.8354937640564302,0.0
2018-10-02,1.0,-0.4454184584849487,-0.9232963943102878,-0.0799702282500827,-0.8249669202778697,-0.8613546146212372,0.0
2018-10-03,1.0,-0.4463531749316996,-0.9285122940640782,-0.08096696746419406,-0.8241990230979387,-0.8593426608162928,0.0
2018-10-04,1.0,-0.44808042363064704,-0.9245407909978488,-0.08174747641899718,-0.825955651166639,-0.856735065364885,0.0
2018-10-05,1.0,-0.43923768665951657,-0.9210873690289579,-0.07049748370596486,-0.8310782938701428,-0.8631713554987213,0.0
2018-10-08,1.0,-0.43704954491165937,-0.9175075161649027,-0.0658951443515506,-0.8351385857254643,-0.8628557308183353,0.0
2018-10-09,1.0,-0.44208701395195243,-0.9201271361347313,-0.07425906051349788,-0.8331131841822835,-0.8582101874019649,0.0
2018-10-10,1.0,-0.4483772147706574,-0.9203096539162113,-0.07927637025997682,-0.8388806093724126,-0.8529143897996356,0.0
2018-10-11,1.0,-0.4259924848880902,-0.9165985950008169,-0.048235582421173005,-0.834871752981539,-0.8586423786962915,0.0
2018-10-12,1.0,-0.43120934179158754,-0.909248858539739,-0.041537031799264615,-0.818659339771304,-0.8398723180734575,0.0
2018-10-15,1.0,-0.4156918112141993,-0.9346107301331182,-0.018878580072609924,-0.8198467123840258,-0.8448971359419121,0.0
2018-10-16,1.0,-0.4157489208923313,-0.934446730404615,-0.019081044011456695,-0.8198394449150833,-0.8448908790189197,0.0
2018-10-17,1.0,-0.3950444878905159,-0.8916330846267405,-0.0,-0.8296692335315006,-0.873638431153493,0.0
2018-10-18,1.0,-0.3962844586496204,-0.8956851777866559,-0.0,-0.8285657211346383,-0.8746304434678386,0.0
2018-10-19,1.0,-0.37709342011270736,-0.8818557028335583,-0.0,-0.8328041908087944,-0.8768156202873244,0.0
2018-10-22,1.0,-0.37766843901277675,-0.8802872787873978,-0.0,-0.8330688040631695,-0.8769542099833346,0.0
2018-10-23,1.0,-0.3768455310366725,-0.8805365931100174,-0.0,-0.8339418955389744,-0.8775599301476424,0.0
2018-10-24,1.0,-0.37548684524282644,-0.8848263254113345,-0.0,-0.8355456640966537,-0.8783880454653843,0.0
2018-10-25,1.0,-0.34510290298825624,-0.843571954575404,-0.0,-0.8357815588543079,-0.8513623502965001,0.0
2018-10-26,1.0,-0.3244353971424182,-0.8300814257182364,-0.0,-0.844100476263635,-0.8422184667383623,0.0
2018-10-29,1.0,-0.3048915745592229,-0.8366160553792023,-0.0,-0.835851149271427,-0.847171759666501,0.0
2018-10-30,1.0,-0.32484149855907785,-0.8415754082612873,-0.0,-0.8399231508165227,-0.8361575408261288,0.0
2018-10-31,1.0,-0.32934977664083087,-0.8203581382917797,-0.0,-0.8375777938986676,-0.8308197472414188,0.0
2018-11-01,1.0,-0.31235937917095674,-0.8333905350265034,-0.0,-0.8367082332303702,-0.8309880639133584,0.0
2018-11-02,1.0,-0.31945972606897594,-0.8003945820844557,-0.0,-0.8480858974845391,-0.8261182987441665,0.0
2018-11-05,1.0,-0.32336057783691313,-0.7930811632769436,-0.0,-0.8494962934803268,-0.835658620034214,0.0
2018-11-06,1.0,-0.31468504690790733,-0.79199693662646,-0.0,-0.8663220371434042,-0.8561746122917864,0.0
2018-11-07,1.0,-0.31385157117158496,-0.7927431392812033,-0.0,-0.8648524514869674,-0.8560110230795728,0.0
2018-11-08,1.0,-0.2983904722042541,-0.7907613865530232,-0.0,-0.8584528747003539,-0.8573874662303566,0.0
2018-11-09,1.0,-0.30170669313886456,-0.7949295559543356,-0.0,-0.8600664350349357,-0.8614027719445612,0.0
2018-11-12,1.0,-0.30130156797077184,-0.7747754604962704,-0.0,-0.8703760085248896,-0.8593012635104278,0.0
2018-11-13,1.0,-0.2804656788630178,-0.7693528878137283,-0.0,-0.8725052918052615,-0.8574992440278197,0.0
2018-11-14,1.0,-0.2785635736225399,-0.7751696939820256,-0.0,-0.8762276743392363,-0.8620454286906071,0.0
2018-11-15,1.0,-0.2778451280497045,-0.7770495529625702,-0.0,-0.881156235793302,-0.8524018790725869,0.0
2018-11-16,1.0,-0.2764814884846651,-0.7719623340770715,-0.0,-0.8794387928752411,-0.8538365540974927,0.0
2018-11-19,1.0,-0.27604856094701413,-0.7722098256495594,-0.0,-0.8797700540826747,-0.854014598540146,0.0
2018-11-20,1.0,-0.23427389014296465,-0.7636945071482318,-0.0,-0.8866440933032356,-0.8776523702031603,0.0
2018-11-21,1.0,-0.23418266172784077,-0.7583716840648034,-0.0,-0.8848355595465259,-0.8641448722265873,0.0
2018-11-23,1.0,-0.2342106248362098,-0.7612594062371307,-0.0,-0.8840926958930777,-0.8642132454793904,0.0
2018-11-26,1.0,-0.23717488958514213,-0.759201238156355,-0.0,-0.8998905288588578,-0.8786380280095127,0.0
2018-11-27,1.0,-0.22255741166710663,-0.7722387722010634,-0.0,-0.8994305969305028,-0.876654474150609,0.0
2018-11-28,1.0,-0.22338700554319546,-0.7706172932614354,-0.0,-0.8999208114936461,-0.8769561446510049,0.0
2018-11-29,1.0,-0.19020581973030518,-0.7595532479175227,-0.0,-0.8998916738261552,-0.8857345635202271,0.0
2018-11-30,1.0,-0.1907555489126373,-0.7607428443315147,-0.0,-0.9025857559225766,-0.8825573574471265,0.0
2018-12-03,1.0,-0.1867708644929704,-0.7641714029314987,-0.0,-0.9046141190547412,-0.883600059826503,0.0
2018-12-04,1.0,-0.18948040246283226,-0.765617960654753,-0.0,-0.9111728487760925,-0.888008710016519,0.0
2018-12-06,1.0,-0.18093106863788108,-0.7010161781429987,-0.0,-0.9205766902674346,-0.8660258997028505,0.0
2018-12-07,1.0,-0.17031146454605703,-0.7065385464987851,-0.0,-0.9267726971504309,-0.8779913113909139,0.0
