Date,IWF,IWM,MTUM,SPY,STN,VLUE,VXX
2018-09-24,-0.33575372059529524,-0.6620859337493998,-0.037656024963994235,-0.5473475756120979,1.0,-0.4176068170907345,0.0
2018-09-25,-0.3354247973581507,-0.6629840888622035,-0.03686580606424497,-0.5481236865806064,1.0,-0.4187030921645152,0.0
2018-09-26,-0.3354247973581507,-0.6630141098769138,-0.03680576403482438,-0.5481537075953167,1.0,-0.4187030921645152,0.0
2018-09-27,-0.33495700282638763,-0.6670274821095676,-0.03605147633652054,-0.5490709002345301,1.0,-0.4196884960009622,0.0
2018-09-28,-0.3320180722891566,-0.6719578313253012,-0.03674698795180723,-0.5501807228915662,1.0,-0.42114457831325297,0.0
2018-10-01,-0.33153321667772884,-0.6750739154045737,-0.03722922826283715,-0.5505943401918784,1.0,-0.42249441863271586,0.0
2018-10-02,-0.3363016810540663,-0.6530970770861729,-0.046009389671361506,-0.5605330910192337,1.0,-0.43298500681508406,0.0
2018-10-03,-0.33600750787115524,-0.6493400339065148,-0.0457435214337612,-0.5613950108985226,1.0,-0.4348813271978687,0.0
2018-10-04,-0.33711536715984386,-0.6464857341684064,-0.04626183776587697,-0.5625850957610964,1.0,-0.43317902635321165,0.0
2018-10-05,-0.32837394211366444,-0.6409962955154654,-0.036864138782640124,-0.5677197843568352,1.0,-0.4378520013251815,0.0
2018-10-08,-0.3266895141895142,-0.637987012987013,-0.033339345839345835,-0.570947570947571,1.0,-0.43728956228956234,0.0
2018-10-09,-0.3275198460428193,-0.6382607649747414,-0.03491099350493144,-0.5703031031994226,1.0,-0.4359814770267019,0.0
2018-10-10,-0.3284438967206709,-0.6370795635576664,-0.03597944031981725,-0.5707715891670925,1.0,-0.43352670654362924,0.0
2018-10-11,-0.282547830144657,-0.6304538030797946,-0.0,-0.5596418572095193,1.0,-0.44385790947270176,0.0
2018-10-12,-0.28769053781995974,-0.6221742881794651,-0.0,-0.5433132010353753,1.0,-0.42286453839516824,0.0
2018-10-15,-0.2737545530157455,-0.6328906989416928,-0.0,-0.5398801158688732,1.0,-0.4215160466917142,0.0
2018-10-16,-0.26706717640633537,-0.6469573715829716,-0.0,-0.5394521256719078,1.0,-0.42099514214263134,0.0
2018-10-17,-0.24888348691277068,-0.61314941489061,-0.0,-0.5358414834077675,1.0,-0.42874102549607107,0.0
2018-10-18,-0.24974530224134026,-0.6158308806882499,-0.0,-0.5350633914421553,1.0,-0.42933552184740775,0.0
2018-10-19,-0.23797361773786135,-0.6059781083356721,-0.0,-0.535980914959304,1.0,-0.4267190569744597,0.0
2018-10-22,-0.24071008619213424,-0.5956961013756492,-0.0,-0.5643586962726183,1.0,-0.45327929676351386,0.0
2018-10-23,-0.2767438386855863,-0.6431665421956684,-0.0,-0.5857206870799104,1.0,-0.48170276325616135,0.0
2018-10-24,-0.27539173257722727,-0.6419041934039695,-0.0,-0.5858230114908223,1.0,-0.4815102223548724,0.0
2018-10-25,-0.24869344267028554,-0.6007853781075853,-0.0,-0.5856841740536481,1.0,-0.45225651834955094,0.0
2018-10-26,-0.2283766754496506,-0.5909611639363043,-0.0,-0.5981498453431091,1.0,-0.4465001718409898,0.0
2018-10-29,-0.22163535659224576,-0.5918746074344772,-0.0,-0.595614686233084,1.0,-0.44589733340946724,0.0
2018-10-30,-0.20588403476669717,-0.594150274473925,-0.0,-0.5982387923147301,1.0,-0.460801692589204,0.0
2018-10-31,-0.20699177271045063,-0.5864150083980983,-0.0,-0.5957240868847326,1.0,-0.4577105929911464,0.0
2018-11-01,-0.20154686078252956,-0.5898544131028208,-0.0,-0.5948305277525022,1.0,-0.4572338489535942,0.0
2018-11-02,-0.2049687685480908,-0.5705039427941551,-0.0,-0.5982872163025352,1.0,-0.4526440745032644,0.0
2018-11-05,-0.20453838980416536,-0.5715375702941758,-0.0,-0.5982422923672535,1.0,-0.45157826320400146,0.0
2018-11-06,-0.20248436659970007,-0.5704422625279421,-0.0,-0.6010865566905295,1.0,-0.4555332333550267,0.0
2018-11-07,-0.20178712815292388,-0.5707781925121592,-0.0,-0.5998473023413641,1.0,-0.4552935188327112,0.0
2018-11-08,-0.1793571168343469,-0.5712804416669003,-0.0,-0.5921026819493876,1.0,-0.45971471008603537,0.0
2018-11-09,-0.18200247775650413,-0.575487104403649,-0.0,-0.5941829034801217,1.0,-0.46393174907084134,0.0
2018-11-12,-0.18587773973604893,-0.6323413220963919,-0.0,-0.6134667720129927,1.0,-0.49463026365844387,0.0
2018-11-13,-0.18113737421015683,-0.6340393166393634,-0.0,-0.6159606833606366,1.0,-0.4942078165223497,0.0
2018-11-14,-0.1817304317304317,-0.6334971334971334,-0.0,-0.6159178659178659,1.0,-0.4938574938574938,0.0
2018-11-15,-0.18102441303586028,-0.633687653311529,-0.0,-0.6176848499007125,1.0,-0.48785188646186184,0.0
2018-11-16,-0.17872848530739435,-0.6268456766753064,-0.0,-0.6159536360194542,1.0,-0.4907534146838687,0.0
2018-11-19,-0.17589053884528985,-0.629401639583394,-0.0,-0.619336581381101,1.0,-0.49277941476792014,0.0
2018-11-20,-0.13581500609296115,-0.6226716184065455,-0.0,-0.6269947194336447,1.0,-0.5158997272674519,0.0
2018-11-21,-0.13943123328636742,-0.6165569198033183,-0.0,-0.6240618799781464,1.0,-0.4954136354487161,0.0
2018-11-23,-0.1399304657644456,-0.613136798551849,-0.0,-0.6248599258684596,1.0,-0.49541706174755046,0.0
2018-11-26,-0.13875543024828102,-0.6219971805863229,-0.0,-0.6230616530970396,1.0,-0.4931384677349751,0.0
2018-11-27,-0.12940097974618273,-0.6268083765433867,-0.0,-0.6196751367920474,1.0,-0.4888990746841608,0.0
2018-11-28,-0.1292799633248331,-0.6287212400790808,-0.0,-0.6187501790779634,1.0,-0.48849603163233146,0.0
2018-11-29,-0.11264250467925813,-0.6190233112132041,-0.0,-0.614429130508763,1.0,-0.4898190686858375,0.0
2018-11-30,-0.11189644894830962,-0.6197450963694683,-0.0,-0.6147775980016463,1.0,-0.49215135257884135,0.0
2018-12-03,-0.11109219858156029,-0.6196879432624114,-0.0,-0.6143829787234043,1.0,-0.49171631205673766,0.0
2018-12-04,-0.10310182826739117,-0.6244127469293033,-0.0,-0.6118186449312277,1.0,-0.49080206033848417,0.0
2018-12-06,-0.09858611470936804,-0.5705426783893284,-0.0,-0.618774632748119,1.0,-0.4682082517983629,0.0
2018-12-07,-0.09334879483144205,-0.5728485049283525,-0.0,-0.6213313454264336,1.0,-0.4734531599436759,0.0
2018-12-10,-0.0669877408056042,-0.5809161558669003,-0.0,-0.6282289842381786,1.0,-0.4602944395796848,0.0
2018-12-11,-0.04691984985648046,-0.5953852947670568,-0.0,-0.6311271803930228,1.0,-0.4865588430117024,0.0
2018-12-12,-0.04851446874309697,-0.5953445990722332,-0.0,-0.6320134747073117,1.0,-0.48531036006185113,0.0
2018-12-13,-0.04926108374384237,-0.5988542646814634,-0.0,-0.6315658382686666,1.0,-0.4878231028947806,0.0
2018-12-14,-0.048957439149336805,-0.6016669897266912,-0.0,-0.6302439564699692,1.0,-0.48821753939024726,0.0
2018-12-17,-0.04226713047319309,-0.6007674893711005,-0.0,-0.6253105847275137,1.0,-0.4924079288829993,0.0
2018-12-18,-0.03928866832092638,-0.6000275709953129,-0.0,-0.6256961676316515,1.0,-0.4920595533498759,0.0
2018-12-19,-0.04814548670609696,-0.5996351777126748,-0.0,-0.6237355591177934,1.0,-0.4922889834724449,0.0
2018-12-20,-0.0474370256297437,-0.5895391046089539,-0.0,-0.6254537454625454,1.0,-0.48754262457375425,0.0
2018-12-21,-0.043423536815607296,-0.5909924207185268,-0.0,-0.6297370509207322,1.0,-0.4720496894409938,0.0
2018-12-24,-0.0254758020663404,-0.5733550842849374,-0.0,-0.628357803153888,1.0,-0.4916802610114192,0.0
2018-12-26,-0.026824468228506728,-0.5838298331221524,-0.0,-0.6062869004933545,1.0,-0.47901221254684173,0.0
2018-12-27,-0.0,-0.5578599495172916,-0.0,-0.5570272450493117,1.0,-0.4873142678706185,0.0
2018-12-28,-0.0,-0.5656707857552532,-0.0,-0.556676573335419,1.0,-0.48469680379581837,0.0
2018-12-31,-0.0,-0.5673455550629776,-0.0,-0.5562103945549848,1.0,-0.4842099773124365,0.0
2019-01-02,-0.0,-0.5665529010238908,-0.0,-0.5544642159289269,1.0,-0.4843029466169919,0.0
2019-01-03,-0.0,-0.5672638139195286,-0.0,-0.551983102558085,1.0,-0.48838300868340767,0.0
2019-01-04,-0.0,-0.5678653841167778,-0.0,-0.536518966008971,1.0,-0.48839741761518324,0.0
2019-01-07,-0.0,-0.5470880591308781,-0.0,-0.5286606346374411,1.0,-0.47299604944564805,0.0
2019-01-08,-0.0,-0.5508245264716394,-0.0,-0.5274671976310819,1.0,-0.47442181038443865,0.0
2019-01-09,-0.0,-0.549216716844415,-0.0,-0.5271470122978006,1.0,-0.4750472011022095,0.0
2019-01-10,-0.0,-0.5511929699075256,-0.0,-0.5268226638737036,1.0,-0.47652378276196805,0.0
2019-01-11,-0.0,-0.5429858462798495,-0.0,-0.5304189808297715,1.0,-0.48603823807939395,0.0
2019-01-14,-0.0,-0.545000512242598,-0.0,-0.5351654543591845,1.0,-0.481047023870505,0.0
2019-01-15,-0.0,-0.5388356970969228,-0.0,-0.5263939378424043,1.0,-0.49477753315242434,0.0
2019-01-16,-0.0,-0.5399284253578732,-0.0,-0.5149539877300613,1.0,-0.5013292433537833,0.0
2019-01-17,-0.0,-0.5393956437263524,-0.0,-0.5150577768688005,1.0,-0.5020451988955926,0.0
2019-01-18,-0.0,-0.5378741287412875,-0.0,-0.5173482984829848,1.0,-0.5073031980319803,0.0
2019-01-22,-0.0,-0.5520202150426733,-0.0,-0.5505762834231493,1.0,-0.4758270376195756,0.0
2019-01-23,-0.0,-0.5266366971528962,-0.0,-0.5573812845553661,1.0,-0.4995607916085361,0.0
2019-01-24,-0.0,-0.5225626164355206,-0.0,-0.5667822397019251,1.0,-0.4981111571103291,0.0
2019-01-25,-0.0,-0.48582995951417,-0.0,-0.6208002523791998,1.0,-0.5223197854776802,0.0
2019-01-28,-0.0,-0.4672606495149726,-0.0,-0.6492777309152257,1.0,-0.5194801771404471,0.0
2019-01-29,-0.0,-0.45856017759923884,-0.0,-0.6546064802579418,1.0,-0.529679158517892,0.0
2019-01-30,-0.0,-0.45851505299606166,-0.0,-0.6544815372822668,1.0,-0.530224935902519,0.0
2019-01-31,-0.0,-0.4669812571246786,-0.0,-0.6475172980567854,1.0,-0.5365446303120278,0.0
2019-02-01,-0.0,-0.4660495464431595,-0.0,-0.6495411384011458,1.0,-0.5367884992838576,0.0
2019-02-04,-0.0,-0.4668612364022287,-0.0,-0.6474131069249137,1.0,-0.5389758556646325,0.0
2019-02-05,-0.0,-0.4559825999310363,-0.0,-0.6345985517625526,1.0,-0.5618683854539667,0.0
2019-02-06,-0.0,-0.44248211293454265,-0.0,-0.650902997579594,1.0,-0.5664015745937175,0.0
2019-02-07,-0.0,-0.3627249296540635,-0.0,-0.5402804379182332,1.0,-0.4615402804379182,0.0
2019-02-08,-0.0,-0.3491747768227132,-0.0,-0.5432265397456845,1.0,-0.47552745613411945,0.0
2019-02-11,-0.0,-0.3420322175037366,-0.0,-0.5448743802045029,1.0,-0.4855163578562786,0.0
2019-02-12,-0.0,-0.3368080346518159,-0.0,-0.5565709933837879,1.0,-0.4865533818839545,0.0
2019-02-13,-0.0,-0.34618782683445165,-0.0,-0.5553857541966141,1.0,-0.486258029083789,0.0
2019-02-14,-0.0,-0.33441814831654265,-0.0,-0.5659144751011032,1.0,-0.49264160424992226,0.0
2019-02-15,-0.0,-0.35052336582912164,-0.0,-0.5585523006539078,1.0,-0.4861912860188268,0.0
2019-02-19,-0.0,-0.34317811631694933,-0.0,-0.5667337357478203,1.0,-0.48541247484909456,0.0
2019-02-20,-0.0,-0.3420353028524896,-0.0,-0.5674562306900103,1.0,-0.4855459487940986,0.0
2019-02-21,-0.0,-0.346701783790255,-0.0,-0.5671016401292949,1.0,-0.48054591164850946,0.0
2019-02-22,-0.0,-0.3507839616995811,-0.0,-0.5599760622381807,1.0,-0.48299222022740873,0.0
2019-02-25,-0.0,-0.3512909811456707,-0.0,-0.5655097874384533,1.0,-0.4850246187102198,0.0
2019-02-26,-0.0,-0.3505174442336783,-0.0,-0.5680601243787068,1.0,-0.4825557663217039,0.0
2019-02-27,-0.0,-0.3343211661245633,-0.0,-0.5782917720756536,1.0,-0.49673533309239853,0.0
2019-02-28,-0.0,-0.32948046620496607,-0.0,-0.5743345961728723,1.0,-0.5092299896238025,0.0
2019-03-01,-0.0,-0.3286055430928432,-0.0,-0.5767904093397979,1.0,-0.506717803989676,0.0
2019-03-04,-0.0,-0.3142746390154085,-0.0,-0.5784717511386762,1.0,-0.5299689892431437,0.0
2019-03-05,-0.0,-0.3088149587178242,-0.0,-0.587639630888781,1.0,-0.5318844099077222,0.0
2019-03-06,-0.0,-0.30326276946979996,-0.0,-0.595892406292484,1.0,-0.5285006797436396,0.0
2019-03-07,-0.0,-0.27254930394431554,-0.0,-0.6160092807424593,1.0,-0.5283255993812838,0.0
2019-03-08,-0.0,-0.2650429799426934,-0.0,-0.6319265698606188,1.0,-0.5312758001068428,0.0
2019-03-11,-0.0,-0.26426580607305267,-0.0,-0.6344922008703731,1.0,-0.5461102146594299,0.0
