Date,FCBC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20571905296165247,-0.7787750640085154,-0.0,-0.4477719283104629,-0.4445211587698858,0.0
2018-09-25,1.0,-0.20316516013515462,-0.7835792878389696,-0.0,-0.4515551448291795,-0.4496491177404915,0.0
2018-09-26,1.0,-0.2038641483278461,-0.7842661583780974,-0.0,-0.45151042569167676,-0.44833362213365674,0.0
2018-09-27,1.0,-0.20549447378293365,-0.7804807664560066,-0.0,-0.45156263526967366,-0.44821516174645776,0.0
2018-09-28,1.0,-0.20321257294736234,-0.7841624776102155,-0.0,-0.4523892066793783,-0.4492113017854047,0.0
2018-10-01,1.0,-0.20294764883020616,-0.7882209867963864,-0.0,-0.4532951123465369,-0.4510655547834144,0.0
2018-10-02,1.0,-0.20146818923327897,-0.8128350034956887,-0.0,-0.45082731298065726,-0.4479725005826148,0.0
2018-10-03,1.0,-0.20171886380189366,-0.8127603787327021,-0.0,-0.45086671522214133,-0.44798252002913325,0.0
2018-10-04,1.0,-0.20077727777453097,-0.8191222020922213,-0.0,-0.4496522704692887,-0.4525743673660218,0.0
2018-10-05,1.0,-0.1803034724248614,-0.8126641377297928,-0.0,-0.45932302305223227,-0.4657134519988328,0.0
2018-10-08,1.0,-0.17715604100347537,-0.8105779620922287,-0.0,-0.46610788236324874,-0.46663356794486144,0.0
2018-10-09,1.0,-0.16934418044582808,-0.8147082146318539,-0.0,-0.4744926429557403,-0.47839877823137245,0.0
2018-10-10,1.0,-0.16867399095235297,-0.8154045003231303,-0.0,-0.4744433347041889,-0.479025909171024,0.0
2018-10-11,1.0,-0.10105744498428124,-0.8130322949414119,-0.0,-0.4538153758216633,-0.4900828808230923,0.0
2018-10-12,1.0,-0.09318975886362335,-0.8204078125894955,-0.0,-0.4568703820379174,-0.4933845008305172,0.0
2018-10-15,1.0,-0.040256417796336055,-0.9128708795248037,-0.0,-0.4689034610521363,-0.5185697062369513,0.0
2018-10-16,1.0,-0.030989167110637542,-0.938110459953827,-0.0,-0.47075711833303735,-0.5199194932812408,0.0
2018-10-17,1.0,-0.015625455499518992,-0.911057341923447,-0.0,-0.4652071247412763,-0.5233069993878087,0.0
2018-10-18,1.0,-0.014700306256380342,-0.9094647805162607,-0.0,-0.4683680910018959,-0.5241942540469593,0.0
2018-10-19,1.0,-0.0,-0.9008834178131788,-0.0,-0.47058653149891383,-0.5249529326574947,0.0
2018-10-22,1.0,-0.0,-0.9126730254740025,-0.0,-0.47051296964057227,-0.5247760846807026,0.0
2018-10-23,1.0,-0.0,-0.9131700783274611,-0.0,-0.47252715254928224,-0.5261043007308622,0.0
2018-10-24,1.0,-0.0,-0.9106254753964074,-0.0,-0.47899479258089045,-0.5358668304955825,0.0
2018-10-25,1.0,-0.0,-0.8651765375854215,-0.0,-0.4808940774487472,-0.5013382687927107,0.0
2018-10-26,1.0,-0.0,-0.8499421769666883,-0.0,-0.48091839900713623,-0.48977519532902714,0.0
2018-10-29,1.0,-0.0,-0.8567253105502781,-0.0,-0.46309931988083863,-0.49058512731156195,0.0
2018-10-30,1.0,-0.0,-0.8692015864804276,-0.0,-0.47054089785595216,-0.5343162614243835,0.0
2018-10-31,1.0,-0.0,-0.8512472173069239,-0.0,-0.4713168559849306,-0.5314801073120612,0.0
2018-11-01,1.0,-0.0,-0.87276376146789,-0.0,-0.4647075688073395,-0.5295011467889909,0.0
2018-11-02,1.0,-0.0,-0.8466889021921947,-0.0,-0.47689500840958976,-0.5271244904358733,0.0
2018-11-05,1.0,-0.0,-0.8512851199635266,-0.0,-0.4762637487889668,-0.5219410725480139,0.0
2018-11-06,1.0,-0.0,-0.8594124358243012,-0.0,-0.4754991443240159,-0.517341699942955,0.0
2018-11-07,1.0,-0.0,-0.8593456079347888,-0.0,-0.4740352277261586,-0.5167873225788063,0.0
2018-11-08,1.0,-0.0,-0.856730687636127,-0.0,-0.4550957485927644,-0.5168161117868356,0.0
2018-11-09,1.0,-0.0,-0.8586823969825019,-0.0,-0.4592609398485579,-0.518051104619835,0.0
2018-11-12,1.0,-0.0,-0.8465621911619371,-0.0,-0.4621770436255823,-0.5149230552025977,0.0
2018-11-13,1.0,-0.0,-0.840282052716996,-0.0,-0.45248754826795007,-0.5053724327046841,0.0
2018-11-14,1.0,-0.0,-0.8398903128322793,-0.0,-0.45299121383401425,-0.5052605070233366,0.0
2018-11-15,1.0,-0.0,-0.8400917277252643,-0.0,-0.4525700542535936,-0.503943173555568,0.0
2018-11-16,1.0,-0.0,-0.8311481812095514,-0.0,-0.45045748716804285,-0.5079223387636688,0.0
2018-11-19,1.0,-0.0,-0.8312547082949694,-0.0,-0.4504338606623699,-0.5084121536787478,0.0
2018-11-20,1.0,-0.0,-0.8165677190256894,-0.0,-0.43907784497586416,-0.5185873605947956,0.0
2018-11-21,1.0,-0.0,-0.8144969924397109,-0.0,-0.43537884222725015,-0.5093537884222724,0.0
2018-11-23,1.0,-0.0,-0.8052585161503693,-0.0,-0.4400562231286518,-0.5107209789438871,0.0
2018-11-26,1.0,-0.0,-0.8166717337829248,-0.0,-0.4386003703601337,-0.5086094911693982,0.0
2018-11-27,1.0,-0.0,-0.8216116408532216,-0.0,-0.4315989637876867,-0.5026732072975804,0.0
2018-11-28,1.0,-0.0,-0.8228273752101651,-0.0,-0.4310796284556655,-0.5023566053857391,0.0
2018-11-29,1.0,-0.0,-0.8157591709162691,-0.0,-0.4258101661457477,-0.5001096671601688,0.0
2018-11-30,1.0,-0.0,-0.8159416714634213,-0.0,-0.4259792231998465,-0.49905435408272353,0.0
2018-12-03,1.0,-0.0,-0.8159704150116424,-0.0,-0.425174633611834,-0.4982057252431174,0.0
2018-12-04,1.0,-0.0,-0.8189942607269746,-0.0,-0.41874829188302815,-0.495244602350369,0.0
2018-12-06,1.0,-0.0,-0.8144937775120917,-0.0,-0.41312972121080377,-0.48962012934079663,0.0
2018-12-07,1.0,-0.0,-0.8157723046811287,-0.0,-0.41523949328548904,-0.4873865057358778,0.0
2018-12-10,1.0,-0.0,-0.8178537767604684,-0.0,-0.40692069476235354,-0.4680759391409721,0.0
2018-12-11,1.0,-0.0,-0.8198003776638793,-0.0,-0.40267062314540064,-0.47512813595899656,0.0
2018-12-12,1.0,-0.0,-0.8200242882202132,-0.0,-0.40431790581567945,-0.47434894076372963,0.0
2018-12-13,1.0,-0.0,-0.831437125748503,-0.0,-0.4071584104518236,-0.4832607512248231,0.0
2018-12-14,1.0,-0.0,-0.8375313488169229,-0.0,-0.40456329735034346,-0.48388943408570495,0.0
2018-12-17,1.0,-0.0,-0.8356246264196056,-0.0,-0.39444655762647396,-0.48687713959680484,0.0
2018-12-18,1.0,-0.0,-0.8305529268622415,-0.0,-0.388292551034203,-0.4849533594700554,0.0
2018-12-19,1.0,-0.0,-0.8338490770901195,-0.0,-0.39299674267100976,-0.4875950054288817,0.0
2018-12-20,1.0,-0.0,-0.8299653266876151,-0.0,-0.39313576768880704,-0.485751435691841,0.0
2018-12-21,1.0,-0.0,-0.8320707411101826,-0.0,-0.39433316259132456,-0.4695495106893484,0.0
