Date,IWF,IWM,MTUM,PARR,SPY,VLUE,VXX
2018-09-24,-0.5237447928085947,-1.227932470949353,-0.0,1.0,-0.8324490243367683,-0.8008331506248629,0.0
2018-09-25,-0.5275269571315858,-1.22626457438415,-0.0,1.0,-0.8313316384676076,-0.7981502586131323,0.0
2018-09-26,-0.5316466816005622,-1.2319146132560284,-0.0029428558879079367,1.0,-0.832740369833531,-0.7930777001800852,0.0
2018-09-27,-0.5353757022471911,-1.2220856741573036,-0.005793539325842697,1.0,-0.8329090589887641,-0.7928370786516854,0.0
2018-09-28,-0.5344714091367885,-1.2222758590424365,-0.0064949313204897535,1.0,-0.8325360951419669,-0.7926449291262563,0.0
2018-10-01,-0.5349541405187168,-1.2214420502918333,-0.006758239346996094,1.0,-0.8327116338263045,-0.7925571597840875,0.0
2018-10-02,-0.5349960481250549,-1.226178976025292,-0.006322999912180557,1.0,-0.8318257662246421,-0.7916922806709406,0.0
2018-10-03,-0.5404306114328662,-1.2476678898271365,-0.00963791502718953,1.0,-0.8338564923294576,-0.7894690304611168,0.0
2018-10-04,-0.5402105635671945,-1.2490489250641421,-0.010306998142086172,1.0,-0.8333185879854905,-0.7906750420242413,0.0
2018-10-05,-0.5247611920588106,-1.2425056125368668,-0.0,1.0,-0.8378306994761632,-0.7969362151692565,0.0
2018-10-08,-0.5208589495872123,-1.2375724574038294,-0.0,1.0,-0.8384858598278587,-0.7944405410152818,0.0
2018-10-09,-0.5174579472089244,-1.23764767886161,-0.0,1.0,-0.8398260793183715,-0.7969607800079055,0.0
2018-10-10,-0.5184599850739716,-1.2366653496641644,-0.0,1.0,-0.8403353966372537,-0.7945476096404583,0.0
2018-10-11,-0.4161173718902828,-1.226791409738465,-0.0,1.0,-0.8045928130980226,-0.8051031256644694,0.0
2018-10-12,-0.4252328606192834,-1.2208609549383236,-0.0,1.0,-0.7766635898296551,-0.7729294285474532,0.0
2018-10-15,-0.39013866197478114,-1.2552888442042647,-0.0,1.0,-0.7698462569645176,-0.773909764986804,0.0
2018-10-16,-0.3903062293159063,-1.2551212768631392,-0.0,1.0,-0.7698881487997989,-0.773909764986804,0.0
2018-10-17,-0.36393496469042536,-1.206396781080637,-0.0,1.0,-0.7583347019214978,-0.7770980456561012,0.0
2018-10-18,-0.3644429838974696,-1.2081827144265527,-0.0,1.0,-0.757763720013145,-0.7774400262898457,0.0
2018-10-19,-0.34196806777451944,-1.1948924731182797,-0.0,1.0,-0.7596122515477355,-0.7765151515151515,0.0
2018-10-22,-0.3425488599348534,-1.19185667752443,-0.0,1.0,-0.7601791530944625,-0.7770358306188925,0.0
2018-10-23,-0.3418994868453205,-1.1921071923108253,-0.0,1.0,-0.7610165349841166,-0.7775922456626211,0.0
2018-10-24,-0.33994461187586544,-1.1939398875946892,-0.0,1.0,-0.7611794412315712,-0.7775922456626211,0.0
2018-10-25,-0.2950530035335689,-1.1346289752650178,-0.0,1.0,-0.7618767177071064,-0.7346289752650177,0.0
2018-10-26,-0.2731222842954687,-1.1167752948479206,-0.0,1.0,-0.7671089385474861,-0.7226101800124147,0.0
2018-10-29,-0.25009644317568086,-1.1259162101689684,-0.0,1.0,-0.755535838284083,-0.7261785356068204,0.0
2018-10-30,-0.24630750838764412,-1.125641124522772,-0.0,1.0,-0.7553893023793915,-0.7290116077282018,0.0
2018-10-31,-0.24946450428396572,-1.103924418604651,-0.0,1.0,-0.7501529987760097,-0.7214274785801713,0.0
2018-11-01,-0.23070165387112793,-1.118177304151866,-0.0,1.0,-0.7490928535961193,-0.7215919941942631,0.0
2018-11-02,-0.23617327972081026,-1.0864501934602837,-0.0,1.0,-0.7559745087626127,-0.7147409149533419,0.0
2018-11-05,-0.23187196601941745,-1.0985285194174754,-0.0,1.0,-0.7569402305825241,-0.7051350121359223,0.0
2018-11-06,-0.25138766604141943,-1.1237989511158748,-0.0,1.0,-0.756536385560617,-0.6963212494736439,0.0
2018-11-07,-0.25264854905573475,-1.1263242745278677,-0.0,1.0,-0.7605174266850915,-0.6990250268693383,0.0
2018-11-08,-0.20250385208012325,-1.1532742681047765,-0.0,1.0,-0.7644838212634822,-0.7318181818181818,0.0
2018-11-09,-0.20952418035978507,-1.1659138696363212,-0.0,1.0,-0.773888326454326,-0.7444513667159879,0.0
2018-11-12,-0.20816864295125162,-1.1511663954119196,-0.0,1.0,-0.7759435790126327,-0.7397891963109354,0.0
2018-11-13,-0.17167910160756866,-1.1526421044535036,-0.0,1.0,-0.783285901084532,-0.7382124451965234,0.0
2018-11-14,-0.1725503768650977,-1.151899707737271,-0.0,1.0,-0.7833025688355638,-0.7377711121365944,0.0
2018-11-15,-0.17266520078694594,-1.161593951317363,-0.0,1.0,-0.7973228407205956,-0.7259576437912278,0.0
2018-11-16,-0.16736594942068592,-1.1492744139497286,-0.0,1.0,-0.7972593248392932,-0.7353246853227606,0.0
