Date,EOT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1745216158752658,-0.363690054334987,-0.0,-0.24970470115757148,-0.18076226474525553,0.0
2018-09-25,1.0,-0.17694881889763778,-0.3629724409448819,-0.0,-0.24921259842519683,-0.1793503937007874,0.0
2018-09-26,1.0,-0.1759790299375234,-0.3627190129880368,-0.0,-0.24994580106032832,-0.18222668952876486,0.0
2018-09-27,1.0,-0.1764902880107167,-0.3613923801268666,-0.0,-0.2499113510105985,-0.1821835231078366,0.0
2018-09-28,1.0,-0.17710242614162675,-0.3612014426772305,-0.0,-0.25012317940834466,-0.18242377658211634,0.0
2018-10-01,1.0,-0.177297275988489,-0.36102022312453186,-0.0,-0.2502463830961485,-0.18248117633145425,0.0
2018-10-02,1.0,-0.17843485117287602,-0.35667258032722254,-0.0,-0.2518628030751035,-0.18424995071949538,0.0
2018-10-03,1.0,-0.17798299098245823,-0.3493557489295369,-0.0,-0.25556936798279367,-0.19027605122437302,0.0
2018-10-04,1.0,-0.1830790843077897,-0.3448487366692388,-0.0,-0.26291525692012424,-0.187748560574583,0.0
2018-10-05,1.0,-0.18121917537975932,-0.34383507595186424,-0.0,-0.2618859735648057,-0.18583547050700336,0.0
2018-10-08,1.0,-0.18300291140995426,-0.3473886435206275,-0.0,-0.2625418391396487,-0.18759778970509597,0.0
2018-10-09,1.0,-0.18323860823415253,-0.3474265797968196,-0.0,-0.26239182525694593,-0.18725864902865516,0.0
2018-10-10,1.0,-0.18249556951828583,-0.36104398260028997,-0.0,-0.26886982439181567,-0.20144594812308683,0.0
2018-10-11,1.0,-0.15920232165967294,-0.3504451154947253,-0.0,-0.2550492176163771,-0.19618416408486608,0.0
2018-10-12,1.0,-0.16308905075641944,-0.34412736441447533,-0.0,-0.24300094673184303,-0.18188844021098596,0.0
2018-10-15,1.0,-0.15457662377687034,-0.35052777563756843,-0.0,-0.24034979582402344,-0.18073426304029588,0.0
2018-10-16,1.0,-0.14768235020541043,-0.3674521354933726,-0.0,-0.24129912409890705,-0.18138128827222694,0.0
2018-10-17,1.0,-0.13915319653024574,-0.3502426535213421,-0.0,-0.23793419695059043,-0.18330849478390462,0.0
2018-10-18,1.0,-0.13865907484189005,-0.34923667768500294,-0.0,-0.23927622905401533,-0.18354128054722282,0.0
2018-10-19,1.0,-0.13147282125073367,-0.34204896150860514,-0.0,-0.23876782096673418,-0.18105912868962645,0.0
2018-10-22,1.0,-0.13123827214314143,-0.3354309217384711,-0.0,-0.24340870751909627,-0.1853522621732785,0.0
2018-10-23,1.0,-0.1333750307992646,-0.3355887871723432,-0.0,-0.24182634900778985,-0.1845681469267072,0.0
2018-10-24,1.0,-0.1330678801668563,-0.3371255214258628,-0.0,-0.24194160030337503,-0.1839590443686007,0.0
2018-10-25,1.0,-0.10831295387085334,-0.3153807381410197,-0.0,-0.27061437078798517,-0.17251292773535948,0.0
2018-10-26,1.0,-0.09030601727788916,-0.31594925322789197,-0.0,-0.29250604351329573,-0.1752150366358713,0.0
2018-10-29,1.0,-0.07899638639496331,-0.32002756770852736,-0.0,-0.2865924077040569,-0.17706664679804793,0.0
2018-10-30,1.0,-0.06257606680772182,-0.3243020577826876,-0.0,-0.2911977830621454,-0.1943378208849027,0.0
2018-10-31,1.0,-0.06346602032255058,-0.3189894658338771,-0.0,-0.2896616015661415,-0.19235573785774215,0.0
2018-11-01,1.0,-0.04480068837800931,-0.3373613423371182,-0.0,-0.29256065395910885,-0.1958510260199405,0.0
2018-11-02,1.0,-0.049533701904283245,-0.3176969900039091,-0.0,-0.3007017739803801,-0.19355559278494444,0.0
2018-11-05,1.0,-0.04830306638880619,-0.3209102411431974,-0.0,-0.30083358142304256,-0.19062593033640962,0.0
2018-11-06,1.0,-0.05270607516668529,-0.32508287704399,-0.0,-0.29828286214474614,-0.18635229262114947,0.0
