Date,BSTZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-05-14,1.0,-0.2585325443786982,-0.305207100591716,-0.4218224852071006,-0.3812781065088758,-0.0,0.0
2020-05-15,1.0,-0.2576194983435873,-0.3080927591102698,-0.4229058211074302,-0.3776857548509229,-0.0,0.0
2020-05-18,1.0,-0.25703239884255963,-0.31447749158009586,-0.42825292917793273,-0.37204117451733787,-0.0,0.0
2020-05-19,1.0,-0.261929006133226,-0.28847474484359087,-0.4495962490231831,-0.36801723933789576,-0.0,0.0
2020-05-20,1.0,-0.26471841993084827,-0.2825983990906077,-0.45367782882584184,-0.36723819447733624,-0.0,0.0
2020-05-21,1.0,-0.2638990793117323,-0.27840761165416206,-0.4571962793780029,-0.36730491585997965,-0.0,0.0
2020-05-22,1.0,-0.26341694273544725,-0.2806672976810222,-0.4559157595835306,-0.3663274964505443,-0.0,0.0
2020-05-26,1.0,-0.26384318553064556,-0.27960985772117136,-0.45507918846618217,-0.36881229137567767,-0.0,0.0
2020-05-27,1.0,-0.2632762743566067,-0.28138835618059993,-0.4531335085351706,-0.369794256220849,-0.0,0.0
2020-05-28,1.0,-0.2700949404550512,-0.27068683855387454,-0.45789236924970994,-0.3689182470345905,-0.0,0.0
2020-05-29,1.0,-0.27437926459438966,-0.2608036391205459,-0.4615475739196361,-0.37248862774829417,-0.0,0.0
2020-06-01,1.0,-0.2742863910932133,-0.26324766078408146,-0.4580836195665048,-0.37318488688854673,-0.0,0.0
2020-06-02,1.0,-0.27523175039711706,-0.2651319376941132,-0.4584271794020721,-0.3720808933355461,-0.0,0.0
2020-06-03,1.0,-0.27534616843702575,-0.2652456373292868,-0.4579855842185129,-0.3724393019726859,-0.0,0.0
2020-06-04,1.0,-0.27530527563722584,-0.265489033787789,-0.4576407824540604,-0.37261410788381744,-0.0,0.0
2020-06-05,1.0,-0.2761270127344732,-0.2651948113543124,-0.45810903744456827,-0.37200313026156656,-0.0,0.0
2020-06-08,1.0,-0.2751906769624331,-0.2556255625562556,-0.46982329811928564,-0.36799469420626274,-0.0,0.0
2020-06-09,1.0,-0.2768607762805788,-0.2532976531603003,-0.4706230610746679,-0.36734790536860307,-0.0,0.0
2020-06-10,1.0,-0.2772199857920909,-0.2522140658299787,-0.4717499408003789,-0.3668008524745442,-0.0,0.0
2020-06-11,1.0,-0.2794476420568938,-0.24981643335938794,-0.47859968260735686,-0.3607380563253511,-0.0,0.0
2020-06-12,1.0,-0.2858519162534953,-0.2305848626547924,-0.48104894611932236,-0.35230396879479287,-0.0,0.0
2020-06-15,1.0,-0.2784996839221746,-0.2369881295216689,-0.47692631874692704,-0.348926506052305,-0.0,0.0
2020-06-16,1.0,-0.28046439773418846,-0.2323627171012593,-0.475609756097561,-0.3522775150976078,-0.0,0.0
2020-06-17,1.0,-0.27977067977067976,-0.23151983151983152,-0.4767754767754767,-0.3519363519363519,-0.0,0.0
2020-06-18,1.0,-0.2818071218005709,-0.2260306022179589,-0.4801600299471246,-0.35162135604323613,-0.0,0.0
2020-06-19,1.0,-0.2817346151147288,-0.2256215938062826,-0.479989708324562,-0.3516712277500994,-0.0,0.0
2020-06-22,1.0,-0.27735642108702246,-0.22599239224288814,-0.47928869804672003,-0.3510303143450561,-0.0,0.0
2020-06-23,1.0,-0.27810554298906326,-0.22444791642375767,-0.47883776788004573,-0.35053517710981047,-0.0,0.0
2020-06-24,1.0,-0.2783788825669247,-0.22507228803283275,-0.47838354631097846,-0.3500373099524298,-0.0,0.0
2020-06-25,1.0,-0.27587490692479527,-0.2211932241250931,-0.48180379746835444,-0.347984921816828,-0.0,0.0
2020-06-26,1.0,-0.2758885374023074,-0.2205759211016003,-0.4810662448827689,-0.34848343877930776,-0.0,0.0
2020-06-29,1.0,-0.27333968268717046,-0.21993542242560804,-0.48265929522172407,-0.3469767009686636,-0.0,0.0
2020-06-30,1.0,-0.27861239464090837,-0.20848909838159146,-0.48842501219030815,-0.3464601667169759,-0.0,0.0
2020-07-01,1.0,-0.2750771515418707,-0.20890085156739446,-0.4897556674478502,-0.34659024990138526,-0.0,0.0
2020-07-02,1.0,-0.2771710144927536,-0.20665507246376813,-0.4915246376811594,-0.34348985507246377,-0.0,0.0
2020-07-06,1.0,-0.27736803042953895,-0.2060951850821041,-0.4923462287781798,-0.34351516838296686,-0.0,0.0
2020-07-07,1.0,-0.2766016648503258,-0.20692373687017415,-0.4915714053840981,-0.34365942449045844,-0.0,0.0
2020-07-08,1.0,-0.2764240836482508,-0.2067558481904806,-0.4943314863329701,-0.3408990795910324,-0.0,0.0
2020-07-09,1.0,-0.2765903189910979,-0.20815560089020768,-0.4931147997032641,-0.34041172106824924,-0.0,0.0
2020-07-10,1.0,-0.28144198446736984,-0.20586530659557203,-0.4950504230902979,-0.335945288049148,-0.0,0.0
2020-07-13,1.0,-0.2843046418975262,-0.20629111461132216,-0.4936069674789216,-0.33211340683776525,-0.0,0.0
2020-07-14,1.0,-0.2849000208531245,-0.208809286591441,-0.4966519150119327,-0.32662943997775673,-0.0,0.0
2020-07-15,1.0,-0.28743430040056495,-0.20762231123665748,-0.4938062932691194,-0.32651832642571027,-0.0,0.0
2020-07-16,1.0,-0.2895303349459503,-0.20520358325038773,-0.49038216707946575,-0.32962199949075255,-0.0,0.0
2020-07-17,1.0,-0.2840129002533978,-0.20449205252246028,-0.4856023957613453,-0.32950932964754664,-0.0,0.0
2020-07-20,1.0,-0.2861654066015121,-0.20530610363267562,-0.48340401991517606,-0.33012170385395534,-0.0,0.0
2020-07-21,1.0,-0.293646950305546,-0.2011530035743111,-0.4856451054998271,-0.3255390291709904,-0.0,0.0
2020-07-22,1.0,-0.2931058335254785,-0.2021212819921605,-0.4848743370993775,-0.3256398432095919,-0.0,0.0
2020-07-23,1.0,-0.2933511681003667,-0.20269366481400336,-0.4848596665206061,-0.32533843776665666,-0.0,0.0
2020-07-24,1.0,-0.29684293060904454,-0.20369900606507854,-0.4818162949980398,-0.32375527523464703,-0.0,0.0
2020-07-27,1.0,-0.29786890911185343,-0.20267250316783783,-0.47895403755327726,-0.32438659140652,-0.0,0.0
2020-07-28,1.0,-0.29837538886968545,-0.20223528056227677,-0.47816568729116254,-0.3256135499481507,-0.0,0.0
2020-07-29,1.0,-0.301535974130962,-0.20173230165146092,-0.4759441044000462,-0.3305231550987412,-0.0,0.0
2020-07-30,1.0,-0.3003646939340781,-0.2001200258517219,-0.4770796787000277,-0.3306019758101745,-0.0,0.0
2020-07-31,1.0,-0.30185454629437175,-0.20155199889142936,-0.4770087068985427,-0.3290838125591815,-0.0,0.0
2020-08-03,1.0,-0.3056864375461936,-0.19858647450110864,-0.4755635624538063,-0.32984571322985956,-0.0,0.0
2020-08-04,1.0,-0.3090050246601987,-0.20221362910134996,-0.4782457684025286,-0.3260471901266585,-0.0,0.0
2020-08-05,1.0,-0.3094184942451541,-0.2021259350177161,-0.47824274565202285,-0.32604617771705147,-0.0,0.0
2020-08-06,1.0,-0.31015150813139974,-0.1971459018672103,-0.4812352314321457,-0.3280822869851272,-0.0,0.0
2020-08-07,1.0,-0.3125116020048264,-0.1988583627250789,-0.4799981436792277,-0.3290328568776685,-0.0,0.0
2020-08-10,1.0,-0.31806042590743366,-0.19358584333851978,-0.48222289310512995,-0.32841782587492163,-0.0,0.0
2020-08-11,1.0,-0.32075997584428856,-0.1882055093603382,-0.48687694523156966,-0.32682213034793517,-0.0,0.0
2020-08-12,1.0,-0.3184297885182348,-0.19019430322445854,-0.4851544907955522,-0.32762262924530494,-0.0,0.0
2020-08-13,1.0,-0.3164105060620813,-0.19338386999559543,-0.4794955606555857,-0.32892876185177455,-0.0,0.0
2020-08-14,1.0,-0.31681194362017806,-0.19317971068249257,-0.4799471439169139,-0.3283104599406528,-0.0,0.0
2020-08-17,1.0,-0.3171500776703531,-0.19345714219470914,-0.4796086341610442,-0.32830214926618906,-0.0,0.0
2020-08-18,1.0,-0.31682823878658567,-0.19284289623822998,-0.48000834918131635,-0.32951435595343015,-0.0,0.0
2020-08-19,1.0,-0.3185783221974759,-0.19483110616184113,-0.4776818856718634,-0.32890219005196736,-0.0,0.0
2020-08-20,1.0,-0.3187330442646138,-0.19632712685788484,-0.4772648225009855,-0.32638486331068706,-0.0,0.0
2020-08-21,1.0,-0.3189101449275362,-0.1953855072463768,-0.478631884057971,-0.32593623188405796,-0.0,0.0
2020-08-24,1.0,-0.3186150599475894,-0.1932469098583057,-0.4834999188330512,-0.32367060133113795,-0.0,0.0
2020-08-25,1.0,-0.3178898550724637,-0.19656811594202897,-0.48491594202898547,-0.31944347826086955,-0.0,0.0
2020-08-26,1.0,-0.31866450266635754,-0.1967771852538836,-0.4837931833990262,-0.31933688847669833,-0.0,0.0
2020-08-27,1.0,-0.3177656738903697,-0.19789083323675977,-0.4824661026770194,-0.3196430640862209,-0.0,0.0
2020-08-28,1.0,-0.3187676758310538,-0.19655524131855906,-0.48330937920163203,-0.3194862997820947,-0.0,0.0
2020-08-31,1.0,-0.3186917620879885,-0.1951694404524593,-0.485397060868759,-0.3186685828195262,-0.0,0.0
2020-09-01,1.0,-0.31884561891515995,-0.19288363467779324,-0.48903569772832634,-0.31726935558646263,-0.0,0.0
2020-09-02,1.0,-0.317260235882939,-0.19375767546400352,-0.488889403804713,-0.3172138934587668,-0.0,0.0
2020-09-03,1.0,-0.3185051319478233,-0.19436528347350618,-0.48960867449781054,-0.3144042075021431,-0.0,0.0
2020-09-04,1.0,-0.32293117860128173,-0.1907216494845361,-0.496284944738553,-0.311971765580013,-0.0,0.0
2020-09-08,1.0,-0.3213605758068261,-0.19310424889714417,-0.4941490596703041,-0.31321105177617825,-0.0,0.0
2020-09-09,1.0,-0.3208404842525163,-0.19662322000092766,-0.48882137390416996,-0.31293195417227143,-0.0,0.0
2020-09-10,1.0,-0.3208247327040379,-0.19479555627710646,-0.490688127652666,-0.3129624046199875,-0.0,0.0
2020-09-11,1.0,-0.32231002757757643,-0.19554587379203262,-0.49229450070682024,-0.3072929943686125,-0.0,0.0
2020-09-14,1.0,-0.3233201214565515,-0.19579074241476024,-0.492432144264423,-0.30635329022089336,-0.0,0.0
2020-09-15,1.0,-0.32327166504381694,-0.19664301942782958,-0.4908888579774656,-0.3075300227198961,-0.0,0.0
2020-09-16,1.0,-0.32394823507583836,-0.19657683566028109,-0.48993459807968825,-0.3087573635140776,-0.0,0.0
2020-09-17,1.0,-0.32392504290551505,-0.19657683566028109,-0.4898186372280718,-0.30887332436569415,-0.0,0.0
2020-09-18,1.0,-0.3235355527201021,-0.19605614197888876,-0.4906623361558984,-0.3096392529868925,-0.0,0.0
2020-09-21,1.0,-0.3213656183319417,-0.19811670841450968,-0.49320437888486873,-0.30666110028759624,-0.0,0.0
2020-09-22,1.0,-0.32325905292479107,-0.19561281337047354,-0.495844939647168,-0.30652274837511606,-0.0,0.0
2020-09-23,1.0,-0.3217601188265875,-0.1943464537690308,-0.4977952098031935,-0.3069067953954697,-0.0,0.0
2020-09-24,1.0,-0.3199749675505285,-0.1926803263489709,-0.4966159836825515,-0.30852493973669576,-0.0,0.0
2020-09-25,1.0,-0.31937233450769514,-0.19562395698127202,-0.49506304468755796,-0.30776005933617656,-0.0,0.0
2020-09-28,1.0,-0.317663949610967,-0.19634586884031124,-0.49335402000741013,-0.30830863282697296,-0.0,0.0
2020-09-29,1.0,-0.3183849234829718,-0.19556409603407962,-0.49241775287662354,-0.30882318894265276,-0.0,0.0
2020-09-30,1.0,-0.31839125703304083,-0.19576744078353284,-0.49378313922526573,-0.30748570237792033,-0.0,0.0
2020-10-01,1.0,-0.3182207608771158,-0.19647116030286893,-0.49371338597263065,-0.30710630513812026,-0.0,0.0
2020-10-02,1.0,-0.31991284797070213,-0.19868808381429204,-0.49507451962079596,-0.30419766821964167,-0.0,0.0
2020-10-05,1.0,-0.3134739620719198,-0.20689096255817724,-0.4885034848449765,-0.30666635793178504,-0.0,0.0
2020-10-06,1.0,-0.3152035549795172,-0.20360126831300485,-0.48959659314462933,-0.30606151780961416,-0.0,0.0
2020-10-07,1.0,-0.3128106720921092,-0.20664462580630244,-0.49009317272790326,-0.30245300903983535,-0.0,0.0
2020-10-08,1.0,-0.31338833807113636,-0.2049966488710162,-0.49289329543090893,-0.29984515472971407,-0.0,0.0
2020-10-09,1.0,-0.31417084498255504,-0.2046720118302179,-0.4930104669701241,-0.2987361075810439,-0.0,0.0
2020-10-12,1.0,-0.31300531300531304,-0.20487410487410487,-0.49318549318549315,-0.2989373989373989,-0.0,0.0
2020-10-13,1.0,-0.3126169195593432,-0.20527032956881222,-0.49296750502321074,-0.2986674057137578,-0.0,0.0
2020-10-14,1.0,-0.3135103926096998,-0.20348729792147804,-0.4960046189376443,-0.2964665127020786,-0.0,0.0
2020-10-15,1.0,-0.31383691383691387,-0.20385770385770385,-0.49607299607299604,-0.2962346962346962,-0.0,0.0
2020-10-16,1.0,-0.31486274147333393,-0.20339218042332935,-0.4958868656992329,-0.2966078195766707,-0.0,0.0
2020-10-19,1.0,-0.3133262457243228,-0.20345289821577145,-0.49560876398261994,-0.2988120550984561,-0.0,0.0
2020-10-20,1.0,-0.31302278293821345,-0.20312861037940755,-0.49648782291233423,-0.29798049817459216,-0.0,0.0
2020-10-21,1.0,-0.3126530800868802,-0.2028282268126993,-0.49775867646379224,-0.2974259438975923,-0.0,0.0
2020-10-22,1.0,-0.3128379315125468,-0.20252784324599105,-0.4973427607560423,-0.2979342853181755,-0.0,0.0
2020-10-23,1.0,-0.31417677642980935,-0.20046216060080876,-0.4987637203928365,-0.2974003466204506,-0.0,0.0
2020-10-26,1.0,-0.31444418765888604,-0.20071643170788075,-0.49852091518373015,-0.29741160157152763,-0.0,0.0
2020-10-27,1.0,-0.31509796211052254,-0.2008743725567301,-0.4980453840993731,-0.2991371932178298,-0.0,0.0
2020-10-28,1.0,-0.3136928308695954,-0.2023272491729706,-0.4970041871978162,-0.3003215582853309,-0.0,0.0
2020-10-29,1.0,-0.30758051121158997,-0.20312355818030822,-0.49956168681369384,-0.2966457506690044,-0.0,0.0
2020-10-30,1.0,-0.3104196482156872,-0.20313004939753473,-0.4964913900558608,-0.29827801117215275,-0.0,0.0
2020-11-02,1.0,-0.3086881273797162,-0.2030229606553594,-0.49661936079381563,-0.2992731048805815,-0.0,0.0
2020-11-03,1.0,-0.30721639964910663,-0.20441848654139158,-0.4971143635440233,-0.2997599150468627,-0.0,0.0
2020-11-04,1.0,-0.30724323326487757,-0.2031981909223066,-0.4971271661628632,-0.29992846759120384,-0.0,0.0
2020-11-05,1.0,-0.3085037625225059,-0.20186048658880015,-0.49900743271317116,-0.2989474170167582,-0.0,0.0
2020-11-06,1.0,-0.3103543935085651,-0.20412881152183462,-0.4982315001040294,-0.2990267471160737,-0.0,0.0
