Date,BSTZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-24,1.0,-0.19555305542396967,-0.07854689720511607,-0.6679002842254855,-0.7692740407389863,-0.2494374703931786,0.0
2020-02-25,1.0,-0.24281634318354026,-0.12079617648773096,-0.646062831497348,-0.6509296497056595,-0.25368654193623597,0.0
2020-02-26,1.0,-0.24668607444673693,-0.09327039936689184,-0.6209264859670445,-0.63861959808937,-0.2268731805206184,0.0
2020-02-27,1.0,-0.26702235772357724,-0.08358739837398374,-0.6089939024390244,-0.645607497741644,-0.21773373983739838,0.0
2020-02-28,1.0,-0.26097850099682096,-0.12988307559674553,-0.5472816423298669,-0.5474432889703109,-0.20852416617274636,0.0
2020-03-02,1.0,-0.26477554096242867,-0.12369469264721714,-0.5441651415652923,-0.5502206911400581,-0.2085262138012703,0.0
2020-03-03,1.0,-0.2585267092353216,-0.1556351554794165,-0.4758604578726055,-0.5086694699683331,-0.19693194206509892,0.0
2020-03-04,1.0,-0.2099535432868766,-0.19771053104386438,-0.5203151869818536,-0.48217448217448217,-0.15651548984882319,0.0
2020-03-05,1.0,-0.21020127515939493,-0.23090386298287285,-0.4697337167145893,-0.4490811351418927,-0.14039254906863358,0.0
2020-03-06,1.0,-0.20642122654304246,-0.22622247429290065,-0.4700268784060366,-0.4268981333070303,-0.13636475723127758,0.0
2020-03-09,1.0,-0.20573082773171092,-0.21686865217604634,-0.47173838378882293,-0.42600951866934894,-0.1328933810902311,0.0
2020-03-10,1.0,-0.29709184740916383,-0.1358532673129228,-0.4185787014436153,-0.3513727131134203,-0.1217890601390148,0.0
2020-03-11,1.0,-0.25443288644071654,-0.1919969043771197,-0.4256253841076184,-0.3142284842828853,-0.08993239705915827,0.0
2020-03-12,1.0,-0.26090951879328506,-0.16556469507138535,-0.4094627608310733,-0.3148575655019387,-0.09048120671492929,0.0
2020-03-13,1.0,-0.27452136187871357,-0.21027067810996886,-0.4125247571442045,-0.3152881260020749,-0.14524191266622655,0.0
2020-03-16,1.0,-0.22864845272076484,-0.2950931086040505,-0.39227946173712114,-0.2877305060939695,-0.06166462779212542,0.0
2020-03-17,1.0,-0.23901407519989426,-0.23749421793431574,-0.31093195885371927,-0.2910857067336285,-0.12416573052269875,0.0
2020-03-18,1.0,-0.2337184759666645,-0.2471658289270405,-0.2799355919664034,-0.28807363404921993,-0.12707530952847226,0.0
2020-03-19,1.0,-0.22926433465560764,-0.31989271547060943,-0.3079697078975839,-0.30600883519653804,-0.09071853588171655,0.0
2020-03-20,1.0,-0.24220584849182594,-0.4374395579092793,-0.278125719548699,-0.3093944278148745,-0.03539028321436795,0.0
2020-03-23,1.0,-0.24397080968377158,-0.42548360940576857,-0.2938723502837947,-0.31321672651453725,-0.040148268272906296,0.0
2020-03-24,1.0,-0.24453206540647107,-0.42219645135103795,-0.29497854574973903,-0.31288414704859097,-0.04476400324712977,0.0
2020-03-25,1.0,-0.2553879570411488,-0.4235790997948594,-0.34219862435139375,-0.32730783154338117,-0.06494509472668035,0.0
2020-03-26,1.0,-0.2396046437110251,-0.4279657883710039,-0.38300756698134136,-0.3469226787606911,-0.06731409134603535,0.0
2020-03-27,1.0,-0.2381508515815085,-0.42243309002433094,-0.36656934306569344,-0.3474452554744526,-0.05851581508515815,0.0
2020-03-30,1.0,-0.22434917631074558,-0.4169396122958974,-0.3921197564111896,-0.3498556420894291,-0.04291918383191402,0.0
2020-03-31,1.0,-0.2142459924079402,-0.42754902197828765,-0.3892744021857395,-0.3416910466887497,-0.04509296646437293,0.0
2020-04-01,1.0,-0.21379644197022873,-0.4232845213602808,-0.3944330146435919,-0.34111097664286577,-0.04780346121263464,0.0
2020-04-02,1.0,-0.21846597739841309,-0.4051695119018995,-0.3935080548208704,-0.34623707622024524,-0.04106756431834576,0.0
2020-04-03,1.0,-0.21669268644169568,-0.40823826107841965,-0.3942356190704936,-0.3404347303951003,-0.04222409030863456,0.0
2020-04-06,1.0,-0.21770748331973314,-0.40289444631114096,-0.3931742907886526,-0.34195747131954113,-0.04430470887534201,0.0
2020-04-07,1.0,-0.20701995544390198,-0.3908375598426317,-0.3878513532729772,-0.3430582547281604,-0.041214390671659475,0.0
2020-04-08,1.0,-0.20292548122736803,-0.39324852296550405,-0.37197446159710307,-0.34800838574423476,-0.06615685153421003,0.0
2020-04-09,1.0,-0.20849063323598546,-0.37816083766650044,-0.38010779495215713,-0.34805422988342,-0.0595484008832538,0.0
2020-04-13,1.0,-0.21024022028104822,-0.3734333459931637,-0.3813140903911888,-0.34824819597417395,-0.060482339536650206,0.0
2020-04-14,1.0,-0.21132209826726797,-0.37092333254213145,-0.38321860906717303,-0.3478518870163779,-0.0602895798718253,0.0
2020-04-15,1.0,-0.20156690099173946,-0.3762692608109068,-0.37638760680726174,-0.3473691685010296,-0.06532698998792871,0.0
2020-04-16,1.0,-0.2130174716882994,-0.3622479135636097,-0.3872615079083623,-0.35019032082653617,-0.05149301368891411,0.0
2020-04-17,1.0,-0.21581661619984863,-0.35926854655563967,-0.3910389856169569,-0.3502791445874338,-0.04925246025738078,0.0
2020-04-20,1.0,-0.22035820613392562,-0.352275412315108,-0.39534993620339304,-0.34906195359387554,-0.0457917867775625,0.0
2020-04-21,1.0,-0.22007366482504603,-0.3552675072012088,-0.39800254993625156,-0.347688530008972,-0.04004344335836048,0.0
2020-04-22,1.0,-0.21705097373508747,-0.3583250813410666,-0.3973687933229594,-0.34846984486254534,-0.0364738058188334,0.0
2020-04-23,1.0,-0.2235124396935011,-0.35398732381042475,-0.4020433260807871,-0.3518352095355217,-0.033606092138870496,0.0
2020-04-24,1.0,-0.22748478461647764,-0.3470765150259313,-0.40606720818433706,-0.3551992800814645,-0.03230160797593957,0.0
2020-04-27,1.0,-0.2263110564180235,-0.34548939795531997,-0.40635649375236654,-0.3559494509655433,-0.03244509655433548,0.0
2020-04-28,1.0,-0.22886066368646374,-0.3399796589323305,-0.40781475436978165,-0.35800279098370347,-0.030582558717093596,0.0
2020-04-29,1.0,-0.23357629685725104,-0.33614161302536916,-0.41092389246497535,-0.35975956077243465,-0.026150132525558503,0.0
2020-04-30,1.0,-0.23304253256732158,-0.3325058514788282,-0.4127243066884176,-0.36168049743480624,-0.02428068184504811,0.0
2020-05-01,1.0,-0.24842737549070615,-0.31755190843305114,-0.4148417916095161,-0.37050087499408785,-0.01352693562881332,0.0
2020-05-04,1.0,-0.24735149451381008,-0.3189793794930004,-0.4160281876655316,-0.3716184260310254,-0.010759553537646615,0.0
2020-05-05,1.0,-0.24760553387726145,-0.31904930826534234,-0.4166016317843207,-0.37129005557526307,-0.010381932127231878,0.0
2020-05-06,1.0,-0.24638297872340426,-0.31898345153664304,-0.41458628841607564,-0.3715839243498818,-0.012505910165484635,0.0
2020-05-07,1.0,-0.25173849283315197,-0.31926770424334167,-0.41764038033965656,-0.36948294621316047,-0.007166848006055159,0.0
2020-05-08,1.0,-0.25501256102763425,-0.32132530691567524,-0.4146324121913068,-0.37256481964260324,-0.00649381428639143,0.0
2020-05-11,1.0,-0.26115072127342065,-0.30970935878911343,-0.42080204656891773,-0.37705189852429116,-0.0,0.0
2020-05-12,1.0,-0.261079659852666,-0.3101120401733899,-0.42006774522111945,-0.3774545799085676,-0.0,0.0
2020-05-13,1.0,-0.26014048863555733,-0.30093895603226034,-0.4238546865022114,-0.38021806485182463,-0.0,0.0
