Date,CBMG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-18,1.0,-1.7982107355864811,-4.441067878443625,-0.0,-3.547429707469469,-3.4138028969042886,0.0
2018-10-19,1.0,-1.6974508984538235,-4.3428054046524585,-0.0,-3.516785067558156,-3.3724752751079534,0.0
2018-10-22,1.0,-1.694691495275153,-4.318788215675376,-0.0,-3.513618677042802,-3.3695108393551974,0.0
2018-10-23,1.0,-1.6963343515690086,-4.315606775895584,-0.0,-3.5079144682032766,-3.3650374895862263,0.0
2018-10-24,1.0,-1.6921470342522975,-4.336118072960178,-0.0,-3.5206070732386525,-3.3749651907546645,0.0
2018-10-25,1.0,-1.4275196750444274,-3.9003554201574,-0.0,-3.3276212236608274,-3.0379537953795377,0.0
2018-10-26,1.0,-1.3408234998744666,-3.847351242781823,-0.0,-3.3604067285965353,-3.004770273663068,0.0
2018-10-29,1.0,-1.2482482482482482,-3.900025025025025,-0.0,-3.328578578578578,-3.0356606606606604,0.0
2018-10-30,1.0,-1.2015357502517623,-3.9276183282980868,-0.0,-3.355362537764351,-3.1037260825780466,0.0
2018-10-31,1.0,-1.206969246031746,-3.8124999999999996,-0.0,-3.3226686507936507,-3.058655753968254,0.0
2018-11-01,1.0,-1.1367989056087553,-3.890312150230071,-0.0,-3.333913692326825,-3.0752393980848156,0.0
2018-11-02,1.0,-1.1241774311479407,-3.773092858883744,-0.0,-3.2817450645868878,-3.0071898610772605,0.0
2018-11-05,1.0,-1.1122883936183168,-3.8041651443185973,-0.0,-3.2815734989648035,-2.9806357325538912,0.0
2018-11-06,1.0,-1.1256697515830492,-3.814052605942523,-0.0,-3.2717973697028735,-2.965903555772041,0.0
2018-11-07,1.0,-1.1205346294046172,-3.808991494532199,-0.0,-3.2618469015795872,-2.959295261239368,0.0
2018-11-08,1.0,-1.1473759884974837,-3.730529595015576,-0.0,-3.1891924275101844,-2.9148094895758443,0.0
2018-11-09,1.0,-1.1462450592885376,-3.7287100251527128,-0.0,-3.189483770511439,-2.913163253084202,0.0
2018-11-12,1.0,-1.1365795724465557,-3.6535629453681713,-0.0,-3.1967933491686464,-2.8895486935866983,0.0
2018-11-13,1.0,-1.032026374661486,-3.6468856705522192,-0.0,-3.2132344283527607,-2.882138231484752,0.0
2018-11-14,1.0,-1.0471496437054633,-3.6743467933491685,-0.0,-3.2466745843230407,-2.9081947743467933,0.0
2018-11-15,1.0,-1.0363184668165148,-3.6659174257660005,-0.0,-3.2396782207500294,-2.888323672069088,0.0
2018-11-16,1.0,-1.016768292682927,-3.618316135084428,-0.0,-3.2125938086303942,-2.8784005628517826,0.0
2018-11-19,1.0,-1.0218079493492789,-3.616250439676398,-0.0,-3.2095204596083944,-2.877007855551647,0.0
2018-11-20,1.0,-0.8754760530871321,-3.5591459896133872,-0.0,-3.192498557414887,-2.9135603000577035,0.0
2018-11-21,1.0,-0.9560963970412789,-3.695895967549511,-0.0,-3.353137675972321,-2.9251968503937005,0.0
2018-11-23,1.0,-0.9592954058557487,-3.650440371340157,-0.0,-3.365865270173768,-2.9263270649845277,0.0
2018-11-26,1.0,-0.9562425683709871,-3.6596908442330562,-0.0,-3.3570749108204523,-2.9175980975029727,0.0
2018-11-27,1.0,-0.916814999406669,-3.689687907915035,-0.0,-3.351370594517622,-2.90874569835054,0.0
2018-11-28,1.0,-0.9397953040337146,-3.6963275135460565,-0.0,-3.4317880794701985,-2.9729078868151717,0.0
2018-11-29,1.0,-0.8107096925055537,-3.590202268209985,-0.0,-3.35730153162633,-2.9335905530223316,0.0
2018-11-30,1.0,-0.8096517878008881,-3.5895068941341437,-0.0,-3.357677027342837,-2.92825426501519,0.0
2018-12-03,1.0,-0.8021284060343818,-3.5978248158110158,-0.0,-3.3628815343234706,-2.931820839667875,0.0
2018-12-04,1.0,-0.7680148768014876,-3.600418410041841,-0.0,-3.339028358902836,-2.9149232914923293,0.0
2018-12-06,1.0,-0.7102430362889802,-3.314171568083454,-0.0,-3.303406947064699,-2.7697258905781825,0.0
2018-12-07,1.0,-0.7050527484730705,-3.3179344808439755,-0.0,-3.307717934480844,-2.7742365352581895,0.0
2018-12-10,1.0,-0.5944912012241775,-3.3273581812219915,-0.0,-3.301453710788064,-2.7068532080008745,0.0
2018-12-11,1.0,-0.5956284153005464,-3.326448087431694,-0.0,-3.2998907103825137,-2.706994535519126,0.0
2018-12-12,1.0,-0.6160515784793241,-3.381614050689195,-0.0,-3.3708314806580706,-2.74744330813695,0.0
2018-12-13,1.0,-0.615547153024911,-3.3694395017793597,-0.0,-3.3912366548042705,-2.744773131672598,0.0
2018-12-14,1.0,-0.6254024647496391,-3.338625513489508,-0.0,-3.3980237592983236,-2.74031308981903,0.0
2018-12-17,1.0,-0.563284173453665,-3.3243451463790445,-0.0,-3.3452564384767776,-2.773057451023553,0.0
2018-12-18,1.0,-0.5086384874497446,-3.2691513636857548,-0.0,-3.320113006628273,-2.768119091600565,0.0
2018-12-19,1.0,-0.49923797082516874,-3.2783583714347917,-0.0,-3.331918136294361,-2.7767254517744395,0.0
2018-12-20,1.0,-0.48713550600343053,-3.2057246998284734,-0.0,-3.3013507718696395,-2.7263078902229845,0.0
2018-12-21,1.0,-0.46424023769100164,-3.195033955857385,-0.0,-3.294991511035654,-2.656939728353141,0.0
2018-12-24,1.0,-0.3908454383948166,-3.106489706343401,-0.0,-3.260110774375588,-2.6929668721914513,0.0
2018-12-26,1.0,-0.3751405499335582,-3.093018501482163,-0.0,-3.146478585301032,-2.607175712971481,0.0
2018-12-27,1.0,-0.22325016353611815,-2.8434725726567613,-0.0,-2.8009531819456126,-2.4771516680684047,0.0
2018-12-28,1.0,-0.21440567270013064,-2.8498787087143125,-0.0,-2.796510543011756,-2.469303974622131,0.0
2018-12-31,1.0,-0.21126365928831606,-2.858503782572149,-0.0,-2.7989165966190344,-2.470906883347343,0.0
2019-01-02,1.0,-0.19913906045292906,-2.8671158525173124,-0.0,-2.8037619314991575,-2.488021710649448,0.0
2019-01-03,1.0,-0.1938928437617085,-2.8715811165230427,-0.0,-2.805826152116898,-2.4955039340576994,0.0
2019-01-04,1.0,-0.08771277090503209,-2.909031717979723,-0.0,-2.7772300251139432,-2.5275788298762905,0.0
2019-01-07,1.0,-0.01714080588710401,-2.790810374225971,-0.0,-2.729695773131114,-2.436507224266356,0.0
2019-01-08,1.0,-0.027613412228796843,-2.7443069750762055,-0.0,-2.7616998386229152,-2.4316837009144705,0.0
2019-01-09,1.0,-0.016699586999461304,-2.714580714670497,-0.0,-2.77751840545879,-2.469473873226791,0.0
2019-01-10,1.0,-0.021655135232276034,-2.7068020487015905,-0.0,-2.788929822984994,-2.4681462844819837,0.0
2019-01-11,1.0,-0.01956364947710061,-2.7123151821132345,-0.0,-2.802470248827984,-2.4811575910566175,0.0
2019-01-14,1.0,-0.04904070288685673,-2.6948180025103103,-0.0,-2.7873408642639412,-2.4341043571812806,0.0
2019-01-15,1.0,-0.05694842406876791,-2.6823065902578795,-0.0,-2.7809813753581665,-2.4339183381088825,0.0
2019-01-16,1.0,-0.02723873954068008,-2.6844400925761085,-0.0,-2.748531244436532,-2.4413387929499732,0.0
2019-01-17,1.0,-0.007483053085658949,-2.678933004665904,-0.0,-2.7157320186636147,-2.4013557531472842,0.0
2019-01-18,1.0,-0.015840526831004717,-2.6677049034439797,-0.0,-2.7310670107679984,-2.484559935925959,0.0
2019-01-22,1.0,-0.0,-2.838986244582627,-0.0,-3.0928961748633883,-2.4896363293762955,0.0
2019-01-23,1.0,-0.0,-2.772546041389785,-0.0,-3.1489462692234667,-2.571577748243782,0.0
2019-01-24,1.0,-0.0,-2.746115427302997,-0.0,-3.0017573066962635,-2.5011098779134295,0.0
2019-01-25,1.0,-0.0,-2.5229307003783337,-0.0,-3.2031004890652395,-2.501614838054812,0.0
2019-01-28,1.0,-0.0,-2.4301851851851857,-0.0,-3.327685185185185,-2.5012962962962964,0.0
2019-01-29,1.0,-0.0,-2.391942072038619,-0.0,-3.344968436687709,-2.5464166357222426,0.0
2019-01-30,1.0,-0.0,-2.385914447434351,-0.0,-3.338777025146144,-2.5543286628931985,0.0
2019-01-31,1.0,-0.0,-2.4234167209150934,-0.0,-3.272017111503766,-2.604203478099135,0.0
2019-02-01,1.0,-0.0,-2.425599402929378,-0.0,-3.288553036663868,-2.6150760332120537,0.0
2019-02-04,1.0,-0.0,-2.4171401956217977,-0.0,-3.2868188169538888,-2.611364694923149,0.0
2019-02-05,1.0,-0.0,-2.363435107462411,-0.0,-3.2508071211142884,-2.609999077575869,0.0
2019-02-06,1.0,-0.0,-2.364937223042836,-0.0,-3.2452917282127034,-2.6216765140324965,0.0
2019-02-07,1.0,-0.0,-2.368179312878927,-0.0,-3.2226713209627045,-2.595259966930002,0.0
2019-02-08,1.0,-0.0,-2.360845588235294,-0.0,-3.253400735294118,-2.5769301470588237,0.0
2019-02-11,1.0,-0.0,-2.2972255287977292,-0.0,-3.2461313066568995,-2.613313799102646,0.0
2019-02-12,1.0,-0.0,-2.3256669733210673,-0.0,-3.2619135234590613,-2.611959521619135,0.0
2019-02-13,1.0,-0.0,-2.357781258638165,-0.0,-3.257624619920759,-2.5985441813323504,0.0
2019-02-14,1.0,-0.0,-2.133059107573996,-0.0,-3.253152105874989,-2.5559331127604397,0.0
2019-02-15,1.0,-0.0,-2.071857344632768,-0.0,-3.2256355932203387,-2.5301906779661016,0.0
2019-02-19,1.0,-0.0,-1.9410119501652683,-0.0,-3.1378930417832023,-2.396304771590813,0.0
2019-02-20,1.0,-0.0,-1.9667174796747966,-0.0,-3.1182249322493227,-2.383892276422764,0.0
2019-02-21,1.0,-0.0,-1.9743544549220058,-0.0,-3.2794571252313385,-2.5591786375253367,0.0
2019-02-22,1.0,-0.0,-1.9724259832081308,-0.0,-3.311444984533805,-2.5539549270879367,0.0
2019-02-25,1.0,-0.0,-1.978861933642526,-0.0,-3.350517302889761,-2.589636104174099,0.0
2019-02-26,1.0,-0.0,-1.9615725949591765,-0.0,-3.342740504082357,-2.5704650337238197,0.0
2019-02-27,1.0,-0.0,-1.9471389160808046,-0.0,-3.3752780991367803,-2.576844353475127,0.0
2019-02-28,1.0,-0.0,-1.9686271004647837,-0.0,-3.397836968180193,-2.571773328566321,0.0
2019-03-01,1.0,-0.0,-1.971852381377893,-0.0,-3.4013046197837546,-2.562684299883835,0.0
2019-03-04,1.0,-0.0,-1.949326434115443,-0.0,-3.3988759032919975,-2.5732001070568296,0.0
2019-03-05,1.0,-0.0,-1.9292304935949118,-0.0,-3.441100062707158,-2.587745229776942,0.0
2019-03-06,1.0,-0.0,-1.9175543818816578,-0.0,-3.4526004833945034,-2.5815952018619637,0.0
2019-03-07,1.0,-0.0,-1.8388422369126318,-0.0,-3.525460067893514,-2.5690548508129356,0.0
2019-03-08,1.0,-0.0,-1.7689161554192228,-0.0,-3.5878011914288255,-2.534453632079666,0.0
2019-03-11,1.0,-0.0,-1.7683813627794236,-0.0,-3.583714875662088,-2.6254600951611455,0.0
2019-03-12,1.0,-0.0,-1.5901188575483414,-0.0,-3.5693631364200815,-2.7104843001596595,0.0
2019-03-13,1.0,-0.0,-1.6640202093107181,-0.0,-3.6120534103211837,-2.745940093828943,0.0
2019-03-14,1.0,-0.0,-1.6887417218543048,-0.0,-3.6205207293840154,-2.762678036832079,0.0
2019-03-15,1.0,-0.0,-1.6453184196283601,-0.0,-3.5915569186361176,-2.7835107342594263,0.0
2019-03-18,1.0,-0.0,-1.6979493149458225,-0.0,-3.531834870600877,-2.7252619324796274,0.0
2019-03-19,1.0,-0.0,-1.6941072219760742,-0.0,-3.4451041205139563,-2.7221089942401417,0.0
2019-03-20,1.0,-0.0,-1.6930498481329284,-0.0,-3.4733785956762553,-2.766928711809898,0.0
2019-03-21,1.0,-0.0,-1.6897012929112796,-0.0,-3.514757021845742,-2.712082032991529,0.0
2019-03-22,1.0,-0.0,-1.6970969508855214,-0.0,-3.697644696001461,-2.7342523279167428,0.0
2019-03-25,1.0,-0.0,-1.451950867052023,-0.0,-3.8171062138728327,-2.7627348265895955,0.0
2019-03-26,1.0,-0.0,-1.4839799178457325,-0.0,-3.8329529895025103,-2.811319032405294,0.0
2019-03-27,1.0,-0.0,-1.4528800583302952,-0.0,-3.85153117025155,-2.809788552679548,0.0
2019-03-28,1.0,-0.0,-1.4547915538711425,-0.0,-3.807255008121278,-2.7615953798953257,0.0
2019-03-29,1.0,-0.0,-1.430529427573233,-0.0,-3.7868852459016393,-2.7407506942578164,0.0
2019-04-01,1.0,-0.0,-1.4455401165396684,-0.0,-3.782429403854774,-2.736709995517705,0.0
2019-04-02,1.0,-0.0,-1.4950210819054452,-0.0,-3.83950838790706,-2.636494123979546,0.0
2019-04-03,1.0,-0.0,-1.4961434977578474,-0.0,-3.8413452914798207,-2.631121076233184,0.0
2019-04-04,1.0,-0.0,-1.490711657542852,-0.0,-3.8372969577313114,-2.646235304675581,0.0
2019-04-05,1.0,-0.0,-1.4753375337533752,-0.0,-3.8638163816381637,-2.6617461746174613,0.0
2019-04-08,1.0,-0.0,-1.4682668104998202,-0.0,-3.865336209996404,-2.6559690758719885,0.0
2019-04-09,1.0,-0.0,-1.4540687160940324,-0.0,-3.9226943942133814,-2.6648282097649183,0.0
2019-04-10,1.0,-0.0,-1.3916339636104174,-0.0,-3.8747770246164825,-2.6525151623260794,0.0
2019-04-11,1.0,-0.0,-1.3761156729739379,-0.0,-3.9017315244555513,-2.64744734023563,0.0
2019-04-12,1.0,-0.0,-1.3799302387979608,-0.0,-3.9144083713442446,-2.6494052410338966,0.0
2019-04-15,1.0,-0.0,-1.387689275154556,-0.0,-3.9058328106800464,-2.6662485440372725,0.0
2019-04-16,1.0,-0.0,-1.3809865470852019,-0.0,-3.918116591928251,-2.6695067264573993,0.0
2019-04-17,1.0,-0.0,-1.374482634515026,-0.0,-3.967788375022494,-2.6553895987043368,0.0
2019-04-18,1.0,-0.0,-1.3721872187218722,-0.0,-3.959135913591359,-2.6694869486948694,0.0
2019-04-22,1.0,-0.0,-1.3812760558274424,-0.0,-3.9826898676817115,-2.698930578212797,0.0
2019-04-23,1.0,-0.0,-1.4148267815472986,-0.0,-3.933135882247352,-2.6270866989768447,0.0
2019-04-24,1.0,-0.0,-1.397708967245391,-0.0,-3.923930553069626,-2.627707177376051,0.0
2019-04-25,1.0,-0.0,-1.3450602843260753,-0.0,-3.9799352168436206,-2.6727550836782434,0.0
2019-04-26,1.0,-0.0,-1.324717577948486,-0.013827383642114775,-4.034884771802982,-2.6639855399909624,0.0
2019-04-29,1.0,-0.0,-1.3155138161459274,-0.011197399313707784,-4.032327975437963,-2.6711215459635183,0.0
2019-04-30,1.0,-0.0,-1.2984657039711192,-0.019314079422382672,-4.032761732851986,-2.6747292418772566,0.0
2019-05-01,1.0,-0.0,-1.2740171712607322,-0.043018526886579304,-4.040759150474469,-2.67971079981925,0.0
2019-05-02,1.0,-0.0,-1.2888629003238576,-0.020510975170924792,-3.994962216624685,-2.6917056495142138,0.0
2019-05-03,1.0,-0.0,-1.2890287769784172,-0.024550359712230217,-3.9906474820143885,-2.688579136690648,0.0
2019-05-06,1.0,-0.0,-1.223257480738219,-0.04613868482350833,-3.992116108224333,-2.6974556531087623,0.0
2019-05-07,1.0,-0.0,-1.2141260616897631,-0.058471166741171206,-3.97496647295485,-2.6929816718819843,0.0
2019-05-08,1.0,-0.0,-1.1939281288723669,-0.13161621525933795,-3.85740839086564,-2.6681713577624357,0.0
2019-05-09,1.0,-0.0,-1.1893805309734513,-0.1395575221238938,-3.8638053097345133,-2.6568141592920353,0.0
2019-05-10,1.0,-0.0,-1.1887493366354147,-0.1411639837254555,-3.8621086148947463,-2.65292764903591,0.0
2019-05-13,1.0,-0.0,-1.1873010258224266,-0.1335337813937036,-3.868588609833746,-2.6538733639900953,0.0
2019-05-14,1.0,-0.0,-1.0664540596448888,-0.29477676262713326,-3.7037579727633165,-2.554128598517497,0.0
2019-05-15,1.0,-0.0,-1.0829377750927764,-0.2985242081643221,-3.721066712695262,-2.5278329161991886,0.0
2019-05-16,1.0,-0.0,-1.0837497845941755,-0.31311390660003446,-3.7047216956746514,-2.5145614337411684,0.0
2019-05-17,1.0,-0.0,-1.0635578583765113,-0.33506044905008636,-3.693955094991364,-2.5430051813471506,0.0
2019-05-20,1.0,-0.0,-1.0356896551724137,-0.35379310344827586,-3.6894827586206898,-2.5416379310344825,0.0
2019-05-21,1.0,-0.0,-1.0421966311447233,-0.36833963561361294,-3.655895496734273,-2.527672739773118,0.0
2019-05-22,1.0,-0.0,-1.0241935483870968,-0.3866678105696637,-3.6517673301304048,-2.5166437886067263,0.0
2019-05-23,1.0,-0.0,-1.0029919644383656,-0.3997264489656352,-3.6536160027355105,-2.4921354077620106,0.0
2019-05-24,1.0,-0.0,-0.9250917157239144,-0.44834058527429405,-3.6494326422660186,-2.5088303045815206,0.0
2019-05-28,1.0,-0.0,-0.9051319272478865,-0.4526513534284006,-3.6600631884552985,-2.5211339766031937,0.0
2019-05-29,1.0,-0.0,-0.9129177651160814,-0.45088868101028995,-3.6543923803044476,-2.485840632706863,0.0
2019-05-30,1.0,-0.0,-0.9051863169510228,-0.45386639504286563,-3.6423054070112895,-2.486970545794075,0.0
2019-05-31,1.0,-0.0,-0.9067674280377006,-0.4663326823469474,-3.647703150208033,-2.470238600662308,0.0
2019-06-03,1.0,-0.0,-0.8951653516870908,-0.500587544065805,-3.6129763303676348,-2.3846734933691454,0.0
2019-06-04,1.0,-0.0,-0.8762747576906869,-0.5317319848293299,-3.6759376316898438,-2.3441213653603032,0.0
2019-06-05,1.0,-0.0,-0.829635761589404,-0.5850165562913907,-3.663327814569536,-2.200165562913907,0.0
2019-06-06,1.0,-0.0,-0.8665450928381963,-0.5402851458885942,-3.64157824933687,-2.2406332891246685,0.0
2019-06-07,1.0,-0.0,-0.9258797105066134,-0.5384743365776558,-3.6187505199234673,-2.2356709092421596,0.0
2019-06-10,1.0,-0.0,-0.9362353889560661,-0.5794437726723096,-3.3972591696896415,-2.1482466747279325,0.0
2019-06-11,1.0,-0.0,-0.9348072562358276,-0.636459345643019,-3.3846776805960475,-2.1425332037576936,0.0
2019-06-12,1.0,-0.0,-0.9650269651903906,-0.6608105899656807,-3.413057689164896,-2.132374571008335,0.0
2019-06-13,1.0,-0.0,-1.063632567849687,-0.7409603340292276,-3.4569519832985387,-2.089185803757829,0.0
2019-06-14,1.0,-0.0,-1.0392401899525119,-0.7827209864200617,-3.4607181537948843,-2.0484878780304925,0.0
2019-06-17,1.0,-0.0,-1.0491447642886942,-0.7793074676679183,-3.4537338339591157,-2.0615769712140173,0.0
2019-06-18,1.0,-0.0,-1.0754764292878636,-0.7744065529923102,-3.456619859578736,-2.0519057171514548,0.0
2019-06-19,1.0,-0.0,-1.040458530006743,-0.8423803101820634,-3.50826028320971,-2.037845583277141,0.0
2019-06-20,1.0,-0.0,-1.065904505716207,-0.8265803631472765,-3.4883154001344994,-2.0253026227303295,0.0
2019-06-21,1.0,-0.0,-1.079202947086403,-0.8210817146684528,-3.4593101138647016,-2.0128097789685198,0.0
2019-06-24,1.0,-0.0,-1.049513259483048,-0.8308157099697886,-3.4520812353138637,-2.059667673716012,0.0
2019-06-25,1.0,-0.0,-1.0219927809955511,-0.8394191219675985,-3.4664652060773946,-2.066398052547637,0.0
2019-06-26,1.0,-0.0,-1.0162997815493193,-0.8161653503612838,-3.4479079146361955,-2.121576205679718,0.0
2019-06-27,1.0,-0.0,-1.0107834877843302,-0.8138163437236732,-3.4464195450716093,-2.1535804549283912,0.0
2019-06-28,1.0,-0.0,-0.9622308209959624,-0.824528936742934,-3.471315612382234,-2.1538526244952894,0.0
2019-07-01,1.0,-0.0,-0.9886075949367089,-0.8040506329113924,-3.474767932489452,-2.171308016877637,0.0
2019-07-02,1.0,-0.0,-1.042877969299374,-0.7926421404682273,-3.508618471829174,-2.2315410342166193,0.0
2019-07-03,1.0,-0.0,-1.0598591549295775,-0.7801442803160427,-3.505496392992099,-2.2425283407763654,0.0
2019-07-05,1.0,-0.0,-1.0442730895858603,-0.7736094264425576,-3.551464217639924,-2.2945763299254898,0.0
2019-07-08,1.0,-0.0,-1.0601387818041634,-0.7449670179045661,-3.4871069990576546,-2.2745652360147353,0.0
2019-07-09,1.0,-0.0,-1.0476801917479883,-0.7452491011813046,-3.487930148947098,-2.279318609827085,0.0
2019-07-10,1.0,-0.0,-1.0352064416652391,-0.7405345211581292,-3.5020558506081896,-2.2882473873565186,0.0
2019-07-11,1.0,-0.0,-1.0208065759054714,-0.7662471101977909,-3.5031252675742786,-2.2722835859234523,0.0
2019-07-12,1.0,-0.0,-1.0208921996746296,-0.7664183577361076,-3.5041527528041785,-2.2709136056169195,0.0
2019-07-15,1.0,-0.0,-1.0509608785175018,-0.8045641729581332,-3.5036890871654083,-2.2201441317776256,0.0
2019-07-16,1.0,-0.0,-1.0590951851535106,-0.8658171555631574,-3.4745574275207387,-2.1526554348755664,0.0
2019-07-17,1.0,-0.0,-1.0506124532153793,-0.8692582511058183,-3.4396053079278666,-2.146903708744471,0.0
2019-07-18,1.0,-0.0,-1.0532277295179697,-0.8850281042411855,-3.443876681996253,-2.134304207119741,0.0
2019-07-19,1.0,-0.0,-1.0531396910678308,-0.9148757555406312,-3.336719274680994,-2.090161182001343,0.0
2019-07-22,1.0,-0.0,-0.9761668321747765,-0.8774412446209864,-3.3006454816285995,-2.121151936444886,0.0
2019-07-23,1.0,-0.0,-0.9757485770848799,-0.8730512249443207,-3.2805411201847727,-2.1194423822486184,0.0
2019-07-24,1.0,-0.0,-0.9758310649179246,-0.904314113668234,-3.27229233688031,-2.096345788996123,0.0
2019-07-25,1.0,-0.0,-0.9488697081792027,-0.9137690094533498,-3.2867242087957256,-2.0709412248253187,0.0
2019-07-26,1.0,-0.0,-0.9332293035479632,-0.9104796320630749,-3.2959099868593955,-2.073258869908016,0.0
2019-07-29,1.0,-0.0,-0.9062808286747781,-0.9151594870108517,-3.2952153896744494,-2.1043242354488654,0.0
2019-07-30,1.0,-0.0,-0.9098306756534604,-0.9183790892651652,-3.2862074634226532,-2.105293440736479,0.0
2019-07-31,1.0,-0.0,-1.0224625623960066,-0.909234608985025,-3.2951747088186356,-2.092595673876872,0.0
2019-08-01,1.0,-0.0,-1.0274347285536678,-0.8983837546622462,-3.2836303356817242,-2.0789888106092,0.0
2019-08-02,1.0,-0.0,-0.9965095986038394,-0.952214742790659,-3.284883237762819,-2.0769550403058257,0.0
2019-08-05,1.0,-0.0,-0.9900497512437811,-0.9337479270315091,-3.2878109452736317,-2.0802653399668323,0.0
2019-08-06,1.0,-0.0,-0.9855773104504069,-0.914753041656595,-3.132785432277818,-2.024252679075014,0.0
2019-08-07,1.0,-0.0,-1.0014544279250162,-0.9115223012281836,-3.1435843568196513,-2.0235940530058176,0.0
2019-08-08,1.0,-0.0,-1.010018367006178,-0.8995658707630656,-3.2847720821506097,-2.154282851895141,0.0
2019-08-09,1.0,-0.0,-0.9761629825140218,-0.8669580996370835,-3.238782580006599,-2.1661992741669414,0.0
2019-08-12,1.0,-0.0,-0.9594895018526142,-0.9100041169205434,-3.245615479621243,-2.118814326883491,0.0
2019-08-13,1.0,-0.0,-0.9404507320282941,-0.9056588254647147,-3.2548116466524104,-2.1241158085211382,0.0
2019-08-14,1.0,-0.0,-0.9612143032485068,-0.8980443498895344,-3.218640045822764,-2.104737746501923,0.0
2019-08-15,1.0,-0.0,-1.0414904002603318,-0.9766514806378133,-3.1832085909534658,-1.9340221282134722,0.0
2019-08-16,1.0,-0.0,-1.0291663290934132,-0.975775743336304,-3.159280563882363,-1.9375354451916067,0.0
2019-08-19,1.0,-0.0,-1.0070944856497905,-0.9712995807803935,-3.1618026443082874,-1.921718800386972,0.0
2019-08-20,1.0,-0.0,-1.0467907888290053,-1.002286460885187,-3.2022701290217213,-1.9145843540748,0.0
2019-08-21,1.0,-0.0,-1.0509497024537378,-1.0170375805005298,-3.1910817640824978,-1.89272030651341,0.0
2019-08-22,1.0,-0.0,-1.0575856443719411,-1.0137846655791192,-3.2030179445350733,-1.8822185970636214,0.0
2019-08-23,1.0,-0.0,-1.0476694053526396,-1.0182217522167087,-3.1900268445456765,-1.8787928089156432,0.0
2019-08-26,1.0,-0.0,-0.996470116325712,-1.0220617729643002,-3.175290814279984,-1.8286401925391096,0.0
2019-08-27,1.0,-0.0,-0.9839264294282287,-1.015673730507797,-3.1621751299480207,-1.8350259896041585,0.0
2019-08-28,1.0,-0.0,-0.9533381191672649,-1.0370104490707504,-3.1639945760548773,-1.8220467416447315,0.0
2019-08-29,1.0,-0.0,-0.9328072692491631,-1.0432807269249165,-3.1722461342260484,-1.82233381157341,0.0
2019-08-30,1.0,-0.0,-0.9220502290317485,-1.0475438319380825,-3.1406570841889114,-1.787395356183857,0.0
2019-09-03,1.0,-0.0,-0.9380426203630623,-1.0737174427782161,-3.1104972375690605,-1.7704025256511444,0.0
2019-09-04,1.0,-0.0,-0.9391902577890243,-1.0885655543254786,-3.114186303969635,-1.7656966629764352,0.0
2019-09-05,1.0,-0.0,-0.9978726757012292,-1.1048692089505199,-3.098644815631894,-1.6775921840529466,0.0
2019-09-06,1.0,-0.0,-0.9889255419415646,-1.1099591580270187,-3.104775369148602,-1.650565504241282,0.0
2019-09-09,1.0,-0.0,-0.9744640605296343,-1.1063209331651955,-3.121689785624212,-1.6789092055485497,0.0
