Date,IWF,IWM,MTUM,SIBN,SPY,VLUE,VXX
2019-06-17,-0.0,-0.530609546476266,-0.8004760015866719,1.0,-2.5840936136453787,-1.6958878751818063,0.0
2019-06-18,-0.0,-0.5361322314049587,-0.7996694214876033,1.0,-2.582479338842975,-1.6932231404958678,0.0
2019-06-19,-0.0,-0.5360295086286391,-0.8207746015017784,1.0,-2.5765380055328677,-1.6534053484389408,0.0
2019-06-20,-0.0,-0.535227048045871,-0.8227773017860673,1.0,-2.5785935543399456,-1.6540565478151983,0.0
2019-06-21,-0.0,-0.5465658889254025,-0.8137364442983898,1.0,-2.5583305948077553,-1.653828458757805,0.0
2019-06-24,-0.0,-0.548510162467934,-0.8145102940209169,1.0,-2.5616654607643228,-1.6528974544497796,0.0
2019-06-25,-0.0,-0.5335131224100507,-0.8213510491350391,1.0,-2.5669275800828784,-1.6558573965664674,0.0
2019-06-26,-0.0,-0.5368441866596362,-0.797851305035592,1.0,-2.5506195623517005,-1.7058397047192195,0.0
2019-06-27,-0.0,-0.5381928425492651,-0.7992486653924735,1.0,-2.549067422395044,-1.7041455216503,0.0
2019-06-28,-0.0,-0.5600026462026992,-0.7943900502778514,1.0,-2.5502116962159302,-1.7109685101878807,0.0
2019-07-01,-0.0,-0.5745320855614973,-0.7925802139037432,1.0,-2.5693181818181814,-1.748128342245989,0.0
2019-07-02,-0.0,-0.5902898357152396,-0.7770134900494189,1.0,-2.55903566181381,-1.7519032990516894,0.0
2019-07-03,-0.0,-0.6125058579366673,-0.7627368280109794,1.0,-2.556537457320747,-1.7630715672491126,0.0
2019-07-05,-0.0,-0.615011780545271,-0.7534163581285763,1.0,-2.574015483002356,-1.7892965331538202,0.0
2019-07-08,-0.0,-0.6155088852988692,-0.7535675821217016,1.0,-2.5731690899299946,-1.789108777598277,0.0
2019-07-09,-0.0,-0.5988019921927581,-0.7544083995154126,1.0,-2.578745456992866,-1.798425090860143,0.0
2019-07-10,-0.0,-0.6003368137420008,-0.7579656449983159,1.0,-2.5809363422027616,-1.797036039070394,0.0
2019-07-11,-0.0,-0.5987467151809177,-0.7572939828852504,1.0,-2.5840576780540396,-1.7979246681490468,0.0
2019-07-12,-0.0,-0.6165879973027647,-0.7578556979096427,1.0,-2.5807821982467973,-1.787862440997977,0.0
2019-07-15,-0.0,-0.6143280366280636,-0.7653514678157822,1.0,-2.587058981955292,-1.7662941018044707,0.0
2019-07-16,-0.0,-0.6167519525989765,-0.7651494748182063,1.0,-2.5856450309722594,-1.7655534608133583,0.0
2019-07-17,-0.0,-0.6247474067088777,-0.7600700525394045,1.0,-2.584063047285464,-1.766940590057928,0.0
2019-07-18,-0.0,-0.624629280129415,-0.772984631976274,1.0,-2.5865462388784044,-1.7562011323806956,0.0
2019-07-19,-0.0,-0.6272898706896551,-0.7691945043103449,1.0,-2.5890355603448274,-1.7493265086206897,0.0
2019-07-22,-0.0,-0.6255806125883542,-0.766139347021205,1.0,-2.5886906765398856,-1.751329518680579,0.0
2019-07-23,-0.0,-0.6392109009558674,-0.7604908141820893,1.0,-2.606806318215714,-1.7726933767202224,0.0
2019-07-24,-0.0,-0.6407595795184808,-0.7863682604272635,1.0,-2.601288572397423,-1.7534757544930486,0.0
2019-07-25,-0.0,-0.634453781512605,-0.7866630523177013,1.0,-2.6056519381946326,-1.750135538086202,0.0
2019-07-26,-0.0,-0.6137179226758752,-0.7900331776017334,1.0,-2.6154106574581895,-1.7517773715214302,0.0
2019-07-29,-0.0,-0.5916598971026267,-0.7913620362848633,1.0,-2.614608719198484,-1.7719333874898457,0.0
2019-07-30,-0.0,-0.602881217722207,-0.7926066865996193,1.0,-2.6274123403098666,-1.7724245718945364,0.0
2019-07-31,-0.0,-0.5988308863512779,-0.7926182707993475,1.0,-2.630981511691137,-1.774809679173464,0.0
2019-08-01,-0.0,-0.6090774010536268,-0.7573956504119952,1.0,-2.6344725111441307,-1.7530730784816968,0.0
2019-08-02,-0.0,-0.5766689143627782,-0.7929871881321646,1.0,-2.644908968307485,-1.7285906945380987,0.0
2019-08-05,-0.0,-0.5694117647058824,-0.7815798319327731,1.0,-2.6503529411764704,-1.7212773109243698,0.0
2019-08-06,-0.0,-0.5666384530242854,-0.7367667165831109,1.0,-2.5230158213425353,-1.6843544501595153,0.0
2019-08-07,-0.0,-0.5846034113755756,-0.6938841688825476,1.0,-2.508009598547247,-1.699007717750827,0.0
2019-08-08,-0.0,-0.5837402665962782,-0.7269367823676917,1.0,-2.5618978487528046,-1.726342879767718,0.0
2019-08-09,-0.0,-0.5605892705821003,-0.7037350889772506,1.0,-2.5274753927384133,-1.7266801381917738,0.0
2019-08-12,-0.0,-0.547516900676027,-0.7148335933437338,1.0,-2.535751430057202,-1.7021580863234527,0.0
2019-08-13,-0.0,-0.5381377881377882,-0.7008547008547009,1.0,-2.542540792540793,-1.6934731934731935,0.0
2019-08-14,-0.0,-0.5671622495151907,-0.6950872656755009,1.0,-2.5195216548157724,-1.6823529411764704,0.0
2019-08-15,-0.0,-0.6237474002647003,-0.7051112371588831,1.0,-2.446335161026029,-1.5271948068317893,0.0
2019-08-16,-0.0,-0.6213592233009708,-0.7079813390493002,1.0,-2.449312823099231,-1.5257218509645694,0.0
2019-08-19,-0.0,-0.598548820916995,-0.7065115406267591,1.0,-2.4446737974604367,-1.5053480953274536,0.0
2019-08-20,-0.0,-0.6046077210460773,-0.7103985056039851,1.0,-2.432378580323786,-1.4792652552926526,0.0
2019-08-21,-0.0,-0.6116462618855261,-0.7153066931825244,1.0,-2.427071033496986,-1.4606923124728108,0.0
2019-08-22,-0.0,-0.6127332465439216,-0.7095654330171719,1.0,-2.4299795424958153,-1.446965470212634,0.0
2019-08-23,-0.0,-0.6153703014514329,-0.7107678948021338,1.0,-2.433382954968366,-1.4431832278873589,0.0
2019-08-26,-0.0,-0.5813178153603685,-0.6941868218463962,1.0,-2.3932836273261806,-1.3929199248348183,0.0
2019-08-27,-0.0,-0.5769346946172899,-0.6833806560744276,1.0,-2.3836162629130673,-1.3972693771521778,0.0
2019-08-28,-0.0,-0.5506011721346142,-0.7054558636940367,1.0,-2.3981028336656394,-1.3877107123436652,0.0
2019-08-29,-0.0,-0.5383918869974648,-0.7217795484727755,1.0,-2.4063141373898347,-1.3699746468670773,0.0
2019-08-30,-0.0,-0.5165885322755138,-0.7301959370116601,1.0,-2.4127899987979324,-1.3507633128981849,0.0
2019-09-03,-0.0,-0.5180310133429499,-0.7310373843009977,1.0,-2.4130905156869815,-1.3481187642745522,0.0
2019-09-04,-0.0,-0.5038741065529462,-0.7283320319538712,1.0,-2.4213466274250703,-1.352813982821791,0.0
2019-09-05,-0.0,-0.5335530257639306,-0.7221090473337328,1.0,-2.429538645895746,-1.3064110245656082,0.0
2019-09-06,-0.0,-0.5131280582408402,-0.7521183912161357,1.0,-2.4451008473564864,-1.2568922305764412,0.0
2019-09-09,-0.0,-0.5170644391408115,-0.7531622911694511,1.0,-2.4428400954653937,-1.2535202863961814,0.0
2019-09-10,-0.0,-0.4997610513739546,-0.8096774193548387,1.0,-2.4513142174432496,-1.212962962962963,0.0
2019-09-11,-0.0,-0.5087257948840546,-0.7933301458283528,1.0,-2.4478245278508246,-1.2267511355486493,0.0
2019-09-12,-0.0,-0.4650134448760084,-0.8108754108156557,1.0,-2.4616074096205556,-1.2380041828503137,0.0
2019-09-13,-0.0,-0.46513295488497164,-0.8116522258739169,1.0,-2.4611891245891844,-1.2375858978189422,0.0
2019-09-16,-0.0,-0.45883552197637467,-0.8301253223001739,1.0,-2.46591113509624,-1.2414702884211788,0.0
