Date,IWF,IWM,MTUM,SPY,UTG,VLUE,VXX
2018-09-24,-0.1532959127844536,-0.30835477922551624,-0.0,-0.3077671280066465,1.0,-0.2569454294919857,0.0
2018-09-25,-0.15059541984732824,-0.3126310432569974,-0.0,-0.3109618320610687,1.0,-0.26143511450381673,0.0
2018-09-26,-0.14898885678910442,-0.31770532397853907,-0.0,-0.31884028064383,1.0,-0.2780231118448205,0.0
2018-09-27,-0.15381437336032555,-0.311471007457291,-0.0,-0.320932058088372,1.0,-0.27949348261686874,0.0
2018-09-28,-0.1559991725279272,-0.3109226313611915,-0.0,-0.32167976830781964,1.0,-0.2800992966487381,0.0
2018-10-01,-0.15578045448901032,-0.3118092636284614,-0.0,-0.32163996854174426,1.0,-0.28039240034769647,0.0
2018-10-02,-0.16008212530330365,-0.29865820527178083,-0.0,-0.3281693938074203,1.0,-0.2869408324519381,0.0
2018-10-03,-0.15969423787960615,-0.2900170329442067,-0.0,-0.33293174359187405,1.0,-0.29454530347721325,0.0
2018-10-04,-0.16657975428130412,-0.28491270520014184,-0.0,-0.3427963538516093,1.0,-0.2915875763959867,0.0
2018-10-05,-0.16663191258653764,-0.2856576862123613,-0.0,-0.3426891317040621,1.0,-0.29026607723746767,0.0
2018-10-08,-0.1647965025502238,-0.2833142500260227,-0.0,-0.3441657125013011,1.0,-0.28953887790153016,0.0
2018-10-09,-0.1601034540297013,-0.2839771399966628,-0.0,-0.3472384448523277,1.0,-0.2944268313031871,0.0
2018-10-10,-0.16167177626227866,-0.2831758743665144,-0.0,-0.34830757680035035,1.0,-0.2924148574527102,0.0
2018-10-11,-0.13799301456320592,-0.273208194611818,-0.0,-0.3394677178863947,1.0,-0.2918564513164076,0.0
2018-10-12,-0.13439049776526052,-0.27263821710647157,-0.0,-0.34131308802220456,1.0,-0.2924957652196984,0.0
2018-10-15,-0.1254173792654125,-0.2791758286505416,-0.0,-0.3393191627982735,1.0,-0.2920636859679127,0.0
2018-10-16,-0.11897611897611898,-0.2930685787828645,-0.0,-0.3391146248289106,1.0,-0.29169986312843454,0.0
2018-10-17,-0.11308221952207372,-0.28167274200081,-0.0,-0.3372012960712839,1.0,-0.29315512353179424,0.0
2018-10-18,-0.11260960249478566,-0.2807038859526558,-0.0,-0.33837555434056255,1.0,-0.2933195634125104,0.0
2018-10-19,-0.10434258142340169,-0.27303980699638114,-0.0,-0.3400884599919582,1.0,-0.292983514274226,0.0
2018-10-22,-0.1041981274539414,-0.2652370884929025,-0.0,-0.34579683882009465,1.0,-0.2982583308164704,0.0
2018-10-23,-0.10680413201506211,-0.2655202271400093,-0.0,-0.343951994522865,1.0,-0.29737621070860437,0.0
2018-10-24,-0.10584851775873859,-0.26360564739954145,-0.0,-0.34409315795824785,1.0,-0.29765496158642046,0.0
2018-10-25,-0.08816659797051954,-0.23976918094565156,-0.0,-0.3517046458222929,1.0,-0.28308700857720465,0.0
2018-10-26,-0.07729327410178473,-0.23404255319148937,-0.0,-0.357746863066012,1.0,-0.2793429974281038,0.0
2018-10-29,-0.08280067448335358,-0.2333437904395906,-0.0,-0.3652601858750637,1.0,-0.27928316536606407,0.0
2018-10-30,-0.0810609476387446,-0.23332222461821964,-0.0,-0.36527415655446865,1.0,-0.28068455823253813,0.0
2018-10-31,-0.0812737456425522,-0.23195331166033453,-0.0,-0.36496807802279585,1.0,-0.2802083741334065,0.0
2018-11-01,-0.07457693436368973,-0.23699501124914407,-0.0,-0.36457008705859334,1.0,-0.2802308520003913,0.0
2018-11-02,-0.07634421179865092,-0.22821382617850042,-0.0,-0.36663157484306164,1.0,-0.2783756384762351,0.0
2018-11-05,-0.07751741361481279,-0.22556728386631025,-0.0,-0.36676877451076034,1.0,-0.2812518291612198,0.0
2018-11-06,-0.0750571724555814,-0.22431148726569067,-0.0,-0.36981294345302085,1.0,-0.28543226285647266,0.0
2018-11-07,-0.07515739256246823,-0.22441637664724512,-0.0,-0.3700582645759199,1.0,-0.28555507762092835,0.0
2018-11-08,-0.07558059908825888,-0.22431570503414142,-0.0,-0.371211676547123,1.0,-0.2854180117782865,0.0
2018-11-09,-0.07617761071302713,-0.22473471944868634,-0.0,-0.37102079173029484,1.0,-0.2858569247033948,0.0
2018-11-12,-0.07587795498467605,-0.21861518339937924,-0.0,-0.3730649852616784,1.0,-0.2845179299978527,0.0
2018-11-13,-0.06795344325897187,-0.2149757516973812,-0.0,-0.37433559650824444,1.0,-0.2826188166828322,0.0
2018-11-14,-0.06934653849888338,-0.2147004563549859,-0.0,-0.37524031459364987,1.0,-0.2826293814933489,0.0
